Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Tucker Kraft,23,GNB,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Isaiah Likely,23,BAL,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Jalen Mills,29,NWE,DB,17,8,0,0,0,0,1,1,0,0,0,0,0.0,45,26,19,1,1,0,
Rondale Moore,23,ARI,WR,17,8,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,
Trey Palmer,22,TAM,WR,17,8,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,
MyCole Pruitt,31,ATL,TE,17,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Isaac Yiadom,27,NOR,CB,17,8,1,0,0,0,14,0,0,1,0,0,0.0,37,25,12,0,0,0,
Mo Alie-Cox,30,IND,TE,17,7,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,
Jordan Battle,23,CIN,S,17,7,1,0,0,0,5,0,0,0,0,0,2.0,71,43,28,4,3,0,
Taven Bryan,27,IND,DT,17,7,0,0,0,0,0,1,0,0,0,0,2.0,22,12,10,4,1,0,
Chamarri Conner,23,KAN,DB,17,7,1,4,0,4,1,0,0,0,0,0,0.0,36,31,5,2,0,0,
Raekwon Davis,26,MIA,DT,17,7,0,0,0,0,0,0,0,0,0,0,0.5,28,15,13,2,6,0,
YaYa Diaby,24,TAM,OLB,17,7,0,0,0,0,0,1,0,2,-2,0,7.5,38,25,13,12,8,0,AP DRoY-5
Adam Gotsis,31,JAX,DL,17,7,0,0,0,0,4,0,0,0,0,0,1.0,26,18,8,3,7,0,
Shelby Harris,32,CLE,DT,17,7,0,0,0,0,5,1,0,0,0,0,1.5,28,17,11,6,3,0,
Connor Heyward,24,PIT,TE,17,7,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Jalin Hyatt,22,NYG,WR,17,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
K'Von Wallace,26,2TM,FS,17,12,1,2,0,2,6,0,0,0,0,0,0.0,89,62,27,1,1,0,
Christian Barmore,24,NWE,DL,17,6,0,0,0,0,6,1,0,0,0,0,8.5,64,39,25,13,16,0,
Zack Baun,27,NOR,RLB,17,6,1,10,0,10,2,0,1,0,0,0,2.0,30,20,10,4,4,0,
Arnold Ebiketie,24,ATL,OLB,17,6,0,0,0,0,1,2,0,0,0,0,6.0,25,16,9,3,12,0,
Elijah Hicks,24,CHI,DB,17,6,0,0,0,0,1,0,0,0,0,0,0.0,35,20,15,0,0,0,
Javon Kinlaw,26,SFO,DT,17,6,0,0,0,0,3,0,0,0,0,0,3.5,25,13,12,4,6,0,
Damarri Mathis,24,DEN,CB,17,6,0,0,0,0,1,0,0,0,0,0,0.0,35,26,9,2,0,0,
Ifeatu Melifonwu,24,DET,S,17,6,2,35,0,24,8,1,0,0,0,0,3.0,33,24,9,4,5,0,
Isaiah Oliver,27,SFO,DB,17,6,1,3,0,3,2,0,0,1,0,0,0.0,67,48,19,2,3,0,
Troy Reeder,29,LAR,LB,17,6,0,0,0,0,0,0,0,0,0,0,0.0,23,11,12,0,0,0,
Jonnu Smith,28,ATL,TE,17,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Jerry Tillery,27,LVR,RDE,17,6,0,0,0,0,0,0,0,1,0,0,2.0,31,11,20,2,6,0,
Jalen Tolbert,24,DAL,WR,17,6,0,0,0,0,0,0,1,0,0,0,0.0,4,4,0,0,0,0,
Robert Tonyan,29,CHI,TE,17,6,0,0,0,0,0,0,0,1,0,0,0.0,2,1,1,0,0,0,
Tracy Walker,28,DET,SS,17,6,0,0,0,0,2,1,0,0,0,0,1.0,59,42,17,1,3,0,
Zachary Carter,24,CIN,DT,17,5,0,0,0,0,1,1,0,0,0,0,0.0,23,8,15,1,2,0,
Andre Chachere,27,ARI,CB,17,5,0,0,0,0,3,0,0,0,0,0,0.0,30,23,7,0,0,0,
Ashtyn Davis,27,NYJ,S,17,5,3,66,0,51,8,0,1,3,-3,0,0.0,37,23,14,3,0,0,
Mike Edwards,27,KAN,S,17,5,1,16,0,16,5,0,0,2,101,1,1.0,51,32,19,2,1,0,
Ezekiel Elliott,28,NWE,RB,17,5,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Kamu Grugier-Hill,29,CAR,LB,17,5,1,31,0,31,2,0,0,0,0,0,1.0,56,31,25,2,1,0,
C.J. Ham,30,MIN,FB,17,5,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,PB
Jonathan Harris,27,DEN,DL,17,5,0,0,0,0,0,0,0,0,0,0,1.0,43,26,17,4,4,0,
David Mayo,30,WAS,LB,17,5,0,0,0,0,0,0,0,0,0,0,2.0,59,39,20,6,2,0,
Chris Moore,30,TEN,WR,17,5,0,0,0,0,0,1,1,0,0,0,0.0,2,1,1,0,0,0,
Duke Riley,29,MIA,LB,17,5,0,0,0,0,1,1,0,0,0,0,0.5,42,30,12,0,2,0,
Christian Rozeboom,26,LAR,LB,17,5,1,0,0,0,4,0,0,0,0,0,0.0,79,48,31,2,2,0,
Darrell Taylor,26,SEA,LB,17,5,0,0,0,0,1,0,0,0,0,0,5.5,28,17,11,7,8,0,
Devonte Wyatt,25,GNB,DL,17,5,0,0,0,0,0,0,0,1,0,0,5.5,36,18,18,6,11,0,
John Bates,26,WAS,TE,17,4,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
D'Anthony Bell,27,CLE,S,17,4,2,8,0,6,4,1,0,0,0,0,0.0,28,25,3,4,1,0,
Matt Breida,28,NYG,RB,17,4,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,
Ty Chandler,25,MIN,RB,17,4,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,
Kingsley Enagbare,23,GNB,LB,17,4,0,0,0,0,1,1,0,1,0,0,2.0,37,27,10,8,6,0,
Tony Fields,24,CLE,LB,17,4,0,0,0,0,0,0,0,1,0,1,0.0,34,16,18,0,0,0,
Morgan Fox,29,LAC,DL,17,4,0,0,0,0,0,0,0,0,0,0,5.5,15,11,4,5,10,0,
Sam Franklin,27,CAR,S,17,4,1,99,1,99,3,0,0,0,0,0,0.0,30,20,10,0,0,0,
KhaDarel Hodge,28,ATL,WR,17,4,0,0,0,0,0,0,1,2,-1,0,0.0,4,3,1,0,0,0,
Christian Izien,23,TAM,S,17,4,2,18,0,14,2,1,0,0,0,0,0.0,65,47,18,3,2,0,
Michael Jackson,26,SEA,CB,17,4,0,0,0,0,5,0,0,0,0,0,0.0,34,28,6,2,0,0,
Patrick Jones II,25,MIN,OLB,17,4,0,0,0,0,0,0,0,0,0,0,1.0,32,22,10,5,8,0,
Ryan Neuzil,26,ATL,OL,17,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Kelee Ringo,21,PHI,CB,17,4,1,0,0,0,2,0,0,1,0,0,1.0,21,17,4,0,1,0,
Drew Sanders,21,DEN,LB,17,4,0,0,0,0,0,0,0,1,0,0,0.0,24,13,11,1,0,0,
Tyler Scott,22,CHI,WR,17,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Isaiah Simmons,25,NYG,S,17,4,1,54,1,54,3,1,0,1,1,0,1.0,50,33,17,2,1,0,
Kobie Turner,24,LAR,NT,17,4,0,0,0,0,2,0,0,0,0,0,9.0,57,29,28,8,16,0,AP DRoY-3
Zamir White,24,LVR,RB,17,4,0,0,0,0,0,0,1,0,0,0,0.0,2,1,1,0,0,0,
Mitchell Wilcox,27,CIN,TE,17,4,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Nelson Agholor,30,BAL,WR,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Blake Bell,32,KAN,TE,17,3,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,
Michael Burton,31,DEN,FB,17,3,0,0,0,0,0,1,0,0,0,0,0.0,4,3,1,0,0,0,
Tre Flowers,28,ATL,CB,17,3,0,0,0,0,2,0,0,0,0,0,0.0,21,15,6,1,0,0,
Xavier Gipson,22,NYJ,WR,17,3,0,0,0,0,0,0,5,1,0,0,0.0,1,1,0,0,0,0,
Chauncey Golston,25,DAL,DE,17,3,0,0,0,0,0,1,0,0,0,0,1.5,25,11,14,1,3,0,
Tre Hawkins,23,NYG,CB,17,3,0,0,0,0,1,0,0,0,0,0,0.0,35,24,11,0,0,0,
Josh Jobe,25,PHI,CB,17,3,0,0,0,0,4,1,0,0,0,0,0.0,22,20,2,0,0,0,
Joshua Kelley,26,LAC,RB,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Nick McCloud,25,NYG,CB,17,3,1,0,0,0,2,3,1,3,1,0,0.0,28,20,8,0,0,0,
Jaleel McLaughlin,23,DEN,RB,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Nick Niemann,26,LAC,LB,17,3,0,0,0,0,1,0,1,1,-2,0,0.0,40,22,18,1,1,0,
Kalif Raymond,29,DET,WR,17,3,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Hunter Renfrow,28,LVR,WR,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Malcolm Rodriguez,24,DET,LB,17,3,0,0,0,0,0,1,0,0,0,0,0.0,21,13,8,0,0,0,
Jamien Sherwood,23,NYJ,LB,17,3,0,0,0,0,1,1,0,0,0,0,0.0,46,28,18,3,0,0,
Mazi Smith,22,DAL,DT,17,3,0,0,0,0,0,0,0,0,0,0,1.0,13,9,4,3,3,0,
Solomon Thomas,28,NYJ,DL,17,3,0,0,0,0,1,0,0,0,0,0,5.0,31,15,16,7,6,0,
Brent Urban,32,BAL,DE,17,3,0,0,0,0,2,0,0,1,0,0,3.0,22,16,6,5,6,0,
Dane Belton,23,NYG,S,17,2,2,22,0,20,2,0,0,1,2,0,1.0,33,22,11,3,2,0,
Nick Cross,22,IND,S,17,2,1,18,0,18,2,0,0,0,0,0,0.0,39,24,15,1,0,0,
Derius Davis,23,LAC,WR,17,2,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,AP-2
Dee Delaney,28,TAM,DB,17,2,2,4,0,4,5,0,0,0,0,0,0.0,25,17,8,1,0,0,
Greg Gaines,27,TAM,DL,17,2,0,0,0,0,0,0,0,1,0,0,1.0,24,7,17,0,5,0,
Will Harris,28,DET,CB,17,2,1,0,0,0,2,0,0,1,3,0,0.0,18,12,6,1,1,0,
Jerry Hughes,35,HOU,DE,17,2,0,0,0,0,0,1,0,0,0,0,3.0,32,23,9,4,3,0,
Tim Jones,25,JAX,WR,17,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Jeremiah Ledbetter,29,JAX,DL,17,2,0,0,0,0,1,0,0,1,0,0,0.0,24,7,17,1,1,0,
Chad Muma,24,JAX,LB,17,2,0,0,0,0,2,0,0,0,0,0,0.0,15,8,7,0,0,0,
Brandon Powell,28,MIN,WR,17,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
John Ridgeway,24,WAS,DT,17,2,0,0,0,0,1,0,0,0,0,0,0.0,31,16,15,0,0,0,
Mark Robinson,24,PIT,LB,17,2,0,0,0,0,0,1,0,0,0,0,1.0,30,22,8,1,1,0,
Cameron Sample,24,CIN,DE,17,2,0,0,0,0,1,0,0,0,0,0,1.5,29,18,11,1,8,0,
Tim Settle,26,BUF,DT,17,2,0,0,0,0,0,0,0,0,0,0,1.0,14,9,5,1,2,0,
Chandon Sullivan,27,PIT,CB,17,2,1,0,0,0,6,1,0,0,0,0,0.0,22,14,8,1,0,0,
Dorian Williams,22,BUF,LB,17,2,0,0,0,0,1,0,0,0,0,0,0.0,40,25,15,0,2,0,
Andrew Wingard,27,JAX,S,17,2,1,0,0,0,2,1,0,0,0,0,0.0,45,35,10,1,1,0,
Charlie Woerner,26,SFO,TE,17,2,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,
Matthew Adams,28,CLE,LB,17,1,0,0,0,0,0,1,0,0,0,0,0.0,17,11,6,0,0,0,
Dorance Armstrong Jr.,26,DAL,DE,17,1,0,0,0,0,1,0,0,0,0,0,7.5,38,20,18,7,12,0,
Calvin Austin III,24,PIT,WR,17,1,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Justin Bethel,33,MIA,CB,17,1,0,0,0,0,1,0,0,0,0,0,0.5,19,15,4,2,1,0,
Andrew Booth,23,MIN,CB,17,1,0,0,0,0,1,0,0,0,0,0,0.0,8,7,1,0,0,0,
Dyami Brown,24,WAS,WR,17,1,0,0,0,0,0,0,0,1,0,0,0.0,3,2,1,0,0,0,
DeAndre Carter,30,LVR,WR,17,1,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Lorenzo Carter,28,ATL,OLB,17,1,0,0,0,0,1,1,0,2,19,0,3.0,35,24,11,6,9,0,
Jack Cochrane,24,KAN,LB,17,1,0,0,0,0,1,0,0,0,0,0,0.0,28,21,7,2,0,0,
Gervon Dexter,22,CHI,DL,17,1,0,0,0,0,2,0,0,0,0,0,2.5,20,13,7,0,12,0,
Kevin Givens,26,SFO,DL,17,1,0,0,0,0,1,0,0,1,0,0,1.5,22,12,10,3,4,0,
Kurt Hinish,24,HOU,DT,17,1,0,0,0,0,1,0,0,0,0,0,0.5,22,11,11,2,2,0,
Ka'dar Hollman,29,HOU,CB,17,1,0,0,0,0,0,0,0,1,0,0,0.0,10,6,4,0,0,0,
Cam Jones,24,KAN,LB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,17,14,3,0,0,0,
Miles Killebrew,30,PIT,DB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,26,21,5,1,1,1,"PB,AP-1"
Marte Mapu,24,NWE,LB,17,1,1,20,0,20,1,1,0,0,0,0,0.0,18,12,6,0,0,0,
Dayo Odeyingbo,24,IND,DE,17,1,0,0,0,0,2,2,0,2,0,0,8.0,38,22,16,9,17,0,
Samaje Perine,28,DEN,RB,17,1,0,0,0,0,0,0,3,0,-10,0,0.0,0,0,0,0,0,0,
Adrian Phillips,31,NWE,DE,17,1,0,0,0,0,0,0,0,0,0,0,0.0,17,10,7,0,0,0,
Del'Shawn Phillips,27,BAL,LB,17,1,0,0,0,0,0,1,0,1,0,0,0.0,24,11,13,1,0,0,
Byron Pringle,30,WAS,WR,17,1,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
LaBryan Ray,26,CAR,DT,17,1,0,0,0,0,0,0,0,0,0,0,0.0,19,7,12,0,0,0,
Tavius Robinson,24,BAL,OLB,17,1,0,0,0,0,0,0,0,0,0,0,1.0,26,13,13,2,1,0,
Trent Sherfield,27,BUF,WR,17,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Tyjae Spears,22,TEN,RB,17,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Pierre Strong,25,CLE,RB,17,1,0,0,0,0,0,1,1,0,0,0,0.0,8,6,2,0,0,0,
Deven Thompkins,24,TAM,WR,17,1,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Tershawn Wharton,25,KAN,DT,17,1,0,0,0,0,0,0,0,1,0,0,2.0,21,7,14,2,5,0,
Mack Wilson,25,NWE,LB,17,1,0,0,0,0,3,2,0,0,0,0,3.5,37,24,13,4,4,0,
Ameer Abdullah,30,LVR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,10,2,0,0,0,
Cal Adomitis,25,CIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Ugo Amadi,26,NOR,S,17,0,0,0,0,0,2,0,0,0,0,0,0.0,12,6,6,0,0,0,
Tremayne Anchrum,25,LAR,G,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Bryan Anger,35,DAL,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,"PB,AP-2"
Felix Anudike-Uzomah,21,KAN,DE,17,0,0,0,0,0,0,1,0,0,0,0,0.5,14,8,6,2,7,0,
Markus Bailey,26,CIN,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,
Bryce Baringer,24,NWE,P,17,0,0,0,0,0,0,0,0,1,3,0,0.0,1,1,0,0,0,0,
Tyler Bass,26,BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Ronnie Bell,23,SFO,WR,17,0,0,0,0,0,0,0,1,1,8,0,0.0,3,2,1,0,0,0,
Tank Bigsby,22,JAX,RB,17,0,0,0,0,0,0,0,2,1,-9,0,0.0,0,0,0,0,0,0,
Chris Board,28,NWE,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,0,0,0,
Jacob Bobenmoyer,26,LVR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,
Brandon Bolden,33,LVR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Miles Boykin,27,PIT,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,
Bryan Bresee,22,NOR,DT,17,0,0,0,0,0,6,0,0,0,0,0,4.5,24,12,12,7,9,0,
Karl Brooks,23,GNB,DL,17,0,0,0,0,0,4,1,0,2,0,0,4.0,20,12,8,6,5,0,
Adam Butler,29,LVR,DT,17,0,0,0,0,0,4,1,0,0,0,0,5.0,28,16,12,8,9,0,
Jake Camarda,24,TAM,P,17,0,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,
Joe Cardona,31,NWE,LS,17,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
Anders Carlson,25,GNB,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Daniel Carlson,28,LVR,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
K'Lavon Chaisson,24,JAX,OLB,17,0,0,0,0,0,1,0,0,0,0,0,2.0,13,9,4,4,8,0,
Carter Coughlin,26,NYG,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,9,0,0,0,0,
Morgan Cox,37,TEN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Jamison Crowder,30,WAS,WR,17,0,0,0,0,0,0,0,2,1,2,0,0.0,0,0,0,0,0,0,
DeeJay Dallas,25,SEA,RB,17,0,0,0,0,0,0,0,2,0,0,0,0.0,3,0,3,0,0,0,
Trevor Denbow,25,IND,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,9,3,0,0,0,
Andrew DePaola,36,MIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,"PB,AP-2"
Cameron Dicker,23,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Riley Dixon,30,DEN,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Reid Ferguson,29,BUF,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Dante Fowler,29,DAL,DE,17,0,0,0,0,0,3,1,0,0,0,0,4.0,13,8,5,5,7,0,
Jack Fox,27,DET,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Mitchell Fraboni,27,DEN,LS,17,0,0,0,0,0,0,1,0,0,0,0,0.0,6,2,4,0,0,0,
Neville Gallimore,26,DAL,DT,17,0,0,0,0,0,1,0,0,0,0,0,1.0,16,8,8,2,2,0,
Matt Gay,29,IND,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Trenton Gill,24,CHI,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Reggie Gilliam,26,BUF,FB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,3,2,1,0,0,0,
Cameron Goode,25,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,2,0,
Brandon Graham,35,PHI,DE,17,0,0,0,0,0,1,0,0,0,0,0,3.0,16,11,5,4,6,0,
Rasheem Green,26,CHI,DL,17,0,0,0,0,0,0,0,0,0,0,0,2.0,15,8,7,2,5,0,
Derick Hall,22,SEA,OLB,17,0,0,0,0,0,1,0,0,0,0,0,0.0,38,18,20,3,5,0,
Josh Harris,34,LAC,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,
Johnny Hekker,33,CAR,P,17,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Thomas Hennessy,29,NYJ,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,
Matt Henningsen,24,DEN,DE,17,0,0,0,0,0,2,0,0,0,0,0,0.0,19,10,9,0,1,0,
Nick Herbig,22,PIT,LB,17,0,0,0,0,0,0,2,0,1,0,0,3.0,27,19,8,5,3,0,
Bryce Huff,25,NYJ,LB,17,0,0,0,0,0,1,0,0,0,0,0,10.0,29,19,10,10,21,0,
Charley Hughlett,33,CLE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,0,5,0,0,0,
Jake Hummel,24,LAR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,0,0,0,
D'Marco Jackson,25,NOR,LB,17,0,0,0,0,0,0,0,0,1,8,1,0.0,12,3,9,0,0,0,
J.J. Jansen,37,CAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Caleb Johnson,25,JAX,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,
D'Ernest Johnson,27,JAX,RB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Travis Jones,24,BAL,DT,17,0,0,0,0,0,2,0,0,0,0,0,1.5,36,20,16,4,5,0,
Greg Joseph,29,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Tanoh Kpassagnon,29,NOR,DE,17,0,0,0,0,0,2,0,0,0,0,0,3.5,19,12,7,4,9,0,
Casey Kreiter,33,NYG,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,
Christian Kuntz,29,PIT,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,
Cameron Lewis,26,BUF,CB,17,0,0,0,0,0,2,0,0,0,0,0,0.0,21,17,4,1,0,0,
Tyquan Lewis,28,IND,DE,17,0,0,0,0,0,3,0,0,0,0,0,4.0,25,18,7,9,13,0,
Rick Lovato,31,PHI,LS,17,0,0,0,0,0,0,1,0,0,0,0,0.0,3,2,1,0,0,0,
Hunter Luepke,23,DAL,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
DeAngelo Malone,24,ATL,OLB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,
Jacob Martin,28,IND,DE,17,0,0,0,0,0,0,0,0,0,0,0,2.0,7,5,2,1,3,0,
Jordan Mason,24,SFO,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,5,0,0,0,
Tyler Matakevich,31,BUF,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,0,0,0,
Ross Matiscik,27,JAX,LS,17,0,0,0,0,0,0,1,0,1,0,0,0.0,8,8,0,0,0,0,"PB,AP-1"
Liam McCullough,26,ATL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,
Brandon McManus,32,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Scott Miller,26,ATL,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Johnny Mundt,29,MIN,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Myles Murphy,21,CIN,DE,17,0,0,0,0,0,0,0,0,0,0,0,3.0,20,10,10,3,3,0,
Siran Neal,29,BUF,CB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,0,0,0,
BJ Ojulari,21,ARI,OLB,17,0,0,0,0,0,1,0,0,0,0,0,4.0,40,23,17,5,6,0,
Tyler Ott,31,BAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Zacch Pickens,23,CHI,DL,17,0,0,0,0,0,1,1,0,0,0,0,0.5,20,9,11,1,2,0,
Anthony Pittman,27,DET,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,
Shaquille Quarterman,26,JAX,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Jalen Reeves-Maybin,28,DET,LB,17,0,0,0,0,0,2,0,0,0,0,0,1.0,20,13,7,1,2,0,"PB,AP-2"
Craig Reynolds,27,DET,RB,17,0,0,0,0,0,0,0,2,0,0,0,0.0,4,2,2,0,0,0,
Jon Rhattigan,24,SEA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,17,11,6,0,0,0,
Luke Rhodes,31,IND,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,
Brad Robbins,25,CIN,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Jason Sanders,28,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Brenden Schooler,26,NWE,DB,17,0,0,0,0,0,0,0,0,2,0,0,0.0,13,11,2,0,0,0,
Luke Schoonmaker,25,DAL,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Trent Sieg,28,DAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Ben Skowronek,26,LAR,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,11,2,0,0,0,
Joey Slye,27,WAS,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Nolan Smith,22,PHI,LB,17,0,0,0,0,0,0,0,0,0,0,0,1.0,18,10,8,1,3,0,
Tremon Smith,27,DEN,CB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,5,5,0,0,0,0,
Ihmir Smith-Marsette,24,CAR,WR,17,0,0,0,0,0,0,0,2,2,0,0,0.0,2,1,1,0,0,0,
Chris Stoll,25,SEA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Jordan Stout,25,BAL,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Justin Strnad,27,DEN,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,
Grant Stuard,25,IND,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,1,0,
Trent Taylor,29,CHI,WR,17,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Nick Thurman,28,CAR,DE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,31,13,18,2,1,0,
Channing Tindall,23,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,0,0,0,
Zach Triner,32,TAM,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
