Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
Omar Stoutmire,31,WAS,DB,11,0,0,0,0,0,1.0,1,0,0,0,0,0.0,18.0,15.0,3.0,0.0,0,
Terrence Holt,25,DET,FS,10,10,2,51,0,51,5.0,1,0,2,38,0,0.0,42.0,32.0,10.0,0.0,0,
William Joseph,26,NYG,RDT,10,10,0,0,0,0,3.0,0,0,1,5,0,2.0,19.0,14.0,5.0,5.0,0,
Ed Reed,27,BAL,SS,10,10,1,23,0,23,9.0,0,0,0,0,0,0.0,37.0,33.0,4.0,0.0,0,
Warren Sapp,33,OAK,RDT,10,10,1,3,0,3,3.0,1,0,0,0,0,5.0,32.0,29.0,3.0,3.0,0,
Lito Sheppard,24,PHI,LCB,10,10,3,72,0,34,9.0,1,0,0,0,0,1.0,32.0,28.0,4.0,1.0,0,
Kurt Warner,34,ARI,QB,10,10,0,0,0,0,0.0,0,9,3,-9,0,0.0,0.0,0.0,0.0,0.0,0,
Bryan Robinson,31,CIN,LDT,10,9,0,0,0,0,0.0,0,0,0,0,0,0.0,18.0,9.0,9.0,2.0,0,
Robert Thomas,25,GNB,RLB,10,9,1,24,0,24,1.0,0,0,0,0,0,0.0,41.0,30.0,11.0,2.0,0,
Arnaz Battle,25,SFO,WR,10,8,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Kelly Holcomb,32,BUF,QB,10,8,0,0,0,0,0.0,0,13,3,-31,0,0.0,0.0,0.0,0.0,0.0,0,
Anthony Weaver,25,BAL,LDE,10,8,0,0,0,0,0.0,0,0,1,0,0,2.0,33.0,28.0,5.0,8.0,0,
Ron Bartell,23,STL,RCB,10,7,0,0,0,0,4.0,1,0,0,0,0,0.0,38.0,33.0,5.0,1.0,0,
Glenn Earl,24,HOU,SS,10,7,2,2,0,2,6.0,0,0,0,0,0,0.0,35.0,22.0,13.0,2.0,0,
Phillip Buchanon,25,HOU,LCB,10,6,0,0,0,0,4.0,0,2,2,0,0,0.0,35.0,29.0,6.0,1.0,0,
Mike Pucillo,26,CLE,LG,10,6,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Andre Dyson,26,SEA,LCB,10,5,1,72,1,72,10.0,1,0,1,25,1,0.0,21.0,20.0,1.0,0.0,0,
J.P. Foschi,23,OAK,FB,10,5,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Spencer Johnson,24,MIN,DT,10,2,0,0,0,0,2.0,0,0,0,0,0,0.0,29.0,20.0,9.0,1.0,0,
James Sanders,22,NWE,DB,10,2,1,39,1,39,1.0,0,0,1,0,0,0.0,16.0,13.0,3.0,0.0,0,
B.J. Askew,25,NYJ,FB,10,1,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,6.0,3.0,0.0,0,
Travis Henry,27,TEN,RB,10,1,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Cedric Killings,28,WAS,DT,10,1,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,9.0,4.0,1.0,0,
Roscoe Parrish,23,BUF,WR,10,1,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Brett Pierce,24,DAL,TE,10,1,0,0,0,0,0.0,0,0,1,0,0,0.0,6.0,6.0,0.0,0.0,0,
Hank Poteat,28,NWE,DB,10,1,0,0,0,0,0.0,1,0,0,0,0,1.0,21.0,17.0,4.0,1.0,0,
Lamont Reid,23,ARI,DB,10,1,0,0,0,0,1.0,0,0,0,0,0,0.0,20.0,19.0,1.0,1.0,0,
T.J. Slaughter,28,NOR,LB,10,1,1,0,0,0,1.0,0,0,0,0,0,0.0,22.0,18.0,4.0,2.0,0,
Roc Alexander,24,DEN,DB,10,0,0,0,0,0,0.0,0,0,1,0,0,0.0,6.0,4.0,2.0,0.0,0,
Marques Anderson,26,2TM,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Marc Boerigter,27,KAN,WR,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Duane Clemons,31,CIN,DE,10,0,0,0,0,0,1.0,0,0,1,0,0,2.0,12.0,10.0,2.0,3.0,0,
Devard Darling,23,BAL,WR,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Ron Dayne,27,DEN,RB,10,0,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Isaiah Ekejiuba,24,OAK,LB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0,
Carl Ford,25,CHI,WR,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
John Hall,31,WAS,K,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
John Howell,27,SEA,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,8.0,3.0,0.0,0,
Dan Klecko,24,NWE,DT,10,0,0,0,0,0,0.0,0,0,0,0,0,0.5,10.0,5.0,5.0,0.0,0,
Michael Lehan,26,CLE,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,10.0,10.0,0.0,0.0,0,
Jim Leonhard,23,BUF,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,1.0,4.0,0.0,0,
Reggie Myles,26,CIN,DB,10,0,0,0,0,0,0.0,1,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0,
Allen Rossum,30,ATL,DB,10,0,0,0,0,0,0.0,0,2,1,0,0,0.0,10.0,7.0,3.0,0.0,0,
Darrell Shropshire,22,ATL,DT,10,0,0,0,0,0,2.0,0,0,0,0,0,2.0,21.0,12.0,9.0,2.0,0,
Nick Sorensen,27,JAX,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0,
Kiwaukee Thomas,28,MIA,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,8.0,0.0,0.0,0,
Leigh Torrence,23,ATL,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0,
Dexter Wynn,24,PHI,DB,10,0,0,0,0,0,2.0,0,4,3,0,0,0.0,11.0,9.0,2.0,0.0,0,
Kyle Boller,24,BAL,QB,9,9,0,0,0,0,0.0,0,8,4,0,0,0.0,0.0,0.0,0.0,0.0,0,
Tedy Bruschi,32,NWE,LILB,9,9,0,0,0,0,4.0,1,0,0,0,0,2.0,63.0,37.0,26.0,2.0,0,AP CPoY-1
Donovan McNabb,29,PHI,QB,9,9,0,0,0,0,0.0,0,8,3,-18,0,0.0,0.0,0.0,0.0,0.0,0,
Tony Parrish,30,SFO,SS,9,9,2,34,1,34,7.0,0,0,0,0,0,0.0,44.0,34.0,10.0,3.0,0,
Todd Wade,29,HOU,RT,9,9,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Carlos Emmons,32,NYG,LLB,9,8,1,6,0,6,5.0,0,0,0,0,0,0.0,49.0,35.0,14.0,1.0,0,
J.P. Losman,24,BUF,QB,9,8,0,0,0,0,0.0,0,7,3,-2,0,0.0,0.0,0.0,0.0,0.0,0,
Mike McMahon,26,PHI,QB,9,7,0,0,0,0,0.0,0,8,3,-8,0,0.0,0.0,0.0,0.0,0.0,0,
Alex Smith,21,SFO,QB,9,7,0,0,0,0,0.0,0,11,6,-10,0,0.0,,,,,0,
Anthony Wright,29,BAL,QB,9,7,0,0,0,0,0.0,0,5,2,-8,0,0.0,0.0,0.0,0.0,0.0,0,
Darian Barnes,25,MIA,FB,9,6,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Na'il Diggs,27,GNB,LLB,9,6,0,0,0,0,0.0,0,0,1,0,0,0.0,35.0,32.0,3.0,3.0,0,
Ben Leber,27,SDG,LOLB,9,6,0,0,0,0,1.0,0,0,1,0,0,2.0,22.0,18.0,4.0,6.0,0,
Josh McCown,26,ARI,QB,9,6,0,0,0,0,0.0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Courtney Watson,25,NOR,MLB,9,6,0,0,0,0,1.0,0,0,0,0,0,1.0,37.0,28.0,9.0,0.0,0,
Andre' Davis,26,NWE,WR,9,4,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
Stockar McDougle,28,MIA,T,9,2,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Matt Murphy,25,HOU,TE,9,2,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Cedric Benson,23,CHI,RB,9,1,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Alonzo Jackson,25,2TM,LB,9,1,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,10.0,6.0,1.0,0,
Saleem Rasheed,24,SFO,LB,9,1,0,0,0,0,0.0,0,0,0,0,0,0.0,10.0,6.0,4.0,0.0,0,
Jerry Wilson,32,SDG,DB,9,1,0,0,0,0,0.0,0,0,0,0,0,0.0,17.0,15.0,2.0,0.0,0,
Frank Chamberlin,27,HOU,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0,
Jon Dorenbos,25,TEN,LS,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
DeLawrence Grant,26,OAK,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,1.0,3.0,2.0,1.0,0.0,0,
Jason Horton,25,GNB,DB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,6.0,2.0,0.0,0,
Trevor Johnson,24,NYJ,DE,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,6.0,3.0,1.0,0,
Wesly Mallard,27,2TM,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Donte Nicholson,24,TAM,DB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0,
Jerome Pathon,30,ATL,WR,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Terdell Sands,26,OAK,DT,9,0,0,0,0,0,0.0,0,0,1,0,0,1.0,10.0,9.0,1.0,2.0,0,
Lauvale Sape,25,BUF,DT,9,0,0,0,0,0,0.0,0,0,1,0,0,0.0,8.0,7.0,1.0,0.0,0,
Pat Thomas,22,JAX,LB,9,0,0,0,0,0,1.0,1,0,0,0,0,0.0,13.0,12.0,1.0,0.0,0,
Artie Ulmer,32,ATL,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,0.0,0,
Denard Walker,32,OAK,DB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Stanley Wilson,23,DET,DB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,9.0,3.0,0.0,0,
Chris Baker,26,NYJ,TE,8,8,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Bertrand Berry,30,ARI,RDE,8,8,0,0,0,0,1.0,2,0,1,0,0,6.0,33.0,25.0,8.0,8.0,0,
Marc Bulger,28,STL,QB,8,8,0,0,0,0,0.0,0,4,1,-8,0,0.0,0.0,0.0,0.0,0.0,0,
Ernie Conwell,33,NOR,TE,8,8,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Travis Fisher,26,STL,RCB,8,8,0,0,0,0,3.0,0,0,1,0,0,0.0,37.0,37.0,0.0,0.0,0,
Roman Oben,33,SDG,LT,8,8,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Jamie Sharper,31,SEA,LLB,8,8,0,0,0,0,0.0,1,0,0,0,0,0.0,37.0,29.0,8.0,2.0,0,
Alshermond Singleton,30,DAL,LLB,8,7,1,0,0,0,2.0,0,0,0,0,0,0.0,18.0,13.0,5.0,1.0,0,
Samkon Gado,23,GNB,RB,8,5,0,0,0,0,0.0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Jamie Martin,35,STL,QB,8,5,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0,
Dat Nguyen,30,DAL,LB,8,4,1,7,0,7,3.0,0,0,2,0,0,1.0,31.0,26.0,5.0,2.0,0,
Brandon McGowan,22,CHI,DB,8,3,0,0,0,0,1.0,0,0,0,0,0,0.0,39.0,31.0,8.0,6.0,0,
Jarrod Baxter,26,ARI,FB,8,2,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Kevin Faulk,29,NWE,RB,8,2,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Jon McGraw,26,DET,DB,8,2,0,0,0,0,0.0,0,0,1,0,0,0.0,24.0,19.0,5.0,2.0,0,
Jason McKie,25,CHI,FB,8,2,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Jamie Winborn,26,2TM,LB,8,2,0,0,0,0,1.0,0,0,0,0,0,0.0,17.0,12.0,5.0,2.0,0,
Tim Bulman,23,ARI,DT,8,1,0,0,0,0,1.0,0,0,0,0,0,0.0,8.0,8.0,0.0,4.0,0,
Langston Moore,24,ARI,DT,8,1,0,0,0,0,0.0,0,0,0,0,0,1.0,19.0,14.0,5.0,3.0,0,
Darrell Reid,23,IND,DE,8,1,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,7.0,4.0,0.0,0,
Rodney Bailey,26,SEA,DE,8,0,0,0,0,0,0.0,1,0,1,0,0,0.0,15.0,9.0,6.0,2.0,0,
Dee Brown,27,KAN,RB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Quinton Caver,27,DAL,LB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Nic Clemons,25,WAS,DE,8,0,0,0,0,0,1.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Damane Duckett,24,NYG,DT,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0,
William Green,26,CLE,RB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Kris Griffin,24,KAN,LB,8,0,0,0,0,0,0.0,0,0,1,0,0,0.0,6.0,6.0,0.0,0.0,0,
Marquise Hill,23,NWE,DE,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
James Jackson,29,ARI,RB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Vincent Jackson,22,SDG,WR,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Darrien Johnson,25,NYJ,DB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Eric Moore,24,NYG,DE,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,0.0,0,
Bo Schobel,24,TEN,DE,8,0,0,0,0,0,0.0,1,0,0,0,0,1.0,10.0,8.0,2.0,3.0,0,
Lee Suggs,25,CLE,RB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
Shaun Williams,29,NYG,DB,8,0,2,34,0,34,2.0,0,0,0,0,0,0.0,19.0,17.0,2.0,0.0,0,
Cornelius Wortham,23,SEA,LB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,2.0,2.0,0.0,0,
Daunte Culpepper,28,MIN,QB,7,7,0,0,0,0,0.0,0,5,0,-4,0,0.0,0.0,0.0,0.0,0.0,0,
Priest Holmes,32,KAN,RB,7,7,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Bryan Johnson,27,CHI,FB,7,6,0,0,0,0,0.0,0,0,1,0,0,0.0,,,,,0,
Duane Starks,31,NWE,RCB,7,6,0,0,0,0,5.0,0,0,0,0,0,0.0,28.0,21.0,7.0,0.0,0,
Charlie Frye,24,CLE,QB,7,5,0,0,0,0,0.0,0,7,2,-11,0,0.0,0.0,0.0,0.0,0.0,0,
David Garrard,27,JAX,QB,7,5,0,0,0,0,0.0,0,4,1,0,0,0.0,,,,,0,
Junior Seau,36,MIA,LLB,7,5,0,0,0,0,1.0,0,0,0,0,0,1.0,36.0,18.0,18.0,1.0,0,
Mark Bradley,23,CHI,WR,7,4,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Lenny Walls,26,DEN,DB,7,3,0,0,0,0,4.0,1,0,0,0,0,0.0,17.0,17.0,0.0,0.0,0,
Raymond Walls,26,ARI,DB,7,2,0,0,0,0,1.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0,
Derrick Blaylock,26,NYJ,RB,7,1,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Ken Irvin,33,MIN,DB,7,1,0,0,0,0,0.0,0,0,0,0,0,0.0,10.0,9.0,1.0,0.0,0,
Mike Labinjo,25,2TM,LB,7,1,0,0,0,0,0.0,0,0,0,0,0,0.5,8.0,7.0,1.0,1.0,0,
ReShard Lee,25,GNB,RB,7,1,0,0,0,0,0.0,0,2,0,0,0,0.0,5.0,5.0,0.0,0.0,0,
Ryan Moats,23,PHI,RB,7,1,0,0,0,0,0.0,0,3,2,0,0,0.0,4.0,3.0,1.0,0.0,0,
Jonathan Smith,24,BUF,WR,7,1,0,0,0,0,0.0,0,1,1,0,0,0.0,2.0,1.0,1.0,0.0,0,
Ken Amato,28,TEN,LS,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,0.0,2.0,0.0,0,
Antonio Brown,27,WAS,WR,7,0,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Marco Coleman,36,DEN,DE,7,0,0,0,0,0,1.0,0,0,0,0,0,1.0,9.0,7.0,2.0,1.0,0,
Jose Cortez,30,DAL,K,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Heath Farwell,24,MIN,LB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0,
Noah Herron,23,2TM,RB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Dirk Johnson,30,PHI,P,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Caleb Miller,25,CIN,LB,7,0,0,0,0,0,0.0,0,0,1,0,0,0.0,16.0,12.0,4.0,1.0,0,
Nate Poole,28,NOR,WR,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
David Richardson,24,JAX,DB,7,0,0,0,0,0,1.0,0,0,0,0,0,0.0,8.0,8.0,0.0,1.0,0,
Jamal Robertson,28,CAR,RB,7,0,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Larry Stevens,23,CIN,LB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Adam Terry,23,BAL,T,7,0,0,0,0,0,,0,0,1,0,0,0.0,,,,,0,
R-Kal Truluck,31,ARI,DE,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0,
Frank Walker,25,NYG,DB,7,0,1,71,0,71,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Seneca Wallace,25,SEA,QB,7,0,0,0,0,0,0.0,0,2,1,-4,0,0.0,,,,,0,
Jerome Woods,32,KAN,DB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Derrick Gibson,26,OAK,SS,6,6,0,0,0,0,3.0,0,0,1,0,0,1.0,35.0,30.0,5.0,1.0,0,
Brian Griese,30,TAM,QB,6,6,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Ken Hamlin,24,SEA,FS,6,6,0,0,0,0,2.0,0,0,0,0,0,0.0,26.0,22.0,4.0,0.0,0,
Tebucky Jones,31,MIA,SS,6,6,0,0,0,0,0.0,0,0,0,0,0,2.0,39.0,24.0,15.0,2.0,0,
Ray Lewis,30,BAL,MLB,6,6,1,0,0,0,2.0,0,0,1,0,0,1.0,46.0,38.0,8.0,1.0,0,
Charles Woodson,29,OAK,RCB,6,6,1,0,0,0,4.0,1,1,0,0,0,0.0,31.0,27.0,4.0,2.0,0,
Jeff Garcia,35,DET,QB,6,5,0,0,0,0,0.0,0,1,0,-3,0,0.0,,,,,0,
Ryan Sims,25,KAN,LDT,6,5,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,8.0,0.0,1.0,0,
Vinny Testaverde,42,NYJ,QB,6,4,0,0,0,0,0.0,0,8,1,-11,0,0.0,0.0,0.0,0.0,0.0,0,
LeVar Woods,27,DET,LB,6,3,0,0,0,0,0.0,0,0,0,0,0,1.0,28.0,17.0,11.0,3.0,0,
Matt Kranchick,26,2TM,TE,6,1,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Lester Towns,28,2TM,LB,6,1,0,0,0,0,0.0,1,0,0,0,0,0.0,12.0,11.0,1.0,0.0,0,
Billy Volek,29,TEN,QB,6,1,0,0,0,0,0.0,0,3,0,0,0,0.0,,,,,0,
Moe Williams,31,MIN,RB,6,1,0,0,0,0,0.0,0,1,1,0,0,0.0,2.0,2.0,0.0,0.0,0,
Patrick Body,23,CIN,DB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
Calvin Branch,31,OAK,DB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Jack Brewer,26,PHI,DB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Ran Carthon,24,IND,RB,6,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Mike Cloud,30,NWE,RB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
