Player,Age,Team,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
Steve McNair,33.0,BAL,16.0,16.0,45.0,119.0,1.0,16.0,37.8,19.0,2.6,7.4,2.8,7.0,
Alex Smith,22.0,SFO,16.0,16.0,44.0,147.0,2.0,13.0,38.6,22.0,3.3,9.2,2.8,10.0,
Artose Pinner,28.0,MIN,12.0,1.0,43.0,190.0,3.0,13.0,48.8,21.0,4.4,15.8,3.6,1.0,
Drew Brees,27.0,NOR,16.0,16.0,42.0,32.0,0.0,5.0,11.9,16.0,0.8,2.0,2.6,8.0,"PB,AP-1,AP MVP-2,AP OPoY-2,AP CPoY-2"
Chris Brown,25.0,TEN,5.0,3.0,41.0,156.0,0.0,8.0,41.5,21.0,3.8,31.2,8.2,1.0,
Bruce Gradkowski,23.0,TAM,13.0,11.0,41.0,161.0,0.0,13.0,63.4,14.0,3.9,12.4,3.2,11.0,
Stephen Davis,32.0,STL,15.0,0.0,40.0,177.0,0.0,10.0,47.5,16.0,4.4,11.8,2.7,1.0,
Mike Anderson,33.0,BAL,16.0,0.0,39.0,183.0,1.0,10.0,41.0,34.0,4.7,11.4,2.4,0.0,
Zack Crockett,34.0,OAK,16.0,9.0,39.0,163.0,0.0,14.0,64.1,17.0,4.2,10.2,2.4,2.0,
T.J. Duckett,25.0,WAS,10.0,0.0,38.0,132.0,2.0,9.0,36.8,19.0,3.5,13.2,3.8,1.0,
J.P. Losman,25.0,BUF,16.0,16.0,38.0,140.0,1.0,14.0,47.4,15.0,3.7,8.8,2.4,13.0,
Michael Robinson,23.0,SFO,16.0,0.0,38.0,116.0,2.0,6.0,34.2,33.0,3.1,7.3,2.4,0.0,
Noah Herron,24.0,GNB,16.0,0.0,37.0,150.0,1.0,7.0,48.6,19.0,4.1,9.4,2.3,2.0,
Michael Bennett,28.0,KAN,11.0,0.0,36.0,200.0,0.0,8.0,50.0,41.0,5.6,18.2,3.3,1.0,
Jake Plummer,32.0,DEN,16.0,11.0,36.0,112.0,1.0,10.0,38.9,19.0,3.1,7.0,2.3,7.0,
Musa Smith,24.0,BAL,12.0,0.0,36.0,153.0,0.0,7.0,38.9,30.0,4.3,12.8,3.0,1.0,
Chad Pennington,30.0,NYJ,16.0,16.0,35.0,109.0,0.0,12.0,42.9,15.0,3.1,6.8,2.2,7.0,AP CPoY-1
Jon Kitna,34.0,DET,16.0,16.0,34.0,156.0,2.0,9.0,38.2,18.0,4.6,9.8,2.1,11.0,
Tony Romo,26.0,DAL,16.0,10.0,34.0,102.0,0.0,9.0,38.2,16.0,3.0,6.4,2.1,9.0,PB
Mack Strong,35.0,SEA,16.0,10.0,33.0,149.0,1.0,12.0,39.4,17.0,4.5,9.3,2.1,2.0,PB
Donovan McNabb,30.0,PHI,10.0,10.0,32.0,212.0,3.0,15.0,59.4,37.0,6.6,21.2,3.2,3.0,
Ben Roethlisberger,24.0,PIT,15.0,15.0,32.0,98.0,2.0,11.0,34.4,20.0,3.1,6.5,2.1,5.0,
Maurice Hicks,28.0,SFO,16.0,0.0,29.0,82.0,0.0,4.0,41.4,9.0,2.8,5.1,1.8,2.0,
Brad Johnson,38.0,MIN,15.0,14.0,29.0,82.0,1.0,6.0,44.8,10.0,2.8,5.5,1.9,9.0,
Lorenzo Neal,36.0,SDG,16.0,11.0,29.0,140.0,1.0,21.0,75.9,43.0,4.8,8.8,1.8,2.0,"PB,AP-1"
Chris Taylor,23.0,HOU,4.0,0.0,28.0,123.0,1.0,7.0,42.9,17.0,4.4,30.8,7.0,0.0,
Heath Evans,28.0,NWE,16.0,3.0,27.0,117.0,0.0,9.0,51.9,35.0,4.3,7.3,1.7,1.0,
Carson Palmer,27.0,CIN,16.0,16.0,26.0,37.0,0.0,6.0,34.6,11.0,1.4,2.3,1.6,15.0,"PB,AP CPoY-3"
Derrick Blaylock,27.0,NYJ,4.0,2.0,25.0,44.0,0.0,0.0,20.0,6.0,1.8,11.0,6.3,0.0,
Kevin Faulk,30.0,NWE,15.0,1.0,25.0,123.0,1.0,6.0,44.0,11.0,4.9,8.2,1.7,2.0,
Jeff Garcia,36.0,PHI,8.0,6.0,25.0,87.0,0.0,7.0,44.0,12.0,3.5,10.9,3.1,6.0,AP CPoY-5
Byron Leftwich,26.0,JAX,6.0,6.0,25.0,41.0,2.0,5.0,40.0,7.0,1.6,6.8,4.2,2.0,
Eli Manning,25.0,NYG,16.0,16.0,25.0,21.0,0.0,5.0,24.0,9.0,0.8,1.3,1.6,9.0,
Kenny Watson,28.0,CIN,16.0,0.0,25.0,138.0,1.0,5.0,48.0,18.0,5.5,8.6,1.6,0.0,
Jason Campbell,24.0,WAS,7.0,7.0,24.0,107.0,0.0,8.0,41.7,15.0,4.5,15.3,3.4,1.0,
Aveion Cason,27.0,DET,6.0,2.0,24.0,94.0,0.0,4.0,45.8,16.0,3.9,15.7,4.0,0.0,
Rex Grossman,26.0,CHI,16.0,16.0,24.0,2.0,0.0,4.0,16.7,22.0,0.1,0.1,1.5,8.0,
Mewelde Moore,24.0,MIN,16.0,0.0,24.0,131.0,0.0,4.0,33.3,15.0,5.5,8.2,1.5,3.0,
Brett Favre,37.0,GNB,16.0,16.0,23.0,29.0,1.0,4.0,21.7,14.0,1.3,1.8,1.4,8.0,
Peyton Manning,30.0,IND,16.0,16.0,23.0,36.0,4.0,7.0,30.4,12.0,1.6,2.3,1.4,2.0,"PB,AP-2,AP MVP-3,AP OPoY-3"
Kyle Boller,25.0,BAL,5.0,0.0,22.0,34.0,0.0,3.0,22.7,10.0,1.5,6.8,4.4,3.0,
Aaron Brooks,30.0,OAK,8.0,8.0,22.0,124.0,0.0,5.0,45.5,23.0,5.6,15.5,2.8,5.0,
Brad Hoover,30.0,CAR,16.0,12.0,22.0,73.0,1.0,10.0,54.5,17.0,3.3,4.6,1.4,2.0,
Matt Leinart,23.0,ARI,12.0,11.0,22.0,49.0,2.0,6.0,31.8,14.0,2.2,4.1,1.8,8.0,
Ryan Moats,24.0,PHI,8.0,0.0,22.0,69.0,0.0,5.0,45.5,13.0,3.1,8.6,2.8,0.0,
ReShard Lee,26.0,OAK,16.0,3.0,21.0,72.0,2.0,7.0,52.4,13.0,3.4,4.5,1.3,1.0,
Jerome Harrison,23.0,CLE,10.0,1.0,20.0,60.0,0.0,4.0,30.0,15.0,3.0,6.0,2.0,1.0,
Trent Green,36.0,KAN,8.0,8.0,19.0,59.0,0.0,5.0,36.8,10.0,3.1,7.4,2.4,5.0,
Justin Griffith,26.0,ATL,16.0,11.0,19.0,106.0,1.0,2.0,52.6,21.0,5.6,6.6,1.2,3.0,
Joey Harrington,28.0,MIA,11.0,11.0,19.0,24.0,0.0,6.0,36.8,7.0,1.3,2.2,1.7,4.0,
Travis Minor,27.0,MIA,16.0,0.0,19.0,74.0,0.0,3.0,36.8,9.0,3.9,4.6,1.2,0.0,
Alvin Pearman,24.0,JAX,13.0,0.0,19.0,89.0,1.0,6.0,57.9,12.0,4.7,6.8,1.5,2.0,
Antwaan Randle El,27.0,WAS,16.0,16.0,19.0,118.0,0.0,4.0,52.6,20.0,6.2,7.4,1.2,2.0,
Marc Bulger,29.0,STL,16.0,16.0,18.0,44.0,0.0,5.0,27.8,29.0,2.4,2.8,1.1,6.0,PB
Jake Delhomme,31.0,CAR,13.0,13.0,18.0,12.0,0.0,2.0,11.1,12.0,0.7,0.9,1.4,6.0,
Ciatrick Fason,24.0,MIN,5.0,0.0,18.0,99.0,1.0,6.0,50.0,15.0,5.5,19.8,3.6,0.0,
Matt Hasselbeck,31.0,SEA,12.0,12.0,18.0,110.0,0.0,8.0,55.6,19.0,6.1,9.2,1.5,3.0,
Damien Nash,24.0,DEN,3.0,0.0,18.0,66.0,0.0,2.0,33.3,26.0,3.7,22.0,6.0,0.0,
Brad Smith,23.0,NYJ,16.0,3.0,18.0,103.0,0.0,12.0,72.2,32.0,5.7,6.4,1.1,1.0,
Marcel Shipp,28.0,ARI,15.0,0.0,17.0,41.0,4.0,8.0,47.1,9.0,2.4,2.7,1.1,0.0,
Verron Haynes,27.0,PIT,7.0,0.0,15.0,78.0,0.0,4.0,60.0,13.0,5.2,11.1,2.1,1.0,
Tarvaris Jackson,23.0,MIN,4.0,2.0,15.0,77.0,1.0,4.0,53.3,13.0,5.1,19.3,3.8,4.0,
Jeremi Johnson,26.0,CIN,16.0,11.0,15.0,56.0,1.0,3.0,53.3,15.0,3.7,3.5,0.9,0.0,
J.J. Arrington,23.0,ARI,16.0,0.0,14.0,19.0,0.0,0.0,7.1,9.0,1.4,1.2,0.9,1.0,
Andrew Walter,24.0,OAK,12.0,8.0,14.0,30.0,0.0,2.0,21.4,12.0,2.1,2.5,1.2,13.0,
Charlie Batch,32.0,PIT,8.0,1.0,13.0,15.0,0.0,1.0,7.7,12.0,1.2,1.9,1.6,1.0,
Mark Brunell,36.0,WAS,10.0,9.0,13.0,34.0,0.0,4.0,30.8,12.0,2.6,3.4,1.3,5.0,
Tyson Thompson,25.0,DAL,7.0,0.0,13.0,30.0,1.0,1.0,23.1,7.0,2.3,4.3,1.9,0.0,
Kurt Warner,35.0,ARI,6.0,5.0,13.0,3.0,0.0,3.0,23.1,9.0,0.2,0.5,2.2,10.0,
Jay Cutler,23.0,DEN,5.0,5.0,12.0,18.0,0.0,1.0,25.0,9.0,1.5,3.6,2.4,8.0,
Ovie Mughelli,26.0,BAL,16.0,8.0,12.0,50.0,0.0,4.0,58.3,12.0,4.2,3.1,0.8,1.0,AP-2
Mike Sellers,31.0,WAS,16.0,6.0,12.0,51.0,0.0,7.0,91.7,13.0,4.3,3.2,0.8,1.0,
Seneca Wallace,26.0,SEA,8.0,4.0,12.0,122.0,0.0,6.0,50.0,37.0,10.2,15.3,1.5,5.0,
Nick Goings,28.0,CAR,11.0,0.0,11.0,52.0,0.0,2.0,18.2,28.0,4.7,4.7,1.0,0.0,
Earnest Graham,26.0,TAM,16.0,0.0,11.0,59.0,0.0,2.0,54.5,17.0,5.4,3.7,0.7,0.0,
Mike Karney,25.0,NOR,15.0,7.0,11.0,33.0,1.0,7.0,72.7,8.0,3.0,2.2,0.7,0.0,AP-2
Jamaal Branch,25.0,NOR,1.0,0.0,10.0,29.0,0.0,2.0,30.0,9.0,2.9,29.0,10.0,0.0,
Dee Brown,28.0,KAN,15.0,0.0,10.0,24.0,0.0,1.0,20.0,7.0,2.4,1.6,0.7,1.0,
Daunte Culpepper,29.0,MIA,4.0,4.0,10.0,20.0,1.0,3.0,30.0,7.0,2.0,5.0,2.5,3.0,
Chris Perry,25.0,CIN,6.0,1.0,10.0,57.0,0.0,3.0,60.0,18.0,5.7,9.5,1.7,2.0,
Adrian Peterson,27.0,CHI,16.0,0.0,10.0,41.0,2.0,6.0,50.0,11.0,4.1,2.6,0.6,2.0,
Cecil Sapp,28.0,DEN,11.0,1.0,10.0,80.0,0.0,4.0,50.0,28.0,8.0,7.3,0.9,0.0,
LaBrandon Toefield,26.0,JAX,4.0,0.0,10.0,22.0,0.0,1.0,40.0,12.0,2.2,5.5,2.5,0.0,
Obafemi Ayanbadejo,31.0,ARI,14.0,0.0,9.0,37.0,0.0,5.0,66.7,11.0,4.1,2.6,0.6,1.0,
Damon Huard,33.0,KAN,10.0,8.0,9.0,9.0,0.0,0.0,11.1,8.0,1.0,0.9,0.9,9.0,
Javon Walker,28.0,DEN,16.0,16.0,9.0,123.0,1.0,4.0,55.6,72.0,13.7,7.7,0.6,0.0,AP CPoY-6
Drew Bledsoe,34.0,DAL,6.0,6.0,8.0,28.0,2.0,6.0,75.0,11.0,3.5,4.7,1.3,3.0,
Chris Chambers,28.0,MIA,16.0,16.0,8.0,95.0,0.0,4.0,62.5,39.0,11.9,5.9,0.5,0.0,
Jason McKie,26.0,CHI,15.0,12.0,8.0,18.0,0.0,0.0,25.0,7.0,2.3,1.2,0.5,0.0,
Eric Shelton,23.0,CAR,9.0,0.0,8.0,23.0,0.0,1.0,25.0,9.0,2.9,2.6,0.9,0.0,
Steve Smith Sr.,27.0,CAR,14.0,14.0,8.0,61.0,1.0,3.0,62.5,24.0,7.6,4.4,0.6,2.0,PB
Terrelle Smith,28.0,CLE,16.0,8.0,8.0,14.0,0.0,1.0,12.5,3.0,1.8,0.9,0.5,0.0,
Vinny Testaverde,43.0,NWE,3.0,0.0,8.0,-8.0,0.0,0.0,0.0,-1.0,-1.0,-2.7,2.7,0.0,
Brian Calhoun,22.0,DET,7.0,0.0,7.0,19.0,0.0,0.0,14.3,7.0,2.7,2.7,1.0,1.0,
Mark Clayton,24.0,BAL,16.0,12.0,7.0,-30.0,0.0,0.0,0.0,3.0,-4.3,-1.9,0.4,0.0,
Donald Driver,31.0,GNB,16.0,16.0,7.0,16.0,0.0,2.0,42.9,16.0,2.3,1.0,0.4,1.0,PB
Bryan Gilmore,28.0,SFO,16.0,3.0,7.0,94.0,0.0,5.0,85.7,22.0,13.4,5.9,0.4,1.0,
Ahmard Hall,27.0,TEN,14.0,7.0,7.0,21.0,0.0,3.0,57.1,11.0,3.0,1.5,0.5,1.0,
Santana Moss,27.0,WAS,14.0,14.0,7.0,82.0,0.0,3.0,57.1,35.0,11.7,5.9,0.5,2.0,
Lousaka Polite,25.0,DAL,12.0,0.0,7.0,18.0,0.0,1.0,28.6,4.0,2.6,1.5,0.6,0.0,
Matt Schaub,25.0,ATL,16.0,0.0,7.0,21.0,0.0,2.0,28.6,19.0,3.0,1.3,0.4,1.0,
Reggie Williams,23.0,JAX,16.0,14.0,7.0,33.0,0.0,3.0,71.4,10.0,4.7,2.1,0.4,1.0,
B.J. Askew,26.0,NYJ,13.0,5.0,6.0,11.0,0.0,1.0,33.3,5.0,1.8,0.8,0.5,0.0,
Tony Fisher,27.0,STL,8.0,0.0,6.0,9.0,0.0,0.0,16.7,4.0,1.5,1.1,0.8,0.0,
Brian Griese,31.0,CHI,6.0,0.0,6.0,-5.0,0.0,0.0,0.0,,-0.8,-0.8,1.0,1.0,
Chad Johnson,28.0,CIN,16.0,16.0,6.0,24.0,0.0,0.0,50.0,8.0,4.0,1.5,0.4,1.0,"PB,AP-1"
Patrick Pass,28.0,NWE,3.0,0.0,6.0,21.0,0.0,1.0,83.3,6.0,3.5,7.0,2.0,1.0,
Lee Suggs,26.0,MIA,4.0,0.0,6.0,26.0,0.0,0.0,0.0,7.0,4.3,6.5,1.5,0.0,
Arnaz Battle,26.0,SFO,16.0,15.0,5.0,25.0,0.0,2.0,40.0,18.0,5.0,1.6,0.3,2.0,
Anquan Boldin,26.0,ARI,16.0,16.0,5.0,28.0,0.0,2.0,40.0,18.0,5.6,1.8,0.3,1.0,PB
Rock Cartwright,27.0,WAS,16.0,0.0,5.0,15.0,0.0,0.0,0.0,9.0,3.0,0.9,0.3,1.0,
Michael Clayton,24.0,TAM,12.0,9.0,5.0,41.0,0.0,2.0,80.0,27.0,8.2,3.4,0.4,2.0,
Jerricho Cotchery,24.0,NYJ,16.0,16.0,5.0,25.0,0.0,1.0,60.0,10.0,5.0,1.6,0.3,0.0,
Ronnie Cruz,25.0,KAN,5.0,3.0,5.0,19.0,0.0,0.0,60.0,7.0,3.8,3.8,1.0,0.0,
Kyle Johnson,28.0,DEN,14.0,7.0,5.0,30.0,0.0,1.0,40.0,15.0,6.0,2.1,0.4,0.0,
Peerless Price,30.0,BUF,16.0,15.0,5.0,18.0,0.0,2.0,60.0,9.0,3.6,1.1,0.3,1.0,
Tony Richardson,35.0,MIN,9.0,7.0,5.0,12.0,0.0,2.0,40.0,3.0,2.4,1.3,0.6,0.0,
Thomas Tapeh,26.0,PHI,16.0,8.0,5.0,9.0,0.0,2.0,60.0,4.0,1.8,0.6,0.3,0.0,
Derek Anderson,23.0,CLE,5.0,3.0,4.0,47.0,0.0,2.0,75.0,33.0,11.8,9.4,0.8,2.0,
Deion Branch,27.0,SEA,14.0,13.0,4.0,30.0,0.0,1.0,50.0,19.0,7.5,2.1,0.3,0.0,
Kevin Curtis,28.0,STL,16.0,1.0,4.0,4.0,0.0,1.0,50.0,7.0,1.0,0.3,0.3,1.0,
Chad Jackson,21.0,NWE,12.0,1.0,4.0,22.0,0.0,2.0,75.0,14.0,5.5,1.8,0.3,0.0,
Bethel Johnson,27.0,MIN,11.0,2.0,4.0,8.0,0.0,1.0,75.0,5.0,2.0,0.7,0.4,1.0,
Eddie Kennison,33.0,KAN,16.0,16.0,4.0,16.0,0.0,0.0,50.0,9.0,4.0,1.0,0.3,0.0,
Keylon Kincade,24.0,DAL,1.0,0.0,4.0,9.0,0.0,0.0,0.0,7.0,2.3,9.0,4.0,0.0,
Reno Mahe,26.0,PHI,12.0,1.0,4.0,18.0,0.0,0.0,25.0,11.0,4.5,1.5,0.3,4.0,
Andrew Pinnock,26.0,SDG,3.0,0.0,4.0,25.0,0.0,1.0,75.0,15.0,6.3,8.3,1.3,0.0,
Tim Rattay,29.0,TAM,4.0,2.0,4.0,3.0,0.0,1.0,25.0,4.0,0.8,0.8,1.0,2.0,
Josh Reed,26.0,BUF,13.0,1.0,4.0,13.0,0.0,2.0,50.0,15.0,3.3,1.0,0.3,0.0,
Sage Rosenfels,28.0,HOU,4.0,0.0,4.0,5.0,0.0,0.0,25.0,7.0,1.3,1.3,1.0,0.0,
Chris Simms,26.0,TAM,3.0,3.0,4.0,7.0,1.0,1.0,25.0,3.0,1.8,2.3,1.3,0.0,
Aaron Stecker,31.0,NOR,12.0,1.0,4.0,11.0,0.0,0.0,25.0,4.0,2.8,0.9,0.3,0.0,
Marques Tuiasosopo,27.0,OAK,2.0,0.0,4.0,29.0,0.0,2.0,100.0,11.0,7.3,14.5,2.0,1.0,
Chris Weinke,34.0,CAR,3.0,3.0,4.0,16.0,0.0,1.0,50.0,13.0,4.0,5.3,1.3,2.0,
Anthony Wright,30.0,CIN,4.0,0.0,4.0,-12.0,0.0,0.0,0.0,-1.0,-3.0,-3.0,1.0,0.0,
Rich Alexis,25.0,JAX,1.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,1.7,5.0,3.0,0.0,
Marty Booker,30.0,MIA,14.0,13.0,3.0,19.0,0.0,1.0,33.3,18.0,6.3,1.4,0.2,0.0,
Reggie Brown,25.0,PHI,16.0,15.0,3.0,24.0,1.0,1.0,66.7,15.0,8.0,1.5,0.2,0.0,
Ran Carthon,25.0,IND,3.0,0.0,3.0,4.0,1.0,1.0,33.3,3.0,1.3,1.3,1.0,0.0,
Cedric Cobbs,25.0,DEN,2.0,0.0,3.0,9.0,0.0,0.0,0.0,5.0,3.0,4.5,1.5,0.0,
Jameel Cook,27.0,HOU,11.0,6.0,3.0,18.0,0.0,2.0,66.7,14.0,6.0,1.6,0.3,2.0,
