Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
David Akers,DET,39,K,16,0,,,,,,,,,,,,42,43,19,24,,99,6.2
Jimmy Graham*+,NOR,27,TE,16,12,,16,,,,,,16,,,,,,,,,96,6.0
Billy Cundiff,CLE,33,K,16,0,,,,,,,,,,,,32,32,21,26,,95,5.9
Josh Scobee,JAX,31,K,16,0,,,,,,,,,,,,22,23,23,25,,91,5.7
Marshawn Lynch*,SEA,27,RB,16,16,12,2,,,,,,14,,,,,,,,,84,5.3
Demaryius Thomas*,DEN,26,WR,16,16,,14,,,,,,14,,,,,,,,,84,5.3
Kai Forbath,WAS,26,K,13,0,,,,,,,,,,,,26,26,18,22,,80,6.2
Dez Bryant*,DAL,25,WR,16,16,,13,,,,,,13,,,,,,,,,78,4.9
Vernon Davis*,SFO,29,TE,15,15,,13,,,,,,13,,,,,,,,,78,5.2
Knowshon Moreno,DEN,26,RB,16,15,10,3,,,,,,13,,,,,,,,,78,4.9
Brandon Marshall*,CHI,29,WR,16,16,,12,,,,,,12,2,,,,,,,,76,4.8
Matt Forte*,CHI,28,RB,16,16,9,3,,,,,,12,1,,,,,,,,74,4.6
Calvin Johnson*+,DET,28,WR,14,14,,12,,,,,,12,,,,,,,,,72,5.1
Julius Thomas*,DEN,25,TE,14,14,,12,,,,,,12,,,,,,,,,72,5.1
Eric Decker,DEN,26,WR,16,16,,11,,,,,,11,,,,,,,,,66,4.1
A.J. Green*,CIN,25,WR,16,16,,11,,,,,,11,,,,,,,,,66,4.1
Eddie Lacy*,GNB,23,RB,15,15,11,,,,,,,11,,,,,,,,,66,4.4
LeSean McCoy*+,PHI,25,RB,16,16,9,2,,,,,,11,,,,,,,,,66,4.1
Adrian Peterson*,MIN,28,RB,14,14,10,1,,,,,,11,,,,,,,,,66,4.7
Jerricho Cotchery,PIT,31,WR,16,6,,10,,,,,,10,,,,,,,,,60,3.8
Larry Fitzgerald*,ARI,30,WR,16,16,,10,,,,,,10,,,,,,,,,60,3.8
Fred Jackson,BUF,32,RB,16,6,9,1,,,,,,10,,,,,,,,,60,3.8
Chris Johnson,TEN,28,RB,16,16,6,4,,,,,,10,,,,,,,,,60,3.8
Marvin Jones,CIN,23,WR,16,3,,10,,,,,,10,,,,,,,,,60,3.8
DeMarco Murray*,DAL,25,RB,14,14,9,1,,,,,,10,,,,,,,,,60,4.3
Wes Welker,DEN,32,WR,13,13,,10,,,,,,10,,,,,,,,,60,4.6
Antonio Brown*,PIT,25,WR,16,14,,8,1,,,,,9,,,,,,,,,54,3.4
Josh Gordon*+,CLE,22,WR,14,14,,9,,,,,,9,,,,,,,,,54,3.9
Frank Gore*,SFO,30,RB,16,16,9,,,,,,,9,,,,,,,,,54,3.4
DeSean Jackson*,PHI,27,WR,16,16,,9,,,,,,9,,,,,,,,,54,3.4
Cordarrelle Patterson*+,MIN,22,WR,16,6,3,4,,2,,,,9,,,,,,,,,54,3.4
Riley Cooper,PHI,26,WR,16,15,,8,,,,,,8,2,,,,,,,,52,3.3
Joique Bell,DET,27,RB,16,4,8,,,,,,,8,1,,,,,,,,50,3.1
Tony Gonzalez*,ATL,37,TE,16,16,,8,,,,,,8,1,,,,,,,,50,3.1
Rashard Mendenhall,ARI,26,RB,15,15,8,,,,,,,8,1,,,,,,,,50,3.3
Keenan Allen,SDG,21,WR,15,14,,8,,,,,,8,,,,,,,,,48,3.2
Le'Veon Bell,PIT,21,RB,13,13,8,,,,,,,8,,,,,,,,,48,3.7
Giovani Bernard,CIN,22,RB,16,0,5,3,,,,,,8,,,,,,,,,48,3.0
Donald Brown,IND,26,RB,16,5,6,2,,,,,,8,,,,,,,,,48,3.0
Jordy Nelson,GNB,28,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Eddie Royal,SDG,27,WR,15,3,,8,,,,,,8,,,,,,,,,48,3.2
Zac Stacy,STL,22,RB,14,12,7,1,,,,,,8,,,,,,,,,48,3.4
Jason Witten*,DAL,31,TE,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Danny Woodhead,SDG,28,RB,16,2,2,6,,,,,,8,,,,,,,,,48,3.0
Marlon Brown,BAL,22,WR,14,12,,7,,,,,,7,1,,,,,,,,44,3.1
Joseph Fauria,DET,23,TE,16,2,,7,,,,,,7,1,,,,,,,,44,2.8
Alshon Jeffery*,CHI,23,WR,16,14,,7,,,,,,7,1,,,,,,,,44,2.8
LeGarrette Blount,NWE,27,RB,16,7,7,,,,,,,7,,,,,,,,,42,2.6
Anquan Boldin,SFO,33,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Reggie Bush,DET,28,RB,14,14,4,3,,,,,,7,,,,,,,,,42,3.0
Jordan Cameron*,CLE,25,TE,15,14,,7,,,,,,7,,,,,,,,,42,2.8
Charles Clay,MIA,24,TE,16,15,1,6,,,,,,7,,,,,,,,,42,2.6
BenJarvus Green-Ellis,CIN,28,RB,16,16,7,,,,,,,7,,,,,,,,,42,2.6
Steven Jackson,ATL,30,RB,12,12,6,1,,,,,,7,,,,,,,,,42,3.5
Vincent Jackson,TAM,30,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Ryan Mathews,SDG,26,RB,16,14,6,1,,,,,,7,,,,,,,,,42,2.6
Alfred Morris*,WAS,25,RB,16,16,7,,,,,,,7,,,,,,,,,42,2.6
Stevan Ridley,NWE,24,RB,14,6,7,,,,,,,7,,,,,,,,,42,3.0
Mike Tolbert*+,CAR,28,RB,16,13,5,2,,,,,,7,,,,,,,,,42,2.6
Julian Edelman,NWE,27,WR,16,11,,6,,,,,,6,2,,,,,,,,40,2.5
Emmanuel Sanders,PIT,26,WR,16,10,,6,,,,,,6,1,,,,,,,,38,2.4
Tavon Austin,STL,23,WR,13,3,1,4,1,,,,,6,,,,,,,,,36,2.8
Brent Celek,PHI,28,TE,16,15,,6,,,,,,6,,,,,,,,,36,2.3
Rashad Jennings,OAK,28,RB,15,8,6,,,,,,,6,,,,,,,,,36,2.4
Cam Newton*,CAR,24,QB,16,16,6,,,,,,,6,,,,,,,,,36,2.3
Greg Olsen,CAR,28,TE,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Bobby Rainey,2TM,26,RB,15,6,5,1,,,,,,6,,,0,,,,,,36,2.4
Rueben Randle,NYG,22,WR,16,3,,6,,,,,,6,,,,,,,,,36,2.3
Geno Smith,NYJ,23,QB,16,16,6,,,,,,,6,,,,,,,,,36,2.3
Daniel Thomas,MIA,26,RB,15,1,4,2,,,,,,6,,,,,,,,,36,2.4
Delanie Walker,TEN,29,TE,15,11,,6,,,,,,6,,,,,,,,,36,2.4
Terrance Williams,DAL,24,WR,16,8,,5,,,,,,5,1,,,,,,,,32,2.0
Doug Baldwin,SEA,25,WR,16,9,,5,,,,,,5,,,,,,,,,30,1.9
Martellus Bennett,CHI,26,TE,16,15,,5,,,,,,5,,,,,,,,,30,1.9
Dwayne Bowe,KAN,29,WR,15,15,,5,,,,,,5,,,,,,,,,30,2.0
Marques Colston,NOR,30,WR,15,11,,5,,,,,,5,,,,,,,,,30,2.0
Jared Cook,STL,26,TE,16,13,,5,,,,,,5,,,,,,,,,30,1.9
Knile Davis,KAN,22,RB,16,1,4,,,1,,,,5,,,,,,,,,30,1.9
Michael Floyd,ARI,24,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Pierre Garcon,WAS,27,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Ted Ginn Jr.,CAR,28,WR,16,2,,5,,,,,,5,,,,,,,,,30,1.9
Garrett Graham,HOU,27,TE,13,11,,5,,,,,,5,,,,,,,,,30,2.3
T.Y. Hilton,IND,24,WR,16,10,,5,,,,,,5,,,,,,,,,30,1.9
Andre Johnson*,HOU,32,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Maurice Jones-Drew,JAX,28,RB,15,15,5,,,,,,,5,,,,,,,,,30,2.0
Brandon LaFell,CAR,27,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Darren McFadden,OAK,26,RB,10,7,5,,,,,,,5,,,,,,,,,30,3.0
Zach Miller,SEA,28,TE,14,12,,5,,,,,,5,,,,,,,,,30,2.1
Denarius Moore,OAK,25,WR,13,10,,5,,,,,,5,,,,,,,,,30,2.3
Kenny Stills,NOR,21,WR,16,10,,5,,,,,,5,,,,,,,,,30,1.9
Golden Tate,SEA,25,WR,16,13,,5,,,,,,5,,,,,,,,,30,1.9
Pierre Thomas,NOR,29,RB,16,9,2,3,,,,,,5,,,,,,,,,30,1.9
Mike Wallace,MIA,27,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Tim Wright,TAM,23,TE,16,8,,5,,,,,,5,,,,,,,,,30,1.9
Coby Fleener,IND,25,TE,16,12,,4,,,,,,4,2,,,,,,,,28,1.8
Earl Bennett,CHI,26,WR,15,3,,4,,,,,,4,1,,,,,,,,26,1.7
Jermaine Kearse,SEA,23,WR,15,5,,4,,,,,,4,,,,,,,,1,26,1.7
Ray Rice,BAL,26,RB,15,15,4,,,,,,,4,1,,,,,,,,26,1.7
Torrey Smith,BAL,24,WR,16,16,,4,,,,,,4,1,,,,,,,,26,1.6
Montee Ball,DEN,23,RB,16,0,4,,,,,,,4,,,,,,,,,24,1.5
Jarrett Boykin,GNB,24,WR,16,8,,3,,,1,,,4,,,,,,,,,24,1.5
Michael Bush,CHI,29,RB,15,0,3,1,,,,,,4,,,,,,,,,24,1.6
Randall Cobb,GNB,23,WR,6,4,,4,,,,,,4,,,,,,,,,24,4.0
Victor Cruz,NYG,27,WR,14,12,,4,,,,,,4,,,,,,,,,24,1.7
Jeff Cumberland,NYJ,26,TE,15,12,,4,,,,,,4,,,,,,,,,24,1.6
Aaron Dobson,NWE,22,WR,12,9,,4,,,,,,4,,,,,,,,,24,2.0
Andre Ellington,ARI,24,RB,15,1,3,1,,,,,,4,,,,,,,,,24,1.6
Zach Ertz,PHI,23,TE,16,3,,4,,,,,,4,,,,,,,,,24,1.5
Antonio Gates,SDG,33,TE,16,15,,4,,,,,,4,,,,,,,,,24,1.5
Shonn Greene,TEN,28,RB,11,0,4,,,,,,,4,,,,,,,,,24,2.2
Jermaine Gresham,CIN,25,TE,14,14,,4,,,,,,4,,,,,,,,,24,1.7
Rob Gronkowski,NWE,24,TE,7,6,,4,,,,,,4,,,,,,,,,24,3.4
Brian Hartline,MIA,27,WR,16,15,,4,,,,,,4,,,,,,,,,24,1.5
Roy Helu,WAS,25,RB,16,0,4,,,,,,,4,,,,,,,,,24,1.5
Justin Hunter,TEN,22,WR,14,0,,4,,,,,,4,,,,,,,,,24,1.7
Kendall Hunter,SFO,25,RB,16,0,3,,,,1,,,4,,,,,,,,,24,1.5
Brandon Jacobs,NYG,31,RB,7,1,4,,,,,,,4,,,,,,,,,24,3.4
Greg Jennings,MIN,30,WR,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Colin Kaepernick,SFO,26,QB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Lance Kendricks,STL,25,WR,15,13,,4,,,,,,4,,,,,,,,,24,1.6
Marcedes Lewis,JAX,29,TE,11,11,,4,,,,,,4,,,,,,,,,24,2.2
Andrew Luck*,IND,24,QB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Dexter McCluster*,KAN,24,WR,15,6,,2,2,,,,,4,,,,,,,,,24,1.6
Brandon Myers,NYG,28,TE,16,14,,4,,,,,,4,,,,,,,,,24,1.5
Austin Pettis,STL,25,WR,16,6,,4,,,,,,4,,,,,,,,,24,1.5
Christian Ponder,MIN,25,QB,9,9,4,,,,,,,4,,,,,,,,,24,2.7
Marcel Reece*,OAK,28,RB,16,15,2,2,,,,,,4,,,,,,,,,24,1.5
Trent Richardson,2TM,23,RB,16,10,3,1,,,,,,4,,,0,,,,,,24,1.5
Mychal Rivera,OAK,23,TE,16,3,,4,,,,,,4,,,,,,,,,24,1.5
Jacquizz Rodgers,ATL,23,RB,15,4,2,2,,,,,,4,,,,,,,,,24,1.6
Steve Smith Sr.,CAR,34,WR,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Jason Snelling,ATL,30,RB,14,1,1,3,,,,,,4,,,,,,,,,24,1.7
Darren Sproles,NOR,30,RB,15,4,2,2,,,,,,4,,,,,,,,,24,1.6
James Starks,GNB,27,RB,13,1,3,1,,,,,,4,,,,,,,,,24,1.8
Rod Streater,OAK,25,WR,16,14,,4,,,,,,4,,,,,,,,,24,1.5
Ben Tate,HOU,25,RB,14,7,4,,,,,,,4,,,,,,,,,24,1.7
Kenbrell Thompkins,NWE,25,WR,12,8,,4,,,,,,4,,,,,,,,,24,2.0
Tiquan Underwood,TAM,26,WR,12,7,,4,,,,,,4,,,,,,,,,24,2.0
Shane Vereen,NWE,24,RB,8,1,1,3,,,,,,4,,,,,,,,,24,3.0
DeAngelo Williams,CAR,30,RB,15,15,3,1,,,,,,4,,,,,,,,,24,1.6
Darrel Young,WAS,26,RB,13,7,3,1,,,,,,4,,,,,,,,,24,1.8
Andre Brown,NYG,27,RB,8,8,3,,,,,,-1,2,1,,,,,,,,20,2.5
Stevie Johnson,BUF,27,WR,12,12,,3,,,,,,3,1,,,,,,,,20,1.7
Robert Woods,BUF,21,WR,14,14,,3,,,,,,3,1,,,,,,,,20,1.4
Matt Asiata,MIN,26,RB,11,1,3,,,,,,,3,,,,,,,,,18,1.6
Brandon Bolden,NWE,23,RB,12,2,3,,,,,,,3,,,,,,,,,18,1.5
Drew Brees*,NOR,34,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
Andre Caldwell,DEN,28,WR,16,2,,3,,,,,,3,,,,,,,,,18,1.1
Dallas Clark,BAL,34,TE,12,0,,3,,,,,,3,,,,,,,,,18,1.5
Owen Daniels,HOU,31,TE,5,5,,3,,,,,,3,,,,,,,,,18,3.6
Anthony Fasano,KAN,29,TE,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Jermichael Finley,GNB,26,TE,6,5,,3,,,,,,3,,,,,,,,,18,3.0
Ryan Fitzpatrick,TEN,31,QB,11,9,3,,,,,,,3,,,,,,,,,18,1.6
Nick Foles*,PHI,24,QB,13,10,3,,,,,,,3,,,,,,,,,18,1.4
Brandon Gibson,MIA,26,WR,7,3,,3,,,,,,3,,,,,,,,,18,2.6
Marquise Goodwin,BUF,23,WR,12,1,,3,,,,,,3,,,,,,,,,18,1.5
Ladarius Green,SDG,23,WR,16,10,,3,,,,,,3,,,,,,,,,18,1.1
DeAngelo Hall,WAS,30,LCB,16,16,,,,,1,2,,3,,,,,,,,,18,1.1
Leonard Hankerson,WAS,24,WR,10,7,,3,,,,,,3,,,,,,,,,18,1.8
Dwayne Harris,DAL,26,WR,13,3,,2,1,,,,,3,,,,,,,,,18,1.4
Chris Ivory,NYJ,25,RB,15,6,3,,,,,,,3,,,,,,,,,18,1.2
Jerrel Jernigan,NYG,24,WR,15,3,1,2,,,,,,3,,,,,,,,,18,1.2
Jacoby Jones,BAL,29,WR,12,9,,2,,1,,,,3,,,,,,,,,18,1.5
James Jones,GNB,29,WR,14,14,,3,,,,,,3,,,,,,,,,18,1.3
Jeremy Kerley,NYJ,25,WR,12,8,,3,,,,,,3,,,,,,,,,18,1.5
Keshawn Martin,HOU,23,WR,16,1,,2,1,,,,,3,,,,,,,,,18,1.1
Logan Paulsen,WAS,26,TE,16,14,,3,,,,,,3,,,,,,,,,18,1.1
Chris Polk,PHI,24,RB,15,0,3,,,,,,,3,,,,,,,,,18,1.2
Jordan Reed,WAS,23,TE,9,4,,3,,,,,,3,,,,,,,,,18,2.0
Sidney Rice,SEA,27,WR,8,6,,3,,,,,,3,,,,,,,,,18,2.3
Jeremy Ross,2TM,25,WR,13,2,,1,1,1,,,,3,,,0,,,,,,18,1.4
Kyle Rudolph,MIN,24,TE,8,8,,3,,,,,,3,,,,,,,,,18,2.3
Cecil Shorts,JAX,26,WR,13,13,,3,,,,,,3,,,,,,,,,18,1.4
Jordan Todman,JAX,23,RB,16,2,2,1,,,,,,3,,,,,,,,,18,1.1
Nate Washington,TEN,30,WR,16,15,,3,,,,,,3,,,,,,,,,18,1.1
Roddy White,ATL,32,WR,13,13,,3,,,,,,3,,,,,,,,,18,1.4
Jarius Wright,MIN,24,WR,16,3,,3,,,,,,3,,,,,,,,,18,1.1
John Potter,WAS,23,K,3,0,,,,,,,,,,,,7,7,3,4,,16,5.3
Davone Bess,CLE,28,WR,14,3,,2,,,,,,2,1,,,,,,,,14,1.0
Bryce Brown,PHI,22,RB,16,1,2,,,,,,,2,1,,,,,,,,14,0.9
Arian Foster,HOU,27,RB,8,8,1,1,,,,,,2,1,,,,,,,,14,1.8
Reggie Wayne,IND,35,WR,7,7,,2,,,,,,2,1,,,,,,,,14,2.0
Shayne Graham,NOR,36,K,2,0,,,,,,,,,,,,7,7,2,2,,13,6.5
Antonio Allen,NYJ,25,SS,16,9,,,,,,1,1,2,,,,,,,,,12,0.8
Danny Amendola,NWE,28,WR,12,6,,2,,,,,,2,,,,,,,,,12,1.0
Jason Avant,PHI,30,WR,16,13,,2,,,,,,2,,,,,,,,,12,0.8
Donnie Avery,KAN,29,WR,16,14,,2,,,,,,2,,,,,,,,,12,0.8
Edwin Baker,CLE,22,RB,3,2,2,,,,,,,2,,,,,,,,,12,4.0
Jake Ballard,ARI,26,TE,8,3,,2,,,,,,2,,,,,,,,,12,1.5
Gary Barnidge,CLE,28,TE,16,12,,2,,,,,,2,,,,,,,,,12,0.8
Cole Beasley,DAL,24,WR,14,3,,2,,,,,,2,,,,,,,,,12,0.9
Eric Berry*+,KAN,25,SS,15,15,,,,,,2,,2,,,,,,,,,12,0.8
Ahmad Bradshaw,IND,27,RB,3,2,2,,,,,,,2,,,,,,,,,12,4.0
LaVon Brazill,IND,24,WR,10,0,,2,,,,,,2,,,,,,,,,12,1.2
Mike Brown,JAX,24,WR,11,6,,2,,,,,,2,,,,,,,,,12,1.1
Scott Chandler,BUF,28,TE,16,7,,2,,,,,,2,,,,,,,,,12,0.8
Andy Dalton,CIN,26,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Karlos Dansby,ARI,32,RILB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Drew Davis,ATL,24,WR,16,3,,2,,,,,,2,,,,,,,,,12,0.8
Anthony Dixon,SFO,26,RB,16,1,2,,,,,,,2,,,,,,,,,12,0.8
Harry Douglas,ATL,29,WR,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Jim Dray,ARI,27,TE,16,15,,2,,,,,,2,,,,,,,,,12,0.8
Kris Durham,DET,25,WR,16,13,,2,,,,,,2,,,,,,,,,12,0.8
Tyler Eifert,CIN,23,TE,15,15,,2,,,,,,2,,,,,,,,,12,0.8
Gavin Escobar,DAL,22,TE,16,1,,2,,,,,,2,,,,,,,,,12,0.8
Mason Foster,TAM,24,MLB,15,13,,,,,,2,,2,,,,,,,,,12,0.8
Toby Gerhart,MIN,26,RB,14,0,2,,,,,,,2,,,,,,,,,12,0.9
T.J. Graham,BUF,24,WR,16,6,,2,,,,,,2,,,,,,,,,12,0.8
Tamba Hali*,KAN,30,ROLB,15,15,,,,,1,1,,2,,,,,,,,,12,0.8
Clay Harbor,JAX,26,TE,16,7,,2,,,,,,2,,,,,,,,,12,0.8
Cory Harkey,STL,23,RB,15,10,,2,,,,,,2,,,,,,,,,12,0.8
Junior Hemingway,KAN,25,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Peyton Hillis,NYG,27,RB,7,1,2,,,,,,,2,,,,,,,,,12,1.7
Trindon Holliday,DEN,27,WR,15,0,,,1,1,,,,2,,,,,,,,,12,0.8
DeAndre Hopkins,HOU,21,WR,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Tim Jennings*,CHI,30,LCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Julio Jones,ATL,24,WR,5,5,,2,,,,,,2,,,,,,,,,12,2.4
Greg Little,CLE,24,WR,16,13,,2,,,,,,2,,,,,,,,,12,0.8
Jake Locker,TEN,25,QB,7,7,2,,,,,,,2,,,,,,,,,12,1.7
EJ Manuel,BUF,23,QB,10,10,2,,,,,,,2,,,,,,,,,12,1.2
Rishard Matthews,MIA,24,TE,16,5,,2,,,,,,2,,,,,,,,,12,0.8
Willis McGahee,CLE,32,RB,12,6,2,,,,,,,2,,,,,,,,,12,1.0
Sean McGrath,KAN,26,TE,16,9,,2,,,,,,2,,,,,,,,,12,0.8
Robert Meachem,NOR,29,WR,15,5,,2,,,,,,2,,,,,,,,,12,0.8
Lamar Miller,MIA,22,RB,16,15,2,,,,,,,2,,,,,,,,,12,0.8
Lance Moore,NOR,30,WR,13,5,,2,,,,,,2,,,,,,,,,12,0.9
Santana Moss,WAS,34,WR,16,1,,2,,,,,,2,,,,,,,,,12,0.8
Captain Munnerlyn,CAR,25,LCB/RCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
David Nelson,NYJ,27,WR,12,6,,2,,,,,,2,,,,,,,,,12,1.0
Chris Ogbonnaya,CLE,27,RB,16,7,,2,,,,,,2,,,,,,,,,12,0.8
Kevin Ogletree,2TM,26,WR,16,2,,2,,,,,,2,,,0,,,,,,12,0.8
Brandon Pettigrew,DET,28,TE,14,14,,2,,,,,,2,,,,,,,,,12,0.9
Bernard Pierce,BAL,22,RB,16,1,2,,,,,,,2,,,,,,,,,12,0.8
Michael Preston,TEN,24,WR,7,0,,2,,,,,,2,,,,,,,,,12,1.7
Terrelle Pryor,OAK,24,QB,11,9,2,,,,,,,2,,,,,,,,,12,1.1
Andrew Quarless,GNB,25,TE,16,10,,2,,,,,,2,,,,,,,,,12,0.8
Brian Quick,STL,24,WR,16,5,,2,,,,,,2,,,,,,,,,12,0.8
Joseph Randle,DAL,22,RB,13,2,2,,,,,,,2,,,,,,,,,12,0.9
Sheldon Richardson,NYJ,23,RDE,16,15,2,,,,,,,2,,,,,,,,,12,0.8
Andre Roberts,ARI,25,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Aldrick Robinson,WAS,25,WR,16,1,,2,,,,,,2,,,,,,,,,12,0.8
Da'Rick Rogers,IND,22,WR,5,3,,2,,,,,,2,,,,,,,,,12,2.4
Mohamed Sanu,CIN,24,WR,16,14,,2,,,,,,2,,,,,,,,,12,0.8
Da'Norris Searcy,BUF,25,FS,16,7,,,,,1,1,,2,,,,,,,,,12,0.8
Antone Smith,ATL,28,RB,15,0,2,,,,,,,2,,,,,,,,,12,0.8
C.J. Spiller,BUF,26,RB,15,10,2,,,,,,,2,,,,,,,,,12,0.8
Matthew Stafford,DET,25,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Jeremy Stewart,OAK,24,RB,13,0,1,,,,,,1,2,,,,,,,,,12,0.9
Frank Summers,BUF,28,RB,15,9,1,1,,,,,,2,,,,,,,,,12,0.8
Levine Toilolo,ATL,22,TE,16,3,,2,,,,,,2,,,,,,,,,12,0.8
Michael Vick,PHI,33,QB,7,6,2,,,,,,,2,,,,,,,,,12,1.7
T.J. Ward*,CLE,27,SS,16,16,,,,,1,1,1,3,,,,,,,,,12,0.8
Ben Watson,NOR,33,TE,15,7,,2,,,,,,2,,,,,,,,,12,0.8
Griff Whalen,IND,23,WR,9,3,,2,,,,,,2,,,,,,,,,12,1.3
Fozzy Whittaker,2TM,24,RB,14,2,,2,,,,,,2,,,0,,,,,,12,0.9
Mike Williams,TAM,26,WR,6,5,,2,,,,,,2,,,,,,,,,12,2.0
Kellen Winslow,NYJ,30,TE,12,3,,2,,,,,,2,,,,,,,,,12,1.0
Kendall Wright,TEN,24,WR,16,12,,2,,,,,,2,,,,,,,,,12,0.8
Benny Cunningham,STL,23,RB,14,0,1,,,,,,,1,1,,,,,,,,8,0.6
Nick Fairley,DET,25,LDT,15,15,,,,,1,,,1,,,,,,,,1,8,0.5
Darrius Heyward-Bey,IND,26,WR,16,11,,1,,,,,,1,1,,,,,,,,8,0.5
Husain Abdullah,KAN,28,DB,16,2,,,,,,1,,1,,,,,,,,,6,0.4
Seyi Ajirotutu,SDG,26,WR,14,0,,1,,,,,,1,,,,,,,,,6,0.4
Cortez Allen,PIT,25,LCB,14,8,,,,,,1,,1,,,,,,,,,6,0.4
Dwayne Allen,IND,23,TE,1,1,,1,,,,,,1,,,,,,,,,6,6.0
David Amerson,WAS,22,SS,16,8,,,,,,1,,1,,,,,,,,,6,0.4
Stedman Bailey,STL,23,WR,16,2,1,,,,,,,1,,,,,,,,,6,0.4
David Bass,CHI,23,DE,12,1,,,,,,1,,1,,,,,,,,,6,0.5
Daren Bates,STL,23,LB,15,0,,,,,1,,,1,,,,,,,,,6,0.4
Jackie Battle,TEN,30,RB,16,0,1,,,,,,,1,,,,,,,,,6,0.4
