Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Carlos Dunlap,27,CIN,LDE,16,16,0,0,0,0,15,3,0,0,0,0,8.0,49,30,19,7.0,23.0,0,PB
Nick Fairley,28,NOR,RDT,16,16,0,0,0,0,0,0,0,0,0,0,6.5,43,29,14,9.0,22.0,0,
Eric Fisher,25,KAN,LT,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Larry Fitzgerald,33,ARI,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,PB
Joe Flacco,31,BAL,QB,16,16,0,0,0,0,0,0,5,2,-2,0,0.0,0,0,0,0.0,0.0,0,
Travis Frederick,25,DAL,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1"
Doug Free,32,DAL,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0,
Devonta Freeman,24,ATL,RB,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Pierre Garcon,30,WAS,WR,16,16,0,0,0,0,0,0,0,1,7,0,0.0,0,0,0,0.0,0.0,0,
Tashaun Gipson,26,JAX,FS,16,16,1,30,0,30,2,0,0,0,0,0,0.0,41,34,7,0.0,0.0,0,
Mark Glowinski,24,SEA,LG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0,
Frank Gore,33,IND,RB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Brandon Graham,28,PHI,LDE,16,16,0,0,0,0,1,2,0,1,4,0,5.5,59,41,18,14.0,22.0,0,AP-2
Corey Graham,31,BUF,FS,16,16,1,0,0,0,9,0,0,1,0,0,1.0,87,62,25,2.0,1.0,0,
Everson Griffen,29,MIN,RDE,16,16,0,0,0,0,1,2,0,3,20,1,8.0,48,36,12,9.0,22.0,0,PB
Brent Grimes,33,TAM,RCB,16,16,4,37,1,31,24,1,0,0,0,0,0.0,57,51,6,0.0,0.0,0,
Todd Gurley,22,LAR,RB,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,
Johnathan Hankins,24,NYG,RDT,16,16,0,0,0,0,0,1,0,0,0,0,3.0,43,29,14,8.0,10.0,0,
Vernon Hargreaves III,21,TAM,LCB,16,16,1,0,0,0,9,1,0,0,0,0,0.0,76,68,8,3.0,0.0,0,
Damon Harrison,28,NYG,LDT,16,16,0,0,0,0,1,1,0,0,0,0,2.5,86,55,31,6.0,4.0,0,AP-1
Akiem Hicks,27,CHI,LDE,16,16,0,0,0,0,2,2,0,1,0,0,7.0,54,36,18,11.0,17.0,0,
Jordan Hicks,24,PHI,MLB,16,16,5,41,0,34,11,0,0,1,0,0,1.0,85,58,27,6.0,5.0,0,
Anthony Hitchens,24,DAL,MLB,16,16,0,0,0,0,1,0,0,0,0,0,1.5,78,39,39,4.0,5.0,0,
George Iloka,26,CIN,FS,16,16,3,21,0,21,7,0,0,0,0,0,0.0,74,49,25,1.0,0.0,0,
Melvin Ingram,27,SDG,LOLB,16,16,0,0,0,0,5,5,0,0,0,0,8.0,60,46,14,10.0,19.0,0,
Dontrelle Inman,27,SDG,WR,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Bruce Irvin,29,OAK,LLB,16,16,0,0,0,0,1,6,0,0,0,0,7.0,57,47,10,9.0,25.0,0,
Malik Jackson,26,JAX,LDT,16,16,0,0,0,0,4,0,0,1,0,0,6.5,33,28,5,11.0,19.0,0,
Ja'Wuan James,24,MIA,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Malcolm Jenkins,29,PHI,SS,16,16,3,98,2,64,9,0,0,1,0,0,1.0,72,47,25,3.0,3.0,0,
John Jerry,30,NYG,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
David Johnson,25,ARI,RB,16,16,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1,AP OPoY-3"
Michael Johnson,29,CIN,RDE,16,16,0,0,0,0,3,0,0,0,0,0,3.5,45,32,13,6.0,10.0,0,
Adam Jones,33,CIN,RCB,16,16,1,2,0,2,7,1,3,1,0,0,0.0,66,54,12,0.0,1.0,0,
Byron Jones,24,DAL,FS,16,16,1,7,0,7,10,1,0,0,0,0,0.0,88,73,15,3.0,0.0,0,
Chandler Jones,26,ARI,LOLB,16,16,0,0,0,0,3,4,0,2,0,0,11.0,49,38,11,15.0,21.0,0,
DaQuan Jones,25,TEN,LDE,16,16,0,0,0,0,0,0,0,1,0,1,1.5,26,17,9,2.0,3.0,0,
Cameron Jordan,27,NOR,RDE,16,16,0,0,0,0,6,1,0,0,0,0,7.5,58,40,18,17.0,24.0,0,
Linval Joseph,28,MIN,RDT,16,16,0,0,0,0,0,3,0,0,0,0,4.0,77,37,40,5.0,17.0,0,PB
Jason Kelce,29,PHI,C,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Lance Kendricks,28,LAR,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Ryan Kerrigan,28,WAS,ROLB,16,16,0,0,0,0,2,2,0,0,0,0,11.0,33,26,7,18.0,24.0,0,PB
Christian Kirksey,24,CLE,RILB,16,16,0,0,0,0,3,0,0,0,0,0,2.5,148,96,52,11.0,7.0,0,
Jarvis Landry,24,MIA,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,1,1,0,0.0,0.0,0,PB
Nevin Lawson,25,DET,RCB,16,16,0,0,0,0,9,0,0,0,0,0,0.0,57,46,11,0.0,0.0,0,
Corey Liuget,26,SDG,RDE/LDE,16,16,0,0,0,0,3,0,0,1,0,0,0.0,36,28,8,10.0,7.0,0,
Star Lotulelei,27,CAR,LDT,16,16,0,0,0,0,1,1,0,0,0,0,4.0,26,14,12,5.0,6.0,0,
Dwight Lowery,30,SDG,FS,16,16,1,25,0,25,9,1,0,1,36,1,0.0,60,49,11,1.0,0.0,0,
Alex Mack,31,ATL,C,16,16,0,0,0,0,0,0,1,0,-2,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-2"
Khalil Mack,25,OAK,RDE,16,16,1,6,1,6,3,5,0,3,1,0,11.0,73,54,19,14.0,26.0,0,"PB,AP-1,AP DPoY-1"
Eli Manning,35,NYG,QB,16,16,0,0,0,0,0,0,7,0,0,0,0.0,0,0,0,,,0,
Zack Martin,26,DAL,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1"
Devin McCourty,29,NWE,FS,16,16,1,0,0,0,7,1,0,1,3,0,0.0,83,67,16,1.0,0.0,0,"PB,AP-2"
T.J. McDonald,25,LAR,SS,16,16,2,0,0,0,6,0,0,0,0,0,1.0,64,50,14,6.0,4.0,0,
Bradley McDougald,26,TAM,FS,16,16,2,32,0,32,10,0,0,1,6,0,0.0,91,79,12,3.0,0.0,0,
Benardrick McKinney,24,HOU,RILB,16,16,0,0,0,0,2,1,0,0,0,0,5.0,129,79,50,8.0,11.0,0,AP-2
Rodney McLeod,26,PHI,FS,16,16,3,5,0,5,7,1,0,0,0,0,1.0,83,72,11,3.0,0.0,0,
John Miller,23,BUF,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Von Miller,27,DEN,LOLB,16,16,0,0,0,0,3,3,0,0,0,0,13.5,78,62,16,13.0,24.0,0,"PB,AP-1,AP DPoY-2"
Jordan Mills,26,BUF,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Kevin Minter,26,ARI,RILB,16,16,0,0,0,0,2,0,0,0,0,0,3.5,81,59,22,9.0,7.0,0,
Mike Mitchell,29,PIT,FS,16,16,1,26,0,26,9,0,0,1,0,0,0.0,77,55,22,0.0,1.0,0,
DeMarco Murray,28,TEN,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Jordy Nelson,31,GNB,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,AP CPoY-1
Reggie Nelson,33,OAK,FS,16,16,5,74,0,40,12,0,0,1,0,0,0.0,65,50,15,0.0,1.0,0,PB
Josh Norman,29,WAS,RCB,16,16,3,38,0,35,19,2,0,0,0,0,0.0,67,52,15,2.0,1.0,0,
Emmanuel Ogbah,23,CLE,RDE/LOLB,16,16,0,0,0,0,3,0,0,0,0,0,5.5,53,28,25,8.0,16.0,0,
Alec Ogletree,25,LAR,MLB,16,16,2,15,0,8,11,1,0,1,0,0,0.0,136,98,38,9.0,3.0,0,AP-2
Russell Okung,28,DEN,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Brian Orakpo,30,TEN,ROLB,16,16,0,0,0,0,4,1,0,0,0,0,10.5,46,38,8,13.0,19.0,0,PB
Matt Paradis,27,DEN,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Ron Parker,29,KAN,FS,16,16,1,1,0,1,12,2,0,0,0,0,0.0,61,52,9,1.0,0.0,0,
Jermey Parnell,30,JAX,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
David Parry,24,IND,NT,16,16,0,0,0,0,0,0,0,0,0,0,3.0,47,34,13,4.0,8.0,0,
Austin Pasztor,26,CLE,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Domata Peko,32,CIN,LDT,16,16,0,0,0,0,3,0,0,1,0,0,0.0,37,17,20,2.0,2.0,0,
Patrick Peterson,26,ARI,LCB,16,16,3,27,0,25,6,0,1,1,0,0,0.0,51,45,6,1.0,0.0,0,PB
Dontari Poe,26,KAN,NT,16,16,0,0,0,0,3,1,0,0,0,0,1.5,27,18,9,1.0,9.0,0,
Paul Posluszny,32,JAX,MLB,16,16,1,0,0,0,3,0,0,0,0,0,1.5,133,97,36,8.0,3.0,0,
Dak Prescott,23,DAL,QB,16,16,0,0,0,0,0,0,9,3,-3,0,0.0,0,0,0,0.0,0.0,0,"PB,AP MVP-6,AP ORoY-1"
Glover Quin,30,DET,FS,16,16,2,0,0,0,5,1,0,0,0,0,0.0,68,55,13,2.0,1.0,0,
Jalen Ramsey,22,JAX,RCB,16,16,2,65,1,35,14,1,0,0,0,0,0.0,65,55,10,2.0,1.0,0,AP DRoY-2
Philip Rivers,35,SDG,QB,16,16,0,0,0,0,0,0,9,3,-10,0,0.0,0,0,0,,,0,PB
Allen Robinson,23,JAX,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Brian Robison,33,MIN,LDE,16,16,0,0,0,0,1,3,0,0,0,0,7.5,28,18,10,7.0,14.0,0,
Aaron Rodgers,33,GNB,QB,16,16,0,0,0,0,0,0,8,1,-3,0,0.0,0,0,0,0.0,0.0,0,"PB,AP MVP-5,AP OPoY-2"
Ahtyba Rubin,30,SEA,LDT,16,16,0,0,0,0,1,3,0,0,0,0,1.0,39,25,14,6.0,2.0,0,
Matt Ryan,31,ATL,QB,16,16,0,0,0,0,0,0,4,2,-3,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1,AP MVP-1,AP OPoY-1"
Emmanuel Sanders,29,DEN,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Ryan Schraeder,28,ATL,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Danny Shelton,23,CLE,NT,16,16,0,0,0,0,0,0,0,0,0,0,1.5,59,32,27,2.0,6.0,0,
Richard Sherman,28,SEA,LCB,16,16,4,37,0,31,13,0,0,1,14,0,0.0,58,38,20,2.0,0.0,0,PB
Kawann Short,27,CAR,RDT,16,16,0,0,0,0,3,1,0,0,0,0,6.0,55,30,25,12.0,17.0,0,
Preston Smith,24,WAS,LOLB,16,16,1,22,0,22,3,0,0,0,0,0,4.5,38,22,16,8.0,12.0,0,
Telvin Smith,25,JAX,LLB,16,16,2,0,0,0,8,0,0,1,0,0,1.0,119,99,20,14.0,2.0,0,
Matthew Stafford,28,DET,QB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,
Shamar Stephen,25,MIN,LDT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,39,17,22,0.0,2.0,0,
Darian Stewart,28,DEN,FS,16,16,3,36,0,25,6,1,0,1,28,0,0.0,68,55,13,2.0,2.0,0,PB
Ndamukong Suh,29,MIA,LDT,16,16,0,0,0,0,6,0,0,1,0,0,5.0,72,41,31,11.0,17.0,0,"PB,AP-2"
Golden Tate,28,DET,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,
Devin Taylor,27,DET,LDE,16,16,0,0,0,0,1,1,0,0,0,0,4.5,28,21,7,4.0,10.0,1,
Demaryius Thomas,29,DEN,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Joe Thuney,24,NWE,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Lawrence Timmons,30,PIT,RILB,16,16,2,74,0,58,5,1,0,0,0,0,2.5,114,78,36,5.0,11.0,0,
Olivier Vernon,26,NYG,RDE,16,16,0,0,0,0,0,1,0,1,0,0,8.5,64,46,18,17.0,23.0,0,AP-2
Bobby Wagner,26,SEA,MLB,16,16,1,9,0,9,3,0,0,1,0,0,4.5,167,85,82,7.0,18.0,0,"PB,AP-1"
Erik Walden,31,IND,LOLB,16,16,0,0,0,0,0,3,0,0,0,0,11.0,42,31,11,10.0,17.0,0,
Mike Wallace,30,BAL,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Lardarius Webb,31,BAL,FS,16,16,1,0,0,0,5,0,0,0,0,0,1.0,73,59,14,2.0,1.0,0,
Eric Weddle,31,BAL,SS,16,16,4,92,0,53,13,1,0,0,0,0,1.0,89,48,41,1.0,1.0,0,PB
Carson Wentz,24,PHI,QB,16,16,0,0,0,0,0,0,14,7,-29,0,0.0,0,0,0,0.0,0.0,0,
Cody Whitehair,24,CHI,C,16,16,0,0,0,0,0,0,1,0,-12,0,0.0,0,0,0,0.0,0.0,0,
Brandon Williams,27,BAL,NT,16,16,0,0,0,0,1,0,0,0,0,0,1.0,51,34,17,4.0,2.0,0,
Leonard Williams,22,NYJ,LDE,16,16,0,0,0,0,0,2,0,0,0,0,7.0,68,36,32,11.0,19.0,0,PB
Sylvester Williams,28,DEN,NT,16,16,0,0,0,0,1,0,0,0,0,0,1.0,29,20,9,4.0,5.0,0,
Avery Williamson,24,TEN,RILB,16,16,1,0,0,0,1,1,0,0,0,0,2.0,104,73,31,3.0,5.0,0,
Russell Wilson,28,SEA,QB,16,16,0,0,0,0,0,0,8,4,-7,0,0.0,0,0,0,0.0,0.0,0,
Jameis Winston,22,TAM,QB,16,16,0,0,0,0,0,0,10,3,-21,0,0.0,0,0,0,0.0,0.0,0,
Jason Witten,34,DAL,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
K.J. Wright,27,SEA,RLB,16,16,0,0,0,0,5,1,0,1,0,0,4.0,126,72,54,12.0,8.0,0,PB
Jeremy Zuttah,30,BAL,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Davante Adams,24,GNB,WR,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Doug Baldwin,28,SEA,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,PB
Jairus Byrd,30,NOR,FS,16,15,2,35,0,24,3,0,0,0,0,0,0.0,82,56,26,2.0,0.0,0,
Jonathan Casillas,29,NYG,RLB,16,15,0,0,0,0,8,1,0,0,0,0,1.5,96,62,34,5.0,3.0,0,
Jared Crick,27,DEN,RDE,16,15,0,0,0,0,6,2,0,0,0,0,3.0,53,32,21,4.0,13.0,0,
Demario Davis,27,CLE,LILB,16,15,0,0,0,0,2,1,0,0,0,0,2.0,99,59,40,7.0,5.0,0,
Todd Davis,24,DEN,ROLB/LILB,16,15,0,0,0,0,3,1,0,1,1,0,0.5,97,64,33,2.0,4.0,0,
Jimmy Graham,30,SEA,TE,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Ladarius Gunter,24,GNB,RCB,16,15,0,0,0,0,12,2,0,0,0,0,0.0,54,50,4,2.0,0.0,0,
Chris Harris Jr.,27,DEN,RCB,16,15,2,36,0,36,11,1,0,1,6,0,0.0,63,57,6,1.0,0.0,0,"PB,AP-1"
Jerry Hughes,28,BUF,LOLB,16,15,0,0,0,0,3,1,0,0,0,0,6.0,48,31,17,8.0,11.0,0,
Timmy Jernigan,24,BAL,LDE,16,15,1,0,0,0,3,0,1,1,1,0,5.0,31,16,15,9.0,11.0,0,
Jamie Meder,25,CLE,LDE,16,15,0,0,0,0,1,0,0,0,0,0,1.0,48,26,22,3.0,6.0,0,
Yannick Ngakoue,21,JAX,LDE,16,15,1,9,0,9,2,4,0,0,0,0,8.0,23,20,3,6.0,14.0,0,
Tracy Porter,30,CHI,LCB,16,15,2,28,0,25,9,1,0,0,0,0,0.0,48,45,3,0.0,0.0,0,
Terrelle Pryor,27,CLE,WR,16,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Terrance Williams,27,DAL,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Vonn Bell,22,NOR,DB,16,14,0,0,0,0,4,2,0,1,0,0,1.0,87,61,26,2.0,4.0,0,
Chris Clark,31,HOU,RT/LT,16,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Maliek Collins,21,DAL,RDT,16,14,0,0,0,0,0,1,0,1,0,0,5.0,23,17,6,5.0,13.0,0,
Amari Cooper,22,OAK,WR,16,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
Jack Doyle,26,IND,TE,16,14,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0.0,0.0,0,
Jermaine Gresham,28,ARI,TE,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Casey Hayward,27,SDG,RCB,16,14,7,102,1,31,20,0,0,0,0,0,0.0,58,51,7,1.0,0.0,0,"PB,AP-2"
Evander Hood,29,WAS,NT,16,14,0,0,0,0,3,1,0,0,0,0,1.0,33,17,16,4.0,6.0,0,
Mark Ingram,27,NOR,RB,16,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,
Grady Jarrett,23,ATL,RDE,16,14,0,0,0,0,0,0,0,1,0,0,3.0,48,21,27,4.0,9.0,0,
Kelvin Benjamin,25,CAR,WR,16,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Malcom Brown,22,NWE,RDT,16,13,0,0,0,0,0,1,0,0,0,0,3.0,50,24,26,4.0,5.0,1,
Julian Edelman,30,NWE,WR,16,13,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0.0,0.0,0,
Mason Foster,27,WAS,RILB,16,13,0,0,0,0,3,1,0,0,0,0,1.0,124,89,35,9.0,5.0,0,
Eli Harold,22,SFO,ROLB,16,13,0,0,0,0,0,1,0,1,19,0,3.0,37,23,14,3.0,6.0,0,
Ben Ijalana,27,NYJ,RT/LT,16,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Jeremy Kerley,28,SFO,WR,16,13,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0.0,0.0,0,
Tony Lippett,24,MIA,RCB,16,13,4,0,0,0,10,0,0,0,0,0,0.0,67,45,22,1.0,0.0,0,
Logan Ryan,25,NWE,RCB,16,13,2,46,0,46,11,1,0,0,0,0,1.0,92,74,18,2.0,3.0,0,
Jihad Ward,22,OAK,LDE,16,13,0,0,0,0,0,0,0,1,0,0,0.0,30,16,14,0.0,10.0,0,
Terrance West,25,BAL,RB,16,13,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Vic Beasley,24,ATL,LILB,16,12,0,0,0,0,2,6,0,1,21,1,15.5,39,32,7,11.0,16.0,0,"PB,AP-1"
Brandin Cooks,23,NOR,WR,16,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Harold Jones-Quartey,23,CHI,SS,16,12,1,0,0,0,5,0,0,0,0,0,0.0,78,66,12,2.0,0.0,0,
Logan Paulsen,29,CHI,TE,16,12,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Dennis Pitta,31,BAL,TE,16,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,AP CPoY-3
Vincent Rey,29,CIN,LLB,16,12,1,6,0,6,7,0,0,1,10,0,0.0,86,51,35,1.0,0.0,0,
Josh Shaw,24,CIN,DB,16,12,1,0,0,0,3,0,0,0,0,0,0.0,56,38,18,0.0,0.0,0,
D.J. Swearinger,25,ARI,DB,16,12,3,13,0,12,8,0,0,0,0,0,2.0,66,58,8,5.0,3.0,0,
Willie Young,31,CHI,ROLB,16,12,0,0,0,0,2,1,0,0,0,0,7.5,38,21,17,8.0,9.0,0,
Andre Branch,27,MIA,RDE,16,11,0,0,0,0,1,2,0,0,0,0,5.5,49,27,22,8.0,12.0,0,
