Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Danny Amendola,NWE,30,WR,14,7,23.0,276.0,0,82.0,12.0,8.0,172.0,0,29.0,21.5,1107
Antonio Brown*+,PIT,27,WR,16,16,22.0,212.0,1,71.0,9.6,,,0,,,2074
Quan Bray,IND,22,WR,9,0,21.0,166.0,0,33.0,7.9,21.0,570.0,0,60.0,27.1,736
Golden Tate,DET,27,WR,16,16,20.0,149.0,0,23.0,7.5,1.0,26.0,0,26.0,26.0,1029
Bruce Ellington,SFO,24,WR,13,0,19.0,137.0,0,36.0,7.2,26.0,665.0,0,40.0,25.6,962
Marcus Thigpen,2TM,29,RB,9,0,19.0,119.0,0,16.0,6.3,18.0,330.0,0,31.0,18.3,448
Lucky Whitehead,DAL,23,WR,15,1,19.0,110.0,0,28.0,5.8,16.0,452.0,0,79.0,28.3,685
Eric Weems,ATL,30,WR,16,0,19.0,221.0,0,41.0,11.6,15.0,403.0,0,50.0,26.9,639
T.J. Carrie,OAK,25,FS/RCB,15,14,19.0,118.0,0,22.0,6.2,,,0,,,120
Rashad Greene,JAX,23,WR,9,0,18.0,301.0,1,73.0,16.7,,,0,,,394
Emmanuel Sanders,DEN,28,WR,15,15,17.0,103.0,0,14.0,6.1,1.0,13.0,0,13.0,13.0,1280
Adam Jones*,CIN,32,RCB,14,14,16.0,179.0,0,35.0,11.2,10.0,235.0,0,49.0,23.5,428
Frankie Hammond,KAN,25,WR,9,0,14.0,115.0,0,29.0,8.2,,,0,,,115
Griff Whalen,IND,25,WR,14,0,12.0,85.0,0,22.0,7.1,9.0,244.0,0,50.0,27.1,534
Cole Beasley,DAL,26,WR,16,3,12.0,69.0,0,22.0,5.8,,,0,,,605
Jacoby Jones,2TM,31,WR,9,0,11.0,15.0,0,14.0,1.4,18.0,413.0,0,36.0,22.9,428
Javontee Herndon,SDG,24,WR,8,2,11.0,81.0,0,18.0,7.4,7.0,157.0,0,34.0,22.4,446
Harry Douglas,TEN,31,WR,14,12,11.0,73.0,0,18.0,6.6,,,0,,,478
Julian Edelman,NWE,29,WR,9,9,10.0,81.0,0,19.0,8.1,,,0,,,796
Cecil Shorts,HOU,28,WR,11,4,9.0,70.0,0,17.0,7.8,,,0,,,601
Keshawn Martin,NWE,25,WR,9,8,8.0,92.0,0,21.0,11.5,10.0,257.0,0,75.0,25.7,624
Devin Hester,ATL,33,WR,5,0,8.0,34.0,0,11.0,4.3,9.0,235.0,0,35.0,26.1,269
Bryan Walters,JAX,28,WR,11,1,8.0,30.0,0,14.0,3.8,4.0,80.0,0,28.0,20.0,478
Amari Cooper*,OAK,21,WR,16,15,8.0,41.0,0,18.0,5.1,,,0,,,1108
Jarryd Hayne,SFO,27,RB,8,1,8.0,76.0,0,37.0,9.5,,,0,,,155
T.J. Jones,DET,23,WR,10,0,7.0,59.0,0,28.0,8.4,5.0,106.0,0,34.0,21.2,294
Leodis McKelvin,BUF,30,RCB,9,5,7.0,21.0,0,12.0,3.0,,,0,,,21
Jordan Norwood,DEN,29,WR,11,5,6.0,51.0,0,14.0,8.5,2.0,29.0,0,15.0,14.5,287
Omar Bolden,DEN,27,DB,9,0,5.0,123.0,1,83.0,24.6,15.0,342.0,0,41.0,22.8,465
Nick Marshall,JAX,23,DB,13,1,5.0,30.0,0,20.0,6.0,13.0,346.0,0,36.0,26.6,376
Denarius Moore,BUF,27,WR,6,0,5.0,77.0,0,27.0,15.4,5.0,70.0,0,20.0,14.0,147
B.J. Daniels,2TM,27,QB,8,0,5.0,25.0,0,11.0,5.0,,,0,,,49
Randall Cobb,GNB,25,WR,16,15,4.0,10.0,0,10.0,2.5,,,0,,,889
Brent Grimes*,MIA,32,LCB,15,15,4.0,59.0,0,28.0,14.8,,,0,,,79
T.Y. Hilton*,IND,26,WR,16,15,4.0,16.0,0,10.0,4.0,,,0,,,1140
JJ Nelson,ARI,23,WR,11,2,4.0,13.0,0,11.0,3.3,,,0,,,312
Michael Campanaro,BAL,24,WR,4,0,3.0,49.0,0,21.0,16.3,3.0,79.0,0,29.0,26.3,180
Chandler Worthy,HOU,22,WR,3,0,3.0,9.0,0,7.0,3.0,1.0,27.0,0,27.0,27.0,50
Keenan Allen,SDG,23,WR,8,8,3.0,5.0,0,5.0,1.7,,,0,,,730
Perrish Cox,TEN,28,LCB,13,13,3.0,17.0,0,9.0,5.7,,,0,,,44
Brittan Golden,ARI,27,WR,14,0,3.0,16.0,0,10.0,5.3,,,0,,,21
Chris Harper,NWE,22,WR,5,0,3.0,17.0,0,10.0,5.7,,,0,,,23
Phillip Dorsett,IND,22,WR,11,0,2.0,1.0,0,1.0,0.5,1.0,12.0,0,12.0,12.0,255
DeSean Jackson,WAS,29,WR,9,9,2.0,-5.0,0,2.0,-2.5,1.0,8.0,0,8.0,8.0,531
Odell Beckham Jr.*,NYG,23,WR,15,15,2.0,26.0,0,21.0,13.0,,,0,,,1479
Reggie Bush,SFO,30,RB,5,1,2.0,9.0,0,9.0,4.5,,,0,,,56
Brandin Cooks,NOR,22,WR,16,12,2.0,12.0,0,6.0,6.0,,,0,,,1168
Damaris Johnson,NWE,26,WR,1,0,2.0,3.0,0,3.0,1.5,,,0,,,9
Jeremy Maclin,KAN,27,WR,15,15,2.0,13.0,0,11.0,6.5,,,0,,,1115
Robert McClain,CAR,27,DB,3,0,2.0,5.0,0,3.0,2.5,,,0,,,29
Lance Moore,DET,32,WR,14,8,2.0,1.0,0,1.0,0.5,,,0,,,338
Steve Smith Sr.,BAL,36,WR,7,7,2.0,32.0,0,22.0,16.0,,,0,,,702
Lardarius Webb,BAL,30,LCB,15,15,2.0,16.0,0,9.0,8.0,,,0,,,19
Wes Welker,STL,34,WR,8,0,2.0,23.0,0,13.0,11.5,,,0,,,125
Lance Dunbar,DAL,25,RB,4,0,1.0,4.0,0,4.0,4.0,6.0,146.0,0,32.0,24.3,432
DeAndrew White,SFO,24,WR,4,0,1.0,4.0,0,4.0,4.0,6.0,142.0,0,30.0,23.7,164
Travaris Cadet,3TM,26,RB,7,1,1.0,1.0,0,1.0,1.0,3.0,94.0,0,38.0,31.3,337
Walt Powell,BUF,24,WR,2,0,1.0,16.0,0,16.0,16.0,3.0,77.0,0,32.0,25.7,93
Kenjon Barner,PHI,26,RB,10,0,1.0,-3.0,0,-3.0,-3.0,1.0,10.0,0,10.0,10.0,153
Patrick Chung,NWE,28,SS,15,14,1.0,4.0,0,4.0,4.0,1.0,17.0,0,17.0,17.0,21
Daren Bates,STL,25,LB,15,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Jairus Byrd,NOR,29,FS,13,12,1.0,1.0,0,1.0,1.0,,,0,,,26
Bryce Callahan,CHI,24,DB,9,3,1.0,34.0,0,34.0,34.0,,,0,,,34
Cody Davis,STL,26,DB,16,0,1.0,4.0,0,4.0,4.0,,,0,,,24
Eric Decker,NYJ,28,WR,15,13,1.0,11.0,0,11.0,11.0,,,0,,,1038
Corey Fuller,DET,25,WR,12,0,1.0,0.0,0,0.0,0.0,,,0,,,76
Jackrabbit Jenkins,STL,27,RCB,15,15,1.0,5.0,0,5.0,5.0,,,0,,,5
Shiloh Keo,DEN,28,DB,4,0,1.0,6.0,0,6.0,6.0,,,0,,,28
Craig Mager,SDG,23,DB,10,2,1.0,2.0,0,2.0,2.0,,,0,,,2
Dean Marlowe,CAR,23,DB,4,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Rishard Matthews,MIA,26,WR,11,11,1.0,9.0,0,9.0,9.0,,,0,,,675
Eddie Royal,CHI,29,WR,9,9,1.0,16.0,0,16.0,16.0,,,0,,,253
Richard Sherman*,SEA,27,LCB,16,16,1.0,64.0,0,64.0,64.0,,,0,,,94
Corey White,2TM,25,DB,10,1,1.0,0.0,0,0.0,0.0,,,0,,,0
Tramon Williams,CLE,32,RCB,15,15,1.0,1.0,0,1.0,1.0,,,0,,,3
Ameer Abdullah,DET,22,RB,16,9,,,0,,,37.0,1077.0,0,104.0,29.1,1857
Cordarrelle Patterson,MIN,24,WR,16,1,,,0,,,32.0,1019.0,2,101.0,31.8,1044
Taiwan Jones,OAK,27,RB,12,0,,,0,,,31.0,829.0,0,70.0,26.7,1009
Rashad Ross,WAS,25,WR,13,0,,,0,,,28.0,684.0,1,101.0,24.4,868
Benny Cunningham,STL,25,RB,16,1,,,0,,,25.0,714.0,0,102.0,28.6,1104
Knile Davis,KAN,24,RB,14,0,,,0,,,24.0,603.0,0,54.0,25.1,699
David Johnson,ARI,24,RB,16,5,,,0,,,22.0,598.0,1,108.0,27.2,1636
Josh Huff,PHI,24,WR,15,4,,,0,,,21.0,498.0,0,49.0,23.7,810
Damien Williams,MIA,23,RB,16,0,,,0,,,21.0,457.0,0,37.0,21.8,658
Raheem Mostert,3TM,23,RB,11,0,,,0,,,19.0,530.0,0,53.0,27.9,530
Antonio Cromartie,NYJ,31,LCB,15,15,,,0,,,15.0,377.0,0,54.0,25.1,377
Dri Archer,PIT,24,WR,8,0,,,0,,,14.0,354.0,0,38.0,25.3,354
Jeff Janis,GNB,24,WR,16,0,,,0,,,14.0,406.0,0,70.0,29.0,485
Deonte Thompson,CHI,26,WR,7,0,,,0,,,14.0,409.0,0,74.0,29.2,490
Shane Vereen,NYG,26,RB,16,0,,,0,,,14.0,321.0,0,46.0,22.9,1075
Justin Gilbert,CLE,24,DB,9,1,,,0,,,12.0,339.0,0,40.0,28.3,339
Tre McBride,TEN,23,WR,7,0,,,0,,,10.0,190.0,0,31.0,19.0,206
Zac Stacy,NYJ,24,RB,8,0,,,0,,,10.0,204.0,0,31.0,20.4,358
Bishop Sankey,TEN,23,RB,13,3,,,0,,,9.0,192.0,0,34.0,21.3,524
Fozzy Whittaker,CAR,26,RB,15,1,,,0,,,9.0,209.0,0,33.0,23.2,381
Corey Grant,JAX,24,RB,6,0,,,0,,,8.0,220.0,0,42.0,27.5,235
Branden Oliver,SDG,24,RB,8,1,,,0,,,8.0,197.0,0,30.0,24.6,417
Joe Webb,CAR,29,WR,16,0,,,0,,,8.0,178.0,0,27.0,22.3,191
Kerwynn Williams,ARI,24,RB,6,0,,,0,,,8.0,126.0,0,24.0,15.8,284
Andre Caldwell,DEN,30,WR,14,0,,,0,,,7.0,162.0,0,29.0,23.1,237
Darius Jennings,CLE,23,WR,4,1,,,0,,,7.0,158.0,0,28.0,22.6,275
Ty Montgomery,GNB,22,WR,6,3,,,0,,,7.0,218.0,0,46.0,31.1,368
Quinton Patton,SFO,25,WR,16,4,,,0,,,7.0,157.0,0,35.0,22.4,556
Andre Roberts,WAS,27,WR,9,0,,,0,,,7.0,231.0,1,99.0,33.0,366
C.J. Spiller,NOR,28,RB,13,2,,,0,,,7.0,149.0,0,26.0,21.3,500
Tyler Varga,IND,22,RB,3,0,,,0,,,6.0,151.0,0,30.0,25.2,171
Shaun Draughn,2TM,28,RB,11,6,,,0,,,5.0,106.0,0,31.0,21.2,555
Percy Harvin,BUF,27,WR,5,5,,,0,,,5.0,108.0,0,25.0,21.6,357
Markus Wheaton,PIT,24,WR,16,8,,,0,,,5.0,105.0,0,28.0,21.0,854
Jeff Cumberland,NYJ,28,TE,15,6,,,0,,,4.0,50.0,0,17.0,12.5,127
Anthony Dixon,BUF,28,RB,16,1,,,0,,,4.0,59.0,0,17.0,14.8,147
Roy Helu,OAK,27,RB,9,0,,,0,,,4.0,85.0,0,37.0,21.3,199
Dan Herron,2TM,26,RB,10,0,,,0,,,4.0,92.0,0,28.0,23.0,218
Cedric Peerman*,CIN,29,RB,16,0,,,0,,,4.0,44.0,0,20.0,11.0,44
Zach Line,MIN,25,RB,16,5,,,0,,,3.0,43.0,0,23.0,14.3,148
Marlon Moore,CLE,28,WR,14,2,,,0,,,3.0,77.0,0,29.0,25.7,158
Isaiah Pead,STL,26,RB,2,0,,,0,,,3.0,63.0,0,22.0,21.0,66
Chris Thompson,WAS,25,RB,13,0,,,0,,,3.0,63.0,0,36.0,21.0,519
Michael Williams,NWE,25,TE,15,9,,,0,,,3.0,18.0,0,10.0,6.0,44
Jared Abbrederis,GNB,25,WR,10,0,,,0,,,2.0,52.0,0,30.0,26.0,163
Joe Banyard,JAX,27,RB,5,0,,,0,,,2.0,21.0,0,13.0,10.5,21
Ka'Deem Carey,CHI,23,RB,11,1,,,0,,,2.0,38.0,0,22.0,19.0,216
Riley Cooper,PHI,28,WR,16,13,,,0,,,2.0,28.0,0,16.0,14.0,355
Kellen Davis,NYJ,30,TE,16,9,,,0,,,2.0,24.0,0,13.0,12.0,42
Quintin Demps,HOU,30,SS,14,13,,,0,,,2.0,46.0,0,23.0,23.0,79
Ed Dickson,CAR,28,TE,16,11,,,0,,,2.0,1.0,0,1.0,0.5,179
Jack Doyle,IND,25,TE,16,2,,,0,,,2.0,22.0,0,12.0,11.0,94
Donteea Dye,TAM,22,WR,10,5,,,0,,,2.0,37.0,0,19.0,18.5,169
Marquise Goodwin,BUF,25,WR,2,0,,,0,,,2.0,33.0,0,19.0,16.5,57
Michael Hoomanawanui,2TM,27,TE,14,8,,,0,,,2.0,19.0,0,16.0,9.5,95
LaMichael James,MIA,26,RB,1,0,,,0,,,2.0,54.0,0,29.0,27.0,54
Duke Johnson,CLE,22,RB,16,7,,,0,,,2.0,52.0,0,30.0,26.0,965
Abry Jones,JAX,24,DT,15,0,,,0,,,2.0,0.0,0,0.0,0.0,0
Reshad Jones*,MIA,27,FS,16,16,,,0,,,2.0,43.0,0,25.0,21.5,156
John Kuhn*,GNB,33,RB,16,6,,,0,,,2.0,9.0,0,9.0,4.5,93
Devin McCourty,NWE,28,FS,14,14,,,0,,,2.0,0.0,0,0.0,0.0,27
Chris Owusu,NYJ,25,WR,3,2,,,0,,,2.0,58.0,0,30.0,29.0,138
Tyler Patmon,2TM,24,DB,13,2,,,0,,,2.0,26.0,0,20.0,13.0,26
John Phillips,SDG,28,TE,16,5,,,0,,,2.0,18.0,0,13.0,9.0,87
Marcel Reece,OAK,30,RB,15,7,,,0,,,2.0,32.0,0,18.0,16.0,337
Chase Reynolds,STL,28,RB,12,0,,,0,,,2.0,9.0,0,9.0,4.5,9
Seth Roberts,OAK,24,WR,16,5,,,0,,,2.0,47.0,0,24.0,23.5,527
Denard Robinson,JAX,25,WR,13,3,,,0,,,2.0,54.0,0,31.0,27.0,484
Khiry Robinson,NOR,26,RB,8,0,,,0,,,2.0,33.0,0,19.0,16.5,328
Anthony Sherman,KAN,27,RB,16,2,,,0,,,2.0,20.0,0,11.0,10.0,54
Jay Ajayi,MIA,22,RB,9,0,,,0,,,1.0,20.0,0,20.0,20.0,297
Seyi Ajirotutu,PHI,28,WR,13,0,,,0,,,1.0,0.0,0,0.0,0.0,4
Colt Anderson,IND,30,DB,14,1,,,0,,,1.0,5.0,0,5.0,5.0,4
Antonio Andrews,TEN,23,RB,14,10,,,0,,,1.0,13.0,0,13.0,13.0,707
Stedman Bailey,STL,25,WR,8,3,,,0,,,1.0,28.0,0,28.0,28.0,210
Joique Bell,DET,29,RB,13,5,,,0,,,1.0,11.0,0,11.0,11.0,608
Giovani Bernard,CIN,24,RB,16,1,,,0,,,1.0,6.0,0,6.0,6.0,1214
Kapri Bibbs,DEN,22,RB,1,0,,,0,,,1.0,15.0,0,15.0,15.0,15
Robert Blanton,MIN,26,DB,16,1,,,0,,,1.0,27.0,0,27.0,27.0,27
Nick Boyle,BAL,22,TE,11,2,,,0,,,1.0,10.0,0,10.0,10.0,163
Tyvon Branch,KAN,29,DB,16,1,,,0,,,1.0,2.0,0,2.0,2.0,113
Chris Conley,KAN,23,WR,16,5,,,0,,,1.0,14.0,0,14.0,14.0,213
Thomas Davis*+,CAR,32,RLB,16,16,,,0,,,1.0,3.0,0,3.0,3.0,25
Tyeler Davison,NOR,23,RDT,16,5,,,0,,,1.0,10.0,0,10.0,10.0,10
Stefon Diggs,MIN,22,WR,13,9,,,0,,,1.0,22.0,0,22.0,22.0,755
Patrick DiMarco*,ATL,26,RB,16,8,,,0,,,1.0,19.0,0,19.0,19.0,129
Ben Edwards,NYG,23,WR,2,0,,,0,,,1.0,20.0,0,20.0,20.0,29
Kyle Emanuel,SDG,24,LB,15,3,,,0,,,1.0,1.0,0,1.0,1.0,1
Zach Ertz,PHI,25,TE,15,7,,,0,,,1.0,9.0,0,9.0,9.0,862
Jerome Felton,BUF,29,RB,16,8,,,0,,,1.0,5.0,0,5.0,5.0,19
Rob Gronkowski*+,NWE,26,TE,15,15,,,0,,,1.0,5.0,0,5.0,5.0,1181
Mark Herzlich,NYG,28,LB,16,3,,,0,,,1.0,6.0,0,6.0,6.0,6
Josh Hill,NOR,25,TE,16,7,,,0,,,1.0,0.0,0,0.0,0.0,120
Akeem Hunt,HOU,22,RB,7,1,,,0,,,1.0,19.0,0,19.0,19.0,154
Danielle Hunter,MIN,21,DE,14,1,,,0,,,1.0,10.0,0,10.0,10.0,10
Rashad Jennings,NYG,30,RB,16,16,,,0,,,1.0,-7.0,0,-7.0,-7.0,1152
Tony Jerod-Eddie,SFO,25,DE,16,0,,,0,,,1.0,11.0,0,11.0,11.0,11
Datone Jones,GNB,25,DE,15,0,,,0,,,1.0,9.0,0,9.0,9.0,9
Kyle Juszczyk,BAL,24,RB,16,11,,,0,,,1.0,7.0,0,7.0,7.0,331
Terrence Magee,BAL,22,RB,4,0,,,0,,,1.0,28.0,0,0.0,28.0,35
Darren McFadden,DAL,28,RB,16,10,,,0,,,1.0,23.0,0,23.0,23.0,1440
T.Y. McGill,IND,23,DT,12,0,,,0,,,1.0,15.0,0,15.0,15.0,15
Jerick McKinnon,MIN,23,RB,16,0,,,0,,,1.0,24.0,0,24.0,24.0,468
Bruce Miller,SFO,28,RB,16,5,,,0,,,1.0,3.0,0,3.0,3.0,152
Donte Moncrief,IND,22,WR,16,10,,,0,,,1.0,5.0,0,5.0,5.0,738
Bilal Powell,NYJ,27,RB,11,2,,,0,,,1.0,20.0,0,20.0,20.0,721
MyCole Pruitt,MIN,23,TE,16,3,,,0,,,1.0,12.0,0,12.0,12.0,101
Trevor Reilly,NYJ,27,LB,15,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Aaron Ripkowski,GNB,23,RB,15,0,,,0,,,1.0,0.0,0,0.0,0.0,18
Jacquizz Rodgers,CHI,25,RB,5,0,,,0,,,1.0,15.0,0,15.0,15.0,66
Mohamed Sanu,CIN,26,WR,16,4,,,0,,,1.0,2.0,0,2.0,2.0,467
Kelvin Sheppard,MIA,27,MLB,16,13,,,0,,,1.0,0.0,0,0.0,0.0,0
Devin Smith,NYJ,23,WR,10,3,,,0,,,1.0,21.0,0,21.0,21.0,136
Lee Smith,OAK,28,TE,15,15,,,0,,,1.0,8.0,0,8.0,8.0,78
Rod Smith,2TM,23,RB,11,0,,,0,,,1.0,26.0,0,26.0,26.0,37
Za'Darius Smith,BAL,23,DE,15,0,,,0,,,1.0,15.0,0,15.0,15.0,15
Devin Street,DAL,24,WR,15,2,,,0,,,1.0,22.0,0,22.0,22.0,136
Pierre Thomas,2TM,31,RB,5,0,,,0,,,1.0,15.0,0,15.0,15.0,163
Kenbrell Thompkins,NYJ,27,WR,7,2,,,0,,,1.0,17.0,0,17.0,17.0,182
Juwan Thompson,DEN,23,RB,15,1,,,0,,,1.0,0.0,0,0.0,0.0,99
Zurlon Tipton,IND,25,RB,10,0,,,0,,,1.0,23.0,0,23.0,23.0,100
Jordan Todman,PIT,25,RB,11,0,,,0,,,1.0,22.0,0,22.0,22.0,44
Mike Tolbert*+,CAR,30,RB,16,3,,,0,,,1.0,8.0,0,8.0,8.0,418
J.C. Tretter,GNB,24,T,16,3,,,0,,,1.0,0.0,0,0.0,0.0,-14
Will Tukuafu,SEA,31,FB,14,1,,,0,,,1.0,16.0,0,16.0,16.0,24
Cassius Vaughn,2TM,28,DB,2,0,,,0,,,1.0,17.0,0,17.0,17.0,17
Zach Vigil,MIA,24,LB,16,2,,,0,,,1.0,6.0,0,6.0,6.0,6
Terron Ward,ATL,23,RB,13,0,,,0,,,1.0,10.0,0,10.0,10.0,178
Spencer Ware,KAN,24,RB,11,2,,,0,,,1.0,14.0,0,14.0,14.0,422
Maxx Williams,BAL,21,TE,14,7,,,0,,,1.0,6.0,0,6.0,6.0,274
Terrance Williams,DAL,26,WR,16,13,,,0,,,1.0,9.0,0,9.0,9.0,849
