Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Calvin Johnson,27.0,DET,16.0,16.0,204.0,122.0,1964.0,16.1,5.0,92.0,55.4,53.0,7.6,122.8,59.8,9.6,3.0,"PB,AP-1,AP OPoY-3"
Brandon Marshall,28.0,CHI,16.0,16.0,192.0,118.0,1508.0,12.8,11.0,74.0,47.9,56.0,7.4,94.3,61.5,7.9,2.0,"PB,AP-1"
Wes Welker,31.0,NWE,16.0,12.0,174.0,118.0,1354.0,11.5,6.0,71.0,56.9,59.0,7.4,84.6,67.8,7.8,3.0,PB
Andre Johnson,31.0,HOU,16.0,16.0,162.0,112.0,1598.0,14.3,4.0,79.0,61.1,60.0,7.0,99.9,69.1,9.9,0.0,"PB,AP-2"
Jason Witten,30.0,DAL,16.0,16.0,147.0,110.0,1039.0,9.4,3.0,56.0,65.3,36.0,6.9,64.9,74.8,7.1,0.0,"PB,AP-2"
Reggie Wayne,34.0,IND,16.0,15.0,195.0,106.0,1355.0,12.8,5.0,73.0,49.2,33.0,6.6,84.7,54.4,6.9,1.0,PB
A.J. Green,24.0,CIN,16.0,16.0,164.0,97.0,1350.0,13.9,11.0,61.0,51.8,73.0,6.1,84.4,59.1,8.2,2.0,"PB,AP-2"
Demaryius Thomas,25.0,DEN,16.0,16.0,143.0,94.0,1434.0,15.3,10.0,60.0,54.5,71.0,5.9,89.6,65.7,10.0,3.0,PB
Tony Gonzalez,36.0,ATL,16.0,16.0,124.0,93.0,930.0,10.0,8.0,65.0,68.5,25.0,5.8,58.1,75.0,7.5,0.0,"PB,AP-1"
Dez Bryant,24.0,DAL,16.0,14.0,138.0,92.0,1382.0,15.0,12.0,54.0,57.2,85.0,5.8,86.4,66.7,10.0,5.0,
Roddy White,31.0,ATL,16.0,15.0,142.0,92.0,1351.0,14.7,7.0,73.0,58.5,59.0,5.8,84.4,64.8,9.5,1.0,
Victor Cruz,26.0,NYG,16.0,16.0,143.0,86.0,1092.0,12.7,10.0,52.0,50.3,80.0,5.4,68.3,60.1,7.6,0.0,PB
Michael Crabtree,25.0,SFO,16.0,16.0,127.0,85.0,1105.0,13.0,9.0,57.0,57.5,49.0,5.3,69.1,66.9,8.7,0.0,
Eric Decker,25.0,DEN,16.0,15.0,122.0,85.0,1064.0,12.5,13.0,53.0,60.7,55.0,5.3,66.5,69.7,8.7,0.0,
Jimmy Graham,26.0,NOR,15.0,9.0,135.0,85.0,982.0,11.6,9.0,59.0,54.8,46.0,5.7,65.5,63.0,7.3,1.0,
Marques Colston,29.0,NOR,16.0,13.0,130.0,83.0,1154.0,13.9,10.0,64.0,62.3,60.0,5.2,72.1,63.8,8.9,4.0,
Randall Cobb,22.0,GNB,15.0,8.0,104.0,80.0,954.0,11.9,8.0,47.0,59.6,39.0,5.3,63.6,76.9,9.2,4.0,
Stevie Johnson,26.0,BUF,16.0,16.0,148.0,79.0,1046.0,13.2,6.0,52.0,47.3,63.0,4.9,65.4,53.4,7.1,1.0,
Julio Jones,23.0,ATL,16.0,15.0,128.0,79.0,1198.0,15.2,10.0,56.0,54.7,80.0,4.9,74.9,61.7,9.4,0.0,PB
Brandon Myers,27.0,OAK,16.0,16.0,105.0,79.0,806.0,10.2,4.0,42.0,57.1,29.0,4.9,50.4,75.2,7.7,0.0,
Darren Sproles,29.0,NOR,13.0,6.0,104.0,75.0,667.0,8.9,7.0,30.0,47.1,44.0,5.8,51.3,72.1,6.4,0.0,
Brian Hartline,26.0,MIA,16.0,15.0,131.0,74.0,1083.0,14.6,1.0,49.0,51.9,80.0,4.6,67.7,56.5,8.3,1.0,
Brandon Lloyd,31.0,NWE,16.0,15.0,131.0,74.0,911.0,12.3,4.0,50.0,51.1,53.0,4.6,56.9,56.5,7.0,0.0,
Steve Smith Sr.,33.0,CAR,16.0,16.0,137.0,73.0,1174.0,16.1,4.0,52.0,46.0,66.0,4.6,73.4,53.3,8.6,1.0,
Vincent Jackson,29.0,TAM,16.0,16.0,147.0,72.0,1384.0,19.2,8.0,61.0,48.3,95.0,4.5,86.5,49.0,9.4,0.0,PB
Larry Fitzgerald,29.0,ARI,16.0,16.0,156.0,71.0,798.0,11.2,4.0,45.0,34.6,37.0,4.4,49.9,45.5,5.1,0.0,PB
Heath Miller,30.0,PIT,15.0,15.0,101.0,71.0,816.0,11.5,8.0,44.0,58.4,43.0,4.7,54.4,70.3,8.1,0.0,PB
Jeremy Maclin,24.0,PHI,15.0,15.0,122.0,69.0,857.0,12.4,7.0,37.0,42.6,70.0,4.6,57.1,56.6,7.0,1.0,
Greg Olsen,27.0,CAR,16.0,16.0,104.0,69.0,843.0,12.2,5.0,44.0,54.8,47.0,4.3,52.7,66.3,8.1,0.0,
Miles Austin,28.0,DAL,16.0,15.0,119.0,66.0,943.0,14.3,6.0,49.0,50.4,49.0,4.1,58.9,55.5,7.9,1.0,
Antonio Brown,24.0,PIT,13.0,10.0,106.0,66.0,787.0,11.9,5.0,43.0,51.9,60.0,5.1,60.5,62.3,7.4,4.0,
Anquan Boldin,32.0,BAL,15.0,15.0,112.0,65.0,921.0,14.2,4.0,45.0,50.9,43.0,4.3,61.4,58.0,8.2,0.0,
Lance Moore,29.0,NOR,15.0,7.0,104.0,65.0,1041.0,16.0,6.0,55.0,59.6,51.0,4.3,69.4,62.5,10.0,0.0,
Justin Blackmon,22.0,JAX,16.0,14.0,132.0,64.0,865.0,13.5,5.0,41.0,43.9,81.0,4.0,54.1,48.5,6.6,1.0,
Jermaine Gresham,24.0,CIN,16.0,15.0,94.0,64.0,737.0,11.5,5.0,33.0,51.1,55.0,4.0,46.1,68.1,7.8,2.0,PB
James Jones,28.0,GNB,16.0,16.0,98.0,64.0,784.0,12.3,14.0,45.0,57.1,49.0,4.0,49.0,65.3,8.0,0.0,
