Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Jeremy Shockey*,NYG,26,TE,15,15,,7,,,,,,7,,,,,,,,,42,2.8
Roy Williams*,DET,25,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Shaun Suisham,2TM,25,K,8,0,,,,,,,,,,,0,14,14,9,11,,41,5.1
Marty Booker,MIA,30,WR,14,13,,6,,,,,,6,2,,,,,,,,40,2.9
Chris Cooley,WAS,24,TE,16,16,,6,,,,,,6,1,,,,,,,,38,2.4
Vincent Jackson,SDG,23,WR,16,7,,6,,,,,,6,1,,,,,,,,38,2.4
Santana Moss,WAS,27,WR,14,14,,6,,,,,,6,1,,,,,,,,38,2.7
Kevan Barlow,NYJ,27,RB,12,3,6,,,,,,,6,,,,,,,,,36,3.0
Cedric Benson,CHI,24,RB,15,0,6,,,,,,,6,,,,,,,,,36,2.4
Bernard Berrian,CHI,26,WR,15,14,,6,,,,,,6,,,,,,,,,36,2.4
Desmond Clark,CHI,29,TE,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Laveranues Coles,NYJ,29,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Jerricho Cotchery,NYJ,24,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Braylon Edwards,CLE,23,WR,16,15,,6,,,,,,6,,,,,,,,,36,2.3
Larry Fitzgerald,ARI,23,WR,13,13,,6,,,,,,6,,,,,,,,,36,2.8
Mike Furrey,DET,29,WR,16,14,,6,,,,,,6,,,,,,,,,36,2.3
Terry Glenn,DAL,32,WR,15,14,,6,,,,,,6,,,,,,,,,36,2.4
Ahman Green,GNB,29,RB,14,14,5,1,,,,,,6,,,,,,,,,36,2.6
John Hall,WAS,32,K,5,0,,,,,,,,,,,,9,9,9,11,,36,7.2
Todd Heap,BAL,26,TE,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Devery Henderson,NOR,24,WR,13,7,1,5,,,,,,6,,,,,,,,,36,2.8
Devin Hester*+,CHI,24,PR,16,0,,,3,2,,,1,6,,,,,,,,,36,2.3
Edgerrin James,ARI,28,RB,16,16,6,,,,,,,6,,,,,,,,,36,2.3
Thomas Jones,CHI,28,RB,16,16,6,,,,,,,6,,,,,,,,,36,2.3
Willis McGahee,BUF,25,RB,14,14,6,,,,,,,6,,,,,,,,,36,2.6
Chester Taylor,MIN,27,RB,15,15,6,,,,,,,6,,,,,,,,,36,2.4
Fred Taylor,JAX,30,RB,15,15,5,1,,,,,,6,,,,,,,,,36,2.4
Hines Ward,PIT,30,WR,14,14,,6,,,,,,6,,,,,,,,,36,2.6
Ron Dayne,HOU,28,RB,11,6,5,,,,,,,5,1,,,,,,,,32,2.9
Tony Gonzalez*,KAN,30,TE,15,15,,5,,,,,,5,1,,,,,,,,32,2.1
L.J. Smith,PHI,26,TE,16,15,,5,,,,,,5,1,,,,,,,,32,2.0
Tiki Barber*,NYG,31,RB,16,16,5,,,,,,,5,,,,,,,,,30,1.9
Ladell Betts,WAS,27,RB,16,9,4,1,,,,,,5,,,,,,,,,30,1.9
Ronnie Brown,MIA,25,RB,13,12,5,,,,,,,5,,,,,,,,,30,2.3
Mark Clayton,BAL,24,WR,16,12,,5,,,,,,5,,,,,,,,,30,1.9
Owen Daniels,HOU,24,TE,14,12,,5,,,,,,5,,,,,,,,,30,2.1
Warrick Dunn,ATL,31,RB,16,16,4,1,,,,,,5,,,,,,,,,30,1.9
Cedric Houston,NYJ,24,RB,8,1,5,,,,,,,5,,,,,,,,,30,3.8
Andre Johnson*,HOU,25,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Keyshawn Johnson,CAR,34,WR,16,16,1,4,,,,,,5,,,,,,,,,30,1.9
Eddie Kennison,KAN,33,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Heath Miller,PIT,24,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Muhsin Muhammad,CHI,33,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Dominic Rhodes,IND,27,RB,16,16,5,,,,,,,5,,,,,,,,,30,1.9
Donte' Stallworth,PHI,26,WR,12,11,,5,,,,,,5,,,,,,,,,30,2.5
Troy Brown,NWE,35,WR,16,9,,4,,,,,,4,1,,,,,,,,26,1.6
Reche Caldwell,NWE,27,WR,16,14,,4,,,,,,4,1,,,,,,,,26,1.6
Joe Horn,NOR,34,WR,10,9,,4,,,,,,4,1,,,,,,,,26,2.6
Wali Lundy,HOU,23,RB,14,8,4,,,,,,,4,1,,,,,,,,26,1.9
Jerramy Stevens,SEA,27,TE,11,6,,4,,,,,,4,1,,,,,,,,26,2.4
Nick Novak,WAS,25,K,6,0,,,,,,,,,,,,10,10,5,10,,25,4.2
Chris Baker,NYJ,27,TE,16,14,,4,,,,,,4,,,,,,,,,24,1.5
Anquan Boldin*,ARI,26,WR,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Deion Branch,SEA,27,WR,14,13,,4,,,,,,4,,,,,,,,,24,1.7
Dan Campbell,DET,30,TE,16,11,,4,,,,,,4,,,,,,,,,24,1.5
Chris Chambers,MIA,28,WR,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Dallas Clark,IND,27,TE,12,12,,4,,,,,,4,,,,,,,,,24,2.0
Patrick Crayton,DAL,27,WR,16,7,,4,,,,,,4,,,,,,,,,24,1.5
Kevin Curtis,STL,28,WR,16,1,,4,,,,,,4,,,,,,,,,24,1.5
Reuben Droughns,CLE,28,RB,14,12,4,,,,,,,4,,,,,,,,,24,1.7
Justin Griffith,ATL,26,FB,16,11,1,3,,,,,,4,,,,,,,,,24,1.5
D.J. Hackett,SEA,25,WR,14,5,,4,,,,,,4,,,,,,,,,24,1.7
Bryant Johnson,ARI,25,WR,16,8,,4,,,,,,4,,,,,,,,,24,1.5
Adam Jones,TEN,23,RCB,15,15,,,3,,,1,,4,,,,,,,,,24,1.6
Brandon Jones,TEN,24,WR,16,10,,4,,,,,,4,,,,,,,,,24,1.5
Julius Jones,DAL,25,RB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Matt Jones,JAX,23,WR,14,4,,4,,,,,,4,,,,,,,,,24,1.7
Peyton Manning*,IND,30,QB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Antwaan Randle El,WAS,27,WR,16,16,,3,1,,,,,4,,,,,,,,,24,1.5
Marcus Robinson,MIN,31,WR,10,3,,4,,,,,,4,,,,,,,,,24,2.4
Tony Scheffler,DEN,23,TE,13,5,,4,,,,,,4,,,,,,,,,24,1.8
Marcel Shipp,ARI,28,RB,15,0,4,,,,,,,4,,,,,,,,,24,1.6
Leon Washington,NYJ,24,RB,16,8,4,,,,,,,4,,,,,,,,,24,1.5
Nate Washington,PIT,23,WR,16,2,,4,,,,,,4,,,,,,,,,24,1.5
Reggie Williams,JAX,23,WR,16,14,,4,,,,,,4,,,,,,,,,24,1.5
Drew Bennett,TEN,28,WR,16,15,,3,,,,,,3,1,,,,,,,,20,1.3
Isaac Bruce,STL,34,WR,16,13,,3,,,,,,3,1,,,,,,,,20,1.3
Mike Alstott,TAM,33,FB,16,15,3,,,,,,,3,,,,,,,,,18,1.1
Arnaz Battle,SFO,26,WR,16,15,,3,,,,,,3,,,,,,,,,18,1.1
Mark Bradley,CHI,24,WR,10,0,,3,,,,,,3,,,,,,,,,18,1.8
Antonio Bryant,SFO,25,WR,14,13,,3,,,,,,3,,,,,,,,,18,1.3
Correll Buckhalter,PHI,28,RB,16,1,2,1,,,,,,3,,,,,,,,,18,1.1
Nate Burleson,SEA,25,WR,16,7,,2,1,,,,,3,,,,,,,,,18,1.1
Drew Carter,CAR,25,WR,14,2,,3,,,,,,3,,,,,,,,,18,1.3
Tim Carter,NYG,27,WR,16,8,,2,,,1,,,3,,,,,,,,,18,1.1
Terrance Copper,NOR,24,WR,15,4,,3,,,,,,3,,,,,,,,,18,1.2
Vernon Davis,SFO,22,TE,10,8,,3,,,,,,3,,,,,,,,,18,1.8
Kevin Faulk,NWE,30,RB,15,1,1,2,,,,,,3,,,,,,,,,18,1.2
Malcom Floyd,SDG,25,WR,12,0,,3,,,,,,3,,,,,,,,,18,1.5
DeShaun Foster,CAR,26,RB,14,14,3,,,,,,,3,,,,,,,,,18,1.3
Charlie Frye,CLE,25,QB,13,13,3,,,,,,,3,,,,,,,,,18,1.4
Doug Gabriel,2TM,26,WR,15,5,,3,,,,,,3,,,0,,,,,,18,1.2
Dante Hall,KAN,28,WR,15,0,,2,1,,,,,3,,,,,,,,,18,1.2
Noah Herron,GNB,24,RB,16,0,1,2,,,,,,3,,,,,,,,,18,1.1
Santonio Holmes,PIT,22,WR,16,4,,2,1,,,,,3,,,,,,,,,18,1.1
Chad Jackson,NWE,21,WR,12,1,,3,,,,,,3,,,,,,,,,18,1.5
Greg Jennings,GNB,23,WR,14,11,,3,,,,,,3,,,,,,,,,18,1.3
Joe Jurevicius,CLE,32,WR,13,8,,3,,,,,,3,,,,,,,,,18,1.4
Mike Karney,NOR,25,FB,15,7,1,2,,,,,,3,,,,,,,,,18,1.2
Brandon Manumaleuna,SDG,26,TE,16,7,,3,,,,,,3,,,,,,,,,18,1.1
Randy McMichael,MIA,27,TE,16,16,,3,,,,,,3,,,,,,,,,18,1.1
Billy McMullen,MIN,26,WR,16,0,,2,,,1,,,3,,,,,,,,,18,1.1
Donovan McNabb,PHI,30,QB,10,10,3,,,,,,,3,,,,,,,,,18,1.8
Randy Moss,OAK,29,WR,13,13,,3,,,,,,3,,,,,,,,,18,1.4
Roscoe Parrish,BUF,24,WR,16,1,,2,1,,,,,3,,,,,,,,,18,1.1
Artose Pinner,MIN,28,RB,12,1,3,,,,,,,3,,,,,,,,,18,1.5
Peerless Price,BUF,30,WR,16,15,,3,,,,,,3,,,,,,,,,18,1.1
Robert Royal,BUF,27,TE,16,15,,3,,,,,,3,,,,,,,,,18,1.1
Bo Scaife,TEN,25,TE,14,12,1,2,,,,,,3,,,,,,,,,18,1.3
Alex Smith,TAM,24,TE,14,7,,3,,,,,,3,,,,,,,,,18,1.3
Rod Smith,DEN,36,WR,16,16,,3,,,,,,3,,,,,,,,,18,1.1
Travis Taylor,MIN,28,WR,16,16,,3,,,,,,3,,,,,,,,,18,1.1
Amani Toomer,NYG,32,WR,8,8,,3,,,,,,3,,,,,,,,,18,2.3
Ben Watson,NWE,26,TE,13,13,,3,,,,,,3,,,,,,,,,18,1.4
Daniel Wilcox,BAL,29,TE,14,6,,3,,,,,,3,,,,,,,,,18,1.3
Kris Wilson,KAN,25,FB,16,10,,3,,,,,,3,,,,,,,,,18,1.1
Kellen Winslow,CLE,23,TE,16,16,,3,,,,,,3,,,,,,,,,18,1.1
George Wrighster,JAX,25,TE,16,10,,3,,,,,,3,,,,,,,,,18,1.1
Michael Koenen,ATL,24,P,16,0,,,,,,,,,,,,4,4,3,9,,13,0.8
Stephen Alexander,DEN,31,TE,16,14,,2,,,,,,2,,,,,,,,,12,0.8
Courtney Anderson,OAK,26,TE,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Ronde Barber*,TAM,31,RCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Hank Baskett,PHI,24,WR,16,5,,2,,,,,,2,,,,,,,,,12,0.8
Tatum Bell,DEN,25,RB,13,13,2,,,,,,,2,,,,,,,,,12,0.9
Drew Bledsoe,DAL,34,QB,6,6,2,,,,,,,2,,,,,,,,,12,2.0
Mark Bruener,HOU,34,TE,15,4,,2,,,,,,2,,,,,,,,,12,0.8
David Carr,HOU,27,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Najeh Davenport,PIT,27,RB,13,0,1,1,,,,,,2,,,,,,,,,12,0.9
Rashied Davis,CHI,27,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
T.J. Duckett,WAS,25,RB,10,0,2,,,,,,,2,,,,,,,,,12,1.2
Bryan Fletcher,IND,27,TE,15,3,,2,,,,,,2,,,,,,,,,12,0.8
London Fletcher,BUF,31,MLB,16,16,,,,,1,1,,2,,,,,,,,,12,0.8
John Gilmore,CHI,27,TE,16,3,,2,,,,,,2,,,,,,,,,12,0.8
Daniel Graham,NWE,28,TE,12,11,,2,,,,,,2,,,,,,,,,12,1.0
Quinn Gray,JAX,27,QB,2,0,2,,,,,,,2,,,,,,,,,12,6.0
Steve Heiden,CLE,30,TE,16,6,,2,,,,,,2,,,,,,,,,12,0.8
Ike Hilliard,TAM,30,WR,16,0,,2,,,,,,2,,,,,,,,,12,0.8
Daven Holly,CLE,24,RCB,14,12,,,,,1,1,,2,,,,,,,,,12,0.9
Eric Johnson,SFO,27,TE,13,9,,2,,,,,,2,,,,,,,,,12,0.9
LaMont Jordan,OAK,28,RB,9,8,2,,,,,,,2,,,,,,,,,12,1.3
Jon Kitna,DET,34,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
ReShard Lee,OAK,26,RB,16,3,2,,,,,,,2,,,,,,,,,12,0.8
Byron Leftwich,JAX,26,QB,6,6,2,,,,,,,2,,,,,,,,,12,2.0
Matt Leinart,ARI,23,QB,12,11,2,,,,,,,2,,,,,,,,,12,1.0
Greg Lewis,PHI,26,WR,16,3,,2,,,,,,2,,,,,,,,,12,0.8
Brandon Marshall,DEN,22,WR,15,1,,2,,,,,,2,,,,,,,,,12,0.8
David Martin,GNB,27,TE,11,4,,2,,,,,,2,,,,,,,,,12,1.1
Derrick Mason,BAL,32,WR,16,15,,2,,,,,,2,,,,,,,,,12,0.8
Chris McAlister*,BAL,29,LCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Justin Miller*,NYJ,22,DB,16,4,,,,2,,,,2,,,,,,,,,12,0.8
Mewelde Moore,MIN,24,RB,16,0,,1,1,,,,,2,,,,,,,,,12,0.8
Vernand Morency,2TM,26,RB,14,2,2,,,,,,,2,,,0,,,,,,12,0.9
Ovie Mughelli,BAL,26,FB,16,8,,2,,,,,,2,,,,,,,,,12,0.8
Moran Norris,SFO,28,FB,14,7,,2,,,,,,2,,,,,,,,,12,0.9
Jerious Norwood,ATL,23,RB,14,0,2,,,,,,,2,,,,,,,,,12,0.9
Adrian Peterson,CHI,27,RB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Josh Reed,BUF,26,WR,13,1,,2,,,,,,2,,,,,,,,,12,0.9
Michael Robinson,SFO,23,FB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Ben Roethlisberger,PIT,24,QB,15,15,2,,,,,,,2,,,,,,,,,12,0.8
Matt Schobel,PHI,28,TE,16,4,,2,,,,,,2,,,,,,,,,12,0.8
Alex Smith,SFO,22,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Jason Taylor*+,MIA,32,RDE,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Anthony Thomas,BUF,29,RB,16,2,2,,,,,,,2,,,,,,,,,12,0.8
Ben Troupe,TEN,24,TE,10,9,,2,,,,,,2,,,,,,,,,12,1.2
Michael Turner,SDG,24,RB,13,0,2,,,,,,,2,,,,,,,,,12,0.9
David Tyree,NYG,26,WR,16,1,,2,,,,,,2,,,,,,,,,12,0.8
Michael Vick,ATL,26,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Bobby Wade,TEN,25,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Troy Walters,ARI,30,WR,15,3,,2,,,,,,2,,,,,,,,,12,0.8
DeMarcus Ware*,DAL,24,ROLB,16,16,,,,,1,1,,2,,,,,,,,,12,0.8
Ernest Wilford,JAX,27,WR,16,12,,2,,,,,,2,,,,,,,,,12,0.8
DeAngelo Williams,CAR,23,RB,13,2,1,1,,,,,,2,,,,,,,,,12,0.9
Demetrius Williams,BAL,23,WR,16,0,,2,,,,,,2,,,,,,,,,12,0.8
Adrian Wilson*,ARI,27,SS,16,16,,,,,1,1,,2,,,,,,,,,12,0.8
Ed Reed*+,BAL,28,FS,16,16,,,,,,1,,1,,,,,,,,1,8,0.5
Adalius Thomas*+,BAL,29,LLB/ROLB,16,16,,,,,1,,,1,,,,,,,,1,8,0.5
Victor Adeyanju,STL,23,RDE,12,9,,,,,1,,,1,,,,,,,,,6,0.5
Mike Anderson,BAL,33,RB,16,0,1,,,,,,,1,,,,,,,,,6,0.4
J.J. Arrington,ARI,23,RB,16,0,,,,1,,,,1,,,,,,,,,6,0.4
Nnamdi Asomugha,OAK,25,LCB,15,15,,,,,,1,,1,,,,,,,,,6,0.4
Jason Avant,PHI,23,WR,8,3,,1,,,,,,1,,,,,,,,,6,0.8
Champ Bailey*+,DEN,28,LCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Ron Bartell,STL,24,DB,16,1,,,,,,1,,1,,,,,,,,,6,0.4
Anthony Becht,TAM,29,TE,16,16,,1,,,,,,1,,,,,,,,,6,0.4
Adam Bergen,ARI,23,TE,14,7,,1,,,,,,1,,,,,,,,,6,0.4
Jamaal Branch,NOR,25,RB,1,0,,1,,,,,,1,,,,,,,,,6,6.0
Derrick Brooks*,TAM,33,RLB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Mike Brown,CHI,28,SS,6,6,,,,,1,,,1,,,,,,,,,6,1.0
Sheldon Brown,PHI,27,RCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Tony Brown,2TM,26,DT,13,2,,,,,1,,,1,,,0,,,,,,6,0.5
Shawn Bryson,DET,30,RB,6,1,,1,,,,,,1,,,,,,,,,6,1.0
Keith Bulluck,TEN,29,RLB,16,16,,,,,1,,,1,,,,,,,,,6,0.4
Kevin Burnett,DAL,24,LB,16,0,,,,,,1,,1,,,,,,,,,6,0.4
Dominique Byrd,STL,22,TE,5,0,,1,,,,,,1,,,,,,,,,6,1.2
Chris Carr,OAK,23,DB,16,2,,,,,,1,,1,,,,,,,,,6,0.4
Ran Carthon,IND,25,RB,3,0,1,,,,,,,1,,,,,,,,,6,2.0
Rock Cartwright,WAS,27,FB,16,0,,,,1,,,,1,,,,,,,,,6,0.4
Michael Clayton,TAM,24,WR,12,9,,1,,,,,,1,,,,,,,,,6,0.5
Nate Clements,BUF,27,RCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Trent Cole,PHI,24,LDE/RDE,16,14,,,,,,1,,1,,,,,,,,,6,0.4
Nick Collins,GNB,23,FS,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Ernie Conwell,NOR,34,TE,7,5,,1,,,,,,1,,,,,,,,,6,0.9
Josh Cribbs,CLE,23,WR,16,1,,,,1,,,,1,,,,,,,,,6,0.4
Daunte Culpepper,MIA,29,QB,4,4,1,,,,,,,1,,,,,,,,,6,1.5
Ronald Curry,OAK,27,WR,16,4,,1,,,,,,1,,,,,,,,,6,0.4
Stephen Davis,STL,32,RB,15,0,,1,,,,,,1,,,,,,,,,6,0.4
Curtis DeLoatch,NOR,25,DB,7,0,,,,,,,1,1,,,,,,,,,6,0.9
Patrick Dendy,GNB,24,DB,12,3,,,,,,1,,1,,,,,,,,,6,0.5
Darnell Dinkins,CLE,29,TE,14,2,,1,,,,,,1,,,,,,,,,6,0.4
Tim Dobbins,SDG,24,LB,16,0,,,,,1,,,1,,,,,,,,,6,0.4
Kevin Dockery,NYG,22,DB,14,0,,,,,,1,,1,,,,,,,,,6,0.4
Jeff Dugan,MIN,25,FB,7,7,,1,,,,,,1,,,,,,,,,6,0.9
Bobby Engram,SEA,33,WR,7,6,,1,,,,,,1,,,,,,,,,6,0.9
Heath Evans,NWE,28,FB,16,3,,1,,,,,,1,,,,,,,,,6,0.4
Demarcus Faggins,HOU,27,RCB,11,10,,,,,1,,,1,,,,,,,,,6,0.5
Justin Fargas,OAK,26,RB,16,6,1,,,,,,,1,,,,,,,,,6,0.4
Ciatrick Fason,MIN,24,RB,5,0,1,,,,,,,1,,,,,,,,,6,1.2
Brett Favre,GNB,37,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Robert Ferguson,GNB,27,WR,4,1,,1,,,,,,1,,,,,,,,,6,1.5
Cortland Finnegan,TEN,22,DB,16,2,,,,,1,,,1,,,,,,,,,6,0.4
Jamar Fletcher,DET,27,DB,13,2,,,,,,1,,1,,,,,,,,,6,0.5
Samkon Gado,2TM,24,RB,9,1,1,,,,,,,1,,,0,,,,,,6,0.7
Jabar Gaffney,NWE,26,WR,11,6,,1,,,,,,1,,,,,,,,,6,0.5
Chris Gamble,CAR,23,LCB,15,13,,,,,,1,,1,,,,,,,,,6,0.4
Bryan Gilmore,SFO,28,WR,16,3,,1,,,,,,1,,,,,,,,,6,0.4
Nick Goings,CAR,28,RB,11,0,,1,,,,,,1,,,,,,,,,6,0.5
Derek Hagan,MIA,22,WR,16,0,,1,,,,,,1,,,,,,,,,6,0.4
