Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Micheal Spurlock,TAM,28,WR,12,0,6.0,21.0,0,15.0,3.5,2.0,33.0,0,21.0,16.5,67
Reggie Bush,MIA,26,RB,15,15,6.0,52.0,0,16.0,8.7,,,0,,,1434
Joe McKnight,NYJ,23,RB,15,0,5.0,26.0,0,12.0,5.2,34.0,1073.0,1,107.0,31.6,1372
Bryan McCann,3TM,24,DB,12,0,5.0,42.0,0,17.0,8.4,16.0,440.0,0,91.0,27.5,482
Roscoe Parrish,BUF,29,WR,2,2,5.0,46.0,0,28.0,9.2,,,0,,,62
Jeremy Maclin,PHI,23,WR,13,13,4.0,29.0,0,11.0,7.3,,,0,,,889
Jordan Norwood,CLE,25,WR,14,4,4.0,35.0,0,14.0,8.8,,,0,,,303
Reggie Smith,SFO,25,DB,16,0,4.0,37.0,0,14.0,9.3,,,0,,,48
Clyde Gates,MIA,25,WR,15,0,3.0,32.0,0,17.0,10.7,34.0,843.0,0,77.0,24.8,898
Emmanuel Sanders,PIT,24,WR,11,0,3.0,22.0,0,10.0,7.3,5.0,93.0,0,25.0,18.6,403
Victor Cruz,NYG,25,WR,16,7,3.0,12.0,0,11.0,4.0,,,0,,,1551
Jarett Dillard,JAX,26,WR,14,5,3.0,10.0,0,5.0,3.3,,,0,,,294
Domenik Hixon,NYG,27,WR,2,0,3.0,31.0,0,18.0,10.3,,,0,,,81
Ed Reed*,BAL,33,FS,16,16,3.0,29.0,0,16.0,9.7,,,0,,,54
Kevin Ogletree,DAL,24,WR,14,1,2.0,35.0,0,25.0,17.5,6.0,114.0,0,25.0,19.0,316
Kyle Williams,SFO,23,WR,13,1,2.0,41.0,0,36.0,20.5,4.0,104.0,0,33.0,26.0,418
Andre Roberts,ARI,23,WR,16,16,2.0,-3.0,0,0.0,-1.5,2.0,33.0,0,21.0,16.5,643
Chris Carr,BAL,28,DB,9,1,2.0,15.0,0,8.0,7.5,1.0,20.0,0,20.0,20.0,35
Kevin Faulk,NWE,35,RB,7,3,2.0,11.0,0,7.0,5.5,,,0,,,102
Adam Jones,CIN,28,RCB,8,7,2.0,67.0,0,63.0,33.5,0.0,-12.0,0,-12.0,,55
Antrel Rolle,NYG,29,FS,16,16,2.0,4.0,0,3.0,2.0,,,0,,,3
Greg Salas,STL,23,WR,6,0,2.0,29.0,0,29.0,14.5,,,0,,,301
Quinn Porter,STL,25,RB,12,0,1.0,1.0,0,1.0,1.0,25.0,554.0,0,32.0,22.2,555
Antonio Cromartie,NYJ,27,RCB,16,16,1.0,0.0,0,0.0,0.0,17.0,417.0,0,46.0,24.5,523
Johnny Knox,CHI,25,WR,14,11,1.0,9.0,0,9.0,9.0,15.0,397.0,0,56.0,26.5,1133
Matt Willis,DEN,27,WR,16,0,1.0,0.0,0,0.0,0.0,8.0,163.0,0,29.0,20.4,430
LaQuan Williams,BAL,23,WR,12,0,1.0,0.0,0,0.0,0.0,5.0,109.0,0,37.0,21.8,155
Earl Bennett,CHI,24,WR,11,4,1.0,7.0,0,7.0,7.0,1.0,9.0,0,9.0,9.0,397
Niles Paul,WAS,22,WR,13,2,1.0,0.0,0,0.0,0.0,1.0,15.0,0,15.0,15.0,47
Danny Amendola,STL,26,WR,1,1,1.0,0.0,0,0.0,0.0,,,0,,,45
Darryl Blackstock,OAK,28,LB,16,1,1.0,0.0,0,0.0,0.0,,,0,,,0
Jalil Brown,KAN,24,DB,14,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Jarrett Bush,GNB,27,DB,16,2,1.0,0.0,0,0.0,0.0,,,0,,,39
Tommie Campbell,TEN,24,DB,15,0,1.0,0.0,0,0.0,0.0,0.0,84.0,1,84.0,,84
Antoine Cason,SDG,25,RCB,16,14,1.0,17.0,0,17.0,17.0,,,0,,,86
Dominique Franks,ATL,24,DB,14,4,1.0,0.0,0,0.0,0.0,,,0,,,0
Andre' Goodman,DEN,33,RCB,16,16,1.0,0.0,0,0.0,0.0,,,0,,,46
Jesse Holley,DAL,27,WR,16,0,1.0,15.0,0,15.0,15.0,,,0,,,184
Trindon Holliday,HOU,25,WR,1,0,1.0,0.0,0,0.0,0.0,,,0,,,0
T.J. Houshmandzadeh,OAK,34,WR,9,0,1.0,0.0,0,0.0,0.0,,,0,,,146
Shiloh Keo,HOU,24,DB,10,0,1.0,11.0,0,11.0,11.0,,,0,,,11
Curtis Marsh,PHI,23,DB,7,0,1.0,-5.0,0,0.0,-5.0,,,0,,,-5
Brandon McDonald,DET,26,DB,13,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Sabby Piscitelli,KAN,28,S,16,2,1.0,0.0,0,0.0,0.0,,,0,,,0
Steve Smith,PHI,26,WR,9,1,1.0,0.0,0,0.0,0.0,,,0,,,124
Golden Tate,SEA,23,WR,16,5,1.0,0.0,0,0.0,0.0,,,0,,,396
LaRod Stephens-Howling,ARI,24,RB,14,1,,,0,,,36.0,857.0,0,37.0,23.8,1258
Richard Goodman,SDG,24,WR,16,0,,,0,,,34.0,936.0,1,105.0,27.5,936
Dion Lewis,PHI,21,RB,15,0,,,0,,,31.0,669.0,0,33.0,21.6,768
Deji Karim,JAX,25,RB,12,0,,,0,,,27.0,652.0,0,37.0,24.1,902
Devin Thomas,NYG,25,WR,16,0,,,0,,,25.0,607.0,0,40.0,24.3,644
Jerious Norwood,STL,28,RB,9,0,,,0,,,24.0,611.0,0,47.0,25.5,672
Kealoha Pilares,CAR,23,WR,12,0,,,0,,,23.0,590.0,1,101.0,25.7,590
Sammie Stroughter,TAM,25,WR,6,0,,,0,,,20.0,540.0,0,78.0,27.0,592
Danny Woodhead,NWE,26,RB,15,4,,,0,,,20.0,437.0,0,37.0,21.9,945
Lorenzo Booker,MIN,27,RB,15,0,,,0,,,19.0,450.0,0,68.0,23.7,584
David Reed,BAL,24,WR,11,0,,,0,,,18.0,534.0,0,77.0,29.7,550
Percy Harvin,MIN,23,WR,16,14,,,0,,,16.0,520.0,1,104.0,32.5,1832
Brad Smith,BUF,28,WR,15,5,,,0,,,15.0,282.0,0,28.0,18.8,609
DuJuan Harris,JAX,23,RB,5,0,,,0,,,14.0,308.0,0,35.0,22.0,354
A.J. Jefferson,ARI,23,LCB,16,7,,,0,,,14.0,356.0,0,51.0,25.4,373
Da'Rel Scott,NYG,23,RB,11,0,,,0,,,14.0,341.0,0,38.0,24.4,370
Danieal Manning,HOU,29,FS,13,13,,,0,,,13.0,356.0,0,46.0,27.4,378
Justin Rogers,BUF,23,DB,13,1,,,0,,,13.0,373.0,0,54.0,28.7,388
Jacoby Ford,OAK,24,WR,8,3,,,0,,,11.0,341.0,1,101.0,31.0,651
Mike Goodson,CAR,24,RB,4,0,,,0,,,11.0,250.0,0,31.0,22.7,254
Sherrick McManis,HOU,24,DB,9,0,,,0,,,10.0,205.0,0,45.0,20.5,205
Tom Zbikowski,BAL,26,DB,14,4,,,0,,,9.0,209.0,0,30.0,23.2,209
Jerrel Jernigan,NYG,22,WR,8,0,,,0,,,8.0,186.0,0,31.0,23.3,186
Taiwan Jones,OAK,23,RB,10,0,,,0,,,8.0,165.0,0,46.0,20.6,263
Felix Jones,DAL,24,RB,12,8,,,0,,,7.0,186.0,0,69.0,26.6,982
Stevan Ridley,NWE,22,RB,16,2,,,0,,,7.0,152.0,0,32.0,21.7,606
Cassius Vaughn,DEN,24,DB,9,3,,,0,,,7.0,210.0,0,67.0,30.0,265
Kendall Hunter,SFO,23,RB,16,1,,,0,,,6.0,156.0,0,43.0,26.0,824
Quintin Demps,HOU,26,DB,9,0,,,0,,,5.0,169.0,0,50.0,33.8,216
Owen Marecic,CLE,23,RB,14,4,,,0,,,4.0,46.0,0,13.0,11.5,85
Matthew Slater*,NWE,26,WR,16,3,,,0,,,4.0,68.0,0,22.0,17.0,114
Josh Baker,NYJ,25,TE,11,0,,,0,,,3.0,60.0,0,29.0,20.0,87
Rock Cartwright,OAK,32,FB,15,0,,,0,,,3.0,15.0,0,14.0,5.0,84
Marcus Gilchrist,SDG,23,DB,14,4,,,0,,,3.0,46.0,0,20.0,15.3,108
Jacob Hester,SDG,26,RB,16,3,,,0,,,3.0,71.0,0,24.0,23.7,209
Buster Skrine,CLE,22,DB,16,0,,,0,,,3.0,72.0,0,32.0,24.0,77
Steve Slaton,2TM,25,RB,6,0,,,0,,,3.0,85.0,0,42.0,28.3,172
Mike Adams,CLE,30,SS,16,16,,,0,,,2.0,42.0,0,30.0,21.0,75
Kahlil Bell,CHI,25,RB,13,3,,,0,,,2.0,45.0,0,25.0,22.5,515
Tyvon Branch,OAK,25,SS,16,16,,,0,,,2.0,31.0,0,16.0,15.5,31
Curtis Brinkley,SDG,26,RB,10,1,,,0,,,2.0,34.0,0,22.0,17.0,176
Ronnie Brown,PHI,30,RB,16,2,,,0,,,2.0,28.0,0,25.0,14.0,164
John Conner,NYJ,24,FB,16,8,,,0,,,2.0,29.0,0,18.0,14.5,82
Rashied Davis,DET,32,WR,11,0,,,0,,,2.0,34.0,0,18.0,17.0,97
Donald Driver,GNB,36,WR,16,15,,,0,,,2.0,5.0,0,5.0,2.5,450
Jeremy Horne,KAN,25,WR,9,0,,,0,,,2.0,44.0,0,24.0,22.0,49
Vonta Leach*+,BAL,30,FB,16,16,,,0,,,2.0,29.0,0,15.0,14.5,133
DeMarco Murray,DAL,23,RB,13,7,,,0,,,2.0,36.0,0,22.0,18.0,1116
Logan Paulsen,WAS,24,TE,16,6,,,0,,,2.0,7.0,0,7.0,3.5,145
John Phillips,DAL,24,TE,16,7,,,0,,,2.0,26.0,0,16.0,13.0,127
Jordan Pugh,CAR,23,DB,12,1,,,0,,,2.0,51.0,0,28.0,25.5,51
Dominique Rodgers-Cromartie,PHI,25,DB,13,3,0.0,-2.0,0,-2.0,,2.0,52.0,0,29.0,26.0,50
Brandon Saine,GNB,23,RB,8,0,,,0,,,2.0,40.0,0,20.0,20.0,178
Matt Spaeth,CHI,28,TE,15,8,,,0,,,2.0,14.0,0,7.0,7.0,64
Danny Ware,NYG,26,RB,16,1,,,0,,,2.0,17.0,0,17.0,8.5,350
Kyle Adams,CHI,23,TE,8,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Armando Allen,CHI,22,RB,2,0,,,0,,,1.0,17.0,0,17.0,17.0,65
Anthony Armstrong,WAS,28,WR,14,2,,,0,,,1.0,28.0,0,28.0,28.0,150
Allen Bailey,KAN,22,DE,16,0,,,0,,,1.0,4.0,0,4.0,4.0,4
Doug Baldwin,SEA,23,WR,16,1,,,0,,,1.0,37.0,0,37.0,37.0,823
Lance Ball,DEN,26,RB,16,0,,,0,,,1.0,9.0,0,9.0,9.0,559
Dezmon Briscoe,TAM,22,WR,16,2,,,0,,,1.0,12.0,0,12.0,12.0,399
Dominique Byrd,2TM,27,TE,3,0,,,0,,,1.0,10.0,0,10.0,10.0,10
James Casey,HOU,27,FB,14,7,,,0,,,1.0,0.0,0,0.0,0.0,271
Mike Caussin,BUF,24,TE,6,2,,,0,,,1.0,12.0,0,12.0,12.0,53
Nate Clements,CIN,32,LCB,15,15,,,0,,,1.0,4.0,0,4.0,4.0,9
Tyler Clutts,CHI,27,FB,16,8,,,0,,,1.0,9.0,0,9.0,9.0,57
Jed Collins,NOR,25,FB,16,11,,,0,,,1.0,7.0,0,7.0,7.0,61
Riley Cooper,PHI,24,WR,16,3,,,0,,,1.0,16.0,0,16.0,16.0,331
Terrance Copper,KAN,29,WR,16,2,,,0,,,1.0,12.0,0,12.0,12.0,126
Jerricho Cotchery,PIT,29,WR,13,0,,,0,,,1.0,19.0,0,19.0,19.0,259
Tom Crabtree,GNB,26,TE,16,9,,,0,,,1.0,11.0,0,11.0,11.0,49
Tim Crowder,TAM,26,DE,10,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Ryan D'Imperio,MIN,24,LB,12,1,,,0,,,1.0,6.0,0,6.0,6.0,13
Daniel Fells,DEN,28,TE,16,15,,,0,,,1.0,20.0,0,20.0,20.0,276
Andre Fluellen,DET,26,DT,13,0,,,0,,,1.0,6.0,0,6.0,6.0,6
Justin Forsett,SEA,26,RB,16,0,,,0,,,1.0,11.0,0,11.0,11.0,284
Everson Griffen,MIN,24,DE,16,0,,,0,,,1.0,7.0,0,7.0,7.0,16
Rob Gronkowski*+,NWE,22,TE,16,16,,,0,,,1.0,11.0,0,11.0,11.0,1340
Lex Hilliard,MIA,27,RB,16,4,,,0,,,1.0,14.0,0,14.0,14.0,104
Sam Hurd,CHI,26,WR,12,0,,,0,,,1.0,24.0,0,24.0,24.0,135
Henry Hynoski,NYG,23,RB,11,4,,,0,,,1.0,15.0,0,15.0,15.0,98
Edgar Jones,BAL,27,DE,9,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Pat Lee,GNB,27,DB,16,0,,,0,,,1.0,-1.0,0,0.0,-1.0,-1
Sean Lissemore,DAL,24,NT,16,0,,,0,,,1.0,38.0,0,38.0,38.0,38
Mossis Madu,TAM,24,RB,9,0,,,0,,,1.0,0.0,0,0.0,0.0,127
Devin McCourty,NWE,24,LCB,14,14,,,0,,,1.0,24.0,0,24.0,24.0,62
Garrett McIntyre,NYJ,27,LB,13,3,,,0,,,1.0,0.0,0,0.0,0.0,0
Mewelde Moore,PIT,29,RB,12,0,,,0,,,1.0,10.0,0,10.0,10.0,271
Maurice Morris,DET,32,RB,16,5,,,0,,,1.0,15.0,0,15.0,15.0,561
Matthew Mulligan,NYJ,26,TE,16,9,,,0,,,1.0,20.0,0,20.0,20.0,78
Haruki Nakamura,BAL,25,DB,15,0,,,0,,,1.0,8.0,0,8.0,8.0,8
Rob Ninkovich,NWE,27,LLB,16,16,,,0,,,1.0,10.0,0,10.0,10.0,40
Montell Owens*,JAX,27,RB,13,0,,,0,,,1.0,13.0,0,13.0,13.0,54
Cedric Peerman,CIN,25,RB,15,0,,,0,,,1.0,10.0,0,10.0,10.0,25
Zack Pianalto,TAM,22,TE,13,0,,,0,,,1.0,0.0,0,0.0,0.0,40
Zach Potter,JAX,25,TE,15,7,,,0,,,1.0,0.0,0,0.0,0.0,50
Isaac Redman,PIT,27,RB,16,1,,,0,,,1.0,18.0,0,18.0,18.0,575
Darrelle Revis*+,NYJ,26,LCB,16,16,,,0,,,1.0,3.0,0,3.0,3.0,187
Bernard Scott,CIN,27,RB,16,1,,,0,,,1.0,26.0,0,26.0,26.0,444
Mike Sellers,WAS,36,FB,12,0,,,0,,,1.0,15.0,0,15.0,15.0,30
Eugene Sims,STL,25,LB,16,0,,,0,,,1.0,10.0,0,10.0,10.0,10
Torrey Smith,BAL,22,WR,16,14,,,0,,,1.0,24.0,0,24.0,24.0,904
Kory Sperry,SDG,26,TE,16,4,,,0,,,1.0,13.0,0,13.0,13.0,45
Pierre Thomas,NOR,27,RB,16,7,,,0,,,1.0,15.0,0,15.0,15.0,1002
Patrick Turner,NYJ,24,WR,15,1,,,0,,,1.0,-1.0,0,-1.0,-1.0,95
Kyle Wilson,NYJ,24,DB,16,6,,,0,,,1.0,17.0,0,17.0,17.0,30
Charles Woodson*+,GNB,35,LCB,15,15,,,0,,,1.0,9.0,0,9.0,9.0,71
