Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Devin Hester*+,CHI,24,PR,16,0,47.0,600.0,3,84.0,12.8,20.0,528.0,2,96.0,26.4,1128
Wes Welker,MIA,25,WR,16,2,41.0,378.0,0,47.0,9.2,48.0,1064.0,0,46.0,22.2,2129
Charles Woodson,GNB,30,LCB,16,16,41.0,363.0,0,40.0,8.9,1.0,10.0,0,10.0,10.0,434
Antwaan Randle El,WAS,27,WR,16,16,39.0,342.0,1,87.0,8.8,,,0,,,811
Allen Rossum,ATL,31,RCB,16,6,37.0,288.0,0,41.0,7.8,46.0,1082.0,0,51.0,23.5,1370
Eric Parker,SDG,27,WR,15,12,37.0,331.0,0,50.0,8.9,2.0,19.0,0,12.0,9.5,1028
Mewelde Moore,MIN,24,RB,16,0,36.0,365.0,1,71.0,10.1,1.0,25.0,0,25.0,25.0,995
Chris Gamble,CAR,23,LCB,15,13,36.0,185.0,0,24.0,5.1,,,0,,,216
Chris Carr,OAK,23,DB,16,2,35.0,216.0,0,35.0,6.2,69.0,1762.0,0,50.0,25.5,2078
Nate Burleson,SEA,25,WR,16,7,34.0,322.0,1,90.0,9.5,26.0,643.0,0,50.0,24.7,1157
Adam Jones,TEN,23,RCB,15,15,34.0,440.0,3,90.0,12.9,20.0,521.0,0,70.0,26.1,1131
Alvin Pearman,JAX,24,RB,13,0,32.0,283.0,0,29.0,8.8,3.0,56.0,0,22.0,18.7,440
Roscoe Parrish,BUF,24,WR,16,1,32.0,364.0,1,82.0,11.4,,,0,,,702
Kevin Faulk,NWE,30,RB,15,1,31.0,330.0,0,43.0,10.6,17.0,364.0,0,31.0,21.4,1173
Chad Morton,NYG,29,RB,15,0,29.0,268.0,0,38.0,9.2,31.0,670.0,0,51.0,21.6,960
B.J. Sams,BAL,26,RB,12,0,29.0,307.0,0,65.0,10.6,30.0,772.0,0,72.0,25.7,1079
Eddie Drummond,DET,26,WR,14,0,28.0,296.0,0,40.0,10.6,62.0,1349.0,0,65.0,21.8,1659
Reggie Bush,NOR,21,RB,16,8,28.0,216.0,1,65.0,7.7,,,0,,,1523
Dennis Northcutt,CLE,29,WR,13,6,28.0,312.0,0,81.0,11.1,,,0,,,572
Dante Hall,KAN,28,WR,15,0,27.0,240.0,1,60.0,8.9,53.0,1207.0,0,60.0,22.8,1662
Keiwan Ratliff,CIN,25,DB,16,0,27.0,176.0,0,38.0,6.5,,,0,,,176
Santonio Holmes,PIT,22,WR,16,4,26.0,264.0,1,65.0,10.2,18.0,436.0,0,42.0,24.2,1537
Dexter Wynn,2TM,25,DB,15,0,25.0,270.0,0,58.0,10.8,48.0,1032.0,0,38.0,21.5,1302
Darrent Williams,DEN,24,RCB,15,14,25.0,206.0,0,34.0,8.2,0.0,6.0,0,6.0,,261
Ike Hilliard,TAM,30,WR,16,0,24.0,163.0,0,16.0,6.8,,,0,,,502
Troy Walters,ARI,30,WR,15,3,24.0,250.0,0,37.0,10.4,,,0,,,459
Shaun McDonald,STL,25,WR,16,0,23.0,172.0,0,33.0,7.5,,,0,,,308
Brandon Williams,SFO,22,WR,13,0,22.0,147.0,0,25.0,6.7,16.0,380.0,0,44.0,23.8,527
Terrence Wilkins,IND,31,WR,15,0,21.0,193.0,1,82.0,9.2,52.0,1272.0,0,70.0,24.5,1465
Mark Jones,TAM,26,WR,7,0,20.0,155.0,0,18.0,7.8,1.0,29.0,0,29.0,29.0,184
Terence Newman,DAL,28,LCB,16,16,20.0,202.0,1,56.0,10.1,,,0,,,214
Reno Mahe,PHI,26,RB,12,1,18.0,169.0,0,23.0,9.4,30.0,667.0,0,64.0,22.2,877
Michael Lewis,NOR,35,WR,10,0,16.0,111.0,0,26.0,6.9,37.0,914.0,0,51.0,24.7,1025
Phillip Buchanon,2TM,26,DB,14,4,14.0,95.0,0,45.0,6.8,5.0,106.0,0,28.0,21.2,201
Tim Dwight,NYJ,31,WR,9,2,14.0,146.0,0,18.0,10.4,,,0,,,286
Jimmy Williams,SEA,27,DB,16,0,14.0,102.0,0,22.0,7.3,,,0,,,102
Cory Ross,BAL,24,RB,4,0,13.0,37.0,0,9.0,2.8,9.0,194.0,0,28.0,21.6,231
Leon Washington,NYJ,24,RB,16,8,13.0,97.0,0,38.0,7.5,6.0,79.0,0,23.0,13.2,1096
Patrick Crayton,DAL,27,WR,16,7,11.0,85.0,0,19.0,7.7,,,0,,,601
Steve Smith Sr.*,CAR,27,WR,14,14,9.0,30.0,0,16.0,3.3,2.0,-1.0,0,3.0,-0.5,1256
Chad Owens,JAX,24,WR,4,0,9.0,56.0,0,13.0,6.2,,,0,,,56
Antonio Chatman,CIN,27,WR,3,0,8.0,53.0,0,19.0,6.6,4.0,93.0,0,31.0,23.3,168
Jim Leonhard,BUF,24,DB,15,1,7.0,58.0,0,32.0,8.3,0.0,18.0,0,18.0,,76
Dane Looker,STL,30,WR,16,0,7.0,47.0,0,10.0,6.7,,,0,,,60
Josh Cribbs,CLE,23,WR,16,1,6.0,51.0,0,34.0,8.5,61.0,1494.0,1,92.0,24.5,1647
Shaun Bodiford,2TM,24,WR,6,0,6.0,25.0,0,16.0,4.2,5.0,81.0,0,22.0,16.2,106
David Kircus,DEN,26,WR,16,0,6.0,86.0,0,42.0,14.3,2.0,38.0,0,20.0,19.0,311
Arnaz Battle,SFO,26,WR,16,15,6.0,90.0,0,60.0,15.0,,,0,,,801
Lance Moore,NOR,23,WR,4,0,6.0,45.0,0,25.0,7.5,,,0,,,55
Skyler Green,DAL,22,WR,2,0,5.0,26.0,0,13.0,5.2,3.0,59.0,0,21.0,19.7,85
Greg Jennings,GNB,23,WR,14,11,5.0,29.0,0,10.0,5.8,,,0,,,661
Keenan McCardell,SDG,36,WR,14,11,5.0,39.0,0,12.0,7.8,,,0,,,484
Brian Westbrook,PHI,27,RB,15,14,5.0,39.0,0,13.0,7.8,,,0,,,1955
Devale Ellis,DET,22,WR,9,2,4.0,61.0,0,48.0,15.3,6.0,139.0,0,28.0,23.2,244
Ricardo Colclough,PIT,23,DB,3,0,4.0,6.0,0,3.0,1.5,1.0,26.0,0,26.0,26.0,32
R.W. McQuarters,NYG,30,LCB,16,10,4.0,20.0,0,12.0,5.0,1.0,17.0,0,17.0,17.0,104
Jamaica Rector,DAL,25,WR,1,0,4.0,22.0,0,8.0,5.5,,,0,,,22
Bobby Wade,TEN,25,WR,16,2,3.0,27.0,0,18.0,9.0,50.0,1194.0,0,48.0,23.9,1682
Edell Shepherd,HOU,26,WR,7,0,3.0,24.0,0,14.0,8.0,17.0,395.0,0,42.0,23.2,446
Cletis Gordon,SDG,23,DB,2,0,3.0,12.0,0,6.0,4.0,2.0,55.0,0,32.0,27.5,67
Dre' Bly,DET,29,RCB,16,16,3.0,39.0,0,36.0,13.0,1.0,27.0,0,27.0,27.0,84
Chad Jackson,NWE,21,WR,12,1,3.0,76.0,0,39.0,25.3,1.0,21.0,0,21.0,21.0,271
Eddie Kennison,KAN,33,WR,16,16,3.0,18.0,0,11.0,6.0,,,0,,,894
Richard Marshall,CAR,22,RCB,16,8,2.0,-1.0,0,0.0,-0.5,14.0,291.0,0,26.0,20.8,374
T.J. Rushing,IND,23,DB,6,0,2.0,14.0,0,8.0,7.0,2.0,67.0,0,47.0,33.5,81
Corey Ivy,BAL,29,DB,13,0,2.0,7.0,0,7.0,3.5,1.0,14.0,0,14.0,14.0,21
