Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Nick Westbrook-Ikhine,TEN,27,WR,14,7,,8.0,,,,,,8.0,,,0,,,,,,48,3.4
Rhamondre Stevenson,NWE,26,RB,13,12,6.0,1.0,,,,,,7.0,2.0,,0,,,,,,46,3.5
Breece Hall,NYJ,23,RB,13,13,5.0,2.0,,,,,,7.0,1.0,,0,,,,,,44,3.4
Tucker Kraft,GNB,24,TE,14,14,,7.0,,,,,,7.0,1.0,,0,,,,,,44,3.1
Rashod Bateman,BAL,25,WR,14,11,,7.0,,,,,,7.0,,,0,,,,,,42,3.0
Marvin Harrison Jr.,ARI,22,WR,14,14,,7.0,,,,,,7.0,,,0,,,,,,42,3.0
Aaron Jones,MIN,30,RB,14,14,5.0,2.0,,,,,,7.0,,,0,,,,,,42,3.0
Drake London,ATL,23,WR,14,14,,7.0,,,,,,7.0,,,0,,,,,,42,3.0
Jayden Reed,GNB,24,WR,14,8,1.0,6.0,,,,,,7.0,,,0,,,,,,42,3.0
Demarcus Robinson,LAR,30,WR,14,14,,7.0,,,,,,7.0,,,0,,,,,,42,3.0
Xavier Worthy,KAN,21,WR,14,11,3.0,4.0,,,,,,7.0,,,0,,,,,,42,3.0
John Parker Romo,MIN,27,K,4,0,,,,,,,,,,,0,7.0,8.0,11.0,12.0,,40,10.0
Greg Zuerlein,NYJ,37,K,8,0,,,,,,,,,,,0,13.0,14.0,9.0,15.0,,40,5.0
Davante Adams,2TM,32,,11,11,,6.0,,,,,,6.0,1.0,,0,,,,,,38,3.5
Jayden Daniels,WAS,24,QB,14,14,6.0,,,,,,,6.0,1.0,,0,,,,,,38,2.7
CeeDee Lamb,DAL,25,WR,14,14,,6.0,,,,,,6.0,1.0,,0,,,,,,38,2.7
Garrett Wilson,NYJ,24,WR,14,14,,6.0,,,,,,6.0,1.0,,0,,,,,,38,2.7
Matthew Wright,2TM,28,,3,0,,,,,,,,,,,0,5.0,5.0,11.0,12.0,,38,12.7
Keenan Allen,CHI,32,WR,12,12,,6.0,,,,,,6.0,,,0,,,,,,36,3.0
Nico Collins,HOU,25,WR,9,9,,6.0,,,,,,6.0,,,0,,,,,,36,4.0
Pat Freiermuth,PIT,26,TE,14,8,,6.0,,,,,,6.0,,,0,,,,,,36,2.6
Tee Higgins,CIN,25,WR,9,7,,6.0,,,,,,6.0,,,0,,,,,,36,4.0
Taysom Hill,NOR,34,TE,8,8,6.0,,,,,,,6.0,,,0,,,,,,36,4.5
Bucky Irving,TAM,22,RB,14,1,6.0,,,,,,,6.0,,,0,,,,,,36,2.6
Jauan Jennings,SFO,27,WR,12,8,,6.0,,,,,,6.0,,,0,,,,,,36,3.0
Roschon Johnson,CHI,23,RB,11,0,6.0,,,,,,,6.0,,,0,,,,,,36,3.3
Cooper Kupp,LAR,31,WR,10,9,,6.0,,,,,,6.0,,,0,,,,,,36,3.6
DeVonta Smith,PHI,26,WR,11,11,,6.0,,,,,,6.0,,,0,,,,,,36,3.3
Jonnu Smith,MIA,29,TE,14,4,,6.0,,,,,,6.0,,,0,,,,,,36,2.6
Courtland Sutton,DEN,29,WR,15,11,,6.0,,,,,,6.0,,,0,,,,,,36,2.4
Jonathan Taylor,IND,25,RB,11,10,5.0,1.0,,,,,,6.0,,,0,,,,,,36,3.3
David Njoku,CLE,28,TE,10,10,,5.0,,,,,,5.0,2.0,,0,,,,,,34,3.4
D.J. Moore,CHI,27,WR,14,14,,5.0,,,,,,5.0,1.0,,0,,,,,,32,2.3
Anthony Richardson,IND,22,QB,10,10,5.0,,,,,,,5.0,1.0,,0,,,,,,32,3.2
D'Andre Swift,CHI,25,RB,14,14,5.0,,,,,,,5.0,1.0,,0,,,,,,32,2.3
Calvin Austin III,PIT,25,WR,14,6,,4.0,1.0,,,,,5.0,,,0,,,,,,30,2.1
Tank Bigsby,JAX,23,RB,13,1,5.0,,,,,,,5.0,,,0,,,,,,30,2.3
A.J. Brown,PHI,27,WR,11,11,,5.0,,,,,,5.0,,,0,,,,,,30,2.7
Ray Davis,BUF,25,RB,14,0,3.0,2.0,,,,,,5.0,,,0,,,,,,30,2.1
Justin Fields,PIT,25,QB,10,6,5.0,,,,,,,5.0,,,0,,,,,,30,3.0
Chris Godwin,TAM,28,WR,7,7,,5.0,,,,,,5.0,,,0,,,,,,30,4.3
Noah Gray,KAN,25,TE,14,10,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Najee Harris,PIT,26,RB,14,14,5.0,,,,,,,5.0,,,0,,,,,,30,2.1
Tyreek Hill,MIA,30,WR,14,14,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Mack Hollins,BUF,31,WR,14,10,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
DeAndre Hopkins,2TM,32,,14,8,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Kareem Hunt,KAN,29,RB,11,8,5.0,,,,,,,5.0,,,0,,,,,,30,2.7
Andrei Iosivas,CIN,25,WR,14,7,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Sam LaPorta,DET,23,TE,13,13,,5.0,,,,,,5.0,,,0,,,,,,30,2.3
Allen Lazard,NYJ,29,WR,9,9,,5.0,,,,,,5.0,,,0,,,,,,30,3.3
Ladd McConkey,LAC,23,WR,14,12,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Darnell Mooney,ATL,27,WR,14,14,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Jalen Nailor,MIN,25,WR,14,6,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Bo Nix,DEN,24,QB,15,15,4.0,1.0,,,,,,5.0,,,0,,,,,,30,2.0
Alec Pierce,IND,24,WR,14,11,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Tony Pollard,TEN,27,RB,14,14,5.0,,,,,,,5.0,,,0,,,,,,30,2.1
Jaxon Smith-Njigba,SEA,22,WR,14,13,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Jalen Tolbert,DAL,25,WR,14,13,,5.0,,,,,,5.0,,,0,,,,,,30,2.1
Tyrone Tracy Jr.,NYG,25,RB,14,9,5.0,,,,,,,5.0,,,0,,,,,,30,2.1
Jameson Williams,DET,23,WR,12,8,,5.0,,,,,,5.0,,,0,,,,,,30,2.5
Zach Ertz,WAS,34,TE,14,14,,4.0,,,,,,4.0,2.0,,0,,,,,,28,2.0
Jerry Jeudy,CLE,25,WR,14,13,,4.0,,,,,,4.0,2.0,,0,,,,,,28,2.0
Matt Prater,ARI,40,K,4,0,,,,,,,,,,,0,10.0,10.0,6.0,6.0,,28,7.0
Alexander Mattison,LVR,26,RB,11,5,3.0,1.0,,,,,,4.0,1.0,,0,,,,,,26,2.4
Kyler Murray,ARI,27,QB,14,14,4.0,,,,,,,4.0,1.0,,0,,,,,,26,1.9
Malik Nabers,NYG,21,WR,12,11,,4.0,,,,,,4.0,1.0,,0,,,,,,26,2.2
Graham Gano,NYG,37,K,7,0,,,,,,,,,,,0,7.0,7.0,6.0,8.0,,25,3.6
Ameer Abdullah,LVR,31,RB,14,2,1.0,3.0,,,,,,4.0,,,0,,,,,,24,1.7
Cam Akers,2TM,25,,14,2,2.0,2.0,,,,,,4.0,,,0,,,,,,24,1.7
Brock Bowers,LVR,22,TE,14,13,,4.0,,,,,,4.0,,,0,,,,,,24,1.7
Nick Chubb,CLE,29,RB,8,8,3.0,1.0,,,,,,4.0,,,0,,,,,,24,3.0
Stefon Diggs,HOU,31,WR,8,8,1.0,3.0,,,,,,4.0,,,0,,,,,,24,3.0
Romeo Doubs,GNB,24,WR,11,10,,4.0,,,,,,4.0,,,0,,,,,,24,2.2
Rico Dowdle,DAL,26,RB,13,12,1.0,3.0,,,,,,4.0,,,0,,,,,,24,1.8
Josh Downs,IND,23,WR,11,7,,4.0,,,,,,4.0,,,0,,,,,,24,2.2
Gus Edwards,LAC,29,RB,11,6,4.0,,,,,,,4.0,,,0,,,,,,24,2.2
Austin Ekeler,WAS,29,RB,11,6,4.0,,,,,,,4.0,,,0,,,,,,24,2.2
Zay Flowers,BAL,24,WR,14,12,,4.0,,,,,,4.0,,,0,,,,,,24,1.7
Isaac Guerendo,SFO,24,RB,14,2,4.0,,,,,,,4.0,,,0,,,,,,24,1.7
Justice Hill,BAL,27,RB,14,0,1.0,3.0,,,,,,4.0,,,0,,,,,,24,1.7
Ty Johnson,BUF,27,RB,14,1,1.0,3.0,,,,,,4.0,,,0,,,,,,24,1.7
Xavier Legette,CAR,23,WR,14,11,,4.0,,,,,,4.0,,,0,,,,,,24,1.7
Isaiah Likely,BAL,24,TE,13,7,,4.0,,,,,,4.0,,,0,,,,,,24,1.8
Jalen McMillan,TAM,23,WR,10,9,,4.0,,,,,,4.0,,,0,,,,,,24,2.4
Jeremy McNichols,WAS,29,RB,14,1,4.0,,,,,,,4.0,,,0,,,,,,24,1.7
Foster Moreau,NOR,27,TE,14,14,,4.0,,,,,,4.0,,,0,,,,,,24,1.7
Puka Nacua,LAR,23,WR,9,9,1.0,3.0,,,,,,4.0,,,0,,,,,,24,2.7
Cade Otton,TAM,25,TE,14,14,,4.0,,,,,,4.0,,,0,,,,,,24,1.7
Brock Purdy,SFO,25,QB,13,13,4.0,,,,,,,4.0,,,0,,,,,,24,1.8
Calvin Ridley,TEN,30,WR,14,11,1.0,3.0,,,,,,4.0,,,0,,,,,,24,1.7
Rashid Shaheed,NOR,26,WR,6,5,,3.0,1.0,,,,,4.0,,,0,,,,,,24,4.0
Khalil Shakir,BUF,24,WR,13,8,,4.0,,,,,,4.0,,,0,,,,,,24,1.8
Spencer Shrader,3TM,25,,4,0,,,,,,,,,,,0,9.0,9.0,5.0,5.0,,24,6.0
Devin Singletary,NYG,27,RB,12,5,4.0,,,,,,,4.0,,,0,,,,,,24,2.0
KaVontae Turpin,DAL,28,WR,14,1,,2.0,1.0,1.0,,,,4.0,,,0,,,,,,24,1.7
Marquez Valdes-Scantling,2TM,30,,12,6,,4.0,,,,,,4.0,,,0,,,,,,24,2.0
Dontayvion Wicks,GNB,23,WR,14,3,,4.0,,,,,,4.0,,,0,,,,,,24,1.7
Javonte Williams,DEN,24,RB,15,11,4.0,,,,,,,4.0,,,0,,,,,,24,1.6
Michael Wilson,ARI,24,WR,14,12,,4.0,,,,,,4.0,,,0,,,,,,24,1.7
Tyler Allgeier,ATL,24,RB,14,0,3.0,,,,,,,3.0,1.0,,0,,,,,,20,1.4
Keon Coleman,BUF,21,WR,10,9,,3.0,,,,,,3.0,1.0,,0,,,,,,20,2.0
Lamar Jackson,BAL,27,QB,14,14,3.0,,,,,,,3.0,1.0,,0,,,,,,20,1.4
Cole Kmet,CHI,25,TE,14,13,,3.0,,,,,,3.0,1.0,,0,,,,,,20,1.4
Cedric Tillman,CLE,24,WR,11,6,,3.0,,,,,,3.0,1.0,,0,,,,,,20,1.8
Zane Gonzalez,WAS,29,K,3,0,,,,,,,,,,,0,10.0,10.0,3.0,5.0,,19,6.3
Nate Adkins,DEN,25,TE,15,9,,3.0,,,,,,3.0,,,0,,,,,,18,1.2
Braelon Allen,NYJ,20,RB,14,2,2.0,1.0,,,,,,3.0,,,0,,,,,,18,1.3
Brandin Cooks,DAL,31,WR,7,6,,3.0,,,,,,3.0,,,0,,,,,,18,2.6
Amari Cooper,2TM,30,,12,10,,3.0,,,,,,3.0,,,0,,,,,,18,1.5
Austin Hooper,NWE,30,TE,14,7,,3.0,,,,,,3.0,,,0,,,,,,18,1.3
Diontae Johnson,2TM,28,,11,8,,3.0,,,,,,3.0,,,0,,,,,,18,1.6
Juwan Johnson,NOR,28,TE,14,3,,3.0,,,,,,3.0,,,0,,,,,,18,1.3
Trevor Lawrence,JAX,25,QB,10,10,3.0,,,,,,,3.0,,,0,,,,,,18,1.8
Jordan Mason,SFO,25,RB,12,6,3.0,,,,,,,3.0,,,0,,,,,,18,1.5
Baker Mayfield,TAM,29,QB,14,14,3.0,,,,,,,3.0,,,0,,,,,,18,1.3
Jaleel McLaughlin,DEN,24,RB,14,3,1.0,2.0,,,,,,3.0,,,0,,,,,,18,1.3
D.K. Metcalf,SEA,27,WR,12,10,,3.0,,,,,,3.0,,,0,,,,,,18,1.5
Zack Moss,CIN,27,RB,8,6,2.0,1.0,,,,,,3.0,,,0,,,,,,18,2.3
Rome Odunze,CHI,22,WR,14,9,,3.0,,,,,,3.0,,,0,,,,,,18,1.3
Josh Oliver,MIN,27,TE,12,10,,3.0,,,,,,3.0,,,0,,,,,,18,1.5
Tim Patrick,DET,31,WR,13,7,,3.0,,,,,,3.0,,,0,,,,,,18,1.4
George Pickens,PIT,23,WR,12,10,,3.0,,,,,,3.0,,,0,,,,,,18,1.5
Kyle Pitts,ATL,24,TE,14,14,,3.0,,,,,,3.0,,,0,,,,,,18,1.3
Kalif Raymond,DET,30,WR,11,2,,2.0,1.0,,,,,3.0,,,0,,,,,,18,1.6
Tyjae Spears,TEN,23,RB,10,0,2.0,1.0,,,,,,3.0,,,0,,,,,,18,1.8
Sean Tucker,TAM,23,RB,14,0,2.0,1.0,,,,,,3.0,,,0,,,,,,18,1.3
Tre Tucker,LVR,23,WR,14,12,1.0,2.0,,,,,,3.0,,,0,,,,,,18,1.3
Cade York,2TM,23,,3,0,,,,,,,,,,,0,9.0,10.0,3.0,5.0,,18,6.0
Bryce Young,CAR,23,QB,11,9,3.0,,,,,,,3.0,,,0,,,,,,18,1.6
Jaylen Waddle,MIA,26,WR,14,14,,2.0,,,,,,2.0,2.0,,0,,,,,,16,1.1
Jakobi Meyers,LVR,28,WR,12,12,,2.0,,,,,,2.0,1.0,,0,,,,,,14,1.2
Parker Washington,JAX,22,WR,14,4,,1.0,1.0,,,,,2.0,1.0,,0,,,,,,14,1.0
Christian Watson,GNB,25,WR,13,13,,2.0,,,,,,2.0,1.0,,0,,,,,,14,1.1
Nelson Agholor,BAL,31,WR,14,7,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
AJ Barner,SEA,22,TE,14,5,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Nik Bonitto,DEN,25,OLB,15,13,,,,,1.0,1.0,,2.0,,,0,,,,,,12,0.8
Michael Burton,DEN,32,FB,15,2,1.0,1.0,,,,,,2.0,,,0,,,,,,12,0.8
Jalen Coker,CAR,23,WR,8,2,,2.0,,,,,,2.0,,,0,,,,,,12,1.5
Tyler Conklin,NYJ,29,TE,13,13,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Gabriel Davis,JAX,25,WR,10,9,,2.0,,,,,,2.0,,,0,,,,,,12,1.2
Isaiah Davis,NYJ,22,RB,14,0,1.0,1.0,,,,,,2.0,,,0,,,,,,12,0.9
Tank Dell,HOU,25,WR,13,9,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Demario Douglas,NWE,24,WR,14,5,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Ezekiel Elliott,DAL,29,RB,13,2,2.0,,,,,,,2.0,,,0,,,,,,12,0.9
Travis Etienne,JAX,25,RB,12,12,2.0,,,,,,,2.0,,,0,,,,,,12,1.0
Jerome Ford,CLE,25,RB,12,4,2.0,,,,,,,2.0,,,0,,,,,,12,1.0
Troy Franklin,DEN,21,WR,14,6,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Mike Gesicki,CIN,29,TE,14,3,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Dallas Goedert,PHI,29,TE,9,9,,2.0,,,,,,2.0,,,0,,,,,,12,1.3
Tyler Goodson,IND,24,RB,13,0,1.0,1.0,,,,,,2.0,,,0,,,,,,12,0.9
Hassan Haskins,LAC,25,RB,15,0,1.0,1.0,,,,,,2.0,,,0,,,,,,12,0.8
Justin Herbert,LAC,26,QB,15,15,2.0,,,,,,,2.0,,,0,,,,,,12,0.8
Elijah Higgins,ARI,24,TE,14,4,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
KhaDarel Hodge,ATL,29,WR,14,0,,1.0,,,1.0,,,2.0,,,0,,,,,,12,0.9
Van Jefferson,PIT,28,WR,14,11,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Daniel Jones,NYG,27,QB,10,10,2.0,,,,,,,2.0,,,0,,,,,,12,1.2
Travis Kelce,KAN,35,TE,14,14,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Dalton Kincaid,BUF,25,TE,11,8,,2.0,,,,,,2.0,,,0,,,,,,12,1.1
Tyler Lockett,SEA,32,WR,14,12,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Drake Maye,NWE,22,QB,10,9,2.0,,,,,,,2.0,,,0,,,,,,12,1.2
Trey McBride,ARI,25,TE,13,13,1.0,,,,1.0,,,2.0,,,0,,,,,,12,0.9
Rodney McLeod,CLE,34,S,14,3,,,,,1.0,,1.0,2.0,,,0,,,,,,12,0.9
Marvin Mims,DEN,22,WR,15,1,,2.0,,,,,,2.0,,,0,,,,,,12,0.8
Raheem Mostert,MIA,32,RB,10,1,2.0,,,,,,,2.0,,,0,,,,,,12,1.2
Johnny Mundt,MIN,30,TE,14,3,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Chigoziem Okonkwo,TEN,25,TE,14,8,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Samaje Perine,KAN,29,RB,14,0,1.0,1.0,,,,,,2.0,,,0,,,,,,12,0.9
Michael Pittman Jr.,IND,27,WR,13,11,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Ja'Lynn Polk,NWE,22,WR,13,7,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Patrick Ricard,BAL,30,FB,14,5,,1.0,,,1.0,,,2.0,,,0,,,,,,12,0.9
Rashee Rice,KAN,24,WR,4,4,,2.0,,,,,,2.0,,,0,,,,,,12,3.0
Wan'Dale Robinson,NYG,23,WR,14,6,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Deebo Samuel,SFO,28,WR,13,13,1.0,1.0,,,,,,2.0,,,0,,,,,,12,0.9
Trey Sermon,IND,25,RB,14,3,2.0,,,,,,,2.0,,,0,,,,,,12,0.9
Geno Smith,SEA,34,QB,14,14,2.0,,,,,,,2.0,,,0,,,,,,12,0.9
JuJu Smith-Schuster,KAN,28,WR,11,5,,2.0,,,,,,2.0,,,0,,,,,,12,1.1
Brenton Strange,JAX,24,TE,14,7,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Adam Thielen,CAR,34,WR,7,7,,2.0,,,,,,2.0,,,0,,,,,,12,1.7
Adam Trautman,DEN,27,TE,15,12,,2.0,,,,,,2.0,,,0,,,,,,12,0.8
DJ Turner,LVR,27,WR,12,6,1.0,1.0,,,,,,2.0,,,0,,,,,,12,1.0
Andrew Van Ginkel,MIN,29,OLB,14,14,,,,,,2.0,,2.0,,,0,,,,,,12,0.9
Nick Vannett,TEN,31,TE,14,9,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Devaughn Vele,DEN,27,WR,11,7,,2.0,,,,,,2.0,,,0,,,,,,12,1.1
Emanuel Wilson,GNB,25,RB,14,0,1.0,1.0,,,,,,2.0,,,0,,,,,,12,0.9
Brock Wright,DET,26,TE,14,7,,2.0,,,,,,2.0,,,0,,,,,,12,0.9
Josh Palmer,LAC,25,WR,14,7,,1.0,,,,,,1.0,2.0,,0,,,,,,10,0.7
Kayshon Boutte,NWE,22,WR,12,10,,1.0,,,,,,1.0,1.0,,0,,,,,,8,0.7
Evan Engram,JAX,30,TE,9,9,,1.0,,,,,,1.0,1.0,,0,,,,,,8,0.9
Sam Hubbard,CIN,29,DE,14,14,,1.0,,,,,,1.0,,,0,,,,,1.0,8,0.6
Sterling Shepard,TAM,31,WR,12,4,,1.0,,,,,,1.0,1.0,,0,,,,,,8,0.7
Jordan Akins,CLE,32,TE,14,4,,1.0,,,,,,1.0,,,0,,,,,,6,0.4
Jaire Alexander,GNB,27,CB,7,7,,,,,,1.0,,1.0,,,0,,,,,,6,0.9
Mo Alie-Cox,IND,31,TE,14,11,,1.0,,,,,,1.0,,,0,,,,,,6,0.4
Troy Andersen,ATL,25,LB,7,4,,,,,,1.0,,1.0,,,0,,,,,,6,0.9
Derek Barnett,HOU,28,DE,13,0,,,,,1.0,,,1.0,,,0,,,,,,6,0.5
Cody Barton,DEN,28,LB,15,12,,,,,1.0,,,1.0,,,0,,,,,,6,0.4
Trey Benson,ARI,21,RB,13,1,1.0,,,,,,,1.0,,,0,,,,,,6,0.5
Kendrick Bourne,NWE,29,WR,9,6,,1.0,,,,,,1.0,,,0,,,,,,6,0.7
Jalen Brooks,DAL,24,WR,12,1,,1.0,,,,,,1.0,,,0,,,,,,6,0.5
