Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Pat Williams,38,MIN,LDT,16,16,0,0,0,0,0,1,0,0,0,0,0.0,30,22,8,2.0,1.0,0,
Tramon Williams,27,GNB,RCB,16,16,6,87,0,64,20,1,2,3,5,0,1.0,57,50,7,2.0,1.0,0,PB
Adrian Wilson,31,ARI,SS,16,16,2,4,0,4,9,0,0,0,0,0,2.0,88,76,12,6.0,6.0,0,PB
Kamerion Wimbley,27,OAK,RLB,16,16,0,0,0,0,1,1,0,0,0,0,9.0,58,46,12,10.0,13.0,0,
Antoine Winfield,33,MIN,LCB,16,16,2,41,0,41,5,1,0,1,45,1,2.0,91,73,18,3.0,1.0,0,PB
Eric Winston,27,HOU,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,1.0,0,
Will Witherspoon,30,TEN,RLB,16,16,2,11,0,9,8,1,0,0,0,0,3.0,92,63,29,6.0,7.0,0,
Jason Witten,28,DAL,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1"
LaMarr Woodley,26,PIT,LOLB,16,16,2,22,1,14,5,3,0,2,19,0,10.0,50,35,15,9.0,16.0,0,
Charles Woodson,34,GNB,LCB,16,16,2,48,1,48,13,5,0,0,0,0,2.0,92,76,16,7.0,6.0,0,"PB,AP-2"
James Anderson,27,CAR,LLB,16,15,1,1,0,1,5,2,0,3,2,0,3.5,130,101,29,13.0,7.0,0,
O.J. Atogwe,29,STL,FS,16,15,3,53,0,34,9,2,0,0,0,0,2.0,73,64,9,5.0,6.0,0,
Jovan Belcher,23,KAN,LILB,16,15,0,0,0,0,1,1,0,0,0,0,1.0,84,53,31,4.0,2.0,0,
Michael Boley,28,NYG,RLB,16,15,0,0,0,0,1,1,0,0,0,0,1.0,85,63,22,3.0,7.0,0,
Antoine Cason,24,SDG,RCB,16,15,4,51,0,28,17,1,0,0,0,0,0.0,67,57,10,3.0,0.0,0,
Brent Celek,25,PHI,TE,16,15,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,,,0,
Ryan Clark,31,PIT,FS,16,15,2,34,0,23,7,0,0,1,5,0,0.0,90,57,33,0.0,0.0,0,
Vontae Davis,22,MIA,LCB,16,15,1,0,0,0,12,1,0,0,0,0,0.0,54,46,8,1.0,0.0,0,
Braylon Edwards,27,NYJ,WR,16,15,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Ron Edwards,31,KAN,NT,16,15,0,0,0,0,1,0,0,0,0,0,2.0,26,15,11,2.0,3.0,0,
Abram Elam,29,CLE,FS,16,15,2,18,0,18,10,2,0,2,18,1,2.0,79,65,14,3.0,2.0,0,
Larry Fitzgerald,27,ARI,WR,16,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
Bradley Fletcher,24,STL,RCB,16,15,4,41,0,28,11,0,0,1,43,0,0.0,75,65,10,3.0,0.0,0,
Antonio Garay,31,SDG,NT,16,15,0,0,0,0,0,0,0,0,0,0,5.5,48,37,11,9.0,6.0,0,
A.J. Hawk,26,GNB,LILB,16,15,3,31,0,21,10,0,0,1,0,0,0.5,111,72,39,4.0,4.0,0,
Todd Herremans,28,PHI,LG,16,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Lamarr Houston,23,OAK,LDE,16,15,0,0,0,0,0,1,0,2,0,0,5.0,39,30,9,8.0,14.0,0,
Michael Huff,27,OAK,FS,16,15,3,32,0,17,7,2,0,0,0,0,4.0,95,78,17,7.0,4.0,0,AP-2
Israel Idonije,30,CHI,LDE,16,15,0,0,0,0,3,4,0,0,0,0,8.0,48,32,16,10.0,16.0,0,
Rey Maualuga,23,CIN,LLB,16,15,2,58,0,47,2,0,0,0,0,0,1.0,75,44,31,4.0,2.0,0,
Jameel McClain,25,BAL,LILB,16,15,0,0,0,0,2,0,0,1,9,0,1.0,71,46,25,1.0,1.0,0,
William Moore,25,ATL,SS,16,15,5,117,0,34,8,1,0,1,0,0,0.0,71,58,13,5.0,3.0,0,
Haloti Ngata,26,BAL,LDE,16,15,0,0,0,0,5,0,0,1,0,0,5.5,63,47,16,12.0,14.0,0,"PB,AP-1,AP DPoY-6"
Corey Peters,22,ATL,RDT,16,15,0,0,0,0,1,0,0,0,0,0,1.0,33,25,8,2.0,1.0,0,
Kenny Phillips,24,NYG,SS,16,15,1,0,0,0,5,0,0,3,25,0,0.0,77,60,17,1.0,0.0,0,
Sione Pouha,31,NYJ,NT,16,15,0,0,0,0,3,0,0,3,2,0,2.0,59,41,18,3.0,2.0,0,
Stanford Routt,27,OAK,LCB,16,15,2,22,1,22,13,1,0,0,0,0,0.0,55,49,6,1.0,0.0,0,
Samson Satele,26,OAK,C,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Ike Taylor,30,PIT,RCB,16,15,2,9,0,9,11,1,0,0,0,0,1.0,66,52,14,1.0,1.0,0,
Lawrence Timmons,24,PIT,RILB,16,15,2,5,0,5,9,2,0,2,0,0,3.0,135,96,39,10.0,8.0,0,
Michael Turner,28,ATL,RB,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,"PB,AP-2"
Hines Ward,34,PIT,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
D.J. Williams,28,DEN,LILB,16,15,0,0,0,0,9,1,0,1,0,0,5.5,119,94,25,9.0,9.0,0,
Floyd Womack,32,CLE,RG,16,15,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0,
Kyle Arrington,24,NWE,RCB,16,14,1,36,1,36,5,0,0,0,0,0,0.0,71,60,11,0.0,0.0,0,
Kroy Biermann,25,ATL,RDE,16,14,1,31,1,31,2,0,0,0,0,0,3.0,36,30,6,5.0,10.0,0,
Jairus Byrd,24,BUF,FS,16,14,1,37,1,37,2,3,0,2,0,0,1.0,89,62,27,2.0,1.0,0,
Kenyon Coleman,31,CLE,LDE,16,14,0,0,0,0,0,0,0,3,0,0,2.5,68,50,18,3.0,5.0,0,
Peyton Hillis,24,CLE,RB,16,14,0,0,0,0,0,0,8,3,0,0,0.0,0,0,0,0.0,0.0,0,
Reggie Kelly,33,CIN,TE,16,14,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0.0,0.0,0,
Mike McGlynn,25,PHI,C,16,14,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0,
Leodis McKelvin,25,BUF,LCB,16,14,2,10,0,10,11,1,3,0,0,0,0.0,62,53,9,2.0,0.0,0,
Igor Olshansky,28,DAL,RDE,16,14,0,0,0,0,2,0,0,0,0,0,0.0,38,17,21,1.0,3.0,0,
Gerald Sensabaugh,27,DAL,SS,16,14,5,26,0,10,10,0,0,0,0,0,2.0,71,59,12,3.0,2.0,0,
Paul Soliai,27,MIA,NT,16,14,0,0,0,0,2,0,0,1,0,0,2.0,39,33,6,8.0,3.0,0,
Antwan Applewhite,24,SDG,ROLB,16,13,0,0,0,0,2,2,0,0,0,0,3.0,48,37,11,6.0,5.0,0,
Arian Foster,24,HOU,RB,16,13,0,0,0,0,0,1,3,1,1,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1,AP OPoY-3"
Tim Hightower,24,ARI,RB,16,13,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0.0,0.0,0,
Brandon Jackson,25,GNB,RB,16,13,0,0,0,0,0,0,1,3,0,0,0.0,0,0,0,0.0,0.0,0,
Fred Jackson,29,BUF,RB,16,13,0,0,0,0,0,0,5,1,0,0,0.0,1,1,0,0.0,0.0,0,
Tim Jennings,27,CHI,LCB,16,13,1,39,0,39,7,1,0,1,0,0,0.0,56,41,15,2.0,0.0,0,
Stevie Johnson,24,BUF,WR,16,13,0,0,0,0,0,0,1,0,0,0,0.0,2,1,1,0.0,0.0,0,
Greg Jones,29,JAX,FB,16,13,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Brandon Meriweather,26,NWE,FS,16,13,3,39,0,39,6,0,0,1,0,0,0.0,68,49,19,1.0,0.0,0,PB
Greg Olsen,25,CHI,TE,16,13,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,
Mike Peterson,34,ATL,RLB,16,13,2,18,0,17,5,2,0,2,0,0,1.0,59,40,19,6.0,1.0,0,
Stylez G. White,31,TAM,RDE,16,13,0,0,0,0,0,2,0,0,0,0,4.5,36,28,8,,,0,
Lorenzo Alexander,27,WAS,LOLB,16,12,0,0,0,0,2,2,0,1,0,0,1.5,57,32,25,3.0,4.0,0,
Eric Barton,33,CLE,LILB,16,12,0,0,0,0,1,0,0,1,1,0,0.0,66,47,19,4.0,1.0,0,
Jason Hunter,27,DEN,LOLB,16,12,1,14,0,14,2,1,0,2,75,1,3.0,61,50,11,10.0,5.0,0,
Bryan Thomas,31,NYJ,LOLB,16,12,0,0,0,0,1,1,0,1,16,0,6.0,39,31,8,9.0,5.0,0,
Alterraun Verner,22,TEN,LCB,16,12,3,41,0,19,11,1,0,2,0,0,0.0,101,85,16,1.0,0.0,0,
Pat Angerer,23,IND,LLB,16,11,0,0,0,0,2,1,0,0,0,0,1.0,89,59,30,2.0,1.0,0,
Kentwan Balmer,24,SEA,RDE,16,11,0,0,0,0,1,0,0,0,0,0,0.0,43,28,15,4.0,1.0,0,
Martellus Bennett,23,DAL,TE,16,11,0,0,0,0,0,0,1,1,5,0,0.0,0,0,0,0.0,0.0,0,
Ahmad Bradshaw,24,NYG,RB,16,11,0,0,0,0,0,1,7,0,0,0,0.0,0,0,0,0.0,0.0,0,
Mike DeVito,26,NYJ,RDE,16,11,0,0,0,0,1,2,0,0,0,0,0.0,59,34,25,4.0,3.0,0,
Moise Fokou,25,PHI,RLB,16,11,0,0,0,0,1,1,0,0,0,0,1.0,51,44,7,3.0,2.0,0,
Jabar Gaffney,30,DEN,WR,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
BenJarvus Green-Ellis,25,NWE,RB,16,11,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Rob Gronkowski,21,NWE,TE,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Marshawn Lynch,24,2TM,RB,16,14,0,0,0,0,0,0,4,0,0,0,0.0,1,0,1,0.0,0.0,0,
Randy McMichael,31,SDG,TE,16,11,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0.0,0.0,0,
Koa Misi,23,MIA,LOLB,16,11,0,0,0,0,2,0,0,2,0,1,4.5,41,29,12,8.0,7.0,0,
Josh Morgan,25,SFO,WR,16,11,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Stephen Nicholas,27,ATL,LLB,16,11,1,0,0,0,2,0,0,0,0,0,0.0,78,64,14,2.0,1.0,0,
Mike Thomas,23,JAX,WR,16,11,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,
Jared Veldheer,23,OAK,LT,16,11,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Daryl Washington,24,ARI,RILB,16,11,1,39,0,39,2,1,1,0,0,0,1.0,78,67,11,7.0,2.0,0,
Garry Williams,24,CAR,RT,16,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Kellen Winslow,27,TAM,TE,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Joel Dreessen,28,HOU,TE,16,10,0,0,0,0,0,0,1,0,0,0,0.0,7,7,0,0.0,0.0,0,
Michael Johnson,23,CIN,RDE,16,10,0,0,0,0,4,0,0,1,0,0,2.5,35,26,9,5.0,6.0,0,
Thomas Jones,32,KAN,RB,16,10,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,,,0,
Ben Leber,32,MIN,RLB,16,10,1,19,0,19,4,2,0,1,0,0,0.0,46,35,11,3.0,2.0,0,
Rob Ninkovich,26,NWE,LOLB,16,10,2,1,0,1,3,1,0,3,63,0,4.0,61,44,17,6.0,9.0,0,
Lousaka Polite,29,MIA,FB,16,10,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0,
Marcel Reece,25,OAK,FB,16,10,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Eddie Royal,24,DEN,WR,16,10,0,0,0,0,0,0,4,2,0,0,0.0,2,2,0,0.0,0.0,0,
Shaun Smith,29,KAN,LDE,16,10,0,0,0,0,0,0,0,0,0,0,1.0,56,30,26,4.0,1.0,0,
Brandon Tate,23,NWE,WR,16,10,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Matt Toeaina,26,CHI,LDT,16,10,0,0,0,0,2,0,0,1,0,0,2.0,24,17,7,3.0,4.0,0,
Gerard Warren,32,NWE,NT,16,10,0,0,0,0,0,0,0,0,0,0,3.5,28,17,11,4.0,5.0,0,
Jahvid Best,21,DET,RB,16,9,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0.0,0.0,0,
Stephen Bowen,26,DAL,LDE,16,9,0,0,0,0,1,0,0,0,0,0,1.5,22,16,6,5.0,8.0,0,
Tim Crowder,25,TAM,LDE,16,9,0,0,0,0,4,1,0,1,0,0,3.0,31,22,9,4.0,6.0,0,
Fred Davis,24,WAS,TE,16,9,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0.0,0.0,0,
Jacoby Ford,23,OAK,WR,16,9,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,
Evander Hood,23,PIT,LDE,16,9,0,0,0,0,1,0,0,0,0,0,3.0,20,15,5,5.0,7.0,0,
Dimitri Patterson,27,PHI,RCB,16,9,4,40,1,40,11,0,1,0,0,0,1.0,52,50,2,4.0,1.0,0,
Brian Schaefering,27,CLE,RDE,16,9,0,0,0,0,0,0,0,0,0,0,0.0,31,24,7,1.0,1.0,0,
Cadillac Williams,28,TAM,RB,16,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Davone Bess,25,MIA,WR,16,8,0,0,0,0,0,0,3,1,0,0,0.0,2,1,1,0.0,0.0,0,
Deon Grant,31,NYG,DB,16,8,3,0,0,0,10,2,0,3,0,0,1.0,72,56,16,5.0,4.0,0,
Larry Grant,25,STL,RLB,16,8,0,0,0,0,1,2,0,1,0,0,2.0,24,21,3,2.0,3.0,0,
Gary Guyton,25,NWE,LILB,16,8,2,72,1,59,7,1,0,1,35,1,3.0,63,44,19,3.0,3.0,0,
Mario Manningham,24,NYG,WR,16,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Pat McQuistan,27,MIA,RG,16,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Paul Oliver,26,SDG,SS,16,8,1,15,0,15,3,1,0,2,23,0,0.0,62,47,15,1.0,0.0,0,
Mike Sellers,35,WAS,FB,16,8,0,0,0,0,0,1,0,0,0,0,0.0,14,12,2,0.0,0.0,0,
Matt Shaughnessy,24,OAK,RDE,16,8,0,0,0,0,1,2,0,0,0,0,7.0,56,43,13,8.0,10.0,0,
Jacob Tamme,25,IND,TE,16,8,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0.0,0.0,0,
Joe Haden,21,CLE,LCB,16,7,6,101,0,62,18,1,1,0,0,0,1.0,64,57,7,0.0,0.0,0,
Felix Jones,23,DAL,RB,16,7,0,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0.0,0.0,0,
Jim Kleinsasser,33,MIN,FB,16,7,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Corey McIntyre,31,BUF,FB,16,7,0,0,0,0,0,0,1,1,0,0,0.0,13,10,3,0.0,0.0,0,
Reggie Smith,24,SFO,SS,16,7,1,20,0,20,4,0,0,0,0,0,0.0,42,38,4,2.0,2.0,0,
Danny Amendola,25,STL,WR,16,6,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
E.J. Biggers,23,TAM,LCB,16,6,1,0,0,0,11,0,0,0,0,0,0.0,56,49,7,1.0,0.0,0,
Jamaal Charles,24,KAN,RB,16,6,0,0,0,0,0,0,3,3,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1"
Tim Dobbins,28,MIA,LILB,16,6,0,0,0,0,1,0,0,0,0,0,1.0,47,36,11,6.0,2.0,0,
Daniel Fells,27,STL,TE,16,6,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0.0,0.0,0,
Russ Hochstein,33,DEN,LG,16,6,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,,,0,
Taylor Mays,22,SFO,SS,16,6,0,0,0,0,2,1,0,0,0,0,0.0,38,31,7,1.0,0.0,0,
Ovie Mughelli,30,ATL,FB,16,6,0,0,0,0,0,0,0,0,0,0,0.0,9,6,3,0.0,0.0,0,"PB,AP-2"
Reggie Nelson,27,CIN,SS,16,6,2,63,0,56,7,1,1,0,0,0,0.0,55,35,20,0.0,3.0,0,
Dante Rosario,26,CAR,TE,16,6,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Benny Sapp,29,MIA,DB,16,6,2,9,0,9,10,0,1,1,0,0,0.0,41,34,7,3.0,0.0,0,
Philip Wheeler,26,IND,LLB,16,6,0,0,0,0,1,0,0,0,0,0,0.0,61,40,21,1.0,0.0,0,
Kyle Wilson,23,NYJ,DB,16,6,0,0,0,0,5,0,2,1,0,0,0.0,21,18,3,0.0,0.0,0,
Phillip Buchanon,30,WAS,RCB,16,5,2,51,0,43,18,2,1,1,0,0,0.0,49,41,8,2.0,0.0,0,
Andre Carter,31,WAS,LOLB,16,5,0,0,0,0,1,1,0,1,0,0,2.5,44,25,19,3.0,9.0,0,
Nick Eason,30,PIT,RDE,16,5,0,0,0,0,1,0,0,0,0,0,1.5,16,7,9,1.0,2.0,0,
Will Heller,29,DET,TE,16,5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Brandon Jacobs,28,NYG,RB,16,5,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
David Jones,25,JAX,LCB,16,5,1,0,0,0,3,1,0,0,0,0,0.0,33,31,2,0.0,0.0,0,
Vonta Leach,29,HOU,FB,16,5,0,0,0,0,0,0,0,0,0,0,0.0,8,6,2,0.0,0.0,0,"PB,AP-1"
Corey Lynch,25,TAM,FS,16,5,1,0,0,0,2,0,0,0,0,0,0.0,32,22,10,4.0,3.0,0,
Captain Munnerlyn,22,CAR,LCB,16,5,3,37,1,37,12,0,2,1,0,0,0.0,45,41,4,0.0,0.0,0,
Ashlee Palmer,24,DET,LLB,16,5,0,0,0,0,1,3,0,0,0,0,1.0,55,45,10,4.0,1.0,0,
Chansi Stuckey,27,CLE,WR,16,5,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0.0,0.0,0,
Jason Taylor,36,NYJ,ROLB,16,5,0,0,0,0,6,2,0,2,0,0,5.0,36,25,11,8.0,7.0,1,
Jason Trusnik,26,CLE,ROLB,16,5,0,0,0,0,1,0,0,0,0,0,1.0,24,21,3,1.0,2.0,0,
Michael Adams,25,ARI,DB,16,4,2,36,0,36,7,0,0,1,30,1,0.0,52,42,10,4.0,1.0,0,
Russell Allen,24,JAX,LB,16,4,0,0,0,0,0,0,0,0,0,0,0.0,42,31,11,4.0,0.0,0,
Rashad Butler,27,HOU,T,16,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
James Casey,26,HOU,TE,16,4,0,0,0,0,0,0,0,0,0,0,0.0,17,10,7,0.0,0.0,0,
Drew Coleman,27,NYJ,DB,16,4,1,0,0,0,4,5,0,0,0,0,4.0,41,37,4,4.0,1.0,0,
William Gay,25,PIT,DB,16,4,0,0,0,0,11,1,0,0,0,0,2.0,48,40,8,4.0,5.0,0,
Ahmard Hall,31,TEN,RB,16,4,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0.0,0.0,0,
Lance Louis,25,CHI,G,16,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Ryan McBean,26,DEN,DT,16,4,0,0,0,0,0,0,0,1,1,0,0.0,18,12,6,0.0,1.0,0,
Jordy Nelson,25,GNB,WR,16,4,0,0,0,0,0,0,3,1,3,0,0.0,0,0,0,0.0,0.0,0,
Lawrence Vickers,27,CLE,FB,16,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Eric Weems,25,ATL,WR,16,4,0,0,0,0,0,0,0,0,0,0,0.0,16,14,2,0.0,0.0,0,PB
Jamaal Anderson,24,ATL,DE,16,3,0,0,0,0,1,1,0,0,0,0,2.0,21,16,5,6.0,5.0,0,
Jason Avant,27,PHI,WR,16,3,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0.0,0.0,0,
Gary Barnidge,25,CAR,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,11,11,0,0.0,0.0,0,
Alan Branch,26,ARI,DT,16,3,0,0,0,0,1,2,0,0,0,0,2.0,35,27,8,6.0,7.0,0,
Terrance Copper,28,KAN,WR,16,3,0,0,0,0,0,0,0,0,0,0,0.0,16,12,4,0.0,0.0,0,
Kellen Davis,25,CHI,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0.0,0.0,0,
Jim Dray,24,ARI,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,6,6,0,0.0,0.0,0,
Mike Goodson,23,CAR,RB,16,3,0,0,0,0,0,0,6,2,-13,0,0.0,2,2,0,0.0,0.0,0,
Adam Hayward,26,TAM,LB,16,3,0,0,0,0,2,0,0,2,0,0,1.0,29,22,7,3.0,1.0,0,
Brandon Johnson,27,CIN,LB,16,3,1,12,0,12,3,0,0,0,0,0,0.5,38,19,19,1.0,5.0,0,
James Jones,26,GNB,WR,16,3,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0.0,0.0,0,
Nate Jones,28,DEN,DB,16,3,0,0,0,0,3,0,0,0,0,0,0.0,57,48,9,0.0,1.0,0,
Akeem Jordan,25,PHI,LB,16,3,0,0,0,0,1,0,0,0,0,0,0.0,26,22,4,2.0,1.0,0,
William Middleton,24,JAX,DB,16,3,1,2,0,2,1,0,0,0,0,0,1.0,47,43,4,2.0,2.0,0,
Mike Mitchell,23,OAK,DB,16,3,1,0,0,0,5,1,0,2,12,0,0.0,51,41,10,4.0,0.0,0,
Troy Nolan,24,HOU,DB,16,3,3,35,0,20,5,0,0,1,0,0,1.0,49,37,12,3.0,1.0,0,
Kassim Osgood,30,JAX,WR,16,3,0,0,0,0,0,2,0,1,-1,0,0.0,11,9,2,0.0,0.0,0,
Chris Owens,24,ATL,DB,16,3,1,13,0,13,3,0,0,0,0,0,0.0,40,29,11,0.0,0.0,0,
Orlando Scandrick,23,DAL,DB,16,3,1,40,1,40,9,0,0,0,0,0,2.5,46,41,5,7.0,3.0,0,
Darren Sproles,27,SDG,RB,16,3,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0.0,0.0,0,
Jonathan Stupar,26,BUF,TE,16,3,0,0,0,0,0,0,1,0,0,0,0.0,2,1,1,0.0,0.0,0,
Fernando Velasco,25,TEN,G,16,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Javier Arenas,23,KAN,DB,16,2,0,0,0,0,8,1,2,0,0,0,3.0,43,36,7,3.0,4.0,0,
Travis Beckum,23,NYG,TE,16,2,0,0,0,0,0,1,0,0,0,0,0.0,4,3,1,0.0,0.0,0,
David Bruton,23,DEN,DB,16,2,0,0,0,0,1,0,0,2,0,0,0.0,26,22,4,2.0,0.0,0,
Reggie Corner,27,BUF,DB,16,2,0,0,0,0,5,0,0,0,0,0,1.0,25,20,5,1.0,1.0,0,
Chauncey Davis,27,ATL,DE,16,2,1,26,1,26,2,0,0,1,0,0,1.0,24,19,5,7.0,2.0,0,
Jerome Felton,24,DET,RB,16,2,0,0,0,0,0,0,1,0,0,0,0.0,6,6,0,0.0,0.0,0,
Vernon Gholston,24,NYJ,DE,16,2,0,0,0,0,0,0,0,0,0,0,0.0,12,7,5,1.0,1.0,0,
Wallace Gilberry,26,KAN,DE,16,2,0,0,0,0,1,2,0,2,0,0,7.0,23,19,4,10.0,13.0,0,
T.J. Houshmandzadeh,33,BAL,WR,16,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
John Kuhn,28,GNB,FB,16,2,0,0,0,0,0,0,1,2,0,0,0.0,4,2,2,0.0,1.0,0,
Robert McClain,22,CAR,DB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,16,14,2,0.0,1.0,0,
Ryan Mundy,25,PIT,DB,16,2,0,0,0,0,4,0,0,0,0,0,0.0,29,23,6,0.0,0.0,0,
Brian Robison,27,MIN,DE,16,2,0,0,0,0,0,0,0,2,0,0,2.0,15,13,2,4.0,5.0,0,
Brad Smith,27,NYJ,WR,16,2,0,0,0,0,0,0,1,0,0,0,0.0,14,12,2,0.0,0.0,0,
Marcus Thomas,25,DEN,DT,16,2,0,0,0,0,1,0,0,0,0,0,1.0,35,29,6,3.0,5.0,0,
George Wilson,29,BUF,WR,16,2,2,65,0,56,4,1,0,1,0,0,0.0,35,26,9,0.0,0.0,0,
Geno Atkins,22,CIN,DT,16,1,0,0,0,0,1,0,0,0,0,0,3.0,16,10,6,3.0,14.0,0,
Mike Bell,27,2TM,RB,16,1,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0.0,0.0,0,
H.B. Blades,26,WAS,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,19,12,7,0.0,0.0,0,
NaVorro Bowman,22,SFO,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,46,38,8,3.0,0.0,0,
Jarrett Bush,26,GNB,DB,16,1,0,0,0,0,1,1,0,1,0,0,0.0,21,19,2,0.0,0.0,0,
Greg Camarillo,28,MIN,WR,16,1,0,0,0,0,0,1,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Jeff Charleston,27,NOR,DE,16,1,0,0,0,0,2,2,0,1,0,0,3.0,26,19,7,4.0,4.0,0,
Patrick Cobbs,27,MIA,RB,16,1,0,0,0,0,0,0,1,0,0,0,0.0,6,6,0,0.0,0.0,0,
Jared Cook,23,TEN,TE,16,1,0,0,0,0,0,0,0,1,2,0,0.0,5,4,1,0.0,0.0,0,
Tom Crabtree,25,GNB,TE,16,1,0,0,0,0,0,0,0,0,0,0,0.0,10,8,2,0.0,0.0,0,
Brian Finneran,34,ATL,WR,16,1,0,0,0,0,0,1,0,1,0,0,0.0,1,1,0,0.0,0.0,0,
Brian Iwuh,26,CHI,LB,16,1,0,0,0,0,0,2,0,0,0,0,1.0,26,24,2,3.0,0.0,0,
Rashad Johnson,24,ARI,DB,16,1,1,7,0,7,6,1,0,0,0,0,0.0,44,31,13,0.0,0.0,0,
Anthony Madison,29,PIT,DB,16,1,1,-1,0,-1,1,0,0,1,0,0,1.0,24,15,9,1.0,1.0,0,
Lance Moore,27,NOR,WR,16,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Tim Shaw,26,TEN,LB,16,1,0,0,0,0,0,1,0,1,0,0,0.0,29,21,8,2.0,0.0,0,
Dan Skuta,24,CIN,LB,16,1,0,0,0,0,0,1,0,0,0,0,0.0,16,11,5,0.0,0.0,0,
