Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Sterling Shepard,27,NYG,12,12,90,66,656,9.9,3,37,60.0,29,5.5,54.7,73.3,7.3,0,
Corey Davis,25,TEN,14,12,92,65,984,15.1,5,49,63.0,75,4.6,70.3,70.7,10.7,1,
Chris Godwin,24,TAM,12,12,84,65,840,12.9,7,43,64.3,47,5.4,70.0,77.4,10.0,1,
Evan Engram,26,NYG,16,14,109,63,654,10.4,1,31,38.5,53,3.9,40.9,57.8,6.0,1,PB
Nyheim Hines,24,IND,16,2,76,63,482,7.7,4,24,53.9,29,3.9,30.1,82.9,6.3,0,
DeVante Parker,27,MIA,14,11,103,63,793,12.6,4,45,54.4,31,4.5,56.6,61.2,7.7,1,
Dalton Schultz,24,DAL,16,14,89,63,615,9.8,4,33,61.8,28,3.9,38.4,70.8,6.9,1,
Chase Claypool,22,PIT,16,6,109,62,873,14.1,9,41,48.6,84,3.9,54.6,56.9,8.0,3,
Noah Fant,23,DEN,15,14,93,62,673,10.9,3,34,51.6,37,4.1,44.9,66.7,7.2,0,
Darnell Mooney,23,CHI,16,9,98,61,631,10.3,4,33,50.0,53,3.8,39.4,62.2,6.4,1,
Emmanuel Sanders,33,NOR,14,5,82,61,726,11.9,5,33,68.3,51,4.4,51.9,74.4,8.9,1,
Brandon Aiyuk,22,SFO,12,11,96,60,748,12.5,5,42,57.3,49,5.0,62.3,62.5,7.8,0,
Hunter Henry,26,LAC,14,14,93,60,613,10.2,4,35,51.6,33,4.3,43.8,64.5,6.6,0,
Jamison Crowder,27,NYJ,12,7,89,59,699,11.8,6,32,50.6,69,4.9,58.3,66.3,7.9,0,
Mike Davis,27,CAR,15,12,70,59,373,6.3,2,17,47.1,23,3.9,24.9,84.3,5.3,1,
Michael Gallup,24,DAL,16,15,105,59,843,14.3,5,44,47.6,55,3.7,52.7,56.2,8.0,0,
Jakobi Meyers,24,NWE,14,9,81,59,729,12.4,0,37,59.3,35,4.2,52.1,72.8,9.0,1,
Mark Andrews,25,BAL,14,2,88,58,701,12.1,7,37,56.8,39,4.1,50.1,65.9,8.0,2,
Marquise Brown,23,BAL,16,14,100,58,769,13.3,8,35,45.0,70,3.6,48.1,58.0,7.7,0,
Laviska Shenault Jr.,22,JAX,14,12,79,58,600,10.3,5,33,53.2,36,4.1,42.9,73.4,7.6,0,
Eric Ebron,27,PIT,15,9,91,56,558,10.0,5,30,46.2,27,3.7,37.2,61.5,6.1,1,
T.Y. Hilton,31,IND,15,15,93,56,762,13.6,5,42,53.8,50,3.7,50.8,60.2,8.2,0,
Hayden Hurst,27,ATL,16,9,88,56,571,10.2,6,35,51.1,42,3.5,35.7,63.6,6.5,0,
Hunter Renfrow,25,LVR,16,6,77,56,656,11.7,2,32,57.1,53,3.5,41.0,72.7,8.5,2,
Keelan Cole,27,JAX,16,5,88,55,642,11.7,5,34,58.0,51,3.4,40.1,62.5,7.3,0,
Austin Ekeler,25,LAC,10,10,65,54,403,7.5,2,20,53.8,28,5.4,40.3,83.1,6.2,1,
Larry Fitzgerald,37,ARI,13,13,72,54,409,7.6,1,25,54.2,18,4.2,31.5,75.0,5.7,0,
David Montgomery,23,CHI,15,14,68,54,438,8.1,2,25,55.9,28,3.6,29.2,79.4,6.4,1,
DJ Chark,24,JAX,13,12,93,53,706,13.3,5,37,48.4,73,4.1,54.3,57.0,7.6,0,
Chase Edmonds,24,ARI,16,2,67,53,402,7.6,4,21,50.7,30,3.3,25.1,79.1,6.0,2,
Will Fuller,26,HOU,11,11,75,53,879,16.6,8,38,65.3,77,4.8,79.9,70.7,11.7,0,
Mike Gesicki,25,MIA,15,9,85,53,703,13.3,6,36,57.6,70,3.5,46.9,62.4,8.3,0,
Greg Ward,25,PHI,16,10,79,53,419,7.9,6,24,51.9,32,3.3,26.2,67.1,5.3,2,
Ezekiel Elliott,25,DAL,15,15,71,52,338,6.5,2,20,52.1,19,3.5,22.5,73.2,4.8,6,
Jerry Jeudy,21,DEN,16,14,113,52,856,16.5,3,39,36.3,92,3.3,53.5,46.0,7.6,2,
Josh Reynolds,25,LAR,16,13,81,52,618,11.9,2,31,56.8,40,3.3,38.6,64.2,7.6,2,
Robert Tonyan,26,GNB,16,8,59,52,586,11.3,11,33,74.6,45,3.3,36.6,88.1,9.9,0,
Julio Jones,31,ATL,9,9,68,51,771,15.1,3,36,64.7,44,5.7,85.7,75.0,11.3,0,
Tim Patrick,27,DEN,15,15,79,51,742,14.5,6,33,55.7,61,3.4,49.5,64.6,9.4,0,
Jimmy Graham,34,CHI,16,15,76,50,456,9.1,8,32,56.6,30,3.1,28.5,65.8,6.0,1,
Darius Slayton,23,NYG,16,15,96,50,751,15.0,3,40,49.0,41,3.1,46.9,52.1,7.8,1,
Kendrick Bourne,25,SFO,15,5,74,49,667,13.6,2,35,58.1,49,3.3,44.5,66.2,9.0,0,
Anthony Miller,26,CHI,16,6,76,49,485,9.9,2,23,44.7,34,3.1,30.3,64.5,6.4,2,
James Robinson,22,JAX,14,14,60,49,344,7.0,3,15,48.3,28,3.5,24.6,81.7,5.7,3,
James White,28,NWE,14,0,62,49,375,7.7,1,20,41.9,34,3.5,26.8,79.0,6.0,1,
Nelson Agholor,27,LVR,16,13,82,48,896,18.7,8,37,53.7,85,3.0,56.0,58.5,10.9,0,
Christian Kirk,24,ARI,14,10,79,48,621,12.9,6,30,49.4,80,3.4,44.4,60.8,7.9,1,
George Kittle,27,SFO,8,8,63,48,634,13.2,2,32,65.1,44,6.0,79.3,76.2,10.1,0,
Mike Williams,26,LAC,15,11,85,48,756,15.8,5,35,50.6,64,3.2,50.4,56.5,8.9,0,
Giovani Bernard,29,CIN,16,10,59,47,355,7.6,3,15,42.4,42,2.9,22.2,79.7,6.0,1,
Damiere Byrd,27,NWE,16,14,77,47,604,12.9,1,29,50.6,42,2.9,37.8,61.0,7.8,3,
A.J. Green,32,CIN,16,14,104,47,523,11.1,2,34,40.4,33,2.9,32.7,45.2,5.0,0,
Aaron Jones,26,GNB,14,14,63,47,355,7.6,2,15,49.2,30,3.4,25.4,74.6,5.6,2,PB
Danny Amendola,35,DET,14,5,69,46,602,13.1,0,30,52.2,50,3.3,43.0,66.7,8.7,0,
Dallas Goedert,25,PHI,11,9,65,46,524,11.4,3,28,60.0,41,4.2,47.6,70.8,8.1,0,
Austin Hooper,26,CLE,13,13,70,46,435,9.5,4,27,51.4,36,3.5,33.5,65.7,6.2,0,
D'Andre Swift,21,DET,13,4,57,46,357,7.8,2,15,47.4,26,3.5,27.5,80.7,6.3,3,
Antonio Brown,32,TAM,8,4,62,45,483,10.7,4,27,61.3,46,5.6,60.4,72.6,7.8,0,
Rob Gronkowski,31,TAM,16,16,77,45,623,13.8,7,29,50.6,48,2.8,38.9,58.4,8.1,1,
Demarcus Robinson,26,KAN,16,9,59,45,466,10.4,3,26,59.3,28,2.8,29.1,76.3,7.9,2,
Dalvin Cook,25,MIN,14,14,54,44,361,8.2,1,17,44.4,50,3.1,25.8,81.5,6.7,5,PB
Tyler Higbee,27,LAR,15,15,60,44,521,11.8,5,27,61.7,44,2.9,34.7,73.3,8.7,0,
Zach Pascal,26,IND,16,14,71,44,629,14.3,5,29,54.9,42,2.8,39.3,62.0,8.9,0,
Gerald Everett,26,LAR,16,7,62,41,417,10.2,1,24,51.6,40,2.6,26.1,66.1,6.7,1,
Myles Gaskin,23,MIA,10,7,47,41,388,9.5,2,12,59.6,59,4.1,38.8,87.2,8.3,2,
Mecole Hardman,22,KAN,16,8,62,41,560,13.7,4,23,54.8,49,2.6,35.0,66.1,9.0,2,
Jonnu Smith,25,TEN,15,14,65,41,448,10.9,8,25,55.4,63,2.7,29.9,63.1,6.9,0,
Chris Conley,28,JAX,15,4,63,40,471,11.8,2,24,58.7,51,2.7,31.4,63.5,7.5,1,
Michael Pittman Jr.,23,IND,13,8,61,40,503,12.6,1,22,50.8,45,3.1,38.7,65.6,8.2,0,
Drew Sample,24,CIN,16,13,53,40,349,8.7,1,16,58.5,23,2.5,21.8,75.5,6.6,1,
Michael Thomas,27,NOR,7,5,55,40,438,11.0,0,25,61.8,24,5.7,62.6,72.7,8.0,0,
Anthony Firkser,25,TEN,16,1,53,39,387,9.9,1,26,58.5,45,2.4,24.2,73.6,7.3,0,
Randall Cobb,30,HOU,10,2,48,38,441,11.6,3,20,70.8,34,3.8,44.1,79.2,9.2,0,
Travis Fulgham,25,PHI,13,8,67,38,539,14.2,4,26,52.2,42,2.9,41.5,56.7,8.0,0,
Kareem Hunt,25,CLE,16,5,51,38,304,8.0,5,19,54.9,26,2.4,19.0,74.5,6.0,2,
Devin Singletary,23,BUF,16,16,50,38,269,7.1,0,8,56.0,34,2.4,16.8,76.0,5.4,1,
Jordan Akins,28,HOU,13,5,49,37,403,10.9,1,20,65.3,26,2.8,31.0,75.5,8.2,0,
Braxton Berrios,25,NYJ,16,2,55,37,394,10.6,3,19,49.1,43,2.3,24.6,67.3,7.2,0,
Chris Carson,26,SEA,12,12,46,37,287,7.8,4,14,58.7,29,3.1,23.9,80.4,6.2,1,
Jared Cook,33,NOR,15,5,60,37,504,13.6,7,27,53.3,46,2.5,33.6,61.7,8.4,1,
Rashard Higgins,26,CLE,13,6,52,37,599,16.2,4,26,69.2,43,2.8,46.1,71.2,11.5,3,
Sammy Watkins,27,KAN,10,9,55,37,421,11.4,2,27,65.5,37,3.7,42.1,67.3,7.7,1,
Clyde Edwards-Helaire,21,KAN,13,13,54,36,297,8.3,1,12,44.4,26,2.8,22.8,66.7,5.5,0,
Tyler Eifert,30,JAX,15,4,60,36,349,9.7,2,22,48.3,28,2.4,23.3,60.0,5.8,0,
Zach Ertz,30,PHI,11,11,72,36,335,9.3,1,16,38.9,42,3.3,30.5,50.0,4.7,0,
Leonard Fournette,25,TAM,13,3,47,36,233,6.5,0,9,48.9,20,2.8,17.9,76.6,5.0,0,
Antonio Gibson,22,WAS,14,10,44,36,247,6.9,0,8,43.2,40,2.6,17.6,81.8,5.6,1,
Jakeem Grant,28,MIA,14,4,54,36,373,10.4,1,22,53.7,30,2.6,26.6,66.7,6.9,2,AP-2
Jonathan Taylor,21,IND,15,13,39,36,299,8.3,1,12,51.3,39,2.4,19.9,92.3,7.7,1,
James Conner,25,PIT,13,11,43,35,215,6.1,0,10,41.9,18,2.7,16.5,81.4,5.0,2,
Gabriel Davis,21,BUF,16,11,62,35,599,17.1,7,27,53.2,56,2.2,37.4,56.5,9.7,1,
David Moore,25,SEA,16,6,47,35,417,11.9,6,18,53.2,57,2.2,26.1,74.5,8.9,1,
Golden Tate,32,NYG,12,4,52,35,388,11.1,2,19,44.2,39,2.9,32.3,67.3,7.5,0,
Tre'Quan Smith,24,NOR,14,10,50,34,448,13.2,4,22,54.0,31,2.4,32.0,68.0,9.0,1,
John Brown,30,BUF,9,8,52,33,458,13.9,3,22,57.7,46,3.7,50.9,63.5,8.8,0,
Keke Coutee,23,HOU,8,4,40,33,400,12.1,3,19,65.0,64,4.1,50.0,82.5,10.0,4,
N'Keal Harry,23,NWE,14,9,57,33,309,9.4,2,15,49.1,30,2.4,22.1,57.9,5.4,1,
Josh Jacobs,22,LVR,15,15,45,33,238,7.2,0,9,46.7,29,2.2,15.9,73.3,5.3,2,PB
David Johnson,29,HOU,12,12,46,33,314,9.5,2,16,54.3,32,2.8,26.2,71.7,6.8,2,
Allen Lazard,25,GNB,10,9,46,33,451,13.7,3,23,69.6,72,3.3,45.1,71.7,9.8,0,
Jerick McKinnon,28,SFO,16,4,46,33,253,7.7,1,12,45.7,26,2.1,15.8,71.7,5.5,0,
Scott Miller,23,TAM,16,5,53,33,501,15.2,3,20,45.3,48,2.1,31.3,62.3,9.5,0,
Deebo Samuel,24,SFO,7,5,44,33,391,11.8,1,19,59.1,35,4.7,55.9,75.0,8.9,0,
Willie Snead,28,BAL,13,8,48,33,432,13.1,3,23,58.3,34,2.5,33.2,68.8,9.0,1,
Marquez Valdes-Scantling,26,GNB,16,12,63,33,690,20.9,6,27,49.2,78,2.1,43.1,52.4,11.0,1,
Melvin Gordon,27,DEN,15,10,44,32,158,4.9,1,7,29.5,20,2.1,10.5,72.7,3.6,4,
Cam Sims,24,WAS,16,10,48,32,477,14.9,1,18,52.1,50,2.0,29.8,66.7,9.9,1,
Mo Alie-Cox,27,IND,15,6,39,31,394,12.7,2,19,66.7,45,2.1,26.3,79.5,10.1,1,
Dan Arnold,25,ARI,16,5,45,31,438,14.1,4,24,62.2,59,1.9,27.4,68.9,9.7,2,
Chris Herndon,24,NYJ,16,13,45,31,287,9.3,3,17,55.6,26,1.9,17.9,68.9,6.4,2,
Jalen Reagor,21,PHI,11,11,54,31,396,12.8,1,19,46.3,55,2.8,36.0,57.4,7.3,2,
Jamaal Williams,25,GNB,14,3,35,31,236,7.6,1,11,51.4,29,2.2,16.9,88.6,6.7,0,
KJ Hamler,21,DEN,13,4,56,30,381,12.7,3,17,37.5,49,2.3,29.3,53.6,6.8,2,
Isaiah McKenzie,25,BUF,16,7,34,30,282,9.4,5,17,64.7,46,1.9,17.6,88.2,8.3,0,
Breshad Perriman,27,NYJ,12,12,60,30,505,16.8,3,20,36.7,53,2.5,42.1,50.0,8.4,0,
Irv Smith Jr.,22,MIN,13,7,43,30,365,12.2,5,22,58.1,36,2.3,28.1,69.8,8.5,0,
James Washington,24,PIT,16,7,56,30,392,13.1,5,19,42.9,50,1.9,24.5,53.6,7.0,0,
Kalen Ballage,25,2TM,11,2,37,29,166,5.7,0,5,37.8,21,2.6,15.1,78.4,4.5,1,
Kalen Ballage,25,NYJ,3,0,10,9,67,7.4,0,1,40.0,21,3.0,22.3,90.0,6.7,0,
Kalen Ballage,25,LAC,8,2,27,20,99,5.0,0,4,37.0,16,2.5,12.4,74.1,3.7,1,
Lynn Bowden Jr.,23,MIA,10,4,37,28,211,7.5,0,13,51.4,22,2.8,21.1,75.7,5.7,0,
Cameron Brate,29,TAM,16,1,34,28,282,10.1,2,17,70.6,25,1.8,17.6,82.4,8.3,0,
Trey Burton,29,IND,13,4,47,28,250,8.9,3,14,48.9,20,2.2,19.2,59.6,5.3,0,
Isaiah Ford,24,MIA,10,1,44,28,276,9.9,0,18,59.1,18,2.8,27.6,63.6,6.3,0,
Jalen Guyton,23,LAC,16,9,55,28,511,18.3,3,18,41.8,72,1.8,31.9,50.9,9.3,0,
Duke Johnson,27,HOU,11,5,35,28,249,8.9,1,8,54.3,48,2.5,22.6,80.0,7.1,3,
Ronald Jones II,23,TAM,14,13,42,28,165,5.9,1,2,31.0,37,2.0,11.8,66.7,3.9,2,
Cole Kmet,21,CHI,16,9,44,28,243,8.7,2,12,54.5,38,1.8,15.2,63.6,5.5,1,
James O'Shaughnessy,28,JAX,15,13,38,28,262,9.4,0,12,63.2,26,1.9,17.5,73.7,6.9,0,
Tony Pollard,23,DAL,16,2,40,28,193,6.9,1,9,42.5,30,1.8,12.1,70.0,4.8,0,
Kyle Rudolph,31,MIN,12,12,37,28,334,11.9,1,16,64.9,25,2.3,27.8,75.7,9.0,1,
Miles Sanders,23,PHI,12,11,52,28,197,7.0,0,8,34.6,28,2.3,16.4,53.8,3.8,4,
Steven Sims,23,WAS,12,2,37,27,265,9.8,1,13,51.4,30,2.3,22.1,73.0,7.2,4,
Isaiah Wright,23,WAS,14,6,35,27,197,7.3,0,10,48.6,22,1.9,14.1,77.1,5.6,3,
Jordan Reed,30,SFO,10,1,46,26,231,8.9,4,16,43.5,26,2.6,23.1,56.5,5.0,0,
Henry Ruggs III,21,LVR,13,12,43,26,452,17.4,2,13,53.5,72,2.0,34.8,60.5,10.5,2,
Durham Smythe,25,MIA,15,13,29,26,208,8.0,2,13,75.9,19,1.7,13.9,89.7,7.2,0,
Rex Burkhead,30,NWE,10,0,33,25,192,7.7,3,11,39.4,24,2.5,19.2,75.8,5.8,0,
Kenyan Drake,26,ARI,15,13,31,25,137,5.5,0,5,48.4,18,1.7,9.1,80.6,4.4,3,
Todd Gurley,26,ATL,15,15,35,25,164,6.6,0,7,42.9,26,1.7,10.9,71.4,4.7,2,
Brian Hill,25,ATL,16,1,30,25,199,8.0,0,7,56.7,26,1.6,12.4,83.3,6.6,2,
Jacob Hollister,27,SEA,16,5,40,25,209,8.4,3,14,50.0,20,1.6,13.1,62.5,5.2,0,
Boston Scott,25,PHI,16,4,36,25,212,8.5,1,8,41.7,18,1.6,13.3,69.4,5.9,2,
Harrison Bryant,22,CLE,15,9,38,24,238,9.9,3,14,57.9,35,1.6,15.9,63.2,6.3,2,
Will Dissly,24,SEA,16,12,29,24,251,10.5,2,12,62.1,28,1.5,15.7,82.8,8.7,0,
Dawson Knox,24,BUF,12,7,44,24,288,12.0,3,14,50.0,36,2.0,24.0,54.5,6.5,2,
Greg Olsen,35,SEA,11,8,37,24,239,10.0,1,16,59.5,22,2.2,21.7,64.9,6.5,0,
Richard Rodgers,28,PHI,14,4,31,24,345,14.4,2,16,64.5,33,1.7,24.6,77.4,11.1,0,
Odell Beckham Jr.,28,CLE,7,7,43,23,319,13.9,3,17,44.2,43,3.3,45.6,53.5,7.4,0,
Malcolm Brown,27,LAR,16,0,33,23,162,7.0,0,9,45.5,30,1.4,10.1,69.7,4.9,1,
Jack Doyle,30,IND,14,12,33,23,251,10.9,3,13,63.6,28,1.6,17.9,69.7,7.6,1,
DaeSean Hamilton,25,DEN,16,2,44,23,293,12.7,2,16,47.7,40,1.4,18.3,52.3,6.7,1,
Adam Humphries,27,TEN,7,1,35,23,228,9.9,2,11,54.3,23,3.3,32.6,65.7,6.5,0,
Richie James,25,SFO,11,7,35,23,394,17.1,1,15,48.6,47,2.1,35.8,65.7,11.3,2,
Joshua Kelley,23,LAC,14,0,23,23,148,6.4,0,9,56.5,35,1.6,10.6,100.0,6.4,2,
Denzel Mims,23,NYJ,9,8,44,23,357,15.5,0,15,40.9,30,2.6,39.7,52.3,8.1,0,
Latavius Murray,30,NOR,15,7,26,23,176,7.7,1,8,50.0,25,1.5,11.7,88.5,6.8,1,
Marquez Callaway,22,NOR,11,3,27,21,213,10.1,0,10,70.4,27,1.9,19.4,77.8,7.9,0,
Julian Edelman,34,NWE,6,1,39,21,315,15.0,0,18,51.3,49,3.5,52.5,53.8,8.1,0,
Darren Fells,34,HOU,16,14,28,21,312,14.9,4,16,71.4,44,1.3,19.5,75.0,11.1,0,
Wayne Gallman,26,NYG,15,10,27,21,114,5.4,0,6,37.0,19,1.4,7.6,77.8,4.2,1,
Andy Isabella,24,ARI,13,2,35,21,224,10.7,2,10,40.0,54,1.6,17.2,60.0,6.4,1,
Joe Mixon,24,CIN,6,6,26,21,138,6.6,1,5,46.2,19,3.5,23.0,80.8,5.3,1,
Cordarrelle Patterson,29,CHI,16,3,25,21,132,6.3,0,7,48.0,25,1.3,8.3,84.0,5.3,0,"PB,AP-1"
Chad Beebe,26,MIN,14,0,30,20,201,10.1,2,12,50.0,40,1.4,14.4,66.7,6.7,2,
Quintez Cephus,22,DET,13,2,35,20,349,17.5,2,16,54.3,49,1.5,26.8,57.1,10.0,0,
Devin Duvernay,23,BAL,16,3,26,20,201,10.1,0,8,46.2,39,1.3,12.6,76.9,7.7,0,
Kenny Golladay,27,DET,5,5,32,20,338,16.9,2,16,53.1,48,4.0,67.6,62.5,10.6,0,
Deonte Harty,23,NOR,9,2,25,20,186,9.3,1,10,60.0,40,2.2,20.7,80.0,7.4,3,
Tyron Johnson,24,LAC,12,0,26,20,398,19.9,3,15,61.5,55,1.7,33.2,76.9,15.3,0,
Ray-Ray McCloud,24,PIT,16,2,22,20,77,3.9,0,3,40.9,13,1.3,4.8,90.9,3.5,2,
Ian Thomas,24,CAR,16,8,31,20,145,7.3,1,11,51.6,21,1.3,9.1,64.5,4.7,1,
Chris Thompson,30,JAX,8,0,23,20,146,7.3,1,5,47.8,15,2.5,18.3,87.0,6.3,0,
Olamide Zaccheaus,23,ATL,11,2,32,20,274,13.7,1,16,56.3,51,1.8,24.9,62.5,8.6,0,
Miles Boykin,24,BAL,16,13,33,19,266,14.0,4,14,48.5,43,1.2,16.6,57.6,8.1,0,
Tyler Conklin,25,MIN,16,2,26,19,194,10.2,1,11,61.5,30,1.2,12.1,73.1,7.5,1,
Ross Dwelley,25,SFO,16,9,24,19,245,12.9,1,10,62.5,36,1.2,15.3,79.2,10.2,0,
Derrick Henry,26,TEN,16,16,31,19,114,6.0,0,4,32.3,53,1.2,7.1,61.3,3.7,3,"PB,AP-1,AP OPoY-1"
Justin Jackson,24,LAC,9,4,24,19,173,9.1,0,7,50.0,34,2.1,19.2,79.2,7.2,0,
Van Jefferson,24,LAR,16,0,31,19,220,11.6,1,11,54.8,31,1.2,13.8,61.3,7.1,1,
Kerryon Johnson,23,DET,16,2,26,19,187,9.8,1,11,46.2,20,1.2,11.7,73.1,7.2,1,
Kyle Juszczyk,29,SFO,16,15,29,19,202,10.6,4,10,58.6,41,1.2,12.6,65.5,7.0,1,PB
Dion Lewis,30,NYG,16,0,30,19,127,6.7,1,8,36.7,17,1.2,7.9,63.3,4.2,3,
David Njoku,24,CLE,13,5,29,19,213,11.2,2,13,58.6,28,1.5,16.4,65.5,7.3,0,
Jalen Richard,27,LVR,13,0,23,19,138,7.3,0,5,43.5,19,1.5,10.6,82.6,6.0,1,
J.K. Dobbins,22,BAL,15,1,24,18,120,6.7,0,4,37.5,19,1.2,8.0,75.0,5.0,2,
Dontrelle Inman,31,WAS,10,2,28,18,163,9.1,2,11,50.0,17,1.8,16.3,64.3,5.8,1,
Collin Johnson,23,JAX,14,0,31,18,272,15.1,2,12,51.6,46,1.3,19.4,58.1,8.8,0,
Kaden Smith,23,NYG,15,12,21,18,112,6.2,0,8,61.9,16,1.2,7.5,85.7,5.3,1,
Darrel Williams,25,KAN,16,0,26,18,116,6.4,0,6,42.3,15,1.1,7.3,69.2,4.5,0,
Preston Williams,23,MIA,8,7,35,18,288,16.0,4,14,45.7,47,2.3,36.0,51.4,8.2,0,
Marvin Hall,27,2TM,12,6,32,18,302,16.8,2,10,53.1,73,1.5,25.2,56.3,9.4,0,
Marvin Hall,27,DET,11,5,30,17,290,17.1,2,10,53.3,73,1.5,26.4,56.7,9.7,0,
Marvin Hall,27,CLE,1,1,2,1,12,12.0,0,0,50.0,12,1.0,12.0,50.0,6.0,0,
Devontae Booker,28,LVR,16,1,21,17,84,4.9,0,2,33.3,17,1.1,5.3,81.0,4.0,1,
DeeJay Dallas,22,SEA,12,2,20,17,111,6.5,1,5,55.0,13,1.4,9.3,85.0,5.6,0,
Chad Hansen,25,HOU,5,2,24,17,236,13.9,1,11,66.7,38,3.4,47.2,70.8,9.8,0,
Christian McCaffrey,24,CAR,3,3,19,17,149,8.8,1,8,52.6,24,5.7,49.7,89.5,7.8,0,
Ito Smith,25,ATL,14,0,26,17,75,4.4,0,3,30.8,17,1.2,5.4,65.4,2.9,1,
Jeff Smith,23,NYJ,12,4,37,17,167,9.8,0,9,32.4,21,1.4,13.9,45.9,4.5,0,
Cedrick Wilson Jr.,25,DAL,16,0,28,17,189,11.1,2,10,53.6,42,1.1,11.8,60.7,6.8,0,
