Player,Age,Team,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
Darren Sproles,33.0,PHI,15.0,5.0,94.0,438.0,2.0,22.0,52.1,25.0,4.7,29.2,6.3,1.0,PB
Theo Riddick,25.0,DET,10.0,8.0,92.0,357.0,1.0,21.0,41.3,42.0,3.9,35.7,9.2,0.0,
Giovani Bernard,25.0,CIN,10.0,2.0,91.0,337.0,2.0,16.0,48.4,17.0,3.7,33.7,9.1,1.0,
Cam Newton,27.0,CAR,15.0,14.0,90.0,359.0,5.0,28.0,52.2,28.0,4.0,23.9,6.0,3.0,
Dwayne Washington,22.0,DET,12.0,2.0,90.0,265.0,1.0,11.0,33.3,28.0,2.9,22.1,7.5,0.0,
Kenneth Dixon,22.0,BAL,12.0,0.0,88.0,382.0,2.0,30.0,53.4,20.0,4.3,31.8,7.3,1.0,
Charcandrick West,25.0,KAN,15.0,2.0,88.0,293.0,1.0,15.0,35.2,28.0,3.3,19.5,5.9,0.0,
Zach Zenner,25.0,DET,14.0,4.0,88.0,334.0,4.0,23.0,47.7,20.0,3.8,23.9,6.3,1.0,
DeAndre Washington,23.0,OAK,14.0,2.0,87.0,467.0,2.0,19.0,47.1,30.0,5.4,33.4,6.2,1.0,
Justin Forsett,31.0,3TM,9.0,6.0,87.0,291.0,1.0,10.0,32.2,64.0,3.3,32.3,9.7,2.0,
Jalen Richard,23.0,OAK,16.0,0.0,83.0,491.0,1.0,15.0,48.2,75.0,5.9,30.7,5.2,0.0,
Ty Montgomery,23.0,GNB,15.0,6.0,77.0,457.0,3.0,20.0,53.2,61.0,5.9,30.5,5.1,2.0,
Wendell Smallwood,22.0,PHI,13.0,3.0,77.0,312.0,1.0,20.0,46.8,19.0,4.1,24.0,5.9,1.0,
Rex Burkhead,26.0,CIN,16.0,1.0,74.0,344.0,2.0,24.0,63.5,17.0,4.6,21.5,4.6,1.0,
Shaun Draughn,29.0,SFO,16.0,1.0,74.0,196.0,4.0,15.0,33.8,18.0,2.6,12.3,4.6,1.0,
Duke Johnson,23.0,CLE,16.0,1.0,73.0,358.0,1.0,18.0,45.2,22.0,4.9,22.4,4.6,2.0,
Russell Wilson,28.0,SEA,16.0,16.0,72.0,259.0,1.0,18.0,43.1,18.0,3.6,16.2,4.5,8.0,
Eddie Lacy,26.0,GNB,5.0,5.0,71.0,360.0,0.0,15.0,49.3,31.0,5.1,72.0,14.2,0.0,
Colin Kaepernick,29.0,SFO,12.0,11.0,69.0,468.0,2.0,29.0,60.9,30.0,6.8,39.0,5.8,9.0,
Alfred Morris,28.0,DAL,14.0,0.0,69.0,243.0,2.0,15.0,47.8,17.0,3.5,17.4,4.9,0.0,
Chris Thompson,26.0,WAS,16.0,0.0,68.0,356.0,3.0,16.0,52.9,25.0,5.2,22.3,4.3,2.0,
Aaron Rodgers,33.0,GNB,16.0,16.0,67.0,369.0,4.0,26.0,49.3,23.0,5.5,23.1,4.2,8.0,"PB,AP MVP-5,AP OPoY-2"
Dion Lewis,26.0,NWE,7.0,5.0,64.0,283.0,0.0,14.0,57.8,15.0,4.4,40.4,9.1,1.0,
Andrew Luck,27.0,IND,15.0,15.0,64.0,341.0,2.0,20.0,46.9,33.0,5.3,22.7,4.3,6.0,
James Starks,30.0,GNB,9.0,4.0,63.0,145.0,0.0,9.0,30.2,11.0,2.3,16.1,7.0,1.0,
Jeremy Langford,25.0,CHI,12.0,3.0,62.0,200.0,4.0,12.0,56.5,23.0,3.2,16.7,5.2,2.0,
Kenneth Farrow,23.0,SDG,13.0,2.0,60.0,192.0,0.0,0.0,0.0,11.0,3.2,14.8,4.6,2.0,
Marcus Mariota,23.0,TEN,15.0,15.0,60.0,349.0,2.0,22.0,60.0,41.0,5.8,23.3,4.0,10.0,
Blake Bortles,24.0,JAX,16.0,16.0,58.0,359.0,3.0,20.0,53.4,27.0,6.2,22.4,3.6,8.0,
Dak Prescott,23.0,DAL,16.0,16.0,57.0,282.0,6.0,21.0,54.4,18.0,4.9,17.6,3.6,9.0,"PB,AP MVP-6,AP ORoY-1"
Fozzy Whittaker,27.0,CAR,16.0,0.0,57.0,265.0,0.0,10.0,36.8,25.0,4.6,16.6,3.6,1.0,
Peyton Barber,22.0,TAM,15.0,1.0,55.0,223.0,1.0,10.0,41.8,44.0,4.1,14.9,3.7,0.0,
Jameis Winston,22.0,TAM,16.0,16.0,53.0,165.0,1.0,13.0,32.1,14.0,3.1,10.3,3.3,10.0,
Charles Sims,26.0,TAM,7.0,2.0,51.0,149.0,1.0,6.0,39.2,23.0,2.9,21.3,7.3,1.0,
Alex Smith,32.0,KAN,15.0,15.0,48.0,134.0,5.0,11.0,27.1,24.0,2.8,8.9,3.2,7.0,PB
Robert Turbin,27.0,IND,15.0,0.0,47.0,164.0,7.0,20.0,59.6,18.0,3.5,10.9,3.1,0.0,
Andy Dalton,29.0,CIN,16.0,16.0,46.0,184.0,4.0,17.0,52.2,15.0,4.0,11.5,2.9,9.0,PB
Carson Wentz,24.0,PHI,16.0,16.0,46.0,150.0,2.0,17.0,47.8,17.0,3.3,9.4,2.9,14.0,
Denard Robinson,26.0,JAX,13.0,1.0,41.0,144.0,0.0,4.0,41.5,9.0,3.5,11.1,3.2,0.0,
Ronnie Hillman,25.0,2TM,8.0,1.0,41.0,131.0,0.0,4.0,19.5,17.0,3.2,16.4,5.1,0.0,
Blaine Gabbert,27.0,SFO,6.0,5.0,40.0,173.0,2.0,16.0,52.5,24.0,4.3,28.8,6.7,0.0,
Derek Carr,25.0,OAK,15.0,15.0,39.0,70.0,0.0,5.0,30.8,13.0,1.8,4.7,2.6,5.0,"PB,AP MVP-3,AP OPoY-6"
Ryan Tannehill,28.0,MIA,13.0,13.0,39.0,164.0,1.0,11.0,48.7,18.0,4.2,12.6,3.0,9.0,
James White,24.0,NWE,16.0,4.0,39.0,166.0,0.0,8.0,48.7,16.0,4.3,10.4,2.4,0.0,
DuJuan Harris,28.0,SFO,10.0,1.0,38.0,138.0,0.0,6.0,39.5,19.0,3.6,13.8,3.8,2.0,
Adrian Peterson,31.0,MIN,3.0,3.0,37.0,72.0,0.0,3.0,35.1,13.0,1.9,24.0,12.3,1.0,
Matthew Stafford,28.0,DET,16.0,16.0,37.0,207.0,2.0,16.0,54.1,24.0,5.6,12.9,2.3,3.0,
Cameron Artis-Payne,26.0,CAR,3.0,3.0,36.0,144.0,2.0,5.0,50.0,14.0,4.0,48.0,12.0,0.0,
Matt Ryan,31.0,ATL,16.0,16.0,35.0,117.0,0.0,13.0,42.9,18.0,3.3,7.3,2.2,4.0,"PB,AP-1,AP MVP-1,AP OPoY-1"
Mike Tolbert,31.0,CAR,16.0,2.0,35.0,114.0,0.0,5.0,37.1,14.0,3.3,7.1,2.2,0.0,PB
Damien Williams,24.0,MIA,15.0,0.0,35.0,115.0,3.0,9.0,37.1,23.0,3.3,7.7,2.3,1.0,
Kirk Cousins,28.0,WAS,16.0,16.0,34.0,96.0,4.0,14.0,44.1,19.0,2.8,6.0,2.1,9.0,PB
Andre Ellington,27.0,ARI,16.0,0.0,34.0,96.0,0.0,4.0,32.4,13.0,2.8,6.0,2.1,0.0,
Aaron Ripkowski,24.0,GNB,16.0,8.0,34.0,150.0,2.0,12.0,58.8,15.0,4.4,9.4,2.1,0.0,
Kenyan Drake,22.0,MIA,16.0,1.0,33.0,179.0,2.0,9.0,45.5,45.0,5.4,11.2,2.1,1.0,
Ryan Fitzpatrick,34.0,NYJ,14.0,11.0,33.0,130.0,0.0,7.0,51.5,14.0,3.9,9.3,2.4,9.0,
Shane Vereen,27.0,NYG,5.0,1.0,33.0,158.0,1.0,9.0,45.5,25.0,4.8,31.6,6.6,2.0,
Ka'Deem Carey,24.0,CHI,12.0,0.0,32.0,126.0,0.0,4.0,37.5,24.0,3.9,10.5,2.7,0.0,
Corey Grant,25.0,JAX,11.0,1.0,32.0,164.0,1.0,7.0,43.8,57.0,5.1,14.9,2.9,0.0,
Alex Collins,22.0,SEA,11.0,0.0,31.0,125.0,1.0,8.0,38.7,26.0,4.0,11.4,2.8,2.0,
Robert Griffin III,26.0,CLE,5.0,5.0,31.0,190.0,2.0,10.0,54.8,20.0,6.1,38.0,6.2,4.0,
Terron Ward,24.0,ATL,5.0,0.0,31.0,151.0,0.0,7.0,45.2,45.0,4.9,30.2,6.2,0.0,
Orleans Darkwa,24.0,NYG,10.0,2.0,30.0,111.0,2.0,7.0,40.0,17.0,3.7,11.1,3.0,0.0,
Brock Osweiler,26.0,HOU,15.0,14.0,30.0,131.0,2.0,14.0,50.0,21.0,4.4,8.7,2.0,5.0,
C.J. Prosise,22.0,SEA,6.0,2.0,30.0,172.0,1.0,4.0,53.3,72.0,5.7,28.7,5.0,0.0,
Kapri Bibbs,23.0,DEN,12.0,0.0,29.0,129.0,0.0,7.0,51.7,24.0,4.4,10.8,2.4,0.0,
Tavon Austin,26.0,LAR,15.0,15.0,28.0,159.0,1.0,8.0,57.1,30.0,5.7,10.6,1.9,5.0,
Tom Brady,39.0,NWE,12.0,12.0,28.0,64.0,0.0,11.0,42.9,15.0,2.3,5.3,2.3,5.0,"PB,AP-2,AP MVP-2,AP OPoY-4"
Trevor Siemian,25.0,DEN,14.0,14.0,28.0,57.0,0.0,6.0,39.3,14.0,2.0,4.1,2.0,4.0,
Kenjon Barner,27.0,PHI,13.0,0.0,27.0,129.0,2.0,9.0,51.9,19.0,4.8,9.9,2.1,0.0,
Jonathan Williams,22.0,BUF,11.0,0.0,27.0,94.0,1.0,6.0,40.7,20.0,3.5,8.5,2.5,2.0,
Chris Johnson,31.0,ARI,4.0,0.0,25.0,95.0,1.0,5.0,44.0,18.0,3.8,23.8,6.3,0.0,
Tyreek Hill,22.0,KAN,16.0,1.0,24.0,267.0,3.0,11.0,58.3,70.0,11.1,16.7,1.5,4.0,"PB,AP-1"
Darren McFadden,29.0,DAL,3.0,1.0,24.0,87.0,0.0,5.0,45.8,24.0,3.6,29.0,8.0,0.0,
Drew Brees,37.0,NOR,16.0,16.0,23.0,20.0,2.0,7.0,30.4,7.0,0.9,1.3,1.4,5.0,"PB,AP OPoY-6"
Jonathan Grimes,27.0,HOU,10.0,0.0,23.0,105.0,0.0,6.0,30.4,14.0,4.6,10.5,2.3,0.0,
Arian Foster,30.0,MIA,4.0,2.0,22.0,55.0,0.0,3.0,27.3,9.0,2.5,13.8,5.5,1.0,
Benny Cunningham,26.0,LAR,11.0,0.0,21.0,101.0,0.0,4.0,42.9,24.0,4.8,9.2,1.9,1.0,
Joe Flacco,31.0,BAL,16.0,16.0,21.0,58.0,2.0,6.0,33.3,16.0,2.8,3.6,1.3,5.0,
Eli Manning,35.0,NYG,16.0,16.0,21.0,-9.0,0.0,2.0,9.5,6.0,-0.4,-0.6,1.3,7.0,
Sam Bradford,29.0,MIN,15.0,15.0,20.0,53.0,0.0,3.0,25.0,24.0,2.7,3.5,1.3,10.0,
Akeem Hunt,23.0,HOU,8.0,0.0,20.0,109.0,0.0,5.0,50.0,19.0,5.5,13.6,2.5,2.0,
Case Keenum,28.0,LAR,10.0,9.0,20.0,51.0,1.0,8.0,45.0,13.0,2.6,5.1,2.0,5.0,
Mike Davis,23.0,SFO,8.0,1.0,19.0,50.0,1.0,4.0,47.4,8.0,2.6,6.3,2.4,1.0,
Byron Marshall,22.0,PHI,3.0,0.0,19.0,64.0,0.0,6.0,42.1,12.0,3.4,21.3,6.3,0.0,
Danny Woodhead,31.0,SDG,2.0,1.0,19.0,116.0,0.0,0.0,0.0,23.0,6.1,58.0,9.5,0.0,
Ameer Abdullah,23.0,DET,2.0,2.0,18.0,101.0,0.0,6.0,61.1,24.0,5.6,50.5,9.0,0.0,
Malcolm Brown,23.0,LAR,16.0,0.0,18.0,39.0,0.0,1.0,22.2,10.0,2.2,2.4,1.1,1.0,
John Kuhn,34.0,NOR,16.0,3.0,18.0,37.0,4.0,12.0,66.7,4.0,2.1,2.3,1.1,0.0,
Andre Williams,24.0,SDG,1.0,0.0,18.0,87.0,0.0,0.0,0.0,14.0,4.8,87.0,18.0,0.0,
Kerwynn Williams,25.0,ARI,10.0,0.0,18.0,157.0,2.0,8.0,55.6,49.0,8.7,15.7,1.8,0.0,
Knile Davis,25.0,2TM,11.0,0.0,18.0,28.0,0.0,0.0,16.7,6.0,1.6,2.5,1.6,0.0,
Jamize Olawale,27.0,OAK,16.0,7.0,17.0,47.0,2.0,5.0,35.3,17.0,2.8,2.9,1.1,0.0,
Bobby Rainey,29.0,NYG,15.0,0.0,17.0,63.0,0.0,4.0,52.9,14.0,3.7,4.2,1.1,1.0,
Jacoby Brissett,24.0,NWE,3.0,2.0,16.0,83.0,1.0,5.0,43.8,27.0,5.2,27.7,5.3,3.0,
Ben Roethlisberger,34.0,PIT,14.0,14.0,16.0,14.0,1.0,3.0,18.8,14.0,0.9,1.0,1.1,8.0,PB
Josh Ferguson,23.0,IND,16.0,0.0,15.0,20.0,0.0,0.0,13.3,11.0,1.3,1.3,0.9,1.0,
Ted Ginn Jr.,31.0,CAR,16.0,8.0,14.0,98.0,0.0,7.0,71.4,20.0,7.0,6.1,0.9,3.0,
Carson Palmer,37.0,ARI,15.0,15.0,14.0,38.0,0.0,3.0,42.9,16.0,2.7,2.5,0.9,14.0,
Philip Rivers,35.0,SDG,16.0,16.0,14.0,35.0,0.0,0.0,0.0,10.0,2.5,2.2,0.9,9.0,PB
Fitzgerald Toussaint,26.0,PIT,16.0,0.0,14.0,58.0,0.0,2.0,35.7,16.0,4.1,3.6,0.9,0.0,
Reggie Bush,31.0,BUF,13.0,0.0,12.0,-3.0,1.0,3.0,41.7,5.0,-0.3,-0.2,0.9,1.0,
Jamaal Charles,30.0,KAN,3.0,0.0,12.0,40.0,1.0,3.0,41.7,17.0,3.3,13.3,4.0,0.0,
Julian Edelman,30.0,NWE,16.0,13.0,12.0,57.0,0.0,3.0,66.7,9.0,4.8,3.6,0.8,3.0,
Troymaine Pope,23.0,2TM,4.0,0.0,12.0,44.0,0.0,3.0,33.3,18.0,3.7,11.0,3.0,0.0,
Cody Kessler,23.0,CLE,9.0,8.0,11.0,18.0,0.0,1.0,18.2,8.0,1.6,2.0,1.2,4.0,
Daniel Lasco,24.0,NOR,7.0,0.0,11.0,32.0,0.0,1.0,45.5,6.0,2.9,4.6,1.6,0.0,
Paxton Lynch,22.0,DEN,3.0,2.0,11.0,25.0,0.0,1.0,18.2,10.0,2.3,8.3,3.7,2.0,
Randall Cobb,26.0,GNB,13.0,10.0,10.0,33.0,0.0,4.0,50.0,14.0,3.3,2.5,0.8,1.0,
Jimmy Garoppolo,25.0,NWE,6.0,2.0,10.0,6.0,0.0,1.0,10.0,10.0,0.6,1.0,1.7,2.0,
Don Jackson,23.0,GNB,3.0,1.0,10.0,32.0,0.0,1.0,50.0,7.0,3.2,10.7,3.3,0.0,
Antone Smith,31.0,TAM,3.0,0.0,10.0,47.0,0.0,2.0,60.0,8.0,4.7,15.7,3.3,2.0,
Golden Tate,28.0,DET,16.0,16.0,10.0,4.0,0.0,1.0,20.0,11.0,0.4,0.3,0.6,2.0,
Lucky Whitehead,24.0,DAL,15.0,1.0,10.0,82.0,0.0,4.0,60.0,26.0,8.2,5.5,0.7,3.0,
Brandon Wilds,23.0,NYJ,4.0,0.0,10.0,27.0,0.0,1.0,30.0,6.0,2.7,6.8,2.5,0.0,
Javorius Allen,25.0,BAL,8.0,0.0,9.0,34.0,0.0,0.0,55.6,7.0,3.8,4.3,1.1,0.0,
Lance Dunbar,26.0,DAL,13.0,0.0,9.0,31.0,1.0,3.0,55.6,10.0,3.4,2.4,0.7,1.0,
Jordan Todman,26.0,IND,16.0,0.0,9.0,59.0,0.0,3.0,55.6,19.0,6.6,3.7,0.6,0.0,
Terrell Watson,23.0,PHI,1.0,0.0,9.0,28.0,1.0,2.0,55.6,8.0,3.1,28.0,9.0,0.0,
Trevone Boykin,23.0,SEA,5.0,0.0,8.0,1.0,0.0,1.0,12.5,11.0,0.1,0.2,1.6,1.0,
Mack Brown,25.0,WAS,9.0,0.0,8.0,82.0,1.0,1.0,37.5,61.0,10.3,9.1,0.9,0.0,
Jerome Felton,30.0,BUF,15.0,4.0,8.0,13.0,0.0,5.0,62.5,6.0,1.6,0.9,0.5,0.0,
Jared Goff,22.0,LAR,7.0,7.0,8.0,16.0,1.0,1.0,25.0,6.0,2.0,2.3,1.1,5.0,
Kevin Hogan,24.0,CLE,4.0,0.0,8.0,105.0,1.0,5.0,75.0,28.0,13.1,26.3,2.0,0.0,
EJ Manuel,26.0,BUF,6.0,1.0,8.0,22.0,0.0,3.0,50.0,8.0,2.8,3.7,1.3,2.0,
Isaiah Pead,27.0,MIA,3.0,0.0,8.0,22.0,0.0,0.0,37.5,4.0,2.8,7.3,2.7,0.0,
Terrelle Pryor,27.0,CLE,16.0,15.0,8.0,21.0,1.0,3.0,37.5,15.0,2.6,1.3,0.5,1.0,
Khiry Robinson,27.0,NYJ,1.0,0.0,8.0,22.0,0.0,1.0,50.0,10.0,2.8,22.0,8.0,1.0,
Juwan Thompson,24.0,DEN,8.0,1.0,8.0,26.0,1.0,2.0,37.5,14.0,3.3,3.3,1.0,0.0,
George Atkinson,24.0,CLE,16.0,0.0,7.0,34.0,1.0,3.0,57.1,11.0,4.9,2.1,0.4,1.0,
Matt Barkley,26.0,CHI,7.0,6.0,7.0,2.0,0.0,0.0,0.0,5.0,0.3,0.3,1.0,4.0,
D.J. Foster,23.0,NWE,3.0,0.0,7.0,24.0,0.0,0.0,14.3,7.0,3.4,8.0,2.3,0.0,
Brian Hoyer,31.0,CHI,6.0,5.0,7.0,-2.0,0.0,0.0,0.0,3.0,-0.3,-0.3,1.2,3.0,
Zach Line,26.0,MIN,15.0,4.0,7.0,15.0,0.0,3.0,57.1,5.0,2.1,1.0,0.5,0.0,
Josh McCown,37.0,CLE,5.0,3.0,7.0,21.0,0.0,0.0,14.3,7.0,3.0,4.2,1.4,7.0,
Cordarrelle Patterson,25.0,MIN,16.0,8.0,7.0,43.0,0.0,2.0,57.1,22.0,6.1,2.7,0.4,2.0,"PB,AP-1"
Brandin Cooks,23.0,NOR,16.0,12.0,6.0,30.0,0.0,1.0,66.7,11.0,5.0,1.9,0.4,1.0,
Johnny Holton,26.0,OAK,15.0,0.0,6.0,43.0,0.0,2.0,33.3,29.0,7.2,2.9,0.4,1.0,
Landry Jones,27.0,PIT,8.0,2.0,6.0,-4.0,0.0,0.0,0.0,,-0.7,-0.5,0.8,0.0,
Marqise Lee,25.0,JAX,16.0,6.0,6.0,35.0,0.0,2.0,66.7,11.0,5.8,2.2,0.4,1.0,
Tyler Lockett,24.0,SEA,15.0,9.0,6.0,114.0,1.0,4.0,83.3,75.0,19.0,7.6,0.4,0.0,AP-2
Cedric Peerman,30.0,CIN,6.0,0.0,6.0,15.0,0.0,0.0,33.3,4.0,2.5,2.5,1.0,0.0,
Tom Savage,26.0,HOU,3.0,2.0,6.0,12.0,0.0,2.0,33.3,11.0,2.0,4.0,2.0,1.0,
Scott Tolzien,29.0,IND,3.0,1.0,6.0,3.0,0.0,0.0,0.0,5.0,0.5,1.0,2.0,1.0,
C.J. Spiller,29.0,2TM,6.0,0.0,6.0,18.0,0.0,2.0,50.0,13.0,3.0,3.0,1.0,1.0,
Nelson Agholor,23.0,PHI,15.0,14.0,5.0,14.0,0.0,0.0,40.0,5.0,2.8,0.9,0.3,1.0,
Jay Cutler,33.0,CHI,5.0,5.0,5.0,24.0,0.0,1.0,40.0,12.0,4.8,4.8,1.0,6.0,
Shaun Hill,36.0,MIN,3.0,1.0,5.0,5.0,0.0,0.0,0.0,9.0,1.0,1.7,1.7,0.0,
Adam Humphries,23.0,TAM,15.0,4.0,5.0,18.0,0.0,0.0,60.0,8.0,3.6,1.2,0.3,3.0,
Kyle Juszczyk,25.0,BAL,16.0,7.0,5.0,22.0,1.0,3.0,60.0,10.0,4.4,1.4,0.3,0.0,PB
Jarvis Landry,24.0,MIA,16.0,16.0,5.0,17.0,0.0,1.0,20.0,13.0,3.4,1.1,0.3,2.0,PB
Ryan Mallett,28.0,BAL,4.0,0.0,5.0,-6.0,0.0,0.0,0.0,-1.0,-1.2,-1.5,1.3,0.0,
Bryce Petty,25.0,NYJ,6.0,4.0,5.0,19.0,0.0,1.0,40.0,9.0,3.8,3.2,0.8,1.0,
Mike Wallace,30.0,BAL,16.0,16.0,5.0,31.0,0.0,2.0,60.0,13.0,6.2,1.9,0.3,1.0,
Josh Bellamy,27.0,CHI,16.0,2.0,4.0,37.0,0.0,2.0,75.0,22.0,9.3,2.3,0.3,0.0,
Tyler Boyd,22.0,CIN,16.0,2.0,4.0,58.0,0.0,2.0,50.0,39.0,14.5,3.6,0.3,1.0,
Travaris Cadet,27.0,NOR,15.0,1.0,4.0,19.0,0.0,1.0,50.0,16.0,4.8,1.3,0.3,0.0,
Matt Cassel,34.0,TEN,4.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,0.8,0.8,1.0,1.0,
Sammie Coates,23.0,PIT,14.0,5.0,4.0,14.0,0.0,1.0,50.0,15.0,3.5,1.0,0.3,0.0,
Nick Foles,27.0,KAN,3.0,1.0,4.0,-4.0,0.0,0.0,0.0,-1.0,-1.0,-1.3,1.3,0.0,
Taylor Gabriel,25.0,ATL,13.0,3.0,4.0,51.0,1.0,3.0,75.0,27.0,12.8,3.9,0.3,0.0,
Mike James,25.0,TAM,4.0,0.0,4.0,19.0,0.0,1.0,50.0,9.0,4.8,4.8,1.0,0.0,
