Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Mark Ingram,NOR,26,RB,12,10,6.0,,,,,,,6.0,1.0,,,,,,,,38,3.2
Jarvis Landry*,MIA,23,WR,16,14,1.0,4.0,1.0,,,,,6.0,1.0,,,,,,,,38,2.4
Delanie Walker*,TEN,31,TE,15,10,,6.0,,,,,,6.0,1.0,,,,,,,,38,2.5
Travis Benjamin,CLE,26,WR,16,15,,5.0,1.0,,,,,6.0,,,,,,,,,36,2.3
Amari Cooper*,OAK,21,WR,16,15,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Michael Floyd,ARI,26,WR,15,6,,6.0,,,,,,6.0,,,,,,,,,36,2.4
Pierre Garcon,WAS,29,WR,16,16,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Dwayne Harris,NYG,28,WR,15,6,,4.0,1.0,1.0,,,,6.0,,,,,,,,,36,2.4
Donte Moncrief,IND,22,WR,16,10,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Latavius Murray*,OAK,25,RB,16,16,6.0,,,,,,,6.0,,,,,,,,,36,2.3
Emmanuel Sanders,DEN,28,WR,15,15,,6.0,,,,,,6.0,,,,,,,,,36,2.4
Darren Sproles*,PHI,32,RB,16,4,3.0,1.0,2.0,,,,,6.0,,,,,,,,,36,2.3
Golden Tate,DET,27,WR,16,16,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Demaryius Thomas*,DEN,28,WR,16,16,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Spencer Ware,KAN,24,RB,11,2,6.0,,,,,,,6.0,,,,,,,,,36,3.3
Ben Watson,NOR,35,TE,16,16,,6.0,,,,,,6.0,,,,,,,,,36,2.3
James White,NWE,23,RB,14,1,2.0,4.0,,,,,,6.0,,,,,,,,,36,2.6
Jameis Winston*,TAM,21,QB,16,16,6.0,,,,,,,6.0,,,,,,,,,36,2.3
Travis Kelce*,KAN,26,TE,16,16,,5.0,,,,,,5.0,2.0,,,,,,,,34,2.1
LeSean McCoy*,BUF,27,RB,12,12,3.0,2.0,,,,,,5.0,1.0,,,,,,,,32,2.7
Seth Roberts,OAK,24,WR,16,5,,5.0,,,,,,5.0,1.0,,,,,,,,32,2.0
Markus Wheaton,PIT,24,WR,16,8,,5.0,,,,,,5.0,1.0,,,,,,,,32,2.0
Kamar Aiken,BAL,26,WR,16,14,,5.0,,,,,,5.0,,,,,,,,,30,1.9
C.J. Anderson,DEN,24,RB,15,6,5.0,,,,,,,5.0,,,,,,,,,30,2.0
Cole Beasley,DAL,26,WR,16,3,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Jamaal Charles,KAN,29,RB,5,5,4.0,1.0,,,,,,5.0,,,,,,,,,30,6.0
Kirk Cousins,WAS,27,QB,16,16,5.0,,,,,,,5.0,,,,,,,,,30,1.9
Isaiah Crowell,CLE,22,RB,16,9,4.0,1.0,,,,,,5.0,,,,,,,,,30,1.9
Eric Ebron,DET,22,TE,14,8,,5.0,,,,,,5.0,,,,,,,,,30,2.1
Devin Funchess,CAR,21,WR,16,5,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Antonio Gates,SDG,35,TE,11,4,,5.0,,,,,,5.0,,,,,,,,,30,2.7
T.Y. Hilton*,IND,26,WR,16,15,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Jermaine Kearse,SEA,25,WR,16,16,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Eddie Lacy,GNB,25,RB,15,12,3.0,2.0,,,,,,5.0,,,,,,,,,30,2.0
Zach Miller,CHI,31,TE,15,14,,5.0,,,,,,5.0,,,,,,,,,30,2.0
Thomas Rawls,SEA,22,RB,13,7,4.0,1.0,,,,,,5.0,,,,,,,,,30,2.3
Kyle Rudolph,MIN,26,TE,16,16,,5.0,,,,,,5.0,,,,,,,,,30,1.9
James Starks,GNB,29,RB,16,4,2.0,3.0,,,,,,5.0,,,,,,,,,30,1.9
Julius Thomas,JAX,27,TE,12,10,,5.0,,,,,,5.0,,,,,,,,,30,2.5
Charcandrick West,KAN,24,RB,15,9,4.0,1.0,,,,,,5.0,,,,,,,,,30,2.0
Ladarius Green,SDG,25,TE,13,11,,4.0,,,,,,4.0,2.0,,,,,,,,28,2.2
Dorial Green-Beckham,TEN,22,WR,16,5,,4.0,,,,,,4.0,1.0,,,,,,,,26,1.6
Rashad Jennings,NYG,30,RB,16,16,3.0,1.0,,,,,,4.0,,,,,,,,1.0,26,1.6
Torrey Smith,SFO,26,WR,16,12,,4.0,,,,,,4.0,1.0,,,,,,,,26,1.6
Tyrod Taylor*,BUF,26,QB,14,14,4.0,,,,,,,4.0,1.0,,,,,,,,26,1.9
Keenan Allen,SDG,23,WR,8,8,,4.0,,,,,,4.0,,,,,,,,,24,3.0
Joique Bell,DET,29,RB,13,5,4.0,,,,,,,4.0,,,,,,,,,24,1.8
Anquan Boldin,SFO,35,WR,14,13,,4.0,,,,,,4.0,,,,,,,,,24,1.7
Kyle Brindza,TAM,22,K,4,0,,,,,,,,,,,,6.0,8.0,6.0,12.0,,24,6.0
Corey Brown,CAR,24,WR,14,11,,4.0,,,,,,4.0,,,,,,,,,24,1.7
Scott Chandler,NWE,30,TE,15,4,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Marques Colston,NOR,32,WR,13,5,,4.0,,,,,,4.0,,,,,,,,,24,1.8
Stefon Diggs,MIN,22,WR,13,9,,4.0,,,,,,4.0,,,,,,,,,24,1.8
Crockett Gillmore,BAL,24,TE,10,10,,4.0,,,,,,4.0,,,,,,,,,24,2.4
Tim Hightower,NOR,29,RB,8,3,4.0,,,,,,,4.0,,,,,,,,,24,3.0
Andre Holmes,OAK,27,WR,16,1,,4.0,,,,,,4.0,,,,,,,,,24,1.5
DeSean Jackson,WAS,29,WR,9,9,,4.0,,,,,,4.0,,,,,,,,,24,2.7
Alshon Jeffery,CHI,25,WR,9,8,,4.0,,,,,,4.0,,,,,,,,,24,2.7
Andre Johnson,IND,34,WR,16,14,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Marvin Jones,CIN,25,WR,16,13,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Matt Jones,WAS,22,RB,13,0,3.0,1.0,,,,,,4.0,,,,,,,,,24,1.8
Kyle Juszczyk,BAL,24,RB,16,11,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Dion Lewis,NWE,25,RB,7,6,2.0,2.0,,,,,,4.0,,,,,,,,,24,3.4
Rishard Matthews,MIA,26,WR,11,11,,4.0,,,,,,4.0,,,,,,,,,24,2.2
Lance Moore,DET,32,WR,14,8,,4.0,,,,,,4.0,,,,,,,,,24,1.7
Joseph Randle,DAL,24,RB,6,6,4.0,,,,,,,4.0,,,,,,,,,24,4.0
Khiry Robinson,NOR,26,RB,8,0,4.0,,,,,,,4.0,,,,,,,,,24,3.0
Josh Scobee,PIT,33,K,4,0,,,,,,,,,,,,6.0,7.0,6.0,10.0,,24,6.0
Austin Seferian-Jenkins,TAM,23,TE,7,3,,4.0,,,,,,4.0,,,,,,,,,24,3.4
Charles Sims,TAM,25,RB,16,0,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Mike Tolbert*+,CAR,30,RB,16,3,1.0,3.0,,,,,,4.0,,,,,,,,,24,1.5
Shane Vereen,NYG,26,RB,16,0,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Nate Washington,HOU,32,WR,14,14,,4.0,,,,,,4.0,,,,,,,,,24,1.7
Teddy Bridgewater*,MIN,23,QB,16,16,3.0,,,,,,,3.0,1.0,,,,,,,,20,1.3
Coby Fleener,IND,27,TE,16,11,,3.0,,,,,,3.0,1.0,,,,,,,,20,1.3
Vincent Jackson,TAM,32,WR,10,9,,3.0,,,,,,3.0,1.0,,,,,,,,20,2.0
Marshawn Lynch,SEA,29,RB,7,6,3.0,,,,,,,3.0,1.0,,,,,,,,20,2.9
Darren McFadden,DAL,28,RB,16,10,3.0,,,,,,,3.0,1.0,,,,,,,,20,1.3
Ameer Abdullah,DET,22,RB,16,9,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.1
Javorius Allen,BAL,24,RB,16,6,1.0,2.0,,,,,,3.0,,,,,,,,,18,1.1
Danny Amendola,NWE,30,WR,14,7,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Antonio Andrews,TEN,23,RB,14,10,3.0,,,,,,,3.0,,,,,,,,,18,1.3
Le'Veon Bell,PIT,23,RB,6,6,3.0,,,,,,,3.0,,,,,,,,,18,3.0
Martellus Bennett,CHI,28,TE,11,11,,3.0,,,,,,3.0,,,,,,,,,18,1.6
Alfred Blue,HOU,24,RB,16,9,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.1
Ahmad Bradshaw,IND,29,RB,6,0,,3.0,,,,,,3.0,,,,,,,,,18,3.0
Tom Brady*,NWE,38,QB,16,16,3.0,,,,,,,3.0,,,,,,,,,18,1.1
Cameron Brate,TAM,24,TE,14,4,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Kenny Britt,STL,27,WR,16,14,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Dez Bryant,DAL,27,WR,9,9,,3.0,,,,,,3.0,,,,,,,,,18,2.0
Jordan Cameron,MIA,27,TE,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Ka'Deem Carey,CHI,23,RB,11,1,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.6
Brent Celek,PHI,30,TE,16,13,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Garrett Celek,SFO,27,TE,11,8,,3.0,,,,,,3.0,,,,,,,,,18,1.6
Charles Clay,BUF,26,TE,13,13,,3.0,,,,,,3.0,,,,,,,,,18,1.4
Jerricho Cotchery,CAR,33,WR,14,3,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Andy Dalton,CIN,28,QB,13,13,3.0,,,,,,,3.0,,,,,,,,,18,1.4
Owen Daniels,DEN,33,TE,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Ed Dickson,CAR,28,TE,16,11,,2.0,,,1.0,,,3.0,,,,,,,,,18,1.1
Andre Ellington,ARI,26,RB,10,2,3.0,,,,,,,3.0,,,,,,,,,18,1.8
Mike Evans,TAM,22,WR,15,14,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Darren Fells,ARI,29,TE,14,12,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Joe Flacco,BAL,30,QB,10,10,3.0,,,,,,,3.0,,,,,,,,,18,1.8
Malcom Floyd,SDG,34,WR,15,13,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Arian Foster,HOU,29,RB,4,4,1.0,2.0,,,,,,3.0,,,,,,,,,18,4.5
Mike Gillislee,BUF,25,RB,5,1,3.0,,,,,,,3.0,,,,,,,,,18,3.6
Rashad Greene,JAX,23,WR,9,0,,2.0,1.0,,,,,3.0,,,,,,,,,18,2.0
Leonard Hankerson,3TM,26,WR,10,0,,3.0,,,,,,3.0,,,0.0,,,,,,18,1.8
Michael Hoomanawanui,2TM,27,TE,14,8,,3.0,,,,,,3.0,,,0.0,,,,,,18,1.3
Josh Huff,PHI,24,WR,15,4,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Carlos Hyde,SFO,25,RB,7,7,3.0,,,,,,,3.0,,,,,,,,,18,2.6
Dontrelle Inman,SDG,26,WR,14,7,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Chris Johnson,ARI,30,RB,11,9,3.0,,,,,,,3.0,,,,,,,,,18,1.6
Stevie Johnson,SDG,29,WR,10,8,,3.0,,,,,,3.0,,,,,,,,,18,1.8
Zach Line,MIN,25,RB,16,5,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.1
Marcus Mariota,TEN,22,QB,12,12,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.5
Vance McDonald,SFO,25,TE,14,11,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Jerick McKinnon,MIN,23,RB,16,0,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.1
DeVante Parker,MIA,22,WR,14,4,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Bilal Powell,NYJ,27,RB,11,2,1.0,2.0,,,,,,3.0,,,,,,,,,18,1.6
Marcel Reece,OAK,30,RB,15,7,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Theo Riddick,DET,24,RB,16,1,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Rashad Ross,WAS,25,WR,13,0,,1.0,,1.0,,,1.0,3.0,,,,,,,,,18,1.4
Steve Smith Sr.,BAL,36,WR,7,7,,3.0,,,,,,3.0,,,,,,,,,18,2.6
Willie Snead,NOR,23,WR,15,8,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Kenny Stills,MIA,23,WR,16,8,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Jaelen Strong,HOU,21,WR,10,1,,3.0,,,,,,3.0,,,,,,,,,18,1.8
Will Tye,NYG,24,TE,13,7,,3.0,,,,,,3.0,,,,,,,,,18,1.4
Clive Walford,OAK,24,TE,16,2,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Terrance Williams,DAL,26,WR,16,13,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Jason Witten,DAL,33,TE,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Robert Woods,BUF,23,WR,14,9,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Kendall Wright,TEN,26,WR,10,9,,3.0,,,,,,3.0,,,,,,,,,18,1.8
T.J. Yeldon,JAX,22,RB,12,12,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.5
Jamison Crowder,WAS,22,WR,16,6,,2.0,,,,,,2.0,2.0,,,,,,,,16,1.0
Cody Parkey,PHI,23,K,3,0,,,,,,,,,,,,7.0,7.0,3.0,4.0,,16,5.3
Jonathan Grimes,HOU,26,RB,14,0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,14,1.0
Dexter McCluster,TEN,26,WR,11,2,1.0,1.0,,,,,,2.0,1.0,,,,,,,,14,1.3
Heath Miller,PIT,33,TE,15,15,,2.0,,,,,,2.0,1.0,,,,,,,,14,0.9
Josh Bellamy,CHI,26,WR,16,3,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Giovani Bernard,CIN,24,RB,16,1,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Brandon Bolden,NWE,25,RB,15,2,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Blake Bortles,JAX,23,QB,16,16,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Tyvon Branch,KAN,29,DB,16,1,,,,,1.0,1.0,,2.0,,,,,,,,,12,0.8
Andre Caldwell,DEN,30,WR,14,0,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Brandon Coleman,NOR,23,WR,16,4,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Riley Cooper,PHI,28,WR,16,13,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Karlos Dansby,CLE,34,LILB,16,16,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Patrick DiMarco*,ATL,26,RB,16,8,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Larry Donnell,NYG,27,TE,8,8,,2.0,,,,,,2.0,,,,,,,,,12,1.5
Harry Douglas,TEN,31,WR,14,12,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Zach Ertz,PHI,25,TE,15,7,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Anthony Fasano,TEN,31,TE,16,11,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Ryan Fitzpatrick,NYJ,33,QB,16,16,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Justin Forsett,BAL,30,RB,10,10,2.0,,,,,,,2.0,,,,,,,,,12,1.2
Jalston Fowler,TEN,25,RB,16,0,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.8
Jimmy Graham,SEA,29,TE,11,11,,2.0,,,,,,2.0,,,,,,,,,12,1.1
Ryan Grant,WAS,25,WR,16,5,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Ryan Griffin,HOU,25,TE,9,4,,2.0,,,,,,2.0,,,,,,,,,12,1.3
Brian Hartline,CLE,29,WR,12,4,,2.0,,,,,,2.0,,,,,,,,,12,1.0
Darrius Heyward-Bey,PIT,28,WR,16,4,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Josh Hill,NOR,25,TE,16,7,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Chris Hogan,BUF,28,WR,16,4,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Fred Jackson,SEA,34,RB,16,0,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Duke Johnson,CLE,22,RB,16,7,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Reshad Jones*,MIA,27,FS,16,16,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Lance Kendricks,STL,27,TE,15,12,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Jeremy Kerley,NYJ,27,WR,16,1,,2.0,,,,,,2.0,,,,,,,,,12,0.8
John Kuhn*,GNB,33,RB,16,6,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Keshawn Martin,NWE,25,WR,9,8,,2.0,,,,,,2.0,,,,,,,,,12,1.3
Ty Montgomery,GNB,22,WR,6,3,,2.0,,,,,,2.0,,,,,,,,,12,2.0
JJ Nelson,ARI,23,WR,11,2,,2.0,,,,,,2.0,,,,,,,,,12,1.1
Troy Niklas,ARI,23,TE,16,3,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Josh Norman*+,CAR,28,RCB,16,16,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Cordarrelle Patterson,MIN,24,WR,16,1,,,,2.0,,,,2.0,,,,,,,,,12,0.8
Marcus Peters*,KAN,22,LCB,16,16,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Chris Polk,HOU,26,RB,15,2,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.8
Dominique Rodgers-Cromartie*,NYG,29,RCB,15,15,,,,,1.0,1.0,,2.0,,,,,,,,,12,0.8
Bishop Sankey,TEN,23,RB,13,3,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.9
Mohamed Sanu,CIN,26,WR,16,4,2.0,,,,,,,2.0,,,,,,,,,12,0.8
