Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg
Matt Bryant,ATL,40,K,10,0,1.0,1.0,4.0,4.0,4.0,3.0,9.0,6.0,,,18.0,14.0,47.0,77.8%,26.0,26.0,100.0%,,,,,
Andrew Franks,MIA,22,K,16,0,1.0,1.0,3.0,3.0,4.0,4.0,6.0,4.0,2.0,1.0,16.0,13.0,53.0,81.3%,36.0,33.0,91.7%,66.0,4133.0,44.0,66.7%,62.6
Ryan Succop,TEN,29,K,16,0,,,3.0,3.0,3.0,3.0,7.0,7.0,3.0,1.0,16.0,14.0,51.0,87.5%,31.0,29.0,93.5%,66.0,4272.0,43.0,65.2%,64.7
Nick Folk,NYJ,31,K,8,0,,,2.0,2.0,6.0,6.0,6.0,3.0,2.0,2.0,16.0,13.0,55.0,81.3%,19.0,19.0,100.0%,39.0,2466.0,13.0,33.3%,63.2
Kai Forbath,2TM,28,K,11,0,,,3.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,15.0,10.0,57.0,66.7%,35.0,34.0,97.1%,52.0,3410.0,22.0,42.3%,65.6
Zach Hocker,2TM,24,K,8,0,,,3.0,3.0,6.0,5.0,3.0,1.0,2.0,1.0,14.0,10.0,51.0,71.4%,13.0,12.0,92.3%,12.0,777.0,9.0,75.0%,64.8
Shayne Graham,ATL,38,K,5,0,,,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,13.0,11.0,54.0,84.6%,8.0,8.0,100.0%,,,,,
Kyle Brindza,TAM,22,K,4,0,,,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,12.0,6.0,58.0,50.0%,8.0,6.0,75.0%,18.0,1131.0,12.0,66.7%,62.8
Josh Scobee,PIT,33,K,4,0,,,2.0,2.0,1.0,1.0,7.0,3.0,,,10.0,6.0,45.0,60.0%,7.0,6.0,85.7%,20.0,1251.0,12.0,60.0%,62.6
Cody Parkey,PHI,23,K,3,0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,4.0,3.0,46.0,75.0%,7.0,7.0,100.0%,13.0,754.0,3.0,23.1%,58.0
Ryan Quigley,NYJ,25,P,15,0,,,,,,,,,,,,,,,4.0,4.0,100.0%,5.0,337.0,1.0,20.0%,67.4
Jordan Gay,BUF,25,P,14,0,,,,,,,,,,,,,,,,,,77.0,4815.0,42.0,54.5%,62.5
Pat McAfee,IND,28,P,16,0,,,,,,,,,,,,,,,,,,77.0,4832.0,67.0,87.0%,62.8
Matthew Bosher,ATL,28,P,16,0,,,,,,,,,,,,,,,,,,76.0,4875.0,52.0,68.4%,64.1
Sam Martin,DET,25,P,16,0,,,,,,,,,,,,,,,,,,73.0,4603.0,40.0,54.8%,63.1
Bradley Pinion,SFO,21,P,16,0,,,,,,,,,,,,,,,,,,57.0,3707.0,38.0,66.7%,65.0
Thomas Morstead,NOR,29,P,14,0,,,,,,,,,,,,,,,,,,23.0,1455.0,16.0,69.6%,63.3
Matt Darr,MIA,23,P,16,0,,,,,,,,,,,,,,,,,,6.0,258.0,,,43.0
Nate Ebner,NWE,27,DB,15,0,,,,,,,,,,,,,,,,,,2.0,35.0,,,17.5
Johnny Hekker*+,STL,25,P,16,0,,,,,,,,,,,,,,,,,,2.0,133.0,1.0,50.0%,66.5
Marquette King,OAK,27,P,16,0,,,,,,,,,,,,,,,,,,2.0,123.0,,,61.5
Tress Way,WAS,25,P,16,0,,,,,,,,,,,,,,,,,,2.0,120.0,,,60.0
Britton Colquitt,DEN,30,P,16,0,,,,,,,,,,,,,,,,,,1.0,63.0,,,63.0
Jeff Locke,MIN,26,P,16,0,,,,,,,,,,,,,,,,,,1.0,44.0,,,44.0
Tim Masthay,GNB,28,P,16,0,,,,,,,,,,,,,,,,,,1.0,56.0,,,56.0
Brad Nortman,CAR,26,P,16,0,,,,,,,,,,,,,,,,,,1.0,51.0,,,51.0
Jon Ryan,SEA,34,P,16,0,,,,,,,,,,,,,,,,,,1.0,61.0,,,61.0
Mike Scifres,SDG,35,P,16,0,,,,,,,,,,,,,,,,,,1.0,56.0,,,56.0
