Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Davante Adams,LVR,31,WR,17,17,,8,,,,,,8,,,0,,,,,,48,2.8
Romeo Doubs,GNB,23,WR,17,16,,8,,,,,,8,,,0,,,,,,48,2.8
Najee Harris,PIT,25,RB,17,17,8,,,,,,,8,,,0,,,,,,48,2.8
D.K. Metcalf*,SEA,26,WR,16,16,,8,,,,,,8,,,0,,,,,,48,3.0
Bijan Robinson,ATL,21,RB,17,16,4,4,,,,,,8,,,0,,,,,,48,2.8
Jonathan Taylor,IND,24,RB,10,7,7,1,,,,,,8,,,0,,,,,,48,4.8
Gabriel Davis,BUF,24,WR,17,17,,7,,,,,,7,1,,0,,,,,,44,2.6
Zack Moss,IND,26,RB,14,8,5,2,,,,,,7,1,,0,,,,,,44,3.1
Brandon Aiyuk,SFO,25,WR,16,16,,7,,,,,,7,,,0,,,,,,42,2.6
Keenan Allen*,LAC,31,WR,13,13,,7,,,,,,7,,,0,,,,,,42,3.2
A.J. Brown*,PHI,26,WR,17,17,,7,,,,,,7,,,0,,,,,,42,2.5
Ja'Marr Chase*,CIN,23,WR,16,16,,7,,,,,,7,,,0,,,,,,42,2.6
Tank Dell,HOU,24,WR,11,8,,7,,,,,,7,,,0,,,,,,42,3.8
DeAndre Hopkins,TEN,31,WR,17,16,,7,,,,,,7,,,0,,,,,,42,2.5
Alvin Kamara,NOR,28,RB,13,12,5,1,,,,,,6,3,,0,,,,,,42,3.2
Rashee Rice,KAN,23,WR,16,8,,7,,,,,,7,,,0,,,,,,42,2.6
DeVonta Smith,PHI,25,WR,16,16,,7,,,,,,7,,,0,,,,,,42,2.6
Graham Gano,NYG,36,K,8,0,,,,,,,,,,,0,8,8,11,17,,41,5.1
Joshua Dobbs,2TM,28,QB,13,12,6,,,,,,,6,2,,0,,,,,,40,3.1
Zay Flowers,BAL,23,WR,16,16,1,5,,,,,,6,1,,0,,,,,,38,2.4
Tony Pollard,DAL,26,RB,17,17,6,,,,,,,6,1,,0,,,,,,38,2.2
Mark Andrews,BAL,28,TE,10,9,,6,,,,,,6,,,0,,,,,,36,3.6
James Cook*,BUF,24,RB,17,13,2,4,,,,,,6,,,0,,,,,,36,2.1
Austin Ekeler,LAC,28,RB,14,14,5,1,,,,,,6,,,0,,,,,,36,2.6
Hunter Henry,NWE,29,TE,14,10,,6,,,,,,6,,,0,,,,,,36,2.6
Taysom Hill,NOR,33,TE/QB,16,7,4,2,,,,,,6,,,0,,,,,,36,2.3
Josh Jacobs,LVR,25,RB,13,13,6,,,,,,,6,,,0,,,,,,36,2.8
George Kittle*+,SFO,30,TE,16,16,,6,,,,,,6,,,0,,,,,,36,2.3
Cole Kmet,CHI,24,TE,17,17,,6,,,,,,6,,,0,,,,,,36,2.1
Puka Nacua*,LAR,22,WR,17,17,,6,,,,,,6,,,0,,,,,,36,2.1
David Njoku*,CLE,27,TE,16,16,,6,,,,,,6,,,0,,,,,,36,2.3
Rashid Shaheed*+,NOR,25,WR,15,8,,5,1,,,,,6,,,0,,,,,,36,2.4
D'Andre Swift*,PHI,24,RB,16,15,5,1,,,,,,6,,,0,,,,,,36,2.3
Tyler Lockett,SEA,31,WR,17,17,,5,,,,,,5,2,,0,,,,,,34,2.0
Javonte Williams,DEN,23,RB,16,13,3,2,,,,,,5,2,,0,,,,,,34,2.1
Tyler Allgeier,ATL,23,RB,17,3,4,1,,,,,,5,1,,0,,,,,,32,1.9
Amari Cooper*,CLE,29,WR,15,15,,5,,,,,,5,1,,0,,,,,,32,2.1
Sam Howell,WAS,23,QB,17,17,5,,,,,,,5,1,,0,,,,,,32,1.9
Cooper Kupp,LAR,30,WR,12,12,,5,,,,,,5,1,,0,,,,,,32,2.7
Chris Olave,NOR,23,WR,16,11,,5,,,,,,5,1,,0,,,,,,32,2.0
DaRon Bland*+,DAL,24,CB,17,15,,,,,,5,,5,,,0,,,,,,30,1.8
DJ Chark,CAR,27,WR,15,11,,5,,,,,,5,,,0,,,,,,30,2.0
Ezekiel Elliott,NWE,28,RB,17,5,3,2,,,,,,5,,,0,,,,,,30,1.8
Jake Ferguson*,DAL,24,TE,17,16,,5,,,,,,5,,,0,,,,,,30,1.8
D'Onta Foreman,CHI,27,RB,9,8,4,1,,,,,,5,,,0,,,,,,30,3.3
Tee Higgins,CIN,24,WR,12,11,,5,,,,,,5,,,0,,,,,,30,2.5
T.J. Hockenson,MIN,26,TE,15,11,,5,,,,,,5,,,0,,,,,,30,2.0
Chuba Hubbard,CAR,24,RB,17,12,5,,,,,,,5,,,0,,,,,,30,1.8
Lamar Jackson*+,BAL,26,QB,16,16,5,,,,,,,5,,,0,,,,,,30,1.9
Justin Jefferson,MIN,24,WR,10,9,,5,,,,,,5,,,0,,,,,,30,3.0
Diontae Johnson,PIT,27,WR,13,11,,5,,,,,,5,,,0,,,,,,30,2.3
Travis Kelce*,KAN,34,TE,15,15,,5,,,,,,5,,,0,,,,,,30,2.0
Isaiah Likely,BAL,23,TE,17,8,,5,,,,,,5,,,0,,,,,,30,1.8
Jerick McKinnon,KAN,31,RB,12,0,1,4,,,,,,5,,,0,,,,,,30,2.5
Terry McLaurin,WAS,28,WR,17,17,,4,,,1,,,5,,,0,,,,,,30,1.8
George Pickens,PIT,22,WR,17,16,,5,,,,,,5,,,0,,,,,,30,1.8
Josh Reynolds,DET,28,WR,17,13,,5,,,,,,5,,,0,,,,,,30,1.8
Desmond Ridder,ATL,24,QB,15,13,5,,,,,,,5,,,0,,,,,,30,2.0
Curtis Samuel,WAS,27,WR,16,13,1,4,,,,,,5,,,0,,,,,,30,1.9
Dalton Schultz,HOU,27,TE,15,8,,5,,,,,,5,,,0,,,,,,30,2.0
Christian Watson,GNB,24,WR,9,9,,5,,,,,,5,,,0,,,,,,30,3.3
Matt Ammendola,HOU,27,K,5,0,,,,,,,,,,,0,10,11,6,9,,28,5.6
Michael Pittman Jr.,IND,26,WR,16,15,,4,,,,,,4,2,,0,,,,,,28,1.8
Brandon Johnson,DEN,25,WR,13,2,,4,,,,,,4,1,,0,,,,,,26,2.0
Cade Otton,TAM,24,TE,17,17,,4,,,,,,4,1,,0,,,,,,26,1.5
Adam Thielen,CAR,33,WR,17,17,,4,,,,,,4,1,,0,,,,,,26,1.5
Logan Thomas,WAS,32,TE,16,15,,4,,,,,,4,1,,0,,,,,,26,1.6
Michael Badgley,DET,28,K,4,0,,,,,,,,,,,0,13,15,4,4,,25,6.3
Randy Bullock,NYG,34,K,6,0,,,,,,,,,,,0,10,10,5,6,,25,4.2
Nelson Agholor,BAL,30,WR,17,3,,4,,,,,,4,,,0,,,,,,24,1.4
Andrew Beck,HOU,27,FB,15,12,1,2,,1,,,,4,,,0,,,,,,24,1.6
Kendrick Bourne,NWE,28,WR,8,5,,4,,,,,,4,,,0,,,,,,24,3.0
Marquise Brown,ARI,26,WR,14,14,,4,,,,,,4,,,0,,,,,,24,1.7
Jahan Dotson,WAS,23,WR,17,16,,4,,,,,,4,,,0,,,,,,24,1.4
Rico Dowdle,DAL,25,RB,16,0,2,2,,,,,,4,,,0,,,,,,24,1.5
Evan Engram*,JAX,29,TE,17,15,,4,,,,,,4,,,0,,,,,,24,1.4
Justin Fields,CHI,24,QB,13,13,4,,,,,,,4,,,0,,,,,,24,1.8
Jimmy Graham,NOR,37,TE,13,2,,4,,,,,,4,,,0,,,,,,24,1.8
Justice Hill,BAL,26,RB,16,5,3,1,,,,,,4,,,0,,,,,,24,1.5
Andrei Iosivas,CIN,24,WR,16,1,,4,,,,,,4,,,0,,,,,,24,1.5
Juwan Johnson,NOR,27,TE,13,11,,4,,,,,,4,,,0,,,,,,24,1.8
Trevor Lawrence,JAX,24,QB,16,16,4,,,,,,,4,,,0,,,,,,24,1.5
Jordan Love,GNB,25,QB,17,17,4,,,,,,,4,,,0,,,,,,24,1.4
Latavius Murray,BUF,33,RB,16,4,4,,,,,,,4,,,0,,,,,,24,1.5
Donald Parham,LAC,26,TE,14,8,,4,,,,,,4,,,0,,,,,,24,1.7
A.T. Perry,NOR,24,WR,10,3,,4,,,,,,4,,,0,,,,,,24,2.4
Anthony Richardson,IND,21,QB,4,4,4,,,,,,,4,,,0,,,,,,24,6.0
Demarcus Robinson,LAR,29,WR,16,4,,4,,,,,,4,,,0,,,,,,24,1.5
Devin Singletary,HOU,26,RB,17,10,4,,,,,,,4,,,0,,,,,,24,1.4
Darius Slayton,NYG,26,WR,17,13,,4,,,,,,4,,,0,,,,,,24,1.4
Jaxon Smith-Njigba,SEA,21,WR,17,3,,4,,,,,,4,,,0,,,,,,24,1.4
Rhamondre Stevenson,NWE,25,RB,12,12,4,,,,,,,4,,,0,,,,,,24,2.0
KaVontae Turpin,DAL,27,WR,16,0,1,3,,,,,,4,,,0,,,,,,24,1.5
Jaylen Waddle,MIA,25,WR,14,14,,4,,,,,,4,,,0,,,,,,24,1.7
Jaylen Warren,PIT,25,RB,17,0,4,,,,,,,4,,,0,,,,,,24,1.4
Dontayvion Wicks,GNB,22,WR,15,6,,4,,,,,,4,,,0,,,,,,24,1.6
Mason Crosby,NYG,39,K,3,0,,,,,,,,,,,0,6,7,5,7,,21,7.0
Mo Alie-Cox,IND,30,TE,17,7,,3,,,,,,3,1,,0,,,,,,20,1.2
Tutu Atwell,LAR,24,WR,16,14,,3,,,,,,3,1,,0,,,,,,20,1.3
Chris Godwin,TAM,27,WR,17,17,1,2,,,,,,3,1,,0,,,,,,20,1.2
Khalil Herbert,CHI,25,RB,12,9,2,1,,,,,,3,1,,0,,,,,,20,1.7
C.J. Stroud*,HOU,22,QB,15,15,3,,,,,,,3,1,,0,,,,,,20,1.3
Nick Westbrook-Ikhine,TEN,26,WR,14,9,,3,,,,,,3,1,,0,,,,,,20,1.4
Michael Wilson,ARI,23,WR,13,12,,3,,,,,,3,1,,0,,,,,,20,1.5
Odell Beckham Jr.,BAL,31,WR,14,6,,3,,,,,,3,,,0,,,,,,18,1.3
David Bell,CLE,23,WR,15,3,,3,,,,,,3,,,0,,,,,,18,1.2
Ronnie Bell,SFO,23,WR,17,0,,3,,,,,,3,,,0,,,,,,18,1.1
Jake Bobo,SEA,25,WR,17,0,1,2,,,,,,3,,,0,,,,,,18,1.1
Jake Browning,CIN,27,QB,9,7,3,,,,,,,3,,,0,,,,,,18,2.0
Harrison Bryant,CLE,25,TE,17,9,,3,,,,,,3,,,0,,,,,,18,1.1
Ty Chandler,MIN,25,RB,17,4,3,,,,,,,3,,,0,,,,,,18,1.1
Gerald Everett,LAC,29,TE,15,12,,3,,,,,,3,,,0,,,,,,18,1.2
Antonio Gibson,WAS,25,RB,16,2,1,2,,,,,,3,,,0,,,,,,18,1.1
Dallas Goedert,PHI,28,TE,14,14,,3,,,,,,3,,,0,,,,,,18,1.3
Justin Herbert,LAC,25,QB,13,13,3,,,,,,,3,,,0,,,,,,18,1.4
Isaiah Hodgins,NYG,25,WR,17,9,,3,,,,,,3,,,0,,,,,,18,1.1
Lil'Jordan Humphrey,DEN,25,WR,17,8,,3,,,,,,3,,,0,,,,,,18,1.1
Aaron Jones,GNB,29,RB,11,11,2,1,,,,,,3,,,0,,,,,,18,1.6
Julio Jones,PHI,34,WR,11,4,,3,,,,,,3,,,0,,,,,,18,1.6
Christian Kirk,JAX,27,WR,12,12,,3,,,,,,3,,,0,,,,,,18,1.5
Jordan Mason,SFO,24,RB,17,0,3,,,,,,,3,,,0,,,,,,18,1.1
Alexander Mattison,MIN,25,RB,16,13,,3,,,,,,3,,,0,,,,,,18,1.1
Trey McBride,ARI,24,TE,17,12,,3,,,,,,3,,,0,,,,,,18,1.1
Jaleel McLaughlin,DEN,23,RB,17,3,1,2,,,,,,3,,,0,,,,,,18,1.1
Gardner Minshew II*,IND,27,QB,17,13,3,,,,,,,3,,,0,,,,,,18,1.1
Kyler Murray,ARI,26,QB,8,8,3,,,,,,,3,,,0,,,,,,18,2.3
K.J. Osborn,MIN,26,WR,16,12,,3,,,,,,3,,,0,,,,,,18,1.1
Trey Palmer,TAM,22,WR,17,8,,3,,,,,,3,,,0,,,,,,18,1.1
Dameon Pierce,HOU,23,RB,14,7,2,,,1,,,,3,,,0,,,,,,18,1.3
Kyle Pitts,ATL,23,TE,17,15,,3,,,,,,3,,,0,,,,,,18,1.1
Jonnu Smith,ATL,28,TE,17,6,,3,,,,,,3,,,0,,,,,,18,1.1
Tyjae Spears,TEN,22,RB,17,1,2,1,,,,,,3,,,0,,,,,,18,1.1
Adam Trautman,DEN,26,TE,17,12,,3,,,,,,3,,,0,,,,,,18,1.1
Tommy Tremble,CAR,23,TE,16,8,,3,,,,,,3,,,0,,,,,,18,1.1
Justin Watson,KAN,28,WR,16,8,,3,,,,,,3,,,0,,,,,,18,1.1
Jameson Williams,DET,22,WR,12,10,1,2,,,,,,3,,,0,,,,,,18,1.5
Cedrick Wilson Jr.,MIA,28,WR,15,3,,3,,,,,,3,,,0,,,,,,18,1.2
Garrett Wilson,NYJ,23,WR,17,17,,3,,,,,,3,,,0,,,,,,18,1.1
Russell Wilson,DEN,35,QB,15,15,3,,,,,,,3,,,0,,,,,,18,1.2
Pat Freiermuth,PIT,25,TE,12,9,,2,,,,,,2,1,,0,,,,,,14,1.2
Kenneth Gainwell,PHI,24,RB,16,2,2,,,,,,,2,1,,0,,,,,,14,0.9
Dawson Knox,BUF,27,TE,12,11,,2,,,,,,2,1,,0,,,,,,14,1.2
Drake London,ATL,22,WR,16,16,,2,,,,,,2,1,,0,,,,,,14,0.9
Michael Mayer,LVR,22,TE,14,12,,2,,,,,,2,1,,0,,,,,,14,1.0
Salvon Ahmed,MIA,25,RB,8,0,1,1,,,,,,2,,,0,,,,,,12,1.5
Cam Akers,2TM,24,RB,7,1,2,,,,,,,2,,,0,,,,,,12,1.7
Calvin Austin III,PIT,24,WR,17,1,1,1,,,,,,2,,,0,,,,,,12,0.7
Tyson Bagent,CHI,23,QB,5,4,2,,,,,,,2,,,0,,,,,,12,2.4
Tank Bigsby,JAX,22,RB,17,0,2,,,,,,,2,,,0,,,,,,12,0.7
Tyler Boyd,CIN,29,WR,17,13,,2,,,,,,2,,,0,,,,,,12,0.7
Noah Brown,HOU,27,WR,10,7,,2,,,,,,2,,,0,,,,,,12,1.2
Emari Demercado,ARI,24,RB,14,2,2,,,,,,,2,,,0,,,,,,12,0.9
AJ Dillon,GNB,25,RB,15,6,2,,,,,,,2,,,0,,,,,,12,0.8
Greg Dortch,ARI,25,WR,16,4,,2,,,,,,2,,,0,,,,,,12,0.8
Josh Downs,IND,22,WR,17,9,,2,,,,,,2,,,0,,,,,,12,0.7
Clyde Edwards-Helaire,KAN,24,RB,15,3,1,1,,,,,,2,,,0,,,,,,12,0.8
Royce Freeman,LAR,27,RB,14,0,2,,,,,,,2,,,0,,,,,,12,0.9
Michael Gallup,DAL,27,WR,17,13,,2,,,,,,2,,,0,,,,,,12,0.7
Mike Gesicki,NWE,28,TE,17,10,,2,,,,,,2,,,0,,,,,,12,0.7
Xavier Gipson,NYJ,22,WR,17,3,1,,1,,,,,2,,,0,,,,,,12,0.7
Jared Goff,DET,29,QB,17,17,2,,,,,,,2,,,0,,,,,,12,0.7
Noah Gray,KAN,24,TE,17,10,,2,,,,,,2,,,0,,,,,,12,0.7
Deonte Harty,BUF,26,WR,16,1,,1,1,,,,,2,,,0,,,,,,12,0.8
Darrell Henderson,LAR,26,RB,4,4,2,,,,,,,2,,,0,,,,,,12,3.0
Tyler Higbee,LAR,30,TE,15,15,,2,,,,,,2,,,0,,,,,,12,0.8
Jerry Jeudy,DEN,24,WR,16,11,,2,,,,,,2,,,0,,,,,,12,0.8
Roschon Johnson,CHI,22,RB,15,0,2,,,,,,,2,,,0,,,,,,12,0.8
Quentin Johnston,LAC,22,WR,17,10,,2,,,,,,2,,,0,,,,,,12,0.7
Jack Jones,2TM,26,CB-DB,12,3,,,,,,2,,2,,,0,,,,,,12,1.0
Tony Jones,2TM,26,RB,7,1,2,,,,,,,2,,,0,,,,,,12,1.7
Zay Jones,JAX,28,WR,9,7,,2,,,,,,2,,,0,,,,,,12,1.3
Brevin Jordan,HOU,23,TE,14,6,,2,,,,,,2,,,0,,,,,,12,0.9
Kyle Juszczyk*+,SFO,32,FB,17,16,,2,,,,,,2,,,0,,,,,,12,0.7
Joshua Kelley,LAC,26,RB,17,3,2,,,,,,,2,,,0,,,,,,12,0.7
Dalton Kincaid,BUF,24,TE,16,11,,2,,,,,,2,,,0,,,,,,12,0.8
Tucker Kraft,GNB,23,TE,17,8,,2,,,,,,2,,,0,,,,,,12,0.7
Scott Miller,ATL,26,WR,17,0,,2,,,,,,2,,,0,,,,,,12,0.7
Marvin Mims*,DEN,21,WR,16,7,,1,,1,,,,2,,,0,,,,,,12,0.8
Elijah Mitchell,SFO,25,RB,11,1,2,,,,,,,2,,,0,,,,,,12,1.1
Keaton Mitchell,BAL,21,RB,8,2,2,,,,,,,2,,,0,,,,,,12,1.5
Elijah Moore,CLE,23,WR,17,12,,2,,,,,,2,,,0,,,,,,12,0.7
Kenny Moore,IND,28,CB,16,16,,,,,,2,,2,,,0,,,,,,12,0.8
Rondale Moore,ARI,23,WR,17,8,1,1,,,,,,2,,,0,,,,,,12,0.7
Andrew Ogletree,IND,25,TE,12,9,,2,,,,,,2,,,0,,,,,,12,1.0
Josh Oliver,MIN,26,TE,17,14,,2,,,,,,2,,,0,,,,,,12,0.7
Josh Palmer,LAC,24,WR,10,6,,2,,,,,,2,,,0,,,,,,12,1.2
Colby Parkinson,SEA,24,TE,17,1,,2,,,,,,2,,,0,,,,,,12,0.7
Alec Pierce,IND,23,WR,17,16,,2,,,,,,2,,,0,,,,,,12,0.7
Dak Prescott*,DAL,30,QB,17,17,2,,,,,,,2,,,0,,,,,,12,0.7
Brock Purdy*,SFO,24,QB,16,16,2,,,,,,,2,,,0,,,,,,12,0.8
Wan'Dale Robinson,NYG,22,WR,15,8,1,1,,,,,,2,,,0,,,,,,12,0.8
Chris Rodriguez,WAS,23,RB,13,0,2,,,,,,,2,,,0,,,,,,12,0.9
Drew Sample,CIN,27,TE,17,10,,2,,,,,,2,,,0,,,,,,12,0.7
Luke Schoonmaker,DAL,25,TE,17,0,,2,,,,,,2,,,0,,,,,,12,0.7
Khalil Shakir,BUF,23,WR,17,10,,2,,,,,,2,,,0,,,,,,12,0.7
Ihmir Smith-Marsette,CAR,24,WR,17,0,1,,1,,,,,2,,,0,,,,,,12,0.7
Jalen Tolbert,DAL,24,WR,17,6,,2,,,,,,2,,,0,,,,,,12,0.7
Mitchell Trubisky,PIT,29,QB,5,2,2,,,,,,,2,,,0,,,,,,12,2.4
Tre Tucker,LVR,22,WR,16,1,,2,,,,,,2,,,0,,,,,,12,0.8
Parker Washington,JAX,21,WR,9,1,,2,,,,,,2,,,0,,,,,,12,1.3
Deshaun Watson,CLE,28,QB,6,6,1,,,,,,,1,3,,0,,,,,,12,2.0
Olamide Zaccheaus,PHI,26,WR,17,1,,2,,,,,,2,,,0,,,,,,12,0.7
Brandon Bolden,LVR,33,RB,17,0,1,,,,,,,1,1,,0,,,,,,8,0.5
Randall Cobb,NYJ,33,WR,11,1,,1,,,,,,1,1,,0,,,,,,8,0.7
Clayton Tune,ARI,24,QB,7,1,1,,,,,,,1,1,,0,,,,,,8,1.1
Jamal Agnew,JAX,28,WR,11,1,,1,,,,,,1,,,0,,,,,,6,0.5
Davis Allen,LAR,22,TE,15,1,,1,,,,,,1,,,0,,,,,,6,0.4
Jerome Baker,MIA,27,LILB,13,12,,,,,,1,,1,,,0,,,,,,6,0.5
Shaquil Barrett,TAM,31,LOLB,16,16,,,,,,1,,1,,,0,,,,,,6,0.4
Rashod Bateman,BAL,24,WR,16,12,,1,,,,,,1,,,0,,,,,,6,0.4
Jessie Bates III*,ATL,26,S,17,17,,,,,,1,,1,,,0,,,,,,6,0.4
Nick Bawden,NYJ,27,FB,16,2,1,,,,,,,1,,,0,,,,,,6,0.4
Blake Bell,KAN,32,TE,17,3,,1,,,,,,1,,,0,,,,,,6,0.4
Braxton Berrios,MIA,28,WR,16,1,,1,,,,,,1,,,0,,,,,,6,0.4
Brian Branch,DET,22,DB,15,9,,,,,,1,,1,,,0,,,,,,6,0.4
Matt Breida,NYG,28,RB,17,4,1,,,,,,,1,,,0,,,,,,6,0.4
Jordyn Brooks,SEA,26,RILB,16,16,,,,,,1,,1,,,0,,,,,,6,0.4
Chase Brown,CIN,23,RB,12,0,,1,,,,,,1,,,0,,,,,,6,0.5
Dyami Brown,WAS,24,WR,17,1,,1,,,,,,1,,,0,,,,,,6,0.4
Pharaoh Brown,NWE,29,TE,17,11,,1,,,,,,1,,,0,,,,,,6,0.4
Sydney Brown,PHI,23,S,14,6,,,,,,1,,1,,,0,,,,,,6,0.4
Tre Brown,SEA,26,CB,15,7,,,,,,1,,1,,,0,,,,,,6,0.4
Jason Brownlee,NYJ,24,WR,7,5,,1,,,,,,1,,,0,,,,,,6,0.9
