Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Sfty,Awards
David Woodley,23,MIA,QB,15,15,0,0,0,0,,9,2,-21,0,0.0,,0,
Charles Alexander,24,CIN,RB,15,14,0,0,0,0,,0,1,0,0,0.0,,0,
Elvin Bethea,35,HOU,RDE,15,14,0,0,0,0,,0,0,0,0,2.0,,0,
Greg Buttle,27,NYJ,LLB,15,14,2,34,0,22,,0,2,0,0,2.0,,1,
Isaac Curtis,31,CIN,WR,15,14,0,0,0,0,,1,1,0,0,0.0,,0,
Bruce Laird,31,BAL,SS,15,14,3,59,0,24,,0,1,3,0,0.0,,0,
Chuck Muncie,28,SDG,RB,15,14,0,0,0,0,,9,4,0,0,0.0,,0,"PB,AP MVP-6,AP OPoY-6"
Matt Suhey,23,CHI,FB,15,14,0,0,0,0,,3,3,0,0,0.0,,0,
Billy Waddy,27,RAM,WR,15,14,0,0,0,0,,2,0,0,0,0.0,,0,
Perry Brooks,27,WAS,RDT,15,12,0,0,0,0,,0,2,0,0,6.5,,0,
Marshall Harris,26,CLE,LDE,15,12,0,0,0,0,,0,0,0,0,2.0,,0,
Otis Wilson,24,CHI,LLB,15,12,0,0,0,0,,0,3,31,0,0.0,,0,
Eric Williams,26,STL,LLB/LILB,15,11,1,17,0,17,,0,2,0,0,0.0,,0,
Joe Delaney,23,KAN,RB,15,10,0,0,0,0,,9,0,0,0,0.0,,0,"PB,AP OPoY-8,AP ORoY-3"
John Goodman,23,PIT,LDE,15,10,0,0,0,0,,0,0,0,0,3.0,,0,
Bubba Green,24,BAL,RDT,15,10,1,3,0,3,,0,1,0,0,2.0,,0,
Kerry Justin,26,SEA,RCB,15,9,0,0,0,0,,0,1,43,0,0.0,,0,
Dan Doornink,25,SEA,FB,15,8,0,0,0,0,,3,1,0,0,0.0,,0,
Mike White,24,SEA,RDT,15,8,0,0,0,0,,0,1,0,0,5.5,,0,
Mike Fuller,28,CIN,SS,15,6,1,31,0,31,,1,1,0,0,0.0,,0,
Keith Lee,24,NWE,RCB,15,6,1,0,0,0,,0,0,0,0,0.0,,0,
Greg Pruitt,30,CLE,RB,15,6,0,0,0,0,,3,0,0,0,0.0,,0,
John Riggins,32,WAS,RB,15,4,0,0,0,0,,1,0,0,0,0.0,,0,
Ben Rudolph,24,NYJ,DT,15,4,0,0,0,0,,0,0,0,0,4.0,,0,
Ken Bordelon,27,NOR,LB,15,3,1,3,0,3,,0,0,0,0,0.0,,0,
Lam Jones,23,NYJ,WR,15,3,0,0,0,0,,2,2,0,0,0.0,,0,
Jim Smith,26,PIT,WR,15,3,0,0,0,0,,1,1,0,0,0.0,,0,
Roland Harper,28,CHI,RB,15,2,0,0,0,0,,1,0,0,0,0.0,,0,
Leon Bright,26,NYG,RB,15,1,0,0,0,0,,3,4,0,0,0.0,,0,
Jewerl Thomas,24,RAM,RB,15,1,0,0,0,0,,1,1,0,0,0.0,,0,
Charlie Ane,29,GNB,LS,15,0,0,0,0,0,,0,2,0,0,0.0,,0,
Jeff Barnes,26,OAK,LB,15,0,0,0,0,0,,0,0,0,0,1.0,,0,
Greg Boyd,29,DEN,DE,15,0,0,0,0,0,,0,0,0,0,1.0,,0,
Bob Bruer,28,MIN,TE,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Greg Coleman,27,MIN,P,15,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ray Hamilton,30,NWE,NT,15,0,0,0,0,0,,1,0,0,0,2.0,,0,
Jimmy Hargrove,24,CIN,RB,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
M.L. Harris,27,CIN,TE,15,0,0,0,0,0,,1,2,3,0,0.0,,0,
Jo Heath,24,PHI,DB,15,0,0,0,0,0,,0,1,0,0,0.0,,0,
Wyatt Henderson,25,SDG,DB,15,0,0,0,0,0,,0,3,0,0,0.0,,0,
Jim Jensen,28,GNB,FB,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Angelo King,23,DAL,LB,15,0,0,0,0,0,,0,2,0,0,0.0,,0,
Saladin Martin,25,SFO,DB,15,0,1,0,0,0,,0,0,0,0,0.0,,0,
Timmy Newsome,23,DAL,RB,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Irvin Phillips,21,SDG,DB,15,0,0,0,0,0,,1,1,0,0,0.0,,0,
Tony Reed,26,DEN,RB,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Matt Robinson,26,BUF,QB,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Jimmy Rogers,26,NOR,RB,15,0,0,0,0,0,,3,1,0,0,0.0,,0,
Reggie Smith,25,ATL,WR,15,0,0,0,0,0,,4,1,0,0,0.0,,0,
Richard Turner,22,GNB,NT,15,0,0,0,0,0,,0,0,0,0,2.5,,0,
Jeff West,28,SEA,P,15,0,0,0,0,0,,1,0,-13,0,0.0,,0,
Chester Willis,23,OAK,RB,15,0,0,0,0,0,,1,1,0,0,0.0,,0,
Otis Wonsley,24,WAS,RB,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Ray Yakavonis,24,MIN,NT,15,0,0,0,0,0,,0,1,0,0,1.0,,0,
Terry Bradshaw,33,PIT,QB,14,14,0,0,0,0,,7,3,-23,0,0.0,,0,
Bill Bryan,26,DEN,C,14,14,0,0,0,0,,1,0,0,0,0.0,,0,
Kenny Easley,22,SEA,SS,14,14,3,155,1,82,,0,4,25,0,0.0,,0,AP DRoY-4
Russell Gary,22,NOR,SS,14,14,1,0,0,0,,0,0,0,0,1.0,,0,
Don Hasselbeck,26,NWE,TE,14,14,0,0,0,0,,2,0,0,0,0.0,,0,
Robert Jackson,27,CLE,LILB,14,14,0,0,0,0,,0,2,0,0,2.0,,0,
Louie Kelcher,28,SDG,LDT,14,14,0,0,0,0,,0,1,0,0,5.0,,0,AP-2
Kenny King,24,OAK,RB,14,14,0,0,0,0,,10,2,0,0,0.0,,0,
Tommy Kramer,26,MIN,QB,14,14,0,0,0,0,,8,3,0,0,0.0,,0,
Jim LeClair,31,CIN,LILB,14,14,1,0,0,0,,0,1,0,0,1.0,,0,
Dave Logan,27,CLE,WR,14,14,1,0,0,0,,0,0,0,0,0.0,,0,
Neal Olkewicz,24,WAS,MLB,14,14,2,22,1,12,,0,0,0,0,0.5,,0,
Donnie Shell,29,PIT,SS,14,14,5,52,0,25,,0,2,0,0,0.0,,0,"PB,AP-2"
Billy Sims,26,DET,RB,14,14,0,0,0,0,,9,3,0,0,0.0,,0,"PB,AP-2,AP OPoY-6"
Robin Cole,26,PIT,RLB,14,13,1,29,0,29,,0,1,0,0,2.5,,0,
Conrad Dobler,31,BUF,RG,14,13,0,0,0,0,,0,1,0,0,0.0,,0,
Eddie Edwards,27,CIN,LDE,14,13,0,0,0,0,,0,1,0,0,10.0,,0,
Nesby Glasgow,24,BAL,FS,14,13,2,35,0,31,,0,2,0,0,1.0,,0,
Russ Grimm,22,WAS,LG,14,13,0,0,0,0,,0,1,0,0,0.0,,0,
Robert Hardy,25,SEA,LDT,14,13,0,0,0,0,,0,2,3,0,8.5,,0,
Joe Jacoby,22,WAS,LT,14,13,0,0,0,0,,0,1,0,0,0.0,,0,
Lee Roy Selmon,27,TAM,RDE,14,13,0,0,0,0,,0,0,0,0,6.5,,0,PB
Brad Van Pelt,30,NYG,LOLB,14,13,1,10,0,10,,0,2,0,0,2.0,,0,
Joe Washington,28,WAS,RB,14,13,0,0,0,0,,8,0,0,0,0.0,,0,
Keith Van Horne,24,CHI,RT,14,12,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Washington,28,TAM,RCB,14,12,6,156,1,34,,0,1,0,0,0.0,,0,
Wilson Whitley,26,CIN,NT,14,12,0,0,0,0,,0,0,0,0,2.0,,0,
Mike Williams,28,SDG,RCB,14,12,3,0,0,0,,0,0,0,0,0.0,,0,
Charles Jackson,26,KAN,ROLB,14,11,0,0,0,0,,0,3,33,0,2.0,,0,
Mat Mendenhall,24,WAS,LDE/RDE,14,11,0,0,0,0,,0,2,0,0,1.0,,0,
Sanders Shiver,27,BAL,LLB,14,11,0,0,0,0,,0,1,0,0,0.0,,0,
Frank Pollard,24,PIT,RB,14,10,0,0,0,0,,5,0,-12,0,0.0,,0,
Charles Baker,24,STL,ROLB,14,9,0,0,0,0,,0,1,0,0,5.0,,0,
Rob Carpenter,26,2TM,FB,14,13,0,0,0,0,,3,0,0,0,0.0,,0,
Rob Carpenter,26,HOU,RB,4,4,0,0,0,0,,1,0,0,0,0.0,,0,
Rob Carpenter,26,NYG,FB,10,9,0,0,0,0,,2,0,0,0,0.0,,0,
Donald Dykes,26,NYJ,RCB,14,9,0,0,0,0,,0,1,0,0,0.0,,0,
Curtis Brown,27,BUF,FB,14,8,0,0,0,0,,4,0,0,0,0.0,,0,
Dan Bunz,26,SFO,LILB,14,8,0,0,0,0,,0,2,0,0,0.0,,0,
Reggie Wilkes,25,PHI,LOLB,14,8,2,18,0,11,,0,0,0,0,1.5,,0,
Theotis Brown,24,2TM,RB,14,10,0,0,0,0,,8,3,0,0,0.0,,0,
Theotis Brown,24,STL,RB,4,3,0,0,0,0,,2,1,0,0,0.0,,0,
Theotis Brown,24,SEA,RB,10,7,0,0,0,0,,6,2,0,0,0.0,,0,
Don Calhoun,29,NWE,FB,14,7,0,0,0,0,,1,0,0,0,0.0,,0,
Calvin Favron,24,STL,LOLB,14,7,1,42,0,42,,0,1,5,0,0.0,,0,
Joe Greene,35,PIT,LDT,14,7,0,0,0,0,,0,0,0,0,4.5,,0,
Jim Laughlin,23,ATL,ROLB,14,7,0,0,0,0,,0,1,0,0,0.0,,0,
Neil Lomax,22,STL,QB,14,7,0,0,0,0,,6,0,0,0,0.0,,0,
Tim Collier,27,STL,RCB,14,6,1,17,0,17,,0,0,0,0,0.0,,0,
Bob Gregor,24,SDG,FS,14,6,2,11,0,11,,0,0,0,0,0.0,,0,
Lawrence Pillers,29,SFO,RDE,14,6,0,0,0,0,,0,0,0,0,7.0,,0,
Kim Anderson,24,BAL,FS,14,5,1,49,0,49,,2,3,-1,0,1.0,,0,
L.C. Greenwood,35,PIT,LDE,14,5,0,0,0,0,,0,0,0,0,3.0,,0,
Autry Beamon,28,CLE,DB,14,4,0,0,0,0,,0,1,5,0,0.0,,0,
Curtis Green,24,DET,DT,14,4,0,0,0,0,,0,1,0,0,3.0,,0,
Dirt Winston,26,PIT,LB,14,4,1,1,0,1,,0,0,0,0,1.5,,0,
Terdell Middleton,26,GNB,RB,14,3,0,0,0,0,,2,1,0,0,0.0,,0,
James Brooks,23,SDG,RB,14,2,0,0,0,0,,7,2,0,0,0.0,,0,
Fred Dean,29,2TM,DE,14,4,0,0,0,0,,0,0,0,0,13.0,,0,"PB,AP-1,AP MVP-4,AP DPoY-5"
Fred Dean,29,SDG,DE,3,2,0,0,0,0,,0,0,0,0,1.0,,0,
Fred Dean,29,SFO,DE,11,2,0,0,0,0,,0,0,0,0,12.0,,0,
Steve DeBerg,27,DEN,QB,14,1,0,0,0,0,,2,0,0,0,0.0,,0,
Tony Galbreath,27,MIN,RB,14,1,0,0,0,0,,2,0,0,0,0.0,,0,
Clarence Williams,26,SDG,RB,14,1,0,0,0,0,,2,0,0,0,0.0,,0,
Blane Gaison,23,ATL,DB,14,0,1,0,0,0,,0,1,0,0,0.0,,0,
John Harty,23,SFO,NT,14,0,0,0,0,0,,0,0,0,0,0.5,,0,
Calvin Hill,34,CLE,RB,14,0,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Kozlowski,25,MIA,DB,14,0,3,37,0,29,,0,1,25,1,0.0,,0,
Eric Lane,22,SEA,RB,14,0,0,0,0,0,,0,1,0,0,0.0,,0,
Lou Piccone,32,BUF,WR,14,0,0,0,0,0,,0,1,0,0,0.0,,0,
Calvin Sweeney,26,PIT,WR,14,0,0,0,0,0,,1,0,0,0,0.0,,0,
Lynn Dickey,32,GNB,QB,13,13,0,0,0,0,,8,3,-26,0,0.0,,0,
Bill Kenney,26,KAN,QB,13,13,0,0,0,0,,4,0,-2,0,0.0,,0,
Stanley Morgan,26,NWE,WR,13,13,0,0,0,0,,2,2,0,0,0.0,,0,
Roynell Young,24,PHI,LCB,13,13,4,35,0,33,,0,0,0,0,0.0,,0,"PB,AP-2"
Jim Zorn,28,SEA,QB,13,13,0,0,0,0,,2,0,0,0,0.0,,0,
Cullen Bryant,30,RAM,FB,13,12,0,0,0,0,,1,0,0,0,0.0,,0,
Dennis Harrison,25,PHI,LDE,13,12,0,0,0,0,,0,3,0,0,4.0,,0,
Mark Koncar,28,GNB,LT,13,12,0,0,0,0,,0,1,0,0,0.0,,0,
Irv Pankey,23,RAM,LT,13,12,0,0,0,0,,0,2,0,0,0.0,,0,
Ken Stabler,36,HOU,QB,13,12,0,0,0,0,,7,2,-13,0,0.0,,0,
Lynn Swann,29,PIT,WR,13,12,0,0,0,0,,1,1,0,0,0.0,,0,
Donnell Thompson,23,BAL,LDE,13,12,0,0,0,0,,0,1,0,0,1.0,,0,
Pat Haden,28,RAM,QB,13,11,0,0,0,0,,5,1,-5,0,0.0,,0,
Steve Kenney,26,PHI,LG,13,11,0,0,0,0,,0,2,0,0,0.0,,0,
Tony Nathan,25,MIA,RB,13,11,0,0,0,0,,2,2,0,0,0.0,,0,
Thom Darden,31,CLE,FS,13,10,3,68,0,45,,0,2,0,0,0.0,,0,
Hubie Oliver,24,PHI,FB,13,10,0,0,0,0,,1,0,0,0,0.0,,0,
Tom Beasley,27,PIT,LDT,13,9,0,0,0,0,,0,0,0,0,5.0,,0,
Marc Wilson,24,OAK,QB,13,9,0,0,0,0,,8,2,-3,0,0.0,,0,
Billy Ard,22,NYG,LG,13,6,0,0,0,0,,0,1,0,0,0.0,,0,
Vagas Ferguson,24,NWE,RB,13,5,0,0,0,0,,1,1,0,0,0.0,,0,
Dave Lewis,27,TAM,LB,13,4,2,12,0,10,,0,1,0,0,0.0,,0,
Steve Fuller,24,KAN,QB,13,3,0,0,0,0,,4,1,-6,0,0.0,,0,
Curtis Bledsoe,24,KAN,RB,13,1,0,0,0,0,,4,1,0,0,0.0,,0,
Mike Shumann,26,SFO,WR,13,1,0,0,0,0,,1,0,0,0,0.0,,0,
Vince Thompson,24,DET,RB,13,1,0,0,0,0,,1,0,0,0,0.0,,0,
Deron Cherry,22,KAN,DB,13,0,1,4,0,4,,0,0,0,0,0.0,,0,
Byron Franklin,23,BUF,WR,13,0,0,0,0,0,,2,0,0,0,0.0,,0,
Frank Hawkins,22,OAK,RB,13,0,0,0,0,0,,1,1,0,0,0.0,,0,
Darrell Irvin,24,BUF,DE,13,0,0,0,0,0,,0,0,0,0,2.0,,0,
Pete Kugler,22,SFO,DE,13,0,0,0,0,0,,0,0,0,0,1.0,,0,
Amos Lawrence,23,SFO,RB,13,0,0,0,0,0,,3,0,0,0,0.0,,0,
Johnny Lynn,25,NYJ,DB,13,0,3,76,0,67,,0,0,0,0,0.0,,0,
Jeff Nixon,25,BUF,DB,13,0,0,0,0,0,,0,0,0,0,2.0,,0,
John Banaszak,31,PIT,RDE,12,12,0,0,0,0,,0,1,0,0,4.0,,0,
James Hunter,27,DET,RCB,12,12,1,-3,0,-3,,1,1,0,0,0.0,,0,
Bill Kollar,29,TAM,LDE,12,12,0,0,0,0,,0,3,0,0,1.0,,0,
Marty Lyons,24,NYJ,RDT,12,12,0,0,0,0,,0,1,0,0,6.5,,0,
Henry Marshall,27,KAN,WR,12,12,0,0,0,0,,2,0,0,0,0.0,,0,
Don McNeal,23,MIA,LCB,12,12,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Ozdowski,26,BAL,RDE,12,12,0,0,0,0,,0,0,0,0,1.5,,0,
Mike Renfro,26,HOU,WR,12,12,0,0,0,0,,2,2,12,0,0.0,,0,
Keith Simpson,25,SEA,LCB,12,12,2,34,0,21,,0,1,0,0,0.0,,0,
J.T. Taylor,25,NOR,LT,12,12,0,0,0,0,,0,1,0,0,0.0,,0,
John Woodcock,27,SDG,RDE,12,12,0,0,0,0,,0,2,0,0,9.0,,0,
Emanuel Zanders,30,CHI,RG,12,12,0,0,0,0,,0,1,0,0,0.0,,0,
Monte Coleman,24,WAS,RLB/LLB,12,11,3,52,1,52,,0,1,2,0,3.5,114,0,
Jack Ham,33,PIT,LLB,12,11,1,23,0,23,,0,3,0,0,0.0,,0,
Gary Jeter,26,NYG,RDE,12,11,0,0,0,0,,0,0,0,0,7.0,,0,
Archie Manning,32,NOR,QB,12,11,0,0,0,0,,3,0,0,0,0.0,,0,
Lyle Blackwood,30,MIA,FS,12,10,3,12,0,11,,0,0,0,0,0.0,,0,
Pat Thomas,27,RAM,LCB,12,9,4,80,0,64,,0,0,0,0,1.0,,0,
Rickey Watts,24,CHI,WR,12,9,0,0,0,0,,3,2,0,0,0.0,,0,
Lemar Parrish,34,WAS,LCB,12,8,1,1,0,1,,0,1,0,0,0.0,,0,
Jim Jodat,27,SEA,FB,12,6,0,0,0,0,,4,1,0,0,0.0,,0,
Claude Humphrey,37,PHI,DE,12,4,0,0,0,0,,0,0,0,0,4.0,,0,
Ron Johnson,25,PIT,DB,12,3,2,8,0,8,,0,0,0,0,0.0,,0,
Marcus Anderson,22,CHI,WR,12,1,0,0,0,0,,1,0,0,0,0.0,,0,
Walt Easley,24,SFO,RB,12,1,0,0,0,0,,2,2,0,0,0.0,,0,
Booker Russell,25,PHI,RB,12,1,0,0,0,0,,3,0,0,0,0.0,,0,
John Swain,22,MIN,DB,12,1,2,18,0,18,,0,1,0,0,0.0,,0,
Dino Hall,26,CLE,RB,12,0,0,0,0,0,,5,0,0,0,0.0,,0,
Paul Hofer,29,SFO,RB,12,0,0,0,0,0,,1,0,0,0,0.0,,0,
Paul McDonald,23,CLE,QB,12,0,0,0,0,0,,4,0,0,0,0.0,,0,
Mark Nichols,22,DET,WR,12,0,0,0,0,0,,1,0,0,0,0.0,,0,
Bill Ring,25,SFO,RB,12,0,0,0,0,0,,1,1,0,0,0.0,,0,
Mike Spivey,27,NOR,DB,12,0,1,0,0,0,,0,0,0,0,0.0,,0,
John Woodring,22,NYJ,LB,12,0,0,0,0,0,,0,2,0,0,0.0,,0,
Al Baker,25,DET,RDE,11,11,1,9,0,9,,0,0,0,0,9.0,,0,
Curt Marsh,22,OAK,LG,11,11,0,0,0,0,,0,1,0,0,0.0,,0,
Art Still,26,KAN,LDE,11,11,0,0,0,0,,0,1,0,0,2.0,,0,PB
Melvin Jones,27,WAS,RG,11,10,0,0,0,0,,0,1,0,0,0.0,,0,
Jeff Merrow,28,ATL,RDE,11,10,0,0,0,0,,0,0,0,0,0.5,,0,
John Yarno,27,SEA,C,11,9,0,0,0,0,,0,1,0,0,0.0,,0,
Sam Cunningham,31,NWE,FB,11,8,0,0,0,0,,2,0,0,0,0.0,,0,
Jerry Boyarsky,22,NOR,NT,11,7,0,0,0,0,,0,0,0,0,1.0,,0,
Bob Chandler,32,OAK,WR,11,7,0,0,0,0,,2,1,22,0,0.0,,0,
Mel Kaufman,23,WAS,RLB,11,6,2,25,0,25,,0,0,0,0,0.5,,0,
Freeman McNeil,22,NYJ,RB,11,6,0,0,0,0,,5,0,0,0,0.0,,0,
Rich Milot,24,WAS,RLB,11,6,0,0,0,0,,1,1,18,0,0.0,,0,
Dave Wilson,22,NOR,QB,11,4,0,0,0,0,,4,3,-8,0,0.0,,0,
Eddie Hill,24,MIA,RB,11,3,0,0,0,0,,2,0,0,0,0.0,,0,
Louis Jackson,23,NYG,RB,11,3,0,0,0,0,,1,0,0,0,0.0,,0,
John Spagnola,24,PHI,TE,11,3,0,0,0,0,,0,1,0,0,0.0,,0,
Rodell Thomas,23,SEA,LB,11,1,0,0,0,0,,0,2,5,1,0.0,,0,
Greg Landry,35,BAL,QB,11,0,0,0,0,0,,2,1,11,1,0.0,,0,
John Simmons,23,CIN,DB,11,0,0,0,0,0,,1,1,0,0,0.0,,0,
Kevin Williams,23,BAL,WR,11,0,0,0,0,0,,4,1,0,0,0.0,,0,
Dave Brown,28,SEA,RCB,10,10,2,2,0,2,,0,1,8,0,0.0,,0,
Ernie Hughes,26,NYG,C,10,10,0,0,0,0,,2,2,0,0,0.0,,0,
Shane Nelson,26,BUF,RILB,10,10,1,9,0,9,,0,0,0,0,3.0,,0,
Phil Simms,26,NYG,QB,10,10,0,0,0,0,,7,2,-15,0,0.0,,0,
Brad Dusek,31,WAS,LLB,10,9,0,0,0,0,,0,1,0,0,0.0,,0,
Jim Hart,37,STL,QB,10,9,0,0,0,0,,4,0,-9,0,0.0,,0,
Mike Augustyniak,25,NYJ,FB,10,8,0,0,0,0,,3,0,0,0,0.0,,0,
Joel Williams,25,ATL,ROLB,10,8,1,25,0,25,,0,2,57,1,3.0,,0,
Steve Howell,25,MIA,FB,10,2,0,0,0,0,,0,1,0,0,0.0,,0,
John Sciarra,27,PHI,FS,10,1,1,0,0,0,,3,2,-16,0,0.0,,0,
Ron Cassidy,24,GNB,WR,10,0,0,0,0,0,,1,0,0,0,0.0,,0,
Greg Hawthorne,25,PIT,RB,10,0,0,0,0,0,,1,0,0,0,0.0,,0,
Will Lewis,23,SEA,DB,10,0,0,0,0,0,,5,1,0,0,0.0,,0,
Steve McMichael,24,CHI,DT,10,0,0,0,0,0,,0,1,0,0,0.0,1,0,
Robb Riddick,24,BUF,RB,10,0,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Robinson,25,CLE,DE,10,0,0,0,0,0,,0,1,0,0,2.0,,0,
Kirk Springs,23,NYJ,DB,10,0,2,5,0,5,,1,2,0,0,0.0,,0,
Scott Stauch,22,NOR,RB,10,0,0,0,0,0,,1,1,0,0,0.0,,0,
Jerry Blanton,25,KAN,LILB,9,9,0,0,0,0,,0,0,0,0,1.0,,0,
Johnnie Gray,28,GNB,SS,9,9,0,0,0,0,,0,1,0,0,1.0,,0,
John Bunting,31,PHI,LOLB,9,8,0,0,0,0,,0,1,16,0,1.5,,0,
Tom Howard,27,KAN,LOLB,9,7,0,0,0,0,,0,2,65,1,2.0,,0,
Jim Plunkett,34,OAK,QB,9,7,0,0,0,0,,3,1,-6,0,0.0,,0,
David Whitehurst,26,GNB,QB,9,3,0,0,0,0,,4,1,-2,0,0.0,,0,
Steve Furness,31,DET,DT,9,2,0,0,0,0,,0,0,0,0,3.0,,0,
Hoby Brenner,22,NOR,TE,9,1,0,0,0,0,,1,0,0,0,0.0,,0,
Bruce Radford,26,STL,DE,9,1,0,0,0,0,,0,1,0,0,0.0,,0,
Arland Thompson,24,GNB,G,9,1,0,0,0,0,,0,1,0,0,0.0,,0,
Rich Camarillo,22,NWE,P,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Cleveland Franklin,26,BAL,RB,9,0,0,0,0,0,,2,0,0,0,0.0,,0,
Alvin Garrett,25,NYG,WR,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Quentin Lowry,24,WAS,LB,9,0,0,0,0,0,,0,0,0,0,1.0,,0,
Dino Mangiero,23,KAN,NT,9,0,0,0,0,0,,0,0,0,0,1.5,,0,
Mardye McDole,22,MIN,WR,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Tom Moriarty,28,ATL,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Sanders,31,MIN,DE,9,0,0,0,0,0,,0,0,0,0,2.0,,0,
Larry Brooks,31,RAM,RDT,8,8,0,0,0,0,,0,0,0,0,3.0,,0,
Glen Edwards,34,SDG,FS,8,8,2,45,0,39,,1,3,-3,0,0.0,,0,
Louis Wright,28,DEN,LCB,8,8,0,0,0,0,,0,1,-5,0,1.0,,0,
Steve Grogan,28,NWE,QB,8,7,0,0,0,0,,5,2,-8,0,0.0,,0,
Joe Norman,25,SEA,MLB,8,7,0,0,0,0,,0,2,0,0,0.0,,0,
Mike Haynes,28,NWE,RCB,8,6,1,3,0,3,,0,0,0,0,0.0,,0,
Mark Malone,23,PIT,QB,8,3,0,0,0,0,,2,0,0,0,0.0,,0,
Ray Griffin,25,CIN,DB,8,2,0,0,0,0,,0,1,0,0,0.0,,0,
Greg Gaines,23,SEA,LB,8,1,0,0,0,0,,0,1,0,0,0.0,,0,
Louie Giammona,28,PHI,RB,8,1,0,0,0,0,,2,0,0,0,0.0,,0,
Fred Nixon,23,GNB,WR,8,1,0,0,0,0,,2,0,0,0,0.0,,0,
Willie Jones,24,OAK,DE,8,0,0,0,0,0,,0,1,9,1,1.0,,0,
Danny Pittman,23,NYG,WR,8,0,0,0,0,0,,2,1,0,0,0.0,,0,
Henry Childs,30,RAM,TE,7,7,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Woods,27,BAL,RLB,7,7,0,0,0,0,,0,1,0,0,0.0,,0,
Dan Pastorini,32,RAM,QB,7,5,0,0,0,0,,4,1,-2,0,0.0,,0,
Cliff Thrift,25,SDG,MLB,7,5,0,0,0,0,,0,0,0,0,1.0,,0,
Frank Duncan,25,SDG,DB,7,4,1,0,0,0,,0,0,0,0,0.0,,0,
Ricky Bell,26,TAM,RB,7,3,0,0,0,0,,1,1,0,0,0.0,,0,
Dave Krieg,23,SEA,QB,7,3,0,0,0,0,,4,0,0,0,0.0,,0,
Mike Davis,25,OAK,DB,7,2,1,0,0,0,,0,0,0,0,0.0,,0,
Gary Davis,27,TAM,RB,7,0,0,0,0,0,,1,0,0,0,0.0,,0,
Neal Musser,24,ATL,LB,7,0,1,0,0,0,,0,0,0,0,0.0,,0,
Gary Danielson,30,DET,QB,6,4,0,0,0,0,,2,0,0,0,0.0,,0,
Len Walterscheid,27,CHI,DB,6,4,1,0,0,0,,0,2,3,0,1.0,,0,
Lawrence McCutcheon,31,BUF,RB,6,3,0,0,0,0,,1,0,0,0,0.0,,0,
Gordon Banks,23,NOR,WR,6,1,0,0,0,0,,2,1,0,0,0.0,,0,
Don Bass,25,CIN,TE,6,0,0,0,0,0,,0,1,0,0,0.0,,0,
Tom Flick,23,WAS,QB,6,0,0,0,0,0,,2,1,0,0,0.0,,0,
Horace Ivory,27,SEA,RB,6,0,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Fultz,27,BAL,RDT,5,5,0,0,0,0,,0,0,0,0,1.0,,0,
Ted McKnight,27,KAN,RB,5,5,0,0,0,0,,2,0,0,0,0.0,,0,
Ike Forte,27,NYG,RB,5,3,0,0,0,0,,1,0,0,0,0.0,,0,
Billy Taylor,25,NYG,RB,5,3,0,0,0,0,,2,0,0,0,0.0,,0,
Wilbur Jackson,30,WAS,RB,5,2,0,0,0,0,,2,0,0,0,0.0,,0,
Gifford Nielsen,27,HOU,QB,5,2,0,0,0,0,,3,1,-15,0,0.0,,0,
John Reaves,31,HOU,QB,5,2,0,0,0,0,,2,0,-2,0,0.0,,0,
Don Reese,30,SDG,DE,5,2,0,0,0,0,,0,0,0,0,1.0,,0,
Wilbur Young,32,SDG,DE,5,2,0,0,0,0,,0,0,0,0,1.0,,0,
Glenn Carano,26,DAL,QB,5,1,0,0,0,0,,3,0,-6,0,0.0,,0,
Carlos Carson,23,KAN,WR,5,1,0,0,0,0,,1,1,0,0,0.0,,0,
Art Stringer,27,HOU,LB,5,1,0,0,0,0,,0,0,0,0,1.0,,0,
Pete Cronan,26,SEA,LB,5,0,0,0,0,0,,0,1,0,0,0.0,,0,
Charles Johnson,25,STL,DB,5,0,1,19,0,19,,1,0,0,0,0.0,,0,
Ira Matthews,24,OAK,WR,5,0,0,0,0,0,,5,2,0,0,0.0,,0,
Perry Harrington,23,PHI,RB,4,4,0,0,0,0,,1,0,0,0,0.0,,0,
John Lee,28,NWE,DE,4,4,0,0,0,0,,0,0,0,0,3.0,,0,
Frank Manumaleuga,25,KAN,LB,4,4,2,17,0,12,,1,0,0,0,0.0,,0,
