Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Shaun Alexander*+,SEA,28,RB,16,16,27.0,1.0,,,,,,28.0,,,,,,,,,168,10.5
Jay Feely,NYG,29,K,16,0,,,,,,,,,,,,43.0,43.0,35.0,42.0,,148,9.3
Neil Rackers*+,ARI,29,K,15,0,,,,,,,,,,,,20.0,20.0,40.0,42.0,,140,9.3
Shayne Graham*,CIN,28,K,16,0,,,,,,,,,,,,47.0,47.0,28.0,32.0,,131,8.2
Larry Johnson*,KAN,26,RB,16,9,20.0,1.0,,,,,,21.0,,,,,,,,,126,7.9
Lawrence Tynes,KAN,27,K,16,0,,,,,,,,,,,,44.0,45.0,27.0,33.0,,125,7.8
John Kasay,CAR,36,K,16,0,,,,,,,,,,,,43.0,44.0,26.0,34.0,,121,7.6
Mike Vanderjagt,IND,35,K,16,0,,,,,,,,,,,,52.0,52.0,23.0,25.0,,121,7.6
LaDainian Tomlinson*,SDG,26,RB,16,16,18.0,2.0,,,,,,20.0,,,,,,,,,120,7.5
Jeff Reed,PIT,26,K,16,0,,,,,,,,,,,,45.0,45.0,24.0,29.0,,117,7.3
Jeff Wilkins,STL,33,K,16,0,,,,,,,,,,,,36.0,36.0,27.0,31.0,,117,7.3
Jason Elam,DEN,35,K,16,0,,,,,,,,,,,,43.0,44.0,24.0,32.0,,115,7.2
Rian Lindell,BUF,28,K,16,0,,,,,,,,,,,,26.0,26.0,29.0,35.0,,113,7.1
Matt Stover,BAL,37,K,16,0,,,,,,,,,,,,23.0,23.0,30.0,34.0,,113,7.1
Nate Kaeding,SDG,23,K,16,0,,,,,,,,,,,,49.0,49.0,21.0,24.0,,112,7.0
Josh Brown,SEA,26,K,16,0,,,,,,,,,,,,56.0,57.0,18.0,25.0,,110,6.9
Olindo Mare,MIA,32,K,16,0,,,,,,,,,,,,33.0,33.0,25.0,30.0,,108,6.8
Josh Scobee,JAX,23,K,16,0,,,,,,,,,,,,38.0,39.0,23.0,30.0,,107,6.7
Paul Edinger,MIN,27,K,16,0,,,,,,,,,,,,31.0,31.0,25.0,34.0,,106,6.6
Todd Peterson,ATL,35,K,16,0,,,,,,,,,,,,35.0,35.0,23.0,25.0,,104,6.5
Kris Brown,HOU,29,K,16,0,,,,,,,,,,,,24.0,24.0,26.0,34.0,,102,6.4
Phil Dawson,CLE,30,K,16,0,,,,,,,,,,,,19.0,21.0,27.0,29.0,,100,6.3
Adam Vinatieri,NWE,33,K,16,0,,,,,,,,,,,,40.0,41.0,20.0,25.0,,100,6.3
Rob Bironas,TEN,27,K,16,0,,,,,,,,,,,,30.0,32.0,23.0,29.0,,99,6.2
John Carney,NOR,41,K,16,0,,,,,,,,,,,,22.0,22.0,25.0,32.0,,97,6.1
Joe Nedney,SFO,32,K,15,0,,,,,,,,,,,,19.0,19.0,26.0,28.0,,97,6.5
Matt Bryant,TAM,30,K,15,0,,,,,,,,,,,,31.0,31.0,21.0,25.0,,94,6.3
Sebastian Janikowski,OAK,27,K,16,0,,,,,,,,,,,,30.0,30.0,20.0,30.0,,90,5.6
Ryan Longwell,GNB,31,K,16,0,,,,,,,,,,,,30.0,31.0,20.0,27.0,,90,5.6
Mike Nugent,NYJ,23,K,16,0,,,,,,,,,,,,24.0,24.0,22.0,28.0,,90,5.6
Jason Hanson,DET,35,K,15,0,,,,,,,,,,,,27.0,27.0,19.0,24.0,,84,5.6
Edgerrin James*,IND,27,RB,15,15,13.0,1.0,,,,,,14.0,,,,,,,,,84,5.6
Robbie Gould,CHI,23,K,13,0,,,,,,,,,,,,19.0,20.0,21.0,27.0,,82,6.3
Mike Anderson,DEN,32,RB,15,15,12.0,1.0,,,,,,13.0,,,,,,,,,78,5.2
Corey Dillon,NWE,31,RB,12,10,12.0,1.0,,,,,,13.0,,,,,,,,,78,6.5
Steve Smith Sr.*+,CAR,26,WR,16,16,1.0,12.0,,,,,,13.0,,,,,,,,,78,4.9
Stephen Davis,CAR,31,RB,13,11,12.0,,,,,,,12.0,,,,,,,,,72,5.5
Marvin Harrison*,IND,33,WR,15,15,,12.0,,,,,,12.0,,,,,,,,,72,4.8
Rudi Johnson,CIN,26,RB,16,14,12.0,,,,,,,12.0,,,,,,,,,72,4.5
David Akers,PHI,31,K,12,0,,,,,,,,,,,,23.0,23.0,16.0,22.0,,71,5.9
Tiki Barber*+,NYG,30,RB,16,16,9.0,2.0,,,,,,11.0,1.0,,,,,,,,68,4.3
LaMont Jordan,OAK,27,RB,14,14,9.0,2.0,,,,,,11.0,1.0,,,,,,,,68,4.9
Clinton Portis,WAS,24,RB,16,16,11.0,,,,,,,11.0,1.0,,,,,,,,68,4.3
