Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Alshon Jeffery,PHI,27,WR,16,16,,9.0,,,,,,9.0,3.0,,,,,,,,60,3.8
Dion Lewis,NWE,27,RB,16,8,6.0,3.0,,1.0,,,,10.0,,,,,,,,,60,3.8
Antonio Brown*+,PIT,29,WR,14,14,,9.0,,,,,,9.0,1.0,,,,,,,,56,4.0
Nick Rose,2TM,23,K,10,0,,,,,,,,,,,0.0,23.0,26.0,11.0,14.0,,56,5.6
Nelson Agholor,PHI,24,WR,16,10,,8.0,,,1.0,,,9.0,,,,,,,,,54,3.4
Ezekiel Elliott,DAL,22,RB,10,10,7.0,2.0,,,,,,9.0,,,,,,,,,54,5.4
Jordan Howard,CHI,23,RB,16,16,9.0,,,,,,,9.0,,,,,,,,,54,3.4
Marvin Jones,DET,27,WR,16,16,,9.0,,,,,,9.0,,,,,,,,,54,3.4
Jarvis Landry*,MIA,25,WR,16,16,,9.0,,,,,,9.0,,,,,,,,,54,3.4
Michael Crabtree,OAK,30,WR,14,14,,8.0,,,,,,8.0,2.0,,,,,,,,52,3.7
Doug Baldwin*,SEA,29,WR,16,16,,8.0,,,,,,8.0,1.0,,,,,,,,50,3.1
Connor Barth,CHI,31,K,10,0,,,,,,,,,,,,17.0,17.0,11.0,16.0,,50,5.0
Rob Gronkowski*+,NWE,28,TE,14,14,,8.0,,,,,,8.0,1.0,,,,,,,,50,3.6
Rex Burkhead,NWE,27,RB,10,3,5.0,3.0,,,,,,8.0,,,,,,,,,48,4.8
Tevin Coleman,ATL,24,RB,15,3,5.0,3.0,,,,,,8.0,,,,,,,,,48,3.2
Stefon Diggs,MIN,24,WR,14,14,,8.0,,,,,,8.0,,,,,,,,,48,3.4
Zach Ertz*,PHI,27,TE,14,13,,8.0,,,,,,8.0,,,,,,,,,48,3.4
Devonta Freeman,ATL,25,RB,14,14,7.0,1.0,,,,,,8.0,,,,,,,,,48,3.4
Devin Funchess,CAR,23,WR,16,16,,8.0,,,,,,8.0,,,,,,,,,48,3.0
A.J. Green*,CIN,29,WR,16,16,,8.0,,,,,,8.0,,,,,,,,,48,3.0
Tyreek Hill*,KAN,23,WR,15,13,,7.0,1.0,,,,,8.0,,,,,,,,,48,3.2
Carlos Hyde,SFO,27,RB,16,16,8.0,,,,,,,8.0,,,,,,,,,48,3.0
Travis Kelce*,KAN,28,TE,15,15,,8.0,,,,,,8.0,,,,,,,,,48,3.2
LeSean McCoy*,BUF,29,RB,16,16,6.0,2.0,,,,,,8.0,,,,,,,,,48,3.0
Latavius Murray,MIN,27,RB,16,11,8.0,,,,,,,8.0,,,,,,,,,48,3.0
Jason Myers,JAX,26,K,6,0,,,,,,,,,,,,15.0,17.0,11.0,15.0,,48,8.0
Mike Nugent,2TM,35,K,8,0,,,,,,,,,,,0.0,15.0,17.0,11.0,13.0,,48,6.0
Kyle Rudolph*,MIN,28,TE,16,16,,8.0,,,,,,8.0,,,,,,,,,48,3.0
JuJu Smith-Schuster,PIT,21,WR,14,7,,7.0,,1.0,,,,8.0,,,,,,,,,48,3.4
Sammy Watkins,LAR,24,WR,15,14,,8.0,,,,,,8.0,,,,,,,,,48,3.2
Brandin Cooks,NWE,24,WR,16,15,,7.0,,,,,,7.0,1.0,,,,,,,,44,2.8
Nick Novak,LAC,36,K,7,0,,,,,,,,,,,,17.0,18.0,9.0,13.0,,44,6.3
Keenan Allen*,LAC,25,WR,16,15,,6.0,,,1.0,,,7.0,,,,,,,,,42,2.6
Robbie Chosen,NYJ,24,WR,16,15,,7.0,,,,,,7.0,,,,,,,,,42,2.6
Amari Cooper,OAK,23,WR,14,12,,7.0,,,,,,7.0,,,,,,,,,42,3.0
Will Fuller,HOU,23,WR,10,10,,7.0,,,,,,7.0,,,,,,,,,42,4.2
Duke Johnson,CLE,24,RB,16,0,4.0,3.0,,,,,,7.0,,,,,,,,,42,2.6
Tyler Kroft,CIN,25,TE,16,16,,7.0,,,,,,7.0,,,,,,,,,42,2.6
Marshawn Lynch,OAK,31,RB,15,15,7.0,,,,,,,7.0,,,,,,,,,42,2.8
Christian McCaffrey,CAR,21,RB,16,10,2.0,5.0,,,,,,7.0,,,,,,,,,42,2.6
DeMarco Murray,TEN,29,RB,15,15,6.0,1.0,,,,,,7.0,,,,,,,,,42,2.8
Jonathan Stewart,CAR,30,RB,15,10,6.0,1.0,,,,,,7.0,,,,,,,,,42,2.8
Corey Clement,PHI,23,RB,16,0,4.0,2.0,,,,,,6.0,1.0,,,,,,,,38,2.4
Larry Fitzgerald*,ARI,34,WR,16,16,,6.0,,,,,,6.0,1.0,,,,,,,,38,2.4
Cam Newton,CAR,28,QB,16,16,6.0,,,,,,,6.0,1.0,,,,,,,,38,2.4
Javorius Allen,BAL,26,RB,16,0,4.0,2.0,,,,,,6.0,,,,,,,,,36,2.3
Cameron Brate,TAM,26,TE,16,5,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Dez Bryant,DAL,29,WR,16,16,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Alex Collins,BAL,23,RB,15,12,6.0,,,,,,,6.0,,,,,,,,,36,2.4
Josh Doctson,WAS,25,WR,16,14,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Evan Engram,NYG,23,TE,15,11,,6.0,,,,,,6.0,,,,,,,,,36,2.4
Derrick Henry,TEN,23,RB,16,2,5.0,1.0,,,,,,6.0,,,,,,,,,36,2.3
O.J. Howard,TAM,23,TE,14,14,,6.0,,,,,,6.0,,,,,,,,,36,2.6
Lamar Miller,HOU,26,RB,16,13,3.0,3.0,,,,,,6.0,,,,,,,,,36,2.3
Jordy Nelson,GNB,32,WR,15,15,,6.0,,,,,,6.0,,,,,,,,,36,2.4
Dak Prescott,DAL,24,QB,16,16,6.0,,,,,,,6.0,,,,,,,,,36,2.3
Paul Richardson,SEA,25,WR,16,13,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Kenny Stills,MIA,25,WR,16,16,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Chris Thompson,WAS,27,RB,10,1,2.0,4.0,,,,,,6.0,,,,,,,,,36,3.6
Jamaal Williams,GNB,22,RB,16,7,4.0,2.0,,,,,,6.0,,,,,,,,,36,2.3
Trey Burton,PHI,26,TE,15,1,,5.0,,,,,,5.0,1.0,,,,,,,,32,2.1
Orleans Darkwa,NYG,25,RB,15,11,5.0,,,,,,,5.0,1.0,,,,,,,,32,2.1
Mike Evans,TAM,24,WR,15,15,,5.0,,,,,,5.0,1.0,,,,,,,,32,2.1
Marcedes Lewis,JAX,33,TE,16,16,,5.0,,,,,,5.0,1.0,,,,,,,,32,2.0
Jerick McKinnon,MIN,25,RB,16,1,3.0,2.0,,,,,,5.0,1.0,,,,,,,,32,2.0
Ameer Abdullah,DET,24,RB,14,11,4.0,1.0,,,,,,5.0,,,,,,,,,30,2.1
Travis Benjamin,LAC,28,WR,16,3,,4.0,1.0,,,,,5.0,,,,,,,,,30,1.9
Austin Ekeler,LAC,22,RB,16,0,2.0,3.0,,,,,,5.0,,,,,,,,,30,1.9
Mike Gillislee,NWE,27,RB,9,2,5.0,,,,,,,5.0,,,,,,,,,30,3.3
Chris Hogan,NWE,30,WR,9,7,,5.0,,,,,,5.0,,,,,,,,,30,3.3
Jermaine Kearse,NYJ,27,WR,16,14,,5.0,,,,,,5.0,,,,,,,,,30,1.9
DeShone Kizer,CLE,21,QB,15,15,5.0,,,,,,,5.0,,,,,,,,,30,2.0
Cooper Kupp,LAR,24,WR,15,6,,5.0,,,,,,5.0,,,,,,,,,30,2.0
Marcus Mariota,TEN,24,QB,15,15,5.0,,,,,,,5.0,,,,,,,,,30,2.0
Josh McCown,NYJ,38,QB,13,13,5.0,,,,,,,5.0,,,,,,,,,30,2.3
Bilal Powell,NYJ,29,RB,15,10,5.0,,,,,,,5.0,,,,,,,,,30,2.0
Theo Riddick,DET,26,RB,16,5,3.0,2.0,,,,,,5.0,,,,,,,,,30,1.9
Mohamed Sanu,ATL,28,WR,15,15,,5.0,,,,,,5.0,,,,,,,,,30,2.0
Rod Smith,DAL,25,RB,15,1,4.0,1.0,,,,,,5.0,,,,,,,,,30,2.0
Golden Tate,DET,29,WR,16,12,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Demaryius Thomas,DEN,30,WR,16,16,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Michael Thomas*,NOR,24,WR,16,14,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Jason Witten*,DAL,35,TE,16,16,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Robert Woods,LAR,25,WR,12,11,,5.0,,,,,,5.0,,,,,,,,,30,2.5
C.J. Anderson,DEN,26,RB,16,16,3.0,1.0,,,,,,4.0,1.0,,,,,,,,26,1.6
Randall Cobb,GNB,27,WR,15,14,,4.0,,,,,,4.0,1.0,,,,,,,,26,1.7
Travis Coons,LAC,25,K,3,0,,,,,,,,,,,,5.0,6.0,7.0,8.0,,26,8.7
Kenyan Drake,MIA,23,RB,16,6,3.0,1.0,,,,,,4.0,1.0,,,,,,,,26,1.6
Cairo Santos,2TM,26,K,5,0,,,,,,,,,,,0.0,14.0,14.0,4.0,5.0,,26,5.2
Nick Folk,TAM,33,K,4,0,,,,,,,,,,,,7.0,9.0,6.0,11.0,,25,6.3
Cole Beasley,DAL,28,WR,15,4,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Giovani Bernard,CIN,26,RB,16,2,2.0,2.0,,,,,,4.0,,,,,,,,,24,1.5
Jacoby Brissett,IND,25,QB,16,15,4.0,,,,,,,4.0,,,,,,,,,24,1.5
Jaron Brown,ARI,27,WR,16,8,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Garrett Celek,SFO,29,TE,16,13,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Tarik Cohen,CHI,22,RB,16,4,2.0,1.0,1.0,,,,,4.0,,,,,,,,,24,1.5
Kirk Cousins,WAS,29,QB,16,16,4.0,,,,,,,4.0,,,,,,,,,24,1.5
Jack Doyle*,IND,27,TE,15,15,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Eric Ebron,DET,24,TE,16,9,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Ted Ginn Jr.,NOR,32,WR,15,10,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Frank Gore,IND,34,RB,16,16,3.0,1.0,,,,,,4.0,,,,,,,,,24,1.5
Ryan Grant,WAS,27,WR,16,7,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Hunter Henry,LAC,23,TE,14,13,,4.0,,,,,,4.0,,,,,,,,,24,1.7
T.Y. Hilton*,IND,28,WR,16,16,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Aaron Jones,GNB,23,RB,12,4,4.0,,,,,,,4.0,,,,,,,,,24,2.0
Marlon Mack,IND,21,RB,14,0,3.0,1.0,,,,,,4.0,,,,,,,,,24,1.7
Rishard Matthews,TEN,28,WR,14,11,,4.0,,,,,,4.0,,,,,,,,,24,1.7
Joe Mixon,CIN,21,RB,14,7,4.0,,,,,,,4.0,,,,,,,,,24,1.7
Ty Montgomery,GNB,24,RB,8,5,3.0,1.0,,,,,,4.0,,,,,,,,,24,3.0
Chris Moore,BAL,24,WR,13,4,,3.0,,,1.0,,,4.0,,,,,,,,,24,1.8
David Njoku,CLE,21,TE,16,5,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Tyrod Taylor,BUF,28,QB,15,14,4.0,,,,,,,4.0,,,,,,,,,24,1.6
Adam Thielen*,MIN,27,WR,16,16,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Delanie Walker*,TEN,33,TE,16,11,1.0,3.0,,,,,,4.0,,,,,,,,,24,1.5
Mike Wallace,BAL,31,WR,15,14,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Ben Watson,BAL,37,TE,16,12,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Charcandrick West,KAN,26,RB,13,0,2.0,2.0,,,,,,4.0,,,,,,,,,24,1.8
Tyrell Williams,LAC,25,WR,16,15,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Luke Willson,SEA,27,TE,16,7,,4.0,,,,,,4.0,,,,,,,,,24,1.5
LeGarrette Blount,PHI,31,RB,16,11,2.0,1.0,,,,,,3.0,1.0,,,,,,,,20,1.3
Martavis Bryant,PIT,26,WR,15,8,,3.0,,,,,,3.0,1.0,,,,,,,,20,1.3
Marqise Lee,JAX,26,WR,14,14,,3.0,,,,,,3.0,1.0,,,,,,,,20,1.4
Doug Martin,TAM,28,RB,11,8,3.0,,,,,,,3.0,1.0,,,,,,,,20,1.8
Peyton Barber,TAM,23,RB,16,4,3.0,,,,,,,3.0,,,,,,,,,18,1.1
C.J. Beathard,SFO,24,QB,7,5,3.0,,,,,,,3.0,,,,,,,,,18,2.6
Odell Beckham Jr.,NYG,25,WR,4,2,,3.0,,,,,,3.0,,,,,,,,,18,4.5
Kelvin Benjamin,2TM,26,WR,14,14,,3.0,,,,,,3.0,,,0.0,,,,,,18,1.3
Tommy Bohanon,JAX,27,FB,16,10,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.1
Matt Breida,SFO,22,RB,16,0,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.1
John Brown,ARI,27,WR,10,5,,3.0,,,,,,3.0,,,,,,,,,18,1.8
Brice Butler,DAL,27,WR,13,0,,3.0,,,,,,3.0,,,,,,,,,18,1.4
Damiere Byrd,CAR,24,WR,8,3,,2.0,,1.0,,,,3.0,,,,,,,,,18,2.3
Keelan Cole,JAX,24,WR,16,6,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Brandon Coleman,NOR,25,WR,16,6,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Jamison Crowder,WAS,24,WR,15,6,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Vernon Davis,WAS,33,TE,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Darren Fells,DET,31,TE,16,13,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Matt Forte,NYJ,32,RB,12,4,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.5
Bennie Fowler,DEN,26,WR,16,4,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Antonio Gates,LAC,37,TE,16,4,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Kenny Golladay,DET,24,WR,11,5,,3.0,,,,,,3.0,,,,,,,,,18,1.6
Justin Hardy,ATL,26,WR,16,1,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Andre Holmes,BUF,29,WR,14,2,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Johnny Holton,OAK,27,WR,16,1,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Austin Hooper,ATL,23,TE,16,8,,3.0,,,,,,3.0,,,,,,,,,18,1.1
DeSean Jackson,TAM,31,WR,14,13,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Jesse James,PIT,23,TE,16,14,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Julio Jones*,ATL,28,WR,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Robert Kelley,WAS,25,RB,7,7,3.0,,,,,,,3.0,,,,,,,,,18,2.6
Tavarres King,NYG,27,WR,8,3,,3.0,,,,,,3.0,,,,,,,,,18,2.3
Younghoe Koo,LAC,23,K,4,0,,,,,,,,,,,,9.0,9.0,3.0,6.0,,18,4.5
Brandon LaFell,CIN,31,WR,16,15,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Tyler Lockett,SEA,25,WR,16,8,,2.0,,1.0,,,,3.0,,,,,,,,,18,1.1
Jeremy Maclin,BAL,29,WR,12,12,,3.0,,,,,,3.0,,,,,,,,,18,1.5
J.D. McKissic,SEA,24,RB,13,1,1.0,2.0,,,,,,3.0,,,,,,,,,18,1.4
Jaydon Mickens,JAX,23,WR,10,0,,2.0,1.0,,,,,3.0,,,,,,,,,18,1.8
Ricky Seals-Jones,ARI,22,WR,10,1,,3.0,,,,,,3.0,,,,,,,,,18,1.8
Austin Seferian-Jenkins,NYJ,25,TE,13,10,,3.0,,,,,,3.0,,,,,,,,,18,1.4
Adam Shaheen,CHI,23,FB,13,7,,3.0,,,,,,3.0,,,,,,,,,18,1.4
Julius Thomas,MIA,29,TE,14,12,,3.0,,,,,,3.0,,,,,,,,,18,1.3
DeAndre Washington,OAK,24,RB,15,0,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.2
James White,NWE,25,RB,14,4,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Albert Wilson,KAN,25,WR,13,7,,3.0,,,,,,3.0,,,,,,,,,18,1.4
Russell Wilson*,SEA,29,QB,16,16,3.0,,,,,,,3.0,,,,,,,,,18,1.1
Isaiah Crowell,CLE,24,RB,16,16,2.0,,,,,,,2.0,1.0,,,,,,,,14,0.9
Cody Latimer,DEN,25,WR,11,1,,2.0,,,,,,2.0,1.0,,,,,,,,14,1.3
Elijah McGuire,NYJ,23,RB,16,2,1.0,1.0,,,,,,2.0,1.0,,,,,,,,14,0.9
Mitchell Trubisky,CHI,23,QB,12,12,2.0,,,,,,,2.0,1.0,,,,,,,,14,1.2
Deshaun Watson,HOU,22,QB,7,6,2.0,,,,,,,2.0,1.0,,,,,,,,14,2.0
Jamal Agnew+,DET,22,DB,13,0,,,2.0,,,,,2.0,,,,,,,,,12,0.9
Jay Ajayi,2TM,24,RB,14,8,1.0,1.0,,,,,,2.0,,,0.0,,,,,,12,0.9
Danny Amendola,NWE,32,WR,15,8,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Blake Bortles,JAX,25,QB,16,16,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Tyler Boyd,CIN,23,WR,10,1,,2.0,,,,,,2.0,,,,,,,,,12,1.2
Drew Brees*,NOR,38,QB,16,16,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Kenny Britt,2TM,29,WR,12,4,,2.0,,,,,,2.0,,,0.0,,,,,,12,1.0
Malcolm Brown,LAR,24,RB,11,1,1.0,,,,,,1.0,2.0,,,,,,,,,12,1.1
Michael Campanaro,BAL,26,WR,13,0,,1.0,1.0,,,,,2.0,,,,,,,,,12,0.9
Charles Clay,BUF,28,TE,13,13,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Corey Coleman,CLE,23,WR,9,8,,2.0,,,,,,2.0,,,,,,,,,12,1.3
Justin Coleman,SEA,24,DB,16,5,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Dalvin Cook,MIN,22,RB,4,4,2.0,,,,,,,2.0,,,,,,,,,12,3.0
Jared Cook,OAK,30,TE,16,16,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Benny Cunningham,CHI,27,RB,14,0,,2.0,,,,,,2.0,,,,,,,,,12,0.9
A.J. Derby,2TM,26,TE,11,1,,2.0,,,,,,2.0,,,0.0,,,,,,12,1.1
Bruce Ellington,HOU,26,WR,11,6,,2.0,,,,,,2.0,,,,,,,,,12,1.1
Rhett Ellison,NYG,29,TE,16,14,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Gerald Everett,LAR,23,TE,16,2,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Coby Fleener,NOR,29,TE,11,1,,2.0,,,,,,2.0,,,,,,,,,12,1.1
D'Onta Foreman,HOU,21,RB,10,1,2.0,,,,,,,2.0,,,,,,,,,12,1.2
Marquise Goodwin,SFO,27,WR,16,16,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Corey Grant,JAX,26,RB,16,0,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Jakeem Grant,MIA,25,WR,16,0,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Tion Green,DET,24,RB,5,0,2.0,,,,,,,2.0,,,,,,,,,12,2.4
Jermaine Gresham,ARI,29,TE,14,14,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Jeff Heuerman,DEN,25,TE,14,6,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Rashard Higgins,CLE,23,WR,15,4,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Brett Hundley,GNB,24,QB,11,9,2.0,,,,,,,2.0,,,,,,,,,12,1.1
Allen Hurns,JAX,26,WR,10,8,,2.0,,,,,,2.0,,,,,,,,,12,1.2
Chris Ivory,JAX,29,RB,14,3,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.9
Eddie Jackson,CHI,24,FS,16,16,,,,,1.0,1.0,,2.0,,,,,,,,,12,0.8
Jackrabbit Jenkins,NYG,29,RCB,9,9,,,,,,2.0,,2.0,,,,,,,,,12,1.3
Reshad Jones*,MIA,29,SS,16,16,,,,,2.0,,,2.0,,,,,,,,,12,0.8
Zay Jones,BUF,22,WR,15,10,,2.0,,,,,,2.0,,,,,,,,,12,0.8
George Kittle,SFO,24,TE,15,7,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Roger Lewis,NYG,24,WR,15,8,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Zach Miller,CHI,33,TE,8,6,,2.0,,,,,,2.0,,,,,,,,,12,1.5
Donte Moncrief,IND,24,WR,12,8,,2.0,,,,,,2.0,,,,,,,,,12,1.0
JJ Nelson,ARI,25,WR,16,5,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Roosevelt Nix*,PIT,25,RB,16,4,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.8
Nick O'Leary,BUF,25,TE,15,5,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Cordarrelle Patterson,OAK,26,WR,16,2,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Elijhaa Penny,ARI,24,RB,16,0,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Samaje Perine,WAS,22,RB,16,8,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.8
Adrian Peterson,2TM,32,RB,10,7,2.0,,,,,,,2.0,,,0.0,,,,,,12,1.2
Jordan Reed,WAS,27,TE,6,5,,2.0,,,,,,2.0,,,,,,,,,12,2.0
Patrick Ricard,BAL,23,DT/FB,16,0,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Jalen Richard,OAK,24,RB,16,1,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.8
Aldrick Robinson,SFO,29,WR,16,1,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Emmanuel Sanders,DEN,30,WR,12,11,,2.0,,,,,,2.0,,,,,,,,,12,1.0
Sterling Shepard,NYG,24,WR,11,10,,2.0,,,,,,2.0,,,,,,,,,12,1.1
Jimmy Smith,BAL,29,RCB,12,12,,,,,1.0,1.0,,2.0,,,,,,,,,12,1.0
Jonnu Smith,TEN,22,TE,16,13,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Telvin Smith*,JAX,26,LLB,14,14,,,,,1.0,1.0,,2.0,,,,,,,,,12,0.9
Torrey Smith,PHI,28,WR,16,14,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Trent Taylor,SFO,23,WR,15,1,,2.0,,,,,,2.0,,,,,,,,,12,0.8
De'Anthony Thomas,KAN,24,RB,16,2,,2.0,,,,,,2.0,,,,,,,,,12,0.8
