Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Davante Adams,27.0,GNB,12.0,12.0,127.0,83.0,997.0,12.0,5.0,54.0,57.5,58.0,6.9,83.1,65.4,7.9,2.0,PB
Jarvis Landry,27.0,CLE,16.0,16.0,138.0,83.0,1174.0,14.1,6.0,55.0,52.2,65.0,5.2,73.4,60.1,8.5,0.0,PB
Tyler Lockett,27.0,SEA,16.0,16.0,110.0,82.0,1057.0,12.9,8.0,53.0,62.7,44.0,5.1,66.1,74.5,9.6,1.0,
Alvin Kamara,24.0,NOR,14.0,9.0,97.0,81.0,533.0,6.6,1.0,28.0,44.3,41.0,5.8,38.1,83.5,5.5,4.0,PB
Tarik Cohen,24.0,CHI,16.0,11.0,104.0,79.0,456.0,5.8,3.0,18.0,40.4,31.0,4.9,28.5,76.0,4.4,3.0,
Amari Cooper,25.0,DAL,16.0,16.0,119.0,79.0,1189.0,15.1,8.0,54.0,63.0,53.0,4.9,74.3,66.4,10.0,0.0,PB
Jamison Crowder,26.0,NYJ,16.0,12.0,122.0,78.0,833.0,10.7,6.0,41.0,47.5,41.0,4.9,52.1,63.9,6.8,0.0,
Leonard Fournette,24.0,JAX,15.0,15.0,100.0,76.0,522.0,6.9,0.0,23.0,40.0,27.0,5.1,34.8,76.0,5.2,1.0,
Larry Fitzgerald,36.0,ARI,16.0,16.0,109.0,75.0,804.0,10.7,4.0,40.0,50.5,54.0,4.7,50.3,68.8,7.4,1.0,
Austin Hooper,25.0,ATL,13.0,10.0,97.0,75.0,787.0,10.5,6.0,41.0,61.9,35.0,5.8,60.5,77.3,8.1,0.0,PB
Odell Beckham Jr.,27.0,CLE,16.0,15.0,133.0,74.0,1035.0,14.0,4.0,44.0,46.6,89.0,4.6,64.7,55.6,7.8,1.0,
DJ Chark,23.0,JAX,15.0,14.0,118.0,73.0,1008.0,13.8,8.0,42.0,49.2,69.0,4.9,67.2,61.9,8.5,0.0,PB
John Brown,29.0,BUF,15.0,15.0,115.0,72.0,1060.0,14.7,6.0,53.0,54.8,53.0,4.8,70.7,62.6,9.2,0.0,
DeVante Parker,26.0,MIA,16.0,14.0,128.0,72.0,1202.0,16.7,9.0,58.0,53.1,51.0,4.5,75.1,56.3,9.4,0.0,
Courtland Sutton,24.0,DEN,16.0,14.0,124.0,72.0,1112.0,15.4,6.0,50.0,49.2,70.0,4.5,69.5,58.1,9.0,2.0,PB
James White,27.0,NWE,15.0,1.0,95.0,72.0,645.0,9.0,5.0,31.0,45.3,59.0,4.8,43.0,75.8,6.8,1.0,
Tyler Higbee,26.0,LAR,15.0,15.0,89.0,69.0,734.0,10.6,3.0,36.0,66.3,33.0,4.6,48.9,77.5,8.2,0.0,
Christian Kirk,23.0,ARI,13.0,13.0,108.0,68.0,709.0,10.4,3.0,31.0,52.8,69.0,5.2,54.5,63.0,6.6,0.0,
Cole Beasley,30.0,BUF,15.0,10.0,106.0,67.0,778.0,11.6,6.0,37.0,55.7,51.0,4.5,51.9,63.2,7.3,0.0,
Mike Evans,26.0,TAM,13.0,13.0,118.0,67.0,1157.0,17.3,8.0,54.0,55.1,67.0,5.2,89.0,56.8,9.8,0.0,PB
Le'Veon Bell,27.0,NYJ,15.0,15.0,78.0,66.0,461.0,7.0,1.0,20.0,46.2,23.0,4.4,30.7,84.6,5.9,1.0,
Michael Gallup,23.0,DAL,14.0,12.0,113.0,66.0,1107.0,16.8,6.0,50.0,56.6,62.0,4.7,79.1,58.4,9.8,0.0,
Dede Westbrook,26.0,JAX,15.0,11.0,101.0,66.0,660.0,10.0,3.0,31.0,43.6,39.0,4.4,44.0,65.3,6.5,1.0,
Emmanuel Sanders,32.0,2TM,17.0,16.0,97.0,66.0,869.0,13.2,5.0,41.0,52.6,75.0,3.9,51.1,68.0,9.0,0.0,
Kenny Golladay,26.0,DET,16.0,16.0,116.0,65.0,1190.0,18.3,11.0,52.0,50.9,75.0,4.1,74.4,56.0,10.3,1.0,PB
Mark Andrews,24.0,BAL,15.0,4.0,98.0,64.0,852.0,13.3,10.0,44.0,54.1,51.0,4.3,56.8,65.3,8.7,2.0,PB
Stefon Diggs,26.0,MIN,15.0,15.0,94.0,63.0,1130.0,17.9,6.0,41.0,58.5,66.0,4.2,75.3,67.0,12.0,4.0,
Calvin Ridley,25.0,ATL,13.0,10.0,93.0,63.0,866.0,13.7,7.0,47.0,59.1,36.0,4.8,66.6,67.7,9.3,0.0,
Jason Witten,37.0,DAL,16.0,16.0,83.0,63.0,529.0,8.4,4.0,27.0,66.3,33.0,3.9,33.1,75.9,6.4,1.0,
Danny Amendola,34.0,DET,15.0,10.0,97.0,62.0,678.0,10.9,1.0,36.0,51.5,47.0,4.1,45.2,63.9,7.0,0.0,
Marvin Jones,29.0,DET,13.0,11.0,91.0,62.0,779.0,12.6,9.0,41.0,59.3,47.0,4.8,59.9,68.1,8.6,0.0,
Devonta Freeman,27.0,ATL,14.0,14.0,70.0,59.0,410.0,6.9,4.0,17.0,48.6,28.0,4.2,29.3,84.3,5.9,3.0,
Diontae Johnson,23.0,PIT,16.0,12.0,92.0,59.0,680.0,11.5,5.0,31.0,48.9,45.0,3.7,42.5,64.1,7.4,5.0,AP-2
Mohamed Sanu,30.0,2TM,15.0,12.0,89.0,59.0,520.0,8.8,2.0,30.0,48.3,28.0,3.9,34.7,66.3,5.8,0.0,
Dallas Goedert,24.0,PHI,15.0,9.0,87.0,58.0,607.0,10.5,5.0,33.0,57.5,28.0,3.9,40.5,66.7,7.0,2.0,
Tyreek Hill,25.0,KAN,12.0,12.0,89.0,58.0,860.0,14.8,7.0,39.0,58.4,57.0,4.8,71.7,65.2,9.7,0.0,PB
Terry McLaurin,24.0,WAS,14.0,14.0,93.0,58.0,919.0,15.8,7.0,43.0,57.0,75.0,4.1,65.6,62.4,9.9,0.0,
D.K. Metcalf,22.0,SEA,16.0,15.0,100.0,58.0,900.0,15.5,7.0,39.0,52.0,54.0,3.6,56.3,58.0,9.0,3.0,
Deebo Samuel,23.0,SFO,15.0,11.0,81.0,57.0,802.0,14.1,3.0,32.0,53.1,42.0,3.8,53.5,70.4,9.9,2.0,
Sterling Shepard,26.0,NYG,10.0,10.0,83.0,57.0,576.0,10.1,3.0,29.0,59.0,36.0,5.7,57.6,68.7,6.9,0.0,
Randall Cobb,29.0,DAL,15.0,6.0,83.0,55.0,828.0,15.1,3.0,41.0,54.2,59.0,3.7,55.2,66.3,10.0,2.0,
Hunter Henry,25.0,LAC,12.0,12.0,76.0,55.0,652.0,11.9,5.0,36.0,67.1,30.0,4.6,54.3,72.4,8.6,1.0,
Ezekiel Elliott,24.0,DAL,16.0,16.0,71.0,54.0,420.0,7.8,2.0,21.0,45.1,27.0,3.4,26.3,76.1,5.9,3.0,PB
Curtis Samuel,23.0,CAR,16.0,15.0,105.0,54.0,627.0,11.6,6.0,36.0,43.8,44.0,3.4,39.2,51.4,6.0,0.0,
Dalvin Cook,24.0,MIN,14.0,14.0,63.0,53.0,519.0,9.8,0.0,26.0,57.1,31.0,3.8,37.1,84.1,8.2,4.0,"PB,AP CPoY-5"
Saquon Barkley,22.0,NYG,13.0,13.0,73.0,52.0,438.0,8.4,2.0,14.0,34.2,65.0,4.0,33.7,71.2,6.0,1.0,
A.J. Brown,22.0,TEN,16.0,11.0,84.0,52.0,1051.0,20.2,8.0,39.0,53.6,91.0,3.3,65.7,61.9,12.5,1.0,AP ORoY-3
Robbie Chosen,26.0,NYJ,16.0,15.0,96.0,52.0,779.0,15.0,5.0,35.0,46.9,92.0,3.3,48.7,54.2,8.1,1.0,
Anthony Miller,25.0,CHI,16.0,7.0,85.0,52.0,656.0,12.6,2.0,34.0,51.8,35.0,3.3,41.0,61.2,7.7,1.0,
Greg Olsen,34.0,CAR,14.0,14.0,82.0,52.0,597.0,11.5,2.0,34.0,53.7,41.0,3.7,42.6,63.4,7.3,0.0,
Sammy Watkins,26.0,KAN,14.0,13.0,90.0,52.0,673.0,12.9,3.0,30.0,47.8,68.0,3.7,48.1,57.8,7.5,2.0,
Mike Gesicki,24.0,MIA,16.0,5.0,89.0,51.0,570.0,11.2,5.0,25.0,44.9,34.0,3.2,35.6,57.3,6.4,1.0,
Miles Sanders,22.0,PHI,16.0,11.0,63.0,50.0,509.0,10.2,3.0,19.0,49.2,45.0,3.1,31.8,79.4,8.1,2.0,AP ORoY-4
Kenyan Drake,25.0,2TM,14.0,10.0,68.0,50.0,345.0,6.9,0.0,15.0,42.6,26.0,3.6,24.6,73.5,5.1,2.0,
Will Fuller,25.0,HOU,11.0,11.0,71.0,49.0,670.0,13.7,3.0,26.0,59.2,54.0,4.5,60.9,69.0,9.4,1.0,
Russell Gage,23.0,ATL,16.0,4.0,74.0,49.0,446.0,9.1,1.0,25.0,48.6,19.0,3.1,27.9,66.2,6.0,1.0,
Aaron Jones,25.0,GNB,16.0,16.0,68.0,49.0,474.0,9.7,3.0,18.0,47.1,67.0,3.1,29.6,72.1,7.0,3.0,
Hunter Renfrow,24.0,OAK,13.0,4.0,71.0,49.0,605.0,12.3,4.0,30.0,54.9,65.0,3.8,46.5,69.0,8.5,1.0,
Golden Tate,31.0,NYG,11.0,10.0,85.0,49.0,676.0,13.8,6.0,30.0,49.4,64.0,4.5,61.5,57.6,8.0,1.0,
Mike Williams,25.0,LAC,15.0,15.0,90.0,49.0,1001.0,20.4,2.0,41.0,52.2,56.0,3.3,66.7,54.4,11.1,0.0,
Darius Slayton,22.0,NYG,14.0,9.0,84.0,48.0,740.0,15.4,8.0,32.0,48.8,55.0,3.4,52.9,57.1,8.8,0.0,
Chris Conley,27.0,JAX,16.0,14.0,90.0,47.0,775.0,16.5,5.0,36.0,47.8,70.0,2.9,48.4,52.2,8.6,0.0,
Jaylen Samuels,23.0,PIT,14.0,4.0,57.0,47.0,305.0,6.5,1.0,19.0,49.1,27.0,3.4,21.8,82.5,5.4,1.0,
Marquise Brown,22.0,BAL,14.0,11.0,71.0,46.0,584.0,12.7,7.0,24.0,47.9,83.0,3.3,41.7,64.8,8.2,0.0,
T.Y. Hilton,30.0,IND,10.0,10.0,68.0,45.0,501.0,11.1,5.0,24.0,52.9,35.0,4.5,50.1,66.2,7.4,0.0,
Evan Engram,25.0,NYG,8.0,6.0,68.0,44.0,467.0,10.6,3.0,23.0,41.2,75.0,5.5,58.4,64.7,6.9,0.0,
Nyheim Hines,23.0,IND,16.0,2.0,58.0,44.0,320.0,7.3,0.0,15.0,43.1,21.0,2.8,20.0,75.9,5.5,1.0,
Duke Johnson,26.0,HOU,16.0,2.0,62.0,44.0,410.0,9.3,3.0,18.0,50.0,21.0,2.8,25.6,71.0,6.6,1.0,
James Washington,23.0,PIT,15.0,10.0,80.0,44.0,735.0,16.7,3.0,31.0,46.3,79.0,2.9,49.0,55.0,9.2,1.0,
Jared Cook,32.0,NOR,14.0,7.0,65.0,43.0,705.0,16.4,9.0,32.0,63.1,61.0,3.1,50.4,66.2,10.8,0.0,PB
Corey Davis,24.0,TEN,15.0,11.0,69.0,43.0,601.0,14.0,2.0,33.0,58.0,38.0,2.9,40.1,62.3,8.7,1.0,
Jack Doyle,29.0,IND,16.0,16.0,72.0,43.0,448.0,10.4,4.0,29.0,51.4,23.0,2.7,28.0,59.7,6.2,1.0,PB
Tyler Eifert,29.0,CIN,16.0,4.0,63.0,43.0,436.0,10.1,3.0,24.0,52.4,27.0,2.7,27.3,68.3,6.9,0.0,
Alex Erickson,27.0,CIN,16.0,6.0,78.0,43.0,529.0,12.3,0.0,26.0,47.4,52.0,2.7,33.1,55.1,6.8,4.0,
Royce Freeman,23.0,DEN,16.0,0.0,50.0,43.0,256.0,6.0,1.0,10.0,42.0,19.0,2.7,16.0,86.0,5.1,0.0,
Alshon Jeffery,29.0,PHI,10.0,10.0,73.0,43.0,490.0,11.4,4.0,36.0,53.4,38.0,4.3,49.0,58.9,6.7,0.0,
Albert Wilson,27.0,MIA,13.0,4.0,62.0,43.0,351.0,8.2,1.0,22.0,43.5,35.0,3.3,27.0,69.4,5.7,0.0,
Brandin Cooks,26.0,LAR,14.0,14.0,72.0,42.0,583.0,13.9,2.0,32.0,50.0,57.0,3.0,41.6,58.3,8.1,0.0,
Melvin Gordon,26.0,LAC,12.0,11.0,55.0,42.0,296.0,7.0,1.0,11.0,47.3,25.0,3.5,24.7,76.4,5.4,4.0,
JuJu Smith-Schuster,23.0,PIT,12.0,12.0,70.0,42.0,552.0,13.1,3.0,23.0,44.3,76.0,3.5,46.0,60.0,7.9,1.0,
Chris Thompson,29.0,WAS,11.0,0.0,58.0,42.0,378.0,9.0,0.0,16.0,37.9,39.0,3.8,34.4,72.4,6.5,1.0,
Tyrell Williams,27.0,OAK,14.0,12.0,64.0,42.0,651.0,15.5,6.0,33.0,57.8,46.0,3.0,46.5,65.6,10.2,0.0,
Jacob Hollister,26.0,SEA,11.0,3.0,59.0,41.0,349.0,8.5,3.0,16.0,50.8,22.0,3.7,31.7,69.5,5.9,0.0,
Zach Pascal,25.0,IND,16.0,13.0,72.0,41.0,607.0,14.8,5.0,29.0,50.0,37.0,2.6,37.9,56.9,8.4,0.0,
Noah Fant,22.0,DEN,16.0,11.0,66.0,40.0,562.0,14.1,3.0,23.0,42.4,75.0,2.5,35.1,60.6,8.5,1.0,
Kenny Stills,27.0,HOU,13.0,5.0,55.0,40.0,561.0,14.0,4.0,27.0,58.2,45.0,3.1,43.2,72.7,10.2,0.0,
Auden Tate,22.0,CIN,12.0,10.0,80.0,40.0,575.0,14.4,1.0,29.0,45.0,33.0,3.3,47.9,50.0,7.2,1.0,
Nelson Agholor,26.0,PHI,11.0,10.0,69.0,39.0,363.0,9.3,3.0,17.0,47.8,43.0,3.5,33.0,56.5,5.3,2.0,
Kyle Rudolph,30.0,MIN,16.0,16.0,48.0,39.0,367.0,9.4,6.0,24.0,66.7,32.0,2.4,22.9,81.3,7.6,0.0,
Jamaal Williams,24.0,GNB,14.0,2.0,45.0,39.0,253.0,6.5,5.0,16.0,53.3,17.0,2.8,18.1,86.7,5.6,0.0,
Jimmy Graham,33.0,GNB,16.0,10.0,60.0,38.0,447.0,11.8,3.0,23.0,48.3,48.0,2.4,27.9,63.3,7.5,1.0,
Vance McDonald,29.0,PIT,14.0,14.0,55.0,38.0,273.0,7.2,3.0,12.0,40.0,22.0,2.7,19.5,69.1,5.0,1.0,
Chris Carson,25.0,SEA,15.0,15.0,47.0,37.0,266.0,7.2,2.0,10.0,55.3,21.0,2.5,17.7,78.7,5.7,7.0,
Gerald Everett,25.0,LAR,13.0,2.0,60.0,37.0,408.0,11.0,2.0,22.0,45.0,33.0,2.8,31.4,61.7,6.8,0.0,
Adam Humphries,26.0,TEN,12.0,3.0,47.0,37.0,374.0,10.1,2.0,20.0,59.6,30.0,3.1,31.2,78.7,8.0,1.0,
Kareem Hunt,24.0,CLE,8.0,3.0,44.0,37.0,285.0,7.7,1.0,17.0,52.3,29.0,4.6,35.6,84.1,6.5,1.0,
Jordan Akins,27.0,HOU,16.0,9.0,55.0,36.0,418.0,11.6,2.0,21.0,49.1,53.0,2.3,26.1,65.5,7.6,0.0,
Cameron Brate,28.0,TAM,16.0,6.0,55.0,36.0,311.0,8.6,4.0,21.0,52.7,37.0,2.3,19.4,65.5,5.7,0.0,
Nick Chubb,24.0,CLE,16.0,16.0,49.0,36.0,278.0,7.7,0.0,13.0,42.9,32.0,2.3,17.4,73.5,5.7,3.0,PB
David Johnson,28.0,ARI,13.0,9.0,47.0,36.0,370.0,10.3,4.0,17.0,51.1,31.0,2.8,28.5,76.6,7.9,1.0,
Breshad Perriman,26.0,TAM,14.0,4.0,69.0,36.0,645.0,17.9,6.0,29.0,47.8,44.0,2.6,46.1,52.2,9.3,0.0,
Jalen Richard,26.0,OAK,16.0,0.0,43.0,36.0,323.0,9.0,0.0,15.0,48.8,33.0,2.3,20.2,83.7,7.5,2.0,
Irv Smith Jr.,21.0,MIN,16.0,7.0,47.0,36.0,311.0,8.6,2.0,17.0,59.6,29.0,2.3,19.4,76.6,6.6,1.0,
Demaryius Thomas,32.0,NYJ,11.0,10.0,58.0,36.0,433.0,12.0,1.0,22.0,51.7,47.0,3.3,39.4,62.1,7.5,0.0,
DeAndre Washington,26.0,OAK,16.0,3.0,41.0,36.0,292.0,8.1,0.0,10.0,58.5,28.0,2.3,18.3,87.8,7.1,0.0,
Allen Lazard,24.0,GNB,16.0,3.0,52.0,35.0,477.0,13.6,3.0,24.0,59.6,43.0,2.2,29.8,67.3,9.2,0.0,
Phillip Lindsay,25.0,DEN,16.0,16.0,48.0,35.0,196.0,5.6,0.0,9.0,37.5,36.0,2.2,12.3,72.9,4.1,0.0,
Joe Mixon,23.0,CIN,16.0,15.0,45.0,35.0,287.0,8.2,3.0,14.0,51.1,33.0,2.2,17.9,77.8,6.4,0.0,
Dare Ogunbowale,25.0,TAM,16.0,0.0,46.0,35.0,286.0,8.2,0.0,14.0,45.7,21.0,2.2,17.9,76.1,6.2,2.0,
Jonnu Smith,24.0,TEN,16.0,14.0,44.0,35.0,439.0,12.5,3.0,16.0,56.8,57.0,2.2,27.4,79.5,10.0,0.0,
Geronimo Allison,25.0,GNB,16.0,6.0,55.0,34.0,287.0,8.4,2.0,16.0,41.8,31.0,2.1,17.9,61.8,5.2,2.0,
James Conner,24.0,PIT,10.0,10.0,38.0,34.0,251.0,7.4,3.0,14.0,55.3,26.0,3.4,25.1,89.5,6.6,1.0,
Darren Fells,33.0,HOU,16.0,14.0,48.0,34.0,341.0,10.0,7.0,22.0,58.3,24.0,2.1,21.3,70.8,7.1,0.0,
Ryan Griffin,29.0,NYJ,13.0,13.0,41.0,34.0,320.0,9.4,5.0,19.0,61.0,45.0,2.6,24.6,82.9,7.8,0.0,
O.J. Howard,25.0,TAM,14.0,14.0,53.0,34.0,459.0,13.5,1.0,23.0,56.6,33.0,2.4,32.8,64.2,8.7,1.0,
J.D. McKissic,26.0,DET,16.0,3.0,42.0,34.0,233.0,6.9,1.0,7.0,35.7,26.0,2.1,14.6,81.0,5.5,0.0,
Latavius Murray,29.0,NOR,16.0,8.0,43.0,34.0,235.0,6.9,1.0,9.0,48.8,30.0,2.1,14.7,79.1,5.5,0.0,
Steven Sims,22.0,WAS,16.0,2.0,56.0,34.0,310.0,9.1,4.0,18.0,32.1,65.0,2.1,19.4,60.7,5.5,1.0,
Damiere Byrd,26.0,ARI,11.0,3.0,46.0,32.0,359.0,11.2,1.0,16.0,50.0,58.0,2.9,32.6,69.6,7.8,1.0,
T.J. Hockenson,22.0,DET,12.0,7.0,59.0,32.0,367.0,11.5,2.0,19.0,45.8,39.0,2.7,30.6,54.2,6.2,0.0,
Allen Hurns,28.0,MIA,14.0,7.0,47.0,32.0,416.0,13.0,2.0,18.0,59.6,27.0,2.3,29.7,68.1,8.9,1.0,
Demarcus Robinson,25.0,KAN,16.0,10.0,55.0,32.0,449.0,14.0,4.0,19.0,52.7,44.0,2.0,28.1,58.2,8.2,0.0,
Preston Williams,22.0,MIA,8.0,7.0,60.0,32.0,428.0,13.4,3.0,24.0,51.7,35.0,4.0,53.5,53.3,7.1,2.0,
Nick Boyle,26.0,BAL,16.0,15.0,43.0,31.0,321.0,10.4,2.0,13.0,55.8,35.0,1.9,20.1,72.1,7.5,0.0,
Eric Ebron,26.0,IND,11.0,2.0,52.0,31.0,375.0,12.1,3.0,20.0,51.9,48.0,2.8,34.1,59.6,7.2,0.0,
Todd Gurley,25.0,LAR,15.0,15.0,49.0,31.0,207.0,6.7,2.0,8.0,36.7,23.0,2.1,13.8,63.3,4.2,3.0,
Blake Jarwin,25.0,DAL,16.0,7.0,41.0,31.0,365.0,11.8,3.0,17.0,56.1,42.0,1.9,22.8,75.6,8.9,1.0,
Olabisi Johnson,22.0,MIN,16.0,6.0,45.0,31.0,294.0,9.5,3.0,17.0,55.6,23.0,1.9,18.4,68.9,6.5,0.0,
Ronald Jones II,22.0,TAM,16.0,9.0,40.0,31.0,309.0,10.0,0.0,12.0,52.5,41.0,1.9,19.3,77.5,7.7,3.0,
Kaden Smith,22.0,NYG,9.0,6.0,42.0,31.0,268.0,8.6,3.0,12.0,47.6,32.0,3.4,29.8,73.8,6.4,2.0,
Willie Snead,27.0,BAL,16.0,11.0,46.0,31.0,339.0,10.9,5.0,20.0,52.2,50.0,1.9,21.2,67.4,7.4,0.0,
Giovani Bernard,28.0,CIN,16.0,2.0,43.0,30.0,234.0,7.8,0.0,7.0,30.2,35.0,1.9,14.6,69.8,5.4,2.0,
Kendrick Bourne,24.0,SFO,16.0,0.0,44.0,30.0,358.0,11.9,5.0,23.0,59.1,30.0,1.9,22.4,68.2,8.1,0.0,
Ted Ginn Jr.,34.0,NOR,16.0,9.0,56.0,30.0,421.0,14.0,2.0,20.0,44.6,45.0,1.9,26.3,53.6,7.5,0.0,
Kelvin Harmon,23.0,WAS,16.0,8.0,44.0,30.0,365.0,12.2,0.0,16.0,56.8,30.0,1.9,22.8,68.2,8.3,0.0,
Hayden Hurst,26.0,BAL,16.0,4.0,39.0,30.0,349.0,11.6,2.0,16.0,69.2,61.0,1.9,21.8,76.9,8.9,0.0,
Adam Thielen,29.0,MIN,10.0,10.0,48.0,30.0,418.0,13.9,6.0,18.0,52.1,44.0,3.0,41.8,62.5,8.7,0.0,
Damien Williams,27.0,KAN,11.0,6.0,37.0,30.0,213.0,7.1,2.0,10.0,43.2,32.0,2.7,19.4,81.1,5.8,1.0,
Phillip Dorsett,26.0,NWE,14.0,4.0,54.0,29.0,397.0,13.7,5.0,17.0,42.6,58.0,2.1,28.4,53.7,7.4,0.0,
Taylor Gabriel,28.0,CHI,9.0,7.0,48.0,29.0,353.0,12.2,4.0,17.0,50.0,53.0,3.2,39.2,60.4,7.4,0.0,
Devin Singletary,22.0,BUF,12.0,8.0,41.0,29.0,194.0,6.7,2.0,5.0,29.3,49.0,2.4,16.2,70.7,4.7,4.0,
DaeSean Hamilton,24.0,DEN,16.0,2.0,52.0,28.0,297.0,10.6,1.0,19.0,44.2,28.0,1.8,18.6,53.8,5.7,0.0,
Dawson Knox,23.0,BUF,15.0,11.0,50.0,28.0,388.0,13.9,2.0,15.0,42.0,49.0,1.9,25.9,56.0,7.8,0.0,
LeSean McCoy,31.0,KAN,13.0,9.0,34.0,28.0,181.0,6.5,1.0,6.0,44.1,23.0,2.2,13.9,82.4,5.3,3.0,
Paul Richardson,27.0,WAS,10.0,6.0,42.0,28.0,245.0,8.8,2.0,13.0,54.8,22.0,2.8,24.5,66.7,5.8,0.0,
John Ross,24.0,CIN,8.0,8.0,56.0,28.0,506.0,18.1,3.0,22.0,44.6,66.0,3.5,63.3,50.0,9.0,1.0,
Greg Ward,24.0,PHI,7.0,3.0,40.0,28.0,254.0,9.1,1.0,18.0,60.0,38.0,4.0,36.3,70.0,6.4,0.0,
Jarius Wright,30.0,CAR,16.0,9.0,58.0,28.0,296.0,10.6,0.0,16.0,36.2,33.0,1.8,18.5,48.3,5.1,0.0,
Rex Burkhead,29.0,NWE,13.0,1.0,38.0,27.0,279.0,10.3,0.0,10.0,52.6,32.0,2.1,21.5,71.1,7.3,1.0,
Isaiah McKenzie,24.0,BUF,15.0,8.0,39.0,27.0,254.0,9.4,1.0,12.0,48.7,46.0,1.8,16.9,69.2,6.5,0.0,
C.J. Uzomah,26.0,CIN,16.0,16.0,40.0,27.0,242.0,9.0,2.0,12.0,55.0,36.0,1.7,15.1,67.5,6.1,0.0,
Josh Gordon,28.0,2TM,11.0,7.0,47.0,27.0,426.0,15.8,1.0,16.0,51.1,58.0,2.5,38.7,57.4,9.1,0.0,
Zay Jones,24.0,2TM,15.0,9.0,45.0,27.0,216.0,8.0,0.0,10.0,37.8,23.0,1.8,14.4,60.0,4.8,0.0,
Mecole Hardman,21.0,KAN,16.0,5.0,41.0,26.0,538.0,20.7,6.0,18.0,58.5,83.0,1.6,33.6,63.4,13.1,2.0,"PB,AP-2"
Mark Ingram,30.0,BAL,15.0,15.0,29.0,26.0,247.0,9.5,5.0,16.0,62.1,25.0,1.7,16.5,89.7,8.5,2.0,PB
Jakobi Meyers,23.0,NWE,15.0,1.0,41.0,26.0,359.0,13.8,0.0,17.0,53.7,35.0,1.7,23.9,63.4,8.8,0.0,
Trey Quinn,24.0,WAS,12.0,6.0,47.0,26.0,198.0,7.6,1.0,10.0,42.6,19.0,2.2,16.5,55.3,4.2,1.0,
Jeremy Sprinkle,25.0,WAS,16.0,13.0,40.0,26.0,241.0,9.3,1.0,13.0,55.0,23.0,1.6,15.1,65.0,6.0,1.0,
