Player,Age,Team,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
Nick Luchey,28,CIN,3,0,1,0,0,0,0.0,,0.0,0.0,0.3,0,
Brandon Manumaleuna,25,STL,14,14,1,2,0,1,100.0,2,2.0,0.1,0.1,2,
Rasheed Marshall,24,SFO,12,0,1,-7,0,0,0.0,-7,-7.0,-0.6,0.1,4,
Justin McCareins,27,NYJ,16,16,1,8,0,0,100.0,8,8.0,0.5,0.1,0,
Shaun McDonald,24,STL,16,2,1,7,0,1,100.0,7,7.0,0.4,0.1,1,
Terence Newman,27,DAL,16,16,1,4,0,0,0.0,4,4.0,0.3,0.1,3,
Kassim Osgood,25,SDG,12,3,1,4,0,0,100.0,4,4.0,0.3,0.1,0,
Terrell Owens,32,PHI,7,7,1,2,0,0,0.0,2,2.0,0.3,0.1,0,
Andrew Pinnock,25,SDG,12,0,1,4,0,1,100.0,4,4.0,0.3,0.1,0,
Willie Ponder,25,NYG,11,0,1,4,0,0,0.0,4,4.0,0.4,0.1,1,
Jerry Porter,27,OAK,16,14,1,-8,0,0,0.0,-8,-8.0,-0.5,0.1,1,
Peerless Price,29,DAL,7,1,1,9,0,0,100.0,9,9.0,1.3,0.1,0,
Ricky Proehl,37,CAR,16,0,1,-8,0,0,0.0,-8,-8.0,-0.5,0.1,0,
Josh Reed,25,BUF,16,6,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,0,
Philip Rivers,24,SDG,2,0,1,-1,0,0,0.0,-1,-1.0,-0.5,0.5,2,
B.J. Sander,25,GNB,14,0,1,-11,0,0,0.0,-11,-11.0,-0.8,0.1,1,
Deion Sanders,38,BAL,16,4,1,0,0,0,0.0,,0.0,0.0,0.1,1,
Cory Schlesinger,33,DET,11,8,1,1,0,1,100.0,1,1.0,0.1,0.1,0,
Mike Sellers,30,WAS,15,6,1,1,1,1,100.0,1,1.0,0.1,0.1,0,
Daimon Shelton,33,BUF,16,11,1,0,0,0,0.0,,0.0,0.0,0.1,1,
Jonathan Smith,24,BUF,7,1,1,1,0,0,0.0,1,1.0,0.1,0.1,1,
Rod Smith,35,DEN,16,16,1,7,0,0,100.0,7,7.0,0.4,0.1,2,PB
Jerald Sowell,31,NYJ,16,14,1,1,1,1,100.0,1,1.0,0.1,0.1,1,
Chad Stanley,29,HOU,16,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,
James Thrash,30,WAS,12,2,1,8,0,0,100.0,8,8.0,0.7,0.1,1,
Scottie Vines,26,DET,13,11,1,7,0,0,100.0,7,7.0,0.5,0.1,0,
Billy Volek,29,TEN,6,1,1,3,0,0,0.0,3,3.0,0.5,0.2,3,
Bobby Wade,24,2TM,14,1,1,1,0,0,0.0,1,1.0,0.1,0.1,10,
Bobby Wade,24,CHI,12,0,0,0,0,0,,,,0.0,0.0,10,
Bobby Wade,24,TEN,2,1,1,1,0,0,0.0,1,1.0,0.5,0.5,0,
Peter Warrick,28,SEA,13,5,1,5,0,0,100.0,5,5.0,0.4,0.1,0,
Wes Welker,24,MIA,16,1,1,5,0,0,100.0,5,5.0,0.3,0.1,5,
Jeff Wilkins,33,STL,16,0,1,-4,0,0,0.0,-4,-4.0,-0.3,0.1,0,
Cedrick Wilson,27,PIT,16,1,1,0,0,0,0.0,,0.0,0.0,0.1,1,
Kris Wilson,24,KAN,14,1,1,6,0,0,100.0,6,6.0,0.4,0.1,0,
Dave Zastudil,27,BAL,16,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,
Sam Aiken,25,BUF,16,2,0,0,0,0,,,,0.0,0.0,0,
Stephen Alexander,30,DEN,16,15,0,0,0,0,,,,0.0,0.0,0,
Otis Amey,24,SFO,11,0,0,0,0,0,,,,0.0,0.0,1,
Courtney Anderson,25,OAK,14,13,0,0,0,0,,,,0.0,0.0,1,
Richard Angulo,25,MIN,2,0,0,0,0,0,,,,0.0,0.0,0,
Derick Armstrong,26,HOU,13,3,0,0,0,0,,,,0.0,0.0,0,
Tom Ashworth,28,NWE,14,11,0,0,0,0,,,,0.0,0.0,0,
Billy Bajema,23,SFO,15,7,0,0,0,0,,,,0.0,0.0,0,
Chris Baker,26,NYJ,8,8,0,0,0,0,,,,0.0,0.0,1,
Alex Bannister,26,SEA,2,0,0,0,0,0,,,,0.0,0.0,0,
Darian Barnes,25,MIA,9,6,0,0,0,0,,,,0.0,0.0,0,
Kevin Barry,26,GNB,16,1,0,0,0,0,,,,0.0,0.0,0,
Mike Bartrum,35,PHI,16,0,0,0,0,0,,,,0.0,0.0,0,PB
Jarrod Baxter,26,ARI,8,2,0,0,0,0,,,,0.0,0.0,0,
Fred Beasley,31,SFO,9,7,0,0,0,0,,,,0.0,0.0,0,
Anthony Becht,28,TAM,16,16,0,0,0,0,,,,0.0,0.0,0,
Adam Bergen,22,ARI,16,9,0,0,0,0,,,,0.0,0.0,0,
Eddie Berlin,27,CHI,5,0,0,0,0,0,,,,0.0,0.0,0,
Sean Berton,26,NYG,14,0,0,0,0,0,,,,0.0,0.0,0,
Eric Beverly,31,ATL,16,2,0,0,0,0,,,,0.0,0.0,0,
Dwayne Blakley,26,ATL,16,1,0,0,0,0,,,,0.0,0.0,0,
Marc Boerigter,27,KAN,10,0,0,0,0,0,,,,0.0,0.0,0,
Marty Booker,29,MIA,15,12,0,0,0,0,,,,0.0,0.0,0,
David Boston,27,MIA,5,0,0,0,0,0,,,,0.0,0.0,0,
Mark Bradley,23,CHI,7,4,0,0,0,0,,,,0.0,0.0,1,
Kyle Brady,33,JAX,16,14,0,0,0,0,,,,0.0,0.0,3,
Deion Branch,26,NWE,16,15,0,0,0,0,,,,0.0,0.0,0,
Troy Brown,34,NWE,13,3,0,0,0,0,,,,0.0,0.0,0,
Isaac Bruce,33,STL,11,10,0,0,0,0,,,,0.0,0.0,0,
Mark Bruener,33,HOU,16,15,0,0,0,0,,,,0.0,0.0,0,
Joe Burns,26,BUF,16,0,0,0,0,0,,,,0.0,0.0,0,
Plaxico Burress,28,NYG,16,15,0,0,0,0,,,,0.0,0.0,1,
Steve Bush,31,SFO,15,2,0,0,0,0,,,,0.0,0.0,0,
Tyrone Calico,25,TEN,12,6,0,0,0,0,,,,0.0,0.0,1,
Dan Campbell,29,DAL,16,12,0,0,0,0,,,,0.0,0.0,0,
Mark Campbell,30,BUF,14,10,0,0,0,0,,,,0.0,0.0,0,
Dwayne Carswell,33,DEN,7,0,0,0,0,0,,,,0.0,0.0,0,
Drew Carter,24,CAR,3,0,0,0,0,0,,,,0.0,0.0,0,
Bam Childress,23,NWE,1,0,0,0,0,0,,,,0.0,0.0,0,
Wayne Chrebet,32,NYJ,8,0,0,0,0,0,,,,0.0,0.0,0,
Dallas Clark,26,IND,15,14,0,0,0,0,,,,0.0,0.0,0,
Desmond Clark,28,CHI,16,16,0,0,0,0,,,,0.0,0.0,0,
Cam Cleeland,30,STL,9,3,0,0,0,0,,,,0.0,0.0,0,
Laveranues Coles,28,NYJ,16,16,0,0,0,0,,,,0.0,0.0,1,
Ernie Conwell,33,NOR,8,8,0,0,0,0,,,,0.0,0.0,1,
Jameel Cook,26,TAM,16,0,0,0,0,0,,,,0.0,0.0,0,
Chris Cooley,23,WAS,16,16,0,0,0,0,,,,0.0,0.0,3,
Terrance Copper,23,DAL,16,0,0,0,0,0,,,,0.0,0.0,0,
Josh Cribbs,22,CLE,14,0,0,0,0,0,,,,0.0,0.0,4,
Alge Crumpler,28,ATL,16,16,0,0,0,0,,,,0.0,0.0,1,PB
Ronnie Cruz,24,KAN,14,0,0,0,0,0,,,,0.0,0.0,0,
Ronald Curry,26,OAK,2,0,0,0,0,0,,,,0.0,0.0,0,
Andre' Davis,26,NWE,9,4,0,0,0,0,,,,0.0,0.0,0,
Todd Devoe,25,DEN,14,0,0,0,0,0,,,,0.0,0.0,0,
Lorenzo Diamond,26,MIA,16,7,0,0,0,0,,,,0.0,0.0,0,
Darnell Dinkins,28,BAL,16,4,0,0,0,0,,,,0.0,0.0,0,
Joel Dreessen,23,NYJ,14,0,0,0,0,0,,,,0.0,0.0,0,
Wesley Duke,24,DEN,3,0,0,0,0,0,,,,0.0,0.0,0,
Jason Dunn,32,KAN,16,1,0,0,0,0,,,,0.0,0.0,0,
Braylon Edwards,22,CLE,10,7,0,0,0,0,,,,0.0,0.0,0,
Eric Edwards,25,ARI,16,9,0,0,0,0,,,,0.0,0.0,0,
Marc Edwards,31,CHI,8,5,0,0,0,0,,,,0.0,0.0,0,
Troy Edwards,28,DET,3,0,0,0,0,0,,,,0.0,0.0,0,
Bobby Engram,32,SEA,13,13,0,0,0,0,,,,0.0,0.0,2,
Tim Euhus,25,BUF,11,3,0,0,0,0,,,,0.0,0.0,0,
Jeff Faine,24,CLE,14,14,0,0,0,0,,,,0.0,0.0,0,
Jimmy Farris,27,WAS,4,0,0,0,0,0,,,,0.0,0.0,0,
Christian Fauria,34,NWE,16,10,0,0,0,0,,,,0.0,0.0,0,
Robert Ferguson,26,GNB,11,7,0,0,0,0,,,,0.0,0.0,0,
Jim Finn,29,NYG,16,13,0,0,0,0,,,,0.0,0.0,1,
Brian Finneran,29,ATL,16,7,0,0,0,0,,,,0.0,0.0,0,
Casey Fitzsimmons,25,DET,14,2,0,0,0,0,,,,0.0,0.0,0,
Troy Fleming,25,TEN,13,2,0,0,0,0,,,,0.0,0.0,0,
Zeron Flemister,29,OAK,12,3,0,0,0,0,,,,0.0,0.0,0,
Bryan Fletcher,26,IND,16,12,0,0,0,0,,,,0.0,0.0,0,
J.P. Foschi,23,OAK,10,5,0,0,0,0,,,,0.0,0.0,0,
Bubba Franks,27,GNB,10,8,0,0,0,0,,,,0.0,0.0,0,
Justin Gage,24,CHI,15,11,0,0,0,0,,,,0.0,0.0,0,
Michael Gaines,25,CAR,11,6,0,0,0,0,,,,0.0,0.0,0,
Rod Gardner,28,2TM,13,1,0,0,0,0,,,,0.0,0.0,0,
Rod Gardner,28,CAR,11,0,0,0,0,0,,,,0.0,0.0,0,
Rod Gardner,28,GNB,2,1,0,0,0,0,,,,0.0,0.0,0,
Antonio Gates,25,SDG,15,15,0,0,0,0,,,,0.0,0.0,0,"PB,AP-1"
Bryan Gilmore,27,MIA,15,1,0,0,0,0,,,,0.0,0.0,0,
John Gilmore,26,CHI,16,0,0,0,0,0,,,,0.0,0.0,0,
Tony Gonzalez,29,KAN,16,16,0,0,0,0,,,,0.0,0.0,0,PB
Daniel Graham,27,NWE,11,9,0,0,0,0,,,,0.0,0.0,1,
Gregg Guenther,23,TEN,5,0,0,0,0,0,,,,0.0,0.0,0,
D.J. Hackett,24,SEA,13,3,0,0,0,0,,,,0.0,0.0,0,
Az-Zahir Hakim,28,NOR,12,2,0,0,0,0,,,,0.0,0.0,1,
Lamont Hall,31,NOR,16,5,0,0,0,0,,,,0.0,0.0,0,
Cortez Hankton,24,JAX,6,0,0,0,0,0,,,,0.0,0.0,0,
Karl Hankton,35,CAR,16,0,0,0,0,0,,,,0.0,0.0,0,
Ryan Hannam,25,SEA,16,5,0,0,0,0,,,,0.0,0.0,0,
Marvin Harrison,33,IND,15,15,0,0,0,0,,,,0.0,0.0,0,"PB,AP-2"
Ben Hartsock,25,IND,7,0,0,0,0,0,,,,0.0,0.0,0,
Todd Heap,25,BAL,16,16,0,0,0,0,,,,0.0,0.0,2,
Steve Heiden,29,CLE,15,13,0,0,0,0,,,,0.0,0.0,0,
Will Heller,24,MIA,7,0,0,0,0,0,,,,0.0,0.0,0,
John Henderson,26,JAX,16,15,0,0,0,0,,,,0.0,0.0,0,
Chris Henry,22,CIN,14,5,0,0,0,0,,,,0.0,0.0,2,
Ike Hilliard,29,TAM,16,2,0,0,0,0,,,,0.0,0.0,0,
Zachary Hilton,25,NOR,15,6,0,0,0,0,,,,0.0,0.0,0,
Alex Holmes,24,MIA,8,0,0,0,0,0,,,,0.0,0.0,0,
Chris Horn,28,KAN,14,3,0,0,0,0,,,,0.0,0.0,0,
Joe Horn,33,NOR,13,13,0,0,0,0,,,,0.0,0.0,2,
Tory Humphrey,22,GNB,1,0,0,0,0,0,,,,0.0,0.0,0,
Randy Hymes,26,BAL,16,3,0,0,0,0,,,,0.0,0.0,0,
Paul Irons,22,CLE,2,1,0,0,0,0,,,,0.0,0.0,0,
Frisman Jackson,26,CLE,12,0,0,0,0,0,,,,0.0,0.0,0,
Nate Jackson,26,DEN,2,0,0,0,0,0,,,,0.0,0.0,0,
Vincent Jackson,22,SDG,8,0,0,0,0,0,,,,0.0,0.0,0,
Taylor Jacobs,24,WAS,15,3,0,0,0,0,,,,0.0,0.0,0,
Michael Jenkins,23,ATL,14,12,0,0,0,0,,,,0.0,0.0,1,
Brian Jennings,29,SFO,16,0,0,0,0,0,,,,0.0,0.0,0,
Bethel Johnson,26,NWE,11,1,0,0,0,0,,,,0.0,0.0,1,
Kevin Johnson,29,DET,6,2,0,0,0,0,,,,0.0,0.0,0,
Patrick Johnson,29,BAL,6,0,0,0,0,0,,,,0.0,0.0,0,
Robert Johnson,25,WAS,2,0,0,0,0,0,,,,0.0,0.0,0,
Teyo Johnson,24,ARI,6,3,0,0,0,0,,,,0.0,0.0,0,
Doug Jolley,26,NYJ,16,7,0,0,0,0,,,,0.0,0.0,1,
Brian Jones,24,JAX,13,1,0,0,0,0,,,,0.0,0.0,0,
Jamal Jones,24,GNB,2,0,0,0,0,0,,,,0.0,0.0,1,
Terry Jones,26,SFO,7,5,0,0,0,0,,,,0.0,0.0,0,
Joe Jurevicius,31,SEA,16,12,0,0,0,0,,,,0.0,0.0,1,
Reggie Kelly,28,CIN,15,14,0,0,0,0,,,,0.0,0.0,1,
Erron Kinney,28,TEN,14,14,0,0,0,0,,,,0.0,0.0,0,
Jim Kleinsasser,28,MIN,16,16,0,0,0,0,,,,0.0,0.0,1,
Brian Kozlowski,35,WAS,16,0,0,0,0,0,,,,0.0,0.0,0,
Matt Kranchick,26,PIT,4,1,0,0,0,0,,,,0.0,0.0,0,
Vonta Leach,24,GNB,16,5,0,0,0,0,,,,0.0,0.0,0,
Charles Lee,28,ARI,6,0,0,0,0,0,,,,0.0,0.0,0,
Donald Lee,25,GNB,15,5,0,0,0,0,,,,0.0,0.0,0,
Chad Lewis,34,PHI,8,0,0,0,0,0,,,,0.0,0.0,0,
Brandon Lloyd,24,SFO,16,15,0,0,0,0,,,,0.0,0.0,1,
Dane Looker,29,STL,16,0,0,0,0,0,,,,0.0,0.0,0,
Kris Mangum,32,CAR,14,9,0,0,0,0,,,,0.0,0.0,0,
Vince Manuwai,25,JAX,16,16,0,0,0,0,,,,0.0,0.0,0,
David Martin,26,GNB,12,8,0,0,0,0,,,,0.0,0.0,0,
Glenn Martinez,24,DET,5,0,0,0,0,0,,,,0.0,0.0,0,
Derrick Mason,31,BAL,16,16,0,0,0,0,,,,0.0,0.0,1,
Jerome Mathis,22,HOU,12,0,0,0,0,0,,,,0.0,0.0,3,"PB,AP-1"
Jason McAddley,26,SFO,12,2,0,0,0,0,,,,0.0,0.0,0,
Darnerien McCants,29,PHI,12,0,0,0,0,0,,,,0.0,0.0,0,
LeRon McCoy,23,ARI,10,4,0,0,0,0,,,,0.0,0.0,0,
Fred McCrary,33,ATL,15,0,0,0,0,0,,,,0.0,0.0,0,
Sean McHugh,23,DET,3,0,0,0,0,0,,,,0.0,0.0,0,
Corey McIntyre,26,CLE,15,1,0,0,0,0,,,,0.0,0.0,0,
Randy McMichael,26,MIA,16,16,0,0,0,0,,,,0.0,0.0,1,
Billy McMullen,25,PHI,16,0,0,0,0,0,,,,0.0,0.0,1,
Shad Meier,27,NOR,1,0,0,0,0,0,,,,0.0,0.0,0,
Itula Mili,32,SEA,2,0,0,0,0,0,,,,0.0,0.0,0,
Billy Miller,28,CLE,3,1,0,0,0,0,,,,0.0,0.0,0,
Heath Miller,23,PIT,16,15,0,0,0,0,,,,0.0,0.0,0,AP ORoY-2
Clarence Moore,23,BAL,4,1,0,0,0,0,,,,0.0,0.0,0,
Dave Moore,36,TAM,16,1,0,0,0,0,,,,0.0,0.0,0,
Aaron Moorehead,25,IND,2,0,0,0,0,0,,,,0.0,0.0,0,
Donovan Morgan,23,HOU,3,0,0,0,0,0,,,,0.0,0.0,0,
Quincy Morgan,28,PIT,16,0,0,0,0,0,,,,0.0,0.0,1,
Johnnie Morton,34,SFO,13,10,0,0,0,0,,,,0.0,0.0,0,
Randy Moss,28,OAK,16,15,0,0,0,0,,,,0.0,0.0,0,
Eric Moulds,32,BUF,15,15,0,0,0,0,,,,0.0,0.0,0,
Ovie Mughelli,25,BAL,13,5,0,0,0,0,,,,0.0,0.0,1,
Muhsin Muhammad,32,CHI,15,15,0,0,0,0,,,,0.0,0.0,0,
Matt Murphy,25,HOU,9,2,0,0,0,0,,,,0.0,0.0,0,
Terrence Murphy,23,GNB,3,0,0,0,0,0,,,,0.0,0.0,0,
Ryan Neufeld,30,BUF,13,0,0,0,0,0,,,,0.0,0.0,0,
Reggie Newhouse,24,ARI,3,1,0,0,0,0,,,,0.0,0.0,0,
Donnie Nickey,25,TEN,16,0,0,0,0,0,,,,0.0,0.0,0,
Moran Norris,27,HOU,16,5,0,0,0,0,,,,0.0,0.0,0,
Chad Owens,23,JAX,1,0,0,0,0,0,,,,0.0,0.0,2,
Richard Owens,25,MIN,16,2,0,0,0,0,,,,0.0,0.0,0,
Samie Parker,24,KAN,12,9,0,0,0,0,,,,0.0,0.0,2,
Josh Parry,27,PHI,16,11,0,0,0,0,,,,0.0,0.0,0,
Jerome Pathon,30,ATL,9,0,0,0,0,0,,,,0.0,0.0,0,
David Patten,31,WAS,9,7,0,0,0,0,,,,0.0,0.0,0,
Justin Peelle,26,SDG,16,4,0,0,0,0,,,,0.0,0.0,0,
Jason Peters,23,BUF,16,10,0,0,0,0,,,,0.0,0.0,0,
Brett Pierce,24,DAL,10,1,0,0,0,0,,,,0.0,0.0,0,
Marcus Pollard,33,DET,16,16,0,0,0,0,,,,0.0,0.0,1,
Nate Poole,28,NOR,7,0,0,0,0,0,,,,0.0,0.0,0,
Jeb Putzier,26,DEN,16,4,0,0,0,0,,,,0.0,0.0,1,
Gabe Reid,28,CHI,16,3,0,0,0,0,,,,0.0,0.0,0,
Alan Ricard,28,BAL,2,2,0,0,0,0,,,,0.0,0.0,0,
Dante Ridgeway,21,NYJ,8,0,0,0,0,0,,,,0.0,0.0,0,
Marcellus Rivers,27,HOU,16,5,0,0,0,0,,,,0.0,0.0,0,
Jeff Robinson,35,STL,5,1,0,0,0,0,,,,0.0,0.0,0,
Marcus Robinson,30,MIN,15,9,0,0,0,0,,,,0.0,0.0,0,
Charles Rogers,24,DET,9,3,0,0,0,0,,,,0.0,0.0,0,
Michael Roos,23,TEN,16,16,0,0,0,0,,,,0.0,0.0,0,
Robert Royal,26,WAS,15,14,0,0,0,0,,,,0.0,0.0,0,
Bo Scaife,24,TEN,16,5,0,0,0,0,,,,0.0,0.0,0,
Matt Schobel,27,CIN,16,1,0,0,0,0,,,,0.0,0.0,1,
Mike Seidman,24,CAR,12,1,0,0,0,0,,,,0.0,0.0,1,
Aaron Shea,29,CLE,12,4,0,0,0,0,,,,0.0,0.0,0,
Edell Shepherd,25,TAM,16,0,0,0,0,0,,,,0.0,0.0,1,
Visanthe Shiancoe,25,NYG,16,5,0,0,0,0,,,,0.0,0.0,0,
Jeremy Shockey,25,NYG,15,15,0,0,0,0,,,,0.0,0.0,0,PB
O.J. Small,23,TEN,2,0,0,0,0,0,,,,0.0,0.0,0,
Alex Smith,23,TAM,16,10,0,0,0,0,,,,0.0,0.0,0,
Jimmy Smith,36,JAX,16,16,0,0,0,0,,,,0.0,0.0,0,
L.J. Smith,25,PHI,16,16,0,0,0,0,,,,0.0,0.0,1,
Musa Smith,23,BAL,1,0,0,0,0,0,,,,0.0,0.0,0,
Trent Smith,26,SFO,5,2,0,0,0,0,,,,0.0,0.0,0,
Justin Snow,29,IND,16,0,0,0,0,0,,,,0.0,0.0,0,
Stephen Spach,23,PHI,13,1,0,0,0,0,,,,0.0,0.0,0,
Jerramy Stevens,26,SEA,16,11,0,0,0,0,,,,0.0,0.0,0,
Tony Stewart,26,CIN,14,3,0,0,0,0,,,,0.0,0.0,0,
Brandon Stokley,29,IND,15,4,0,0,0,0,,,,0.0,0.0,0,
John Tait,30,CHI,15,15,0,0,0,0,,,,0.0,0.0,0,
Jamaar Taylor,24,NYG,5,0,0,0,0,0,,,,0.0,0.0,0,
David Terrell,26,DEN,1,0,0,0,0,0,,,,0.0,0.0,0,
Dominique Thompson,23,STL,2,0,0,0,0,0,,,,0.0,0.0,0,
Andrae Thurman,25,GNB,10,1,0,0,0,0,,,,0.0,0.0,1,
Amani Toomer,31,NYG,16,15,0,0,0,0,,,,0.0,0.0,0,
Ben Troupe,23,TEN,15,11,0,0,0,0,,,,0.0,0.0,2,
Jerame Tuman,29,PIT,15,9,0,0,0,0,,,,0.0,0.0,0,
David Tyree,25,NYG,13,0,0,0,0,0,,,,0.0,0.0,1,PB
Jerheme Urban,25,SEA,4,1,0,0,0,0,,,,0.0,0.0,0,
Ben Utecht,24,IND,12,2,0,0,0,0,,,,0.0,0.0,0,
Mike Vrabel,30,NWE,16,16,0,0,0,0,,,,0.0,0.0,0,
Javon Walker,27,GNB,1,1,0,0,0,0,,,,0.0,0.0,0,
Kevin Walter,24,CIN,16,2,0,0,0,0,,,,0.0,0.0,0,
Troy Walters,29,IND,16,1,0,0,0,0,,,,0.0,0.0,0,
Kelley Washington,26,CIN,7,0,0,0,0,0,,,,0.0,0.0,0,
Nate Washington,22,PIT,1,0,0,0,0,0,,,,0.0,0.0,0,
Ben Watson,25,NWE,15,9,0,0,0,0,,,,0.0,0.0,1,
Darius Watts,24,DEN,6,0,0,0,0,0,,,,0.0,0.0,0,
Reggie Wayne,27,IND,16,16,0,0,0,0,,,,0.0,0.0,1,
Dez White,26,ATL,6,3,0,0,0,0,,,,0.0,0.0,0,
Jermaine Wiggins,30,MIN,16,8,0,0,0,0,,,,0.0,0.0,0,
Daniel Wilcox,28,BAL,13,3,0,0,0,0,,,,0.0,0.0,0,
Ernest Wilford,26,JAX,16,8,0,0,0,0,,,,0.0,0.0,0,
Mike Williams,21,DET,14,4,0,0,0,0,,,,0.0,0.0,2,
Randal Williams,27,OAK,16,4,0,0,0,0,,,,0.0,0.0,0,
Roland Williams,30,STL,4,3,0,0,0,0,,,,0.0,0.0,0,
Roy Williams,24,DET,13,12,0,0,0,0,,,,0.0,0.0,0,
Roydell Williams,24,TEN,10,2,0,0,0,0,,,,0.0,0.0,0,
Walter Williams,28,GNB,2,0,0,0,0,0,,,,0.0,0.0,0,
Jason Witten,23,DAL,16,16,0,0,0,0,,,,0.0,0.0,0,PB
George Wrighster,24,JAX,16,6,0,0,0,0,,,,0.0,0.0,0,
League Average,,,,,,,,,43.0,,4.0,8.7,2.2,,
