Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Lamar Miller,22,MIA,RB,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Knowshon Moreno,26,DEN,RB,16,15,0,0,0,0,0,0,1,2,5,0,0.0,0,0,0,0.0,0.0,0,AP CPoY-2
Sheldon Richardson,23,NYJ,RDE,16,15,0,0,0,0,1,1,0,0,0,0,3.5,78,42,36,12.0,8.0,0,AP DRoY-1
Orlando Scandrick,26,DAL,RCB,16,15,2,0,0,0,12,1,0,0,0,0,2.0,64,59,5,4.0,2.0,0,
Buster Skrine,24,CLE,RCB,16,15,1,5,0,5,17,0,0,0,0,0,1.0,65,55,10,2.0,1.0,0,
Sean Smith,26,KAN,RCB,16,15,2,96,1,100,13,0,0,0,0,0,0.0,47,43,4,0.0,0.0,0,
Justin Tuck,30,NYG,LDE,16,15,1,-2,0,-2,3,2,0,0,0,0,11.0,63,41,22,15.0,23.0,0,
Corey Wootton,26,CHI,LDT,16,15,0,0,0,0,5,1,0,2,1,0,3.0,34,28,6,8.0,6.0,0,
Willie Young,28,DET,RDE,16,15,0,0,0,0,5,0,0,2,0,0,3.0,47,29,18,7.0,10.0,0,
Donnie Avery,29,KAN,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Akeem Ayers,24,TEN,LLB,16,14,1,5,0,5,5,1,0,0,0,0,1.0,49,37,12,5.0,7.0,0,
Antonio Brown,25,PIT,WR,16,14,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-2"
Marcell Dareus,23,BUF,RDT,16,14,0,0,0,0,3,1,0,0,0,0,7.5,71,46,25,8.0,12.0,0,PB
Ed Dickson,26,BAL,TE,16,14,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0.0,0.0,0,
Dont'a Hightower,23,NWE,RLB,16,14,0,0,0,0,3,0,0,0,0,0,1.0,97,55,42,4.0,5.0,0,
Alshon Jeffery,23,CHI,WR,16,14,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0.0,0.0,0,PB
Peria Jerry,29,ATL,LDE,16,14,0,0,0,0,1,0,0,1,0,0,3.5,33,25,8,5.0,6.0,0,
Ryan Mathews,26,SDG,RB,16,14,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,
Earl Mitchell,26,HOU,NT,16,14,0,0,0,0,0,0,0,0,0,0,1.5,48,30,18,2.0,3.0,0,
Logan Paulsen,26,WAS,TE,16,14,0,0,0,0,0,0,2,2,0,0,0.0,2,2,0,0.0,0.0,0,
Mohamed Sanu,24,CIN,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Akeem Spence,22,TAM,RDT,16,14,0,0,0,0,0,0,0,1,0,0,1.0,29,19,10,2.0,1.0,0,
Randy Starks,30,MIA,LDT,16,14,0,0,0,0,1,1,0,1,0,0,4.0,49,36,13,7.0,9.0,0,
Rod Streater,25,OAK,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Olivier Vernon,23,MIA,RDE,16,14,0,0,0,0,0,0,0,0,0,0,11.5,57,46,11,13.0,16.0,0,
John Abraham,35,ARI,ROLB,16,13,0,0,0,0,3,4,0,0,0,0,11.5,37,31,6,14.0,14.0,1,PB
Jason Avant,30,PHI,WR,16,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Joplo Bartu,23,ATL,LLB,16,13,0,0,0,0,1,0,0,0,0,0,3.5,85,47,38,8.0,8.0,0,
Alan Branch,29,BUF,LDE,16,13,0,0,0,0,1,0,0,0,0,0,0.0,39,21,18,2.0,6.0,0,
Zach Brown,24,TEN,RLB,16,13,1,3,0,3,5,1,0,1,0,0,4.0,91,72,19,9.0,7.0,0,
Jared Cook,26,STL,TE,16,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Glenn Dorsey,28,SFO,NT,16,13,0,0,0,0,0,0,0,0,0,0,2.0,41,28,13,3.0,3.0,0,
Kris Durham,25,DET,WR,16,13,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0.0,0.0,0,
Chris Givens,24,STL,WR,16,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Greg Hardy,25,CAR,RDE,16,13,0,0,0,0,1,1,0,0,0,0,15.0,59,39,20,17.0,29.0,0,"PB,AP-2"
Cameron Heyward,24,PIT,LDE,16,13,0,0,0,0,7,0,0,1,8,0,5.0,59,35,24,7.0,10.0,0,
Adam Jones,30,CIN,RCB,16,13,3,60,1,60,12,1,0,2,43,0,0.0,56,44,12,2.0,0.0,0,
Ropati Pitoitua,28,TEN,RDE,16,13,0,0,0,0,4,0,0,0,0,0,4.0,44,34,10,7.0,5.0,0,
Brandian Ross,24,OAK,SS,16,13,0,0,0,0,3,1,0,0,0,0,2.0,75,56,19,1.0,4.0,0,
Golden Tate,25,SEA,WR,16,13,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,,,0,
Mike Tolbert,28,CAR,RB,16,13,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0.0,0.0,0,"PB,AP-1"
Osi Umenyiora,32,ATL,RDE,16,13,1,68,1,68,3,3,0,0,0,0,7.5,47,31,16,6.0,10.0,0,
Courtney Upshaw,24,BAL,ROLB,16,13,0,0,0,0,2,0,0,0,0,0,1.5,30,19,11,2.0,5.0,0,
Kyle Arrington,27,NWE,CB,16,12,1,5,0,5,13,2,0,0,0,0,2.0,62,48,14,4.0,2.0,0,
Gary Barnidge,28,CLE,TE,16,12,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0.0,0.0,0,
Nolan Carroll,26,MIA,RCB,16,12,3,24,0,24,11,0,0,0,0,0,2.0,47,43,4,2.0,2.0,0,
Coby Fleener,25,IND,TE,16,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Jimmy Graham,27,NOR,TE,16,12,0,0,0,0,0,0,0,1,-2,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1"
Trumaine Johnson,23,STL,LCB,16,12,3,36,0,29,11,1,0,0,0,0,0.0,67,58,9,2.0,0.0,0,
Jeron Mastrud,26,OAK,TE,16,12,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Arthur Moats,25,BUF,RLB,16,12,0,0,0,0,0,0,0,0,0,0,0.0,54,30,24,1.0,1.0,0,
Shaun Phillips,32,DEN,RDE,16,12,1,3,0,3,5,2,0,0,0,0,10.0,36,29,7,10.0,14.0,0,
Matt Shaughnessy,27,ARI,LOLB,16,12,0,0,0,0,1,1,0,3,6,1,3.0,36,31,5,9.0,6.0,0,
Daniel Te'o-Nesheim,27,TAM,LDE,16,12,0,0,0,0,0,0,0,0,0,0,0.0,14,9,5,2.0,6.0,0,
Paul Worrilow,23,ATL,RLB/MLB,16,12,0,0,0,0,1,0,0,0,0,0,2.0,127,79,48,4.0,3.0,0,
Kendall Wright,24,TEN,WR,16,12,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,
Derek Cox,27,SDG,LCB,16,11,1,2,0,2,7,0,0,0,0,0,0.0,38,34,4,0.0,0.0,0,
Harry Douglas,29,ATL,WR,16,11,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0.0,0.0,0,
Julian Edelman,27,NWE,WR,16,11,0,0,0,0,0,0,6,5,0,0,0.0,0,0,0,0.0,0.0,0,
William Gay,28,PIT,LCB,16,11,1,21,1,21,9,2,0,0,0,0,1.0,63,55,8,4.0,1.0,0,
Darrius Heyward-Bey,26,IND,WR,16,11,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0.0,0.0,0,
Shiloh Keo,26,HOU,FS,16,11,1,4,0,4,6,0,0,0,0,0,0.0,63,52,11,0.0,0.0,0,
Bilal Powell,25,NYJ,RB,16,11,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0.0,0.0,0,
Brandon Spikes,26,NWE,MLB,16,11,1,3,0,3,2,0,0,1,0,0,0.0,86,48,38,6.0,0.0,0,
Ladarius Green,23,SDG,WR,16,10,0,0,0,0,0,0,0,1,0,0,0.0,10,10,0,0.0,0.0,0,
T.Y. Hilton,24,IND,WR,16,10,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Akeem Jordan,28,KAN,LILB,16,10,0,0,0,0,0,2,0,0,0,0,0.0,67,54,13,3.0,0.0,0,
Mathias Kiwanuka,30,NYG,RDE,16,10,0,0,0,0,2,2,0,0,0,0,6.0,41,25,16,8.0,20.0,0,
Marvin Mitchell,29,MIN,RLB,16,10,0,0,0,0,1,0,0,1,0,0,0.0,42,19,23,3.0,0.0,0,
Mike Neal,26,GNB,LOLB,16,10,1,5,0,5,1,1,0,0,0,0,5.0,47,36,11,7.0,8.0,0,
Ashlee Palmer,27,DET,LLB,16,10,0,0,0,0,1,0,0,1,0,0,0.0,33,24,9,6.0,1.0,0,
Spencer Paysinger,25,NYG,RLB,16,10,0,0,0,0,1,0,0,1,0,0,1.0,74,65,9,0.0,2.0,0,
Andrew Quarless,25,GNB,TE,16,10,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Emmanuel Sanders,26,PIT,WR,16,10,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Andrew Sendejo,26,MIN,FS,16,10,1,1,0,1,2,0,0,0,0,0,0.0,84,52,32,5.0,0.0,0,
D.J. Swearinger,22,HOU,SS,16,10,1,0,0,0,4,1,0,0,0,0,0.0,71,54,17,3.0,0.0,0,
Cam Thomas,27,SDG,NT,16,10,1,0,0,0,2,0,0,0,0,0,0.0,23,17,6,4.0,0.0,0,
Antonio Allen,25,NYJ,SS,16,9,1,23,1,23,7,0,0,0,0,0,1.0,63,42,21,2.0,1.0,0,
Jonathan Bostic,22,CHI,MLB,16,9,1,0,0,0,1,0,0,1,0,0,2.0,58,46,12,5.0,2.0,0,
Jeff Heath,22,DAL,SS,16,9,1,0,0,0,3,1,0,1,50,1,0.0,60,47,13,1.0,1.0,0,
Ryan Mundy,28,NYG,FS,16,9,1,91,0,91,2,0,0,1,0,0,1.0,77,50,27,4.0,1.0,0,
Pierre Thomas,29,NOR,RB,16,9,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,
David Amerson,22,WAS,SS,16,8,2,45,1,45,10,1,0,0,0,0,0.0,48,40,8,1.0,1.0,0,
Jarrett Boykin,24,GNB,WR,16,8,0,0,0,0,0,0,0,2,15,1,0.0,1,1,0,0.0,0.0,0,
Jamie Collins,24,NWE,LLB,16,8,0,0,0,0,4,0,0,1,0,0,0.0,43,24,19,2.0,3.0,0,
Jed Collins,27,NOR,RB,16,8,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0.0,0.0,0,
Kedric Golston,30,WAS,LDE,16,8,0,0,0,0,0,0,0,0,0,0,0.0,21,10,11,1.0,1.0,0,
James Hanna,24,DAL,TE,16,8,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Parys Haralson,29,NOR,ROLB,16,8,0,0,0,0,1,0,0,0,0,0,3.5,30,16,14,5.0,8.0,0,
Leonard Johnson,23,TAM,DB,16,8,1,48,1,48,8,1,0,0,0,0,0.0,62,48,14,0.0,0.0,0,
Bennie Logan,24,PHI,NT,16,8,0,0,0,0,1,0,0,1,0,0,2.0,27,20,7,5.0,5.0,0,
Keith Rivers,27,NYG,LLB,16,8,0,0,0,0,1,0,0,1,0,0,1.0,45,23,22,2.0,1.0,0,
Anthony Sherman,25,KAN,RB,16,8,0,0,0,0,0,0,1,0,0,0,0.0,12,11,1,0.0,0.0,0,
Jerome Simpson,27,MIN,WR,16,8,0,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0.0,0.0,0,
Dan Skuta,27,SFO,ROLB,16,8,0,0,0,0,2,0,0,1,47,1,0.0,28,21,7,3.0,3.0,0,
Joe Vellano,25,NWE,LDT,16,8,0,0,0,0,0,0,0,1,0,0,2.0,54,20,34,3.0,5.0,0,
Jacquian Williams,25,NYG,LLB,16,8,0,0,0,0,8,0,0,2,5,0,0.0,58,39,19,5.0,1.0,0,
Terrance Williams,24,DAL,WR,16,8,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Tim Wright,23,TAM,TE,16,8,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0.0,0.0,0,
Mike Adams,32,DEN,FS,16,7,1,3,0,3,6,0,0,1,0,0,0.0,64,48,16,1.0,1.0,0,
LeGarrette Blount,27,NWE,RB,16,7,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0.0,0.0,0,
Zackary Bowman,29,CHI,RCB,16,7,3,67,1,43,8,0,0,0,0,0,0.0,48,45,3,2.0,0.0,0,
Tramaine Brock,25,SFO,RCB,16,7,5,82,1,41,13,0,0,0,0,0,0.0,37,35,2,0.0,0.0,0,
Darius Butler,27,IND,LCB,16,7,4,79,1,41,15,0,0,1,0,0,0.0,55,45,10,1.0,1.0,0,
Scott Chandler,28,BUF,TE,16,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Tony Fiammetta,27,CHI,FB,16,7,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0,
Clay Harbor,26,JAX,TE,16,7,0,0,0,0,0,0,2,0,0,0,0.0,3,2,1,0.0,0.0,0,
Joe Hawley,25,ATL,C,16,7,0,0,0,0,0,0,1,0,-16,0,0.0,0,0,0,0.0,0.0,0,
Evander Hood,26,PIT,DE,16,7,0,0,0,0,0,0,0,1,0,0,3.0,39,26,13,4.0,4.0,0,
Vonta Leach,32,BAL,RB,16,7,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,
Jim Leonhard,31,BUF,SS,16,7,4,72,0,41,6,0,0,0,0,0,0.0,41,30,11,1.0,0.0,0,
Chris Ogbonnaya,27,CLE,RB,16,7,0,0,0,0,0,0,2,0,0,0,0.0,5,4,1,0.0,0.0,0,
Logan Ryan,22,NWE,RCB,16,7,5,82,1,79,10,1,0,0,0,0,1.5,35,29,6,1.0,3.0,0,
Da'Norris Searcy,25,BUF,FS,16,7,1,32,1,32,7,0,0,2,74,1,3.5,71,48,23,5.0,4.0,0,
Will Ta'ufo'ou,27,JAX,RB,16,7,0,0,0,0,0,0,0,0,0,0,0.0,7,7,0,0.0,0.0,0,
Terrell Thomas,28,NYG,DB,16,7,1,65,0,65,7,1,0,0,0,0,1.0,67,58,9,1.0,1.0,0,
Brandon Thompson,24,CIN,RDT,16,7,0,0,0,0,1,0,0,0,0,0,1.5,23,14,9,2.0,3.0,0,
Marcus Cooper,23,KAN,DB,16,6,3,32,0,20,19,1,0,1,0,1,0.0,44,41,3,0.0,0.0,0,
Quintin Demps,28,KAN,DB,16,6,4,61,0,35,9,0,0,0,0,0,0.0,35,24,11,0.0,0.0,0,
Isaiah Frey,23,CHI,DB,16,6,0,0,0,0,1,0,0,0,0,0,0.0,47,37,10,1.0,2.0,0,
T.J. Graham,24,BUF,WR,16,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Fred Jackson,32,BUF,RB,16,6,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,
Antonio Johnson,29,TEN,LDT,16,6,0,0,0,0,1,0,0,0,0,0,3.0,22,15,7,4.0,3.0,0,
Richard Marshall,29,SDG,LCB,16,6,0,0,0,0,6,0,0,1,0,0,0.0,71,57,14,0.0,0.0,0,
Robert McClain,25,ATL,RCB,16,6,0,0,0,0,5,2,1,2,0,0,1.0,65,55,10,2.0,3.0,0,
Fili Moala,28,IND,RDE,16,6,0,0,0,0,1,0,0,1,5,0,1.5,19,9,10,0.0,4.0,0,
Austin Pettis,25,STL,WR,16,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
Reggie Walker,27,SDG,LB,16,6,0,0,0,0,1,1,0,0,0,0,3.0,36,30,6,6.0,5.0,0,
Corey White,23,NOR,LCB,16,6,1,43,0,43,6,1,1,1,0,0,0.0,41,29,12,1.0,0.0,0,
Kyle Wilber,24,DAL,LLB,16,6,0,0,0,0,0,1,0,2,1,0,2.0,44,31,13,4.0,4.0,0,
E.J. Biggers,26,WAS,DB,16,5,1,15,0,15,2,0,0,0,0,0,0.0,35,23,12,1.0,0.0,0,
Donald Brown,26,IND,RB,16,5,0,0,0,0,0,0,0,2,0,0,0.0,3,3,0,0.0,0.0,0,
Corey Graham,28,BAL,DB,16,5,4,28,0,28,12,1,0,0,0,0,1.0,74,56,18,5.0,2.0,0,
Davon House,24,GNB,DB,16,5,1,11,0,11,10,0,0,0,0,0,1.0,44,36,8,1.0,1.0,0,
Malik Jackson,23,DEN,LDE,16,5,0,0,0,0,4,1,0,0,0,0,6.0,42,30,12,11.0,14.0,0,
John Jenkins,24,NOR,NT,16,5,0,0,0,0,0,0,0,0,0,0,0.0,21,13,8,2.0,2.0,0,
Greg Jones,32,HOU,RB,16,5,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0.0,0.0,0,
Rishard Matthews,24,MIA,TE,16,5,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0.0,0.0,0,
Byron Maxwell,25,SEA,RCB,16,5,4,6,0,6,12,2,0,1,0,0,0.0,28,23,5,1.0,0.0,0,
Colin McCarthy,24,TEN,MLB,16,5,1,1,0,1,1,1,0,0,0,0,0.0,55,38,17,2.0,0.0,0,
Jared Odrick,26,MIA,LDT,16,5,0,0,0,0,2,1,0,0,0,0,4.5,42,33,9,9.0,15.0,0,
Keith Tandy,24,TAM,FS,16,5,3,42,0,20,3,1,0,1,0,0,0.0,40,31,9,0.0,1.0,0,
Frank Zombo,26,KAN,LOLB,16,5,1,5,0,5,2,1,0,1,0,0,2.0,27,23,4,0.0,5.0,0,
Robert Alford,25,ATL,DB,16,4,2,0,0,0,8,1,1,1,-5,0,0.0,40,28,12,0.0,1.0,0,
Joique Bell,27,DET,RB,16,4,0,0,0,0,0,0,4,2,0,0,0.0,0,0,0,0.0,0.0,0,
Ted Larsen,26,TAM,G,16,4,0,0,0,0,0,0,1,2,-14,0,0.0,0,0,0,0.0,0.0,0,
Jonathan Massaquoi,25,ATL,DE,16,4,0,0,0,0,1,0,0,0,0,0,4.0,46,29,17,7.0,8.0,0,
Brice McCain,27,HOU,DB,16,4,1,0,0,0,7,0,0,0,0,0,0.0,32,25,7,0.0,0.0,0,
David Paulson,24,PIT,TE,16,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Cassius Vaughn,26,IND,DB,16,4,3,9,0,8,6,1,0,1,0,0,0.0,30,27,3,0.0,0.0,0,
Michael Bennett,28,SEA,DE,16,3,0,0,0,0,0,4,0,1,22,1,8.5,31,18,13,9.0,26.0,0,
Robert Blanton,24,MIN,DB,16,3,0,0,0,0,0,0,0,0,0,0,0.0,61,38,23,0.0,0.0,0,
Drew Davis,24,ATL,WR,16,3,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0.0,0.0,0,
Andrew Gachkar,25,SDG,LB,16,3,0,0,0,0,0,1,0,0,0,0,0.0,33,24,9,1.0,0.0,0,
Virgil Green,25,DEN,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0.0,0.0,0,
Ryan Harris,28,HOU,T,16,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,,,0,
Ramon Humber,26,NOR,LB,16,3,0,0,0,0,1,0,0,0,0,0,0.5,29,18,11,2.0,2.0,0,
Micah Hyde,23,GNB,DB,16,3,0,0,0,0,2,2,2,1,0,0,1.0,54,40,14,2.0,0.0,0,
Marvin Jones,23,CIN,WR,16,3,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0.0,0.0,0,
Karl Klug,25,TEN,DT,16,3,0,0,0,0,2,2,0,1,0,1,2.0,14,8,6,3.0,4.0,0,
Rueben Randle,22,NYG,WR,16,3,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,
Vincent Rey,26,CIN,LB,16,3,2,29,1,25,5,1,0,1,0,0,4.0,57,36,21,5.0,4.0,0,
Mychal Rivera,23,OAK,TE,16,3,0,0,0,0,0,0,0,1,0,0,0.0,2,1,1,0.0,0.0,0,
Marcus Sherels,26,MIN,DB,16,3,1,0,0,0,6,0,3,2,0,0,0.0,46,40,6,1.0,0.0,0,
Taylor Thompson,24,TEN,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0.0,0.0,0,
Levine Toilolo,22,ATL,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0,
Darrin Walls,25,NYJ,DB,16,3,0,0,0,0,4,0,0,0,0,0,0.0,21,18,3,1.0,0.0,0,
George Wilson,32,TEN,WR,16,3,1,0,0,0,4,0,0,0,0,0,0.0,40,29,11,2.0,1.0,0,
Jimmy Wilson,27,MIA,DB,16,3,2,21,0,23,5,1,0,0,0,0,0.0,39,38,1,0.0,0.0,0,
Will Witherspoon,33,STL,LB,16,3,1,20,0,20,1,0,0,1,0,0,0.0,13,12,1,1.0,0.0,0,
Jarius Wright,24,MIN,WR,16,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Husain Abdullah,28,KAN,DB,16,2,1,44,1,44,4,0,0,1,0,0,0.5,27,22,5,0.0,2.0,0,
Phillip Adams,25,OAK,DB,16,2,0,0,0,0,1,0,0,1,26,0,0.0,30,26,4,0.0,0.0,0,
Jahleel Addae,23,SDG,DB,16,2,0,0,0,0,3,1,0,0,0,0,1.0,38,34,4,2.0,1.0,0,
Mario Addison,26,CAR,DE,16,2,0,0,0,0,0,1,0,1,0,0,2.5,21,13,8,1.0,9.0,0,
Stedman Bailey,23,STL,WR,16,2,0,0,0,0,0,1,0,0,0,0,0.0,7,5,2,0.0,0.0,0,
Joe Berger,31,MIN,C,16,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
Bront Bird,24,SDG,LB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,29,17,12,0.0,0.0,0,
Brandon Boykin,23,PHI,DB,16,2,6,136,1,76,17,2,0,0,0,0,0.0,47,42,5,0.0,2.0,0,
Nigel Bradham,24,BUF,LB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,51,29,22,1.0,0.0,0,
Andre Caldwell,28,DEN,WR,16,2,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0.0,0.0,0,
Wallace Gilberry,29,CIN,DE,16,2,0,0,0,0,3,1,0,0,0,0,7.5,24,18,6,6.0,12.0,0,
Ted Ginn Jr.,28,CAR,WR,16,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Matt Giordano,31,STL,DB,16,2,1,82,1,82,1,1,0,0,0,0,0.0,14,13,1,0.0,0.0,0,
Mike Harris,24,JAX,DB,16,2,0,0,0,0,2,0,0,1,0,0,0.0,37,31,6,0.0,0.0,0,
Adam Hayward,29,TAM,LB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,26,19,7,1.0,0.0,0,
Junior Hemingway,25,KAN,WR,16,2,0,0,0,0,0,0,2,1,0,0,0.0,9,7,2,0.0,0.0,0,
Mark Herzlich,26,NYG,LB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,42,32,10,1.0,0.0,0,
Jaiquawn Jarrett,24,NYJ,DB,16,2,0,0,0,0,0,1,0,0,0,0,0.0,26,20,6,1.0,1.0,0,
Tony Jefferson,21,ARI,DB,16,2,0,0,0,0,0,0,0,1,0,0,0.0,24,19,5,1.0,2.0,0,
Felix Jones,26,PIT,RB,16,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
A.J. Klein,22,CAR,LB,16,2,0,0,0,0,0,0,0,0,0,0,2.0,21,18,3,5.0,2.0,0,
Leon McFadden,23,CLE,DB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,20,13,7,4.0,1.0,0,
Nickell Robey-Coleman,21,BUF,DB,16,2,1,19,1,19,10,1,0,1,0,0,3.0,39,30,9,8.0,6.0,0,
Jordan Todman,23,JAX,RB,16,2,0,0,0,0,0,0,0,2,0,0,0.0,4,3,1,0.0,0.0,0,
Jason Trusnik,29,MIA,DE,16,2,0,0,0,0,0,0,0,0,0,0,0.0,25,20,5,1.0,0.0,0,
Ricky Wagner,24,BAL,T,16,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Michael Wilhoite,27,SFO,LB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,34,32,2,3.0,0.0,0,
Danny Woodhead,28,SDG,RB,16,2,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Al Woods,26,PIT,NT,16,2,0,0,0,0,2,0,0,0,0,0,2.0,16,8,8,1.0,4.0,0,
Chris Banjo,23,GNB,DB,16,1,0,0,0,0,2,0,0,0,0,0,0.0,19,17,2,0.0,0.0,0,
Omar Bolden,25,DEN,DB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,14,11,3,0.0,0.0,0,
Jared Crick,24,HOU,DE,16,1,0,0,0,0,3,0,0,0,0,0,0.0,20,11,9,1.0,2.0,0,
Mike Daniels,24,GNB,DE,16,1,0,0,0,0,0,0,0,0,0,0,6.5,23,17,6,9.0,10.0,0,
Knile Davis,22,KAN,RB,16,1,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0.0,0.0,0,
Anthony Dixon,26,SFO,RB,16,1,0,0,0,0,0,1,0,0,0,0,0.0,6,6,0,1.0,0.0,0,
Larry Donnell,25,NYG,TE,16,1,0,0,0,0,0,0,0,1,0,0,0.0,4,1,3,0.0,0.0,0,
Kenrick Ellis,26,NYJ,DT,16,1,0,0,0,0,0,0,0,0,0,0,0.0,16,11,5,1.0,0.0,0,
Gavin Escobar,22,DAL,TE,16,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Sharrif Floyd,21,MIN,DT,16,1,0,0,0,0,2,1,1,0,0,0,2.5,19,9,10,3.0,6.0,0,
Will Herring,30,NOR,LB,16,1,1,6,0,6,1,0,0,0,0,0,0.0,14,11,3,0.0,0.0,0,
Jerry Hughes,25,BUF,DE,16,1,0,0,0,0,2,2,0,0,0,0,10.0,46,32,14,9.0,18.0,0,
James-Michael Johnson,24,KAN,LB,16,1,0,0,0,0,1,1,0,0,0,0,1.0,17,17,0,1.0,1.0,0,
Ben Jones,24,HOU,C,16,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
Brian Leonard,29,TAM,RB,16,1,0,0,0,0,0,1,0,0,0,0,0.0,4,4,0,0.0,0.0,0,
Keshawn Martin,23,HOU,WR,16,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,
Ricardo Mathews,26,IND,DT,16,1,0,0,0,0,1,0,0,0,0,0,0.5,18,11,7,1.0,4.0,0,
Demetrius McCray,22,JAX,DB,16,1,0,0,0,0,2,0,0,0,0,0,0.0,12,9,3,0.0,0.0,0,
C.J. Mosley,30,DET,DT,16,1,0,0,0,0,0,0,0,1,0,0,0.0,16,12,4,2.0,4.0,0,
Santana Moss,34,WAS,WR,16,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
Jamize Olawale,24,OAK,FB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0.0,0.0,0,
