Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Cooper Kupp,28.0,LAR,17.0,17.0,191.0,145.0,1947.0,13.4,16.0,89.0,63.4,59.0,8.5,114.5,75.9,10.2,0.0,"PB,AP-1,AP MVP-3,AP OPoY-1"
Davante Adams,29.0,GNB,16.0,16.0,169.0,123.0,1553.0,12.6,11.0,84.0,59.8,59.0,7.7,97.1,72.8,9.2,0.0,"PB,AP-1"
Tyreek Hill,27.0,KAN,17.0,16.0,159.0,111.0,1239.0,11.2,9.0,75.0,61.6,75.0,6.5,72.9,69.8,7.8,2.0,PB
Justin Jefferson,22.0,MIN,17.0,17.0,167.0,108.0,1616.0,15.0,10.0,75.0,55.7,56.0,6.4,95.1,64.7,9.7,1.0,"PB,AP-2"
Mark Andrews,26.0,BAL,17.0,9.0,153.0,107.0,1361.0,12.7,9.0,75.0,62.1,43.0,6.3,80.1,69.9,8.9,1.0,"PB,AP-1"
Diontae Johnson,25.0,PIT,16.0,14.0,169.0,107.0,1161.0,10.9,8.0,59.0,47.3,50.0,6.7,72.6,63.3,6.9,2.0,PB
Keenan Allen,29.0,LAC,16.0,16.0,157.0,106.0,1138.0,10.7,6.0,66.0,54.1,42.0,6.6,71.1,67.5,7.2,1.0,PB
Jaylen Waddle,23.0,MIA,16.0,16.0,140.0,104.0,1015.0,9.8,6.0,59.0,59.3,57.0,6.5,63.4,74.3,7.3,2.0,
Stefon Diggs,28.0,BUF,17.0,17.0,164.0,103.0,1225.0,11.9,10.0,66.0,54.9,61.0,6.1,72.1,62.8,7.5,1.0,PB
Hunter Renfrow,26.0,LVR,17.0,9.0,128.0,103.0,1038.0,10.1,9.0,51.0,60.2,54.0,6.1,61.1,80.5,8.1,5.0,PB
Chris Godwin,25.0,TAM,14.0,14.0,127.0,98.0,1103.0,11.3,5.0,55.0,63.8,44.0,7.0,78.8,77.2,8.7,2.0,
D.J. Moore,24.0,CAR,17.0,17.0,163.0,93.0,1157.0,12.4,4.0,60.0,47.9,64.0,5.5,68.1,57.1,7.1,1.0,
Travis Kelce,32.0,KAN,16.0,16.0,134.0,92.0,1125.0,12.2,9.0,63.0,60.4,69.0,5.8,70.3,68.7,8.4,1.0,"PB,AP-2"
Marquise Brown,24.0,BAL,16.0,16.0,146.0,91.0,1008.0,11.1,6.0,41.0,45.2,49.0,5.7,63.0,62.3,6.9,3.0,
Brandin Cooks,28.0,HOU,16.0,16.0,134.0,90.0,1037.0,11.5,6.0,45.0,53.7,52.0,5.6,64.8,67.2,7.7,0.0,
Amon-Ra St. Brown,22.0,DET,17.0,9.0,119.0,90.0,912.0,10.1,5.0,48.0,59.7,37.0,5.3,53.6,75.6,7.7,0.0,
Michael Pittman Jr.,24.0,IND,17.0,17.0,129.0,88.0,1082.0,12.3,6.0,54.0,58.9,57.0,5.2,63.6,68.2,8.4,1.0,
Jakobi Meyers,25.0,NWE,17.0,16.0,126.0,83.0,866.0,10.4,2.0,42.0,52.4,39.0,4.9,50.9,65.9,6.9,1.0,
Cole Beasley,32.0,BUF,16.0,8.0,112.0,82.0,693.0,8.5,1.0,34.0,57.1,29.0,5.1,43.3,73.2,6.2,1.0,
Ja'Marr Chase,21.0,CIN,17.0,17.0,128.0,81.0,1455.0,18.0,13.0,56.0,52.3,82.0,4.8,85.6,63.3,11.4,2.0,"PB,AP-2,AP ORoY-1"
Darnell Mooney,24.0,CHI,17.0,14.0,140.0,81.0,1055.0,13.0,4.0,49.0,45.7,64.0,4.8,62.1,57.9,7.5,0.0,
CeeDee Lamb,22.0,DAL,16.0,13.0,120.0,79.0,1102.0,13.9,6.0,54.0,53.3,49.0,4.9,68.9,65.8,9.2,0.0,PB
Dalton Schultz,25.0,DAL,17.0,15.0,104.0,78.0,808.0,10.4,8.0,43.0,62.5,32.0,4.6,47.5,75.0,7.8,0.0,
Christian Kirk,25.0,ARI,17.0,11.0,103.0,77.0,982.0,12.8,5.0,44.0,60.2,50.0,4.5,57.8,74.8,9.5,0.0,
Terry McLaurin,26.0,WAS,17.0,17.0,130.0,77.0,1053.0,13.7,5.0,47.0,50.8,46.0,4.5,61.9,59.2,8.1,0.0,
Deebo Samuel,25.0,SFO,16.0,15.0,121.0,77.0,1405.0,18.2,6.0,51.0,50.4,83.0,4.8,87.8,63.6,11.6,4.0,"PB,AP-1"
Mike Williams,27.0,LAC,16.0,14.0,129.0,76.0,1146.0,15.1,9.0,51.0,51.9,72.0,4.8,71.6,58.9,8.9,0.0,
D.K. Metcalf,24.0,SEA,17.0,17.0,129.0,75.0,967.0,12.9,12.0,48.0,48.1,84.0,4.4,56.9,58.1,7.5,1.0,
Mike Evans,28.0,TAM,16.0,16.0,114.0,74.0,1035.0,14.0,14.0,56.0,59.6,46.0,4.6,64.7,64.9,9.1,0.0,PB
Najee Harris,23.0,PIT,17.0,17.0,94.0,74.0,467.0,6.3,3.0,22.0,48.9,25.0,4.4,27.5,78.7,5.0,0.0,PB
Tee Higgins,22.0,CIN,14.0,14.0,110.0,74.0,1091.0,14.7,6.0,53.0,63.6,54.0,5.3,77.9,67.3,9.9,1.0,
Zach Ertz,31.0,2TM,17.0,14.0,112.0,74.0,763.0,10.3,5.0,40.0,50.0,47.0,4.4,44.9,66.1,6.8,0.0,
Mike Gesicki,26.0,MIA,17.0,9.0,112.0,73.0,780.0,10.7,2.0,39.0,53.6,40.0,4.3,45.9,65.2,7.0,0.0,
Marvin Jones,31.0,JAX,17.0,16.0,120.0,73.0,832.0,11.4,4.0,42.0,53.3,33.0,4.3,48.9,60.8,6.9,0.0,
Tyler Lockett,29.0,SEA,16.0,16.0,107.0,73.0,1175.0,16.1,8.0,41.0,53.3,69.0,4.6,73.4,68.2,11.0,0.0,
George Kittle,28.0,SFO,14.0,14.0,94.0,71.0,910.0,12.8,6.0,42.0,60.6,48.0,5.1,65.0,75.5,9.7,2.0,PB
Austin Ekeler,26.0,LAC,16.0,16.0,94.0,70.0,647.0,9.2,8.0,31.0,53.2,40.0,4.4,40.4,74.5,6.9,4.0,
Leonard Fournette,26.0,TAM,14.0,13.0,84.0,69.0,454.0,6.6,2.0,30.0,57.1,23.0,4.9,32.4,82.1,5.4,1.0,
Amari Cooper,27.0,DAL,15.0,14.0,104.0,68.0,865.0,12.7,8.0,45.0,53.8,41.0,4.5,57.7,65.4,8.3,1.0,
Noah Fant,24.0,DEN,16.0,16.0,90.0,68.0,670.0,9.9,4.0,29.0,47.8,35.0,4.3,41.9,75.6,7.4,0.0,
Kyle Pitts,21.0,ATL,17.0,15.0,110.0,68.0,1026.0,15.1,1.0,43.0,50.9,61.0,4.0,60.4,61.8,9.3,0.0,PB
Tyler Boyd,27.0,CIN,16.0,10.0,94.0,67.0,828.0,12.4,5.0,37.0,53.2,68.0,4.2,51.8,71.3,8.8,1.0,
Adam Thielen,31.0,MIN,13.0,13.0,95.0,67.0,726.0,10.8,10.0,37.0,50.5,35.0,5.2,55.8,70.5,7.6,1.0,
Russell Gage,25.0,ATL,14.0,9.0,94.0,66.0,770.0,11.7,4.0,37.0,55.3,49.0,4.7,55.0,70.2,8.2,2.0,
DeVonta Smith,23.0,PHI,17.0,16.0,104.0,64.0,916.0,14.3,5.0,43.0,54.8,46.0,3.8,53.9,61.5,8.8,1.0,
A.J. Brown,24.0,TEN,13.0,13.0,105.0,63.0,869.0,13.8,5.0,45.0,50.5,57.0,4.8,66.8,60.0,8.3,0.0,
Laviska Shenault Jr.,23.0,JAX,16.0,10.0,100.0,63.0,619.0,9.8,0.0,30.0,47.0,58.0,3.9,38.7,63.0,6.2,1.0,
D'Andre Swift,22.0,DET,13.0,4.0,78.0,62.0,452.0,7.3,2.0,18.0,48.7,63.0,4.8,34.8,79.5,5.8,2.0,
Tyler Conklin,26.0,MIN,17.0,15.0,87.0,61.0,593.0,9.7,3.0,26.0,47.1,40.0,3.6,34.9,70.1,6.8,1.0,
Tyler Higbee,28.0,LAR,15.0,15.0,85.0,61.0,560.0,9.2,5.0,33.0,60.0,37.0,4.1,37.3,71.8,6.6,1.0,
T.J. Hockenson,24.0,DET,12.0,12.0,84.0,61.0,583.0,9.6,4.0,32.0,56.0,33.0,5.1,48.6,72.6,6.9,0.0,
Pat Freiermuth,23.0,PIT,16.0,9.0,79.0,60.0,497.0,8.3,7.0,34.0,55.7,24.0,3.8,31.1,75.9,6.3,1.0,
Cole Kmet,22.0,CHI,17.0,17.0,93.0,60.0,612.0,10.2,0.0,29.0,48.4,25.0,3.5,36.0,64.5,6.6,0.0,
Chase Claypool,23.0,PIT,15.0,13.0,105.0,59.0,860.0,14.6,2.0,35.0,43.8,59.0,3.9,57.3,56.2,8.2,0.0,
