Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Andre Johnson,25,HOU,16,16,163,103,1147,11.1,5,56,50.3,53,6.4,71.7,63.2,7.0,1,"PB,AP-2"
Mike Furrey,29,DET,16,14,146,98,1086,11.1,6,55,56.2,31,6.1,67.9,67.1,7.4,1,
Marvin Harrison,34,IND,16,16,148,95,1366,14.4,12,78,60.1,68,5.9,85.4,64.2,9.2,1,"PB,AP-1"
Torry Holt,30,STL,16,16,179,93,1188,12.8,10,66,47.5,67,5.8,74.3,52.0,6.6,2,"PB,AP-2"
Donald Driver,31,GNB,16,16,173,92,1295,14.1,8,54,48.0,82,5.8,80.9,53.2,7.5,1,PB
Laveranues Coles,29,NYJ,16,16,152,91,1098,12.1,6,53,49.3,58,5.7,68.6,59.9,7.2,1,
T.J. Houshmandzadeh,29,CIN,14,13,132,90,1081,12.0,9,58,56.1,40,6.4,77.2,68.2,8.2,0,
Steven Jackson,23,STL,16,16,110,90,806,9.0,3,32,51.8,64,5.6,50.4,81.8,7.3,4,"PB,AP-2,AP OPoY-4"
Kellen Winslow,23,CLE,16,16,120,89,875,9.8,3,41,53.3,40,5.6,54.7,74.2,7.3,1,AP CPoY-4
Reggie Bush,21,NOR,16,8,121,88,742,8.4,2,34,43.8,74,5.5,46.4,72.7,6.1,2,AP ORoY-5
Chad Johnson,28,CIN,16,16,152,87,1369,15.7,7,67,55.3,74,5.4,85.6,57.2,9.0,1,"PB,AP-1"
Reggie Wayne,28,IND,16,16,137,86,1310,15.2,9,72,60.6,51,5.4,81.9,62.8,9.6,1,PB
Terrell Owens,33,DAL,16,15,150,85,1180,13.9,13,63,50.7,56,5.3,73.8,56.7,7.9,0,
Anquan Boldin,26,ARI,16,16,152,83,1203,14.5,4,55,46.7,64,5.2,75.2,54.6,7.9,1,PB
Steve Smith Sr.,27,CAR,14,14,139,83,1166,14.0,8,52,51.1,72,5.9,83.3,59.7,8.4,2,PB
Jerricho Cotchery,24,NYJ,16,16,125,82,961,11.7,6,53,57.6,71,5.1,60.1,65.6,7.7,0,
Lee Evans,25,BUF,16,15,137,82,1292,15.8,8,54,55.5,83,5.1,80.8,59.9,9.4,1,
Roy Williams,25,DET,16,16,151,82,1310,16.0,7,66,51.7,60,5.1,81.9,54.3,8.7,2,PB
Brian Westbrook,27,PHI,15,14,105,77,699,9.1,4,30,53.3,52,5.1,46.6,73.3,6.7,2,
Isaac Bruce,34,STL,16,13,126,74,1098,14.8,3,54,54.0,45,4.6,68.6,58.7,8.7,0,
Hines Ward,30,PIT,14,14,126,74,975,13.2,6,51,52.4,70,5.3,69.6,58.7,7.7,2,
Tony Gonzalez,30,KAN,15,15,104,73,900,12.3,5,53,58.7,57,4.9,60.0,70.2,8.7,1,"PB,AP-2"
Todd Heap,26,BAL,16,16,116,73,765,10.5,6,40,51.7,30,4.6,47.8,62.9,6.6,0,
Antonio Gates,26,SDG,16,16,120,71,924,13.0,9,49,52.5,57,4.4,57.8,59.2,7.7,0,"PB,AP-1"
Marques Colston,23,NOR,14,12,115,70,1038,14.8,8,51,56.5,86,5.0,74.1,60.9,9.0,0,AP ORoY-2
Terry Glenn,32,DAL,15,14,111,70,1047,15.0,6,47,55.9,54,4.7,69.8,63.1,9.4,0,
Keyshawn Johnson,34,CAR,16,16,128,70,815,11.6,4,42,51.6,40,4.4,50.9,54.7,6.4,1,
Larry Fitzgerald,23,ARI,13,13,111,69,946,13.7,6,52,59.5,57,5.3,72.8,62.2,8.5,0,
Javon Walker,28,DEN,16,16,126,69,1084,15.7,8,53,49.2,83,4.3,67.8,54.8,8.6,0,AP CPoY-6
Derrick Mason,32,BAL,16,15,112,68,750,11.0,2,45,51.8,38,4.3,46.9,60.7,6.7,1,
Mark Clayton,24,BAL,16,12,113,67,939,14.0,5,42,45.1,87,4.2,58.7,59.3,8.3,0,
Wes Welker,25,MIA,16,2,100,67,687,10.3,1,33,51.0,38,4.2,42.9,67.0,6.9,3,
Jeremy Shockey,26,NYG,15,15,115,66,623,9.4,7,37,50.4,25,4.4,41.5,57.4,5.4,0,PB
Jason Witten,24,DAL,16,15,90,64,754,11.8,1,37,58.9,42,4.0,47.1,71.1,8.4,0,PB
Plaxico Burress,29,NYG,15,15,116,63,988,15.7,10,43,47.4,55,4.2,65.9,54.3,8.5,2,
Darrell Jackson,28,SEA,13,13,112,63,956,15.2,10,44,46.4,72,4.8,73.5,56.3,8.5,1,
Ronald Curry,27,OAK,16,4,89,62,727,11.7,1,40,57.3,39,3.9,45.4,69.7,8.2,0,
Joey Galloway,35,TAM,16,14,143,62,1057,17.0,7,44,39.9,64,3.9,66.1,43.4,7.4,0,
Randy McMichael,27,MIA,16,16,96,62,640,10.3,3,37,53.1,24,3.9,40.0,64.6,6.7,0,
