Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
NaVorro Bowman,24,SFO,LILB,16,16,1.0,11.0,0.0,11.0,7,1,0,0,0,0,2.0,148,96,52,6.0,4.0,0.0,"PB,AP-1"
Sam Bradford,25,STL,QB,16,16,0.0,0.0,0.0,0.0,0,0,7,3,-1,0,0.0,0,0,0,0.0,0.0,0.0,
Tom Brady,35,NWE,QB,16,16,0.0,0.0,0.0,0.0,0,0,2,1,-3,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP OPoY-3"
Alan Branch,28,SEA,LDT,16,16,0.0,0.0,0.0,0.0,2,0,0,1,0,0,1.0,29,16,13,1.0,5.0,0.0,
Drew Brees,33,NOR,QB,16,16,0.0,0.0,0.0,0.0,0,0,5,2,0,0,0.0,0,0,0,0.0,0.0,0.0,PB
Lance Briggs,32,CHI,LLB,16,16,2.0,110.0,2.0,74.0,11,2,0,0,0,0,1.5,103,74,29,7.0,2.0,0.0,
Ahmad Brooks,28,SFO,LOLB,16,16,1.0,50.0,1.0,50.0,6,2,0,0,0,0,6.5,48,36,12,12.0,15.0,0.0,AP-2
Tarell Brown,27,SFO,RCB,16,16,2.0,17.0,0.0,12.0,13,0,0,0,0,0,0.0,57,52,5,0.0,0.0,0.0,
Red Bryant,28,SEA,LDE,16,16,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0.0,24,14,10,1.0,0.0,0.0,
Kevin Burnett,30,MIA,LLB,16,16,0.0,0.0,0.0,0.0,5,0,0,0,0,0,2.5,110,80,30,5.0,5.0,0.0,
Morgan Burnett,23,GNB,SS/FS,16,16,2.0,1.0,0.0,1.0,5,2,0,1,0,0,2.0,123,88,35,5.0,4.0,0.0,
Reggie Bush,27,MIA,RB,16,16,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,
Jairus Byrd,26,BUF,FS,16,16,5.0,81.0,0.0,45.0,6,4,0,2,0,0,0.0,76,53,23,5.0,1.0,0.0,"PB,AP-2"
Cooper Carlisle,35,OAK,LG,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,
Brandon Carr,26,DAL,LCB,16,16,3.0,120.0,1.0,47.0,10,0,0,0,0,0,0.0,53,48,5,0.0,0.0,0.0,
Jurrell Casey,23,TEN,RDT,16,16,0.0,0.0,0.0,0.0,0,2,0,0,0,0,3.0,54,34,20,6.0,7.0,0.0,
Antoine Cason,26,SDG,RCB,16,16,2.0,34.0,0.0,31.0,10,2,0,0,0,0,0.0,73,62,11,1.0,0.0,0.0,
Anthony Castonzo,24,IND,LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Kam Chancellor,24,SEA,SS,16,16,0.0,0.0,0.0,0.0,4,1,0,2,0,0,0.0,101,75,26,3.0,0.0,0.0,
Chris Clemons,27,MIA,SS,16,16,2.0,29.0,0.0,29.0,4,0,0,1,-3,0,0.0,98,72,26,3.0,0.0,0.0,
Barry Cofield,28,WAS,NT,16,16,0.0,0.0,0.0,0.0,5,1,0,0,0,0,2.5,36,15,21,5.0,14.0,0.0,
Trent Cole,30,PHI,RDE,16,16,0.0,0.0,0.0,0.0,1,1,0,1,0,0,3.0,40,24,16,6.0,9.0,0.0,
Antonio Cromartie,28,NYJ,RCB,16,16,3.0,53.0,1.0,40.0,13,0,0,0,0,0,0.0,35,30,5,1.0,0.0,0.0,PB
Craig Dahl,27,STL,FS/SS,16,16,1.0,38.0,0.0,38.0,2,0,0,0,0,0,0.0,78,62,16,1.0,0.0,0.0,
Andy Dalton,25,CIN,QB,16,16,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,0,0,0,,,0.0,
Karlos Dansby,31,MIA,MLB,16,16,0.0,0.0,0.0,0.0,9,1,0,0,0,0,1.0,134,101,33,9.0,2.0,0.0,
Marcell Dareus,22,BUF,LDT,16,16,0.0,0.0,0.0,0.0,6,0,0,1,0,0,5.5,39,26,13,5.0,10.0,0.0,
Lavonte David,22,TAM,RLB,16,16,1.0,27.0,0.0,27.0,4,0,0,0,0,0,2.0,139,112,27,20.0,5.0,0.0,AP DRoY-5
Anthony Davis,23,SFO,RT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Thomas DeCoud,27,ATL,FS,16,16,6.0,42.0,0.0,24.0,9,0,0,1,0,0,1.0,76,62,14,4.0,1.0,0.0,PB
Elvis Dumervil,28,DEN,LOLB,16,16,0.0,0.0,0.0,0.0,1,6,0,0,0,0,11.0,54,32,22,6.0,20.0,1.0,PB
Jo-Lonn Dunbar,27,STL,RLB,16,16,2.0,63.0,0.0,42.0,5,2,0,0,0,0,4.5,115,91,24,16.0,12.0,0.0,
Sedrick Ellis,27,NOR,RDT,16,16,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,36,13,23,3.0,5.0,0.0,
Ryan Fitzpatrick,30,BUF,QB,16,16,0.0,0.0,0.0,0.0,0,0,8,2,0,0,0.0,0,0,0,0.0,0.0,0.0,
Joe Flacco,27,BAL,QB,16,16,0.0,0.0,0.0,0.0,0,0,9,1,-10,0,0.0,0,0,0,,,0.0,
London Fletcher,37,WAS,LILB,16,16,5.0,29.0,0.0,10.0,11,1,0,0,0,0,3.0,139,78,61,5.0,4.0,0.0,"PB,AP-2"
Larry Foote,32,PIT,LILB,16,16,0.0,0.0,0.0,0.0,3,2,0,2,0,0,4.0,113,75,38,8.0,7.0,0.0,
Arian Foster,26,HOU,RB,16,16,0.0,0.0,0.0,0.0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0.0,PB
Mason Foster,23,TAM,MLB,16,16,1.0,0.0,0.0,0.0,1,0,0,1,4,0,2.0,106,82,24,13.0,3.0,0.0,
Doug Free,28,DAL,RT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Jerrell Freeman,26,IND,RILB,16,16,1.0,4.0,1.0,4.0,3,1,0,0,0,0,2.0,145,90,55,7.0,2.0,0.0,
Josh Freeman,24,TAM,QB,16,16,0.0,0.0,0.0,0.0,0,0,10,1,-12,0,0.0,0,0,0,,,0.0,
Robert Geathers,29,CIN,LDE,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,30,12,18,3.0,5.0,0.0,
Stephon Gilmore,22,BUF,RCB,16,16,1.0,23.0,0.0,23.0,16,2,0,0,0,0,0.0,61,52,9,1.0,0.0,0.0,
Dashon Goldson,28,SFO,FS,16,16,3.0,21.0,0.0,20.0,12,1,0,2,71,0,0.0,69,55,14,1.0,0.0,0.0,"PB,AP-1"
Frank Gore,29,SFO,RB,16,16,0.0,0.0,0.0,0.0,0,0,2,4,15,1,0.0,0,0,0,0.0,0.0,0.0,PB
A.J. Green,24,CIN,WR,16,16,0.0,0.0,0.0,0.0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP-2"
Chad Greenway,29,MIN,LLB,16,16,1.0,3.0,0.0,3.0,4,0,0,2,0,0,3.0,148,98,50,7.0,5.0,0.0,"PB,AP-2"
Michael Griffin,27,TEN,FS/SS,16,16,4.0,59.0,0.0,33.0,4,2,0,0,0,0,1.0,79,60,19,3.0,3.0,0.0,
Jordan Gross,32,CAR,LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
DeAngelo Hall,29,WAS,LCB,16,16,4.0,62.0,0.0,27.0,13,0,1,2,0,0,1.0,95,68,27,7.0,1.0,0.0,
Casey Hampton,35,PIT,NT,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,26,11,15,4.0,1.0,0.0,
Roman Harper,30,NOR,SS,16,16,2.0,41.0,0.0,41.0,11,0,0,0,0,0,0.0,115,88,27,4.0,1.0,0.0,
David Harris,28,NYJ,RILB,16,16,0.0,0.0,0.0,0.0,3,1,0,1,0,0,3.0,123,79,44,4.0,7.0,0.0,
Jason Hatcher,30,DAL,RDE,16,16,0.0,0.0,0.0,0.0,1,0,0,1,0,1,4.0,51,27,24,5.0,13.0,0.0,
A.J. Hawk,28,GNB,LILB,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,120,81,39,9.0,5.0,0.0,
Evander Hood,25,PIT,LDE,16,16,0.0,0.0,0.0,0.0,3,0,0,2,1,0,3.0,42,25,17,4.0,3.0,0.0,
Justin Houston,23,KAN,LOLB,16,16,1.0,32.0,0.0,32.0,6,1,0,1,4,0,10.0,66,53,13,13.0,18.0,1.0,PB
Lamarr Houston,25,OAK,LDE,16,16,0.0,0.0,0.0,0.0,2,1,0,1,0,0,4.5,69,49,20,13.0,12.0,0.0,
Michael Huff,29,OAK,LCB,16,16,2.0,0.0,0.0,0.0,12,0,0,0,0,0,0.0,56,37,19,2.0,0.0,0.0,
Richie Incognito,29,MIA,LG,16,16,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0.0,PB
D'Qwell Jackson,29,CLE,MLB,16,16,2.0,31.0,1.0,27.0,8,2,0,2,0,0,3.5,119,64,55,4.0,5.0,0.0,
Vincent Jackson,29,TAM,WR,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0.0,PB
Quentin Jammer,33,SDG,LCB,16,16,3.0,89.0,1.0,80.0,9,1,0,3,0,1,0.0,64,55,9,3.0,0.0,0.0,
Cullen Jenkins,31,PHI,LDT,16,16,0.0,0.0,0.0,0.0,1,1,0,1,0,0,4.0,26,22,4,7.0,6.0,0.0,
Calvin Johnson,27,DET,WR,16,16,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP-1,AP OPoY-3"
Charles Johnson,26,CAR,RDE,16,16,0.0,0.0,0.0,0.0,4,7,0,1,0,0,12.5,42,31,11,7.0,17.0,0.0,
Derrick Johnson,30,KAN,RILB,16,16,0.0,0.0,0.0,0.0,4,4,0,0,0,0,2.0,124,109,15,12.0,5.0,0.0,PB
Stevie Johnson,26,BUF,WR,16,16,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Reshad Jones,24,MIA,FS,16,16,4.0,28.0,0.0,15.0,9,2,1,2,24,0,1.0,94,73,21,4.0,4.0,0.0,
Cameron Jordan,23,NOR,LDE,16,16,0.0,0.0,0.0,0.0,3,3,0,2,0,0,8.0,67,41,26,8.0,13.0,0.0,
Linval Joseph,24,NYG,LDT,16,16,0.0,0.0,0.0,0.0,0,1,0,2,16,0,4.0,59,33,26,5.0,7.0,0.0,
Brett Keisel,34,PIT,RDE,16,16,0.0,0.0,0.0,0.0,1,0,0,1,0,0,4.5,46,26,20,4.0,9.0,0.0,
Tommy Kelly,32,OAK,RDT,16,16,0.0,0.0,0.0,0.0,2,0,0,1,0,0,1.5,45,25,20,5.0,5.0,0.0,
Ryan Kerrigan,24,WAS,LOLB,16,16,1.0,28.0,1.0,28.0,8,2,0,1,0,0,8.5,54,42,12,10.0,14.0,0.0,PB
Luke Kuechly,21,CAR,MLB,16,16,2.0,22.0,0.0,25.0,7,0,0,3,9,0,1.0,164,103,61,12.0,1.0,0.0,AP DRoY-1
Dawan Landry,30,JAX,SS,16,16,1.0,47.0,0.0,21.0,2,0,0,0,0,0,0.0,100,81,19,0.0,0.0,0.0,
Kendall Langford,26,STL,LDT,16,16,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2.0,27,18,9,4.0,6.0,0.0,
James Laurinaitis,26,STL,MLB,16,16,2.0,18.0,0.0,18.0,5,0,0,1,4,0,0.5,142,117,25,4.0,2.0,0.0,
Paris Lenon,35,ARI,LILB,16,16,1.0,0.0,0.0,0.0,3,1,0,1,0,0,2.0,104,74,30,3.0,6.0,0.0,
Keenan Lewis,26,PIT,LCB,16,16,0.0,0.0,0.0,0.0,23,1,0,0,0,0,0.0,71,56,15,2.0,0.0,0.0,
Corey Liuget,22,SDG,RDE,16,16,0.0,0.0,0.0,0.0,9,0,0,1,0,0,7.0,51,36,15,11.0,10.0,0.0,
Curtis Lofton,26,NOR,MLB,16,16,0.0,0.0,0.0,0.0,6,2,0,2,0,0,1.0,123,82,41,7.0,2.0,0.0,
Chris Long,27,STL,LDE,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11.5,33,25,8,15.0,19.0,0.0,
Andrew Luck,23,IND,QB,16,16,0.0,0.0,0.0,0.0,0,0,10,2,-3,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP ORoY-2"
Danieal Manning,30,HOU,SS,16,16,2.0,59.0,1.0,55.0,8,3,0,1,1,0,1.0,77,59,18,2.0,1.0,0.0,
Eli Manning,31,NYG,QB,16,16,0.0,0.0,0.0,0.0,0,0,5,2,0,0,0.0,0,0,0,,,0.0,PB
Peyton Manning,36,DEN,QB,16,16,0.0,0.0,0.0,0.0,0,0,2,1,0,0,0.0,0,0,0,,,0.0,"PB,AP-1,AP MVP-2,AP OPoY-2,AP CPoY-1"
Brandon Marshall,28,CHI,WR,16,16,0.0,0.0,0.0,0.0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP-1"
Doug Martin,23,TAM,RB,16,16,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0.0,PB
Jonathan Martin,23,MIA,RT/LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Rey Maualuga,25,CIN,MLB,16,16,0.0,0.0,0.0,0.0,5,0,0,1,0,0,1.0,122,62,60,1.0,4.0,0.0,
Jerod Mayo,26,NWE,LLB,16,16,1.0,0.0,0.0,0.0,3,4,0,1,0,0,3.0,147,88,59,5.0,5.0,0.0,PB
Devin McCourty,25,NWE,LCB/FS,16,16,5.0,53.0,0.0,34.0,13,2,1,0,0,0,0.0,82,63,19,3.0,0.0,0.0,
Jason McCourty,25,TEN,LCB,16,16,4.0,29.0,0.0,28.0,15,1,0,1,0,0,0.0,92,73,19,4.0,0.0,0.0,
Gerald McCoy,24,TAM,LDT,16,16,0.0,0.0,0.0,0.0,2,1,0,1,0,0,5.0,30,23,7,9.0,15.0,0.0,PB
Ray McDonald,28,SFO,LDE,16,16,0.0,0.0,0.0,0.0,1,1,0,0,0,0,2.5,38,28,10,5.0,4.0,1.0,
Brandon Mebane,27,SEA,RDT,16,16,0.0,0.0,0.0,0.0,3,0,0,1,0,0,3.0,56,31,25,4.0,5.0,0.0,
Quintin Mikell,32,STL,SS/FS,16,16,0.0,0.0,0.0,0.0,2,4,0,0,0,0,3.0,101,83,18,3.0,3.0,0.0,
Von Miller,23,DEN,LILB,16,16,1.0,26.0,1.0,26.0,2,6,0,0,0,0,18.5,68,55,13,28.0,25.0,0.0,"PB,AP-1,AP DPoY-2"
Jeremy Mincey,29,JAX,LDE,16,16,0.0,0.0,0.0,0.0,5,2,0,1,0,0,3.0,41,35,6,7.0,13.0,0.0,
Derrick Morgan,23,TEN,LDE,16,16,0.0,0.0,0.0,0.0,5,1,0,1,0,0,6.5,59,35,24,10.0,23.0,0.0,
Alfred Morris,24,WAS,RB,16,16,0.0,0.0,0.0,0.0,0,0,4,2,0,0,0.0,0,0,0,0.0,0.0,0.0,AP-2
Brandon Myers,27,OAK,TE,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2,2,0,0.0,0.0,0.0,
Chris Myers,31,HOU,C,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,PB
Cam Newton,23,CAR,QB,16,16,0.0,0.0,0.0,0.0,0,0,10,3,-8,0,0.0,0,0,0,0.0,0.0,0.0,
Rob Ninkovich,28,NWE,LDE,16,16,0.0,0.0,0.0,0.0,0,5,0,4,3,0,8.0,58,32,26,9.0,12.0,0.0,
Michael Oher,26,BAL,LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Calvin Pace,32,NYJ,ROLB,16,16,0.0,0.0,0.0,0.0,2,1,0,1,0,0,3.0,55,35,20,7.0,6.0,0.0,
Domata Peko,28,CIN,LDT,16,16,0.0,0.0,0.0,0.0,3,0,0,1,0,0,2.0,53,23,30,5.0,6.0,0.0,
Donald Penn,29,TAM,LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Julius Peppers,32,CHI,RDE,16,16,0.0,0.0,0.0,0.0,2,1,0,4,6,0,11.5,39,32,7,13.0,15.0,0.0,"PB,AP-2"
Adrian Peterson,27,MIN,RB,16,16,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP-1,AP MVP-1,AP OPoY-1,AP CPoY-2"
Patrick Peterson,22,ARI,LCB,16,16,7.0,64.0,0.0,31.0,16,0,7,5,60,0,0.0,55,52,3,2.0,0.0,0.0,PB
Shaun Phillips,31,SDG,LOLB,16,16,0.0,0.0,0.0,0.0,3,2,0,3,0,1,9.5,50,33,17,11.0,14.0,1.0,
Ryan Pickett,33,GNB,LDE,16,16,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,51,27,24,2.0,2.0,0.0,
Dontari Poe,22,KAN,NT,16,16,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0.0,38,28,10,3.0,3.0,0.0,
Christian Ponder,24,MIN,QB,16,16,0.0,0.0,0.0,0.0,0,0,7,2,0,0,0.0,0,0,0,0.0,0.0,0.0,
Paul Posluszny,28,JAX,MLB,16,16,3.0,20.0,0.0,13.0,7,2,0,0,0,0,2.0,139,106,33,5.0,5.0,0.0,
Glover Quin,26,HOU,FS,16,16,2.0,22.0,0.0,22.0,13,2,0,0,0,0,1.0,84,64,20,6.0,1.0,0.0,
Ed Reed,34,BAL,FS,16,16,4.0,78.0,1.0,34.0,15,0,0,3,31,0,0.0,58,49,9,1.0,0.0,0.0,PB
Ray Rice,25,BAL,RB,16,16,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,PB
Perry Riley,24,WAS,RILB,16,16,0.0,0.0,0.0,0.0,7,1,0,1,0,0,3.5,129,73,56,6.0,5.0,0.0,
Philip Rivers,31,SDG,QB,16,16,0.0,0.0,0.0,0.0,0,0,15,2,-8,0,0.0,0,0,0,0.0,0.0,0.0,
Dunta Robinson,30,ATL,LCB,16,16,1.0,4.0,0.0,4.0,8,1,0,0,0,0,1.5,80,67,13,7.0,2.0,0.0,
Patrick Robinson,25,NOR,RCB,16,16,3.0,99.0,1.0,99.0,18,1,0,0,0,0,1.0,64,53,11,1.0,1.0,0.0,
Aaron Rodgers,29,GNB,QB,16,16,0.0,0.0,0.0,0.0,0,0,5,1,0,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP-2,AP OPoY-3"
Dominique Rodgers-Cromartie,26,PHI,LCB,16,16,3.0,14.0,0.0,14.0,16,0,0,0,0,0,0.0,51,43,8,0.0,0.0,0.0,
Carlos Rogers,31,SFO,LCB,16,16,1.0,63.0,0.0,63.0,6,0,0,3,63,1,1.0,56,50,6,2.0,2.0,0.0,
Antrel Rolle,30,NYG,FS,16,16,2.0,42.0,0.0,22.0,5,1,0,1,0,0,0.0,96,73,23,4.0,0.0,0.0,
Tony Romo,32,DAL,QB,16,16,0.0,0.0,0.0,0.0,0,0,6,2,-15,0,0.0,0,0,0,0.0,0.0,0.0,
Frostee Rucker,29,CLE,RDE,16,16,0.0,0.0,0.0,0.0,1,1,0,0,0,0,4.0,48,29,19,4.0,6.0,0.0,
Matt Ryan,27,ATL,QB,16,16,0.0,0.0,0.0,0.0,0,0,3,0,-2,0,0.0,0,0,0,0.0,0.0,0.0,PB
DeMeco Ryans,28,PHI,MLB,16,16,1.0,0.0,0.0,0.0,4,0,0,0,0,0,1.0,113,86,27,15.0,2.0,0.0,
Matt Schaub,31,HOU,QB,16,16,0.0,0.0,0.0,0.0,0,0,4,2,-2,0,0.0,0,0,0,0.0,0.0,0.0,PB
Mitchell Schwartz,23,CLE,RT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Matt Shaughnessy,26,OAK,RDE,16,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.5,31,25,6,9.0,11.0,0.0,
Jabaal Sheard,23,CLE,LDE,16,16,0.0,0.0,0.0,0.0,3,1,0,0,0,0,7.0,55,38,17,9.0,10.0,0.0,
Richard Sherman,24,SEA,LCB,16,16,8.0,57.0,1.0,29.0,24,3,0,1,0,0,1.0,65,54,11,0.0,1.0,0.0,AP-1
Aldon Smith,23,SFO,ROLB,16,16,1.0,6.0,0.0,6.0,1,3,0,0,0,0,19.5,66,50,16,18.0,29.0,0.0,"PB,AP-1"
Andre Smith,25,CIN,RT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Antonio Smith,31,HOU,RDE,16,16,0.0,0.0,0.0,0.0,3,2,0,1,0,0,7.0,30,23,7,7.0,19.0,0.0,
Harrison Smith,23,MIN,FS,16,16,3.0,87.0,2.0,56.0,10,1,0,1,0,0,1.0,104,74,30,1.0,2.0,0.0,
Sean Smith,25,MIA,LCB,16,16,2.0,31.0,0.0,31.0,11,3,0,0,0,0,0.0,59,53,6,0.0,0.0,0.0,
Steve Smith Sr.,33,CAR,WR,16,16,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,
Will Smith,31,NOR,RDE,16,16,0.0,0.0,0.0,0.0,1,0,0,1,0,0,6.0,58,33,25,10.0,19.0,0.0,
Nate Solder,24,NWE,LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,1,1,0,0.0,0.0,0.0,
Paul Soliai,29,MIA,RDT,16,16,0.0,0.0,0.0,0.0,2,0,0,1,0,0,1.5,29,18,11,8.0,5.0,0.0,
Takeo Spikes,36,SDG,LILB,16,16,0.0,0.0,0.0,0.0,1,2,0,0,0,0,0.5,78,53,25,1.0,4.0,0.0,
Matthew Stafford,24,DET,QB,16,16,0.0,0.0,0.0,0.0,0,0,6,2,-7,0,0.0,0,0,0,0.0,0.0,0.0,
Joe Staley,28,SFO,LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP-2"
Max Starks,30,PIT,LT,16,16,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Randy Starks,29,MIA,LDT,16,16,1.0,4.0,0.0,4.0,4,0,0,0,0,0,4.5,27,18,9,5.0,9.0,0.0,PB
Ndamukong Suh,25,DET,RDT,16,16,0.0,0.0,0.0,0.0,2,0,0,0,0,0,8.0,34,24,10,17.0,32.0,0.0,"PB,AP-2"
John Sullivan,27,MIN,C,16,16,0.0,0.0,0.0,0.0,0,0,1,0,-12,0,0.0,0,0,0,0.0,0.0,0.0,
Ryan Tannehill,24,MIA,QB,16,16,0.0,0.0,0.0,0.0,0,0,9,1,0,0,0.0,0,0,0,0.0,0.0,0.0,
Demaryius Thomas,25,DEN,WR,16,16,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,PB
Earl Thomas,23,SEA,FS,16,16,3.0,80.0,1.0,57.0,8,1,0,1,0,0,0.0,66,42,24,2.0,2.0,0.0,"PB,AP-1"
Joe Thomas,28,CLE,LT,16,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,"PB,AP-2"
Charles Tillman,31,CHI,RCB,16,16,3.0,71.0,3.0,36.0,16,10,0,2,0,0,0.0,87,75,12,1.0,0.0,0.0,"PB,AP-1"
Lawrence Timmons,26,PIT,RILB,16,16,3.0,80.0,1.0,53.0,5,2,0,1,1,0,6.0,106,75,31,10.0,17.0,0.0,
Stephen Tulloch,27,DET,MLB,16,16,0.0,0.0,0.0,0.0,6,1,0,2,0,0,0.5,112,74,38,6.0,5.0,0.0,
