Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Phil Dawson,CLE,36,K,16,0,,,,,,,,,,,,20,20,24,29,,92,5.8
Ryan Succop,KAN,25,K,16,0,,,,,,,,,,,,20,20,24,30,,92,5.8
Jay Feely,ARI,35,K,16,0,,,,,,,,,,,,33,33,19,24,,90,5.6
Jordy Nelson,GNB,26,WR,16,9,,15,,,,,,15,,,,,,,,,90,5.6
Ray Rice*,BAL,24,RB,16,16,12,3,,,,,,15,,,,,,,,,90,5.6
Matt Prater,DEN,27,K,16,0,,,,,,,,,,,,30,30,19,25,,87,5.4
Cam Newton*,CAR,22,QB,16,16,14,,,,,,,14,,,,,,,,,84,5.3
Josh Brown,STL,32,K,16,0,,,,,,,,,,,,18,18,21,28,,81,5.1
Marshawn Lynch*,SEA,25,RB,15,15,12,1,,,,,,13,,,,,,,,,78,5.2
Adrian Peterson,MIN,26,RB,12,12,12,1,,,,,,13,,,,,,,,,78,6.5
Arian Foster*,HOU,25,RB,13,13,10,2,,,,,,12,,,,,,,,,72,5.5
Ahmad Bradshaw,NYG,25,RB,12,9,9,2,,,,,,11,1,,,,,,,,68,5.7
Jimmy Graham*,NOR,25,TE,16,11,,11,,,,,,11,,,,,,,,,66,4.1
BenJarvus Green-Ellis,NWE,26,RB,16,6,11,,,,,,,11,,,,,,,,,66,4.1
Maurice Jones-Drew*+,JAX,26,RB,16,16,8,3,,,,,,11,,,,,,,,,66,4.1
Laurent Robinson,DAL,26,WR,14,4,,11,,,,,,11,,,,,,,,,66,4.7
Michael Turner,ATL,29,RB,16,15,11,,,,,,,11,,,,,,,,,66,4.1
Rian Lindell,BUF,34,K,8,0,,,,,,,,,,,,25,25,13,15,,64,8.0
Darren Sproles,NOR,28,RB,16,4,2,7,1,,,,,10,,,,,,,,,60,3.8
Mike Tolbert,SDG,26,RB,15,1,8,2,,,,,,10,,,,,,,,,60,4.0
Beanie Wells,ARI,23,RB,14,14,10,,,,,,,10,,,,,,,,,60,4.3
Dez Bryant,DAL,23,WR,15,13,,9,,,,,,9,,,,,,,,,54,3.6
Victor Cruz,NYG,25,WR,16,7,,9,,,,,,9,,,,,,,,,54,3.4
Eric Decker,DEN,24,WR,16,13,,8,1,,,,,9,,,,,,,,,54,3.4
Percy Harvin,MIN,23,WR,16,14,2,6,,1,,,,9,,,,,,,,,54,3.4
Vincent Jackson*,SDG,28,WR,16,16,,9,,,,,,9,,,,,,,,,54,3.4
Greg Jennings*,GNB,28,WR,13,13,,9,,,,,,9,,,,,,,,,54,4.2
Rashard Mendenhall,PIT,24,RB,15,15,9,,,,,,,9,,,,,,,,,54,3.6
Wes Welker*+,NWE,30,WR,16,15,,9,,,,,,9,,,,,,,,,54,3.4
Lance Moore,NOR,28,WR,14,7,,8,,,,,,8,2,,,,,,,,52,3.7
Brandon Jacobs,NYG,29,RB,14,6,7,1,,,,,,8,1,,,,,,,,50,3.6
Plaxico Burress,NYJ,34,WR,16,13,,8,,,,,,8,,,,,,,,,48,3.0
Michael Bush,OAK,27,RB,16,9,7,1,,,,,,8,,,,,,,,,48,3.0
Marques Colston,NOR,28,WR,14,7,,8,,,,,,8,,,,,,,,,48,3.4
Jermichael Finley,GNB,24,TE,16,13,,8,,,,,,8,,,,,,,,,48,3.0
Larry Fitzgerald*,ARI,28,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Frank Gore*,SFO,28,RB,16,15,8,,,,,,,8,,,,,,,,,48,3.0
Santonio Holmes,NYJ,27,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Julio Jones,ATL,22,WR,13,13,,8,,,,,,8,,,,,,,,,48,3.7
Mike Wallace*,PIT,25,WR,16,14,,8,,,,,,8,,,,,,,,,48,3.0
Nate Washington,TEN,28,WR,16,15,1,7,,,,,,8,,,,,,,,,48,3.0
Roddy White*,ATL,30,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Steve Smith Sr.*,CAR,32,WR,16,16,,7,,,,,,7,1,,,,,,,,44,2.8
Dave Rayner,2TM,29,K,8,0,,,,,,,,,,,0,13,13,10,15,,43,5.4
Miles Austin,DAL,27,WR,10,10,,7,,,,,,7,,,,,,,,,42,4.2
Reggie Bush,MIA,26,RB,15,15,6,1,,,,,,7,,,,,,,,,42,2.8
Antonio Gates*,SDG,31,TE,13,13,,7,,,,,,7,,,,,,,,,42,3.2
Tony Gonzalez*,ATL,35,TE,16,16,,7,,,,,,7,,,,,,,,,42,2.6
A.J. Green*,CIN,23,WR,15,15,,7,,,,,,7,,,,,,,,,42,2.8
Aaron Hernandez,NWE,22,TE,14,12,,7,,,,,,7,,,,,,,,,42,3.0
Stevie Johnson,BUF,25,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
James Jones,GNB,27,WR,16,0,,7,,,,,,7,,,,,,,,,42,2.6
Hakeem Nicks,NYG,23,WR,15,15,,7,,,,,,7,,,,,,,,,42,2.8
Kevin Smith,DET,25,RB,7,4,4,3,,,,,,7,,,,,,,,,42,6.0
Torrey Smith,BAL,22,WR,16,14,,7,,,,,,7,,,,,,,,,42,2.6
DeAngelo Williams,CAR,28,RB,16,14,7,,,,,,,7,,,,,,,,,42,2.6
Tim Tebow,DEN,24,QB,14,11,6,,,,,,,6,2,,,,,,,,40,2.9
Tony Scheffler,DET,28,TE,15,5,,6,,,,,,6,1,,,,,,,,38,2.5
Titus Young,DET,22,WR,16,9,,6,,,,,,6,1,,,,,,,,38,2.4
Marion Barber III,CHI,28,RB,11,1,6,,,,,,,6,,,,,,,,,36,3.3
Cedric Benson,CIN,29,RB,15,15,6,,,,,,,6,,,,,,,,,36,2.4
Dezmon Briscoe,TAM,22,WR,16,2,,6,,,,,,6,,,,,,,,,36,2.3
Scott Chandler,BUF,26,TE,14,9,,6,,,,,,6,,,,,,,,,36,2.6
Vernon Davis,SFO,27,TE,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Joel Dreessen,HOU,29,TE,16,10,,6,,,,,,6,,,,,,,,,36,2.3
Donald Driver,GNB,36,WR,16,15,,6,,,,,,6,,,,,,,,,36,2.3
Pierre Garcon,IND,25,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Shonn Greene,NYJ,26,RB,16,15,6,,,,,,,6,,,,,,,,,36,2.3
Jermaine Gresham*,CIN,23,TE,14,13,,6,,,,,,6,,,,,,,,,36,2.6
Fred Jackson,BUF,30,RB,10,10,6,,,,,,,6,,,,,,,,,36,3.6
Steven Jackson,STL,28,RB,15,15,5,1,,,,,,6,,,,,,,,,36,2.4
John Kuhn*,GNB,29,FB,16,3,4,2,,,,,,6,,,,,,,,,36,2.3
Brandon Marshall*,MIA,27,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Ryan Mathews*,SDG,24,RB,14,14,6,,,,,,,6,,,,,,,,,36,2.6
Robert Meachem,NOR,27,WR,16,8,,6,,,,,,6,,,,,,,,,36,2.3
Denarius Moore,OAK,23,WR,13,10,1,5,,,,,,6,,,,,,,,,36,2.8
Mark Sanchez,NYJ,25,QB,16,16,6,,,,,,,6,,,,,,,,,36,2.3
C.J. Spiller,BUF,24,RB,16,11,4,2,,,,,,6,,,,,,,,,36,2.3
Pierre Thomas,NOR,27,RB,16,7,5,1,,,,,,6,,,,,,,,,36,2.3
Willis McGahee*,DEN,30,RB,15,14,4,1,,,,,,5,1,,,,,,,,32,2.1
Greg Olsen,CAR,26,TE,16,13,,5,,,,,,5,1,,,,,,,,32,2.0
LeGarrette Blount,TAM,25,RB,14,14,5,,,,,,,5,,,,,,,,,30,2.1
Dwayne Bowe,KAN,27,WR,16,14,,5,,,,,,5,,,,,,,,,30,1.9
Deion Branch,NWE,32,WR,15,15,,5,,,,,,5,,,,,,,,,30,2.0
Donald Brown,IND,24,RB,16,2,5,,,,,,,5,,,,,,,,,30,1.9
Brent Celek,PHI,26,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Josh Cribbs,CLE,28,WR,16,7,,4,1,,,,,5,,,,,,,,,30,1.9
Kellen Davis,CHI,26,TE,16,15,,5,,,,,,5,,,,,,,,,30,1.9
Ed Dickson,BAL,24,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Early Doucet,ARI,26,WR,16,6,,5,,,,,,5,,,,,,,,,30,1.9
Anthony Fasano,MIA,27,TE,15,15,,5,,,,,,5,,,,,,,,,30,2.0
Malcom Floyd,SDG,30,WR,12,9,,5,,,,,,5,,,,,,,,,30,2.5
Jabar Gaffney,WAS,31,WR,16,15,,5,,,,,,5,,,,,,,,,30,1.9
Mark Ingram,NOR,22,RB,10,4,5,,,,,,,5,,,,,,,,,30,3.0
Dustin Keller,NYJ,27,TE,16,12,,5,,,,,,5,,,,,,,,,30,1.9
Brandon Lloyd,2TM,30,WR,15,14,,5,,,,,,5,,,0,,,,,,30,2.0
Jeremy Maclin,PHI,23,WR,13,13,,5,,,,,,5,,,,,,,,,30,2.3
Darren McFadden,OAK,24,RB,7,7,4,1,,,,,,5,,,,,,,,,30,4.3
David Nelson,BUF,25,TE,16,13,,5,,,,,,5,,,,,,,,,30,1.9
Brandon Pettigrew,DET,26,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Jonathan Stewart,CAR,24,RB,16,3,4,1,,,,,,5,,,,,,,,,30,1.9
Damian Williams,TEN,23,WR,15,13,,5,,,,,,5,,,,,,,,,30,2.0
Jason Witten,DAL,29,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Michael Crabtree,SFO,24,WR,15,14,,4,,,,,,4,1,,,,,,,,26,1.7
Shayne Graham,2TM,34,K,3,0,,,,,,,,,,,0,8,8,6,7,,26,8.7
Doug Baldwin,SEA,23,WR,16,1,,4,,,,,,4,,,,,,,,,24,1.5
Jake Ballard,NYG,24,TE,14,13,,4,,,,,,4,,,,,,,,,24,1.7
Jed Collins,NOR,25,FB,16,11,2,2,,,,,,4,,,,,,,,,24,1.5
Matt Forte*,CHI,26,RB,12,12,3,1,,,,,,4,,,,,,,,,24,2.0
Josh Freeman,TAM,23,QB,15,15,4,,,,,,,4,,,,,,,,,24,1.6
Toby Gerhart,MIN,24,RB,16,5,1,3,,,,,,4,,,,,,,,,24,1.5
Devin Hester,CHI,29,WR,16,8,,1,2,1,,,,4,,,,,,,,,24,1.5
Darrius Heyward-Bey,OAK,24,WR,15,14,,4,,,,,,4,,,,,,,,,24,1.6
DeSean Jackson,PHI,25,WR,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Chris Johnson,TEN,26,RB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Mario Manningham,NYG,25,WR,12,10,,4,,,,,,4,,,,,,,,,24,2.0
Evan Moore,CLE,26,TE,16,4,,4,,,,,,4,,,,,,,,,24,1.5
Santana Moss,WAS,32,WR,12,12,,4,,,,,,4,,,,,,,,,24,2.0
Patrick Peterson*+,ARI,21,RCB,16,16,,,4,,,,,4,,,,,,,,,24,1.5
Jeremy Shockey,CAR,31,TE,15,13,,4,,,,,,4,,,,,,,,,24,1.6
Jerome Simpson,CIN,25,WR,16,14,,4,,,,,,4,,,,,,,,,24,1.5
Ben Tate,HOU,23,RB,15,2,4,,,,,,,4,,,,,,,,,24,1.6
Demaryius Thomas,DEN,24,WR,11,5,,4,,,,,,4,,,,,,,,,24,2.2
Reggie Wayne,IND,33,WR,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Arrelious Benn,TAM,23,WR,14,14,,3,,,,,,3,,,,,,,,,18,1.3
Davone Bess,MIA,26,WR,16,4,,3,,,,,,3,,,,,,,,,18,1.1
Jahvid Best,DET,22,RB,6,6,2,1,,,,,,3,,,,,,,,,18,3.0
Anquan Boldin,BAL,31,WR,14,14,,3,,,,,,3,,,,,,,,,18,1.3
Kevin Boss,OAK,27,TE,14,11,,3,,,,,,3,,,,,,,,,18,1.3
Tom Brady*,NWE,34,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
Kenny Britt,TEN,23,WR,3,3,,3,,,,,,3,,,,,,,,,18,6.0
Antonio Brown*,PIT,23,WR,16,3,,2,1,,,,,3,,,,,,,,,18,1.1
Nate Burleson,DET,30,WR,16,11,,3,,,,,,3,,,,,,,,,18,1.1
Andre Caldwell,CIN,26,WR,13,2,,3,,,,,,3,,,,,,,,,18,1.4
Charles Clay,MIA,22,FB,14,9,,3,,,,,,3,,,,,,,,,18,1.3
Randall Cobb,GNB,21,WR,15,0,,1,1,1,,,,3,,,,,,,,,18,1.2
Jared Cook,TEN,24,TE,16,5,,3,,,,,,3,,,,,,,,,18,1.1
Owen Daniels,HOU,29,TE,15,15,,3,,,,,,3,,,,,,,,,18,1.2
Fred Davis,WAS,25,TE,12,12,,3,,,,,,3,,,,,,,,,18,1.5
Daniel Fells,DEN,28,TE,16,15,,3,,,,,,3,,,,,,,,,18,1.1
Ryan Grant,GNB,29,RB,15,14,2,1,,,,,,3,,,,,,,,,18,1.2
Roy Helu,WAS,23,RB,15,5,2,1,,,,,,3,,,,,,,,,18,1.2
Jason Hill,JAX,26,WR,10,10,,3,,,,,,3,,,,,,,,,18,1.8
Peyton Hillis,CLE,25,RB,10,9,3,,,,,,,3,,,,,,,,,18,1.8
Michael Jenkins,MIN,29,WR,11,7,,3,,,,,,3,,,,,,,,,18,1.6
Jacoby Jones,HOU,27,WR,16,10,,2,1,,,,,3,,,,,,,,,18,1.1
Jeff King,ARI,28,TE,16,10,,3,,,,,,3,,,,,,,,,18,1.1
Brandon LaFell,CAR,25,WR,16,6,,3,,,,,,3,,,,,,,,,18,1.1
Preston Parker,TAM,24,WR,16,0,,3,,,,,,3,,,,,,,,,18,1.1
Dennis Pitta,BAL,26,TE,16,2,,3,,,,,,3,,,,,,,,,18,1.1
Isaac Redman,PIT,27,RB,16,1,3,,,,,,,3,,,,,,,,,18,1.1
Aaron Rodgers*+,GNB,28,QB,15,15,3,,,,,,,3,,,,,,,,,18,1.2
Kyle Rudolph,MIN,22,TE,15,8,,3,,,,,,3,,,,,,,,,18,1.2
Dane Sanzenbacher,CHI,23,WR,16,1,,3,,,,,,3,,,,,,,,,18,1.1
Bernard Scott,CIN,27,RB,16,1,3,,,,,,,3,,,,,,,,,18,1.1
Visanthe Shiancoe,MIN,31,TE,16,14,,3,,,,,,3,,,,,,,,,18,1.1
Golden Tate,SEA,23,WR,16,5,,3,,,,,,3,,,,,,,,,18,1.1
LaDainian Tomlinson,NYJ,32,RB,14,1,1,2,,,,,,3,,,,,,,,,18,1.3
Delanie Walker,SFO,27,FB,15,7,,3,,,,,,3,,,,,,,,,18,1.2
Kevin Walter,HOU,30,WR,15,14,,3,,,,,,3,,,,,,,,,18,1.2
Kyle Williams,SFO,23,WR,13,1,,3,,,,,,3,,,,,,,,,18,1.4
Mike Williams,TAM,24,WR,16,15,,3,,,,,,3,,,,,,,,,18,1.1
Kellen Winslow,TAM,28,TE,16,15,,2,,,,,,2,2,,,,,,,,16,1.0
Danario Alexander,STL,25,WR,10,5,,2,,,,,,2,,,,,,,,,12,1.2
Anthony Armstrong,WAS,28,WR,14,2,,2,,,,,,2,,,,,,,,,12,0.9
Cliff Avril,DET,25,LDE,16,16,,,,,1,1,,2,,,,,,,,,12,0.8
Lance Ball,DEN,26,RB,16,0,1,1,,,,,,2,,,,,,,,,12,0.8
Jackie Battle,KAN,28,RB,15,4,2,,,,,,,2,,,,,,,,,12,0.8
John Beck,WAS,30,QB,4,3,2,,,,,,,2,,,,,,,,,12,3.0
Steve Breaston,KAN,28,WR,16,13,,2,,,,,,2,,,,,,,,,12,0.8
Vincent Brown,SDG,22,WR,14,4,,2,,,,,,2,,,,,,,,,12,0.9
Brandon Browner*,SEA,27,RCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Jason Campbell,OAK,30,QB,6,6,2,,,,,,,2,,,,,,,,,12,2.0
Delone Carter,IND,24,RB,16,3,2,,,,,,,2,,,,,,,,,12,0.8
Dallas Clark,IND,32,TE,11,10,,2,,,,,,2,,,,,,,,,12,1.1
Jerricho Cotchery,PIT,29,WR,13,0,,2,,,,,,2,,,,,,,,,12,0.9
Aaron Curry,2TM,25,LB-LLB,16,11,,,,,1,,,1,,,0,,,,,,12,0.8
Anthony Dixon,SFO,24,RB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Jacoby Ford,OAK,24,WR,8,3,,1,,1,,,,2,,,,,,,,,12,1.5
Ted Ginn Jr.,SFO,26,WR,14,3,,,1,1,,,,2,,,,,,,,,12,0.9
Devery Henderson,NOR,29,WR,16,13,,2,,,,,,2,,,,,,,,,12,0.8
Tim Hightower,WAS,25,RB,5,5,1,1,,,,,,2,,,,,,,,,12,2.4
Lex Hilliard,MIA,27,RB,16,4,1,,,,,,1,2,,,,,,,,,12,0.8
Chris Houston,DET,27,LCB,14,13,,,,,,2,,2,,,,,,,,,12,0.9
Kendall Hunter,SFO,23,RB,16,1,2,,,,,,,2,,,,,,,,,12,0.8
Andre Johnson,HOU,30,WR,7,7,,2,,,,,,2,,,,,,,,,12,1.7
Johnny Knox,CHI,25,WR,14,11,,2,,,,,,2,,,,,,,,,12,0.9
Greg Little,CLE,22,WR,16,12,,2,,,,,,2,,,,,,,,,12,0.8
Mohamed Massaquoi,CLE,25,WR,14,13,,2,,,,,,2,,,,,,,,,12,0.9
Le'Ron McClain,KAN,27,FB,16,10,1,1,,,,,,2,,,,,,,,,12,0.8
Dexter McCluster,KAN,22,WR,16,4,1,1,,,,,,2,,,,,,,,,12,0.8
Heath Miller,PIT,29,TE,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Matt Moore,MIA,27,QB,13,12,2,,,,,,,2,,,,,,,,,12,0.9
Maurice Morris,DET,32,RB,16,5,1,1,,,,,,2,,,,,,,,,12,0.8
Ovie Mughelli,ATL,31,FB,7,5,,2,,,,,,2,,,,,,,,,12,1.7
DeMarco Murray,DAL,23,RB,13,7,2,,,,,,,2,,,,,,,,,12,0.9
Ben Obomanu,SEA,28,WR,16,7,,2,,,,,,2,,,,,,,,,12,0.8
Juqua Parker,PHI,33,DE,12,0,,,,,2,,,2,,,,,,,,,12,1.0
Marcel Reece,OAK,26,FB,12,6,,2,,,,,,2,,,,,,,,,12,1.0
Sidney Rice,SEA,25,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Andre Roberts,ARI,23,WR,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Michael Robinson*,SEA,28,FB,14,4,,1,,,,,1,2,,,,,,,,,12,0.9
Jacquizz Rodgers,ATL,21,RB,16,0,1,1,,,,,,2,,,,,,,,,12,0.8
Eddie Royal,DEN,25,WR,12,8,,1,1,,,,,2,,,,,,,,,12,1.0
Matt Ryan,ATL,26,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Emmanuel Sanders,PIT,24,WR,11,0,,2,,,,,,2,,,,,,,,,12,1.1
Matt Schaub,HOU,30,QB,10,10,2,,,,,,,2,,,,,,,,,12,1.2
Chaz Schilens,OAK,26,WR,15,5,,2,,,,,,2,,,,,,,,,12,0.8
Bryan Scott,BUF,30,LB,16,7,,,,,1,1,,2,,,,,,,,,12,0.8
Alex Smith,SFO,27,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Brad Smith,BUF,28,WR,15,5,1,1,,,,,,2,,,,,,,,,12,0.8
Matt Spaeth,CHI,28,TE,15,8,,2,,,,,,2,,,,,,,,,12,0.8
Donte' Stallworth,WAS,31,WR,11,0,,2,,,,,,2,,,,,,,,,12,1.1
LaRod Stephens-Howling,ARI,24,RB,14,1,,2,,,,,,2,,,,,,,,,12,0.9
Aqib Talib,TAM,25,LCB,13,13,,,,,,2,,2,,,,,,,,,12,0.9
Charles Tillman*,CHI,30,RCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Derrick Ward,HOU,31,RB,12,1,2,,,,,,,2,,,,,,,,,12,1.0
Hines Ward,PIT,35,WR,15,9,,2,,,,,,2,,,,,,,,,12,0.8
Ben Watson,CLE,31,TE,13,11,,2,,,,,,2,,,,,,,,,12,0.9
Joe Webb,MIN,25,QB,11,1,2,,,,,,,2,,,,,,,,,12,1.1
Lardarius Webb,BAL,26,LCB,16,15,,,1,,,1,,2,,,,,,,,,12,0.8
Chastin West,JAX,24,WR,12,1,,2,,,,,,2,,,,,,,,,12,1.0
Keiland Williams,DET,25,RB,15,0,2,,,,,,,2,,,,,,,,,12,0.8
Ricky Williams,BAL,34,RB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Roy Williams,CHI,30,WR,15,9,,2,,,,,,2,,,,,,,,,12,0.8
Danny Woodhead,NWE,26,RB,15,4,1,,,,,,,1,2,,,,,,,,10,0.7
Curtis Brinkley,SDG,26,RB,10,1,1,,,,,,,1,1,,,,,,,,8,0.8
Joseph Addai,IND,28,RB,12,11,1,,,,,,,1,,,,,,,,,6,0.5
David Anderson,2TM,28,WR,6,0,,1,,,,,,1,,,0,,,,,,6,1.0
Jamaal Anderson,IND,25,DE,15,1,,,,,1,,,1,,,,,,,,,6,0.4
Javier Arenas,KAN,24,DB,15,1,1,,,,,,,1,,,,,,,,,6,0.4
Devin Aromashodu,MIN,27,WR,16,6,,1,,,,,,1,,,,,,,,,6,0.4
Geno Atkins*,CIN,23,RDT,16,15,,,,,1,,,1,,,,,,,,,6,0.4
Jason Avant,PHI,28,WR,16,7,,1,,,,,,1,,,,,,,,,6,0.4
Donnie Avery,TEN,27,WR,8,0,,1,,,,,,1,,,,,,,,,6,0.8
Jordan Babineaux,TEN,29,SS,16,14,,,,,,1,,1,,,,,,,,,6,0.4
Josh Baker,NYJ,25,TE,11,0,,1,,,,,,1,,,,,,,,,6,0.5
Jonathan Baldwin,KAN,22,WR,11,3,,1,,,,,,1,,,,,,,,,6,0.5
Nick Barnett,BUF,30,RILB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Travis Beckum,NYG,24,TE,13,0,,1,,,,,,1,,,,,,,,,6,0.5
Kahlil Bell,CHI,25,RB,13,3,,1,,,,,,1,,,,,,,,,6,0.5
Earl Bennett,CHI,24,WR,11,4,,1,,,,,,1,,,,,,,,,6,0.5
Kroy Biermann,ATL,26,LB,16,1,,,,,,1,,1,,,,,,,,,6,0.4
Michael Boley,NYG,29,MLB,14,13,,,,,1,,,1,,,,,,,,,6,0.4
Drew Brees*,NOR,32,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Richie Brockel,CAR,25,TE,11,2,1,,,,,,,1,,,,,,,,,6,0.5
Ronnie Brown,PHI,30,RB,16,2,1,,,,,,,1,,,,,,,,,6,0.4
Red Bryant,SEA,27,RDE,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Kevin Burnett,MIA,29,RILB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Donald Butler,SDG,23,RILB,16,16,,,,,1,,,1,,,,,,,,,6,0.4
Jairus Byrd,BUF,25,FS,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Tommie Campbell,TEN,24,DB,15,0,,,,1,,,,1,,,,,,,,,6,0.4
Bobby Carpenter,DET,28,LB,16,3,,,,,,1,,1,,,,,,,,,6,0.4
James Casey,HOU,27,FB,14,7,,1,,,,,,1,,,,,,,,,6,0.4
Jamaal Charles,KAN,25,RB,2,1,,1,,,,,,1,,,,,,,,,6,3.0
Tashard Choice,3TM,27,RB,13,1,1,,,,,,,1,,,0,,,,,,6,0.5
John Clay,PIT,23,RB,2,0,1,,,,,,,1,,,,,,,,,6,3.0
Kellen Clemens,STL,28,QB,3,3,1,,,,,,,1,,,,,,,,,6,2.0
Colin Cloherty,JAX,24,TE,4,1,,,,,1,,,1,,,,,,,,,6,1.5
Colin Cochart,CIN,24,TE,10,3,,1,,,,,,1,,,,,,,,,6,0.6
Austin Collie,IND,26,WR,16,5,,1,,,,,,1,,,,,,,,,6,0.4
Nate Collins,JAX,24,DT,12,0,,,,,1,,,1,,,,,,,,,6,0.5
John Conner,NYJ,24,FB,16,8,1,,,,,,,1,,,,,,,,,6,0.4
Riley Cooper,PHI,24,WR,16,3,,1,,,,,,1,,,,,,,,,6,0.4
Tom Crabtree,GNB,26,TE,16,9,,1,,,,,,1,,,,,,,,,6,0.4
Patrick Crayton,SDG,32,WR,14,1,,1,,,,,,1,,,,,,,,,6,0.4
Jay Cutler,CHI,28,QB,10,10,1,,,,,,,1,,,,,,,,,6,0.6
Andy Dalton*,CIN,24,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Jarett Dillard,JAX,26,WR,14,5,,1,,,,,,1,,,,,,,,,6,0.4
Harry Douglas,ATL,27,WR,16,4,,1,,,,,,1,,,,,,,,,6,0.4
Carlos Dunlap,CIN,22,DE,12,1,,,,,1,,,1,,,,,,,,,6,0.5
