Player,Age,Team,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Fmb,Awards
Sam McCullum,29,SEA,16,14,0,0,0,,,0.0,0.0,1,
Mark McGrath,24,SEA,6,0,0,0,0,,,0.0,0.0,0,
Russ Mikeska,26,ATL,16,0,0,0,0,,,0.0,0.0,0,
Junior Miller,24,ATL,16,16,0,0,0,,,0.0,0.0,0,PB
Willie Miller,34,RAM,13,1,0,0,0,,,0.0,0.0,0,
John Mistler,23,NYG,16,0,0,0,0,,,0.0,0.0,0,
Jeff Moore,24,RAM,10,0,0,0,0,,,0.0,0.0,0,
Haven Moses,35,DEN,16,6,0,0,0,,,0.0,0.0,1,
Tom Mullady,24,NYG,16,3,0,0,0,,,0.0,0.0,1,
James Murphy,22,KAN,10,0,0,0,0,,,0.0,0.0,0,
Fred Nixon,23,GNB,8,1,0,0,0,,,0.0,0.0,2,
Ulysses Norris,24,DET,12,2,0,0,0,,,0.0,0.0,0,
Jim Obradovich,28,TAM,16,3,0,0,0,,,0.0,0.0,0,
McDonald Oden,23,CLE,16,0,0,0,0,,,0.0,0.0,0,
Riley Odoms,31,DEN,15,15,0,0,0,,,0.0,0.0,1,
Rodney Parker,28,PHI,11,0,0,0,0,,,0.0,0.0,0,
Brian Peets,25,SFO,5,0,0,0,0,,,0.0,0.0,0,
Lou Piccone,32,BUF,14,0,0,0,0,,,0.0,0.0,0,
Ray Pinney,27,PIT,16,11,0,0,0,,,0.0,0.0,0,
Danny Pittman,23,NYG,8,0,0,0,0,,,0.0,0.0,2,
Tracy Porter,22,DET,12,0,0,0,0,,,0.0,0.0,0,
Steve Raible,27,SEA,9,0,0,0,0,,,0.0,0.0,0,
Derrick Ramsey,25,OAK,16,12,0,0,0,,,0.0,0.0,2,
Eason Ramson,25,SFO,11,0,0,0,0,,,0.0,0.0,0,
Ahmad Rashad,32,MIN,16,15,0,0,0,,,0.0,0.0,1,PB
Mike Renfro,26,HOU,12,12,0,0,0,,,0.0,0.0,2,
Stan Rome,25,KAN,16,4,0,0,0,,,0.0,0.0,0,
Joe Rose,24,MIA,16,0,0,0,0,,,0.0,0.0,0,
Dan Ross,24,CIN,16,16,0,0,0,,,0.0,0.0,3,
Reggie Rucker,34,CLE,14,11,0,0,0,,,0.0,0.0,0,
Jay Saldi,27,DAL,16,5,0,0,0,,,0.0,0.0,0,
John Sawyer,28,SEA,16,16,0,0,0,,,0.0,0.0,0,
Dwight Scales,28,SDG,16,4,0,0,0,,,0.0,0.0,1,
Willie Scott,22,KAN,16,3,0,0,0,,,0.0,0.0,0,
Virgil Seay,23,WAS,16,7,0,0,0,,,0.0,0.0,0,
Tim Sherwin,23,BAL,16,2,0,0,0,,,0.0,0.0,0,
Gary Shirk,31,NYG,16,14,0,0,0,,,0.0,0.0,1,
Mike Shumann,26,SFO,13,1,0,0,0,,,0.0,0.0,1,
Eric Sievers,24,SDG,16,9,0,0,0,,,0.0,0.0,1,
J.T. Smith,26,KAN,16,15,0,0,0,,,0.0,0.0,2,
Tim Smith,24,HOU,4,0,0,0,0,,,0.0,0.0,0,
John Spagnola,24,PHI,11,3,0,0,0,,,0.0,0.0,0,
Dave Studdard,26,DEN,16,16,0,0,0,,,0.0,0.0,0,
Karl Swanke,24,GNB,4,0,0,0,0,,,0.0,0.0,0,
Lynn Swann,29,PIT,13,12,0,0,0,,,0.0,0.0,1,
Calvin Sweeney,26,PIT,14,0,0,0,0,,,0.0,0.0,1,
Ricky Thompson,27,WAS,16,5,0,0,0,,,0.0,0.0,0,
Mike Tice,22,SEA,16,3,0,0,0,,,0.0,0.0,0,
Pat Tilley,28,STL,16,16,0,0,0,,,0.0,0.0,1,
Ken Toler,22,NWE,16,0,0,0,0,,,0.0,0.0,0,
Billy Waddy,27,RAM,15,14,0,0,0,,,0.0,0.0,2,
Wesley Walker,26,NYJ,13,13,0,0,0,,,0.0,0.0,0,
Don Warren,25,WAS,16,16,0,0,0,,,0.0,0.0,0,
Rickey Watts,24,CHI,12,9,0,0,0,,,0.0,0.0,3,
Don Westbrook,28,NWE,12,1,0,0,0,,,0.0,0.0,0,
Brooks Williams,27,2TM,12,0,0,0,0,,,0.0,0.0,0,
Brooks Williams,27,NOR,7,0,0,0,0,,,0.0,0.0,0,
Brooks Williams,27,CHI,5,0,0,0,0,,,0.0,0.0,0,
Mike Wilson,23,SFO,16,0,0,0,0,,,0.0,0.0,0,
Kellen Winslow,24,SDG,16,16,0,0,0,,,0.0,0.0,2,"PB,AP-1,AP MVP-6,AP OPoY-8"
Charle Young,30,SFO,16,16,0,0,0,,,0.0,0.0,0,
Dave Young,22,NYG,11,0,0,0,0,,,0.0,0.0,0,
Emanuel Zanders,30,CHI,12,12,0,0,0,,,0.0,0.0,0,
League Average,,,,,,,,,4.0,9.7,2.4,,
