Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Lance Briggs,26,CHI,RLB,16,16,2,18,0,18,9.0,4,0,1,0,0,1.0,134.0,113.0,21.0,11.0,2.0,0,"PB,AP-2"
Raheem Brock,28,IND,RDT,16,16,0,0,0,0,2.0,3,0,3,0,0,3.0,48.0,34.0,14.0,2.0,9.0,0,
Keith Brooking,31,ATL,MLB/LLB,16,16,0,0,0,0,1.0,0,0,1,0,0,2.5,138.0,97.0,41.0,4.0,4.0,0,
Derrick Brooks,33,TAM,RLB,16,16,3,51,1,21,4.0,0,0,0,0,0,0.0,121.0,96.0,25.0,4.0,0.0,0,PB
Alex Brown,27,CHI,RDE,16,16,2,22,0,18,4.0,3,0,2,0,0,7.0,47.0,41.0,6.0,9.0,13.0,0,
Sheldon Brown,27,PHI,RCB,16,16,1,70,1,70,11.0,0,0,0,0,0,0.0,52.0,37.0,15.0,3.0,1.0,0,
Marc Bulger,29,STL,QB,16,16,0,0,0,0,0.0,0,6,1,-6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
Josh Bullocks,23,NOR,FS,16,16,2,14,0,14,7.0,1,0,0,0,0,0.0,72.0,57.0,15.0,0.0,1.0,0,
Keith Bulluck,29,TEN,RLB,16,16,1,0,0,0,8.0,2,0,1,17,1,2.5,144.0,100.0,44.0,4.0,2.0,0,
Derrick Burgess,28,OAK,RDE,16,16,0,0,0,0,1.0,1,0,0,0,0,11.0,51.0,43.0,8.0,10.0,13.0,0,PB
Chris Canty,24,DAL,RDE,16,16,0,0,0,0,1.0,0,0,0,0,0,1.0,33.0,24.0,9.0,2.0,4.0,0,
Vernon Carey,25,MIA,RT,16,16,0,0,0,0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Cooper Carlisle,29,DEN,RG,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
David Carr,27,HOU,QB,16,16,0,0,0,0,0.0,0,16,5,-4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Andre Carter,27,WAS,RDE,16,16,0,0,0,0,2.0,0,0,0,0,0,6.0,56.0,47.0,9.0,12.0,14.0,0,
Kevin Carter,33,MIA,LDE,16,16,0,0,0,0,0.0,0,0,2,0,0,5.5,45.0,28.0,17.0,5.0,9.0,0,
Chris Chambers,28,MIA,WR,16,16,0,0,0,0,0.0,0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Corey Chavous,30,STL,SS,16,16,1,17,0,17,8.0,0,0,2,0,0,1.0,86.0,77.0,9.0,4.0,3.0,0,
Nate Clements,27,BUF,RCB,16,16,3,80,1,58,20.0,1,0,2,18,0,0.0,71.0,55.0,16.0,0.0,0.0,0,
Barry Cofield,22,NYG,LDT,16,16,0,0,0,0,3.0,0,0,0,0,0,1.5,44.0,32.0,12.0,5.0,3.0,0,
Laveranues Coles,29,NYJ,WR,16,16,0,0,0,0,0.0,0,1,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Nick Collins,23,GNB,FS,16,16,3,68,1,55,14.0,2,0,0,0,0,0.0,82.0,67.0,15.0,2.0,0.0,0,
Marc Colombo,28,DAL,RT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Chris Cooley,24,WAS,TE,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Jerricho Cotchery,24,NYJ,WR,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Chris Crocker,26,ATL,FS,16,16,1,28,0,28,8.0,0,0,0,0,0,1.0,50.0,44.0,6.0,3.0,1.0,0,
Alge Crumpler,29,ATL,TE,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
Jason David,24,IND,RCB,16,16,2,16,0,16,9.0,0,0,1,5,0,0.0,55.0,48.0,7.0,1.0,0.0,0,
Anthony Davis,26,TAM,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Brian Dawkins,33,PHI,FS,16,16,4,38,0,38,14.0,5,0,0,0,0,1.0,98.0,76.0,22.0,5.0,5.0,0,"PB,AP-1"
Will Demps,27,NYG,FS,16,16,2,30,0,29,7.0,1,0,2,0,0,1.0,100.0,74.0,26.0,3.0,0.0,0,
Darnell Dockett,25,ARI,RDT,16,16,1,-1,0,-1,2.0,1,0,2,5,0,2.0,51.0,37.0,14.0,5.0,7.0,0,
Marques Douglas,29,SFO,RDT/NT,16,16,0,0,0,0,1.0,2,0,1,0,0,3.0,61.0,47.0,14.0,7.0,3.0,0,
Chris Draft,30,CAR,MLB,16,16,0,0,0,0,2.0,2,0,2,8,0,5.5,110.0,82.0,28.0,10.0,7.0,0,
Donald Driver,31,GNB,WR,16,16,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
Warrick Dunn,31,ATL,RB,16,16,0,0,0,0,0.0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Donnie Edwards,33,SDG,RILB,16,16,3,11,0,8,8.0,2,1,1,0,0,2.5,143.0,99.0,44.0,4.0,5.0,0,
Ron Edwards,27,KAN,LDT,16,16,0,0,0,0,1.0,0,0,0,0,0,2.5,20.0,15.0,5.0,3.0,4.0,0,
Shaun Ellis,29,NYJ,LDE,16,16,0,0,0,0,3.0,1,0,0,0,0,5.0,58.0,37.0,21.0,4.0,4.0,0,
Jahri Evans,23,NOR,RG,16,16,0,0,0,0,0.0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Jeff Faine,25,NOR,C,16,16,0,0,0,0,,0,1,1,0,0,0.0,,,,,,0,
Alan Faneca,30,PIT,LG,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1"
James Farrior,31,PIT,LILB,16,16,1,1,0,1,6.0,2,0,1,0,0,4.0,128.0,85.0,43.0,9.0,7.0,0,
Brett Favre,37,GNB,QB,16,16,0,0,0,0,0.0,0,8,2,-9,0,0.0,,,,,,0,
Jason Ferguson,32,DAL,NT,16,16,0,0,0,0,1.0,0,0,0,0,0,0.0,46.0,32.0,14.0,2.0,1.0,0,
Bryce Fisher,29,SEA,LDE,16,16,0,0,0,0,0.0,0,0,1,0,0,4.0,46.0,37.0,9.0,7.0,8.0,0,
London Fletcher,31,BUF,MLB,16,16,4,30,1,17,14.0,0,0,1,5,1,2.0,146.0,101.0,45.0,9.0,3.0,0,
Drayton Florence,26,SDG,RCB,16,16,3,24,0,23,16.0,0,0,0,0,0,0.0,66.0,54.0,12.0,1.0,0.0,0,
Mike Flynn,32,BAL,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Larry Foote,26,PIT,RILB,16,16,1,11,0,11,3.0,2,0,1,0,0,4.0,91.0,62.0,29.0,5.0,4.0,0,
Melvin Fowler,27,BUF,C,16,16,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Dwight Freeney,26,IND,RDE,16,16,0,0,0,0,2.0,4,0,0,0,0,5.5,29.0,26.0,3.0,4.0,9.0,0,
Scott Fujita,27,NOR,LLB,16,16,2,19,0,19,7.0,1,0,0,0,0,3.5,96.0,64.0,32.0,6.0,8.0,0,
Wayne Gandy,35,ATL,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Roberto Garza,27,CHI,RG,16,16,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Antonio Gates,26,SDG,TE,16,16,0,0,0,0,0.0,0,0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1"
Tarik Glenn,30,IND,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
La'Roi Glover,32,STL,LDT,16,16,0,0,0,0,0.0,0,0,1,0,0,5.5,43.0,38.0,5.0,9.0,7.0,0,
Mike Goff,30,SDG,RG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Frank Gore,23,SFO,RB,16,16,0,0,0,0,0.0,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2"
Charles Grant,28,NOR,LDE,16,16,0,0,0,0,5.0,3,0,2,0,0,6.0,65.0,50.0,15.0,6.0,18.0,0,
Deon Grant,27,JAX,FS,16,16,2,25,0,24,8.0,0,0,1,6,0,0.0,60.0,53.0,7.0,0.0,0.0,0,
Morlon Greenwood,28,HOU,RLB,16,16,1,0,0,0,3.0,2,0,3,15,0,1.0,111.0,85.0,26.0,5.0,1.0,0,
Kelly Gregg,30,BAL,LDT,16,16,0,0,0,0,2.0,1,0,3,59,0,3.5,62.0,41.0,21.0,6.0,5.0,0,
Robert Griffith,36,ARI,FS,16,16,3,30,0,23,10.0,1,0,1,0,0,0.0,80.0,61.0,19.0,1.0,0.0,0,
Jordan Gross,26,CAR,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Rex Grossman,26,CHI,QB,16,16,0,0,0,0,0.0,0,8,2,-4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Andre Gurode,28,DAL,C,16,16,0,0,0,0,,0,1,0,0,0,0.0,,,,,,0,PB
Tamba Hali,23,KAN,LDE,16,16,1,-9,0,-9,4.0,5,0,1,0,0,8.0,62.0,44.0,18.0,10.0,7.0,0,
DeAngelo Hall,23,ATL,LCB,16,16,4,131,1,60,16.0,0,1,1,25,0,0.0,58.0,51.0,7.0,3.0,0.0,0,PB
Ben Hamilton,29,DEN,LG,16,16,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,
Ken Hamlin,25,SEA,FS,16,16,3,63,0,37,11.0,1,0,0,0,0,2.0,96.0,75.0,21.0,1.0,1.0,0,
Al Harris,32,GNB,RCB,16,16,3,39,0,34,17.0,0,0,0,0,0,0.0,41.0,35.0,6.0,0.0,0.0,0,
Kwame Harris,24,SFO,RT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Marvin Harrison,34,IND,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,,0,"PB,AP-1"
A.J. Hawk,22,GNB,RLB,16,16,2,31,0,25,7.0,1,0,2,0,0,3.5,121.0,84.0,37.0,6.0,7.0,0,AP DRoY-3
E.J. Henderson,26,MIN,RLB,16,16,2,48,1,45,4.0,1,0,2,2,0,3.0,110.0,77.0,33.0,8.0,7.0,0,
John Henderson,27,JAX,RDT,16,16,0,0,0,0,6.0,0,0,0,0,0,3.5,51.0,38.0,13.0,8.0,6.0,0,"PB,AP-2"
Anthony Henry,30,DAL,RCB,16,16,2,41,0,37,21.0,0,0,0,0,0,0.0,81.0,73.0,8.0,0.0,0.0,0,
Kelly Herndon,30,SEA,LCB,16,16,1,0,0,0,16.0,1,0,1,61,1,0.0,68.0,50.0,18.0,5.0,0.0,0,
Renaldo Hill,28,MIA,FS,16,16,2,33,0,21,9.0,0,0,1,48,1,0.0,86.0,64.0,22.0,2.0,0.0,0,
Victor Hobson,26,NYJ,RLB,16,16,1,9,0,9,2.0,1,0,2,32,1,6.0,100.0,66.0,34.0,7.0,13.0,0,
Warrick Holdman,31,WAS,RLB,16,16,0,0,0,0,2.0,0,0,0,0,0,1.0,69.0,53.0,16.0,4.0,2.0,0,
Vonnie Holliday,31,MIA,RDT,16,16,0,0,0,0,1.0,0,0,1,0,0,7.0,65.0,45.0,20.0,8.0,12.0,0,
Torry Holt,30,STL,WR,16,16,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2"
Chris Hope,26,TEN,SS,16,16,5,105,1,61,15.0,0,0,1,0,0,0.0,121.0,89.0,32.0,3.0,0.0,0,
Chris Hovan,28,TAM,LDT,16,16,0,0,0,0,0.0,0,0,1,0,0,2.0,52.0,40.0,12.0,9.0,7.0,0,
Darren Howard,30,PHI,RDE/LDE,16,16,0,0,0,0,4.0,2,0,1,0,0,5.0,35.0,23.0,12.0,7.0,7.0,0,
Michael Huff,23,OAK,SS,16,16,0,0,0,0,1.0,0,0,0,0,0,0.0,78.0,65.0,13.0,5.0,0.0,1,
Richie Incognito,23,STL,C,16,16,0,0,0,0,0.0,0,1,1,-8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Jamaal Jackson,26,PHI,C,16,16,0,0,0,0,0.0,0,1,0,-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Steven Jackson,23,STL,RB,16,16,0,0,0,0,0.0,0,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2,AP OPoY-4"
Bradie James,25,DAL,LILB,16,16,1,15,1,15,9.0,2,0,2,0,0,0.0,103.0,66.0,37.0,2.0,0.0,0,
Edgerrin James,28,ARI,RB,16,16,0,0,0,0,0.0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Tory James,33,CIN,RCB,16,16,4,44,0,28,14.0,0,0,0,0,0,0.0,43.0,34.0,9.0,0.0,0.0,0,
Quentin Jammer,27,SDG,LCB,16,16,4,57,0,35,18.0,0,0,0,0,0,0.0,78.0,71.0,7.0,0.0,0.0,0,
Kris Jenkins,27,CAR,RDT,16,16,0,0,0,0,1.0,0,0,0,0,0,3.0,41.0,32.0,9.0,4.0,7.0,0,PB
Michael Jenkins,24,ATL,WR,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Andre Johnson,25,HOU,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2"
Chad Johnson,28,CIN,WR,16,16,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1"
Keyshawn Johnson,34,CAR,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Landon Johnson,25,CIN,RLB,16,16,1,2,0,2,4.0,3,0,0,0,0,0.5,113.0,78.0,35.0,2.0,2.0,0,
Larry Johnson,27,KAN,RB,16,16,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1"
Julius Jones,25,DAL,RB,16,16,0,0,0,0,0.0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Sean Jones,24,CLE,SS,16,16,5,46,0,19,16.0,0,0,1,-3,0,0.5,111.0,71.0,40.0,3.0,7.0,0,
Thomas Jones,28,CHI,RB,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Cato June,27,IND,RLB,16,16,3,14,0,8,4.0,1,0,1,0,0,1.0,142.0,96.0,46.0,6.0,3.0,0,
Aaron Kampman,27,GNB,LDE,16,16,0,0,0,0,0.0,3,0,1,0,0,15.5,89.0,59.0,30.0,13.0,30.0,0,"PB,AP-2"
Brett Keisel,28,PIT,RDE,16,16,0,0,0,0,4.0,0,0,1,1,0,5.5,56.0,38.0,18.0,6.0,10.0,0,
Tommy Kelly,26,OAK,RDT,16,16,0,0,0,0,2.0,1,0,0,0,0,3.5,68.0,54.0,14.0,9.0,6.0,0,
Chris Kelsay,27,BUF,LDE,16,16,0,0,0,0,2.0,1,0,1,0,0,5.5,62.0,41.0,21.0,7.0,12.0,0,
Jimmy Kennedy,27,STL,RDT,16,16,0,0,0,0,1.0,1,0,2,0,0,1.0,40.0,31.0,9.0,5.0,1.0,0,
Jon Kitna,34,DET,QB,16,16,0,0,0,0,0.0,0,11,0,-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Sammy Knight,31,KAN,SS,16,16,1,27,0,27,4.0,0,0,0,5,0,2.0,84.0,75.0,9.0,4.0,2.0,0,
Dan Koppen,27,NWE,C,16,16,0,0,0,0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Kenard Lang,31,DEN,LDE,16,16,0,0,0,0,1.0,1,0,0,0,0,6.0,36.0,28.0,8.0,6.0,11.0,0,
Ty Law,32,KAN,LCB,16,16,4,11,0,16,9.0,3,0,0,0,0,1.0,69.0,64.0,5.0,3.0,1.0,0,
Paris Lenon,29,DET,MLB/LLB,16,16,1,0,0,0,3.0,0,0,2,10,0,0.0,71.0,51.0,20.0,2.0,3.0,0,
Jamal Lewis,27,BAL,RB,16,16,0,0,0,0,0.0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Matt Light,28,NWE,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
Leonard Little,32,STL,LDE,16,16,0,0,0,0,2.0,6,0,0,0,0,13.0,60.0,57.0,3.0,14.0,24.0,0,
J.P. Losman,25,BUF,QB,16,16,0,0,0,0,0.0,0,13,4,-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
John Lynch,35,DEN,FS,16,16,0,0,0,0,5.0,2,0,1,7,0,0.0,84.0,59.0,25.0,3.0,2.0,0,PB
Nick Mangold,22,NYJ,C,16,16,0,0,0,0,0.0,0,1,0,-7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Eli Manning,25,NYG,QB,16,16,0,0,0,0,0.0,0,9,1,-3,0,0.0,,,,,,0,
Peyton Manning,30,IND,QB,16,16,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,,0,"PB,AP-2,AP MVP-3,AP OPoY-3"
Marquand Manuel,27,GNB,SS,16,16,1,29,1,29,3.0,0,0,0,0,0,0.0,81.0,62.0,19.0,2.0,0.0,0,
Vince Manuwai,26,JAX,LG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Rashean Mathis,26,JAX,LCB,16,16,8,146,0,55,21.0,0,0,0,0,0,0.0,63.0,56.0,7.0,4.0,0.0,0,"PB,AP-1"
Robert Mathis,25,IND,LDE,16,16,0,0,0,0,4.0,4,0,2,0,0,9.5,65.0,50.0,15.0,13.0,12.0,0,
Kevin Mawae,35,TEN,C,16,16,0,0,0,0,,0,1,0,-11,0,0.0,,,,,,0,
Chris McAlister,29,BAL,LCB,16,16,6,121,2,60,22.0,0,0,2,0,0,0.0,47.0,43.0,4.0,3.0,0.0,0,PB
Todd McClure,29,ATL,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Mike McKenzie,30,NOR,LCB,16,16,2,54,0,54,10.0,0,0,0,0,0,0.0,33.0,28.0,5.0,2.0,0.0,0,
Steve McNair,33,BAL,QB,16,16,0,0,0,0,0.0,0,7,3,-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Marcus McNeill,23,SDG,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP ORoY-4"
Heath Miller,24,PIT,TE,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Lawyer Milloy,33,ATL,SS,16,16,0,0,0,0,5.0,0,0,0,0,0,2.0,98.0,72.0,26.0,6.0,5.0,0,
Mike Minter,32,CAR,FS,16,16,1,3,0,3,5.0,0,0,1,0,0,0.0,83.0,59.0,24.0,0.0,2.0,0,
Kawika Mitchell,27,KAN,MLB,16,16,1,23,0,23,3.0,0,0,1,0,0,1.5,104.0,82.0,22.0,5.0,5.0,0,
Kirk Morrison,24,OAK,MLB,16,16,2,32,0,31,5.0,1,0,1,35,1,1.0,128.0,102.0,26.0,14.0,1.0,0,
Eric Moulds,33,HOU,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,,0,
Muhsin Muhammad,33,CHI,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Michael Myers,30,DEN,LDT,16,16,0,0,0,0,2.0,1,0,2,11,0,2.0,57.0,37.0,20.0,7.0,3.0,0,
Terence Newman,28,DAL,LCB,16,16,1,12,0,12,12.0,0,1,0,0,0,0.0,63.0,53.0,10.0,1.0,0.0,0,
Haloti Ngata,22,BAL,RDT,16,16,1,60,0,60,2.0,0,0,0,0,0,1.0,31.0,13.0,18.0,2.0,3.0,0,
Carson Palmer,27,CIN,QB,16,16,0,0,0,0,0.0,0,15,2,-9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP CPoY-3"
Willie Parker,26,PIT,RB,16,16,0,0,0,0,0.0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
Mike Patterson,23,PHI,LDT,16,16,0,0,0,0,3.0,0,0,3,98,1,1.5,52.0,38.0,14.0,7.0,5.0,0,
Chad Pennington,30,NYJ,QB,16,16,0,0,0,0,0.0,0,7,1,-3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,AP CPoY-1
Julius Peppers,26,CAR,LDE,16,16,0,0,0,0,6.0,3,0,2,0,0,13.0,58.0,49.0,9.0,18.0,17.0,0,"PB,AP-1"
Jason Peters,24,BUF,LT/RT,16,16,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Julian Peterson,28,SEA,RLB,16,16,1,-4,0,-4,6.0,1,0,1,25,0,10.0,89.0,71.0,18.0,13.0,14.0,0,PB
Jermaine Phillips,27,TAM,SS,16,16,2,45,0,29,9.0,5,0,1,17,0,1.0,108.0,88.0,20.0,4.0,4.0,0,
Ryan Pickett,27,GNB,RDT,16,16,0,0,0,0,5.0,0,0,1,0,0,0.0,64.0,31.0,33.0,1.0,2.0,0,
Antonio Pierce,28,NYG,MLB,16,16,1,6,0,6,9.0,1,0,2,0,0,1.0,139.0,109.0,30.0,10.0,3.0,0,PB
Chester Pitts,27,HOU,LG,16,16,0,0,0,0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Trevor Pryce,31,BAL,LDE,16,16,0,0,0,0,3.0,2,0,0,0,0,13.0,46.0,36.0,10.0,12.0,23.0,0,AP DPoY-5
Dominic Raiola,28,DET,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Antwaan Randle El,27,WAS,WR,16,16,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Cory Redding,26,DET,RDT/LDE,16,16,0,0,0,0,0.0,2,0,1,2,0,8.0,48.0,38.0,10.0,12.0,10.0,0,
Ed Reed,28,BAL,FS,16,16,5,70,1,37,9.0,1,0,1,32,0,0.0,60.0,52.0,8.0,5.0,0.0,1,"PB,AP-1"
Dominic Rhodes,27,IND,RB,16,16,0,0,0,0,0.0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Kerry Rhodes,24,NYJ,FS,16,16,4,46,0,25,13.0,3,0,1,4,0,5.0,99.0,75.0,24.0,4.0,4.0,0,AP-2
Marco Rivera,34,DAL,RG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
Philip Rivers,25,SDG,QB,16,16,0,0,0,0,0.0,0,8,4,-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
Fred Robbins,29,NYG,RDT,16,16,2,12,0,11,3.0,0,0,3,67,0,5.5,46.0,31.0,15.0,11.0,13.0,0,
Dewayne Robertson,25,NYJ,LDT,16,16,0,0,0,0,0.0,1,0,1,0,0,2.5,62.0,37.0,25.0,4.0,6.0,0,
Bryan Robinson,32,CIN,LDE,16,16,0,0,0,0,2.0,0,0,0,0,0,3.0,42.0,29.0,13.0,2.0,7.0,0,
Dunta Robinson,24,HOU,LCB,16,16,2,9,1,9,12.0,1,0,0,0,0,0.0,83.0,70.0,13.0,4.0,1.0,0,
Antrel Rolle,24,ARI,LCB,16,16,1,23,0,23,11.0,2,0,0,0,0,0.0,87.0,80.0,7.0,2.0,0.0,0,
Samari Rolle,30,BAL,RCB,16,16,3,60,0,44,10.0,0,0,0,0,0,1.0,52.0,48.0,4.0,4.0,2.0,0,
DeMeco Ryans,22,HOU,MLB,16,16,1,16,0,16,7.0,1,0,1,0,0,3.5,156.0,126.0,30.0,13.0,9.0,0,AP DRoY-1
Warren Sapp,34,OAK,LDT,16,16,0,0,0,0,2.0,1,0,0,0,0,10.0,47.0,32.0,15.0,13.0,17.0,0,
Aaron Schobel,29,BUF,RDE,16,16,0,0,0,0,3.0,4,0,1,0,0,14.0,53.0,35.0,18.0,12.0,22.0,0,"PB,AP-2"
Stuart Schweigert,25,OAK,FS,16,16,0,0,0,0,4.0,0,0,1,0,0,0.0,107.0,86.0,21.0,0.0,0.0,0,
Bart Scott,26,BAL,RLB/LILB,16,16,2,31,0,24,9.0,0,0,0,0,0,9.5,103.0,78.0,25.0,12.0,20.0,0,"PB,AP-2"
