Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Sebastian Janikowski,OAK,30,K,16,0,,,,,,,,,,,,25,26,24,30,,97,6.1
Brandon Jacobs,NYG,26,RB,13,13,15,,,,,,,15,,,,,,,,,90,6.9
Thomas Jones*,NYJ,30,RB,16,14,13,2,,,,,,15,,,,,,,,,90,5.6
Josh Scobee,JAX,26,K,16,0,,,,,,,,,,,,33,33,19,25,,90,5.6
LenDale White,TEN,24,RB,16,2,15,,,,,,,15,,,,,,,,,90,5.6
Jason Hanson,DET,38,K,16,0,,,,,,,,,,,,25,26,21,22,,88,5.5
Maurice Jones-Drew,JAX,23,RB,16,3,12,2,,,,,,14,,,,,,,,,84,5.3
Brian Westbrook,PHI,29,RB,14,14,9,5,,,,,,14,,,,,,,,,84,6.0
Shayne Graham,CIN,31,K,14,0,,,,,,,,,,,,15,15,21,24,,78,5.6
Calvin Johnson,DET,23,WR,16,16,,12,,,,,,12,1,,,,,,,,74,4.6
Larry Fitzgerald*+,ARI,25,WR,16,16,,12,,,,,,12,,,,,,,,,72,4.5
Matt Forte,CHI,23,RB,16,16,8,4,,,,,,12,,,,,,,,,72,4.5
Pierre Thomas,NOR,24,RB,15,5,9,3,,,,,,12,,,,,,,,,72,4.8
LaDainian Tomlinson,SDG,29,RB,16,16,11,1,,,,,,12,,,,,,,,,72,4.5
Garrett Hartley,NOR,22,K,8,0,,,,,,,,,,,,28,28,13,13,,67,8.4
Anquan Boldin*,ARI,28,WR,12,11,,11,,,,,,11,,,,,,,,,66,5.5
Le'Ron McClain*+,BAL,24,FB,16,16,10,1,,,,,,11,,,,,,,,,66,4.1
Randy Moss,NWE,31,WR,16,16,,11,,,,,,11,,,,,,,,,66,4.1
Ronnie Brown*,MIA,27,RB,16,13,10,,,,,,,10,,,,,,,,,60,3.8
Tony Gonzalez*+,KAN,32,TE,16,16,,10,,,,,,10,,,,,,,,,60,3.8
Tim Hightower,ARI,22,RB,16,7,10,,,,,,,10,,,,,,,,,60,3.8
Chris Johnson*,TEN,23,RB,15,14,9,1,,,,,,10,,,,,,,,,60,4.0
Lance Moore,NOR,25,WR,16,6,,10,,,,,,10,,,,,,,,,60,3.8
Terrell Owens,DAL,35,WR,16,16,,10,,,,,,10,,,,,,,,,60,3.8
Adrian Peterson*+,MIN,23,RB,16,15,10,,,,,,,10,,,,,,,,,60,3.8
Steve Slaton,HOU,22,RB,16,15,9,1,,,,,,10,,,,,,,,,60,3.8
Jonathan Stewart,CAR,21,RB,16,0,10,,,,,,,10,,,,,,,,,60,3.8
Greg Jennings,GNB,25,WR,16,15,,9,,,,,,9,1,,,,,,,,56,3.5
Dominic Rhodes,IND,29,RB,15,4,6,3,,,,,,9,1,,,,,,,,56,3.7
Leon Washington*+,NYJ,26,RB,16,1,6,2,,1,,,,9,1,,,,,,,,56,3.5
Marion Barber III,DAL,25,RB,15,13,7,2,,,,,,9,,,,,,,,,54,3.6
Connor Barth,KAN,22,K,10,0,,,,,,,,,,,,24,24,10,12,,54,5.4
Reggie Bush,NOR,23,RB,10,9,2,4,3,,,,,9,,,,,,,,,54,5.4
Marshawn Lynch*,BUF,22,RB,15,15,8,1,,,,,,9,,,,,,,,,54,3.6
Clinton Portis*,WAS,27,RB,16,16,9,,,,,,,9,,,,,,,,,54,3.4
Frank Gore,SFO,25,RB,14,14,6,2,,,,,,8,1,,,,,,,,50,3.6
Andre Johnson*+,HOU,27,WR,16,16,,8,,,,,,8,1,,,,,,,,50,3.1
Bernard Berrian,MIN,28,WR,16,13,,7,1,,,,,8,,,,,,,,,48,3.0
T.J. Duckett,SEA,27,RB,16,0,8,,,,,,,8,,,,,,,,,48,3.0
Antonio Gates*,SDG,28,TE,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Steven Jackson,STL,25,RB,12,11,7,1,,,,,,8,,,,,,,,,48,4.0
Kevin Smith,DET,22,RB,16,12,8,,,,,,,8,,,,,,,,,48,3.0
Kevin Walter,HOU,27,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Darren Sproles,SDG,25,RB,16,0,1,5,,1,,,,7,1,,,,,,,,44,2.8
Joseph Addai,IND,25,RB,12,12,5,2,,,,,,7,,,,,,,,,42,3.5
Dwayne Bowe,KAN,24,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Isaac Bruce,SFO,36,WR,16,15,,7,,,,,,7,,,,,,,,,42,2.6
Antonio Bryant,TAM,27,WR,16,15,,7,,,,,,7,,,,,,,,,42,2.6
Laveranues Coles,NYJ,31,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Anthony Fasano,MIA,24,TE,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Johnnie Lee Higgins,OAK,25,WR,16,3,,4,3,,,,,7,,,,,,,,,42,2.6
Vincent Jackson,SDG,25,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Willis McGahee,BAL,27,RB,13,8,7,,,,,,,7,,,,,,,,,42,3.2
Sammy Morris,NWE,31,RB,13,7,7,,,,,,,7,,,,,,,,,42,3.2
Santana Moss,WAS,29,WR,16,16,,6,1,,,,,7,,,,,,,,,42,2.6
Visanthe Shiancoe,MIN,28,TE,16,15,,7,,,,,,7,,,,,,,,,42,2.6
Hines Ward,PIT,32,WR,16,15,,7,,,,,,7,,,,,,,,,42,2.6
Roddy White*,ATL,27,WR,16,15,,7,,,,,,7,,,,,,,,,42,2.6
Reggie Wayne*,IND,30,WR,16,16,,6,,,,,,6,1,,,,,,,,38,2.4
Kevin Boss,NYG,24,TE,15,15,,6,,,,,,6,,,,,,,,,36,2.4
Dallas Clark,IND,29,TE,15,15,,6,,,,,,6,,,,,,,,,36,2.4
Kevin Faulk,NWE,32,RB,15,3,3,3,,,,,,6,,,,,,,,,36,2.4
Justin Gage,TEN,27,WR,12,11,,6,,,,,,6,,,,,,,,,36,3.0
Peyton Hillis,DEN,22,RB,12,6,5,1,,,,,,6,,,,,,,,,36,3.0
Brandon Marshall*,DEN,24,WR,15,15,,6,,,,,,6,,,,,,,,,36,2.4
Deuce McAllister,NOR,30,RB,13,6,5,1,,,,,,6,,,,,,,,,36,2.8
Mewelde Moore,PIT,26,RB,16,4,5,1,,,,,,6,,,,,,,,,36,2.3
Jerious Norwood,ATL,25,RB,16,0,4,2,,,,,,6,,,,,,,,,36,2.3
Steve Smith Sr.*,CAR,29,WR,14,14,,6,,,,,,6,,,,,,,,,36,2.6
Chester Taylor,MIN,29,RB,16,1,4,2,,,,,,6,,,,,,,,,36,2.3
Martin Gramatica,NOR,33,K,5,0,,,,,,,,,,,,16,16,6,10,,34,6.8
Jerricho Cotchery,NYJ,26,WR,16,16,,5,,,,,,5,1,,,,,,,,32,2.0
Derrick Mason,BAL,34,WR,16,16,,5,,,,,,5,1,,,,,,,,32,2.0
Eddie Royal,DEN,22,WR,15,15,,5,,,,,,5,1,,,,,,,,32,2.1
John Carlson,SEA,24,TE,16,9,,5,,,,,,5,,,,,,,,,30,1.9
Chris Chambers,SDG,30,WR,14,9,,5,,,,,,5,,,,,,,,,30,2.1
Marques Colston,NOR,25,WR,11,6,,5,,,,,,5,,,,,,,,,30,2.7
Donald Driver,GNB,33,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Ryan Grant,GNB,26,RB,16,14,4,1,,,,,,5,,,,,,,,,30,1.9
BenJarvus Green-Ellis,NWE,23,RB,9,3,5,,,,,,,5,,,,,,,,,30,3.3
Marvin Harrison,IND,36,WR,15,15,,5,,,,,,5,,,,,,,,,30,2.0
Santonio Holmes,PIT,24,WR,15,15,,5,,,,,,5,,,,,,,,,30,2.0
Larry Johnson,KAN,29,RB,12,12,5,,,,,,,5,,,,,,,,,30,2.5
Donald Lee,GNB,28,TE,16,14,,5,,,,,,5,,,,,,,,,30,1.9
Muhsin Muhammad,CAR,35,WR,16,15,,5,,,,,,5,,,,,,,,,30,1.9
Greg Olsen,CHI,23,TE,16,7,,5,,,,,,5,,,,,,,,,30,1.9
Willie Parker,PIT,28,RB,11,11,5,,,,,,,5,,,,,,,,,30,2.7
Ricky Williams,MIA,31,RB,16,3,4,1,,,,,,5,,,,,,,,,30,1.9
Nick Novak,KAN,27,K,6,0,,,,,,,,,,,,7,7,6,10,,25,4.2
Donnie Avery,STL,24,WR,15,12,1,3,,,,,,4,,,,,,,,,24,1.6
Martellus Bennett,DAL,21,TE,16,7,,4,,,,,,4,,,,,,,,,24,1.5
Deion Branch,SEA,29,WR,8,8,,4,,,,,,4,,,,,,,,,24,3.0
Correll Buckhalter,PHI,30,RB,14,2,2,2,,,,,,4,,,,,,,,,24,1.7
Plaxico Burress,NYG,31,WR,10,9,,4,,,,,,4,,,,,,,,,24,2.4
Mark Clayton,BAL,26,WR,16,13,1,3,,,,,,4,,,,,,,,,24,1.5
Patrick Crayton,DAL,29,WR,16,7,,4,,,,,,4,,,,,,,,,24,1.5
Malcom Floyd,SDG,27,WR,13,2,,4,,,,,,4,,,,,,,,,24,1.8
Ted Ginn Jr.,MIA,23,WR,16,14,2,2,,,,,,4,,,,,,,,,24,1.5
Anthony Gonzalez,IND,24,WR,16,2,,4,,,,,,4,,,,,,,,,24,1.5
Daniel Graham,DEN,30,TE,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Earnest Graham,TAM,28,RB,10,10,4,,,,,,,4,,,,,,,,,24,2.4
Ike Hilliard,TAM,32,WR,16,2,,4,,,,,,4,,,,,,,,,24,1.5
T.J. Houshmandzadeh,CIN,31,WR,15,15,,4,,,,,,4,,,,,,,,,24,1.6
DeSean Jackson,PHI,22,WR,16,15,1,2,1,,,,,4,,,,,,,,,24,1.5
Chad Johnson,CIN,30,WR,13,10,,4,,,,,,4,,,,,,,,,24,1.8
Felix Jones,DAL,21,RB,6,0,3,,,1,,,,4,,,,,,,,,24,4.0
LaMont Jordan,NWE,30,RB,8,0,4,,,,,,,4,,,,,,,,,24,3.0
Jamal Lewis,CLE,29,RB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Darren McFadden,OAK,21,RB,13,5,4,,,,,,,4,,,,,,,,,24,1.8
Robert Meachem,NOR,24,WR,14,3,1,3,,,,,,4,,,,,,,,,24,1.7
Michael Pittman,DEN,33,RB,8,3,4,,,,,,,4,,,,,,,,,24,3.0
Antwaan Randle El,WAS,29,WR,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Sidney Rice,MIN,22,WR,13,3,,4,,,,,,4,,,,,,,,,24,1.8
Aaron Rodgers,GNB,25,QB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Tyler Thigpen,KAN,24,QB,14,11,3,1,,,,,,4,,,,,,,,,24,1.7
Amani Toomer,NYG,34,WR,16,12,,4,,,,,,4,,,,,,,,,24,1.5
Jerheme Urban,ARI,28,WR,16,2,,4,,,,,,4,,,,,,,,,24,1.5
Cadillac Williams,TAM,26,RB,6,1,4,,,,,,,4,,,,,,,,,24,4.0
Jason Witten*,DAL,26,TE,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Braylon Edwards,CLE,25,WR,16,16,,3,,,,,,3,2,,,,,,,,22,1.4
Lee Evans,BUF,27,WR,16,16,,3,,,,,,3,1,,,,,,,,20,1.3
Edgerrin James,ARI,30,RB,13,7,3,,,,,,,3,1,,,,,,,,20,1.5
Michael Jenkins,ATL,26,WR,16,12,,3,,,,,,3,1,,,,,,,,20,1.3
Brandon Lloyd,CHI,27,WR,11,5,,2,,,,,1,3,1,,,,,,,,20,1.8
Alex Smith,TAM,26,TE,14,12,,3,,,,,,3,1,,,,,,,,20,1.4
Wes Welker*,NWE,27,WR,16,14,,3,,,,,,3,1,,,,,,,,20,1.3
J.J. Arrington,ARI,25,RB,11,3,1,1,,1,,,,3,,,,,,,,,18,1.6
Miles Austin,DAL,24,WR,12,0,,3,,,,,,3,,,,,,,,,18,1.5
Hank Baskett,PHI,26,WR,15,6,,3,,,,,,3,,,,,,,,,18,1.2
Mark Bradley,2TM,26,WR,12,8,,3,,,,,,3,,,0,,,,,,18,1.5
Steve Breaston,ARI,25,WR,16,9,,3,,,,,,3,,,,,,,,,18,1.1
Michael Bush,OAK,24,RB,15,0,3,,,,,,,3,,,,,,,,,18,1.2
Patrick Cobbs,MIA,25,RB,16,2,1,2,,,,,,3,,,,,,,,,18,1.1
Nick Collins*,GNB,25,FS,16,16,,,,,,3,,3,,,,,,,,,18,1.1
Josh Cribbs,CLE,25,WR,15,2,1,1,,1,,,,3,,,,,,,,,18,1.2
Rashied Davis,CHI,29,WR,16,12,,2,,,1,,,3,,,,,,,,,18,1.1
Harry Douglas,ATL,24,WR,16,0,1,1,1,,,,,3,,,,,,,,,18,1.1
Trent Edwards,BUF,25,QB,14,14,3,,,,,,,3,,,,,,,,,18,1.3
Ahman Green,HOU,31,RB,8,1,3,,,,,,,3,,,,,,,,,18,2.3
Todd Heap,BAL,28,TE,16,16,,3,,,,,,3,,,,,,,,,18,1.1
Devery Henderson,NOR,26,WR,16,13,,3,,,,,,3,,,,,,,,,18,1.1
Devin Hester,CHI,26,WR,15,8,,3,,,,,,3,,,,,,,,,18,1.2
Torry Holt,STL,32,WR,16,14,,3,,,,,,3,,,,,,,,,18,1.1
Fred Jackson,BUF,27,RB,16,3,3,,,,,,,3,,,,,,,,,18,1.1
Bryant Johnson,SFO,27,WR,16,12,,3,,,,,,3,,,,,,,,,18,1.1
Dustin Keller,NYJ,24,TE,16,6,,3,,,,,,3,,,,,,,,,18,1.1
John Kuhn,GNB,26,FB,16,3,1,2,,,,,,3,,,,,,,,,18,1.1
David Martin,MIA,29,TE,16,7,,3,,,,,,3,,,,,,,,,18,1.1
Jason McKie,CHI,28,FB,11,8,2,1,,,,,,3,,,,,,,,,18,1.6
Taylor Mehlhaff,NOR,23,K,3,0,,,,,,,,,,,,9,10,3,4,,18,6.0
Heath Miller,PIT,26,TE,14,14,,3,,,,,,3,,,,,,,,,18,1.3
Josh Morgan,SFO,23,WR,12,1,,3,,,,,,3,,,,,,,,,18,1.5
Kyle Orton,CHI,26,QB,15,15,3,,,,,,,3,,,,,,,,,18,1.2
Montell Owens,JAX,24,RB,16,0,2,,,,1,,,3,,,,,,,,,18,1.1
Ed Reed*+,BAL,30,FS,16,16,,,,,1,2,,3,,,,,,,,,18,1.1
Gary Russell,PIT,22,RB,12,0,3,,,,,,,3,,,,,,,,,18,1.5
Tony Scheffler,DEN,25,TE,13,7,,3,,,,,,3,,,,,,,,,18,1.4
L.J. Smith,PHI,28,TE,13,12,,3,,,,,,3,,,,,,,,,18,1.4
Brandon Stokley,DEN,32,WR,15,2,,3,,,,,,3,,,,,,,,,18,1.2
Chansi Stuckey,NYJ,25,WR,15,2,,3,,,,,,3,,,,,,,,,18,1.2
Nate Washington,PIT,25,WR,16,1,,3,,,,,,3,,,,,,,,,18,1.1
Reggie Williams,JAX,25,WR,16,11,,3,,,,,,3,,,,,,,,,18,1.1
Kellen Winslow,CLE,25,TE,10,8,,3,,,,,,3,,,,,,,,,18,1.8
Jay Cutler*,DEN,25,QB,16,16,2,,,,,,,2,1,,,,,,,,14,0.9
Jabar Gaffney,NWE,28,WR,16,7,,2,,,,,,2,1,,,,,,,,14,0.9
Ahmard Hall,TEN,29,FB,16,11,,2,,,,,,2,1,,,,,,,,14,0.9
Domenik Hixon,NYG,24,WR,16,7,,2,,,,,,2,1,,,,,,,,14,0.9
David Anderson,HOU,25,WR,16,1,,2,,,,,,2,,,,,,,,,12,0.8
B.J. Askew,TAM,28,FB,10,4,2,,,,,,,2,,,,,,,,,12,1.2
Jason Avant,PHI,25,WR,15,6,,2,,,,,,2,,,,,,,,,12,0.8
Jordan Babineaux,SEA,26,DB,14,1,,,,,1,1,,2,,,,,,,,,12,0.9
Tatum Bell,DEN,27,RB,7,3,2,,,,,,,2,,,,,,,,,12,1.7
Cedric Benson,CIN,26,RB,12,10,2,,,,,,,2,,,,,,,,,12,1.0
Will Blackmon,GNB,24,DB,16,1,,,2,,,,,2,,,,,,,,,12,0.8
Marty Booker,CHI,32,WR,13,5,,2,,,,,,2,,,,,,,,,12,0.9
Ahmad Bradshaw,NYG,22,RB,15,0,1,1,,,,,,2,,,,,,,,,12,0.8
Greg Camarillo,MIA,26,WR,11,11,,2,,,,,,2,,,,,,,,,12,1.1
Mark Campbell,NOR,33,TE,9,4,,2,,,,,,2,,,,,,,,,12,1.3
Matt Cassel,NWE,26,QB,16,15,2,,,,,,,2,,,,,,,,,12,0.8
Tashard Choice,DAL,24,RB,16,3,2,,,,,,,2,,,,,,,,,12,0.8
Ronald Curry,OAK,29,WR,13,10,,2,,,,,,2,,,,,,,,,12,0.9
Kevin Curtis,PHI,30,WR,9,8,,2,,,,,,2,,,,,,,,,12,1.3
Owen Daniels*,HOU,26,TE,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Vernon Davis,SFO,24,TE,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Jake Delhomme,CAR,33,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Warrick Dunn,TAM,33,RB,15,6,2,,,,,,,2,,,,,,,,,12,0.8
Ryan Fitzpatrick,CIN,26,QB,13,12,2,,,,,,,2,,,,,,,,,12,0.9
Joe Flacco,BAL,23,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
DeShaun Foster,SFO,28,RB,16,2,1,1,,,,,,2,,,,,,,,,12,0.8
David Garrard,JAX,30,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Jabari Greer,BUF,26,RCB,10,10,,,,,,2,,2,,,,,,,,,12,1.2
Rex Grossman,CHI,28,QB,4,1,2,,,,,,,2,,,,,,,,,12,3.0
James Hardy,BUF,23,WR,14,3,,2,,,,,,2,,,,,,,,,12,0.9
Jerome Harrison,CLE,25,RB,15,0,1,1,,,,,,2,,,,,,,,,12,0.8
Chris Henry,CIN,25,WR,12,1,,2,,,,,,2,,,,,,,,,12,1.0
Jacob Hester,SDG,23,RB,16,3,1,1,,,,,,2,,,,,,,,,12,0.8
Jason Hill,SFO,23,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Shaun Hill,SFO,28,QB,9,8,2,,,,,,,2,,,,,,,,,12,1.3
Darcy Johnson,NYG,25,TE,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Rudi Johnson,DET,29,RB,14,4,1,1,,,,,,2,,,,,,,,,12,0.9
Stevie Johnson,BUF,22,WR,11,1,,2,,,,,,2,,,,,,,,,12,1.1
Jacoby Jones,HOU,24,WR,16,0,,,2,,,,,2,,,,,,,,,12,0.8
Julius Jones,SEA,27,RB,15,10,2,,,,,,,2,,,,,,,,,12,0.8
Matt Jones,JAX,25,WR,12,10,,2,,,,,,2,,,,,,,,,12,1.0
Mike Karney,NOR,27,FB,12,8,2,,,,,,,2,,,,,,,,,12,1.0
Maurice Leggett,KAN,22,DB,12,3,,,,,1,1,,2,,,,,,,,,12,1.0
Ashley Lelie,OAK,28,WR,13,6,,2,,,,,,2,,,,,,,,,12,0.9
Marcedes Lewis,JAX,24,TE,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Dane Looker,STL,32,WR,13,6,,2,,,,,,2,,,,,,,,,12,0.9
J.P. Losman,BUF,27,QB,5,2,2,,,,,,,2,,,,,,,,,12,2.4
Brandon Manumaleuna,SDG,28,TE,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Rashean Mathis,JAX,28,LCB,12,12,,,,,,2,,2,,,,,,,,,12,1.0
Leodis McKelvin,BUF,23,RCB,16,6,,,,1,,1,,2,,,,,,,,,12,0.8
Donovan McNabb,PHI,32,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Justin Miller,2TM,24,DB,8,0,,,,2,,,,2,,,0,,,,,,12,1.5
Maurice Morris,SEA,29,RB,13,6,,2,,,,,,2,,,,,,,,,12,0.9
Sinorice Moss,NYG,25,WR,10,0,,2,,,,,,2,,,,,,,,,12,1.2
Jordy Nelson,GNB,23,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Dennis Northcutt,JAX,31,WR,14,3,,2,,,,,,2,,,,,,,,,12,0.9
Roscoe Parrish,BUF,26,WR,13,1,,1,1,,,,,2,,,,,,,,,12,0.9
Justin Peelle,ATL,29,TE,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Chris Perry,CIN,27,RB,13,6,2,,,,,,,2,,,,,,,,,12,0.9
Koren Robinson,SEA,28,WR,12,12,,2,,,,,,2,,,,,,,,,12,1.0
Ben Roethlisberger,PIT,26,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Allen Rossum,SFO,33,DB,13,1,1,,,1,,,,2,,,,,,,,,12,0.9
Bo Scaife,TEN,27,TE,16,7,,2,,,,,,2,,,,,,,,,12,0.8
Matt Schaub,HOU,27,QB,11,11,2,,,,,,,2,,,,,,,,,12,1.1
Chaz Schilens,OAK,23,WR,16,6,,2,,,,,,2,,,,,,,,,12,0.8
Clifton Smith*,TAM,23,RB,9,0,,,1,1,,,,2,,,,,,,,,12,1.3
Jerramy Stevens,TAM,29,TE,14,3,,2,,,,,,2,,,,,,,,,12,0.9
Terrell Suggs*,BAL,26,ROLB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Bobby Wade,MIN,27,WR,16,14,,2,,,,,,2,,,,,,,,,12,0.8
Derrick Ward,NYG,28,RB,16,3,2,,,,,,,2,,,,,,,,,12,0.8
Ben Watson,NWE,28,TE,14,9,,2,,,,,,2,,,,,,,,,12,0.9
Leonard Weaver,SEA,26,FB,14,7,,2,,,,,,2,,,,,,,,,12,0.9
Daniel Wilcox,BAL,31,TE,13,1,,2,,,,,,2,,,,,,,,,12,0.9
Roy Williams,2TM,27,WR,15,11,,2,,,,,,2,,,0,,,,,,12,0.8
Antoine Winfield*,MIN,31,LCB,16,16,,,,,1,,1,2,,,,,,,,,12,0.8
Charles Woodson*,GNB,32,LCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Casey Fitzsimmons,DET,28,TE,14,1,,1,,,,,,1,1,,,,,,,,8,0.6
Ruvell Martin,GNB,26,WR,13,1,,1,,,,,,1,1,,,,,,,,8,0.6
Gaines Adams,TAM,25,RDE,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Will Allen,MIA,30,LCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Deon Anderson,DAL,25,FB,14,5,,1,,,,,,1,,,,,,,,,6,0.4
O.J. Atogwe,STL,27,FS,16,16,,,,,1,,,1,,,,,,,,,6,0.4
Dave Ball,TEN,27,DE,15,3,,,,,,1,,1,,,,,,,,,6,0.4
Ronde Barber*,TAM,33,RCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
David Barrett,NYJ,31,DB,11,1,,,,,,1,,1,,,,,,,,,6,0.5
Monty Beisel,ARI,30,LB,16,0,,,,,,,1,1,,,,,,,,,6,0.4
Mike Bell,NOR,25,RB,4,0,1,,,,,,,1,,,,,,,,,6,1.5
Davone Bess,MIA,23,WR,16,6,,1,,,,,,1,,,,,,,,,6,0.4
Ladell Betts,WAS,29,RB,13,0,1,,,,,,,1,,,,,,,,,6,0.5
Justin Blalock,ATL,25,LG,16,16,,,,,1,,,1,,,,,,,,,6,0.4
Zackary Bowman,CHI,24,DB,1,0,,,,,1,,,1,,,,,,,,,6,6.0
Gary Brackett,IND,28,MLB,12,12,,,,,1,,,1,,,,,,,,,6,0.5
Lance Briggs*,CHI,28,RLB,16,16,,,,,1,,,1,,,,,,,,,6,0.4
Reggie Brown,PHI,27,WR,10,3,,1,,,,,,1,,,,,,,,,6,0.6
Phillip Buchanon,TAM,28,LCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Daniel Bullocks,DET,25,SS,16,15,,,,,1,,,1,,,,,,,,,6,0.4
Keith Bulluck,TEN,31,RLB,16,16,,,,,,,1,1,,,,,,,,,6,0.4
Michael Bumpus,SEA,23,WR,4,1,,1,,,,,,1,,,,,,,,,6,1.5
Nate Burleson,SEA,27,WR,1,1,,1,,,,,,1,,,,,,,,,6,6.0
Keenan Burton,STL,24,WR,13,1,,1,,,,,,1,,,,,,,,,6,0.5
Jason Campbell,WAS,27,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Tyrone Carter,PIT,32,DB,16,2,,,,,,1,,1,,,,,,,,,6,0.4
Antoine Cason,SDG,22,DB,16,3,,,,,,1,,1,,,,,,,,,6,0.4
Brent Celek,PHI,23,TE,16,7,,1,,,,,,1,,,,,,,,,6,0.4
Jamaal Charles,KAN,22,RB,16,2,,1,,,,,,1,,,,,,,,,6,0.4
Desmond Clark,CHI,31,TE,16,16,,1,,,,,,1,,,,,,,,,6,0.4
Michael Clayton,TAM,26,WR,15,9,,1,,,,,,1,,,,,,,,,6,0.4
Nate Clements,SFO,29,LCB,15,15,,,,,,,1,1,,,,,,,,,6,0.4
Chris Clemons,PHI,27,DE,16,0,,,,,1,,,1,,,,,,,,,6,0.4
