Player,Age,Team,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
Andre Roberts,33,2TM,16,0,3,19,0,0,100.0,9,6.3,1.2,0.2,3,AP-2
Andre Roberts,33,HOU,6,0,0,0,0,0,,,,0.0,0.0,2,
Andre Roberts,33,LAC,10,0,3,19,0,0,100.0,9,6.3,1.9,0.3,1,
Henry Ruggs III,22,LVR,7,7,3,16,0,0,100.0,7,5.3,2.3,0.4,0,
JuJu Smith-Schuster,25,PIT,5,5,3,9,1,1,33.3,3,3.0,1.8,0.6,0,
Equanimeous St. Brown,25,GNB,13,2,3,14,0,2,66.7,13,4.7,1.1,0.2,0,
Johnny Stanton,27,CLE,4,0,3,5,0,2,66.7,3,1.7,1.3,0.8,0,
Chris Streveler,26,ARI,2,0,3,6,0,0,0.0,4,2.0,3.0,1.5,1,
Kadarius Toney,22,NYG,10,4,3,6,0,0,0.0,7,2.0,0.6,0.3,0,
Tommy Tremble,21,CAR,16,11,3,11,1,1,66.7,7,3.7,0.7,0.2,0,
Trenton Cannon,27,2TM,12,0,3,4,0,0,33.3,3,1.3,0.3,0.3,1,
Trenton Cannon,27,BAL,1,0,2,5,0,0,50.0,3,2.5,5.0,2.0,0,
Trenton Cannon,27,SFO,11,0,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,1,
Kyle Allen,25,WAS,2,0,2,11,0,1,50.0,11,5.5,5.5,1.0,1,
Cameron Batson,26,TEN,4,0,2,15,0,1,100.0,11,7.5,3.8,0.5,0,
Odell Beckham Jr.,29,2TM,14,13,2,14,0,1,50.0,10,7.0,1.0,0.1,0,
Odell Beckham Jr.,29,CLE,6,6,2,14,0,1,50.0,10,7.0,2.3,0.3,0,
Odell Beckham Jr.,29,LAR,8,7,0,0,0,0,,,,0.0,0.0,0,
Kurt Benkert,26,GNB,1,0,2,-1,0,0,0.0,,-0.5,-1.0,2.0,0,
Tyler Boyd,27,CIN,16,10,2,22,0,1,100.0,14,11.0,1.4,0.1,1,
Tim Boyle,27,DET,5,3,2,13,0,1,50.0,14,6.5,2.6,0.4,1,
A.J. Brown,24,TEN,13,13,2,10,0,1,50.0,7,5.0,0.8,0.2,0,
Brandin Cooks,28,HOU,16,16,2,21,0,1,100.0,16,10.5,1.3,0.1,0,
Chase Daniel,35,LAC,1,0,2,-2,0,0,0.0,-1,-1.0,-2.0,2.0,0,
Darrynton Evans,23,TEN,1,0,2,7,0,0,0.0,5,3.5,7.0,2.0,0,
Joe Flacco,36,NYJ,2,1,2,3,0,1,50.0,2,1.5,1.5,1.0,1,
Jake Funk,23,LAR,10,0,2,5,0,0,50.0,6,2.5,0.5,0.2,0,
Marquise Goodwin,31,CHI,14,2,2,-1,0,0,0.0,1,-0.5,-0.1,0.1,1,
Alec Ingold,25,LVR,9,3,2,1,0,1,50.0,1,0.5,0.1,0.2,0,
Andy Janovich,28,CLE,13,3,2,0,1,1,50.0,,0.0,0.0,0.2,0,
Van Jefferson,25,LAR,17,17,2,20,0,1,100.0,10,10.0,1.2,0.1,0,
Jerry Jeudy,22,DEN,10,5,2,3,0,0,0.0,3,1.5,0.3,0.2,1,
Marcus Johnson,27,TEN,7,3,2,-2,0,1,50.0,5,-1.0,-0.3,0.3,0,
Zay Jones,26,LVR,17,9,2,3,0,0,50.0,4,1.5,0.2,0.1,1,
Travis Kelce,32,KAN,16,16,2,3,1,1,50.0,4,1.5,0.2,0.1,1,"PB,AP-2"
John Kelly,25,CLE,4,0,2,13,0,1,50.0,11,6.5,3.3,0.5,0,
Dallin Leavitt,27,LVR,16,1,2,6,0,2,100.0,4,3.0,0.4,0.1,0,
Tyler Lockett,29,SEA,16,16,2,9,0,0,50.0,7,4.5,0.6,0.1,0,
Sean Mannion,29,MIN,1,1,2,14,0,2,100.0,11,7.0,14.0,2.0,0,
Ray-Ray McCloud,25,PIT,16,5,2,15,0,0,100.0,10,7.5,0.9,0.1,4,
Scott Miller,24,TAM,9,0,2,43,1,2,100.0,33,21.5,4.8,0.2,0,
Raheem Mostert,29,SFO,1,1,2,20,0,1,100.0,11,10.0,20.0,2.0,0,
Zach Pascal,27,IND,16,13,2,21,0,0,100.0,12,10.5,1.3,0.1,1,
Jacques Patrick,24,SFO,2,0,2,12,0,1,100.0,8,6.0,6.0,1.0,0,
Nathan Peterman,27,LVR,1,0,2,2,0,1,50.0,1,1.0,2.0,2.0,0,
Patrick Ricard,27,BAL,13,11,2,4,0,2,100.0,2,2.0,0.3,0.2,0,PB
Emmanuel Sanders,34,BUF,14,13,2,31,0,2,100.0,24,15.5,2.2,0.1,0,
Durham Smythe,26,MIA,17,12,2,3,0,2,100.0,2,1.5,0.2,0.1,0,
Jaylen Waddle,23,MIA,16,16,2,3,1,1,50.0,2,1.5,0.2,0.1,2,
James Washington,25,PIT,15,2,2,13,0,0,50.0,12,6.5,0.9,0.1,0,
Davis Webb,26,BUF,1,0,2,-3,0,0,0.0,-1,-1.5,-3.0,2.0,0,
Cedrick Wilson Jr.,26,DAL,16,4,2,11,0,1,50.0,6,5.5,0.7,0.1,3,
John Wolford,26,LAR,3,0,2,-1,0,0,0.0,,-0.5,-0.3,0.7,0,
Jordan Akins,29,HOU,13,3,1,3,0,1,100.0,3,3.0,0.2,0.1,2,
Mark Andrews,26,BAL,17,9,1,0,0,0,0.0,,0.0,0.0,0.1,1,"PB,AP-1"
Alex Bachman,25,NYG,3,0,1,-3,0,0,0.0,-3,-3.0,-1.0,0.3,0,
C.J. Beathard,28,JAX,2,0,1,2,0,0,0.0,2,2.0,1.0,0.5,0,
David Blough,26,DET,1,0,1,6,0,0,100.0,6,6.0,6.0,1.0,1,
C.J. Board,28,NYG,6,1,1,6,0,0,100.0,6,6.0,1.0,0.2,0,
Reggie Bonnafon,25,CAR,4,0,1,4,0,0,100.0,4,4.0,1.0,0.3,0,
Gary Brightwell,22,NYG,13,0,1,4,0,0,100.0,4,4.0,0.3,0.1,0,
Antonio Brown,33,TAM,7,3,1,6,0,0,100.0,6,6.0,0.9,0.1,0,
Dyami Brown,22,WAS,15,6,1,-4,0,0,0.0,-4,-4.0,-0.3,0.1,0,
Marquise Brown,24,BAL,16,16,1,5,0,1,100.0,5,5.0,0.3,0.1,3,
Sean Chandler,25,CAR,15,7,1,14,0,1,100.0,14,14.0,0.9,0.1,0,
Randall Cobb,31,GNB,12,3,1,1,0,0,0.0,1,1.0,0.1,0.1,1,
Chris Conley,29,HOU,16,10,1,3,0,1,100.0,3,3.0,0.2,0.1,1,
Pharoh Cooper,26,NYG,8,0,1,3,0,0,0.0,3,3.0,0.4,0.1,0,
Nathan Cottrell,25,JAX,4,0,1,3,0,0,0.0,3,3.0,0.8,0.3,0,
Jaelon Darden,22,TAM,9,0,1,11,0,1,100.0,11,11.0,1.2,0.1,0,
Phillip Dorsett,28,3TM,6,0,1,0,0,0,0.0,,0.0,0.0,0.2,0,
Phillip Dorsett,28,JAX,1,0,0,0,0,0,,,,0.0,0.0,0,
Phillip Dorsett,28,SEA,2,0,0,0,0,0,,,,0.0,0.0,0,
Phillip Dorsett,28,HOU,3,0,1,0,0,0,0.0,,0.0,0.0,0.3,0,
Greg Dortch,23,ARI,5,2,1,24,0,1,100.0,24,24.0,4.8,0.2,0,
Eric Ebron,28,PIT,8,3,1,1,1,1,100.0,1,1.0,0.1,0.1,0,
Bryan Edwards,23,LVR,16,12,1,0,0,0,0.0,,0.0,0.0,0.1,1,
Evan Engram,27,NYG,15,12,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,1,
Zach Ertz,31,2TM,17,14,1,4,0,0,100.0,4,4.0,0.2,0.1,0,
Zach Ertz,31,PHI,6,3,0,0,0,0,,,,0.0,0.0,0,
Zach Ertz,31,ARI,11,11,1,4,0,0,100.0,4,4.0,0.4,0.1,0,
Mike Evans,28,TAM,16,16,1,10,0,1,100.0,10,10.0,0.6,0.1,0,PB
Clayton Fejedelem,28,MIA,17,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,
Maurice Ffrench,23,LAC,3,0,1,3,0,0,0.0,3,3.0,1.0,0.3,0,
Ryan Fitzpatrick,39,WAS,1,1,1,2,0,0,0.0,2,2.0,2.0,1.0,1,
Jamie Gillan,24,CLE,12,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,
Cyril Grayson,28,TAM,5,3,1,14,0,1,100.0,14,14.0,2.8,0.2,0,
Johnny Hekker,31,LAR,17,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,
DeSean Jackson,35,2TM,16,4,1,4,0,0,100.0,4,4.0,0.3,0.1,1,
DeSean Jackson,35,LAR,7,0,0,0,0,0,,,,0.0,0.0,0,
DeSean Jackson,35,LVR,9,4,1,4,0,0,100.0,4,4.0,0.4,0.1,1,
Christian Kirk,25,ARI,17,11,1,11,0,1,100.0,11,11.0,0.6,0.1,0,
Cole Kmet,22,CHI,17,17,1,0,0,0,0.0,,0.0,0.0,0.1,0,
Patrick Laird,26,MIA,6,0,1,4,0,0,100.0,4,4.0,0.7,0.2,0,
Andy Lee,39,ARI,16,0,1,0,0,0,0.0,,0.0,0.0,0.1,3,
Braden Mann,24,NYJ,10,0,1,4,0,0,0.0,4,4.0,0.4,0.1,0,
Nate McCrary,22,BAL,1,0,1,-1,0,0,0.0,-1,-1.0,-1.0,1.0,0,
Terry McLaurin,26,WAS,17,17,1,12,0,1,100.0,12,12.0,0.7,0.1,0,
D.K. Metcalf,24,SEA,17,17,1,6,0,0,100.0,6,6.0,0.4,0.1,1,
Jakobi Meyers,25,NWE,17,16,1,9,0,0,100.0,9,9.0,0.5,0.1,1,
Dax Milne,22,WAS,13,1,1,1,0,0,0.0,1,1.0,0.1,0.1,1,
C.J. Moore,26,DET,17,1,1,28,0,1,100.0,28,28.0,1.6,0.1,0,
Stanley Morgan Jr.,25,CIN,17,1,1,3,0,0,100.0,3,3.0,0.2,0.1,0,
Ryan Nall,26,CHI,9,0,1,4,0,0,100.0,4,4.0,0.4,0.1,0,
David Njoku,25,CLE,16,11,1,1,0,0,0.0,1,1.0,0.1,0.1,0,
Gunner Olszewski,25,NWE,16,0,1,9,0,0,100.0,9,9.0,0.6,0.1,3,
K.J. Osborn,24,MIN,17,9,1,10,0,1,100.0,10,10.0,0.6,0.1,0,
Devine Ozigbo,25,NOR,2,0,1,-3,0,0,0.0,-3,-3.0,-1.5,0.5,0,
Michael Palardy,29,MIA,17,0,1,1,0,0,0.0,1,1.0,0.1,0.1,0,
Josh Palmer,22,LAC,17,5,1,6,0,0,100.0,6,6.0,0.4,0.1,0,
Breshad Perriman,28,TAM,6,0,1,-3,0,0,0.0,-3,-3.0,-0.5,0.2,0,
Trey Ragas,25,LVR,1,0,1,9,0,1,100.0,9,9.0,9.0,1.0,0,
Amari Rodgers,22,GNB,16,1,1,11,0,1,100.0,11,11.0,0.7,0.1,2,
Chester Rogers,27,TEN,16,2,1,9,0,0,100.0,9,9.0,0.6,0.1,4,
John Ross,26,NYG,10,1,1,16,0,1,100.0,16,16.0,1.6,0.1,1,
Sterling Shepard,28,NYG,7,6,1,-9,0,0,0.0,-9,-9.0,-1.3,0.1,0,
Cam Sims,25,WAS,14,3,1,7,0,0,100.0,7,7.0,0.5,0.1,0,
Darius Slayton,24,NYG,13,5,1,-13,0,0,0.0,-13,-13.0,-1.0,0.1,1,
Ito Smith,26,DAL,1,0,1,4,1,1,100.0,4,4.0,4.0,1.0,0,
Jeff Smith,24,NYJ,12,3,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,0,
Shi Smith,23,CAR,6,0,1,-3,0,0,0.0,-3,-3.0,-0.5,0.2,0,
Tremon Smith,25,HOU,17,2,1,7,0,0,100.0,7,7.0,0.4,0.1,0,
Kenny Stills,29,NOR,13,4,1,1,0,0,0.0,1,1.0,0.1,0.1,0,
Adam Thielen,31,MIN,13,13,1,2,0,0,0.0,2,2.0,0.2,0.1,1,
Quez Watkins,23,PHI,17,12,1,3,0,0,0.0,3,3.0,0.2,0.1,0,
Derek Watt,29,PIT,17,4,1,1,0,1,100.0,1,1.0,0.1,0.1,0,
Preston Williams,24,MIA,8,3,1,7,0,0,100.0,7,7.0,0.9,0.1,0,
Andrew Wingard,25,JAX,15,15,1,4,0,1,100.0,4,4.0,0.3,0.1,0,
Olamide Zaccheaus,24,ATL,17,8,1,2,0,1,100.0,2,2.0,0.1,0.1,0,
Davante Adams,29,GNB,16,16,0,0,0,0,,,,0.0,0.0,0,"PB,AP-1"
Rodney Adams,27,CHI,1,0,0,0,0,0,,,,0.0,0.0,0,
Mo Alie-Cox,28,IND,17,7,0,0,0,0,,,,0.0,0.0,1,
Keenan Allen,29,LAC,16,16,0,0,0,0,,,,0.0,0.0,1,PB
Geronimo Allison,27,DET,3,1,0,0,0,0,,,,0.0,0.0,0,
Danny Amendola,36,HOU,8,0,0,0,0,0,,,,0.0,0.0,1,
Stephen Anderson,28,LAC,17,4,0,0,0,0,,,,0.0,0.0,0,
JJ Arcega-Whiteside,24,PHI,16,2,0,0,0,0,,,,0.0,0.0,0,
Dan Arnold,26,2TM,11,4,0,0,0,0,,,,0.0,0.0,1,
Dan Arnold,26,CAR,3,1,0,0,0,0,,,,0.0,0.0,0,
Dan Arnold,26,JAX,8,3,0,0,0,0,,,,0.0,0.0,1,
Antony Auclair,28,HOU,16,13,0,0,0,0,,,,0.0,0.0,0,
Rashod Bateman,22,BAL,12,4,0,0,0,0,,,,0.0,0.0,0,
John Bates,24,WAS,17,8,0,0,0,0,,,,0.0,0.0,1,
Nick Bawden,25,NYJ,9,1,0,0,0,0,,,,0.0,0.0,0,
Cole Beasley,32,BUF,16,8,0,0,0,0,,,,0.0,0.0,1,
Nick Bellore,32,SEA,17,0,0,0,0,0,,,,0.0,0.0,0,
Travis Benjamin,32,SFO,10,0,0,0,0,0,,,,0.0,0.0,1,
Trinity Benson,24,DET,8,2,0,0,0,0,,,,0.0,0.0,0,
Tarik Black,23,NYJ,1,0,0,0,0,0,,,,0.0,0.0,0,
Christian Blake,25,ATL,16,0,0,0,0,0,,,,0.0,0.0,0,
Kendall Blanton,26,LAR,11,2,0,0,0,0,,,,0.0,0.0,1,
Miles Boykin,25,BAL,8,0,0,0,0,0,,,,0.0,0.0,0,
Nick Boyle,28,BAL,5,3,0,0,0,0,,,,0.0,0.0,0,
Garrett Bradbury,26,MIN,13,13,0,0,0,0,,,,0.0,0.0,0,
Ja'Marcus Bradley,25,CLE,5,0,0,0,0,0,,,,0.0,0.0,0,
Darius Bradwell,24,LAC,2,0,0,0,0,0,,,,0.0,0.0,0,
Cameron Brate,30,TAM,17,3,0,0,0,0,,,,0.0,0.0,0,
Daniel Brown,29,NYJ,12,0,0,0,0,0,,,,0.0,0.0,0,
John Brown,31,2TM,4,0,0,0,0,0,,,,0.0,0.0,0,
John Brown,31,DEN,2,0,0,0,0,0,,,,0.0,0.0,0,
John Brown,31,JAX,2,0,0,0,0,0,,,,0.0,0.0,0,
Noah Brown,25,DAL,13,1,0,0,0,0,,,,0.0,0.0,0,
Pharaoh Brown,27,HOU,15,12,0,0,0,0,,,,0.0,0.0,1,
Harrison Bryant,23,CLE,16,3,0,0,0,0,,,,0.0,0.0,0,
Damiere Byrd,28,CHI,17,4,0,0,0,0,,,,0.0,0.0,1,
Marquez Callaway,23,NOR,17,11,0,0,0,0,,,,0.0,0.0,0,
Parris Campbell,24,IND,6,3,0,0,0,0,,,,0.0,0.0,0,
Tevaughn Campbell,28,LAC,16,7,0,0,0,0,,,,0.0,0.0,0,
Derek Carrier,31,LVR,5,1,0,0,0,0,,,,0.0,0.0,0,
Cethan Carter,26,MIA,16,1,0,0,0,0,,,,0.0,0.0,0,
Quintez Cephus,23,DET,5,3,0,0,0,0,,,,0.0,0.0,0,
DJ Chark,25,JAX,4,4,0,0,0,0,,,,0.0,0.0,0,
Tyrie Cleveland,24,DEN,7,0,0,0,0,0,,,,0.0,0.0,0,
Keelan Cole,28,NYJ,15,11,0,0,0,0,,,,0.0,0.0,0,
Nico Collins,22,HOU,14,8,0,0,0,0,,,,0.0,0.0,0,
Tyler Conklin,26,MIN,17,15,0,0,0,0,,,,0.0,0.0,1,
Jared Cook,34,LAC,16,10,0,0,0,0,,,,0.0,0.0,0,
Amari Cooper,27,DAL,15,14,0,0,0,0,,,,0.0,0.0,1,
Isaiah Coulter,23,CHI,3,0,0,0,0,0,,,,0.0,0.0,0,
Keke Coutee,24,IND,2,0,0,0,0,0,,,,0.0,0.0,0,
Keion Crossen,25,NYG,16,0,0,0,0,0,,,,0.0,0.0,0,
Jamison Crowder,28,NYJ,12,4,0,0,0,0,,,,0.0,0.0,1,
Dominique Dafney,24,GNB,10,2,0,0,0,0,,,,0.0,0.0,0,
Darrell Daniels,27,ARI,15,4,0,0,0,0,,,,0.0,0.0,0,
Frank Darby,24,ATL,10,0,0,0,0,0,,,,0.0,0.0,0,
Corey Davis,26,NYJ,9,9,0,0,0,0,,,,0.0,0.0,2,
Davion Davis,25,HOU,2,1,0,0,0,0,,,,0.0,0.0,0,
Gabriel Davis,22,BUF,16,4,0,0,0,0,,,,0.0,0.0,0,
Tyler Davis,24,GNB,14,0,0,0,0,0,,,,0.0,0.0,0,
Dion Dawkins,27,BUF,16,15,0,0,0,0,,,,0.0,0.0,0,PB
Taylor Decker,27,DET,9,9,0,0,0,0,,,,0.0,0.0,0,
Josiah Deguara,24,GNB,16,2,0,0,0,0,,,,0.0,0.0,0,
Stefon Diggs,28,BUF,17,17,0,0,0,0,,,,0.0,0.0,1,PB
Will Dissly,25,SEA,15,14,0,0,0,0,,,,0.0,0.0,1,
Jack Doyle,31,IND,17,14,0,0,0,0,,,,0.0,0.0,0,
Ross Dwelley,26,SFO,17,2,0,0,0,0,,,,0.0,0.0,0,
Ben Ellefson,25,MIN,5,0,0,0,0,0,,,,0.0,0.0,0,
Alex Erickson,29,CAR,17,0,0,0,0,0,,,,0.0,0.0,0,
Noah Fant,24,DEN,16,16,0,0,0,0,,,,0.0,0.0,0,
Luke Farrell,24,JAX,15,4,0,0,0,0,,,,0.0,0.0,1,
Darren Fells,35,DET,7,5,0,0,0,0,,,,0.0,0.0,0,
Anthony Firkser,26,TEN,15,1,0,0,0,0,,,,0.0,0.0,2,
Dez Fitzpatrick,24,TEN,4,0,0,0,0,0,,,,0.0,0.0,0,
Isaiah Ford,25,MIA,13,2,0,0,0,0,,,,0.0,0.0,0,
Jody Fortson,26,KAN,6,0,0,0,0,0,,,,0.0,0.0,0,
Pat Freiermuth,23,PIT,16,9,0,0,0,0,,,,0.0,0.0,1,
Will Fuller,27,MIA,2,0,0,0,0,0,,,,0.0,0.0,0,
Russell Gage,25,ATL,14,9,0,0,0,0,,,,0.0,0.0,2,
Michael Gallup,25,DAL,9,8,0,0,0,0,,,,0.0,0.0,0,
Zach Gentry,25,PIT,17,12,0,0,0,0,,,,0.0,0.0,0,
Mike Gesicki,26,MIA,17,9,0,0,0,0,,,,0.0,0.0,0,
Dallas Goedert,26,PHI,15,14,0,0,0,0,,,,0.0,0.0,1,
Kenny Golladay,28,NYG,14,14,0,0,0,0,,,,0.0,0.0,0,
Josh Gordon,30,KAN,12,7,0,0,0,0,,,,0.0,0.0,0,
Jimmy Graham,35,CHI,15,6,0,0,0,0,,,,0.0,0.0,0,
Kylen Granson,23,IND,17,0,0,0,0,0,,,,0.0,0.0,0,
Noah Gray,22,KAN,16,1,0,0,0,0,,,,0.0,0.0,0,
A.J. Green,33,ARI,16,9,0,0,0,0,,,,0.0,0.0,0,
Garrett Griffin,27,NOR,13,6,0,0,0,0,,,,0.0,0.0,1,
Ryan Griffin,31,NYJ,14,12,0,0,0,0,,,,0.0,0.0,1,
Rob Gronkowski,32,TAM,12,12,0,0,0,0,,,,0.0,0.0,0,
Marvin Hall,28,ATL,2,0,0,0,0,0,,,,0.0,0.0,0,
KJ Hamler,22,DEN,3,2,0,0,0,0,,,,0.0,0.0,0,
Demetrius Harris,30,ARI,14,4,0,0,0,0,,,,0.0,0.0,0,
N'Keal Harry,24,NWE,12,4,0,0,0,0,,,,0.0,0.0,1,
Penny Hart,25,SEA,17,0,0,0,0,0,,,,0.0,0.0,0,
Daniel Helm,26,LVR,9,1,0,0,0,0,,,,0.0,0.0,0,
Hunter Henry,27,NWE,17,10,0,0,0,0,,,,0.0,0.0,0,
Chris Herndon,25,MIN,16,5,0,0,0,0,,,,0.0,0.0,0,
Parker Hesse,26,ATL,8,1,0,0,0,0,,,,0.0,0.0,0,
Tyler Higbee,28,LAR,15,15,0,0,0,0,,,,0.0,0.0,1,
Rashard Higgins,27,CLE,15,4,0,0,0,0,,,,0.0,0.0,0,
Tee Higgins,22,CIN,14,14,0,0,0,0,,,,0.0,0.0,1,
K.J. Hill,24,LAC,6,0,0,0,0,0,,,,0.0,0.0,0,
T.Y. Hilton,32,IND,10,9,0,0,0,0,,,,0.0,0.0,0,
Kendall Hinton,24,DEN,16,1,0,0,0,0,,,,0.0,0.0,0,
T.J. Hockenson,24,DET,12,12,0,0,0,0,,,,0.0,0.0,0,
KhaDarel Hodge,26,DET,16,1,0,0,0,0,,,,0.0,0.0,0,
Chris Hogan,34,NOR,5,1,0,0,0,0,,,,0.0,0.0,0,
Mack Hollins,28,MIA,17,3,0,0,0,0,,,,0.0,0.0,0,
Cody Hollister,28,TEN,3,1,0,0,0,0,,,,0.0,0.0,0,
Jacob Hollister,28,JAX,7,2,0,0,0,0,,,,0.0,0.0,0,
Amani Hooker,23,TEN,12,12,0,0,0,0,,,,0.0,0.0,0,
Austin Hooper,27,CLE,16,16,0,0,0,0,,,,0.0,0.0,0,
Brycen Hopkins,24,LAR,5,0,0,0,0,0,,,,0.0,0.0,0,
DeAndre Hopkins,29,ARI,10,10,0,0,0,0,,,,0.0,0.0,0,
Jesper Horsted,24,CHI,7,0,0,0,0,0,,,,0.0,0.0,0,
O.J. Howard,27,TAM,17,9,0,0,0,0,,,,0.0,0.0,0,
Tommy Hudson,24,TEN,5,0,0,0,0,0,,,,0.0,0.0,0,
Lil'Jordan Humphrey,23,NOR,10,4,0,0,0,0,,,,0.0,0.0,0,
Adam Humphries,28,WAS,17,11,0,0,0,0,,,,0.0,0.0,0,
Hayden Hurst,28,ATL,13,5,0,0,0,0,,,,0.0,0.0,3,
Trenton Irwin,26,CIN,7,0,0,0,0,0,,,,0.0,0.0,0,
Andy Isabella,25,ARI,8,0,0,0,0,0,,,,0.0,0.0,0,
Tyree Jackson,24,PHI,9,3,0,0,0,0,,,,0.0,0.0,0,
Jesse James,27,CHI,14,9,0,0,0,0,,,,0.0,0.0,0,
Blake Jarwin,27,DAL,8,5,0,0,0,0,,,,0.0,0.0,0,
Jauan Jennings,24,SFO,16,1,0,0,0,0,,,,0.0,0.0,1,
Collin Johnson,24,NYG,12,1,0,0,0,0,,,,0.0,0.0,0,
Jakob Johnson,27,NWE,17,6,0,0,0,0,,,,0.0,0.0,0,
Juwan Johnson,25,NOR,14,2,0,0,0,0,,,,0.0,0.0,0,
Lane Johnson,31,PHI,13,13,0,0,0,0,,,,0.0,0.0,0,AP-2
Tyler Johnson,23,TAM,17,3,0,0,0,0,,,,0.0,0.0,0,
Tyron Johnson,25,JAX,5,0,0,0,0,0,,,,0.0,0.0,0,
Julio Jones,32,TEN,10,10,0,0,0,0,,,,0.0,0.0,0,
Marvin Jones,31,JAX,17,16,0,0,0,0,,,,0.0,0.0,0,
Brevin Jordan,21,HOU,9,2,0,0,0,0,,,,0.0,0.0,0,
Marcus Kemp,26,KAN,16,0,0,0,0,0,,,,0.0,0.0,0,
Tom Kennedy,25,DET,12,0,0,0,0,0,,,,0.0,0.0,0,
Keith Kirkwood,27,CAR,3,0,0,0,0,0,,,,0.0,0.0,0,
Dawson Knox,25,BUF,15,14,0,4,0,0,,,,0.3,0.0,0,
Tyler Kroft,29,NYJ,9,6,0,0,0,0,,,,0.0,0.0,0,
Jake Kumerow,29,BUF,15,2,0,0,0,0,,,,0.0,0.0,0,
Marcedes Lewis,37,GNB,17,17,0,0,0,0,,,,0.0,0.0,1,
Tommylee Lewis,29,MIA,2,0,0,0,0,0,,,,0.0,0.0,0,
Hunter Long,23,MIA,7,2,0,0,0,0,,,,0.0,0.0,0,
Chris Manhertz,29,JAX,17,10,0,0,0,0,,,,0.0,0.0,0,
Terrace Marshall Jr.,21,CAR,13,3,0,0,0,0,,,,0.0,0.0,0,
Conor McDermott,29,NYJ,6,3,0,0,0,0,,,,0.0,0.0,0,
Codey McElroy,29,TAM,2,0,0,0,0,0,,,,0.0,0.0,0,
Sean McKeon,24,DAL,9,2,0,0,0,0,,,,0.0,0.0,0,
Tre' McKitty,22,LAC,11,4,0,0,0,0,,,,0.0,0.0,0,
Racey McMath,22,TEN,9,0,0,0,0,0,,,,0.0,0.0,1,
Kirk Merritt,24,MIA,2,0,0,0,0,0,,,,0.0,0.0,0,
Jaydon Mickens,27,JAX,6,0,0,0,0,0,,,,0.0,0.0,1,
Anthony Miller,27,2TM,3,1,0,0,0,0,,,,0.0,0.0,0,
Anthony Miller,27,HOU,2,1,0,0,0,0,,,,0.0,0.0,0,
Anthony Miller,27,PIT,1,0,0,0,0,0,,,,0.0,0.0,0,
Denzel Mims,24,NYJ,11,3,0,0,0,0,,,,0.0,0.0,0,
D.J. Montgomery,25,NYJ,3,0,0,0,0,0,,,,0.0,0.0,0,
Chris Moore,28,HOU,12,1,0,0,0,0,,,,0.0,0.0,0,
David Moore,26,DEN,2,0,0,0,0,0,,,,0.0,0.0,0,
Jason Moore,26,LAC,2,1,0,0,0,0,,,,0.0,0.0,0,
Foster Moreau,24,LVR,17,11,0,0,0,0,,,,0.0,0.0,1,
Johnny Mundt,27,LAR,6,0,0,0,0,0,,,,0.0,0.0,0,
Chris Myarick,26,NYG,8,3,0,0,0,0,,,,0.0,0.0,0,
Matt Nelson,26,DET,13,11,0,0,0,0,,,,0.0,0.0,0,
Dazz Newsome,22,CHI,3,1,0,0,0,0,,,,0.0,0.0,0,
James O'Shaughnessy,29,JAX,7,6,0,0,0,0,,,,0.0,0.0,0,
Albert Okwuegbunam,23,DEN,14,6,0,0,0,0,,,,0.0,0.0,1,
Josh Oliver,24,BAL,14,1,0,0,0,0,,,,0.0,0.0,1,
Donald Parham,24,LAC,14,9,0,0,0,0,,,,0.0,0.0,0,
DeVante Parker,28,MIA,10,8,0,0,0,0,,,,0.0,0.0,0,
Colby Parkinson,22,SEA,14,1,0,0,0,0,,,,0.0,0.0,0,
Dezmon Patmon,23,IND,8,0,0,0,0,0,,,,0.0,0.0,0,
Tim Patrick,28,DEN,16,16,0,0,0,0,,,,0.0,0.0,0,
Donovan Peoples-Jones,22,CLE,14,9,0,0,0,0,,,,0.0,0.0,2,
Dante Pettis,26,NYG,3,0,0,0,0,0,,,,0.0,0.0,1,
Danny Pinter,25,IND,16,3,0,0,0,0,,,,0.0,0.0,0,
Kyle Pitts,21,ATL,17,15,0,0,0,0,,,,0.0,0.0,0,PB
Bobby Price,23,DET,15,2,0,0,0,0,,,,0.0,0.0,0,
Byron Pringle,28,KAN,17,5,0,0,0,0,,,,0.0,0.0,2,
James Proche,25,BAL,14,0,0,0,0,0,,,,0.0,0.0,0,
MyCole Pruitt,29,TEN,16,9,0,0,0,0,,,,0.0,0.0,0,
Kevin Rader,26,PIT,6,1,0,0,0,0,,,,0.0,0.0,0,
Mike Remmers,32,KAN,4,2,0,0,0,0,,,,0.0,0.0,0,
Josh Reynolds,26,2TM,12,5,0,0,0,0,,,,0.0,0.0,0,
Josh Reynolds,26,TEN,5,0,0,0,0,0,,,,0.0,0.0,0,
Josh Reynolds,26,DET,7,5,0,0,0,0,,,,0.0,0.0,0,
Giovanni Ricci,25,CAR,16,1,0,0,0,0,,,,0.0,0.0,0,
