Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Wes Welker*,NWE,29,WR,15,11,,7,,,,,,7,,,,1,1,,,,43,2.9
Anquan Boldin,BAL,30,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Marques Colston,NOR,27,WR,15,11,,7,,,,,,7,,,,,,,,,42,2.8
Jacoby Ford,OAK,23,WR,16,9,2,2,,3,,,,7,,,,,,,,,42,2.6
Devin Hester*+,CHI,28,WR,16,13,,4,3,,,,,7,,,,,,,,,42,2.6
Fred Jackson,BUF,29,RB,16,13,5,2,,,,,,7,,,,,,,,,42,2.6
Maurice Jones-Drew*,JAX,25,RB,14,14,5,2,,,,,,7,,,,,,,,,42,3.0
Derrick Mason,BAL,36,WR,16,15,,7,,,,,,7,,,,,,,,,42,2.6
Ryan Mathews,SDG,23,RB,12,9,7,,,,,,,7,,,,,,,,,42,3.5
Mike Sims-Walker,JAX,26,WR,14,13,,7,,,,,,7,,,,,,,,,42,3.0
Larry Fitzgerald*,ARI,27,WR,16,15,,6,,,,,,6,1,,,,,,,,38,2.4
Jahvid Best,DET,21,RB,16,9,4,2,,,,,,6,,,,,,,,,36,2.3
LeGarrette Blount,TAM,24,RB,13,7,6,,,,,,,6,,,,,,,,,36,2.8
Deion Branch,2TM,31,WR,15,12,,6,,,,,,6,,,0,,,,,,36,2.4
Nate Burleson,DET,29,WR,14,14,,6,,,,,,6,,,,,,,,,36,2.6
Michael Crabtree,SFO,23,WR,16,15,,6,,,,,,6,,,,,,,,,36,2.3
Malcom Floyd,SDG,29,WR,11,9,,6,,,,,,6,,,,,,,,,36,3.3
Pierre Garcon,IND,24,WR,14,14,,6,,,,,,6,,,,,,,,,36,2.6
Tony Gonzalez*,ATL,34,TE,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Aaron Hernandez,NWE,21,TE,14,7,,6,,,,,,6,,,,,,,,,36,2.6
Santonio Holmes,NYJ,26,WR,12,10,,6,,,,,,6,,,,,,,,,36,3.0
Steven Jackson*,STL,27,RB,16,16,6,,,,,,,6,,,,,,,,,36,2.3
Javarris James,IND,23,RB,10,0,6,,,,,,,6,,,,,,,,,36,3.6
Thomas Jones,KAN,32,RB,16,10,6,,,,,,,6,,,,,,,,,36,2.3
John Kuhn,GNB,28,FB,16,2,4,2,,,,,,6,,,,,,,,,36,2.3
Marshawn Lynch,2TM,24,RB,16,14,6,,,,,,,6,,,0,,,,,,36,2.3
Willis McGahee,BAL,29,RB,15,2,5,1,,,,,,6,,,,,,,,,36,2.4
Santana Moss,WAS,31,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Ray Rice,BAL,23,RB,16,14,5,1,,,,,,6,,,,,,,,,36,2.3
Tim Tebow,DEN,23,QB,9,3,6,,,,,,,6,,,,,,,,,36,4.0
LaDainian Tomlinson,NYJ,31,RB,15,13,6,,,,,,,6,,,,,,,,,36,2.4
Ryan Torain,WAS,24,RB,10,8,4,2,,,,,,6,,,,,,,,,36,3.6
Nate Washington,TEN,27,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Reggie Wayne*+,IND,32,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Danny Woodhead,2TM,25,RB,15,3,5,1,,,,,,6,,,0,,,,,,36,2.4
Roy Williams,DAL,29,WR,15,9,,5,,,,,,5,1,,,,,,,,32,2.1
Davone Bess,MIA,25,WR,16,8,,5,,,,,,5,,,,,,,,,30,1.9
Kevin Boss,NYG,26,TE,15,13,,5,,,,,,5,,,,,,,,,30,2.0
Ronnie Brown,MIA,29,RB,16,16,5,,,,,,,5,,,,,,,,,30,1.9
David Garrard,JAX,32,QB,14,14,5,,,,,,,5,,,,,,,,,30,2.1
Frank Gore,SFO,27,RB,11,11,3,2,,,,,,5,,,,,,,,,30,2.7
Jimmy Graham,NOR,24,TE,15,5,,5,,,,,,5,,,,,,,,,30,2.0
Todd Heap,BAL,30,TE,13,13,,5,,,,,,5,,,,,,,,,30,2.3
Tim Hightower,ARI,24,RB,16,13,5,,,,,,,5,,,,,,,,,30,1.9
Chris Ivory,NOR,22,RB,12,4,5,,,,,,,5,,,,,,,,,30,2.5
James Jones,GNB,26,WR,16,3,,5,,,,,,5,,,,,,,,,30,1.9
Dustin Keller,NYJ,26,TE,16,13,,5,,,,,,5,,,,,,,,,30,1.9
Johnny Knox,CHI,24,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Robert Meachem,NOR,26,WR,16,7,,5,,,,,,5,,,,,,,,,30,1.9
Zach Miller*,OAK,25,TE,15,15,,5,,,,,,5,,,,,,,,,30,2.0
Maurice Morris,DET,31,RB,14,7,5,,,,,,,5,,,,,,,,,30,2.1
Randy Moss,3TM,33,WR,16,11,,5,,,,,,5,,,0,,,,,,30,1.9
Greg Olsen,CHI,25,TE,16,13,,5,,,,,,5,,,,,,,,,30,1.9
Jason Snelling,ATL,27,RB,14,0,2,3,,,,,,5,,,,,,,,,30,2.1
Brandon Tate,NWE,23,WR,16,10,,3,,2,,,,5,,,,,,,,,30,1.9
Mike Thomas,JAX,23,WR,16,11,,4,1,,,,,5,,,,,,,,,30,1.9
Kevin Walter,HOU,29,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Hines Ward,PIT,34,WR,16,15,,5,,,,,,5,,,,,,,,,30,1.9
Brian Westbrook,SFO,31,RB,14,5,4,1,,,,,,5,,,,,,,,,30,2.1
Blair White,IND,23,WR,13,4,,5,,,,,,5,,,,,,,,,30,2.3
Keiland Williams,WAS,24,RB,15,3,3,2,,,,,,5,,,,,,,,,30,2.0
Kellen Winslow,TAM,27,TE,16,11,,5,,,,,,5,,,,,,,,,30,1.9
Clint Stitser,CIN,25,K,5,0,,,,,,,,,,,,8,10,7,8,,29,5.8
Stephen Hauschka,DEN,25,K,4,0,,,,,,,,,,,,10,10,6,7,,28,7.0
Ben Obomanu,SEA,27,WR,15,6,,4,,,,,,4,2,,,,,,,,28,1.9
Jermaine Gresham,CIN,22,TE,15,10,,4,,,,,,4,1,,,,,,,,26,1.7
Joseph Addai,IND,27,RB,8,7,4,,,,,,,4,,,,,,,,,24,3.0
Marion Barber III,DAL,27,RB,13,10,4,,,,,,,4,,,,,,,,,24,1.8
Correll Buckhalter,DEN,32,RB,15,0,2,2,,,,,,4,,,,,,,,,24,1.6
Deon Butler,SEA,24,WR,13,8,,4,,,,,,4,,,,,,,,,24,1.8
Brent Celek,PHI,25,TE,16,15,,4,,,,,,4,,,,,,,,,24,1.5
Joel Dreessen,HOU,28,TE,16,10,,4,,,,,,4,,,,,,,,,24,1.5
Donald Driver*,GNB,35,WR,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Lee Evans,BUF,29,WR,13,13,,4,,,,,,4,,,,,,,,,24,1.8
Anthony Fasano,MIA,26,TE,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Brandon Jackson,GNB,25,RB,16,13,3,1,,,,,,4,,,,,,,,,24,1.5
Rashad Jennings,JAX,25,RB,13,3,4,,,,,,,4,,,,,,,,,24,1.8
Chad Johnson,CIN,32,WR,14,12,,4,,,,,,4,,,,,,,,,24,1.7
Brandon Pettigrew,DET,25,TE,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Marcel Reece,OAK,25,FB,16,10,1,3,,,,,,4,,,,,,,,,24,1.5
Aaron Rodgers,GNB,27,QB,15,15,4,,,,,,,4,,,,,,,,,24,1.6
Bo Scaife,TEN,29,TE,14,13,,4,,,,,,4,,,,,,,,,24,1.7
Jacob Tamme,IND,25,TE,16,8,,4,,,,,,4,,,,,,,,,24,1.5
Derrick Ward,HOU,30,RB,16,0,4,,,,,,,4,,,,,,,,,24,1.5
Leon Washington,SEA,28,RB,16,0,1,,,3,,,,4,,,,,,,,,24,1.5
Kris Brown,SDG,34,K,3,0,,,,,,,,,,,,8,8,4,5,,20,6.7
Chris Cooley,WAS,28,TE,16,16,,3,,,,,,3,1,,,,,,,,20,1.3
Jacoby Jones,HOU,26,WR,15,7,,3,,,,,,3,1,,,,,,,,20,1.3
Danny Amendola,STL,25,WR,16,6,,3,,,,,,3,,,,,,,,,18,1.1
Anthony Armstrong,WAS,27,WR,15,11,,3,,,,,,3,,,,,,,,,18,1.2
Earl Bennett,CHI,23,WR,14,3,,3,,,,,,3,,,,,,,,,18,1.3
John Carney,NOR,46,K,2,0,,,,,,,,,,,,3,3,5,6,,18,9.0
Tashard Choice,DAL,26,RB,16,0,3,,,,,,,3,,,,,,,,,18,1.1
Dallas Clark,IND,31,TE,6,6,,3,,,,,,3,,,,,,,,,18,3.0
Kenneth Darby,STL,28,RB,14,0,2,1,,,,,,3,,,,,,,,,18,1.3
Fred Davis,WAS,24,TE,16,9,,3,,,,,,3,,,,,,,,,18,1.1
Brian Finneran,ATL,34,WR,16,1,,3,,,,,,3,,,,,,,,,18,1.1
David Gettis,CAR,23,WR,15,13,,3,,,,,,3,,,,,,,,,18,1.2
Mike Goodson,CAR,23,RB,16,3,3,,,,,,,3,,,,,,,,,18,1.1
Matt Hasselbeck,SEA,35,QB,14,14,3,,,,,,,3,,,,,,,,,18,1.3
Michael Hoomanawanui,STL,22,TE,8,3,,3,,,,,,3,,,,,,,,,18,2.3
T.J. Houshmandzadeh,BAL,33,WR,16,2,,3,,,,,,3,,,,,,,,,18,1.1
Vincent Jackson,SDG,27,WR,5,5,,3,,,,,,3,,,,,,,,,18,3.6
Donald Lee,GNB,30,TE,15,6,,3,,,,,,3,,,,,,,,,18,1.2
Brandon Marshall,MIA,26,WR,14,14,,3,,,,,,3,,,,,,,,,18,1.3
Tony Moeaki,KAN,23,TE,15,15,,3,,,,,,3,,,,,,,,,18,1.2
David Nelson,BUF,24,WR,15,3,,3,,,,,,3,,,,,,,,,18,1.2
Brian Robiskie,CLE,23,WR,14,11,,3,,,,,,3,,,,,,,,,18,1.3
Eddie Royal,DEN,24,WR,16,10,,3,,,,,,3,,,,,,,,,18,1.1
Mark Sanchez,NYJ,24,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
Jordan Shipley,CIN,25,WR,15,4,,3,,,,,,3,,,,,,,,,18,1.2
Jeremy Shockey,NOR,30,TE,13,11,,3,,,,,,3,,,,,,,,,18,1.4
Jerome Simpson,CIN,24,WR,5,3,,3,,,,,,3,,,,,,,,,18,3.6
Brad Smith,NYJ,27,WR,16,2,1,,,2,,,,3,,,,,,,,,18,1.1
Steve Smith,NYG,25,WR,9,7,,3,,,,,,3,,,,,,,,,18,2.0
Micheal Spurlock,TAM,27,WR,16,1,,2,,1,,,,3,,,,,,,,,18,1.1
LaRod Stephens-Howling,ARI,23,RB,13,2,1,,,2,,,,3,,,,,,,,,18,1.4
Jonathan Stewart,CAR,23,RB,14,7,2,1,,,,,,3,,,,,,,,,18,1.3
Chester Taylor,CHI,31,RB,16,1,3,,,,,,,3,,,,,,,,,18,1.1
Ben Watson,CLE,30,TE,16,16,,3,,,,,,3,,,,,,,,,18,1.1
Cadillac Williams,TAM,28,RB,16,9,2,1,,,,,,3,,,,,,,,,18,1.1
Ricky Williams,MIA,33,RB,16,0,2,1,,,,,,3,,,,,,,,,18,1.1
Seyi Ajirotutu,SDG,23,WR,10,0,,2,,,,,,2,,,,,,,,,12,1.2
Kyle Arrington,NWE,24,RCB,16,14,,,,,,1,1,2,,,,,,,,,12,0.8
Billy Bajema,STL,28,TE,13,8,,2,,,,,,2,,,,,,,,,12,0.9
Travis Beckum,NYG,23,TE,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Arrelious Benn,TAM,22,WR,15,9,,2,,,,,,2,,,,,,,,,12,0.8
Ladell Betts,NOR,31,RB,8,1,2,,,,,,,2,,,,,,,,,12,1.5
David Bowens,CLE,33,DE,15,4,,,,,,2,,2,,,,,,,,,12,0.8
Steve Breaston,ARI,27,WR,13,11,,1,,,1,,,2,,,,,,,,,12,0.9
Donald Brown,IND,23,RB,13,8,2,,,,,,,2,,,,,,,,,12,0.9
Mark Clayton,STL,28,WR,5,5,,2,,,,,,2,,,,,,,,,12,2.4
Patrick Cobbs,MIA,27,RB,16,1,,2,,,,,,2,,,,,,,,,12,0.8
Jerricho Cotchery,NYJ,28,WR,14,5,,2,,,,,,2,,,,,,,,,12,0.9
Alge Crumpler,NWE,33,TE,16,10,,2,,,,,,2,,,,,,,,,12,0.8
Owen Daniels,HOU,28,TE,11,10,,2,,,,,,2,,,,,,,,,12,1.1
Anthony Dixon,SFO,23,RB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Daniel Fells,STL,27,TE,16,6,,2,,,,,,2,,,,,,,,,12,0.8
Drayton Florence,BUF,30,RCB,16,16,,,,,1,1,,2,,,,,,,,,12,0.8
Justin Forsett,SEA,25,RB,16,5,2,,,,,,,2,,,,,,,,,12,0.8
Jabar Gaffney,DEN,30,WR,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Brandon Gibson,STL,23,WR,14,12,,2,,,,,,2,,,,,,,,,12,0.9
Ted Ginn Jr.,SFO,25,WR,13,0,,1,1,,,,,2,,,,,,,,,12,0.9
Earnest Graham,TAM,30,RB,12,7,1,1,,,,,,2,,,,,,,,,12,1.0
Shonn Greene,NYJ,25,RB,15,2,2,,,,,,,2,,,,,,,,,12,0.8
Gary Guyton,NWE,25,LILB,16,8,,,,,1,1,,2,,,,,,,,,12,0.8
DeAngelo Hall*,WAS,27,LCB,16,16,,,,,1,1,,2,,,,,,,,,12,0.8
Kelvin Hayden,IND,27,LCB,11,11,,,,,,2,,2,,,,,,,,,12,1.1
Michael Jenkins,ATL,28,WR,11,9,,2,,,,,,2,,,,,,,,,12,1.1
Felix Jones,DAL,23,RB,16,7,1,1,,,,,,2,,,,,,,,,12,0.8
Jeff King,CAR,27,TE,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Dwight Lowery,NYJ,24,DB,14,3,,,,,,2,,2,,,,,,,,,12,0.9
Marc Mariani*,TEN,23,WR,16,0,,,1,1,,,,2,,,,,,,,,12,0.8
Mohamed Massaquoi,CLE,24,WR,15,14,,2,,,,,,2,,,,,,,,,12,0.8
Bryan McCann,DAL,23,DB,9,0,,,1,,,1,,2,,,,,,,,,12,1.3
Dexter McCluster,KAN,21,WR,11,7,,1,1,,,,,2,,,,,,,,,12,1.1
Randy McMichael,SDG,31,TE,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Heath Miller,PIT,28,TE,14,14,,2,,,,,,2,,,,,,,,,12,0.9
Josh Morgan,SFO,25,WR,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Louis Murphy,OAK,23,WR,14,9,,2,,,,,,2,,,,,,,,,12,0.9
Jordy Nelson,GNB,25,WR,16,4,,2,,,,,,2,,,,,,,,,12,0.8
Roscoe Parrish,BUF,28,WR,8,6,,2,,,,,,2,,,,,,,,,12,1.5
Leonard Pope,KAN,27,TE,16,6,,2,,,,,,2,,,,,,,,,12,0.8
Clinton Portis,WAS,29,RB,5,5,2,,,,,,,2,,,,,,,,,12,2.4
Isaac Redman,PIT,26,RB,16,0,,2,,,,,,2,,,,,,,,,12,0.8
Kerry Rhodes,ARI,28,FS,16,16,,,,,2,,,2,,,,,,,,,12,0.8
Sidney Rice,MIN,24,WR,6,5,,2,,,,,,2,,,,,,,,,12,2.0
Javon Ringer,TEN,23,RB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Andre Roberts,ARI,22,WR,15,2,,2,,,,,,2,,,,,,,,,12,0.8
Laurent Robinson,STL,25,WR,14,11,,2,,,,,,2,,,,,,,,,12,0.9
Dominique Rodgers-Cromartie,ARI,24,LCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Ben Roethlisberger,PIT,28,QB,12,12,2,,,,,,,2,,,,,,,,,12,1.0
Emmanuel Sanders,PIT,23,WR,13,1,,2,,,,,,2,,,,,,,,,12,0.9
Visanthe Shiancoe,MIN,30,TE,16,9,,2,,,,,,2,,,,,,,,,12,0.8
Steve Smith Sr.,CAR,31,WR,14,14,,2,,,,,,2,,,,,,,,,12,0.9
C.J. Spiller,BUF,23,RB,14,1,,1,,1,,,,2,,,,,,,,,12,0.9
Darren Sproles,SDG,27,RB,16,3,,2,,,,,,2,,,,,,,,,12,0.8
Craig Stevens,TEN,26,TE,15,13,,2,,,,,,2,,,,,,,,,12,0.8
David Thomas,NOR,27,TE,13,8,,2,,,,,,2,,,,,,,,,12,0.9
Demaryius Thomas,DEN,23,WR,10,2,,2,,,,,,2,,,,,,,,,12,1.2
Pierre Thomas,NOR,26,RB,6,3,2,,,,,,,2,,,,,,,,,12,2.0
Joe Webb,MIN,24,QB,5,2,2,,,,,,,2,,,,,,,,,12,2.4
Eric Weems*,ATL,25,WR,16,4,,,1,1,,,,2,,,,,,,,,12,0.8
Beanie Wells,ARI,22,RB,13,2,2,,,,,,,2,,,,,,,,,12,0.9
Mike Williams,SEA,26,WR,14,13,,2,,,,,,2,,,,,,,,,12,0.9
Aaron Pettrey,CIN,24,K,2,0,,,,,,,,,,,,5,5,2,4,,11,5.5
Shane Andrus,SFO,30,K,2,0,,,,,,,,,,,,3,3,2,4,,9,4.5
Jason Avant,PHI,27,WR,16,3,,1,,,,,,1,1,,,,,,,,8,0.5
Legedu Naanee,SDG,27,WR,10,9,,1,,,,,,1,1,,,,,,,,8,0.8
Michael Adams,ARI,25,DB,16,4,,,,,1,,,1,,,,,,,,,6,0.4
Danario Alexander,STL,24,WR,8,2,,1,,,,,,1,,,,,,,,,6,0.8
Jared Allen,MIN,28,RDE,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Jonathan Babineaux,ATL,29,LDT,15,15,,,,,1,,,1,,,,,,,,,6,0.4
Chris Baker,SEA,31,TE,16,13,,1,,,,,,1,,,,,,,,,6,0.4
Brandon Banks,WAS,23,WR,13,0,,,,1,,,,1,,,,,,,,,6,0.5
Khalif Barnes,OAK,28,T,16,3,,1,,,,,,1,,,,,,,,,6,0.4
Jackie Battle,KAN,27,RB,16,0,1,,,,,,,1,,,,,,,,,6,0.4
Eric Berry*,KAN,22,SS,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Kroy Biermann,ATL,25,RDE,16,14,,,,,,1,,1,,,,,,,,,6,0.4
Desmond Bishop,GNB,26,RILB,15,12,,,,,,1,,1,,,,,,,,,6,0.4
Sam Bradford,STL,23,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Tom Brady*+,NWE,33,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Tyvon Branch,OAK,24,SS,16,16,,,,,1,,,1,,,,,,,,,6,0.4
Dezmon Briscoe,TAM,21,WR,2,0,,1,,,,,,1,,,,,,,,,6,3.0
Antonio Brown,PIT,22,WR,9,0,,,,1,,,,1,,,,,,,,,6,0.7
Levi Brown,ARI,26,LT,16,16,,,,,1,,,1,,,,,,,,,6,0.4
Tarell Brown,SFO,25,DB,15,0,,,,,,1,,1,,,,,,,,,6,0.4
Kevin Burnett,SDG,28,RILB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Reggie Bush,NOR,25,RB,8,6,,1,,,,,,1,,,,,,,,,6,0.8
Jairus Byrd,BUF,24,FS,16,14,,,,,,1,,1,,,,,,,,,6,0.4
Greg Camarillo,MIN,28,WR,16,1,,1,,,,,,1,,,,,,,,,6,0.4
Jason Campbell,OAK,29,QB,13,12,1,,,,,,,1,,,,,,,,,6,0.5
John Carlson,SEA,26,TE,15,13,,1,,,,,,1,,,,,,,,,6,0.4
Chris Chambers,KAN,32,WR,13,7,,1,,,,,,1,,,,,,,,,6,0.5
Patrick Chung,NWE,23,SS,14,13,,,,,,1,,1,,,,,,,,,6,0.4
Kellen Clemens,NYJ,27,QB,1,0,1,,,,,,,1,,,,,,,,,6,6.0
Marquice Cole,NYJ,27,DB,12,1,,,,,,1,,1,,,,,,,,,6,0.5
Nick Collins*,GNB,27,FS,16,16,,,,,1,,,1,,,,,,,,,6,0.4
John Conner,NYJ,23,RB,16,0,1,,,,,,,1,,,,,,,,,6,0.4
Jared Cook,TEN,23,TE,16,1,,1,,,,,,1,,,,,,,,,6,0.4
Riley Cooper,PHI,23,WR,13,2,,1,,,,,,1,,,,,,,,,6,0.5
