Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
Jarvis Landry*,MIA,25,WR,16,16,12,81,0,16,6.8,0,-5,0,-5,,1056
Antonio Brown*+,PIT,29,WR,14,14,11,61,0,16,5.5,,,0,,,1594
Jordan Taylor,DEN,25,WR,10,2,11,103,0,24,9.4,,,0,,,245
Chester Rogers,IND,23,WR,11,4,10,80,0,30,8.0,1,5,0,5,5.0,377
Will Fuller,HOU,23,WR,10,10,9,135,0,49,15.0,,,0,,,567
De'Anthony Thomas,KAN,24,RB,16,2,8,16,0,8,2.0,13,305,0,39,23.5,468
Tyler Ervin,HOU,24,RB,4,0,8,60,0,21,7.5,5,93,0,24,18.6,203
Hunter Sharp,2TM,23,WR,3,1,8,74,0,16,9.3,1,19,0,19,19.0,147
Dwayne Harris,NYG,30,WR,5,0,7,48,0,17,6.9,9,188,0,30,20.9,236
Brittan Golden,ARI,29,WR,13,0,7,63,0,15,9.0,4,81,0,26,20.3,214
Chris Thompson,HOU,23,WR,13,0,6,39,0,15,6.5,17,369,0,42,21.7,492
T.J. Jones,DET,25,WR,14,6,6,47,0,17,7.8,5,105,0,35,21.0,551
Adam Humphries,TAM,24,WR,16,3,6,49,0,19,8.2,,,0,,,686
Adam Jones,CIN,34,RCB,9,9,6,131,0,40,21.8,,,0,,,131
Bruce Ellington,HOU,26,WR,11,6,5,47,0,21,9.4,,,0,,,398
Marqise Lee,JAX,26,WR,14,14,5,13,0,7,2.6,,,0,,,732
Bryce Treggs,CLE,23,WR,6,1,5,24,0,11,4.8,,,0,,,109
Victor Bolden,SFO,22,WR,9,0,4,23,0,16,5.8,19,396,0,34,20.8,419
Ed Eagan,NYG,24,WR,4,0,4,20,0,20,5.0,,,0,,,20
DeAndrew White,HOU,26,WR,2,1,4,3,0,3,0.8,,,0,,,27
Duke Johnson,CLE,24,RB,16,0,3,17,0,12,5.7,,,0,,,1058
Braxton Miller,HOU,25,WR,11,3,3,12,0,8,4.0,,,0,,,175
Bobby Rainey,BAL,30,RB,4,0,2,22,0,13,11.0,11,338,1,96,30.7,380
Golden Tate,DET,29,WR,16,12,2,23,0,13,11.5,2,0,0,1,0.0,1048
Eric Weems,TEN,32,WR,16,0,2,15,0,13,7.5,2,18,0,18,9.0,38
Cole Beasley,DAL,28,WR,15,4,2,19,0,15,9.5,,,0,,,333
DeAngelo Hall,WAS,34,DB,5,2,2,7,0,7,3.5,,,0,,,7
Micah Hyde*,BUF,27,SS,16,16,2,18,0,12,9.0,,,0,,,82
Eddie Jackson,CHI,24,FS,16,16,2,6,0,7,3.0,,,0,,,163
Emmanuel Sanders,DEN,30,WR,12,11,2,-2,0,3,-1.0,,,0,,,553
Lardarius Webb,BAL,32,DB,16,3,2,7,0,7,3.5,,,0,,,17
Desmond King,LAC,23,DB,16,4,1,2,0,2,2.0,17,353,0,44,20.8,445
Damiere Byrd,CAR,24,WR,8,3,1,9,0,9,9.0,7,229,1,103,32.7,355
Brendan Langley,DEN,23,DB,11,0,1,6,0,6,6.0,6,183,0,61,30.5,189
Elijah McGuire,NYJ,23,RB,16,2,1,10,0,10,10.0,4,83,0,24,20.8,585
Patrick Chung,NWE,30,SS,16,11,1,0,0,0,0.0,1,4,0,4,4.0,34
Willie Snead,NOR,25,WR,11,7,1,0,0,0,0.0,1,18,0,18,18.0,110
Geronimo Allison,GNB,23,WR,15,2,1,0,0,0,0.0,,,0,,,253
Donatello Brown,GNB,26,DB,4,0,1,0,0,0,0.0,,,0,,,0
Bryce Callahan,CHI,26,DB,12,6,1,59,1,59,59.0,,,0,,,132
Darqueze Dennard,CIN,26,DB,16,6,1,0,0,0,0.0,,,0,,,109
Bennie Fowler,DEN,26,WR,16,4,1,6,0,6,6.0,,,0,,,356
Johnny Holton,OAK,27,WR,16,1,1,0,0,0,0.0,,,0,,,218
William Jackson III,CIN,25,DB,15,5,1,0,0,0,0.0,,,0,,,75
Trumaine Johnson,LAR,27,LCB,16,15,1,6,0,6,6.0,,,0,,,45
Max McCaffrey,JAX,23,WR,5,0,1,0,0,0,0.0,,,0,,,4
Demarcus Robinson,KAN,23,WR,16,8,1,-4,0,-4,-4.0,,,0,,,208
Torrey Smith,PHI,28,WR,16,14,1,9,0,9,9.0,,,0,,,436
Daniel Sorensen,KAN,27,FS,15,14,1,0,0,0,0.0,,,0,,,3
Darren Sproles,PHI,34,RB,3,0,1,10,0,10,10.0,,,0,,,144
Dede Westbrook,JAX,24,WR,7,5,1,19,0,19,19.0,,,0,,,358
Griff Whalen,BAL,27,WR,2,0,1,2,0,2,2.0,,,0,,,25
Jermaine Whitehead,GNB,24,DB,10,0,1,0,0,0,0.0,,,0,,,7
Akeem Hunt,KAN,24,RB,15,0,,,0,,,25,611,0,42,24.4,665
Dion Lewis,NWE,27,RB,16,8,,,0,,,23,570,1,103,24.8,1680
Corey Grant,JAX,26,RB,16,0,0,6,0,6,,19,473,0,68,24.9,768
Cordarrelle Patterson,OAK,26,WR,16,2,,,0,,,19,538,0,49,28.3,968
Matthew Dayes,CLE,23,RB,16,0,,,0,,,18,437,0,71,24.3,479
Devontae Booker,DEN,25,RB,13,0,,,0,,,14,276,0,28,19.7,850
Chris Moore,BAL,24,WR,13,4,,,0,,,13,346,0,87,26.6,585
Jerick McKinnon,MIN,25,RB,16,1,,,0,,,12,312,0,39,26.0,1303
Alvin Kamara*,NOR,22,RB,16,3,,,0,,,11,347,1,106,31.5,1901
Jacquizz Rodgers,TAM,27,RB,16,4,,,0,,,11,255,0,45,23.2,573
Deonte Thompson,2TM,28,WR,16,10,,,0,,,11,229,0,29,20.8,779
Bashaud Breeland,WAS,25,LCB,15,14,,,0,,,10,208,0,35,20.8,304
Senorise Perry,MIA,26,RB,16,0,,,0,,,10,202,0,37,20.2,237
Curtis Samuel,CAR,21,WR,9,4,,,0,,,10,221,0,33,22.1,400
Martavis Bryant,PIT,26,WR,15,8,,,0,,,9,151,0,38,16.8,776
JuJu Smith-Schuster,PIT,21,WR,14,7,,,0,,,9,240,1,96,26.7,1157
ArDarius Stewart,NYJ,24,WR,15,2,,,0,,,9,173,0,32,19.2,282
Shane Vereen,NYG,28,RB,16,0,,,0,,,9,196,0,30,21.8,613
Ameer Abdullah,DET,24,RB,14,11,,,0,,,8,179,0,29,22.4,893
D.J. Foster,ARI,24,WR,7,0,,,0,,,8,184,0,55,23.0,336
Cody Latimer,DEN,25,WR,11,1,,,0,,,8,190,0,36,23.8,477
Chris Thompson,WAS,27,RB,10,1,,,0,,,8,165,0,29,20.6,967
Benny Cunningham,CHI,27,RB,14,0,,,0,,,7,147,0,28,21.0,416
Kenyan Drake,MIA,23,RB,16,6,,,0,,,7,147,0,34,21.0,1030
Terrell Watson,PIT,24,RB,10,0,,,0,,,7,140,0,25,20.0,148
Fitzgerald Toussaint,PIT,27,RB,6,0,,,0,,,6,94,0,23,15.7,128
Fozzy Whittaker,CAR,28,RB,12,0,,,0,,,6,110,0,31,18.3,175
Matt Breida,SFO,22,RB,16,0,,,0,,,5,83,0,28,16.6,728
Austin Ekeler,LAC,22,RB,16,0,,,0,,,5,85,0,22,17.0,624
Josh Ferguson,IND,24,RB,10,0,,,0,,,5,86,0,20,17.2,107
Raheem Mostert,SFO,25,RB,11,0,,,0,,,5,83,0,21,16.6,113
DeAndre Washington,OAK,24,RB,15,0,,,0,,,5,86,0,26,17.2,436
Byron Marshall,WAS,23,RB,4,0,,,0,,,4,89,0,29,22.3,157
Wendell Smallwood,PHI,23,RB,8,3,,,0,,,4,93,0,28,23.3,370
Jordan Todman,HOU,27,RB,14,0,,,0,,,4,84,0,25,21.0,84
Derek Carrier,LAR,27,TE,14,3,,,0,,,3,41,0,14,13.7,112
Jehu Chesson,KAN,24,WR,12,1,,,0,,,3,65,0,26,21.7,83
Trey Edmunds,NOR,23,RB,16,0,,,0,,,3,65,0,27,21.7,113
Maurice Harris,WAS,25,WR,6,0,,,0,,,3,71,0,34,23.7,133
Jeff Janis,GNB,26,WR,16,0,,,0,,,3,43,0,17,14.3,55
Marlon Mack,IND,21,RB,14,0,,,0,,,3,69,0,34,23.0,652
Niles Paul,WAS,28,TE,14,8,,,0,,,3,47,0,24,15.7,145
Russell Shepard,CAR,27,WR,15,3,,,0,,,3,65,0,33,21.7,286
Luke Willson,SEA,27,TE,16,7,,,0,,,3,42,0,17,14.0,195
Zach Zenner,DET,26,RB,8,0,,,0,,,3,62,0,23,20.7,88
Kapri Bibbs,WAS,24,RB,3,0,,,0,,,2,17,0,17,8.5,224
Brent Celek,PHI,32,TE,16,10,,,0,,,2,18,0,10,9.0,148
Corey Clement,PHI,23,RB,16,0,,,0,,,2,49,0,35,24.5,493
Keelan Cole,JAX,24,WR,16,6,,,0,,,2,26,0,14,13.0,774
Alex Collins,BAL,23,RB,15,12,,,0,,,2,50,0,27,25.0,1210
Michael Davis,LAC,22,DB,15,0,,,0,,,2,36,0,19,18.0,36
Garrett Griffin,NOR,23,TE,3,0,,,0,,,2,23,0,12,11.5,27
De'Angelo Henderson,DEN,25,RB,5,0,,,0,,,2,59,0,32,29.5,108
Taiwan Jones,BUF,29,RB,8,0,,,0,,,2,50,0,27,25.0,61
Vince Mayle,BAL,26,WR,16,0,,,0,,,2,43,0,29,21.5,45
Devin McCourty,NWE,30,FS,16,16,,,0,,,2,15,0,12,7.5,15
Nate Orchard,CLE,24,DE,16,1,,,0,,,2,17,0,9,8.5,17
Samaje Perine,WAS,22,RB,16,8,,,0,,,2,48,0,28,24.0,833
Charles Sims,TAM,27,RB,16,0,,,0,,,2,32,0,19,16.0,376
Dwayne Washington,DET,23,RB,5,0,,,0,,,2,31,0,18,15.5,89
Charcandrick West,KAN,26,RB,13,0,,,0,,,2,37,0,19,18.5,259
Sam Acho,CHI,29,LOLB,16,12,,,0,,,1,3,0,3,3.0,3
Tarell Basham,IND,23,DE,15,0,,,0,,,1,0,0,0,0.0,0
David Bass,2TM,27,DE,15,2,,,0,,,1,10,0,10,10.0,10
Odell Beckham Jr.,NYG,25,WR,4,2,,,0,,,1,20,0,20,20.0,330
Giovani Bernard,CIN,26,RB,16,2,,,0,,,1,7,0,7,7.0,854
Ronald Blair,SFO,24,DE,6,2,,,0,,,1,0,0,0,0.0,0
Tommy Bohanon,JAX,27,FB,16,10,,,0,,,1,14,0,14,14.0,62
Mack Brown,2TM,26,DB,4,0,,,0,,,1,17,0,17,17.0,57
Rex Burkhead,NWE,27,RB,10,3,,,0,,,1,17,0,17,17.0,535
Cethan Carter,CIN,22,TE,16,0,,,0,,,1,0,0,0,0.0,0
Stacy Coley,MIN,23,WR,4,0,,,0,,,1,19,0,19,19.0,19
Chris Conley,KAN,25,WR,5,5,,,0,,,1,8,0,8,8.0,183
Bryan Cox Jr.,CAR,23,DE,7,0,,,0,,,1,13,0,13,13.0,28
Eric Decker,TEN,30,WR,16,8,,,0,,,1,22,0,22,22.0,585
A.J. Derby,2TM,26,TE,11,1,,,0,,,1,11,0,11,11.0,255
Patrick DiMarco,BUF,28,FB,16,9,,,0,,,1,24,0,24,24.0,50
Kyler Fackrell,GNB,26,LB,16,2,,,0,,,1,11,0,11,11.0,11
Jon Feliciano,OAK,25,G,13,1,,,0,,,1,15,0,15,15.0,15
Darren Fells,DET,31,TE,16,13,,,0,,,1,10,0,10,10.0,187
D'Onta Foreman,HOU,21,RB,10,1,,,0,,,1,12,0,12,12.0,422
Kendall Fuller,WAS,22,CB,16,6,,,0,,,1,12,0,12,12.0,16
Ben Garland,ATL,29,DT,16,3,,,0,,,1,11,0,11,11.0,11
Mark Glowinski,SEA,25,G,10,2,,,0,,,1,0,0,0,0.0,0
Robert Golden,PIT,27,DB,16,2,,,0,,,1,5,0,5,5.0,4
Xavier Grimble,PIT,25,TE,15,2,,,0,,,1,0,0,0,0.0,32
Andy Janovich,DEN,24,RB,16,4,,,0,,,1,10,0,10,10.0,57
Jordan Jenkins,NYJ,23,ROLB,16,15,,,0,,,1,7,0,7,7.0,7
Robert Kelley,WAS,25,RB,7,7,,,0,,,1,16,0,16,16.0,228
John Kuhn,NOR,35,FB,2,1,,,0,,,1,9,0,9,9.0,11
Matt Longacre,LAR,26,DE,14,1,,,0,,,1,0,0,0,0.0,8
David Mayo,CAR,24,LB,16,1,,,0,,,1,12,0,12,12.0,12
Leon McQuay,KAN,23,DB,1,1,,,0,,,1,0,0,0,0.0,0
Marcus Murphy,BUF,26,RB,1,0,,,0,,,1,18,0,18,18.0,66
Jalen Myrick,JAX,22,DB,5,0,,,0,,,1,18,0,18,18.0,18
Troy Niklas,ARI,25,TE,15,11,,,0,,,1,1,0,1,1.0,133
Jamize Olawale,OAK,28,FB,12,0,,,0,,,1,9,0,9,9.0,85
Tenny Palepoi,LAC,27,DT,15,0,,,0,,,1,0,0,0,0.0,0
Ethan Pocic,SEA,22,LG/RG,16,11,,,0,,,1,13,0,13,13.0,13
Roy Robertson-Harris,CHI,24,DE,13,0,,,0,,,1,7,0,7,7.0,7
Anthony Sherman,KAN,29,RB,16,3,,,0,,,1,7,0,7,7.0,94
Rod Smith,DAL,25,RB,15,1,,,0,,,1,20,0,20,20.0,454
Mike Thomas,LAR,23,WR,8,1,,,0,,,1,15,0,15,15.0,108
Nick Vannett,SEA,24,TE,15,4,,,0,,,1,0,0,0,0.0,124
Danny Vitale,CLE,24,FB,15,6,,,0,,,1,18,0,18,18.0,37
Damien Williams,MIA,25,RB,11,4,,,0,,,1,-7,0,-7,-7.0,329
Albert Wilson,KAN,25,WR,13,7,,,0,,,1,18,0,18,18.0,578
