Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Diontae Johnson,PIT,23,WR,16,12,,5,1,,,,,6,,,,,,,,,36,2.3
Julio Jones*,ATL,30,WR,15,15,,6,,,,,,6,,,,,,,,,36,2.4
Ronald Jones II,TAM,22,RB,16,9,6,,,,,,,6,,,,,,,,,36,2.3
Alvin Kamara*,NOR,24,RB,14,9,5,1,,,,,,6,,,,,,,,,36,2.6
Travis Kelce*,KAN,30,TE,16,16,1,5,,,,,,6,,,,,,,,,36,2.3
Jarvis Landry*,CLE,27,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Latavius Murray,NOR,29,RB,16,8,5,1,,,,,,6,,,,,,,,,36,2.3
Breshad Perriman,TAM,26,WR,14,4,,6,,,,,,6,,,,,,,,,36,2.6
Steven Sims,WAS,22,WR,16,2,1,4,,1,,,,6,,,,,,,,,36,2.3
Courtland Sutton*,DEN,24,WR,16,14,,6,,,,,,6,,,,,,,,,36,2.3
Golden Tate,NYG,31,WR,11,10,,6,,,,,,6,,,,,,,,,36,3.3
Jamaal Williams,GNB,24,RB,14,2,1,5,,,,,,6,,,,,,,,,36,2.6
Tyrell Williams,OAK,27,WR,14,12,,6,,,,,,6,,,,,,,,,36,2.6
Zach Pascal,IND,25,WR,16,13,,5,,,,,,5,1,,,,,,,1,34,2.1
Davante Adams*,GNB,27,WR,12,12,,5,,,,,,5,1,,,,,,,,32,2.7
Kendrick Bourne,SFO,24,WR,16,0,,5,,,,,,5,1,,,,,,,,32,2.0
Robbie Chosen,NYJ,26,WR,16,15,,5,,,,,,5,1,,,,,,,,32,2.0
Chris Conley,JAX,27,WR,16,14,,5,,,,,,5,1,,,,,,,,32,2.0
Stephen Gostkowski,NWE,35,K,4,0,,,,,,,,,,,,11,15,7,8,,32,8.0
Ryan Griffin,NYJ,29,TE,13,13,,5,,,,,,5,1,,,,,,,,32,2.5
Hunter Henry,LAC,25,TE,12,12,,5,,,,,,5,1,,,,,,,,32,2.7
Emmanuel Sanders,2TM,32,WR,17,16,,5,,,,,,5,1,,0,,,,,,32,1.9
Tyler Boyd,CIN,25,WR,16,15,,5,,,,,,5,,,,,,,,,30,1.9
Malcolm Brown,LAR,26,RB,14,1,5,,,,,,,5,,,,,,,,,30,2.1
Phillip Dorsett,NWE,26,WR,14,4,,5,,,,,,5,,,,,,,,,30,2.1
Chase Edmonds,ARI,23,RB,13,2,4,1,,,,,,5,,,,,,,,,30,2.3
Mike Gesicki,MIA,24,TE,16,5,,5,,,,,,5,,,,,,,,,30,1.9
Dallas Goedert,PHI,24,TE,15,9,,5,,,,,,5,,,,,,,,,30,2.0
T.Y. Hilton,IND,30,WR,10,10,,5,,,,,,5,,,,,,,,,30,3.0
Alshon Jeffery,PHI,29,WR,10,10,1,4,,,,,,5,,,,,,,,,30,3.0
Duke Johnson,HOU,26,RB,16,2,2,3,,,,,,5,,,,,,,,,30,1.9
George Kittle*+,SFO,26,TE,14,14,,5,,,,,,5,,,,,,,,,30,2.1
Ty Long,LAC,26,P,16,0,,,,,,,,,,,,9,9,7,9,,30,1.9
LeSean McCoy,KAN,31,RB,13,9,4,1,,,,,,5,,,,,,,,,30,2.3
Foster Moreau,OAK,22,TE,13,7,,5,,,,,,5,,,,,,,,,30,2.3
Mike Nugent,NWE,37,K,4,0,,,,,,,,,,,,15,16,5,8,,30,7.5
Adrian Peterson,WAS,34,RB,15,15,5,,,,,,,5,,,,,,,,,30,2.0
Boston Scott,PHI,24,RB,11,2,5,,,,,,,5,,,,,,,,,30,2.7
Tre'Quan Smith,NOR,23,WR,11,6,,5,,,,,,5,,,,,,,,,30,2.7
Willie Snead,BAL,27,WR,16,11,,5,,,,,,5,,,,,,,,,30,1.9
Jeff Wilson,SFO,24,RB,10,0,4,1,,,,,,5,,,,,,,,,30,3.0
Ryan Succop,TEN,33,K,6,0,,,,,,,,,,,,24,25,1,6,,27,4.5
Le'Veon Bell,NYJ,27,RB,15,15,3,1,,,,,,4,1,,,,,,,,26,1.7
Andy Dalton,CIN,32,QB,13,13,4,,,,,,,4,1,,,,,,,,26,2.0
Ryan Tannehill*,TEN,31,QB,12,10,4,,,,,,,4,1,,,,,,,,26,2.2
Jason Witten,DAL,37,TE,16,16,,4,,,,,,4,1,,,,,,,,26,1.6
Odell Beckham Jr.,CLE,27,WR,16,15,,4,,,,,,4,,,,,,,,,24,1.5
Brandon Bolden,NWE,29,RB,15,2,3,1,,,,,,4,,,,,,,,,24,1.6
Cameron Brate,TAM,28,TE,16,6,,4,,,,,,4,,,,,,,,,24,1.5
Jacoby Brissett,IND,27,QB,15,15,4,,,,,,,4,,,,,,,,,24,1.6
Will Dissly,SEA,23,TE,6,6,,4,,,,,,4,,,,,,,,,24,4.0
Jack Doyle*,IND,29,TE,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Larry Fitzgerald,ARI,36,WR,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Ryan Fitzpatrick,MIA,37,QB,15,13,4,,,,,,,4,,,,,,,,,24,1.6
Royce Freeman,DEN,23,RB,16,0,3,1,,,,,,4,,,,,,,,,24,1.5
Taylor Gabriel,CHI,28,WR,9,7,,4,,,,,,4,,,,,,,,,24,2.7
Nyheim Hines,IND,23,RB,16,2,2,,2,,,,,4,,,,,,,,,24,1.5
Kerryon Johnson,DET,22,RB,8,7,3,1,,,,,,4,,,,,,,,,24,3.0
D.J. Moore,CAR,22,WR,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Kyler Murray,ARI,22,QB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
Qadree Ollison,ATL,23,RB,8,0,4,,,,,,,4,,,,,,,,,24,3.0
Rashaad Penny,SEA,23,RB,10,0,3,1,,,,,,4,,,,,,,,,24,2.4
Hunter Renfrow,OAK,24,WR,13,4,,4,,,,,,4,,,,,,,,,24,1.8
Demarcus Robinson,KAN,25,WR,16,10,,4,,,,,,4,,,,,,,,,24,1.5
Cairo Santos,TEN,28,K,5,0,,,,,,,,,,,,12,12,4,9,,24,4.8
Ricky Seals-Jones,CLE,24,WR,14,3,,4,,,,,,4,,,,,,,,,24,1.7
Tajae Sharpe,TEN,25,WR,15,6,,4,,,,,,4,,,,,,,,,24,1.6
Devin Singletary,BUF,22,RB,12,8,2,2,,,,,,4,,,,,,,,,24,2.0
Kenny Stills,HOU,27,WR,13,5,,4,,,,,,4,,,,,,,,,24,1.8
Darrel Williams,KAN,24,RB,12,0,3,1,,,,,,4,,,,,,,,,24,2.0
Dede Westbrook,JAX,26,WR,15,11,,3,,,,,,3,2,,,,,,,,22,1.5
Nelson Agholor,PHI,26,WR,11,10,,3,,,,,,3,1,,,,,,,,20,1.8
Tyler Eifert,CIN,29,TE,16,4,,3,,,,,,3,1,,,,,,,,20,1.3
Demetrius Harris,CLE,28,TE,15,6,,3,,,,,,3,1,,,,,,,,20,1.3
Christian Kirk,ARI,23,WR,13,13,,3,,,,,,3,1,,,,,,,,20,1.5
Tony Pollard,DAL,22,RB,15,0,2,1,,,,,,3,1,,,,,,,,20,1.3
Sterling Shepard,NYG,26,WR,10,10,,3,,,,,,3,1,,,,,,,,20,2.0
Sammy Watkins,KAN,26,WR,14,13,,3,,,,,,3,1,,,,,,,,20,1.4
Kalen Ballage,MIA,24,RB,12,6,3,,,,,,,3,,,,,,,,,18,1.5
Mike Boone,MIN,24,RB,16,2,3,,,,,,,3,,,,,,,,,18,1.1
Miles Boykin,BAL,23,WR,16,11,,3,,,,,,3,,,,,,,,,18,1.1
Tom Brady,NWE,42,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
Rex Burkhead,NWE,29,RB,13,1,3,,,,,,,3,,,,,,,,,18,1.4
Randall Cobb,DAL,29,WR,15,6,,3,,,,,,3,,,,,,,,,18,1.2
Tarik Cohen,CHI,24,RB,16,11,,3,,,,,,3,,,,,,,,,18,1.1
Keelan Cole,JAX,26,WR,16,1,,3,,,,,,3,,,,,,,,,18,1.1
Eric Ebron,IND,26,TE,11,2,,3,,,,,,3,,,,,,,,,18,1.6
Evan Engram,NYG,25,TE,8,6,,3,,,,,,3,,,,,,,,,18,2.3
Noah Fant,DEN,22,TE,16,11,,3,,,,,,3,,,,,,,,,18,1.1
Leonard Fournette,JAX,24,RB,15,15,3,,,,,,,3,,,,,,,,,18,1.2
Will Fuller,HOU,25,WR,11,11,,3,,,,,,3,,,,,,,,,18,1.6
Wayne Gallman,NYG,25,RB,10,2,2,1,,,,,,3,,,,,,,,,18,1.8
Jimmy Graham,GNB,33,TE,16,10,,3,,,,,,3,,,,,,,,,18,1.1
Derrius Guice,WAS,22,RB,5,1,2,1,,,,,,3,,,,,,,,,18,3.6
Tyler Higbee,LAR,26,TE,15,15,,3,,,,,,3,,,,,,,,,18,1.2
Brian Hill,ATL,24,RB,12,2,2,1,,,,,,3,,,,,,,,,18,1.5
Josh Hill,NOR,29,TE,16,11,,3,,,,,,3,,,,,,,,,18,1.1
Jacob Hollister,SEA,26,TE,11,3,,3,,,,,,3,,,,,,,,,18,1.6
Kareem Hunt,CLE,24,RB,8,3,2,1,,,,,,3,,,,,,,,,18,2.3
Blake Jarwin,DAL,25,TE,16,7,,3,,,,,,3,,,,,,,,,18,1.1
Olabisi Johnson,MIN,22,WR,16,6,,3,,,,,,3,,,,,,,,,18,1.1
Allen Lazard,GNB,24,WR,16,3,,3,,,,,,3,,,,,,,,,18,1.1
Baker Mayfield,CLE,24,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
Vance McDonald,PIT,29,TE,14,14,,3,,,,,,3,,,,,,,,,18,1.3
Marcus Peters*+,2TM,26,DB-LCB,16,15,,,,,,3,,3,,,0,,,,,,18,1.1
Dak Prescott,DAL,26,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
John Ross,CIN,24,WR,8,8,,3,,,,,,3,,,,,,,,,18,2.3
Jonnu Smith,TEN,24,TE,16,14,,3,,,,,,3,,,,,,,,,18,1.1
Kaden Smith,NYG,22,TE,9,6,,3,,,,,,3,,,,,,,,,18,2.0
JuJu Smith-Schuster,PIT,23,WR,12,12,,3,,,,,,3,,,,,,,,,18,1.5
Darren Waller,OAK,27,TE,16,16,,3,,,,,,3,,,,,,,,,18,1.1
DeAndre Washington,OAK,26,RB,16,3,3,,,,,,,3,,,,,,,,,18,1.1
James Washington,PIT,23,WR,15,10,,3,,,,,,3,,,,,,,,,18,1.2
Preston Williams,MIA,22,WR,8,7,,3,,,,,,3,,,,,,,,,18,2.3
Russell Wilson*,SEA,31,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
Robert Woods,LAR,27,WR,15,15,1,2,,,,,,3,,,,,,,,,18,1.2
Geronimo Allison,GNB,25,WR,16,6,,2,,,,,,2,1,,,,,,,,14,0.9
Cody Parkey,TEN,27,K,3,0,,,,,,,,,,,,5,6,3,3,,14,4.7
Jamal Adams*+,NYJ,24,SS,14,14,,,,,1,1,,2,,,,,,,,,12,0.9
Jamal Agnew,DET,24,DB,13,0,,,1,1,,,,2,,,,,,,,,12,0.9
Jordan Akins,HOU,27,TE,16,9,,2,,,,,,2,,,,,,,,,12,0.8
Kyle Allen,CAR,23,QB,13,12,2,,,,,,,2,,,,,,,,,12,0.9
Ryquell Armstead,JAX,23,RB,16,1,,2,,,,,,2,,,,,,,,,12,0.8
Dan Arnold,2TM,24,WR,5,1,,2,,,,,,2,,,0,,,,,,12,2.4
Tavon Austin,DAL,29,WR,14,0,1,1,,,,,,2,,,,,,,,,12,0.9
Nick Boyle,BAL,26,TE,16,15,,2,,,,,,2,,,,,,,,,12,0.8
Matt Breida,SFO,24,RB,13,5,1,1,,,,,,2,,,,,,,,,12,0.9
Jaron Brown,SEA,29,WR,14,4,,2,,,,,,2,,,,,,,,,12,0.9
Derek Carr,OAK,28,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Jadeveon Clowney,SEA,26,LDE,13,11,,,,,1,1,,2,,,,,,,,,12,0.9
Brandin Cooks,LAR,26,WR,14,14,,2,,,,,,2,,,,,,,,,12,0.9
Sam Darnold,NYJ,22,QB,13,13,2,,,,,,,2,,,,,,,,,12,0.9
Corey Davis,TEN,24,TE,15,11,,2,,,,,,2,,,,,,,,,12,0.8
Ross Dwelley,SFO,24,TE,16,6,,2,,,,,,2,,,,,,,,,12,0.8
Gus Edwards,BAL,24,RB,16,1,2,,,,,,,2,,,,,,,,,12,0.8
Gerald Everett,LAR,25,TE,13,2,,2,,,,,,2,,,,,,,,,12,0.9
Minkah Fitzpatrick*+,2TM,23,DB-FS,16,16,,,,,1,1,,2,,,0,,,,,,12,0.8
Stephon Gilmore*+,NWE,29,RCB,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Ted Ginn Jr.,NOR,34,WR,16,9,,2,,,,,,2,,,,,,,,,12,0.8
Jared Goff,LAR,25,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Frank Gore,BUF,36,RB,16,8,2,,,,,,,2,,,,,,,,,12,0.8
Jakeem Grant,MIA,27,WR,10,2,1,,,1,,,,2,,,,,,,,,12,1.2
Erik Harris,OAK,29,FS/SS,16,14,,,,,,2,,2,,,,,,,,,12,0.8
N'Keal Harry,NWE,22,WR,7,5,,2,,,,,,2,,,,,,,,,12,1.7
Justice Hill,BAL,22,RB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Dontrell Hilliard,CLE,24,RB,14,0,2,,,,,,,2,,,,,,,,,12,0.9
Wes Hills,DET,24,RB,1,1,2,,,,,,,2,,,,,,,,,12,12.0
T.J. Hockenson,DET,22,TE,12,7,,2,,,,,,2,,,,,,,,,12,1.0
Marlon Humphrey*+,BAL,23,LCB,16,15,,,,,2,,,2,,,,,,,,,12,0.8
Adam Humphries,TEN,26,WR,12,3,,2,,,,,,2,,,,,,,,,12,1.0
Allen Hurns,MIA,28,WR,14,7,,2,,,,,,2,,,,,,,,,12,0.9
Hayden Hurst,BAL,26,TE,16,4,,2,,,,,,2,,,,,,,,,12,0.8
DeSean Jackson,PHI,33,WR,3,3,,2,,,,,,2,,,,,,,,,12,4.0
Marcus Johnson,IND,25,WR,8,6,,2,,,,,,2,,,,,,,,,12,1.5
Daniel Jones,NYG,22,QB,13,12,2,,,,,,,2,,,,,,,,,12,0.9
Dawson Knox,BUF,23,TE,15,11,,2,,,,,,2,,,,,,,,,12,0.8
Cody Latimer,NYG,27,WR,15,10,,2,,,,,,2,,,,,,,,,12,0.8
Patrick Mahomes*,KAN,24,QB,14,14,2,,,,,,,2,,,,,,,,,12,0.9
Anthony Miller,CHI,25,WR,16,7,,2,,,,,,2,,,,,,,,,12,0.8
David Moore,SEA,24,WR,14,1,,2,,,,,,2,,,,,,,,,12,0.9
James O'Shaughnessy,JAX,27,TE,5,5,,2,,,,,,2,,,,,,,,,12,2.4
Dare Ogunbowale,TAM,25,RB,16,0,2,,,,,,,2,,,,,,,,,12,0.8
Greg Olsen,CAR,34,TE,14,14,,2,,,,,,2,,,,,,,,,12,0.9
Dante Pettis,SFO,24,WR,11,4,,2,,,,,,2,,,,,,,,,12,1.1
Paul Richardson,WAS,27,WR,10,6,,2,,,,,,2,,,,,,,,,12,1.2
Seth Roberts,BAL,28,WR,16,0,,2,,,,,,2,,,,,,,,,12,0.8
Chester Rogers,IND,25,WR,12,6,,2,,,,,,2,,,,,,,,,12,1.0
Jaylen Samuels,PIT,23,RB,14,4,1,1,,,,,,2,,,,,,,,,12,0.9
Mohamed Sanu,2TM,30,WR,15,12,,2,,,,,,2,,,0,,,,,,12,0.8
Irv Smith Jr.,MIN,21,TE,16,7,,2,,,,,,2,,,,,,,,,12,0.8
Benny Snell Jr.,PIT,21,RB,13,2,2,,,,,,,2,,,,,,,,,12,0.9
Ndamukong Suh,TAM,32,LDE,16,16,,,,,2,,,2,,,,,,,,,12,0.8
Mitchell Trubisky,CHI,25,QB,15,15,2,,,,,,,2,,,,,,,,,12,0.8
C.J. Uzomah,CIN,26,TE,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Marquez Valdes-Scantling,GNB,25,WR,16,10,,2,,,,,,2,,,,,,,,,12,0.8
Delanie Walker,TEN,35,TE,7,4,,2,,,,,,2,,,,,,,,,12,1.7
Justin Watson,TAM,24,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Devin White,TAM,21,LILB,13,13,,,,,2,,,2,,,,,,,,,12,0.9
Jordan Wilkins,IND,25,RB,14,1,2,,,,,,,2,,,,,,,,,12,0.9
Mike Williams,LAC,25,WR,15,15,,2,,,,,,2,,,,,,,,,12,0.8
Olamide Zaccheaus,ATL,22,WR,10,0,,1,,,1,,,2,,,,,,,,,12,1.2
Jameis Winston,TAM,25,QB,16,16,1,,,,,,,1,2,,,,,,,,10,0.6
Greg Joseph,TEN,25,K,2,0,,,,,,,,,,,,9,9,,,,9,4.5
KeeSean Johnson,ARI,23,WR,10,4,,1,,,,,,1,1,,,,,,,,8,0.8
Patrick Laird,MIA,24,RB,15,4,1,,,,,,,1,1,,,,,,,,8,0.5
Brian Poole,NYJ,27,DB,14,10,,,,,,1,,1,,,,,,,,1,8,0.6
Trey Quinn,WAS,24,WR,12,6,,1,,,,,,1,1,,,,,,,,8,0.7
Aaron Rodgers*,GNB,36,QB,16,16,1,,,,,,,1,1,,,,,,,,8,0.5
Ameer Abdullah,MIN,26,RB,16,0,,1,,,,,,1,,,,,,,,,6,0.4
Javorius Allen,NYG,28,RB,10,0,1,,,,,,,1,,,,,,,,,6,0.6
Danny Amendola,DET,34,WR,15,10,,1,,,,,,1,,,,,,,,,6,0.4
JJ Arcega-Whiteside,PHI,23,WR,16,5,,1,,,,,,1,,,,,,,,,6,0.4
Alex Armah,CAR,25,FB,16,1,1,,,,,,,1,,,,,,,,,6,0.4
Kenjon Barner,ATL,30,RB,14,0,,,1,,,,,1,,,,,,,,,6,0.4
