Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Joe Walker,27,ARI,LILB,16,11,0,0,0,0,0,1,0,0,0,0,0.0,65,41,24,5,1,0,
Maxx Crosby,22,OAK,RDE,16,10,0,0,0,0,4,4,0,0,0,0,10.0,47,36,11,16,14,0,AP DRoY-2
David Edwards,22,LAR,RG,16,10,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Jimmy Graham,33,GNB,TE,16,10,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Jonotthan Harrison,28,NYJ,C,16,10,0,0,0,0,0,0,1,0,-7,0,0.0,0,0,0,0,0,0,
Tyler Lancaster,25,GNB,RDE,16,10,0,0,0,0,0,1,0,1,0,0,1.5,30,17,13,2,2,0,
Trayvon Mullen,22,OAK,RCB,16,10,1,0,0,0,10,0,0,0,0,0,0.0,50,42,8,0,0,0,
Sean Murphy-Bunting,22,TAM,RCB,16,10,3,88,1,70,8,1,0,0,0,0,1.0,44,37,7,1,0,0,
MyCole Pruitt,27,TEN,TE,16,10,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Maxx Williams,25,ARI,TE,16,10,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,
Ronald Jones II,22,TAM,RB,16,9,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,
Emmanuel Moseley,23,SFO,RCB,16,9,1,3,0,3,8,0,0,0,0,0,0.0,50,42,8,2,1,0,
Marcus Peters,26,2TM,LCB,16,15,5,210,3,89,14,0,0,1,0,0,0.0,53,40,13,1,0,0,"PB,AP-1"
Marcus Peters,26,LAR,LCB,6,6,2,32,1,32,4,0,0,1,0,0,0.0,14,9,5,1,0,0,
Marcus Peters,26,BAL,DB,10,9,3,178,2,89,10,0,0,0,0,0,0.0,39,31,8,0,0,0,
Jordan Phillips,27,BUF,LDT,16,9,0,0,0,0,0,1,0,0,0,0,9.5,31,25,6,13,16,0,
Germaine Pratt,23,CIN,RLB,16,9,0,0,0,0,0,0,0,0,0,0,0.0,76,50,26,4,0,0,
Trenton Scott,25,LAC,LT,16,9,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Taven Bryan,23,JAX,RDT,16,8,0,0,0,0,1,1,0,0,0,0,2.0,33,18,15,5,9,0,
Austin Ekeler,24,LAC,RB,16,8,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
L.J. Fort,29,2TM,LB,16,8,0,0,0,0,1,0,0,0,0,0,2.0,37,22,15,4,2,0,
L.J. Fort,29,PHI,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
L.J. Fort,29,BAL,RILB,12,8,0,0,0,0,1,0,0,0,0,0,2.0,35,21,14,4,2,0,
William Gholston,28,TAM,RDE,16,8,0,0,0,0,2,0,0,0,0,0,1.0,38,26,12,5,7,0,
Rasheem Green,22,SEA,RDE,16,8,0,0,0,0,2,3,0,1,36,0,4.0,27,15,12,3,5,0,
Duron Harmon,28,NWE,DB,16,8,2,27,0,27,5,0,0,0,0,0,0.0,22,19,3,1,2,0,
Kelvin Harmon,23,WAS,WR,16,8,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,
Mike Hilton,25,PIT,DB,16,8,1,1,0,1,11,1,0,1,0,0,1.5,65,52,13,6,5,0,
Tanoh Kpassagnon,25,KAN,LDE,16,8,0,0,0,0,2,1,0,1,0,0,4.0,29,21,8,6,11,0,
Nick Kwiatkoski,26,CHI,LILB,16,8,1,4,0,4,4,1,0,0,0,0,3.0,76,56,20,8,3,1,
David Montgomery,22,CHI,RB,16,8,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Nicholas Morrow,24,OAK,RLB,16,8,1,11,0,11,4,0,0,0,0,0,0.0,73,53,20,2,4,0,
Bobby Okereke,23,IND,RLB,16,8,0,0,0,0,2,2,1,1,0,0,1.0,65,48,17,2,1,0,
Troy Reeder,25,LAR,LB,16,8,0,0,0,0,0,2,0,0,0,0,0.0,58,36,22,0,0,0,
Chad Thomas,24,CLE,LDE,16,8,0,0,0,0,1,0,0,1,0,0,4.0,26,17,9,6,4,0,
Isaac Yiadom,23,DEN,RCB,16,8,0,0,0,0,4,0,0,0,0,0,0.0,43,32,11,1,0,0,
Lorenzo Alexander,36,BUF,RLB,16,7,0,0,0,0,9,1,0,0,0,0,2.0,55,35,20,4,9,0,
Peyton Barber,25,TAM,RB,16,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
C.J. Gardner-Johnson,22,NOR,DB,16,7,1,28,0,28,8,1,0,1,37,0,0.0,49,38,11,6,4,0,
C.J. Ham,26,MIN,FB,16,7,0,0,0,0,0,0,1,0,0,0,0.0,4,4,0,0,0,0,PB
Blake Jarwin,25,DAL,TE,16,7,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,
Anthony Miller,25,CHI,WR,16,7,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,0,
Ed Oliver,22,BUF,RDT,16,7,0,0,0,0,2,1,0,0,0,0,5.0,43,24,19,5,8,0,
Patrick Ricard,25,BAL,FB,16,7,0,0,0,0,1,1,0,0,0,0,1.0,9,8,1,1,2,0,PB
Irv Smith Jr.,21,MIN,TE,16,7,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,
Josh Tupou,25,CIN,DT,16,7,0,0,0,0,0,1,0,0,0,0,0.0,27,14,13,3,0,0,
Kyzir White,23,LAC,RLB,16,7,1,0,0,0,2,0,0,0,0,0,0.0,40,25,15,1,0,0,
Tramon Williams,36,GNB,DB,16,7,2,-4,0,0,8,1,0,2,0,0,0.0,39,29,10,1,1,0,
Chris Wormley,26,BAL,RDE,16,7,0,0,0,0,2,0,0,0,0,0,1.5,33,17,16,2,6,0,
Geronimo Allison,25,GNB,WR,16,6,0,0,0,0,0,0,2,1,0,0,0.0,1,0,1,0,0,0,
Andrew Beck,23,DEN,TE,16,6,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
T.J. Carrie,29,CLE,LCB,16,6,1,0,0,0,4,1,0,1,4,0,1.0,52,40,12,4,2,0,
Christian Covington,26,DAL,RDT,16,6,0,0,0,0,1,0,0,0,0,0,1.0,28,20,8,4,3,0,
Rasul Douglas,24,PHI,RCB,16,6,0,0,0,0,10,0,0,0,0,0,0.0,35,24,11,3,1,0,
Brandon Dunn,27,HOU,LDE,16,6,0,0,0,0,0,0,0,0,0,0,1.0,25,11,14,1,4,0,
Ross Dwelley,24,SFO,TE,16,6,0,0,0,0,0,1,0,0,0,0,0.0,2,1,1,0,0,0,
Samuel Eguavoen,26,MIA,LOLB,16,6,0,0,0,0,1,0,0,1,0,0,3.5,42,22,20,7,9,0,
Alex Erickson,27,CIN,WR,16,6,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,
Davontae Harris,24,DEN,RCB,16,6,0,0,0,0,3,0,0,0,0,0,0.0,35,30,5,0,0,0,
Will Harris,24,DET,FS,16,6,0,0,0,0,3,0,0,0,0,0,1.0,43,30,13,1,1,0,
J.C. Jackson,24,NWE,DB,16,6,5,39,0,19,10,0,0,0,0,0,0.0,36,29,7,0,1,0,
Eric Wilson,25,MIN,LLB,16,6,0,0,0,0,0,0,0,1,0,0,3.0,62,36,26,6,5,0,
Tyson Alualu,32,PIT,RDE,16,5,0,0,0,0,2,1,0,0,0,0,1.0,41,21,20,4,3,0,
JJ Arcega-Whiteside,22,PHI,WR,16,5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Daniel Brown,27,NYJ,WR,16,5,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,
Brian Burns,21,CAR,ROLB,16,5,0,0,0,0,0,1,0,1,56,1,7.5,25,19,6,5,16,0,
Jermaine Carter Jr.,24,CAR,LILB,16,5,0,0,0,0,0,0,0,0,0,0,0.5,31,22,9,2,2,0,
Kamalei Correa,25,TEN,LOLB,16,5,0,0,0,0,2,0,0,1,0,0,5.0,37,27,10,6,5,0,
Samson Ebukam,24,LAR,ROLB,16,5,0,0,0,0,4,1,0,2,0,0,4.5,48,26,22,5,10,0,
Mike Gesicki,24,MIA,TE,16,5,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Mecole Hardman,21,KAN,WR,16,5,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
B.J. Hill,24,NYG,LDE,16,5,0,0,0,0,0,0,0,0,0,0,1.0,36,15,21,2,2,0,
Taysom Hill,29,NOR,WR/QB,16,5,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Margus Hunt,32,IND,LDT,16,5,0,0,0,0,0,0,0,0,0,0,0.0,17,14,3,0,0,0,
John Jenkins,30,MIA,LDE,16,5,0,0,0,0,1,0,0,0,0,0,1.0,34,20,14,2,1,0,
Jourdan Lewis,24,DAL,DB,16,5,2,20,0,20,6,0,0,1,63,1,4.0,51,38,13,4,4,0,
Jamize Olawale,30,DAL,FB,16,5,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,
Haason Reddick,25,ARI,LILB,16,5,0,0,0,0,6,0,0,1,3,0,1.0,76,43,33,6,4,0,
Keith Smith,27,ATL,FB,16,5,0,0,0,0,0,2,0,0,0,0,0.0,8,5,3,0,0,0,
Nick Williams,29,CHI,LDE,16,5,0,0,0,0,2,0,0,2,4,0,6.0,42,24,18,5,9,0,
Matthew Adams,24,IND,LB,16,4,0,0,0,0,0,0,0,0,0,0,0.0,10,8,2,1,0,0,
Ryan Anderson,25,WAS,LB,16,4,0,0,0,0,1,5,0,2,0,0,4.0,44,30,14,4,9,0,
Derek Carrier,29,OAK,TE,16,4,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,
Jack Crawford,31,ATL,DE,16,4,0,0,0,0,3,0,0,0,0,0,0.5,24,6,18,1,5,0,
T.J. Edwards,23,PHI,LB,16,4,0,0,0,0,0,0,0,0,0,0,0.0,30,15,15,0,0,0,
Brandon Facyson,25,LAC,DB,16,4,0,0,0,0,1,0,0,1,0,0,0.0,41,30,11,2,0,0,
B.J. Finney,28,PIT,C,16,4,0,0,0,0,0,0,1,0,-8,0,0.0,0,0,0,0,0,0,
Russell Gage,23,ATL,WR,16,4,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,
Josh Hines-Allen,22,JAX,LB,16,4,0,0,0,0,0,2,0,0,0,0,10.5,44,31,13,11,23,0,"PB,AP DRoY-4"
Maurice Hurst Jr.,24,OAK,DT,16,4,1,55,0,55,3,0,0,2,0,0,3.5,18,11,7,4,8,0,
Alec Ingold,23,OAK,FB,16,4,0,0,0,0,0,0,0,1,0,0,0.0,2,1,1,0,0,0,
Al-Quadin Muhammad,24,IND,DE,16,4,0,0,0,0,0,1,0,0,0,0,3.0,28,21,7,8,9,0,
Cordarrelle Patterson,28,CHI,WR,16,4,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,"PB,AP-1"
Buster Skrine,30,CHI,DB,16,4,0,0,0,0,5,2,0,0,0,0,0.0,48,39,9,1,2,0,
Damion Square,30,LAC,DE,16,4,0,0,0,0,2,0,0,0,0,0,0.0,27,15,12,1,1,0,
Jahleel Addae,29,HOU,DB,16,3,2,5,0,4,3,0,0,0,0,0,0.0,45,35,10,0,0,0,
DeAndre Carter,26,HOU,WR,16,3,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Javien Elliott,26,CAR,DB,16,3,1,0,0,0,2,0,0,0,0,0,0.5,38,24,14,1,2,0,
Morgan Fox,25,LAR,DB,16,3,0,0,0,0,0,0,0,0,0,0,2.0,18,12,6,3,3,0,
Mack Hollins,26,2TM,WR,16,3,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Mack Hollins,26,PHI,WR,12,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Mack Hollins,26,MIA,WR,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Johnny Holton,29,PIT,WR,16,3,0,0,0,0,0,0,0,1,0,0,0.0,8,4,4,0,0,0,
Jaleel Johnson,25,MIN,DT,16,3,0,0,0,0,0,0,0,0,0,0,3.5,29,15,14,5,5,0,
Harvey Langi,27,NYJ,DE,16,3,0,0,0,0,1,0,0,0,0,0,0.0,16,10,6,1,0,0,
Allen Lazard,24,GNB,WR,16,3,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,
Cassius Marsh,27,ARI,DE,16,3,0,0,0,0,0,0,0,0,0,0,2.5,36,25,11,7,5,0,
Tarvarius Moore,23,SFO,DB,16,3,0,0,0,0,3,0,0,0,0,0,0.0,25,16,9,0,0,0,
Uchenna Nwosu,23,LAC,LB,16,3,0,0,0,0,1,1,0,0,0,0,2.0,31,23,8,5,7,0,
Foyesade Oluokun,24,ATL,LB,16,3,0,0,0,0,0,1,0,0,0,0,0.0,62,36,26,2,0,0,
Jalen Reeves-Maybin,24,DET,LB,16,3,0,0,0,0,0,1,0,1,0,0,0.0,37,28,9,1,1,0,
Curtis Riley,27,OAK,DB,16,3,0,0,0,0,1,1,0,0,0,0,0.0,34,27,7,2,0,0,
Elandon Roberts,25,NWE,LB,16,3,0,0,0,0,1,0,0,0,0,0,1.0,29,18,11,1,3,0,
Nickell Robey-Coleman,27,LAR,DB,16,3,0,0,0,0,7,2,0,0,12,0,0.0,36,32,4,3,0,0,
Daniel Sorensen,29,KAN,DB,16,3,2,6,0,6,4,0,0,0,0,0,0.0,57,44,13,1,2,0,
Logan Thomas,28,DET,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,7,7,0,0,0,0,
Solomon Thomas,24,SFO,DE,16,3,0,0,0,0,0,0,0,0,0,0,2.0,21,15,6,3,6,0,
Halapoulivaati Vaitai,26,PHI,T,16,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
DeAndre Washington,26,OAK,RB,16,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Cody Barton,23,SEA,LB,16,2,0,0,0,0,1,0,0,1,0,0,0.0,23,9,14,0,1,0,
Tarell Basham,25,NYJ,DE,16,2,1,1,0,1,6,0,0,1,2,0,2.0,33,18,15,3,4,0,
Ja'Whaun Bentley,23,NWE,LB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,44,29,15,2,1,0,
Giovani Bernard,28,CIN,RB,16,2,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Mike Boone,24,MIN,RB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Adam Butler,25,NWE,DT,16,2,0,0,0,0,5,0,0,0,0,0,6.0,26,17,9,8,9,0,
Vinny Curry,31,PHI,DE,16,2,0,0,0,0,0,0,0,0,0,0,5.0,27,20,7,5,12,0,
Sheldon Day,25,SFO,DT,16,2,0,0,0,0,0,0,0,0,0,0,1.0,15,10,5,3,2,0,
Antonio Hamilton,26,NYG,DB,16,2,0,0,0,0,4,0,0,0,0,0,0.0,17,12,5,0,0,0,
Nyheim Hines,23,IND,RB,16,2,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,
Duke Johnson,26,HOU,RB,16,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Darron Lee,25,KAN,LB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,31,22,9,0,0,0,
Trey Marshall,23,DEN,DB,16,2,0,0,0,0,0,1,0,2,12,0,0.0,25,19,6,0,0,0,
Tony McRae,26,CIN,DB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,22,17,5,1,1,0,
Kevin Minter,29,TAM,LB,16,2,0,0,0,0,2,0,0,1,0,0,0.0,34,21,13,2,1,0,
Ty Montgomery,26,NYJ,WR,16,2,0,0,0,0,0,1,0,0,0,0,0.0,2,2,0,0,0,0,
Steven Sims,22,WAS,WR,16,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Diontae Spencer,27,DEN,WR,16,2,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Michael Thomas,29,NYG,DB,16,2,0,0,0,0,3,0,0,0,0,0,0.0,47,33,14,3,0,0,
Justin Watson,24,TAM,WR,16,2,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,
Derek Watt,27,LAC,FB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,16,13,3,0,0,0,
Andrew Wingard,23,JAX,DB,16,2,0,0,0,0,0,1,0,0,0,0,1.0,30,22,8,0,2,0,
Oshane Ximines,23,NYG,DE,16,2,0,0,0,0,1,0,0,0,0,0,4.5,25,11,14,5,9,0,
Alex Armah,25,CAR,FB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Ryquell Armstead,23,JAX,RB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Marqui Christian,25,LAR,DB,16,1,0,0,0,0,2,0,0,0,0,0,0.0,36,27,9,1,0,0,
Keelan Cole,26,JAX,WR,16,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Gus Edwards,24,BAL,RB,16,1,0,0,0,0,0,0,2,1,0,0,0.0,2,2,0,0,0,0,
KhaDarel Hodge,24,CLE,WR,16,1,0,0,0,0,0,0,0,0,0,0,0.0,13,10,3,0,0,0,
Travis Homer,21,SEA,RB,16,1,0,0,0,0,0,0,0,2,0,0,0.0,3,3,0,0,0,0,
Richie James,24,SFO,WR,16,1,0,0,0,0,0,0,1,0,-7,0,0.0,2,0,2,0,0,0,
Austin Johnson,25,TEN,NT,16,1,0,0,0,0,1,0,0,0,0,0,0.0,23,11,12,1,2,0,
Kevin Johnson,27,BUF,DB,16,1,0,0,0,0,5,0,0,0,0,0,1.0,36,25,11,1,1,0,
Ty Johnson,22,DET,RB,16,1,0,0,0,0,0,0,1,0,0,0,0.0,4,4,0,0,0,0,
Dion Lewis,29,TEN,RB,16,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Barkevious Mingo,29,HOU,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,2,0,
Ben Niemann,24,KAN,LB,16,1,0,0,0,0,1,0,0,1,0,0,0.0,56,35,21,1,1,0,
George Odum,26,IND,DB,16,1,0,0,0,0,0,2,0,1,0,0,0.0,37,30,7,0,1,0,
Elijhaa Penny,26,NYG,RB,16,1,0,0,0,0,0,0,0,1,0,0,0.0,2,1,1,0,0,0,
Trent Sherfield,23,ARI,WR,16,1,0,0,0,0,0,0,0,1,0,0,0.0,8,6,2,0,0,0,
Shy Tuttle,24,NOR,DT,16,1,1,19,0,19,4,0,0,0,0,0,2.0,18,8,10,3,3,0,
Stephen Weatherly,25,MIN,LB,16,1,0,0,0,0,0,1,0,0,0,0,3.0,24,14,10,5,9,0,
Trevon Wesco,24,NYJ,FB,16,1,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,
Ameer Abdullah,26,MIN,RB,16,0,0,0,0,0,0,0,1,0,0,0,0.0,7,6,1,0,0,0,
Olasunkanmi Adeniyi,22,PIT,LB,16,0,0,0,0,0,0,2,0,0,0,0,0.0,8,5,3,0,0,0,
Ugo Amadi,22,SEA,DB,16,0,0,0,0,0,0,0,0,1,0,0,0.0,17,13,4,0,0,0,
Jake Bailey,22,NWE,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Ben Banogu,23,IND,LB,16,0,0,0,0,0,1,1,0,0,0,0,2.5,11,7,4,3,5,0,
Braxton Berrios,24,NYJ,WR,16,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
Jordan Berry,28,PIT,P,16,0,0,0,0,0,0,0,3,1,-19,0,0.0,0,0,0,0,0,0,
Justin Bethel,29,2TM,DB,16,0,0,0,0,0,0,0,0,3,0,0,0.0,12,9,3,0,0,0,
Justin Bethel,29,BAL,DB,7,0,0,0,0,0,0,0,0,1,0,0,0.0,6,4,2,0,0,0,
Justin Bethel,29,NWE,DB,9,0,0,0,0,0,0,0,0,2,0,0,0.0,6,5,1,0,0,0,
Reggie Bonnafon,23,CAR,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Devontae Booker,27,DEN,RB,16,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,
Chris Boswell,28,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Kendrick Bourne,24,SFO,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Tyus Bowser,24,BAL,LB,16,0,0,0,0,0,2,1,0,1,33,1,5.0,24,20,4,3,10,0,
Kris Boyd,23,MIN,DB,16,0,0,0,0,0,1,0,0,1,0,0,0.0,22,20,2,2,0,0,
Hunter Bradley,25,GNB,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Aaron Brewer,29,ARI,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Beau Brinkley,29,TEN,TE,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,0,0,
Ben Burr-Kirven,22,SEA,LB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,8,3,5,0,0,0,
Joe Cardona,27,NWE,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,
Daniel Carlson,24,OAK,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
AJ Cole III,24,OAK,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Dustin Colquitt,37,KAN,P,16,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Logan Cooke,24,JAX,P,16,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Cody Core,25,NYG,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,6,2,0,0,0,
Mason Crosby,35,GNB,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Keion Crossen,23,HOU,DB,16,0,0,0,0,0,1,0,0,0,0,0,0.0,13,10,3,0,1,0,
Dane Cruikshank,24,TEN,DB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,
Jordan Dangerfield,29,PIT,DB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,13,6,7,1,1,0,
Cody Davis,30,JAX,DB,16,0,0,0,0,0,1,0,0,0,0,0,0.0,13,8,5,0,0,0,
Riley Dixon,26,NYG,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Nick Dzubnar,28,LAC,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,0,0,0,
Lac Edwards,27,NYJ,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Jake Elliott,24,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Jordan Evans,24,CIN,LB,16,0,0,0,0,0,1,0,0,0,0,0,0.0,12,6,6,0,0,0,
Kyler Fackrell,28,GNB,LB,16,0,0,0,0,0,0,0,0,0,0,0,1.0,23,13,10,2,10,0,
Ka'imi Fairbairn,25,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Clayton Fejedelem,26,CIN,DB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,15,13,2,0,0,0,
Reid Ferguson,25,BUF,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Zaire Franklin,23,IND,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,
Royce Freeman,23,DEN,RB,16,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Rashan Gary,22,GNB,DE,16,0,0,0,0,0,0,0,0,1,0,0,2.0,21,13,8,3,3,0,
Matt Gay,25,TAM,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Jamie Gillan,22,CLE,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Cullen Gillaspia,24,HOU,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,
C.J. Goodwin,29,DAL,DB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,0,
Jaeden Graham,24,ATL,TE,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,
J.T. Gray,23,NOR,DB,16,0,0,0,0,0,0,0,0,1,0,0,0.0,17,13,4,0,0,0,AP-2
Shaquem Griffin,24,SEA,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,3,0,
Matt Haack,25,MIA,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Shaun Dion Hamilton,24,WAS,LB,16,0,1,0,0,0,2,1,0,1,0,0,1.0,49,37,12,5,2,0,
Justin Hardee,25,NOR,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,11,10,1,0,0,0,
Josh Harris,30,ATL,DB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Johnny Hekker,29,LAR,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Thomas Hennessy,25,NYJ,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Amani Hooker,21,TEN,DB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,20,15,5,0,0,0,
Dustin Hopkins,29,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
DeAndre Houston-Carson,26,CHI,DB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,
Travin Howard,23,LAR,LB,16,0,0,0,0,0,3,0,0,0,0,0,0.0,22,19,3,0,0,0,
Buddy Howell,23,HOU,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,
Charley Hughlett,29,CLE,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Kerry Hyder,28,DAL,DE,16,0,0,0,0,0,0,0,0,1,0,0,1.0,17,10,7,3,4,0,
J.J. Jansen,33,CAR,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,
D'Ernest Johnson,23,CLE,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,
Darryl Johnson,22,BUF,DE,16,0,0,0,0,0,0,0,0,0,0,0,1.0,15,10,5,2,2,0,
Cameron Johnston,27,PHI,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Colin Jones,32,CAR,DB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,0,
Peter Kalambayi,24,HOU,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,18,10,8,0,0,0,
Sam Koch,37,BAL,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Casey Kreiter,29,DEN,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Deon Lacey,29,MIA,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
