Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Calais Campbell,32,JAX,RDE,16,16,0,0,0,0,2,1,0,1,0,0,10.5,72,53,19,20,22,0,PB
Brandon Carr,32,BAL,LCB,16,16,2,26,0,32,11,0,0,0,0,0,0.0,45,39,6,0,1,0,
Derek Carr,27,OAK,QB,16,16,0,0,0,0,0,0,12,2,-6,0,0.0,0,0,0,0,0,0,
Bradley Chubb,22,DEN,LOLB,16,16,0,0,0,0,1,2,0,1,4,0,12.0,60,41,19,14,21,0,AP DRoY-3
Frank Clark,25,SEA,RDE,16,16,1,26,0,26,2,3,0,2,0,0,13.0,41,33,8,10,27,0,
Mason Cole,22,ARI,C,16,16,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,
Jamie Collins,29,CLE,RLB,16,16,1,0,0,0,4,1,0,1,0,0,4.0,104,73,31,13,7,0,
La'el Collins,25,DAL,RT,16,16,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,
Brandin Cooks,25,LAR,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Kirk Cousins,30,MIN,QB,16,16,0,0,0,0,0,0,9,3,-31,0,0.0,0,0,0,0,0,0,
Fletcher Cox,28,PHI,RDT,16,16,0,0,0,0,1,1,0,1,3,0,10.5,46,33,13,12,34,0,"PB,AP-1"
Corey Davis,23,TEN,WR,16,16,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,
Demario Davis,29,NOR,LLB,16,16,0,0,0,0,4,2,0,1,0,0,5.0,110,74,36,11,11,0,
Jarrad Davis,24,DET,MLB,16,16,0,0,0,0,5,1,0,1,20,0,6.0,100,73,27,10,10,0,
Jesse Davis,27,MIA,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Todd Davis,26,DEN,LILB,16,16,1,20,1,20,7,0,0,0,0,0,0.5,114,80,34,6,5,0,
Dion Dawkins,24,BUF,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Quandre Diggs,25,DET,SS,16,16,3,41,1,37,8,0,0,0,0,0,0.0,78,64,14,3,1,0,
Aaron Donald,27,LAR,RDT,16,16,0,0,0,0,1,4,0,2,0,0,20.5,59,41,18,25,41,0,"PB,AP-1,AP DPoY-1"
Carlos Dunlap,29,CIN,LDE,16,16,0,0,0,0,8,2,0,1,0,0,8.0,47,31,16,8,21,0,
Zach Ertz,28,PHI,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Mike Evans,25,TAM,WR,16,16,0,0,0,0,0,0,2,2,-3,1,0.0,0,0,0,0,0,0,PB
Eric Fisher,27,KAN,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB
Leonard Floyd,26,CHI,ROLB,16,16,1,19,1,19,4,0,0,1,0,0,4.0,47,34,13,9,11,0,
Dee Ford,27,KAN,LOLB,16,16,0,0,0,0,0,7,0,0,0,0,13.0,55,42,13,13,29,0,PB
Mason Foster,29,WAS,RILB,16,16,2,4,0,4,4,0,0,1,0,0,1.0,131,81,50,4,1,0,
Kyle Fuller,26,CHI,LCB,16,16,7,52,0,35,21,0,0,0,0,0,0.0,55,45,10,0,0,0,"PB,AP-1"
Myles Garrett,23,CLE,LDE,16,16,0,0,0,0,3,3,0,0,0,0,13.5,44,35,9,12,29,0,"PB,AP-2"
Marcus Gilchrist,30,OAK,SS,16,16,3,2,0,2,6,0,0,0,0,0,0.0,58,40,18,0,0,0,
Stephon Gilmore,28,NWE,RCB,16,16,2,0,0,0,20,2,0,1,0,0,1.0,45,40,5,1,1,0,"PB,AP-1"
Tashaun Gipson,28,JAX,FS,16,16,1,8,0,8,7,0,0,0,0,0,0.0,54,44,10,1,1,0,
Davon Godchaux,24,MIA,LDT,16,16,0,0,0,0,0,0,0,0,0,0,1.0,48,31,17,6,4,0,
Jared Goff,24,LAR,QB,16,16,0,0,0,0,0,0,12,3,-5,0,0.0,0,0,0,0,0,0,PB
Eddie Goldman,24,CHI,NT,16,16,0,0,0,0,0,0,0,1,0,0,3.0,40,27,13,5,3,1,
Brandon Graham,30,PHI,RDE,16,16,0,0,0,0,2,1,0,1,0,0,4.0,39,31,8,9,11,0,
Shaquill Griffin,23,SEA,LCB,16,16,2,8,0,8,8,0,0,0,0,0,0.0,62,55,7,3,0,0,
Rob Havenstein,26,LAR,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Casey Hayward,29,LAC,RCB,16,16,0,0,0,0,8,0,0,0,0,0,0.0,46,41,5,1,0,0,
Jeff Heath,27,DAL,SS,16,16,1,49,0,49,5,1,0,0,0,0,0.0,85,63,22,6,0,0,
Cameron Heyward,29,PIT,DT,16,16,0,0,0,0,3,1,0,1,0,0,8.0,51,29,22,10,18,0,PB
Akiem Hicks,29,CHI,LDE,16,16,0,0,0,0,5,3,0,0,0,0,7.5,55,41,14,12,16,0,PB
Tyler Higbee,25,LAR,TE,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Tyreek Hill,24,KAN,WR,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
DeAndre Hopkins,26,HOU,WR,16,16,0,0,0,0,1,0,2,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP OPoY-3"
Jerry Hughes,30,BUF,RDE,16,16,0,0,0,0,1,3,0,0,0,0,7.0,37,30,7,13,18,0,
Danielle Hunter,24,MIN,LDE,16,16,0,0,0,0,0,0,0,1,32,1,14.5,72,51,21,21,19,0,"PB,AP-2"
Melvin Ingram,29,LAC,RDE,16,16,1,8,0,8,3,1,1,2,4,0,7.0,43,28,15,8,16,0,PB
Myles Jack,23,JAX,MLB,16,16,1,32,1,32,1,1,0,1,0,0,2.5,107,75,32,1,4,0,
Donte Jackson,23,CAR,RCB,16,16,4,0,0,0,9,1,0,0,0,0,1.0,74,63,11,4,1,0,
Kareem Jackson,30,HOU,RCB,16,16,2,24,0,13,17,2,0,1,0,0,1.0,87,70,17,5,1,0,
William Jackson III,26,CIN,RCB,16,16,0,0,0,0,13,0,0,0,0,0,0.0,41,34,7,2,0,0,
Derwin James,22,LAC,FS,16,16,3,30,0,23,13,0,0,0,0,0,3.5,105,75,30,4,6,0,"PB,AP-1,AP DRoY-2"
Jackrabbit Jenkins,30,NYG,RCB,16,16,2,29,0,29,15,1,0,0,0,0,0.0,70,59,11,2,0,0,
Malcolm Jenkins,31,PHI,FS,16,16,1,25,0,25,8,3,0,1,11,0,1.0,97,79,18,6,1,0,PB
Ryan Jensen,27,TAM,C,16,16,0,0,0,0,0,0,1,1,-14,0,0.0,0,0,0,0,0,0,
David Johnson,27,ARI,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
John Johnson,23,LAR,SS,16,16,4,46,0,35,11,1,0,0,0,0,0.0,119,82,37,3,2,0,
Byron Jones,26,DAL,RCB/LCB,16,16,0,0,0,0,14,0,0,0,0,0,0.0,67,56,11,2,0,0,"PB,AP-2"
Chandler Jones,28,ARI,RDE,16,16,0,0,0,0,4,3,0,1,0,0,13.0,49,38,11,13,18,0,
Christian Jones,27,DET,RLB,16,16,0,0,0,0,3,1,0,0,0,0,1.0,69,48,21,3,4,0,
DaQuan Jones,27,TEN,LDE,16,16,0,0,0,0,1,0,0,0,0,0,0.0,34,20,14,4,5,0,
Julio Jones,29,ATL,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
Cameron Jordan,29,NOR,LDE,16,16,0,0,0,0,6,1,0,1,0,0,12.0,49,35,14,18,21,0,"PB,AP-2"
Ryan Kalil,33,CAR,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Case Keenum,30,DEN,QB,16,16,0,0,0,0,0,0,11,5,-13,0,0.0,0,0,0,0,0,0,
Jason Kelce,31,PHI,C,16,16,0,0,0,0,0,0,1,0,-7,0,0.0,0,0,0,0,0,0,AP-1
Travis Kelce,29,KAN,TE,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Ryan Kerrigan,30,WAS,ROLB,16,16,0,0,0,0,1,3,0,1,0,0,13.0,43,30,13,11,19,0,PB
Luke Kuechly,27,CAR,MLB,16,16,1,0,0,0,6,2,0,1,0,0,2.0,130,93,37,20,5,0,"PB,AP-1"
Marshon Lattimore,22,NOR,RCB,16,16,2,0,0,0,12,4,0,3,91,0,0.0,59,49,10,1,0,0,
Corey Linsley,27,GNB,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Cory Littleton,25,LAR,LILB,16,16,3,48,1,22,13,0,0,0,0,0,4.0,125,90,35,9,4,0,"PB,AP-2"
Joe Looney,28,DAL,C,16,16,0,0,0,0,0,0,2,0,-6,0,0.0,0,0,0,0,0,0,
Star Lotulelei,29,BUF,RDT,16,16,0,0,0,0,1,0,0,0,0,0,0.0,17,10,7,1,0,0,
Andrew Luck,29,IND,QB,16,16,0,0,0,0,0,0,6,3,-13,0,0.0,0,0,0,0,0,0,"PB,AP CPoY-1"
Alex Mack,33,ATL,C,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,PB
Patrick Mahomes,23,KAN,QB,16,16,0,0,0,0,0,0,9,5,-4,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP MVP-1,AP OPoY-1"
Eli Manning,37,NYG,QB,16,16,0,0,0,0,0,0,7,2,0,0,0.0,0,0,0,0,0,0,
Nick Martin,25,HOU,C,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Blake Martinez,24,GNB,LILB,16,16,0,0,0,0,3,0,0,0,0,0,5.0,144,91,53,10,6,0,
Tyrann Mathieu,26,HOU,SS,16,16,2,6,0,6,8,0,0,1,10,0,3.0,89,70,19,5,4,0,
Clay Matthews,32,GNB,LOLB,16,16,0,0,0,0,0,1,0,0,0,0,3.5,43,29,14,7,12,0,
Christian McCaffrey,22,CAR,RB,16,16,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,AP-2
Devin McCourty,31,NWE,FS,16,16,1,84,1,84,4,1,0,2,14,0,0.0,82,59,23,1,0,0,
Bradley McDougald,28,SEA,SS,16,16,3,39,0,39,9,3,0,1,0,0,0.0,78,66,12,4,0,0,
Benardrick McKinney,26,HOU,LILB,16,16,1,0,0,0,7,1,0,0,0,0,1.5,105,63,42,5,5,0,PB
Raekwon McMillan,22,MIA,MLB,16,16,0,0,0,0,1,2,0,1,0,0,0.0,105,69,36,5,0,0,
Von Miller,29,DEN,ROLB,16,16,1,42,0,42,3,4,0,3,3,0,14.5,48,29,19,14,26,0,"PB,AP-2"
Morgan Moses,27,WAS,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Steven Nelson,25,KAN,RCB,16,16,4,53,0,35,15,0,0,0,0,0,0.0,68,58,10,2,0,0,
Yannick Ngakoue,23,JAX,LDE,16,16,0,0,0,0,1,0,0,0,0,0,9.5,28,25,3,13,33,0,
Josh Norman,31,WAS,RCB,16,16,3,79,0,40,9,3,0,1,0,0,0.0,64,40,24,1,0,0,
Larry Ogunjobi,24,CLE,LDT,16,16,0,0,0,0,0,1,0,0,0,0,5.5,52,33,19,10,15,0,
Alex Okafor,27,NOR,RDE,16,16,0,0,0,0,1,0,0,1,0,0,4.0,36,25,11,5,9,0,
Daron Payne,21,WAS,NT,16,16,0,0,0,0,3,1,0,1,9,0,5.0,56,35,21,6,8,0,
Domata Peko,34,DEN,NT,16,16,0,0,0,0,2,0,0,0,0,0,0.5,31,20,11,2,3,0,
Jabrill Peppers,23,CLE,FS,16,16,1,0,0,0,5,0,2,3,16,0,1.0,79,52,27,5,4,0,
Michael Person,30,SFO,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Marcus Peters,25,LAR,LCB,16,16,3,107,1,50,8,0,0,0,0,0,0.0,43,33,10,0,1,0,
Adrian Peterson,33,WAS,RB,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,AP CPoY-3
Patrick Peterson,28,ARI,LCB,16,16,2,0,0,0,5,0,0,1,49,0,1.0,54,45,9,2,1,0,PB
Jason Pierre-Paul,29,TAM,RDE,16,16,0,0,0,0,2,1,0,1,0,0,12.5,58,48,10,16,20,0,
Dontari Poe,28,CAR,RDT,16,16,0,0,0,0,0,0,0,0,0,0,1.0,17,9,8,4,3,0,
Mike Pouncey,29,LAC,C,16,16,0,0,0,0,0,0,1,0,-13,0,0.0,0,0,0,0,0,0,PB
Jordan Poyer,27,BUF,FS,16,16,4,11,0,11,6,1,0,1,0,0,2.0,100,73,27,9,3,0,
Dak Prescott,25,DAL,QB,16,16,0,0,0,0,0,0,12,7,0,0,0.0,0,0,0,0,0,0,PB
Glover Quin,32,DET,FS,16,16,0,0,0,0,3,0,0,0,0,0,1.0,74,58,16,1,2,0,
Robert Quinn,28,MIA,RDE,16,16,0,0,0,0,0,2,0,0,0,0,6.5,38,25,13,9,15,0,
Jalen Ramsey,24,JAX,LCB,16,16,3,0,0,0,13,0,0,0,0,0,0.0,65,62,3,2,0,0,PB
Sheldon Rankins,24,NOR,LDT,16,16,0,0,0,0,1,1,0,0,0,0,8.0,40,26,14,12,15,0,
D.J. Reader,24,HOU,RDE,16,16,0,0,0,0,0,0,0,0,0,0,2.0,33,23,10,5,3,0,
Jarran Reed,26,SEA,LDT,16,16,0,0,0,0,0,0,0,2,2,0,10.5,50,34,16,12,24,0,
Sheldon Richardson,28,MIN,LDT,16,16,0,0,0,0,0,0,0,0,0,0,4.5,49,26,23,6,16,0,
Curtis Riley,26,NYG,FS,16,16,4,67,1,46,5,0,0,0,0,0,0.0,75,63,12,0,1,0,
Philip Rivers,37,LAC,QB,16,16,0,0,0,0,0,0,2,1,-4,0,0.0,0,0,0,0,0,0,PB
Aaron Rodgers,35,GNB,QB,16,16,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,PB
Ben Roethlisberger,36,PIT,QB,16,16,0,0,0,0,0,0,7,4,0,0,0.0,0,0,0,0,0,0,
Chase Roullier,25,WAS,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Matt Ryan,33,ATL,QB,16,16,0,0,0,0,0,0,10,2,0,0,0.0,0,0,0,0,0,0,
Mohamed Sanu,29,ATL,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Jabaal Sheard,29,IND,LDE/RDE,16,16,0,0,0,0,4,0,0,0,0,0,5.5,50,37,13,14,13,0,
Sterling Shepard,25,NYG,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Justin Simmons,25,DEN,FS,16,16,3,8,0,8,4,0,0,0,0,0,0.0,97,71,26,0,0,0,
Harrison Smith,29,MIN,FS,16,16,3,66,0,52,6,1,0,2,0,0,3.0,84,67,17,9,5,0,"PB,AP-2"
Jaylon Smith,23,DAL,MLB,16,16,0,0,0,0,4,2,0,2,69,1,4.0,121,82,39,6,6,0,
Preston Smith,26,WAS,LOLB,16,16,1,3,0,3,3,0,0,1,1,1,4.0,53,30,23,5,16,0,
Telvin Smith,27,JAX,LLB,16,16,2,33,1,33,2,1,0,1,5,0,1.0,134,100,34,4,3,0,
Nate Solder,30,NYG,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Akeem Spence,27,MIA,RDT,16,16,0,0,0,0,0,0,0,1,0,0,2.0,42,23,19,6,9,0,
Matthew Stafford,30,DET,QB,16,16,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,
Terrell Suggs,36,BAL,LOLB,16,16,0,0,0,0,6,1,0,1,43,1,7.0,34,25,9,13,15,0,
Ndamukong Suh,31,LAR,LDT,16,16,0,0,0,0,4,0,0,2,0,0,4.5,59,36,23,4,19,0,
John Sullivan,33,LAR,C,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Adam Thielen,28,MIN,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Michael Thomas,25,NOR,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Dalvin Tomlinson,24,NYG,RDE/NT,16,16,0,0,0,0,0,0,0,0,0,0,0.0,59,28,31,5,0,0,
Laken Tomlinson,26,SFO,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Danny Trevathan,28,CHI,LILB,16,16,2,12,0,12,6,1,0,1,0,0,2.0,102,76,26,8,4,0,
Desmond Trufant,28,ATL,RCB,16,16,0,0,0,0,12,0,0,0,0,0,1.0,66,55,11,1,1,0,
Brent Urban,27,BAL,RDE,16,16,0,0,0,0,2,0,0,0,0,0,0.5,27,17,10,2,1,0,
Kyle Van Noy,27,NWE,MLB,16,16,1,0,0,0,2,1,0,2,46,1,3.5,92,55,37,5,10,0,
Greg Van Roten,28,CAR,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Fred Warner,22,SFO,MLB,16,16,0,0,0,0,6,1,0,1,0,0,0.0,124,85,39,3,2,0,
Deshaun Watson,23,HOU,QB,16,16,0,0,0,0,0,0,9,2,-25,0,0.0,0,0,0,0,0,0,PB
J.J. Watt,29,HOU,LDE,16,16,0,0,0,0,4,7,0,0,0,0,16.0,61,47,14,18,25,0,"PB,AP-1,AP CPoY-2"
T.J. Watt,24,PIT,LOLB,16,16,0,0,0,0,3,6,0,0,0,0,13.0,68,50,18,12,21,0,PB
Eric Weddle,33,BAL,FS,16,16,0,0,0,0,3,0,0,0,0,0,1.0,68,54,14,2,4,0,PB
Tre'Davious White,23,BUF,LCB,16,16,2,37,0,37,8,0,0,0,0,0,0.0,54,44,10,1,0,0,
Cody Whitehair,26,CHI,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB
Tahir Whitehead,28,OAK,RLB,16,16,1,0,0,0,5,1,0,0,0,0,0.0,126,89,37,9,1,0,
Brandon Williams,29,BAL,LDE,16,16,0,0,0,0,1,0,0,0,0,0,1.0,34,21,13,3,1,0,PB
Kyle Williams,35,BUF,LDT,16,16,0,0,0,0,1,1,0,1,0,0,5.0,35,22,13,6,14,0,PB
Leonard Williams,24,NYJ,LDE,16,16,0,0,0,0,2,0,0,0,0,0,5.0,42,27,15,11,20,0,
Marcus Williams,22,NOR,FS,16,16,2,100,0,78,3,1,0,1,0,0,1.0,59,49,10,0,0,0,
Shawn Williams,27,CIN,SS,16,16,5,131,1,58,9,1,0,0,0,0,1.0,110,81,29,2,2,0,
Tramon Williams,35,GNB,SS/LCB,16,16,0,0,0,0,2,0,3,1,0,0,0.0,54,40,14,0,0,0,
Avery Williamson,26,NYJ,RILB,16,16,1,36,0,36,6,2,0,1,0,0,3.0,120,80,40,6,4,0,
Russell Wilson,30,SEA,QB,16,16,0,0,0,0,0,0,10,4,-17,0,0.0,0,0,0,0,0,0,PB
Derek Wolfe,28,DEN,LDE,16,16,1,2,0,2,6,0,0,1,0,0,1.5,43,31,12,3,6,0,
Marshal Yanda,34,BAL,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
Julién Davenport,23,HOU,LT,16,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Bud Dupree,25,PIT,ROLB,16,15,1,10,1,10,3,1,0,0,0,0,5.5,42,30,12,8,13,0,
Terrell Edmunds,21,PIT,SS,16,15,1,35,0,35,4,0,0,1,0,0,1.0,78,55,23,1,3,0,
Lawrence Guy,28,NWE,LDT,16,15,0,0,0,0,0,1,0,0,0,0,1.0,59,25,34,1,11,0,
Jordan Howard,24,CHI,RB,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Zay Jones,23,BUF,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Damontae Kazee,25,ATL,SS,16,15,7,54,0,33,10,1,0,0,0,0,0.0,82,60,22,1,0,0,
A.J. Klein,27,NOR,RLB,16,15,1,6,0,6,3,0,0,2,17,0,2.0,70,42,28,7,4,0,
DeMarcus Lawrence,26,DAL,LDE,16,15,1,13,0,13,1,2,0,1,5,0,10.5,64,42,22,15,23,0,PB
Reggie Ragland,25,KAN,RILB,16,15,1,67,0,67,1,0,0,0,0,0,0.5,86,46,40,2,1,0,
Keenan Allen,26,LAC,WR,16,14,0,0,0,0,0,0,3,1,-19,0,0.0,0,0,0,0,0,0,PB
Jonathan Bostic,27,PIT,LILB,16,14,0,0,0,0,3,0,0,0,0,0,2.5,73,46,27,5,4,0,
Tevin Coleman,25,ATL,RB,16,14,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Trevon Coley,24,CLE,RDT,16,14,0,0,0,0,0,0,0,1,0,0,0.5,39,17,22,4,1,1,
Samson Ebukam,23,LAR,LOLB,16,14,1,25,1,25,1,3,0,2,11,1,3.0,40,25,15,6,6,0,
Javon Hargrave,25,PIT,NT,16,14,0,0,0,0,1,0,0,0,0,0,6.5,49,32,17,6,8,0,
Kyle Juszczyk,27,SFO,FB,16,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PB
Jarvis Landry,26,CLE,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Tyler Lockett,26,SEA,WR,16,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Steve McLendon,32,NYJ,NT,16,14,0,0,0,0,1,0,0,0,0,0,0.0,34,21,13,4,1,0,
Barkevious Mingo,28,SEA,LLB,16,14,0,0,0,0,1,2,0,1,0,0,1.0,48,37,11,3,2,0,
Donte Moncrief,25,JAX,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Roquan Smith,21,CHI,RILB,16,14,1,22,0,22,5,0,0,0,0,0,5.0,121,89,32,8,5,0,
Allen Bailey,29,KAN,LDE,16,13,0,0,0,0,0,2,0,4,2,1,6.0,38,27,11,5,10,0,
Nick Boyle,25,BAL,TE,16,13,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
De'Vondre Campbell,25,ATL,MLB,16,13,0,0,0,0,0,0,0,0,0,0,1.5,94,63,31,4,3,0,
Chris Conley,26,KAN,WR,16,13,0,0,0,0,0,0,2,1,1,0,0.0,0,0,0,0,0,0,
Adoree' Jackson,23,TEN,RCB,16,13,2,7,0,7,10,0,3,2,0,0,0.0,73,67,6,2,0,0,
Darius Philon,24,LAC,LDT,16,13,0,0,0,0,0,1,0,0,0,0,4.0,33,19,14,7,9,0,
JuJu Smith-Schuster,22,PIT,WR,16,13,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,PB
Solomon Thomas,23,SFO,LDE,16,13,0,0,0,0,0,0,0,0,0,0,1.0,31,24,7,3,6,0,
B.W. Webb,28,NYG,LCB,16,13,1,0,0,0,6,1,0,0,0,0,1.0,59,52,7,2,2,0,
Zach Brown,29,WAS,LILB,16,12,0,0,0,0,1,2,0,0,0,0,1.0,96,69,27,10,2,0,
Pierre Desir,28,IND,RCB,16,12,1,1,0,1,8,2,0,1,0,0,0.0,79,60,19,2,0,0,
Adam Gotsis,26,DEN,RDE,16,12,0,0,0,0,6,2,0,1,0,0,3.0,38,25,13,4,7,0,
Derrick Henry,24,TEN,RB,16,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Chris Herndon,22,NYJ,TE,16,12,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
B.J. Hill,23,NYG,LDE,16,12,0,0,0,0,2,0,0,0,0,0,5.5,48,32,16,6,8,0,
Quinton Jefferson,25,SEA,LDE,16,12,0,0,0,0,2,0,0,1,0,0,3.0,25,15,10,5,15,0,
Jason McCourty,31,NWE,LCB,16,12,1,0,0,0,10,1,0,0,0,0,0.0,70,54,16,1,0,0,
Patrick Onwuasor,26,BAL,RILB,16,12,1,33,0,33,3,2,0,0,0,0,5.5,59,37,22,8,12,0,
Haason Reddick,24,ARI,LLB,16,12,0,0,0,0,5,1,0,0,0,0,4.0,80,53,27,8,6,0,
