Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Larry Fitzgerald,33.0,ARI,16.0,16.0,150.0,107.0,1023.0,9.6,6.0,60.0,58.0,33.0,6.7,63.9,71.3,6.8,2.0,PB
Antonio Brown,28.0,PIT,15.0,15.0,154.0,106.0,1284.0,12.1,12.0,64.0,51.3,51.0,7.1,85.6,68.8,8.3,0.0,"PB,AP-1"
Odell Beckham Jr.,24.0,NYG,16.0,16.0,169.0,101.0,1367.0,13.5,10.0,66.0,49.7,75.0,6.3,85.4,59.8,8.1,3.0,"PB,AP-2"
Julian Edelman,30.0,NWE,16.0,13.0,159.0,98.0,1106.0,11.3,3.0,56.0,52.2,77.0,6.1,69.1,61.6,7.0,3.0,
Jordy Nelson,31.0,GNB,16.0,16.0,152.0,97.0,1257.0,13.0,14.0,62.0,59.2,60.0,6.1,78.6,63.8,8.3,1.0,AP CPoY-1
Mike Evans,23.0,TAM,16.0,16.0,173.0,96.0,1321.0,13.8,12.0,82.0,53.2,45.0,6.0,82.6,55.5,7.6,0.0,"PB,AP-2"
Doug Baldwin,28.0,SEA,16.0,15.0,125.0,94.0,1128.0,12.0,7.0,51.0,58.4,59.0,5.9,70.5,75.2,9.0,1.0,PB
Jarvis Landry,24.0,MIA,16.0,16.0,131.0,94.0,1136.0,12.1,4.0,53.0,53.4,71.0,5.9,71.0,71.8,8.7,2.0,PB
Michael Thomas,23.0,NOR,15.0,12.0,121.0,92.0,1137.0,12.4,9.0,62.0,67.8,46.0,6.1,75.8,76.0,9.4,2.0,
T.Y. Hilton,27.0,IND,16.0,16.0,155.0,91.0,1448.0,15.9,6.0,66.0,54.2,63.0,5.7,90.5,58.7,9.3,0.0,PB
Golden Tate,28.0,DET,16.0,16.0,135.0,91.0,1077.0,11.8,4.0,47.0,49.6,67.0,5.7,67.3,67.4,8.0,2.0,
Demaryius Thomas,29.0,DEN,16.0,16.0,144.0,90.0,1083.0,12.0,5.0,50.0,52.8,55.0,5.6,67.7,62.5,7.5,2.0,PB
Michael Crabtree,29.0,OAK,16.0,16.0,145.0,89.0,1003.0,11.3,8.0,56.0,52.4,56.0,5.6,62.7,61.4,6.9,2.0,
Dennis Pitta,31.0,BAL,16.0,12.0,121.0,86.0,729.0,8.5,2.0,37.0,47.9,30.0,5.4,45.6,71.1,6.0,1.0,AP CPoY-3
Travis Kelce,27.0,KAN,16.0,15.0,117.0,85.0,1125.0,13.2,4.0,55.0,63.2,80.0,5.3,70.3,72.6,9.6,0.0,"PB,AP-1"
Stefon Diggs,23.0,MIN,13.0,11.0,112.0,84.0,903.0,10.8,3.0,48.0,63.4,46.0,6.5,69.5,75.0,8.1,0.0,
Amari Cooper,22.0,OAK,16.0,14.0,132.0,83.0,1153.0,13.9,5.0,49.0,46.2,64.0,5.2,72.1,62.9,8.7,2.0,PB
Julio Jones,27.0,ATL,14.0,14.0,129.0,83.0,1409.0,17.0,6.0,64.0,58.9,75.0,5.9,100.6,64.3,10.9,0.0,"PB,AP-1"
Kyle Rudolph,27.0,MIN,16.0,16.0,132.0,83.0,840.0,10.1,7.0,50.0,50.0,44.0,5.2,52.5,62.9,6.4,0.0,
David Johnson,25.0,ARI,16.0,16.0,120.0,80.0,879.0,11.0,4.0,42.0,48.3,58.0,5.0,54.9,66.7,7.3,5.0,"PB,AP-1,AP OPoY-3"
Greg Olsen,31.0,CAR,16.0,16.0,129.0,80.0,1073.0,13.4,3.0,54.0,57.4,78.0,5.0,67.1,62.0,8.3,0.0,"PB,AP-2"
Pierre Garcon,30.0,WAS,16.0,16.0,114.0,79.0,1041.0,13.2,3.0,53.0,60.5,70.0,4.9,65.1,69.3,9.1,0.0,
Emmanuel Sanders,29.0,DEN,16.0,16.0,137.0,79.0,1032.0,13.1,5.0,50.0,51.1,64.0,4.9,64.5,57.7,7.5,1.0,PB
Brandin Cooks,23.0,NOR,16.0,12.0,117.0,78.0,1173.0,15.0,8.0,46.0,52.1,98.0,4.9,73.3,66.7,10.0,1.0,
Zach Ertz,26.0,PHI,14.0,12.0,106.0,78.0,816.0,10.5,4.0,42.0,57.5,30.0,5.6,58.3,73.6,7.7,0.0,
DeAndre Hopkins,24.0,HOU,16.0,16.0,151.0,78.0,954.0,12.2,4.0,57.0,47.0,51.0,4.9,59.6,51.7,6.3,0.0,
Terrelle Pryor,27.0,CLE,16.0,15.0,140.0,77.0,1007.0,13.1,4.0,50.0,49.3,54.0,4.8,62.9,55.0,7.2,1.0,
Davante Adams,24.0,GNB,16.0,15.0,121.0,75.0,997.0,13.3,12.0,46.0,48.8,66.0,4.7,62.3,62.0,8.2,2.0,
Cole Beasley,27.0,DAL,16.0,6.0,98.0,75.0,833.0,11.1,5.0,51.0,69.4,47.0,4.7,52.1,76.5,8.5,0.0,
Le'Veon Bell,24.0,PIT,12.0,12.0,94.0,75.0,616.0,8.2,2.0,32.0,58.5,32.0,6.3,51.3,79.8,6.6,4.0,"PB,AP-2,AP OPoY-6,AP CPoY-4"
Jordan Matthews,24.0,PHI,14.0,13.0,117.0,73.0,804.0,11.0,3.0,38.0,48.7,54.0,5.2,57.4,62.4,6.9,1.0,
Allen Robinson,23.0,JAX,16.0,16.0,151.0,73.0,883.0,12.1,6.0,51.0,41.7,42.0,4.6,55.2,48.3,5.8,1.0,
Willie Snead,24.0,NOR,15.0,4.0,104.0,72.0,895.0,12.4,4.0,51.0,60.6,49.0,4.8,59.7,69.2,8.6,2.0,
Mike Wallace,30.0,BAL,16.0,16.0,116.0,72.0,1017.0,14.1,4.0,43.0,49.1,95.0,4.5,63.6,62.1,8.8,1.0,
Steve Smith Sr.,37.0,BAL,14.0,14.0,101.0,70.0,799.0,11.4,5.0,39.0,55.4,52.0,5.0,57.1,69.3,7.9,0.0,
Adam Thielen,26.0,MIN,16.0,10.0,92.0,69.0,967.0,14.0,5.0,44.0,60.9,71.0,4.3,60.4,75.0,10.5,2.0,
Tyrell Williams,24.0,SDG,16.0,12.0,119.0,69.0,1059.0,15.3,7.0,0.0,0.0,51.0,4.3,66.2,58.0,8.9,0.0,
Jason Witten,34.0,DAL,16.0,16.0,95.0,69.0,673.0,9.8,3.0,34.0,51.6,35.0,4.3,42.1,72.6,7.1,1.0,
Kenny Britt,28.0,LAR,15.0,15.0,111.0,68.0,1002.0,14.7,5.0,47.0,51.4,66.0,4.5,66.8,61.3,9.0,2.0,
Anquan Boldin,36.0,DET,16.0,16.0,95.0,67.0,584.0,8.7,8.0,41.0,58.9,35.0,4.2,36.5,70.5,6.1,0.0,
Jamison Crowder,23.0,WAS,16.0,9.0,99.0,67.0,847.0,12.6,7.0,34.0,49.5,55.0,4.2,52.9,67.7,8.6,2.0,
A.J. Green,28.0,CIN,10.0,10.0,100.0,66.0,964.0,14.6,4.0,42.0,54.0,54.0,6.6,96.4,66.0,9.6,0.0,PB
Cameron Meredith,24.0,CHI,14.0,10.0,97.0,66.0,888.0,13.5,4.0,44.0,56.7,50.0,4.7,63.4,68.0,9.2,3.0,
Jordan Reed,26.0,WAS,12.0,8.0,89.0,66.0,686.0,10.4,6.0,41.0,59.6,33.0,5.5,57.2,74.2,7.7,1.0,PB
Jimmy Graham,30.0,SEA,16.0,15.0,95.0,65.0,923.0,14.2,6.0,45.0,58.9,42.0,4.1,57.7,68.4,9.7,2.0,PB
Rishard Matthews,27.0,TEN,16.0,9.0,108.0,65.0,945.0,14.5,9.0,43.0,55.6,60.0,4.1,59.1,60.2,8.8,1.0,
Sterling Shepard,23.0,NYG,16.0,16.0,105.0,65.0,683.0,10.5,8.0,42.0,49.5,32.0,4.1,42.7,61.9,6.5,0.0,
Delanie Walker,32.0,TEN,15.0,9.0,102.0,65.0,800.0,12.3,7.0,35.0,49.0,47.0,4.3,53.3,63.7,7.8,1.0,PB
Jeremy Kerley,28.0,SFO,16.0,13.0,115.0,64.0,667.0,10.4,3.0,33.0,42.6,33.0,4.0,41.7,55.7,5.8,4.0,
Brandon LaFell,30.0,CIN,16.0,14.0,107.0,64.0,862.0,13.5,6.0,42.0,51.4,86.0,4.0,53.9,59.8,8.1,0.0,
Kelvin Benjamin,25.0,CAR,16.0,13.0,118.0,63.0,941.0,14.9,7.0,50.0,49.2,50.0,3.9,58.8,53.4,8.0,1.0,
Marqise Lee,25.0,JAX,16.0,6.0,105.0,63.0,851.0,13.5,3.0,44.0,54.3,51.0,3.9,53.2,60.0,8.1,1.0,
Eric Ebron,23.0,DET,13.0,13.0,85.0,61.0,711.0,11.7,1.0,37.0,62.4,61.0,4.7,54.7,71.8,8.4,0.0,
Tyreek Hill,22.0,KAN,16.0,1.0,83.0,61.0,593.0,9.7,6.0,31.0,50.6,49.0,3.8,37.1,73.5,7.1,4.0,"PB,AP-1"
Randall Cobb,26.0,GNB,13.0,10.0,84.0,60.0,610.0,10.2,4.0,36.0,57.1,47.0,4.6,46.9,71.4,7.3,1.0,
James White,24.0,NWE,16.0,4.0,86.0,60.0,551.0,9.2,5.0,26.0,45.3,61.0,3.8,34.4,69.8,6.4,0.0,
Jack Doyle,26.0,IND,16.0,14.0,75.0,59.0,584.0,9.9,5.0,32.0,64.0,24.0,3.7,36.5,78.7,7.8,1.0,
Brandon Marshall,32.0,NYJ,15.0,15.0,128.0,59.0,788.0,13.4,3.0,45.0,40.6,41.0,3.9,52.5,46.1,6.2,0.0,
Mohamed Sanu,27.0,ATL,15.0,15.0,81.0,59.0,653.0,11.1,4.0,33.0,61.7,59.0,3.9,43.5,72.8,8.1,1.0,
Tavon Austin,26.0,LAR,15.0,15.0,106.0,58.0,509.0,8.8,3.0,25.0,34.0,43.0,3.9,33.9,54.7,4.8,5.0,
Quincy Enunwa,24.0,NYJ,16.0,13.0,105.0,58.0,857.0,14.8,4.0,37.0,44.8,69.0,3.6,53.6,55.2,8.2,0.0,
Dontrelle Inman,27.0,SDG,16.0,16.0,97.0,58.0,810.0,14.0,4.0,0.0,0.0,57.0,3.6,50.6,59.8,8.4,0.0,
Bilal Powell,28.0,NYJ,16.0,4.0,74.0,58.0,388.0,6.7,2.0,21.0,43.2,22.0,3.6,24.3,78.4,5.2,1.0,
Cameron Brate,25.0,TAM,15.0,10.0,81.0,57.0,660.0,11.6,8.0,40.0,60.5,38.0,3.8,44.0,70.4,8.1,1.0,
Charles Clay,27.0,BUF,15.0,15.0,87.0,57.0,552.0,9.7,4.0,22.0,47.1,40.0,3.8,36.8,65.5,6.3,0.0,
DeSean Jackson,30.0,WAS,15.0,15.0,100.0,56.0,1005.0,17.9,4.0,35.0,48.0,80.0,3.7,67.0,56.0,10.1,0.0,
DeVante Parker,23.0,MIA,15.0,8.0,87.0,56.0,744.0,13.3,4.0,35.0,50.6,56.0,3.7,49.6,64.4,8.6,0.0,
Gary Barnidge,31.0,CLE,16.0,16.0,82.0,55.0,612.0,11.1,2.0,34.0,52.4,43.0,3.4,38.3,67.1,7.5,0.0,
Martellus Bennett,29.0,NWE,16.0,12.0,73.0,55.0,701.0,12.7,7.0,31.0,54.8,58.0,3.4,43.8,75.3,9.6,0.0,
Adam Humphries,23.0,TAM,15.0,4.0,83.0,55.0,622.0,11.3,2.0,27.0,50.6,42.0,3.7,41.5,66.3,7.5,3.0,
Marvin Jones,26.0,DET,15.0,15.0,103.0,55.0,930.0,16.9,4.0,41.0,47.6,73.0,3.7,62.0,53.4,9.0,0.0,
Tyler Boyd,22.0,CIN,16.0,2.0,81.0,54.0,603.0,11.2,1.0,33.0,55.6,30.0,3.4,37.7,66.7,7.4,1.0,
C.J. Fiedorowicz,25.0,HOU,15.0,15.0,89.0,54.0,559.0,10.4,4.0,30.0,48.3,26.0,3.6,37.3,60.7,6.3,1.0,
Devonta Freeman,24.0,ATL,16.0,16.0,65.0,54.0,462.0,8.6,2.0,22.0,56.9,35.0,3.4,28.9,83.1,7.1,1.0,PB
Ted Ginn Jr.,31.0,CAR,16.0,8.0,95.0,54.0,752.0,13.9,4.0,27.0,42.1,88.0,3.4,47.0,56.8,7.9,3.0,
Antonio Gates,36.0,SDG,14.0,9.0,93.0,53.0,548.0,10.3,7.0,0.0,0.0,27.0,3.8,39.1,57.0,5.9,1.0,
Duke Johnson,23.0,CLE,16.0,1.0,74.0,53.0,514.0,9.7,0.0,24.0,47.3,32.0,3.3,32.1,71.6,6.9,2.0,
DeMarco Murray,28.0,TEN,16.0,16.0,67.0,53.0,377.0,7.1,3.0,20.0,34.3,35.0,3.3,23.6,79.1,5.6,3.0,PB
Theo Riddick,25.0,DET,10.0,8.0,67.0,53.0,371.0,7.0,5.0,20.0,47.8,23.0,5.3,37.1,79.1,5.5,0.0,
Alshon Jeffery,26.0,CHI,12.0,12.0,94.0,52.0,821.0,15.8,2.0,42.0,53.2,54.0,4.3,68.4,55.3,8.7,0.0,
Cordarrelle Patterson,25.0,MIN,16.0,8.0,70.0,52.0,453.0,8.7,2.0,23.0,51.4,39.0,3.3,28.3,74.3,6.5,2.0,"PB,AP-1"
Darren Sproles,33.0,PHI,15.0,5.0,71.0,52.0,427.0,8.2,2.0,19.0,45.1,73.0,3.5,28.5,73.2,6.0,1.0,PB
Robert Woods,24.0,BUF,13.0,10.0,76.0,51.0,613.0,12.0,1.0,34.0,56.6,34.0,3.9,47.2,67.1,8.1,0.0,
Dez Bryant,28.0,DAL,13.0,13.0,96.0,50.0,796.0,15.9,8.0,38.0,50.0,56.0,3.8,61.2,52.1,8.3,1.0,PB
Coby Fleener,28.0,NOR,16.0,8.0,81.0,50.0,631.0,12.6,3.0,28.0,56.8,50.0,3.1,39.4,61.7,7.8,2.0,
Ryan Griffin,26.0,HOU,16.0,5.0,74.0,50.0,442.0,8.8,2.0,19.0,51.4,45.0,3.1,27.6,67.6,6.0,1.0,
Lance Kendricks,28.0,LAR,16.0,16.0,87.0,50.0,499.0,10.0,2.0,22.0,42.5,44.0,3.1,31.2,57.5,5.7,1.0,
LeSean McCoy,28.0,BUF,15.0,15.0,57.0,50.0,356.0,7.1,1.0,17.0,54.4,41.0,3.3,23.7,87.7,6.2,3.0,PB
T.J. Yeldon,23.0,JAX,15.0,13.0,68.0,50.0,312.0,6.2,1.0,16.0,38.2,17.0,3.3,20.8,73.5,4.6,2.0,
Chris Thompson,26.0,WAS,16.0,0.0,62.0,49.0,349.0,7.1,2.0,19.0,46.8,38.0,3.1,21.8,79.0,5.6,2.0,
