Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Stephen Gostkowski,NWE,28,K,16,0,,,,,,,,,,,,66,66,29,35,,153,9.6
Lawrence Tynes,NYG,34,K,16,0,,,,,,,,,,,,46,46,33,39,,145,9.1
Matt Bryant,ATL,37,K,16,0,,,,,,,,,,,,44,44,33,38,,143,8.9
Blair Walsh*+,MIN,22,K,16,0,,,,,,,,,,,,36,36,35,38,,141,8.8
Shayne Graham,HOU,35,K,16,0,,,,,,,,,,,,45,45,31,38,,138,8.6
Jason Hanson,DET,42,K,16,0,,,,,,,,,,,,38,38,32,36,,134,8.4
Matt Prater,DEN,28,K,16,0,,,,,,,,,,,,55,55,26,32,,133,8.3
Justin Tucker,BAL,23,K,16,0,,,,,,,,,,,,42,42,30,33,,132,8.3
David Akers,SFO,38,K,16,0,,,,,,,,,,,,44,44,29,42,,131,8.2
Dan Bailey,DAL,24,K,16,0,,,,,,,,,,,,37,37,29,31,,124,7.8
Connor Barth,TAM,26,K,15,0,,,,,,,,,,,,39,39,28,33,,123,8.2
Stephen Hauschka,SEA,27,K,16,0,,,,,,,,,,,,46,48,24,27,,118,7.4
Sebastian Janikowski,OAK,34,K,16,0,,,,,,,,,,,,25,25,31,34,,118,7.4
Shaun Suisham,PIT,31,K,16,0,,,,,,,,,,,,34,34,28,31,,118,7.4
Phil Dawson*,CLE,37,K,16,0,,,,,,,,,,,,29,29,29,31,,116,7.3
Adam Vinatieri,IND,40,K,16,0,,,,,,,,,,,,37,37,26,33,,115,7.2
Mason Crosby,GNB,28,K,16,0,,,,,,,,,,,,50,50,21,33,,113,7.1
Garrett Hartley,NOR,26,K,16,0,,,,,,,,,,,,57,57,18,22,,111,6.9
Rob Bironas,TEN,34,K,16,0,,,,,,,,,,,,35,35,25,31,,110,6.9
Alex Henery,PHI,25,K,16,0,,,,,,,,,,,,25,26,27,31,,106,6.6
Arian Foster*,HOU,26,RB,16,16,15,2,,,,,,17,,,,,,,,,102,6.4
Rian Lindell,BUF,35,K,16,0,,,,,,,,,,,,39,39,21,24,,102,6.4
Ryan Succop,KAN,26,K,16,0,,,,,,,,,,,,17,17,28,34,,101,6.3
Jay Feely,ARI,36,K,16,0,,,,,,,,,,,,25,25,25,28,,100,6.3
Robbie Gould,CHI,30,K,13,0,,,,,,,,,,,,33,33,21,25,,96,7.4
Greg Zuerlein,STL,25,K,16,0,,,,,,,,,,,,26,26,23,31,,95,5.9
Nick Folk,NYJ,28,K,16,0,,,,,,,,,,,,30,30,21,27,,93,5.8
Josh Scobee,JAX,30,K,16,0,,,,,,,,,,,,18,19,25,28,,93,5.8
Dan Carpenter,MIA,27,K,14,0,,,,,,,,,,,,26,26,22,27,,92,6.6
Mike Nugent,CIN,30,K,12,0,,,,,,,,,,,,35,35,19,23,,92,7.7
Nick Novak,SDG,31,K,13,0,,,,,,,,,,,,33,33,18,20,,87,6.7
Kai Forbath,WAS,25,K,11,0,,,,,,,,,,,,33,34,17,18,,84,7.6
James Jones,GNB,28,WR,16,16,,14,,,,,,14,,,,,,,,,84,5.3
Adrian Peterson*+,MIN,27,RB,16,16,12,1,,,,,,13,1,,,,,,,,80,5.0
Eric Decker,DEN,25,WR,16,15,,13,,,,,,13,,,,,,,,,78,4.9
Alfred Morris,WAS,24,RB,16,16,13,,,,,,,13,,,,,,,,,78,4.9
Dez Bryant,DAL,24,WR,16,14,,12,,,,,,12,1,,,,,,,,74,4.6
Marshawn Lynch*+,SEA,26,RB,16,15,11,1,,,,,,12,,,,,,,,,72,4.5
Doug Martin*,TAM,23,RB,16,16,11,1,,,,,,12,,,,,,,,,72,4.5
Trent Richardson,CLE,22,RB,15,15,11,1,,,,,,12,,,,,,,,,72,4.8
Stevan Ridley,NWE,23,RB,16,12,12,,,,,,,12,,,,,,,,,72,4.5
A.J. Green*,CIN,24,WR,16,16,,11,,,,,,11,,,,,,,,,66,4.1
Rob Gronkowski*,NWE,23,TE,11,11,,11,,,,,,11,,,,,,,,,66,6.0
Brandon Marshall*+,CHI,28,WR,16,16,,11,,,,,,11,,,,,,,,,66,4.1
Michael Turner,ATL,30,RB,16,16,10,1,,,,,,11,,,,,,,,,66,4.1
Marques Colston,NOR,29,WR,16,13,,10,,,,,,10,,,,,,,,,60,3.8
Victor Cruz*,NYG,26,WR,16,16,,10,,,,,,10,,,,,,,,,60,3.8
Frank Gore*,SFO,29,RB,16,16,8,1,,,1,,,10,,,,,,,,,60,3.8
Julio Jones*,ATL,23,WR,16,15,,10,,,,,,10,,,,,,,,,60,3.8
Ray Rice*,BAL,25,RB,16,16,9,1,,,,,,10,,,,,,,,,60,3.8
Demaryius Thomas*,DEN,25,WR,16,16,,10,,,,,,10,,,,,,,,,60,3.8
Kyle Rudolph*,MIN,23,TE,16,16,,9,,,,,,9,1,,,,,,,,56,3.5
Randall Cobb,GNB,22,WR,15,8,,8,1,,,,,9,,,,,,,,,54,3.6
Michael Crabtree,SFO,25,WR,16,16,,9,,,,,,9,,,,,,,,,54,3.4
