Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Matt Slauson,29,CHI,LG/C,16,16,0,0,0,0,0,0,1,0,-2,0,0.0,0,0,0,0,0,0,
Darius Slay,24,DET,LCB,16,16,2,0,0,0,13,0,0,0,0,0,0.0,59,48,11,1,0,0,
Alex Smith,31,KAN,QB,16,16,0,0,0,0,0,0,4,2,-1,0,0.0,0,0,0,0,0,0,
Daryl Smith,33,BAL,RILB,16,16,1,-1,0,-1,3,0,0,0,0,0,3.0,121,72,49,7,5,0,
Jimmy Smith,27,BAL,RCB,16,16,3,24,1,24,10,0,0,0,0,0,1.0,54,48,6,0,1,0,
Malcolm Smith,26,OAK,RLB,16,16,1,27,0,27,6,3,0,0,0,0,4.0,122,99,23,12,6,0,
Matthew Stafford,27,DET,QB,16,16,0,0,0,0,0,0,4,2,-5,0,0.0,0,0,0,0,0,0,
Joe Staley,31,SFO,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB
Ndamukong Suh,28,MIA,LDT,16,16,0,0,0,0,5,0,0,0,0,0,6.0,61,39,22,17,20,0,
Ryan Tannehill,27,MIA,QB,16,16,0,0,0,0,0,0,10,5,-15,0,0.0,0,0,0,0,0,0,
Golden Tate,27,DET,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Demaryius Thomas,28,DEN,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Earl Thomas,26,SEA,FS,16,16,5,67,0,32,9,1,0,0,0,0,0.0,64,45,19,0,0,0,PB
Joe Thomas,31,CLE,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Walter Thurmond,28,PHI,SS,16,16,3,67,0,44,7,2,0,1,83,1,2.0,71,52,19,3,3,0,
Lawrence Timmons,29,PIT,RILB,16,16,1,0,0,0,6,1,0,0,0,0,5.0,119,77,42,6,10,0,
Desmond Trufant,25,ATL,RCB,16,16,1,0,0,0,11,0,0,2,21,1,1.0,42,35,7,1,2,0,PB
Stephen Tulloch,30,DET,MLB,16,16,0,0,0,0,1,1,0,2,0,0,1.0,107,74,33,9,4,0,
Kenny Vaccaro,24,NOR,SS,16,16,0,0,0,0,5,1,0,1,8,0,3.0,104,71,33,6,4,0,
Olivier Vernon,25,MIA,RDE,16,16,0,0,0,0,0,0,0,0,0,0,7.5,61,41,20,18,36,0,
Ben Watson,35,NOR,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
J.J. Watt,26,HOU,RDE,16,16,0,0,0,0,8,3,0,1,0,0,17.5,76,57,19,29,50,0,"PB,AP-1,AP DPoY-1"
Vince Wilfork,34,HOU,NT,16,16,0,0,0,0,0,0,0,0,0,0,0.0,22,6,16,0,0,0,
Brandon Williams,26,BAL,NT,16,16,0,0,0,0,2,1,0,0,0,0,2.0,53,35,18,9,4,0,
Ian Williams,26,SFO,NT,16,16,0,0,0,0,1,1,0,1,0,0,1.0,65,45,20,2,2,0,
Russell Wilson,27,SEA,QB,16,16,0,0,0,0,0,0,7,2,-3,0,0.0,0,0,0,0,0,0,"PB,AP OPoY-3"
Jameis Winston,21,TAM,QB,16,16,0,0,0,0,0,0,6,4,-8,0,0.0,0,0,0,0,0,0,"PB,AP ORoY-2"
Stefen Wisniewski,26,JAX,C,16,16,0,0,0,0,0,0,1,1,-22,0,0.0,0,0,0,0,0,0,
Jason Witten,33,DAL,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Eric Wood,29,BUF,C,16,16,0,0,0,0,0,0,1,2,-2,0,0.0,0,0,0,0,0,0,PB
Charles Woodson,39,OAK,SS,16,16,5,22,0,11,9,1,1,4,36,0,0.0,74,59,15,1,0,0,"PB,AP-2"
K.J. Wright,26,SEA,RLB,16,16,0,0,0,0,3,4,0,2,4,0,1.0,116,71,45,4,2,0,
Tavon Austin,25,STL,WR,16,15,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Travis Benjamin,26,CLE,WR,16,15,0,0,0,0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,
Eric Berry,27,KAN,FS,16,15,2,40,0,25,10,0,0,0,0,0,0.0,61,55,6,0,0,0,"PB,AP-1,AP CPoY-1"
Alan Branch,31,NWE,LDT,16,15,0,0,0,0,2,2,0,0,0,0,1.0,35,22,13,1,3,0,
Randall Cobb,25,GNB,WR,16,15,0,0,0,0,0,0,1,2,0,1,0.0,0,0,0,0,0,0,
Aaron Colvin,24,JAX,RCB,16,15,0,0,0,0,7,1,0,0,0,0,4.0,73,60,13,6,4,0,
Amari Cooper,21,OAK,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP ORoY-3"
Michael Crabtree,28,OAK,WR,16,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Nick Hayden,29,DAL,RDT,16,15,0,0,0,0,2,0,0,1,0,0,0.0,48,33,15,5,0,0,
Jeremy Hill,23,CIN,RB,16,15,0,0,0,0,0,0,3,0,-7,0,0.0,0,0,0,,,0,
T.Y. Hilton,26,IND,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Davon House,26,JAX,LCB,16,15,4,21,0,15,23,1,0,1,0,0,0.0,60,49,11,1,0,0,
Michael Johnson,28,CIN,RDE,16,15,0,0,0,0,2,3,0,1,0,0,5.0,42,29,13,6,16,0,
James Jones,31,GNB,WR,16,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Dre Kirkpatrick,26,CIN,LCB,16,15,0,0,0,0,16,0,0,0,0,0,0.0,70,63,7,0,0,0,
Paul Kruger,29,CLE,LOLB,16,15,0,0,0,0,0,0,0,0,0,0,2.5,27,16,11,5,8,0,
Bradley McDougald,25,TAM,FS,16,15,2,1,0,1,4,0,0,0,0,0,0.0,87,67,20,2,1,0,
Mike Neal,28,GNB,ROLB,16,15,0,0,0,0,0,1,0,0,0,0,4.0,36,24,12,10,11,0,
Kendall Reyes,26,SDG,LDE,16,15,1,1,0,1,4,0,0,0,0,0,2.0,32,25,7,5,7,0,
Coty Sensabaugh,27,TEN,RCB,16,15,2,42,1,26,8,0,0,0,0,0,0.0,60,44,16,0,0,0,
Danny Shelton,22,CLE,NT,16,15,0,0,0,0,0,0,0,0,0,0,0.0,36,19,17,4,0,0,
Levine Toilolo,24,ATL,TE,16,15,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Courtney Upshaw,26,BAL,ROLB,16,15,0,0,0,0,2,2,0,3,0,0,2.0,51,29,22,3,7,0,
Muhammad Wilkerson,26,NYJ,LDE,16,15,0,0,0,0,7,3,0,0,0,0,12.0,64,39,25,11,28,0,"PB,AP-2"
Dan Williams,28,OAK,LDT,16,15,0,0,0,0,1,0,0,1,0,0,1.0,48,33,15,3,5,0,
Leonard Williams,21,NYJ,RDE,16,15,0,0,0,0,0,0,0,0,0,0,3.0,63,29,34,7,21,0,AP DRoY-3
Kamar Aiken,26,BAL,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
C.J. Fiedorowicz,24,HOU,TE,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Eric Fisher,24,KAN,LT,16,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Will Hill,25,BAL,SS,16,14,1,25,0,25,6,0,0,0,0,0,1.0,64,49,15,6,4,0,
Jarvis Landry,23,MIA,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,PB
Manny Lawson,31,BUF,LLB,16,14,1,0,0,0,5,0,0,0,0,0,1.0,47,36,11,8,3,0,
Trent Murphy,25,WAS,LOLB,16,14,0,0,0,0,0,1,0,2,0,0,3.5,33,13,20,3,10,0,
Logan Ryan,24,NWE,RCB,16,14,4,39,0,25,14,0,0,0,0,0,0.0,74,58,16,2,0,0,
Kevin Williams,35,NOR,RDT,16,14,0,0,0,0,3,2,0,0,0,0,0.0,32,18,14,1,2,0,
Tyson Alualu,28,JAX,LDT,16,13,0,0,0,0,2,0,0,1,0,0,2.0,26,18,8,6,10,0,
Gary Barnidge,30,CLE,TE,16,13,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,PB
Brent Celek,30,PHI,TE,16,13,0,0,0,0,0,0,1,2,0,0,0.0,1,1,0,0,0,0,
Riley Cooper,28,PHI,WR,16,13,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,
D.J. Hayden,25,OAK,LCB,16,13,1,1,0,1,8,1,0,0,0,0,1.0,70,64,6,3,0,0,
Jaye Howard,27,KAN,RDE,16,13,0,0,0,0,0,1,0,2,-1,0,5.5,57,36,21,11,9,0,
Cullen Jenkins,34,NYG,LDT,16,13,0,0,0,0,2,0,0,0,0,0,3.0,26,15,11,3,8,0,
DeMarcus Lawrence,23,DAL,LDE,16,13,0,0,0,0,0,1,0,0,0,0,8.0,55,35,20,14,12,1,
Kelvin Sheppard,27,MIA,MLB,16,13,0,0,0,0,2,0,0,0,0,0,0.0,105,75,30,13,0,0,
Michael Thomas,25,MIA,SS,16,13,0,0,0,0,2,0,0,0,0,0,0.0,85,66,19,2,0,0,
J.J. Wilcox,24,DAL,DB,16,13,1,24,0,24,3,0,0,1,0,0,0.0,53,37,16,1,1,0,
David Amerson,24,2TM,RCB/LCB,16,12,4,28,1,24,26,1,0,0,0,0,0.0,60,55,5,0,0,0,
David Amerson,24,WAS,DB,2,0,0,0,0,0,1,0,0,0,0,0,0.0,2,2,0,0,0,0,
David Amerson,24,OAK,RCB/LCB,14,12,4,28,1,24,25,1,0,0,0,0,0.0,58,53,5,0,0,0,
Mark Barron,26,STL,LLB,16,12,0,0,0,0,5,3,0,0,0,0,1.0,116,79,37,16,4,0,
Malcom Brown,21,NWE,RDT,16,12,0,0,0,0,0,0,0,2,0,0,3.0,48,31,17,6,5,0,
Jared Cook,28,STL,TE,16,12,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Brandin Cooks,22,NOR,WR,16,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Josh Evans,24,JAX,FS,16,12,0,0,0,0,2,1,0,1,0,0,0.0,53,37,16,2,0,0,
Chad Greenway,32,MIN,LLB,16,12,1,91,1,91,1,0,0,0,0,0,2.5,69,56,13,5,5,0,
Ra'Shede Hageman,25,ATL,NT,16,12,0,0,0,0,1,0,0,0,0,0,1.0,27,17,10,2,6,0,
Tyson Jackson,29,ATL,LOLB,16,12,0,0,0,0,0,0,0,0,0,0,0.0,31,14,17,1,1,0,
Jordan Matthews,23,PHI,WR,16,12,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Calvin Pace,35,NYJ,ROLB,16,12,0,0,0,0,1,2,0,1,0,0,3.0,22,15,7,4,6,0,
Richard Rodgers,23,GNB,TE,16,12,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
