Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Boston Scott,PHI,25,RB,16,4,,,0,,,28.0,590.0,0,46.0,21.1,1176
Dion Lewis,NYG,30,RB,16,0,,,0,,,24.0,538.0,0,48.0,22.4,780
Brandon Wilson,CIN,26,RB,15,0,,,0,,,24.0,629.0,1,103.0,26.2,629
Corey Ballentine,2TM,24,DB,15,2,,,0,,,21.0,505.0,0,66.0,24.0,505
Joe Reed,LAC,22,WR,11,0,,,0,,,21.0,435.0,0,46.0,20.7,464
Chase Edmonds,ARI,24,RB,16,2,,,0,,,18.0,417.0,0,54.0,23.2,1267
Ameer Abdullah,MIN,27,RB,16,0,,,0,,,15.0,352.0,0,33.0,23.5,452
Travis Homer,SEA,22,RB,9,0,,,0,,,12.0,291.0,0,44.0,24.3,469
Jerick McKinnon,SFO,28,RB,16,4,,,0,,,12.0,239.0,0,30.0,19.9,811
Nasir Adderley,LAC,23,FS,15,14,,,0,,,11.0,318.0,0,76.0,28.9,358
Cameron Batson,TEN,25,WR,12,1,,,0,,,11.0,231.0,0,35.0,21.0,346
Trenton Cannon,CAR,26,RB,14,0,,,0,,,10.0,298.0,0,98.0,29.8,347
Tyrie Cleveland,DEN,23,WR,10,0,,,0,,,10.0,234.0,0,31.0,23.4,297
Byron Pringle,KAN,27,WR,13,3,,,0,,,10.0,324.0,1,102.0,32.4,484
Jalen Richard,LVR,27,RB,13,0,,,0,,,10.0,240.0,0,44.0,24.0,501
Darrynton Evans,TEN,22,RB,5,0,,,0,,,9.0,206.0,0,31.0,22.9,287
Malik Taylor,GNB,25,WR,15,1,,,0,,,9.0,167.0,0,24.0,18.6,242
C.J. Prosise,HOU,26,RB,10,0,,,0,,,8.0,149.0,0,24.0,18.6,186
Tremon Smith,IND,24,DB,10,0,,,0,,,8.0,180.0,0,33.0,22.5,180
Raymond Calais,LAR,22,RB,4,0,,,0,,,7.0,152.0,0,41.0,21.7,152
Nathan Cottrell,JAX,24,RB,8,0,,,0,,,7.0,123.0,0,30.0,17.6,123
Dontrell Hilliard,2TM,25,RB,7,0,,,0,,,7.0,125.0,0,23.0,17.9,175
Josh Malone,NYJ,24,WR,4,0,,,0,,,7.0,140.0,0,40.0,20.0,168
Donte Moncrief,NWE,27,WR,6,0,,,0,,,7.0,165.0,0,53.0,23.6,184
Henry Ruggs III,LVR,21,WR,13,12,,,0,,,7.0,141.0,0,32.0,20.1,642
Ashton Dulin,IND,23,WR,13,0,,,0,,,6.0,143.0,0,41.0,23.8,207
Tyron Johnson,LAC,24,WR,12,0,,,0,,,6.0,111.0,0,26.0,18.5,526
Freddie Swain,SEA,22,WR,16,1,,,0,,,6.0,137.0,0,28.0,22.8,296
J.P. Holtz,CHI,27,TE,16,1,,,0,,,5.0,49.0,0,17.0,9.8,49
Ty Johnson,2TM,23,RB,13,1,,,0,,,5.0,94.0,0,25.0,18.8,447
Scottie Phillips,HOU,23,RB,8,0,,,0,,,5.0,96.0,0,26.0,19.2,112
Austin Walter,SFO,24,RB,4,0,,,0,,,5.0,93.0,0,34.0,18.6,123
Rico Dowdle,DAL,22,RB,15,0,,,0,,,4.0,152.0,0,64.0,38.0,176
Noah Igbinoghene,MIA,21,CB,16,2,,,0,,,4.0,68.0,0,22.0,17.0,73
Rashad Fenton,KAN,23,DB,16,3,,,0,,,3.0,89.0,0,44.0,29.7,120
Jamycal Hasty,SFO,24,RB,8,0,,,0,,,3.0,57.0,0,21.0,19.0,238
Ryan Nall,CHI,25,RB,16,0,,,0,,,3.0,35.0,0,17.0,11.7,102
Keisean Nixon,LVR,23,DB,15,1,,,0,,,3.0,21.0,0,18.0,7.0,21
Giovani Bernard,CIN,29,RB,16,10,,,0,,,2.0,38.0,0,24.0,19.0,809
Jason Cabinda,DET,24,LB,16,2,,,0,,,2.0,24.0,0,13.0,12.0,32
Ashtyn Davis,NYJ,24,SS,10,6,,,0,,,2.0,43.0,0,27.0,21.5,43
Kyle Dugger,NWE,24,DB,14,7,,,0,,,2.0,47.0,0,30.0,23.5,47
D.J. Foster,ARI,27,WR,10,0,,,0,,,2.0,49.0,0,28.0,24.5,58
Terry Godwin,JAX,24,WR,3,0,,,0,,,2.0,20.0,0,15.0,10.0,55
Marvin Hall,2TM,27,WR,12,6,,,0,,,2.0,13.0,0,11.0,6.5,316
C.J. Ham,MIN,27,FB,15,11,,,0,,,2.0,31.0,0,20.0,15.5,146
Demetrius Harris,CHI,29,TE,15,5,,,0,,,2.0,23.0,0,16.0,11.5,68
Jason Huntley,PHI,22,RB,5,0,,,0,,,2.0,36.0,0,20.0,18.0,55
Joshua Kelley,LAC,23,RB,14,0,,,0,,,2.0,39.0,0,21.0,19.5,541
Ty Montgomery,NOR,27,WR,6,1,,,0,,,2.0,57.0,0,33.0,28.5,185
La'Mical Perine,NYJ,22,RB,10,0,,,0,,,2.0,22.0,0,18.0,11.0,317
Chris Rowland,ATL,23,WR,2,0,,,0,,,2.0,53.0,0,27.0,26.5,53
Vyncint Smith,NYJ,24,WR,7,0,,,0,,,2.0,23.0,0,16.0,11.5,36
Dwayne Washington,NOR,26,RB,11,0,,,0,,,2.0,31.0,0,17.0,15.5,46
Justin Watson,TAM,25,WR,11,2,,,0,,,2.0,19.0,0,13.0,9.5,113
Khari Blasingame,TEN,24,FB,15,7,,,0,,,1.0,11.0,0,11.0,11.0,50
Devontae Booker,LVR,28,RB,16,1,,,0,,,1.0,4.0,0,4.0,4.0,511
Mike Boone,MIN,25,RB,16,0,,,0,,,1.0,17.0,0,17.0,17.0,86
A.J. Brown*,TEN,23,WR,14,12,,,0,,,1.0,42.0,1,42.0,42.0,1117
Daniel Brown,NYJ,28,WR,16,1,,,0,,,1.0,0.0,0,0.0,0.0,31
Marquise Brown,BAL,23,WR,16,14,,,0,,,1.0,30.0,0,30.0,30.0,800
Michael Burton,NOR,28,RB,15,4,,,0,,,1.0,10.0,0,10.0,10.0,56
Corey Clement,PHI,26,RB,15,0,,,0,,,1.0,22.0,0,22.0,22.0,122
Jamison Crowder,NYJ,27,WR,12,7,,,0,,,1.0,8.0,0,8.0,8.0,721
Darrell Daniels,ARI,26,TE,12,8,,,0,,,1.0,9.0,0,9.0,9.0,101
Will Dissly,SEA,24,TE,16,12,,,0,,,1.0,8.0,0,8.0,8.0,259
Ross Dwelley,SFO,25,TE,16,9,,,0,,,1.0,20.0,0,20.0,20.0,265
Mike Edwards,TAM,24,DB,16,0,,,0,,,1.0,0.0,0,0.0,0.0,98
Rico Gafford,LVR,24,DB,3,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Jaeden Graham,ATL,25,TE,16,0,,,0,,,1.0,13.0,0,13.0,13.0,38
Cyril Grayson,TAM,27,WR,3,0,,,0,,,1.0,20.0,0,20.0,20.0,20
Andy Janovich,CLE,27,RB,14,3,,,0,,,1.0,13.0,0,13.0,13.0,30
Van Jefferson,LAR,24,WR,16,0,,,0,,,1.0,13.0,0,13.0,13.0,221
Jaquan Johnson,BUF,25,DB,14,0,,,0,,,1.0,-1.0,0,-1.0,-1.0,-1
Xavier Jones,LAR,23,RB,13,0,,,0,,,1.0,4.0,0,4.0,4.0,4
Joshua Kalu,TEN,25,DB,15,0,,,0,,,1.0,2.0,0,2.0,2.0,2
Khalid Kareem,CIN,22,DE,16,0,,,0,,,1.0,13.0,0,13.0,13.0,13
Tyler Lockett,SEA,28,WR,16,16,,,0,,,1.0,9.0,0,9.0,9.0,1063
John Lovett,GNB,24,TE,8,0,,,0,,,1.0,5.0,0,5.0,5.0,11
Bruce Miller,JAX,33,FB,8,5,,,0,,,1.0,7.0,0,7.0,7.0,9
Darnell Mooney,CHI,23,WR,16,9,,,0,,,1.0,5.0,0,5.0,5.0,656
Jonathan Owens,HOU,25,DB,6,0,,,0,,,1.0,26.0,0,26.0,26.0,26
Zach Pascal,IND,26,WR,16,14,,,0,,,1.0,23.0,0,23.0,23.0,652
Samaje Perine,CIN,25,RB,16,1,,,0,,,1.0,13.0,0,13.0,13.0,380
Troymaine Pope,LAC,27,RB,6,0,,,0,,,1.0,14.0,0,14.0,14.0,132
Elandon Roberts,MIA,26,LILB,13,11,,,0,,,1.0,13.0,0,13.0,13.0,13
Mohamed Sanu,2TM,31,WR,10,4,,,0,,,1.0,15.0,0,15.0,15.0,205
Kaden Smith,NYG,23,TE,15,12,,,0,,,1.0,5.0,0,5.0,5.0,117
Durham Smythe,MIA,25,TE,15,13,,,0,,,1.0,5.0,0,5.0,5.0,213
Willie Snead,BAL,28,WR,13,8,,,0,,,1.0,5.0,0,5.0,5.0,437
Jace Sternberger,GNB,24,TE,12,0,,,0,,,1.0,8.0,0,8.0,8.0,122
Armani Watts,KAN,24,DB,16,1,,,0,,,1.0,28.0,0,28.0,28.0,28
Kevin White,SFO,28,WR,3,0,,,0,,,1.0,20.0,0,20.0,20.0,20
Jordan Wilkins,IND,26,RB,15,0,,,0,,,1.0,3.0,0,3.0,3.0,416
Jamaal Williams,GNB,25,RB,14,3,,,0,,,1.0,20.0,0,20.0,20.0,761
Jonathan Williams,DET,26,RB,5,0,,,0,,,1.0,10.0,0,10.0,10.0,36
Brandon Zylstra,CAR,27,WR,16,2,,,0,,,1.0,6.0,0,6.0,6.0,42
