Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Scott Matlock,24,LAC,DL,15,9,0,0,0,0,1,0,0,0,0,0,1.0,5,1,4,1,1,0,
Preston Smith,32,2TM,DL,15,9,0,0,0,0,0,0,0,1,1,0,3.5,29,11,18,4,5,0,
Preston Smith,32,GNB,DL,9,9,0,0,0,0,0,0,0,0,0,0,2.5,19,6,13,2,4,0,
Preston Smith,32,PIT,LB,6,0,0,0,0,0,0,0,0,1,1,0,1.0,10,5,5,2,1,0,
Ja'Quan McMillian,24,DEN,CB,15,8,2,44,1,44,9,1,0,0,0,0,1.0,71,52,19,3,1,0,
Tuli Tuipulotu,22,LAC,OLB,15,8,0,0,0,0,2,1,0,0,0,0,7.5,39,23,16,9,16,0,
Justin Strnad,28,DEN,LB,15,7,0,0,0,0,3,0,0,0,0,0,3.0,67,43,24,7,4,0,
Lil'Jordan Humphrey,26,DEN,WR,15,5,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Troy Dye,28,LAC,LB,15,4,0,0,0,0,0,0,0,0,0,0,1.5,47,26,21,2,2,0,
Marcus Maye,31,2TM,S,15,4,1,0,0,0,3,0,0,0,0,0,0.0,42,19,23,1,0,0,
Marcus Maye,31,MIA,S,11,3,0,0,0,0,1,0,0,0,0,0,0.0,30,13,17,1,0,0,
Marcus Maye,31,LAC,S,4,1,1,0,0,0,2,0,0,0,0,0,0.0,12,6,6,0,0,0,
Michael Burton,32,DEN,FB,15,2,0,0,0,0,0,0,0,0,0,0,0.0,5,1,4,0,0,0,
Morgan Fox,30,LAC,DL,15,2,0,0,0,0,1,0,0,0,0,0,3.5,25,19,6,4,6,0,
Devon Key,27,DEN,DB,15,2,0,0,0,0,0,0,0,0,0,0,1.0,29,14,15,0,1,0,
Marvin Mims,22,DEN,WR,15,1,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,
Malcolm Roach,26,DEN,DT,15,1,0,0,0,0,2,1,0,1,0,0,2.5,40,17,23,4,7,0,
Cameron Dicker,24,LAC,K,15,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Riley Dixon,31,DEN,P,15,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Bud Dupree,31,LAC,OLB,15,0,1,0,0,0,2,1,0,0,0,0,6.0,26,17,9,6,9,0,
Jonah Elliss,21,DEN,OLB,15,0,0,0,0,0,2,0,0,0,0,0,5.0,35,23,12,7,6,0,
Mitchell Fraboni,28,DEN,LS,15,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,
Josh Harris,35,LAC,LS,15,0,0,0,0,0,0,0,1,0,-22,0,0.0,0,0,0,0,0,0,
Hassan Haskins,25,LAC,RB,15,0,0,0,0,0,0,0,1,0,0,0,0.0,4,1,3,0,0,0,
Jordan Jackson,26,DEN,DL,15,0,0,0,0,0,0,0,0,0,0,0,0.0,15,2,13,0,1,0,
JK Scott,29,LAC,P,15,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Tremon Smith,28,DEN,CB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,
Teair Tart,27,LAC,DT,15,0,1,4,0,4,2,1,1,1,0,0,1.0,26,14,12,5,5,0,
Nick Allegretti,28,WAS,G,14,14,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Josh Allen,28,BUF,QB,14,14,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,
Zach Allen,27,DEN,DL,14,14,0,0,0,0,1,0,0,0,0,0,5.0,53,30,23,13,33,1,
Budda Baker,28,ARI,S,14,14,0,0,0,0,3,0,0,0,0,0,2.0,142,88,54,9,2,0,
Saquon Barkley,27,PHI,RB,14,14,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Jessie Bates III,27,ATL,S,14,14,3,0,0,0,8,4,0,1,0,0,0.0,83,50,33,1,0,0,
Zack Baun,28,PHI,LB,14,14,1,0,0,0,3,4,0,1,0,0,3.5,134,85,49,9,5,0,
Matthew Bergeron,24,ATL,OL,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Joel Bitonio,33,CLE,G,14,14,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Nick Bolton,24,KAN,LB,14,14,1,0,0,0,4,0,0,1,0,0,3.0,94,66,28,10,7,0,
Jake Brendel,32,SFO,OL,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Aaron Brewer,27,MIA,OL,14,14,0,0,0,0,0,0,1,1,-22,0,0.0,0,0,0,0,0,0,
Jordyn Brooks,27,MIA,LB,14,14,0,0,0,0,5,0,0,2,23,0,2.0,121,71,50,9,5,0,
Jonathan Bullard,31,MIN,DL,14,14,0,0,0,0,2,0,0,0,0,0,0.0,34,18,16,6,2,0,
Brian Burns,26,NYG,OLB,14,14,0,0,0,0,8,2,0,0,0,0,8.0,58,34,24,13,15,0,
Joe Burrow,28,CIN,QB,14,14,0,0,0,0,0,0,9,2,-3,0,0.0,0,0,0,0,0,0,
Kevin Byard,31,CHI,DB,14,14,1,0,0,0,7,0,0,2,0,0,1.0,105,63,42,3,1,0,
Camryn Bynum,26,MIN,S,14,14,3,3,0,3,9,0,0,1,0,0,0.0,79,44,35,0,0,0,
Calais Campbell,38,MIA,DT,14,14,0,0,0,0,5,1,0,0,0,0,4.0,43,31,12,10,9,0,
Jack Campbell,24,DET,LB,14,14,0,0,0,0,4,1,0,0,0,0,1.5,109,59,50,5,4,0,
Jeremy Chinn,26,WAS,S,14,14,1,0,0,0,3,1,0,2,0,0,1.0,93,60,33,5,2,0,
Kenny Clark,29,GNB,DL,14,14,0,0,0,0,1,0,0,2,0,0,1.0,32,18,14,4,5,0,
Micheal Clemons,27,NYJ,DL,14,14,0,0,0,0,0,1,0,0,0,0,4.5,30,15,15,4,7,0,
Maliek Collins,29,SFO,DL,14,14,0,0,0,0,0,0,0,2,0,0,5.0,30,18,12,4,10,0,
Zaven Collins,25,ARI,OLB,14,14,0,0,0,0,1,1,0,0,0,0,4.0,49,29,20,6,5,0,
James Conner,29,ARI,RB,14,14,0,0,0,0,0,1,4,1,0,0,0.0,0,0,0,0,0,0,
Bryan Cook,25,KAN,S,14,14,2,0,0,0,5,0,0,0,0,0,0.0,67,48,19,1,0,0,
Kirk Cousins,36,ATL,QB,14,14,0,0,0,0,0,0,13,2,-16,0,0.0,0,0,0,0,0,0,
Nick Cross,23,IND,S,14,14,3,25,0,20,4,1,0,0,0,0,1.0,130,81,49,5,1,0,
Kamren Curl,25,LAR,DB,14,14,0,0,0,0,7,1,0,1,33,1,0.0,64,43,21,0,0,0,
Jayden Daniels,24,WAS,QB,14,14,0,0,0,0,0,0,5,0,-11,0,0.0,0,0,0,0,0,0,
Sam Darnold,27,MIN,QB,14,14,0,0,0,0,0,0,7,1,-27,0,0.0,0,0,0,0,0,0,
Lavonte David,34,TAM,LB,14,14,1,7,0,7,5,3,0,1,0,0,5.5,104,65,39,7,6,0,
Jordan Davis,24,PHI,DT,14,14,0,0,0,0,2,0,0,0,0,0,1.0,20,12,8,2,1,0,
Nakobe Dean,24,PHI,LB,14,14,1,0,0,0,4,1,0,2,0,0,3.0,116,74,42,9,6,0,
YaYa Diaby,25,TAM,OLB,14,14,0,0,0,0,0,1,0,1,0,0,2.0,41,29,12,8,14,0,
Tremaine Edmunds,26,CHI,LB,14,14,1,0,0,0,5,1,0,0,0,0,1.0,89,51,38,3,3,0,
T.J. Edwards,28,CHI,LB,14,14,1,0,0,0,3,1,0,1,0,0,3.0,111,67,44,10,4,0,
Kaden Elliss,29,ATL,LB,14,14,0,0,0,0,2,0,0,1,0,0,4.0,124,73,51,7,14,0,
Zach Ertz,34,WAS,TE,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Minkah Fitzpatrick,28,PIT,S,14,14,0,0,0,0,2,1,0,0,0,0,0.0,80,52,28,1,0,0,
Leonard Floyd,32,SFO,DL,14,14,0,0,0,0,1,1,0,0,0,0,8.5,39,23,16,8,16,0,
Zaire Franklin,28,IND,LB,14,14,2,4,0,4,5,3,0,0,0,0,2.5,144,80,64,6,3,0,
Hjalte Froholdt,28,ARI,OL,14,14,0,0,0,0,0,0,1,1,-5,0,0.0,0,0,0,0,0,0,
C.J. Gardner-Johnson,27,PHI,S,14,14,3,15,0,15,9,1,0,0,0,0,0.0,57,34,23,2,0,0,
Myles Garrett,29,CLE,DE,14,14,0,0,0,0,1,3,0,1,0,0,11.0,38,31,7,16,25,0,
Rashan Gary,27,GNB,DL,14,14,0,0,0,0,1,1,0,0,0,0,6.5,39,21,18,6,14,0,
Davon Godchaux,30,NWE,DT,14,14,0,0,0,0,1,0,0,0,0,0,0.0,51,17,34,1,1,0,
Jared Goff,30,DET,QB,14,14,0,0,0,0,0,0,6,2,0,0,0.0,0,0,0,0,0,0,
Christian Gonzalez,22,NWE,CB,14,14,2,2,0,2,11,0,0,1,63,1,0.0,57,48,9,1,1,0,
Carl Granderson,28,NOR,DE,14,14,0,0,0,0,3,1,0,0,0,0,5.5,50,32,18,8,13,0,
Jonathan Greenard,27,MIN,OLB,14,14,0,0,0,0,2,4,0,0,0,0,11.0,49,34,15,15,16,0,
Kyle Hamilton,23,BAL,S,14,14,0,0,0,0,7,1,0,1,8,0,2.0,94,68,26,4,6,0,
Marvin Harrison Jr.,22,ARI,WR,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Trey Hendrickson,30,CIN,DE,14,14,0,0,0,0,5,2,0,0,0,0,12.5,35,26,9,14,27,0,
Derrick Henry,30,BAL,RB,14,14,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,
Cameron Heyward,35,PIT,DT,14,14,0,0,0,0,8,0,0,0,0,0,8.0,60,31,29,10,19,0,
Josh Hines-Allen,27,JAX,DE,14,14,0,0,0,0,2,1,0,1,13,0,7.0,37,23,14,8,15,0,
Malik Hooker,28,DAL,S,14,14,2,20,0,21,4,0,0,0,0,0,0.0,63,38,25,1,1,0,
Jaycee Horn,25,CAR,CB,14,14,1,0,0,0,13,0,0,0,0,0,2.0,64,48,16,5,2,0,
Chuba Hubbard,25,CAR,RB,14,14,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,
Sam Hubbard,29,CIN,DE,14,14,1,0,0,0,2,1,0,0,0,0,2.0,41,25,16,3,9,1,
Danielle Hunter,30,HOU,DE,14,14,0,0,0,0,3,1,0,0,0,0,12.0,42,28,14,17,22,0,
Jalen Hurts,26,PHI,QB,14,14,0,0,0,0,0,0,9,2,-8,0,0.0,0,0,0,0,0,0,
Donte Jackson,29,PIT,CB,14,14,5,88,0,49,8,0,0,1,-1,0,0.0,34,24,10,2,0,0,
Lamar Jackson,27,BAL,QB,14,14,0,0,0,0,0,0,9,5,-28,0,0.0,0,0,0,0,0,0,
Michael Jackson,27,CAR,CB,14,14,1,1,0,1,12,0,0,0,0,0,0.0,59,46,13,1,0,0,
Josh Jacobs,26,GNB,RB,14,14,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,
Derwin James,28,LAC,S,14,14,1,2,0,2,6,0,0,0,0,0,3.5,88,56,32,7,4,0,
Grady Jarrett,31,ATL,DL,14,14,0,0,0,0,0,0,0,0,0,0,2.5,44,25,19,9,12,0,
Justin Jefferson,25,MIN,WR,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
John Jenkins,35,LVR,DT,14,14,0,0,0,0,1,0,0,0,0,0,1.0,39,12,27,3,3,0,
Jaylon Johnson,25,CHI,DB,14,14,2,11,0,9,7,0,0,0,0,0,0.0,40,32,8,7,0,0,
Aaron Jones,30,MIN,RB,14,14,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,
Chris Jones,30,KAN,DT,14,14,0,0,0,0,0,1,0,0,0,0,5.0,35,19,16,9,16,0,
DaQuan Jones,33,BUF,DT,14,14,0,0,0,0,1,0,0,0,0,0,2.0,22,11,11,5,6,0,
Jaylon Jones,22,IND,CB,14,14,2,5,0,5,12,1,0,0,0,0,0.0,81,55,26,3,0,0,
Robert Jones,25,MIA,OL,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Cameron Jordan,35,NOR,DE,14,14,1,0,0,0,4,0,0,0,0,0,3.0,25,11,14,3,7,0,
Kerby Joseph,24,DET,S,14,14,7,60,1,33,10,0,0,0,0,0,0.0,68,47,21,1,0,0,
Cam Jurgens,25,PHI,OL,14,14,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Alvin Kamara,29,NOR,RB,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Travis Kelce,35,KAN,TE,14,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Javon Kinlaw,27,NYJ,DT,14,14,0,0,0,0,0,1,0,1,4,0,3.5,35,23,12,4,5,0,
Tucker Kraft,24,GNB,TE,14,14,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,
Quentin Lake,25,LAR,DB,14,14,0,0,0,0,5,0,0,0,0,0,2.0,99,65,34,1,2,0,
CeeDee Lamb,25,DAL,WR,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Harold Landry,28,TEN,OLB,14,14,0,0,0,0,4,0,0,0,0,0,8.0,58,33,25,13,14,1,
JC Latham,21,TEN,OT,14,14,0,0,0,0,0,0,0,2,4,0,0.0,0,0,0,0,0,0,
Tyler Linderbaum,24,BAL,C,14,14,0,0,0,0,0,0,2,0,-13,0,0.0,0,0,0,0,0,0,
Drake London,23,ATL,WR,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Julian Love,26,SEA,FS,14,14,2,26,0,26,8,2,0,1,6,0,0.0,96,71,25,3,0,0,
Frankie Luvu,28,WAS,LB,14,14,0,0,0,0,6,1,0,2,5,0,8.0,82,44,38,9,14,0,
Khalil Mack,33,LAC,OLB,14,14,0,0,0,0,8,2,0,1,22,0,5.0,37,18,19,5,13,0,
Nnamdi Madubuike,27,BAL,DT,14,14,0,0,0,0,1,1,0,0,0,0,5.0,31,15,16,7,12,0,
Patrick Mahomes,29,KAN,QB,14,14,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Quan Martin,24,WAS,DB,14,14,0,0,0,0,1,2,0,0,0,0,0.0,75,42,33,2,1,0,
Tyrann Mathieu,32,NOR,S,14,14,3,29,0,23,6,2,0,1,0,0,0.0,52,38,14,1,0,0,
Jake Matthews,32,ATL,T,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Baker Mayfield,29,TAM,QB,14,14,0,0,0,0,0,0,12,7,-18,0,0.0,0,0,0,0,0,0,
Zyon McCollum,25,TAM,CB,14,14,2,4,0,4,11,0,0,1,0,0,0.0,68,45,23,1,0,0,
Isaiah McDuffie,25,GNB,LB,14,14,0,0,0,0,3,1,0,0,0,0,0.5,90,43,47,2,3,0,
Trent McDuffie,24,KAN,CB,14,14,1,0,0,0,11,0,0,0,0,0,0.5,50,37,13,4,4,0,
Xavier McKinney,26,GNB,S,14,14,7,111,0,48,9,0,0,1,7,0,1.0,75,50,25,2,1,0,
Terry McLaurin,29,WAS,WR,14,14,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Alim McNeill,24,DET,DL,14,14,0,0,0,0,1,1,0,0,0,0,3.5,25,17,8,7,7,0,
Patrick Mekari,27,BAL,OL,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Kolton Miller,29,LVR,T,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Quinyon Mitchell,23,PHI,CB,14,14,0,0,0,0,10,0,0,0,0,0,0.0,41,32,9,0,0,0,
Tre'von Moehrig,25,LVR,S,14,14,2,28,0,16,9,0,0,1,0,0,1.0,86,57,29,5,3,0,
David Montgomery,27,DET,RB,14,14,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Mitch Morse,32,JAX,OL,14,14,0,0,0,0,0,0,2,1,-7,0,0.0,0,0,0,0,0,0,
Byron Murphy,26,MIN,CB,14,14,6,2,0,2,12,1,0,0,0,0,0.0,61,47,14,5,0,0,
Kyler Murray,27,ARI,QB,14,14,0,0,0,0,0,0,7,3,-3,0,0.0,0,0,0,0,0,0,
Brian O'Neill,29,MIN,T,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Osa Odighizuwa,26,DAL,DT,14,14,0,0,0,0,1,1,0,0,0,0,4.0,40,22,18,5,22,0,
Michael Onwenu,27,NWE,OL,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Cade Otton,25,TAM,TE,14,14,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Daron Payne,27,WAS,DT,14,14,0,0,0,0,1,0,0,0,0,0,4.0,35,20,15,4,7,0,
Harrison Phillips,28,MIN,DL,14,14,0,0,0,0,4,1,0,1,0,0,2.0,41,14,27,2,5,0,
Tony Pollard,27,TEN,RB,14,14,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Joey Porter Jr.,24,PIT,CB,14,14,1,16,0,16,6,0,0,0,0,0,0.0,61,44,17,2,0,0,
Germaine Pratt,28,CIN,LB,14,14,1,24,0,24,5,2,0,2,9,0,0.0,125,68,57,4,4,0,
Patrick Queen,25,PIT,LB,14,14,0,0,0,0,5,1,0,1,0,0,0.0,109,53,56,5,3,0,
Jalen Ramsey,30,MIA,CB,14,14,2,7,0,7,9,0,0,0,0,0,1.0,51,34,17,5,4,0,
Justin Reid,27,KAN,S,14,14,1,8,0,8,6,0,0,0,0,0,0.0,77,52,25,4,2,0,
Bijan Robinson,22,ATL,RB,14,14,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,
Aaron Rodgers,41,NYJ,QB,14,14,0,0,0,0,0,0,4,3,0,0,0.0,0,0,0,0,0,0,
Gregory Rousseau,24,BUF,DE,14,14,0,0,0,0,2,2,0,1,0,0,7.5,46,33,13,16,22,0,
John Simpson,27,NYJ,OL,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Rashawn Slater,25,LAC,T,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Tedarrell Slaton,27,GNB,DL,14,14,0,0,0,0,0,0,0,0,0,0,1.0,25,11,14,1,3,0,
Geno Smith,34,SEA,QB,14,14,0,0,0,0,0,0,7,5,-47,0,0.0,0,0,0,0,0,0,
Harrison Smith,35,MIN,S,14,14,2,0,0,0,9,0,0,1,0,0,1.0,79,51,28,3,1,0,
Mazi Smith,23,DAL,DT,14,14,0,0,0,0,0,0,0,0,0,0,0.5,33,17,16,3,2,0,
Robert Spillane,29,LVR,LB,14,14,2,0,0,0,5,0,0,0,0,0,1.0,126,76,50,7,2,0,
Amon-Ra St. Brown,25,DET,WR,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Matthew Stafford,36,LAR,QB,14,14,0,0,0,0,0,0,6,3,-15,0,0.0,0,0,0,0,0,0,
Ronnie Stanley,30,BAL,T,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Brandon Stephens,27,BAL,DB,14,14,0,0,0,0,9,0,0,0,0,0,1.5,60,49,11,2,2,0,
Grover Stewart,31,IND,DT,14,14,0,0,0,0,3,1,0,1,0,0,3.5,57,24,33,8,6,0,
Derek Stingley Jr.,23,HOU,CB,14,14,5,48,0,31,17,0,0,0,0,0,0.0,46,33,13,4,0,0,
Geno Stone,25,CIN,S,14,14,3,88,1,49,4,0,0,1,6,0,0.0,75,43,32,0,3,0,
C.J. Stroud,23,HOU,QB,14,14,0,0,0,0,0,0,6,1,-4,0,0.0,0,0,0,0,0,0,
Patrick Surtain II,24,DEN,CB,14,14,4,132,1,100,11,0,0,0,0,0,0.0,36,27,9,1,0,0,
D'Andre Swift,25,CHI,RB,14,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Jahlani Tavai,28,NWE,LB,14,14,1,0,0,0,5,0,0,0,0,0,1.0,95,50,45,7,1,0,
Cam Taylor-Britt,25,CIN,CB,14,14,3,79,1,51,15,0,0,0,0,0,0.5,64,47,17,1,1,0,
AJ Terrell,26,ATL,CB,14,14,2,1,0,1,5,0,0,0,0,0,0.0,59,44,15,2,0,0,
Starling Thomas,24,ARI,CB,14,14,0,0,0,0,5,1,0,0,0,0,0.0,41,29,12,1,0,0,
Joe Tippmann,23,NYJ,C,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Dalvin Tomlinson,30,CLE,DT,14,14,0,0,0,0,0,0,0,0,0,0,3.0,23,12,11,5,17,0,
Laken Tomlinson,32,SEA,G,14,14,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,
O'Cyrus Torrence,24,BUF,G,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Drue Tranquill,29,KAN,LB,14,14,0,0,0,0,2,0,0,2,3,0,2.0,78,43,35,4,8,0,
Kobie Turner,25,LAR,DE,14,14,0,0,0,0,4,1,0,1,0,0,7.0,60,34,26,9,11,0,
Andrew Van Ginkel,29,MIN,OLB,14,14,2,73,2,63,5,1,0,0,0,0,9.0,64,43,21,15,15,0,
Greg Van Roten,34,NYG,OG,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Jared Verse,24,LAR,OLB,14,14,0,0,0,0,2,2,0,1,0,0,4.5,58,32,26,11,17,0,
Bobby Wagner,34,WAS,MLB,14,14,0,0,0,0,1,1,0,2,0,0,2.0,109,63,46,8,7,0,
DeMarcus Walker,30,CHI,DL,14,14,0,0,0,0,0,0,0,0,0,0,3.5,40,20,20,4,15,0,
Travon Walker,24,JAX,DE,14,14,0,0,0,0,1,1,0,1,35,1,8.5,50,25,25,11,11,0,
Denzel Ward,27,CLE,CB,14,14,2,0,0,0,19,1,0,1,0,0,0.0,39,32,7,1,1,0,
Fred Warner,28,SFO,LB,14,14,2,70,1,45,7,4,0,0,0,0,1.0,106,62,44,3,2,0,
T.J. Watt,30,PIT,LB,14,14,0,0,0,0,3,6,0,2,0,0,11.5,54,38,16,18,27,0,
Kyzir White,28,ARI,LB,14,14,1,0,0,0,2,0,0,1,0,0,1.5,111,46,65,6,5,0,
Caleb Williams,23,CHI,QB,14,14,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,
Kyren Williams,24,LAR,RB,14,14,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,
Quincy Williams,28,NYJ,LB,14,14,0,0,0,0,2,3,0,2,15,0,2.0,93,60,33,8,2,0,
Quinnen Williams,27,NYJ,DL,14,14,0,0,0,0,0,0,0,0,0,0,6.0,35,24,11,8,17,0,
Donovan Wilson,29,DAL,S,14,14,1,0,0,0,4,2,0,1,0,0,2.5,74,39,35,4,3,0,
Garrett Wilson,24,NYJ,WR,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Mack Wilson,26,ARI,LB,14,14,1,0,0,0,4,0,0,1,0,0,3.0,67,40,27,4,7,0,
Devon Witherspoon,24,SEA,CB,14,14,0,0,0,0,6,1,0,0,0,0,0.0,78,52,26,3,1,0,
Xavier Woods,29,CAR,S,14,14,3,70,0,33,5,0,0,0,0,0,0.0,96,60,36,2,0,0,
Byron Young,26,LAR,OLB,14,14,0,0,0,0,1,1,0,0,0,0,6.0,50,26,24,11,11,1,
De'Von Achane,23,MIA,RB,14,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Bobby Brown,24,LAR,NT,14,13,0,0,0,0,0,0,0,0,0,0,0.0,39,12,27,3,1,0,
Ji'Ayir Brown,24,SFO,S,14,13,1,0,0,0,5,0,0,0,0,0,0.0,69,44,25,3,0,0,
Adam Butler,30,LVR,DT,14,13,0,0,0,0,2,0,0,0,0,0,3.5,57,32,25,7,8,0,
Jalen Carter,23,PHI,DT,14,13,0,0,0,0,5,1,0,0,0,0,4.5,39,23,16,12,15,0,
Martin Emerson,24,CLE,CB,14,13,0,0,0,0,5,1,0,1,2,0,0.0,67,53,14,3,0,0,
Shelby Harris,33,CLE,DT,14,13,0,0,0,0,2,1,0,0,0,0,1.5,37,18,19,5,5,0,
Brandon Jones,26,DEN,S,14,13,3,74,0,37,10,1,0,1,34,0,0.0,101,70,31,2,1,0,
Jack Jones,27,LVR,CB,14,13,2,53,1,29,11,0,0,0,0,0,0.0,57,46,11,3,0,0,
Jonathan Jones,31,NWE,CB,14,13,0,0,0,0,5,1,0,0,0,0,0.0,48,35,13,0,0,0,
Arden Key,28,TEN,OLB,14,13,0,0,0,0,1,2,0,1,0,0,6.5,36,23,13,11,15,0,
David Onyemata,32,ATL,DL,14,13,0,0,0,0,1,0,0,0,0,0,2.0,38,19,19,7,3,0,
Mike Sainristil,24,WAS,CB,14,13,2,38,0,38,11,1,0,1,0,0,0.0,73,49,24,1,0,0,
Nathan Shepherd,31,NOR,DT,14,13,0,0,0,0,0,0,0,0,0,0,1.5,32,13,19,3,6,0,
Jamien Sherwood,24,NYJ,LB,14,13,0,0,0,0,2,0,0,0,0,0,2.0,134,84,50,9,2,0,
Trenton Simpson,23,BAL,LB,14,13,0,0,0,0,4,0,0,1,0,0,1.5,72,40,32,5,6,0,
