Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Michael Thomas,25.0,NOR,16.0,16.0,147.0,125.0,1405.0,11.2,9.0,74.0,72.8,72.0,7.8,87.8,85.0,9.6,2.0,"PB,AP-1"
Zach Ertz,28.0,PHI,16.0,16.0,156.0,116.0,1163.0,10.0,8.0,66.0,57.1,34.0,7.3,72.7,74.4,7.5,1.0,PB
DeAndre Hopkins,26.0,HOU,16.0,16.0,163.0,115.0,1572.0,13.7,11.0,81.0,61.3,49.0,7.2,98.3,70.6,9.6,2.0,"PB,AP-1,AP OPoY-3"
Julio Jones,29.0,ATL,16.0,16.0,170.0,113.0,1677.0,14.8,8.0,80.0,59.4,58.0,7.1,104.8,66.5,9.9,2.0,"PB,AP-2"
Adam Thielen,28.0,MIN,16.0,16.0,153.0,113.0,1373.0,12.2,9.0,74.0,64.1,68.0,7.1,85.8,73.9,9.0,1.0,PB
Davante Adams,26.0,GNB,15.0,15.0,169.0,111.0,1386.0,12.5,13.0,64.0,53.3,57.0,7.4,92.4,65.7,8.2,0.0,PB
JuJu Smith-Schuster,22.0,PIT,16.0,13.0,166.0,111.0,1426.0,12.8,7.0,67.0,57.2,97.0,6.9,89.1,66.9,8.6,1.0,PB
Christian McCaffrey,22.0,CAR,16.0,16.0,124.0,107.0,867.0,8.1,6.0,41.0,55.6,38.0,6.7,54.2,86.3,7.0,4.0,AP-2
Antonio Brown,30.0,PIT,15.0,15.0,168.0,104.0,1297.0,12.5,15.0,63.0,48.8,78.0,6.9,86.5,61.9,7.7,0.0,PB
Travis Kelce,29.0,KAN,16.0,16.0,150.0,103.0,1336.0,13.0,10.0,68.0,62.7,43.0,6.4,83.5,68.7,8.9,2.0,"PB,AP-1"
Stefon Diggs,25.0,MIN,15.0,14.0,149.0,102.0,1021.0,10.0,9.0,49.0,48.3,75.0,6.8,68.1,68.5,6.9,0.0,
Keenan Allen,26.0,LAC,16.0,14.0,136.0,97.0,1196.0,12.3,6.0,62.0,63.2,54.0,6.1,74.8,71.3,8.8,3.0,PB
Saquon Barkley,21.0,NYG,16.0,16.0,121.0,91.0,721.0,7.9,4.0,30.0,38.0,57.0,5.7,45.1,75.2,6.0,0.0,"PB,AP ORoY-1"
George Kittle,25.0,SFO,16.0,16.0,136.0,88.0,1377.0,15.6,5.0,60.0,56.6,85.0,5.5,86.1,64.7,10.1,0.0,"PB,AP-2"
Tyreek Hill,24.0,KAN,16.0,16.0,137.0,87.0,1479.0,17.0,12.0,60.0,55.5,75.0,5.4,92.4,63.5,10.8,0.0,"PB,AP-1"
James White,26.0,NWE,16.0,3.0,123.0,87.0,751.0,8.6,7.0,38.0,52.8,42.0,5.4,46.9,70.7,6.1,0.0,
Mike Evans,25.0,TAM,16.0,16.0,138.0,86.0,1524.0,17.7,8.0,68.0,61.6,72.0,5.4,95.3,62.3,11.0,2.0,PB
Robert Woods,26.0,LAR,16.0,16.0,130.0,86.0,1219.0,14.2,6.0,66.0,59.2,39.0,5.4,76.2,66.2,9.4,0.0,
Alvin Kamara,23.0,NOR,15.0,13.0,105.0,81.0,709.0,8.8,4.0,31.0,52.4,42.0,5.4,47.3,77.1,6.8,1.0,PB
Jarvis Landry,26.0,CLE,16.0,14.0,149.0,81.0,976.0,12.0,4.0,44.0,40.9,51.0,5.1,61.0,54.4,6.6,1.0,PB
Brandin Cooks,25.0,LAR,16.0,16.0,117.0,80.0,1204.0,15.1,5.0,56.0,57.3,57.0,5.0,75.3,68.4,10.3,1.0,
Odell Beckham Jr.,26.0,NYG,12.0,12.0,124.0,77.0,1052.0,13.7,6.0,50.0,50.8,51.0,6.4,87.7,62.1,8.5,2.0,
Ezekiel Elliott,23.0,DAL,15.0,15.0,95.0,77.0,567.0,7.4,3.0,22.0,41.1,38.0,5.1,37.8,81.1,6.0,6.0,"PB,AP-2"
Tyler Boyd,24.0,CIN,14.0,14.0,108.0,76.0,1028.0,13.5,7.0,54.0,63.0,49.0,5.4,73.4,70.4,9.5,0.0,
T.Y. Hilton,29.0,IND,14.0,14.0,120.0,76.0,1270.0,16.7,6.0,55.0,60.0,68.0,5.4,90.7,63.3,10.6,0.0,
Adam Humphries,25.0,TAM,16.0,10.0,105.0,76.0,816.0,10.7,5.0,48.0,57.1,51.0,4.8,51.0,72.4,7.8,2.0,
Amari Cooper,24.0,2TM,15.0,15.0,107.0,75.0,1005.0,13.4,7.0,53.0,62.6,90.0,5.0,67.0,70.1,9.4,2.0,PB
Julian Edelman,32.0,NWE,12.0,12.0,108.0,74.0,850.0,11.5,6.0,41.0,57.4,36.0,6.2,70.8,68.5,7.9,1.0,
Golden Tate,30.0,2TM,15.0,7.0,113.0,74.0,795.0,10.7,4.0,32.0,46.9,67.0,4.9,53.0,65.5,7.0,3.0,
Tarik Cohen,23.0,CHI,16.0,7.0,91.0,71.0,725.0,10.2,5.0,29.0,56.0,70.0,4.4,45.3,78.0,8.0,7.0,"PB,AP-1"
Austin Hooper,24.0,ATL,16.0,7.0,88.0,71.0,660.0,9.3,4.0,30.0,59.1,36.0,4.4,41.3,80.7,7.5,0.0,PB
Emmanuel Sanders,31.0,DEN,12.0,12.0,98.0,71.0,868.0,12.2,4.0,37.0,56.1,64.0,5.9,72.3,72.4,8.9,1.0,
Kenny Golladay,25.0,DET,15.0,13.0,119.0,70.0,1063.0,15.2,5.0,55.0,53.8,60.0,4.7,70.9,58.8,8.9,1.0,
Larry Fitzgerald,35.0,ARI,16.0,16.0,112.0,69.0,734.0,10.6,6.0,39.0,50.9,37.0,4.3,45.9,61.6,6.6,0.0,
Jared Cook,31.0,OAK,16.0,14.0,101.0,68.0,896.0,13.2,6.0,46.0,57.4,45.0,4.3,56.0,67.3,8.9,0.0,PB
Jalen Richard,25.0,OAK,16.0,1.0,81.0,68.0,607.0,8.9,0.0,23.0,53.1,32.0,4.3,37.9,84.0,7.5,3.0,
Taylor Gabriel,27.0,CHI,16.0,11.0,93.0,67.0,688.0,10.3,2.0,31.0,53.8,54.0,4.2,43.0,72.0,7.4,1.0,
Eric Ebron,25.0,IND,16.0,8.0,110.0,66.0,750.0,11.4,13.0,39.0,51.8,53.0,4.1,46.9,60.0,6.8,1.0,PB
Mohamed Sanu,29.0,ATL,16.0,16.0,94.0,66.0,838.0,12.7,4.0,40.0,61.7,44.0,4.1,52.4,70.2,8.9,2.0,
Sterling Shepard,25.0,NYG,16.0,16.0,107.0,66.0,872.0,13.2,4.0,47.0,51.4,58.0,4.1,54.5,61.7,8.1,1.0,
Dede Westbrook,25.0,JAX,16.0,9.0,101.0,66.0,717.0,10.9,5.0,40.0,50.5,61.0,4.1,44.8,65.3,7.1,3.0,
