Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Darren Sproles,NOR,29,RB,13,6,23.0,183.0,0,37.0,8.0,18.0,483.0,0,48.0,26.8,1577
Keshawn Martin,HOU,22,WR,16,1,22.0,267.0,0,71.0,12.1,31.0,741.0,0,54.0,23.9,1146
Dwayne Harris,DAL,25,WR,16,0,22.0,354.0,1,78.0,16.1,11.0,210.0,0,29.0,19.1,786
Brandon Tate,CIN,25,WR,16,3,21.0,187.0,0,32.0,8.9,32.0,795.0,0,45.0,24.8,1193
Dominique Franks,ATL,25,DB,16,0,21.0,163.0,0,28.0,7.8,,,0,,,163
Jeremy Kerley,NYJ,24,WR,16,7,19.0,208.0,1,68.0,10.9,,,0,,,1044
Micheal Spurlock,2TM,29,WR,14,1,17.0,239.0,1,63.0,14.1,16.0,375.0,1,99.0,23.4,814
Julian Edelman,NWE,26,WR,9,3,17.0,263.0,1,68.0,15.5,3.0,38.0,0,32.0,12.7,603
Danny Amendola,STL,27,WR,11,8,17.0,122.0,0,22.0,7.2,2.0,16.0,0,12.0,8.0,812
Jim Leonhard,DEN,30,DB,16,1,15.0,89.0,0,16.0,5.9,1.0,18.0,0,18.0,18.0,107
Rueben Randle,NYG,21,WR,16,1,15.0,108.0,0,18.0,7.2,,,0,,,406
Captain Munnerlyn,CAR,24,LCB,16,11,14.0,72.0,0,20.0,5.1,1.0,17.0,0,17.0,17.0,196
Jordan Shipley,2TM,27,WR,7,2,13.0,85.0,0,15.0,6.5,6.0,117.0,0,24.0,19.5,446
Dez Bryant,DAL,24,WR,16,14,12.0,66.0,0,44.0,5.5,,,0,,,1443
Eddie Royal,SDG,26,WR,10,2,12.0,64.0,0,14.0,5.3,,,0,,,320
Joe Adams,CAR,23,WR,9,0,11.0,127.0,0,21.0,11.5,9.0,208.0,0,31.0,23.1,355
Austin Pettis,STL,24,WR,14,2,11.0,77.0,0,23.0,7.0,1.0,13.0,0,13.0,13.0,351
Mike Thomas,2TM,25,WR,16,4,9.0,56.0,0,18.0,6.2,3.0,46.0,0,20.0,15.3,267
Emmanuel Sanders,PIT,25,WR,16,7,9.0,93.0,0,63.0,10.3,1.0,27.0,0,27.0,27.0,750
Jackrabbit Jenkins,STL,24,RCB,15,14,9.0,46.0,0,14.0,5.1,,,0,,,198
Denarius Moore,OAK,24,WR,15,15,9.0,32.0,0,19.0,3.6,,,0,,,768
Richard Crawford,WAS,22,DB,10,0,8.0,156.0,0,64.0,19.5,,,0,,,178
Eric Weddle,SDG,27,FS,16,16,7.0,48.0,0,20.0,6.9,,,0,,,110
Devon Wylie,KAN,24,WR,6,1,5.0,26.0,0,13.0,5.2,9.0,191.0,0,26.0,21.2,270
Quan Cosby,JAX,30,WR,2,0,5.0,46.0,0,15.0,9.2,5.0,99.0,0,32.0,19.8,145
Harry Douglas,ATL,28,WR,15,1,5.0,42.0,0,11.0,8.4,1.0,8.0,0,8.0,8.0,449
Domenik Hixon,NYG,28,WR,13,3,5.0,36.0,0,10.0,7.2,,,0,,,603
Kyle Williams,SFO,24,WR,11,3,4.0,52.0,0,20.0,13.0,13.0,353.0,0,94.0,27.2,638
Jeremy Ross,GNB,24,WR,5,0,4.0,103.0,0,58.0,25.8,3.0,86.0,0,44.0,28.7,189
Kyle Wilson,NYJ,25,LCB,16,15,4.0,30.0,0,19.0,7.5,1.0,9.0,0,9.0,9.0,44
Davone Bess,MIA,27,WR,13,13,4.0,30.0,0,11.0,7.5,,,0,,,808
Tandon Doss,BAL,23,WR,14,0,4.0,53.0,0,40.0,13.3,,,0,,,176
Chris Rainey,PIT,24,RB,16,0,3.0,16.0,0,13.0,5.3,39.0,1035.0,0,68.0,26.5,1213
Travis Benjamin,CLE,23,WR,14,3,3.0,149.0,1,93.0,49.7,3.0,76.0,0,29.0,25.3,589
Justin Rogers,BUF,24,DB,16,1,3.0,14.0,0,14.0,4.7,2.0,55.0,0,28.0,27.5,68
Andre Roberts,ARI,24,WR,15,15,3.0,15.0,0,10.0,5.0,,,0,,,803
Aaron Ross,JAX,30,LCB,14,9,3.0,16.0,0,6.0,5.3,,,0,,,16
Sammie Stroughter,TAM,26,WR,2,0,3.0,16.0,0,13.0,5.3,,,0,,,30
Armanti Edwards,CAR,24,QB,16,0,2.0,77.0,0,69.0,38.5,12.0,260.0,0,35.0,21.7,458
Chris Carr,SDG,29,DB,9,0,2.0,11.0,0,11.0,5.5,5.0,102.0,0,26.0,20.4,113
LaVon Brazill,IND,23,WR,15,0,2.0,12.0,0,8.0,6.0,3.0,50.0,0,20.0,16.7,248
Eric Decker,DEN,25,WR,16,15,2.0,22.0,0,13.0,11.0,,,0,,,1086
David Gilreath,PIT,24,WR,3,0,2.0,8.0,0,5.0,4.0,,,0,,,15
Mardy Gilyard,2TM,26,WR,8,0,2.0,15.0,0,11.0,7.5,,,0,,,30
Maurice Jones-Drew,JAX,27,RB,6,5,2.0,4.0,0,4.0,2.0,,,0,,,504
Dexter McCluster,KAN,23,RB,16,6,2.0,6.0,0,6.0,3.0,,,0,,,528
Brandon Boykin,PHI,22,DB,16,4,1.0,7.0,0,7.0,7.0,45.0,1037.0,0,44.0,23.0,1044
Travaris Cadet,NOR,23,RB,13,0,1.0,2.0,0,2.0,2.0,26.0,690.0,0,75.0,26.5,741
Eric Weems,CHI,27,WR,16,1,1.0,0.0,0,0.0,0.0,13.0,231.0,0,27.0,17.8,259
Earl Bennett,CHI,25,WR,12,4,1.0,2.0,0,2.0,2.0,2.0,24.0,0,18.0,12.0,401
Antoine Cason,SDG,26,RCB,16,16,1.0,9.0,0,9.0,9.0,1.0,16.0,0,16.0,16.0,59
Terrance Copper,KAN,30,WR,15,0,1.0,25.0,0,25.0,25.0,1.0,16.0,0,16.0,16.0,121
DeAngelo Hall,WAS,29,LCB,16,16,1.0,0.0,0,0.0,0.0,1.0,43.0,0,43.0,43.0,105
Zackary Bowman,CHI,28,DB,11,0,1.0,0.0,0,0.0,0.0,,,0,,,1
Steve Breaston,KAN,29,WR,10,4,1.0,21.0,0,21.0,21.0,,,0,,,95
Brandon Browner,SEA,28,RCB,12,12,1.0,-1.0,0,-1.0,-1.0,,,0,,,38
DeSean Jackson,PHI,26,WR,11,11,1.0,-3.0,0,-3.0,-3.0,,,0,,,690
Reshad Jones,MIA,24,FS,16,16,1.0,0.0,0,0.0,0.0,,,0,,,52
D.J. Moore,CHI,25,DB,13,2,1.0,0.0,0,0.0,0.0,,,0,,,2
Lance Moore,NOR,29,WR,15,7,1.0,5.0,0,5.0,5.0,,,0,,,1046
Ed Reed*,BAL,34,FS,16,16,1.0,1.0,0,1.0,1.0,,,0,,,110
Sam Shields,GNB,25,RCB,10,8,1.0,0.0,0,0.0,0.0,,,0,,,32
Alphonso Smith,DET,27,DB,4,0,1.0,2.0,0,2.0,2.0,,,0,,,2
Lardarius Webb,BAL,27,LCB,6,6,1.0,9.0,0,9.0,9.0,,,0,,,17
Josh Wilson,WAS,27,RCB,16,16,1.0,1.0,0,1.0,1.0,,,0,,,39
David Wilson,NYG,21,RB,16,2,,,0,,,57.0,1533.0,1,97.0,26.9,1925
Joe McKnight,NYJ,24,RB,15,0,,,0,,,39.0,1072.0,1,100.0,27.5,1269
Devin McCourty,NWE,25,LCB/FS,16,16,,,0,,,27.0,654.0,1,104.0,24.2,707
Shaun Draughn,KAN,25,RB,16,0,,,0,,,23.0,537.0,0,41.0,23.3,928
Chris Givens,STL,23,WR,15,12,,,0,,,23.0,539.0,0,48.0,23.4,1249
Jacquizz Rodgers,ATL,22,RB,16,0,,,0,,,23.0,592.0,0,77.0,25.7,1356
William Powell,ARI,24,RB,13,1,,,0,,,21.0,507.0,0,65.0,24.1,856
Coye Francies,OAK,26,DB,15,0,,,0,,,20.0,475.0,0,32.0,23.8,475
Richard Goodman,SDG,25,WR,7,0,,,0,,,18.0,497.0,0,39.0,27.6,497
Brad Smith,BUF,29,WR/QB,15,2,,,0,,,18.0,496.0,1,89.0,27.6,749
LaRod Stephens-Howling,ARI,25,RB,14,5,,,0,,,18.0,405.0,0,38.0,22.5,867
Mike Goodson,OAK,25,RB,12,0,,,0,,,16.0,359.0,0,51.0,22.4,775
Percy Harvin,MIN,24,WR,9,8,,,0,,,16.0,574.0,1,105.0,35.9,1347
Deonte Thompson,BAL,23,WR,6,0,,,0,,,15.0,389.0,0,49.0,25.9,440
Omar Bolden,DEN,24,DB,16,0,,,0,,,14.0,270.0,0,33.0,19.3,270
LaMichael James,SFO,23,RB,4,0,,,0,,,14.0,417.0,0,62.0,29.8,571
Arrelious Benn,TAM,24,WR,8,1,,,0,,,13.0,306.0,0,55.0,23.5,348
Niles Paul,WAS,23,WR,16,4,,,0,,,13.0,283.0,0,48.0,21.8,434
Lance Dunbar,DAL,22,RB,12,0,,,0,,,12.0,261.0,0,44.0,21.8,369
Felix Jones,DAL,25,RB,16,7,,,0,,,11.0,236.0,0,29.0,21.5,900
Rashad Jennings,JAX,27,RB,10,6,,,0,,,10.0,241.0,0,29.0,24.1,654
Jalen Parmele,JAX,27,RB,11,2,,,0,,,10.0,233.0,0,38.0,23.3,436
Isaiah Pead,STL,23,RB,15,1,,,0,,,10.0,212.0,0,32.0,21.2,282
Cassius Vaughn,IND,25,LCB,16,11,,,0,,,10.0,209.0,0,40.0,20.9,212
Deji Karim,IND,26,RB,3,0,,,0,,,9.0,328.0,1,101.0,36.4,328
Kealoha Pilares,CAR,24,WR,8,0,,,0,,,9.0,216.0,0,28.0,24.0,275
Bryce Brown,PHI,21,RB,16,4,,,0,,,8.0,156.0,0,25.0,19.5,776
Lavelle Hawkins,TEN,26,WR,7,1,,,0,,,7.0,205.0,0,71.0,29.3,267
Kendall Hunter,SFO,24,RB,11,0,,,0,,,7.0,165.0,0,31.0,23.6,596
Armond Smith,CAR,26,RB,4,0,,,0,,,6.0,131.0,0,26.0,21.8,131
Tom Zbikowski,IND,27,SS,11,11,,,0,,,6.0,123.0,0,34.0,20.5,143
Clyde Gates,NYJ,26,WR,11,2,,,0,,,5.0,144.0,0,47.0,28.8,380
LeQuan Lewis,2TM,23,DB,8,0,,,0,,,5.0,106.0,0,33.0,21.2,106
Richard Murphy,JAX,26,RB,5,0,,,0,,,5.0,118.0,0,32.0,23.6,210
Pierre Thomas,NOR,28,RB,15,4,,,0,,,5.0,91.0,0,38.0,18.2,918
Josh Bellamy,KAN,23,WR,3,0,,,0,,,4.0,74.0,0,26.0,18.5,74
Curtis Brinkley,SDG,27,RB,10,1,,,0,,,4.0,86.0,0,28.0,21.5,278
Joe Lefeged,IND,24,DB,16,4,,,0,,,4.0,68.0,0,19.0,17.0,72
Jordan Todman,JAX,22,RB,1,0,,,0,,,4.0,78.0,0,24.0,19.5,86
Delanie Walker,SFO,28,TE,16,4,,,0,,,4.0,28.0,0,18.0,7.0,372
Kyle Adams,CHI,24,TE,15,2,,,0,,,3.0,38.0,0,15.0,12.7,78
Anthony Allen,BAL,24,RB,16,0,,,0,,,3.0,56.0,0,20.0,18.7,129
Matt Asiata,MIN,25,RB,16,0,,,0,,,3.0,55.0,0,22.0,18.3,66
Andre Brown,NYG,26,RB,10,2,,,0,,,3.0,42.0,0,22.0,14.0,514
Mewelde Moore,IND,30,RB,9,0,,,0,,,3.0,50.0,0,24.0,16.7,147
Josh Robinson,MIN,21,DB,16,6,,,0,,,3.0,61.0,0,24.0,20.3,129
Michael Smith,TAM,24,RB,1,0,,,0,,,3.0,55.0,0,23.0,18.3,55
Jeremy Stewart,OAK,23,RB,4,0,,,0,,,3.0,43.0,0,16.0,14.3,206
Keith Toston,JAX,25,RB,5,1,,,0,,,3.0,65.0,0,25.0,21.7,180
Armando Allen,CHI,23,RB,15,0,,,0,,,2.0,10.0,0,7.0,5.0,150
Christian Ballard,MIN,23,DT,16,0,,,0,,,2.0,12.0,0,8.0,6.0,12
Joique Bell,DET,26,RB,16,0,,,0,,,2.0,54.0,0,30.0,27.0,953
Orson Charles,CIN,21,TE,16,6,,,0,,,2.0,17.0,0,10.0,8.5,118
Antonio Cromartie*,NYJ,28,RCB,16,16,,,0,,,2.0,42.0,0,22.0,21.0,93
Marcus Easley,BUF,25,WR,3,0,,,0,,,2.0,75.0,0,55.0,37.5,75
Eric Hagg,CLE,23,DB,12,4,,,0,,,2.0,8.0,0,5.0,4.0,8
Stanley Havili,PHI,25,RB,15,2,,,0,,,2.0,18.0,0,18.0,9.0,83
Melvin Ingram,SDG,23,LB,16,2,,,0,,,2.0,-1.0,0,0.0,-0.5,-1
Taiwan Jones,OAK,24,RB,14,0,,,0,,,2.0,22.0,0,16.0,11.0,52
Jorvorskie Lane,MIA,25,FB,16,5,,,0,,,2.0,42.0,0,24.0,21.0,134
Cedric Peerman,CIN,26,RB,14,1,,,0,,,2.0,37.0,0,19.0,18.5,380
Chris Pressley,CIN,26,FB,14,7,,,0,,,2.0,15.0,0,8.0,7.5,16
Evan Royster,WAS,25,RB,16,0,,,0,,,2.0,39.0,0,22.0,19.5,236
Matthew Slater*,NWE,27,WR,16,0,,,0,,,2.0,39.0,0,20.0,19.5,39
Jason Snelling,ATL,29,RB,16,2,,,0,,,2.0,16.0,0,9.0,8.0,282
Tiquan Underwood,TAM,25,WR,14,3,,,0,,,2.0,47.0,0,25.0,23.5,473
Danny Ware,TAM,27,RB,16,1,,,0,,,2.0,25.0,0,18.0,12.5,176
D.J. Williams,GNB,24,TE,13,2,,,0,,,2.0,24.0,0,12.0,12.0,81
Danny Woodhead,NWE,27,RB,16,2,,,0,,,2.0,43.0,0,23.0,21.5,790
Corey Wootton,CHI,25,LDE,16,7,,,0,,,2.0,0.0,0,0.0,0.0,0
Doug Baldwin,SEA,24,WR,14,4,,,0,,,1.0,3.0,0,3.0,3.0,369
Lance Ball,DEN,27,RB,15,0,,,0,,,1.0,0.0,0,0.0,0.0,219
Nick Bellore,NYJ,23,LB,16,0,,,0,,,1.0,8.0,0,8.0,8.0,31
Martellus Bennett,NYG,25,TE,16,16,,,0,,,1.0,13.0,0,13.0,13.0,639
Ahmad Black,TAM,23,DB,16,1,,,0,,,1.0,3.0,0,3.0,3.0,37
Alex Carrington,BUF,25,DE,16,0,,,0,,,1.0,0.0,0,0.0,0.0,0
James Casey,HOU,28,FB,16,9,,,0,,,1.0,0.0,0,0.0,0.0,336
Jed Collins,NOR,26,FB,15,7,,,0,,,1.0,0.0,0,0.0,0.0,70
Riley Cooper,PHI,25,WR,11,5,,,0,,,1.0,14.0,0,14.0,14.0,262
Jim Cordle,NYG,25,T,16,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Craig Dahl,STL,27,FS/SS,16,16,,,0,,,1.0,6.0,0,6.0,6.0,44
Early Doucet,ARI,27,WR,12,3,,,0,,,1.0,18.0,0,18.0,18.0,234
Jerome Felton*,MIN,26,FB,16,7,,,0,,,1.0,16.0,0,16.0,16.0,51
Sione Fua,CAR,24,DT,13,1,,,0,,,1.0,9.0,0,9.0,9.0,9
Junior Galette,NOR,24,DE,12,1,,,0,,,1.0,2.0,0,2.0,2.0,2
Gino Gradkowski,BAL,24,G,16,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Corey Graham,BAL,27,LCB,16,8,,,0,,,1.0,7.0,0,7.0,7.0,27
Cyrus Gray,KAN,23,RB,10,0,,,0,,,1.0,33.0,0,33.0,33.0,95
Chris Gronkowski,DEN,26,RB,14,0,,,0,,,1.0,0.0,0,0.0,0.0,11
Rob Gronkowski*,NWE,23,TE,11,11,,,0,,,1.0,0.0,0,0.0,0.0,790
Will Heller,DET,31,TE,16,5,,,0,,,1.0,1.0,0,1.0,1.0,151
Vincent Jackson*,TAM,29,WR,16,16,,,0,,,1.0,2.0,0,2.0,2.0,1386
A.J. Jefferson,MIN,24,RCB,15,7,,,0,,,1.0,20.0,0,20.0,20.0,18
Jerrel Jernigan,NYG,23,WR,9,0,,,0,,,1.0,60.0,0,60.0,60.0,88
James-Michael Johnson,CLE,23,LLB,10,8,,,0,,,1.0,0.0,0,0.0,0.0,0
Will Johnson,PIT,23,RB,16,7,,,0,,,1.0,8.0,0,8.0,8.0,152
Akeem Jordan,PHI,27,LLB,14,7,,,0,,,1.0,1.0,0,1.0,1.0,1
Shiloh Keo,HOU,25,DB,16,0,,,0,,,1.0,0.0,0,0.0,0.0,1
Dion Lewis,PHI,22,RB,9,0,,,0,,,1.0,33.0,0,33.0,33.0,126
Danieal Manning,HOU,30,SS,16,16,,,0,,,1.0,18.0,0,18.0,18.0,78
Jason McCourty,TEN,25,LCB,16,16,,,0,,,1.0,14.0,0,14.0,14.0,43
Brit Miller,STL,26,LB,9,1,,,0,,,1.0,13.0,0,13.0,13.0,13
Ben Obomanu,SEA,29,WR,8,0,,,0,,,1.0,0.0,0,0.0,0.0,69
David Paulson,PIT,23,TE,16,5,,,0,,,1.0,16.0,0,16.0,16.0,67
John Phillips,DAL,25,TE,16,9,,,0,,,1.0,20.0,0,20.0,20.0,75
Dennis Pitta,BAL,27,TE,16,5,,,0,,,1.0,0.0,0,0.0,0.0,669
Lousaka Polite,ATL,31,FB,6,5,,,0,,,1.0,24.0,0,24.0,24.0,32
Chris Polk,PHI,23,RB,7,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Leonard Pope,PIT,29,TE,16,2,,,0,,,1.0,0.0,0,0.0,0.0,9
Zach Potter,JAX,26,TE,16,5,,,0,,,1.0,11.0,0,11.0,11.0,17
Marcel Reece*,OAK,27,RB,16,14,,,0,,,1.0,36.0,0,36.0,36.0,780
D'Aundre Reed,MIN,24,DE,6,0,,,0,,,1.0,10.0,0,10.0,10.0,10
Riley Reiff,DET,24,TE/T,16,8,,,0,,,1.0,10.0,0,10.0,10.0,10
Konrad Reuland,NYJ,25,TE,16,3,,,0,,,1.0,14.0,0,14.0,14.0,97
Kyle Rudolph*,MIN,23,TE,16,16,,,0,,,1.0,1.0,0,1.0,1.0,494
Tony Scheffler,DET,29,TE,15,4,,,0,,,1.0,7.0,0,7.0,7.0,511
George Selvie,JAX,25,DE,9,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Eric Smith,NYJ,29,DB,12,2,,,0,,,1.0,19.0,0,19.0,19.0,24
Lee Smith,BUF,25,WR,16,7,,,0,,,1.0,0.0,0,0.0,0.0,13
Bradley Sowell,IND,23,T,10,0,,,0,,,1.0,11.0,0,11.0,11.0,11
Craig Steltz,CHI,26,DB,13,0,,,0,,,1.0,5.0,0,5.0,5.0,5
Emmanuel Stephens,CLE,25,DE,8,0,,,0,,,1.0,7.0,0,7.0,7.0,7
Craig Stevens,TEN,28,TE,15,15,,,0,,,1.0,18.0,0,18.0,18.0,293
Cedric Thornton,PHI,24,DT,16,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Mike Tolbert,CAR,27,RB,16,5,,,0,,,1.0,26.0,0,26.0,26.0,477
Anthony Toribio,KAN,27,DT,11,0,,,0,,,1.0,4.0,0,4.0,4.0,4
Lawrence Vickers,DAL,29,FB,16,6,,,0,,,1.0,14.0,0,14.0,14.0,129
LaQuan Williams,BAL,24,WR,11,0,,,0,,,1.0,5.0,0,5.0,5.0,5
Will Witherspoon,TEN,32,MLB,14,5,,,0,,,1.0,6.0,0,6.0,6.0,46
