Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Alfred Jenkins*+,ATL,29,WR,16,16,,13,,,,,,13,,,,,,,,,78,4.9
John Riggins,WAS,32,RB,15,4,13,,,,,,,13,,,,,,,,,78,5.2
George Rogers*+,NOR,23,RB,16,16,13,,,,,,,13,,,,,,,,,78,4.9
Steve Watson*,DEN,24,WR,16,13,,13,,,,,,13,,,,,,,,,78,4.9
Toni Fritsch,HOU,36,K,16,0,,,,,,,,,,,,32,34,15,22,,77,4.8
Bill Capece,TAM,22,K,13,0,,,,,,,,,,,,30,32,15,24,,75,5.8
David Trout,PIT,24,K,16,0,,,,,,,,,,,,38,46,12,17,,74,4.6
William Andrews*,ATL,26,FB,16,16,10,2,,,,,,12,,,,,,,,,72,4.5
Ron Springs,DAL,25,FB,16,13,10,2,,,,,,12,,,,,,,,,72,4.5
Chris Bahr,OAK,28,K,16,0,,,,,,,,,,,,27,33,14,24,,69,4.3
Billy Jackson,KAN,22,RB,16,1,10,1,,,,,,11,,,,,,,,,66,4.1
Benny Ricardo,NOR,27,K,16,0,,,,,,,,,,,,24,24,13,25,,63,3.9
Earl Campbell*,HOU,26,RB,16,16,10,,,,,,,10,,,,,,,,,60,3.8
Joe Cribbs*,BUF,23,RB,15,15,3,7,,,,,,10,,,,,,,,,60,4.0
Curtis Dickey,BAL,25,RB,15,15,7,3,,,,,,10,,,,,,,,,60,4.0
Steve Largent*,SEA,27,WR,16,16,1,9,,,,,,10,,,,,,,,,60,3.8
Wilbert Montgomery,PHI,27,RB,15,15,8,2,,,,,,10,,,,,,,,,60,4.0
Kellen Winslow*+,SDG,24,TE,16,16,,10,,,,,,10,,,,,,,,,60,3.8
Efren Herrera,SEA,30,K,12,0,,,,,,,,,,,,23,25,12,17,,59,4.9
Mike Wood,BAL,27,K,16,0,,,,,,,,,,,,29,33,10,18,,59,3.7
Ottis Anderson,STL,24,RB,16,16,9,,,,,,,9,,,,,,,,,54,3.4
Ray Butler,BAL,25,WR,16,16,,9,,,,,,9,,,,,,,,,54,3.4
Franco Harris,PIT,31,FB,16,16,8,1,,,,,,9,,,,,,,,,54,3.4
Kevin House,TAM,24,WR,16,16,,9,,,,,,9,,,,,,,,,54,3.4
Wesley Walker,NYJ,26,WR,13,13,,9,,,,,,9,,,,,,,,,54,4.2
John Roveto,CHI,23,K,11,0,,,,,,,,,,,,19,20,10,18,,49,4.5
Ted Brown,MIN,24,FB,16,16,6,2,,,,,,8,,,,,,,,,48,3.0
Theotis Brown,2TM,24,RB,14,10,8,,,,,,,8,,,0,,,,,,48,3.4
Jerry Butler,BUF,24,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Dave Casper,HOU,29,TE,16,11,,8,,,,,,8,,,,,,,,,48,3.0
Cris Collinsworth*,CIN,22,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Andra Franklin,MIA,22,FB,16,11,7,1,,,,,,8,,,,,,,,,48,3.0
Harlan Huckleby,GNB,24,RB,16,12,5,3,,,,,,8,,,,,,,,,48,3.0
James Lofton*+,GNB,25,WR,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Tony Nathan,MIA,25,RB,13,11,5,3,,,,,,8,,,,,,,,,48,3.7
Walter Payton,CHI,28,RB,16,16,6,2,,,,,,8,,,,,,,,,48,3.0
Mike Pruitt,CLE,27,FB,16,16,7,1,,,,,,8,,,,,,,,,48,3.0
Joe Senser*,MIN,25,TE,16,16,,8,,,,,,8,,,,,,,,,48,3.0
Freddie Solomon,SFO,28,WR,15,15,,8,,,,,,8,,,,,,,,,48,3.2
Jerome Barkum,NYJ,31,TE,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Ken Burrough,HOU,33,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Tony Collins,NWE,22,RB,16,11,7,,,,,,,7,,,,,,,,,42,2.6
Johnny Davis,SFO,25,RB,16,5,7,,,,,,,7,,,,,,,,,42,2.6
Gerry Ellis,GNB,24,FB,16,16,4,3,,,,,,7,,,,,,,,,42,2.6
Eric Hipple,DET,24,QB,16,10,7,,,,,,,7,,,,,,,,,42,2.6
Alfred Jackson,ATL,26,WR,16,0,,6,,,1,,,7,,,,,,,,,42,2.6
Charlie Joiner,SDG,34,WR,16,16,,7,,,,,,7,,,,,,,,,42,2.6
Ahmad Rashad*,MIN,32,WR,16,15,,7,,,,,,7,,,,,,,,,42,2.6
Jim Smith,PIT,26,WR,15,3,,7,,,,,,7,,,,,,,,,42,2.8
Joe Washington,WAS,28,RB,14,13,4,3,,,,,,7,,,,,,,,,42,3.0
James Brooks,SDG,23,RB,14,2,3,3,,,,,,6,,,,,,,,,36,2.6
Lynn Cain,ATL,26,RB,16,16,4,2,,,,,,6,,,,,,,,,36,2.3
Harold Carmichael,PHI,32,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Rob Carpenter,2TM,26,FB-RB,14,13,5,1,,,,,,6,,,0,,,,,,36,2.6
Wes Chandler,2TM,25,WR,16,15,,6,,,,,,6,,,0,,,,,,36,2.3
Tony Dorsett*+,DAL,27,RB,16,16,4,2,,,,,,6,,,,,,,,,36,2.3
Jimmie Giles*,TAM,27,TE,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Don Hasselbeck,NWE,26,TE,14,14,,6,,,,,,6,,,,,,,,,36,2.6
Roosevelt Leaks,BUF,28,FB,16,5,6,,,,,,,6,,,,,,,,,36,2.3
Art Monk,WAS,24,WR,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Stanley Morgan,NWE,26,WR,13,13,,6,,,,,,6,,,,,,,,,36,2.8
Ozzie Newsome*,CLE,25,TE,16,16,,6,,,,,,6,,,,,,,,,36,2.3
Johnny Perkins,NYG,28,WR,16,14,,6,,,,,,6,,,,,,,,,36,2.3
John Cappelletti,SDG,29,FB,16,6,4,1,,,,,,5,,,,,,,,,30,1.9
Doug Cosbie,DAL,25,TE,16,0,,5,,,,,,5,,,,,,,,,30,1.9
Dan Doornink,SEA,25,FB,15,8,1,4,,,,,,5,,,,,,,,,30,2.0
Wallace Francis,ATL,30,WR,16,16,1,4,,,,,,5,,,,,,,,,30,1.9
Roy Green,STL,24,SS,16,2,1,4,,,,,,5,,,,,,,,,30,1.9
Bruce Harper,NYJ,26,RB,16,7,4,1,,,,,,5,,,,,,,,,30,1.9
Roland Hooks,BUF,28,RB,16,1,3,2,,,,,,5,,,,,,,,,30,1.9
Butch Johnson,DAL,27,WR,16,7,,5,,,,,,5,,,,,,,,,30,1.9
Steve Kreider,CIN,23,WR,16,1,,5,,,,,,5,,,,,,,,,30,1.9
Keith Krepfle,PHI,29,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Kevin Long,NYJ,26,RB,16,0,2,3,,,,,,5,,,,,,,,,30,1.9
Rob Lytle,DEN,27,RB,16,0,4,1,,,,,,5,,,,,,,,,30,1.9
Ted McKnight,KAN,27,RB,5,5,5,,,,,,,5,,,,,,,,,30,6.0
Wayne Morris,STL,27,FB,16,13,5,,,,,,,5,,,,,,,,,30,1.9
Riley Odoms,DEN,31,TE,15,15,,5,,,,,,5,,,,,,,,,30,2.0
Ricky Patton,SFO,27,RB,16,15,4,1,,,,,,5,,,,,,,,,30,1.9
Dan Ross,CIN,24,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Freddie Scott,DET,29,WR,16,15,,5,,,,,,5,,,,,,,,,30,1.9
John Stallworth,PIT,29,WR,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Lynn Swann,PIT,29,WR,13,12,,5,,,,,,5,,,,,,,,,30,2.3
James Wilder,TAM,23,FB,16,16,4,1,,,,,,5,,,,,,,,,30,1.9
Wayne Wilson,NOR,24,RB,16,0,1,4,,,,,,5,,,,,,,,,30,1.9
Charle Young,SFO,30,TE,16,16,,5,,,,,,5,,,,,,,,,30,1.9
Billy Campfield,PHI,25,RB,16,0,1,3,,,,,,4,,,,,,,,,24,1.5
Larry Canada,DEN,27,RB,16,0,3,1,,,,,,4,,,,,,,,,24,1.5
Bob Chandler,OAK,32,WR,11,7,,4,,,,,,4,,,,,,,,,24,2.2
Dwight Clark*,SFO,24,WR,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Paul Coffman,GNB,25,TE,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Sam Cunningham,NWE,31,FB,11,8,4,,,,,,,4,,,,,,,,,24,2.2
Preston Dennard,RAM,26,WR,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Archie Griffin,CIN,27,RB,16,2,3,1,,,,,,4,,,,,,,,,24,1.5
Mike Guman,RAM,23,RB,16,4,4,,,,,,,4,,,,,,,,,24,1.5
David Hill,DET,27,TE,15,15,,4,,,,,,4,,,,,,,,,24,1.6
Tony Hill,DAL,25,WR,16,9,,4,,,,,,4,,,,,,,,,24,1.5
John Jefferson,GNB,25,WR,13,13,,4,,,,,,4,,,,,,,,,24,1.8
Derrick Jensen,OAK,25,FB,16,13,4,,,,,,,4,,,,,,,,,24,1.5
Frank Lewis*,BUF,34,WR,16,16,,4,,,,,,4,,,,,,,,,24,1.5
Dave Logan,CLE,27,WR,14,14,,4,,,,,,4,,,,,,,,,24,1.7
Henry Marshall,KAN,27,WR,12,12,,4,,,,,,4,,,,,,,,,24,2.0
Randy McMillan,BAL,23,FB,16,16,3,1,,,,,,4,,,,,,,,,24,1.5
Greg Pruitt,CLE,30,RB,15,6,,4,,,,,,4,,,,,,,,,24,1.6
Derrick Ramsey,OAK,25,TE,16,12,,4,,,,,,4,,,,,,,,,24,1.5
Booker Russell,PHI,25,RB,12,1,4,,,,,,,4,,,,,,,,,24,2.0
Charlie Smith,PHI,31,WR,16,14,,4,,,,,,4,,,,,,,,,24,1.5
Sherman Smith,SEA,27,RB,16,8,3,1,,,,,,4,,,,,,,,,24,1.5
Leonard Thompson,DET,29,WR,16,16,1,3,,,,,,4,,,,,,,,,24,1.5
Ricky Thompson,WAS,27,WR,16,5,,4,,,,,,4,,,,,,,,,24,1.5
Sidney Thornton,PIT,27,RB,16,6,4,,,,,,,4,,,,,,,,,24,1.5
Tommy Vigorito,MIA,22,RB,16,1,1,2,1,,,,,4,,,,,,,,,24,1.5
Doug Williams,TAM,26,QB,16,16,4,,,,,,,4,,,,,,,,,24,1.5
David Woodley,MIA,23,QB,15,15,4,,,,,,,4,,,,,,,,,24,1.6
Wilson Alvarez,SEA,24,K,4,0,,,,,,,,,,,,14,15,3,7,,23,5.8
Dave Jacobs,CLE,24,K,5,0,,,,,,,,,,,,9,10,4,12,,21,4.2
Charles Alexander,CIN,24,RB,15,14,2,1,,,,,,3,,,,,,,,,18,1.2
Brian Baschnagel,CHI,27,WR,16,14,,3,,,,,,3,,,,,,,,,18,1.1
Morris Bradshaw,OAK,29,WR,15,8,,3,,,,,,3,,,,,,,,,18,1.2
Bob Bruer,MIN,28,TE,15,0,,3,,,,,,3,,,,,,,,,18,1.2
Roger Carr,BAL,29,WR,15,15,,3,,,,,,3,,,,,,,,,18,1.2
Matt Cavanaugh,NWE,25,QB,16,8,3,,,,,,,3,,,,,,,,,18,1.1
Jimmy Cefalo,MIA,25,WR,16,6,,3,,,,,,3,,,,,,,,,18,1.1
Bennie Cunningham,PIT,27,TE,15,15,,3,,,,,,3,,,,,,,,,18,1.2
Joe Delaney*,KAN,23,RB,15,10,3,,,,,,,3,,,,,,,,,18,1.2
Vince Evans,CHI,26,QB,16,16,3,,,,,,,3,,,,,,,,,18,1.1
Ricky Feacher,CLE,27,WR,16,7,,3,,,,,,3,,,,,,,,,18,1.1
Vagas Ferguson,NWE,24,RB,13,5,3,,,,,,,3,,,,,,,,,18,1.4
James Hadnot,KAN,24,FB,16,15,3,,,,,,,3,,,,,,,,,18,1.1
Drew Hill,RAM,25,WR,16,2,,3,,,,,,3,,,,,,,,,18,1.1
LeRoy Irvin+,RAM,24,LCB,16,7,,,3,,,,,3,,,,,,,,,18,1.1
Lam Jones,NYJ,23,WR,15,3,,3,,,,,,3,,,,,,,,,18,1.2
Rick Kane,DET,27,RB,16,2,2,1,,,,,,3,,,,,,,,,18,1.1
Ronnie Lott*+,SFO,22,LCB,16,16,,,,,,3,,3,,,,,,,,,18,1.1
Mark Malone,PIT,23,QB,8,3,2,1,,,,,,3,,,,,,,,,18,2.3
Sam McCullum,SEA,29,WR,16,14,,3,,,,,,3,,,,,,,,,18,1.1
Freeman McNeil,NYJ,22,RB,11,6,2,1,,,,,,3,,,,,,,,,18,1.6
Junior Miller*,ATL,24,TE,16,16,,3,,,,,,3,,,,,,,,,18,1.1
James Owens,TAM,26,RB,16,1,3,,,,,,,3,,,,,,,,,18,1.1
Rick Parros,DEN,23,FB,16,16,2,1,,,,,,3,,,,,,,,,18,1.1
Drew Pearson,DAL,30,WR,16,15,,3,,,,,,3,,,,,,,,,18,1.1
Dave Preston,DEN,26,RB,16,14,3,,,,,,,3,,,,,,,,,18,1.1
Virgil Seay,WAS,23,WR,16,7,,3,,,,,,3,,,,,,,,,18,1.1
Gary Shirk,NYG,31,TE,16,14,,3,,,,,,3,,,,,,,,,18,1.1
Eric Sievers,SDG,24,TE,16,9,,3,,,,,,3,,,,,,,,,18,1.1
Matt Suhey,CHI,23,FB,15,14,3,,,,,,,3,,,,,,,,,18,1.2
Mosi Tatupu,NWE,26,RB,16,1,2,1,,,,,,3,,,,,,,,,18,1.1
Pat Tilley,STL,28,WR,16,16,,3,,,,,,3,,,,,,,,,18,1.1
Rick Upchurch,DEN,29,WR,13,10,,3,,,,,,3,,,,,,,,,18,1.4
Rickey Watts,CHI,24,WR,12,9,,3,,,,,,3,,,,,,,,,18,1.5
Sammy White,MIN,27,WR,16,16,,3,,,,,,3,,,,,,,,,18,1.1
Arthur Whittington,OAK,26,RB,16,2,1,2,,,,,,3,,,,,,,,,18,1.1
Todd Christensen,OAK,25,TE,16,0,,2,,,,,,2,,,,,,,,,14,0.9
Marcus Anderson,CHI,22,WR,12,1,,2,,,,,,2,,,,,,,,,12,1.0
Walt Arnold,RAM,23,TE,16,9,,2,,,,,,2,,,,,,,,,12,0.8
Theo Bell,TAM,28,WR,16,9,,2,,,,,,2,,,,,,,,,12,0.8
Terry Bradshaw,PIT,33,QB,14,14,2,,,,,,,2,,,,,,,,,12,0.9
Mark Brammer,BUF,23,TE,16,16,,2,,,,,,2,,,,,,,,,12,0.8
Leon Bright,NYG,26,RB,15,1,2,,,,,,,2,,,,,,,,,12,0.8
Cedric Brown,TAM,27,FS,16,15,,,,,,2,,2,,,,,,,,,12,0.8
Don Calhoun,NWE,29,FB,14,7,2,,,,,,,2,,,,,,,,,12,0.9
Isaac Curtis,CIN,31,WR,15,14,,2,,,,,,2,,,,,,,,,12,0.8
Gary Danielson,DET,30,QB,6,4,2,,,,,,,2,,,,,,,,,12,2.0
Scott Dierking,NYJ,26,RB,16,4,1,1,,,,,,2,,,,,,,,,12,0.8
Al Dixon,KAN,27,TE,16,13,,2,,,,,,2,,,,,,,,,12,0.8
Billy Joe DuPree,DAL,31,TE,16,15,,2,,,,,,2,,,,,,,,,12,0.8
Jerry Eckwood,TAM,27,RB,16,12,2,,,,,,,2,,,,,,,,,12,0.8
Tony Galbreath,MIN,27,RB,14,1,2,,,,,,,2,,,,,,,,,12,0.9
Louie Giammona,PHI,28,RB,8,1,1,1,,,,,,2,,,,,,,,,12,1.5
Nick Giaquinto,2TM,26,RB,14,0,,2,,,,,,2,,,0,,,,,,12,0.9
Earnest Gray,NYG,24,WR,16,3,,2,,,,,,2,,,,,,,,,12,0.8
Mel Gray,STL,33,WR,12,12,,2,,,,,,2,,,,,,,,,12,1.0
Steve Grogan,NWE,28,QB,8,7,2,,,,,,,2,,,,,,,,,12,1.5
Willard Harrell,STL,29,RB,16,0,1,1,,,,,,2,,,,,,,,,12,0.8
Perry Harrington,PHI,23,RB,4,4,2,,,,,,,2,,,,,,,,,12,3.0
Duriel Harris,MIA,27,WR,15,12,,2,,,,,,2,,,,,,,,,12,0.8
John Harris,SEA,25,FS,16,16,,,,,,2,,2,,,,,,,,,12,0.8
M.L. Harris,CIN,27,TE,15,0,,2,,,,,,2,,,,,,,,,12,0.8
Greg Hawthorne,PIT,25,RB,10,0,2,,,,,,,2,,,,,,,,,12,1.2
Wally Henry,PHI,27,WR,16,0,,2,,,,,,2,,,,,,,,,12,0.8
Dwight Hicks*,SFO,25,FS,16,16,,,,,1,1,,2,,,,,,,,,12,0.8
Calvin Hill,CLE,34,RB,14,0,,2,,,,,,2,,,,,,,,,12,0.9
Eddie Hill,MIA,24,RB,11,3,1,1,,,,,,2,,,,,,,,,12,1.1
Jack Holmes,NOR,28,FB,16,15,2,,,,,,,2,,,,,,,,,12,0.8
Mike Holston,HOU,23,WR,16,4,,2,,,,,,2,,,,,,,,,12,0.8
David Hughes,SEA,22,FB,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Kenny Johnson,ATL,23,RCB,16,16,,,,,2,,,2,,,,,,,,,12,0.8
Bobby Jones,NYJ,26,WR,16,3,,1,,,1,,,2,,,,,,,,,12,0.8
Greg LaFleur,STL,23,TE,16,11,,2,,,,,,2,,,,,,,,,12,0.8
Amos Lawrence,SFO,23,RB,13,0,1,,,1,,,,2,,,,,,,,,12,0.9
Terry LeCount,MIN,25,WR,16,2,,2,,,,,,2,,,,,,,,,12,0.8
Neil Lomax,STL,22,QB,14,7,2,,,,,,,2,,,,,,,,,12,0.9
George Martin,NYG,28,LDE,16,6,,,,,2,,,2,,,,,,,,,12,0.8
Reese McCall,BAL,25,TE,16,14,,2,,,,,,2,,,,,,,,,12,0.8
Don McCauley,BAL,32,RB,16,0,,2,,,,,,2,,,,,,,,,12,0.8
Cleo Miller,CLE,29,RB,12,2,2,,,,,,,2,,,,,,,,,12,1.0
Stump Mitchell,STL,22,RB,16,0,,1,1,,,,,2,,,,,,,,,12,0.8
Joe Montana*,SFO,25,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Nat Moore,MIA,30,WR,13,11,,2,,,,,,2,,,,,,,,,12,0.9
Mike Nelms*,WAS,26,DB,16,0,,,2,,,,,2,,,,,,,,,12,0.8
Rodney Parker,PHI,28,WR,11,0,,2,,,,,,2,,,,,,,,,12,1.1
Frank Pollard,PIT,24,RB,14,10,2,,,,,,,2,,,,,,,,,12,0.9
Darrol Ray,NYJ,23,FS,16,16,,,,,,2,,2,,,,,,,,,12,0.8
Joe Rose,MIA,24,TE,16,0,,2,,,,,,2,,,,,,,,,12,0.8
J.T. Smith,KAN,26,WR,16,15,,2,,,,,,2,,,,,,,,,12,0.8
Ron Smith,2TM,25,WR,12,1,,2,,,,,,2,,,0,,,,,,12,1.0
Billy Taylor,2TM,25,RB,8,3,2,,,,,,,2,,,0,,,,,,12,1.5
Joe Theismann,WAS,32,QB,16,16,2,,,,,,,2,,,,,,,,,12,0.8
Mark van Eeghen,OAK,29,RB,8,3,2,,,,,,,2,,,,,,,,,12,1.5
David Verser,CIN,23,WR,16,0,,2,,,,,,2,,,,,,,,,12,0.8
Don Westbrook,NWE,28,WR,12,1,,2,,,,,,2,,,,,,,,,12,1.0
Dave Williams,CHI,27,RB,8,0,,2,,,,,,2,,,,,,,,,12,1.5
Marc Wilson,OAK,24,QB,13,9,2,,,,,,,2,,,,,,,,,12,0.9
Garo Yepremian,TAM,37,K,3,0,,,,,,,,,,,,6,6,2,4,,12,4.0
Rickey Young,MIN,28,RB,16,13,,2,,,,,,2,,,,,,,,,12,0.8
Hans Nielsen,CHI,29,K,3,0,,,,,,,,,,,,8,8,,2,,8,2.7
Bob Thomas,CHI,29,K,2,0,,,,,,,,,,,,2,3,2,3,,8,4.0
Dave Ahrens,STL,23,MLB,16,10,,,,,,1,,1,,,,,,,,,6,0.4
Ken Anderson*+,CIN,32,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Adger Armstrong,HOU,24,RB,16,2,,1,,,,,,1,,,,,,,,,6,0.4
Mike Augustyniak,NYJ,25,FB,10,8,1,,,,,,,1,,,,,,,,,6,0.6
Mike Barber,HOU,28,TE,16,5,,1,,,,,,1,,,,,,,,,6,0.4
Benny Barnes,DAL,30,DB,16,1,,,,,1,,,1,,,,,,,,,6,0.4
Buster Barnett,BUF,23,TE,16,0,,1,,,,,,1,,,,,,,,,6,0.4
Malcolm Barnwell,OAK,23,WR,16,1,,1,,,,,,1,,,,,,,,,6,0.4
Hank Bauer,SDG,27,RB,16,0,,1,,,,,,1,,,,,,,,,6,0.4
Todd Bell,CHI,23,FS,16,0,,,,,,1,,1,,,,,,,,,6,0.4
Mel Blount*+,PIT,33,RCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Dennis Boyd,SEA,26,T,16,0,,1,,,,,,1,,,,,,,,,6,0.4
Cliff Branch,OAK,33,WR,16,15,,1,,,,,,1,,,,,,,,,6,0.4
Louis Breeden,CIN,28,LCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Curtis Brown,BUF,27,FB,14,8,,1,,,,,,1,,,,,,,,,6,0.4
Greg Brown,PHI,24,DE,16,0,,,,,1,,,1,,,,,,,,,6,0.4
Cullen Bryant,RAM,30,FB,13,12,1,,,,,,,1,,,,,,,,,6,0.5
Lloyd Burruss,KAN,24,SS,16,14,,,,,,1,,1,,,,,,,,,6,0.4
Carlos Carson,KAN,23,WR,5,1,,1,,,,,,1,,,,,,,,,6,1.2
Raymond Chester,OAK,33,TE,16,5,,1,,,,,,1,,,,,,,,,6,0.4
Henry Childs,RAM,30,TE,7,7,,1,,,,,,1,,,,,,,,,6,0.9
Monte Coleman,WAS,24,RLB/LLB,12,11,,,,,,1,,1,,,,,,,,,6,0.5
Ronnie Coleman,HOU,30,RB,16,0,1,,,,,,,1,,,,,,,,,6,0.4
Neal Colzie,TAM,27,SS,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Earl Cooper,SFO,24,FB,16,11,1,,,,,,,1,,,,,,,,,6,0.4
Buddy Curry,ATL,23,RILB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Russell Davis,PIT,25,RB,16,0,1,,,,,,,1,,,,,,,,,6,0.4
Mike Dennis,NYG,23,DB,16,0,,,,,,,1,1,,,,,,,,,6,0.4
Zachary Dixon,BAL,25,RB,16,1,,1,,,,,,1,,,,,,,,,6,0.4
Robin Earl,CHI,26,TE,16,15,,1,,,,,,1,,,,,,,,,6,0.4
Kenny Easley,SEA,22,SS,14,14,,,,,,1,,1,,,,,,,,,6,0.4
Walt Easley,SFO,24,RB,12,1,1,,,,,,,1,,,,,,,,,6,0.5
Ron Egloff,DEN,26,TE,16,6,,1,,,,,,1,,,,,,,,,6,0.4
Gary Fencik*+,CHI,27,SS,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Joe Ferguson,BUF,31,QB,16,16,1,,,,,,,1,,,,,,,,,6,0.4
Jeff Fisher,CHI,23,DB,16,0,,,1,,,,,1,,,,,,,,,6,0.4
Cleveland Franklin,BAL,26,RB,9,0,1,,,,,,,1,,,,,,,,,6,0.7
Mike Friede,NYG,24,WR,16,15,,1,,,,,,1,,,,,,,,,6,0.4
Randy Grossman,PIT,29,TE,16,1,,1,,,,,,1,,,,,,,,,6,0.4
Jeff Groth,NOR,24,WR,15,13,,1,,,,,,1,,,,,,,,,6,0.4
Alvin Hall,DET,23,DB,16,1,,,,,,1,,1,,,,,,,,,6,0.4
Cedrick Hardman,OAK,33,DE,16,0,,,,,1,,,1,,,,,,,,,6,0.4
Larry Hardy,NOR,25,TE,16,16,,1,,,,,,1,,,,,,,,,6,0.4
Jimmy Hargrove,CIN,24,RB,15,0,1,,,,,,,1,,,,,,,,,6,0.4
Roland Harper,CHI,28,RB,15,2,1,,,,,,,1,,,,,,,,,6,0.4
Al Harris,CHI,25,RDE,16,11,,,,,,1,,1,,,,,,,,,6,0.4
Joe Harris,RAM,29,LB,16,1,,,,,1,,,1,,,,,,,,,6,0.4
Paul Hofer,SFO,29,RB,12,0,1,,,,,,,1,,,,,,,,,6,0.5
Randy Holloway,MIN,26,RDE,16,8,,,,,1,,,1,,,,,,,,,6,0.4
Estus Hood,GNB,26,DB,16,0,,,,,,1,,1,,,,,,,,,6,0.4
Tom Howard,KAN,27,LOLB,9,7,,,,,1,,,1,,,,,,,,,6,0.7
Eddie Lee Ivery,GNB,24,RB,1,1,1,,,,,,,1,,,,,,,,,6,6.0
Louis Jackson,NYG,23,RB,11,3,1,,,,,,,1,,,,,,,,,6,0.5
Terry Jackson,NYG,26,RCB,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Jim Jodat,SEA,27,FB,12,6,1,,,,,,,1,,,,,,,,,6,0.5
Paul Johns,SEA,23,WR,16,0,,1,,,,,,1,,,,,,,,,6,0.4
Andy Johnson,NWE,29,RB,16,0,,1,,,,,,1,,,,,,,,,6,0.4
Gary Johnson*+,SDG,29,RDT,16,16,,,,,,1,,1,,,,,,,,,6,0.4
Gregg Johnson,SEA,23,DB,16,3,,,,,1,,,1,,,,,,,,,6,0.4
Gordon Jones,TAM,24,WR,13,4,,1,,,,,,1,,,,,,,,,6,0.5
James Jones,DAL,23,RB,16,0,1,,,,,,,1,,,,,,,,,6,0.4
