Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Donnie Edwards,34,KAN,RLB,16,16,1,18,0,18,3,1,0,1,0,0,2.0,106,87,19,9,4,0,
Shaun Ellis,30,NYJ,LDE,16,16,0,0,0,0,0,1,0,1,6,0,5.0,49,33,16,7,9,0,
Jahri Evans,24,NOR,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Alan Faneca,31,PIT,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
James Farrior,32,PIT,LILB,16,16,1,0,0,0,8,2,0,0,0,0,6.5,96,65,31,9,15,0,
Brett Favre,38,GNB,QB,16,16,0,0,0,0,0,0,9,4,-18,0,0.0,,,,,,0,"PB,AP-2,AP MVP-2,AP OPoY-3,AP CPoY-4"
D'Brickashaw Ferguson,24,NYJ,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Cortland Finnegan,23,TEN,RCB,16,16,1,14,0,14,13,1,0,0,0,0,1.0,95,79,16,3,1,0,
London Fletcher,32,WAS,MLB,16,16,3,36,1,27,10,0,0,1,6,0,0.0,129,101,28,5,1,0,
Larry Foote,27,PIT,RILB,16,16,1,14,0,14,5,3,0,0,0,0,3.0,85,46,39,5,4,0,
DeShaun Foster,27,CAR,RB,16,16,0,0,0,0,0,0,7,1,0,0,0.0,0,0,0,0,0,0,
Melvin Fowler,28,BUF,C,16,16,0,0,0,0,,0,0,1,0,0,0.0,0,0,0,0,0,0,
Hank Fraley,30,CLE,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Omar Gaither,23,PHI,MLB,16,16,1,49,0,49,9,1,0,0,0,0,0.0,102,70,32,4,3,0,
Mike Gandy,28,ARI,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Roberto Garza,28,CHI,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Robert Geathers,24,CIN,LDE,16,16,1,30,0,30,3,2,0,1,0,0,3.5,47,25,22,4,15,0,
La'Roi Glover,33,STL,RDT,16,16,0,0,0,0,0,0,0,0,0,0,6.0,39,33,6,9,15,0,
Mike Goff,31,SDG,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Deon Grant,28,SEA,SS,16,16,3,34,0,34,10,0,0,1,0,0,0.0,78,65,13,2,0,0,
Chad Greenway,24,MIN,RLB,16,16,2,39,1,37,4,2,1,4,0,0,0.0,105,78,27,4,3,0,
Kelly Gregg,31,BAL,NT,16,16,0,0,0,0,3,0,0,1,4,0,3.0,84,56,28,8,5,0,
Cedric Griffin,25,MIN,RCB,16,16,0,0,0,0,10,2,1,2,50,1,0.0,92,82,10,4,0,0,
Cornelius Griffin,31,WAS,LDT,16,16,0,0,0,0,0,0,0,0,0,0,2.5,43,28,15,3,10,0,
Jordan Gross,27,CAR,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Clark Haggans,30,PIT,LOLB,16,16,0,0,0,0,1,0,0,1,0,0,4.0,58,37,21,4,7,0,
Tamba Hali,24,KAN,LDE,16,16,0,0,0,0,2,2,0,0,0,0,7.5,59,46,13,10,11,0,
Ken Hamlin,26,DAL,FS,16,16,5,93,0,35,15,0,0,0,0,0,0.0,62,45,17,1,0,0,PB
Roman Harper,25,NOR,SS,16,16,3,58,1,31,8,2,0,0,0,0,4.0,90,75,15,4,5,0,
Al Harris,33,GNB,RCB,16,16,2,17,0,17,9,0,0,0,0,0,0.0,37,33,4,2,0,0,"PB,AP-2"
James Harrison,29,PIT,ROLB,16,16,1,20,0,20,2,7,0,3,0,0,8.5,98,76,22,12,17,0,"PB,AP-2,AP DPoY-7"
Clinton Hart,30,SDG,SS,16,16,5,73,0,22,9,0,0,1,0,0,1.0,85,68,17,5,1,0,
Matt Hasselbeck,32,SEA,QB,16,16,0,0,0,0,0,0,9,3,-8,0,0.0,0,0,0,0,0,0,PB
A.J. Hawk,23,GNB,RLB,16,16,1,10,0,10,4,1,0,1,0,0,1.0,105,78,27,5,3,0,
Kelvin Hayden,24,IND,LCB,16,16,3,17,0,20,10,2,1,1,0,0,0.0,83,71,12,1,0,0,
Jovan Haye,25,TAM,RDT,16,16,0,0,0,0,3,1,0,4,9,0,6.0,68,48,20,5,12,0,
Gerald Hayes,27,ARI,MLB,16,16,1,30,1,30,3,0,0,0,0,0,4.0,98,82,16,7,4,0,
Eric Heitmann,27,SFO,C,16,16,0,0,0,0,0,0,2,0,-5,0,0.0,0,0,0,0,0,0,
E.J. Henderson,27,MIN,MLB,16,16,0,0,0,0,4,3,0,2,16,0,4.5,119,94,25,17,11,0,
Ellis Hobbs,24,NWE,RCB,16,16,1,0,0,0,12,1,1,1,35,1,1.0,64,52,12,1,0,0,
Terrence Holt,27,ARI,FS,16,16,0,0,0,0,0,1,0,1,0,0,0.0,69,61,8,2,0,0,
Torry Holt,31,STL,WR,16,16,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,PB
Roderick Hood,26,ARI,LCB,16,16,5,196,2,71,21,0,0,0,0,0,0.0,57,51,6,0,0,0,
Chris Hovan,29,TAM,LDT,16,16,0,0,0,0,1,0,0,1,3,0,1.5,47,31,16,2,4,0,
Thomas Howard,24,OAK,RLB,16,16,6,172,2,66,11,0,0,1,0,0,1.0,96,78,18,3,1,0,
Michael Huff,24,OAK,SS,16,16,1,4,0,4,10,1,0,1,0,0,1.0,87,75,12,3,1,0,
Steve Hutchinson,30,MIN,LG,16,16,0,0,0,0,,0,0,2,1,0,0.0,,,,,,0,"PB,AP-1"
Jamaal Jackson,27,PHI,C,16,16,0,0,0,0,0,0,1,0,-7,0,0.0,0,0,0,0,0,0,
Marlin Jackson,24,IND,RCB,16,16,1,0,0,0,4,1,0,2,21,0,0.5,88,69,19,1,2,0,
Tanard Jackson,22,TAM,FS,16,16,2,26,0,26,13,1,0,3,16,0,0.0,56,53,3,0,0,0,
Bradie James,26,DAL,LILB,16,16,0,0,0,0,0,0,0,3,1,0,3.0,101,64,37,5,4,0,
Edgerrin James,29,ARI,RB,16,16,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,
Chad Johnson,29,CIN,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,,,,,,0,PB
Derrick Johnson,25,KAN,LLB,16,16,2,18,0,12,6,3,0,0,0,0,4.0,94,83,11,18,6,0,
Edward Johnson,24,IND,RDT,16,16,0,0,0,0,0,1,0,0,0,0,1.0,41,28,13,2,5,0,
Jarret Johnson,26,BAL,LOLB,16,16,0,0,0,0,2,2,0,0,0,0,2.0,58,42,16,8,9,0,
Landon Johnson,26,CIN,MLB/RLB,16,16,0,0,0,0,4,0,0,2,34,1,1.0,109,71,38,4,4,0,
Julius Jones,26,DAL,RB,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Sean Jones,25,CLE,SS,16,16,5,37,0,26,10,1,0,0,0,0,0.5,96,69,27,3,4,0,
Brett Keisel,29,PIT,RDE,16,16,0,0,0,0,6,0,0,0,0,0,2.0,38,22,16,2,7,0,
Patrick Kerney,31,SEA,LDE,16,16,1,0,0,0,2,5,0,0,0,0,14.5,63,51,12,16,26,0,"PB,AP-1,AP DPoY-2,AP CPoY-7"
Jeff King,24,CAR,TE,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Jon Kitna,35,DET,QB,16,16,0,0,0,0,0,0,17,7,-3,0,0.0,0,0,0,0,0,0,
Kyle Kosier,29,DAL,LG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Olin Kreutz,30,CHI,C,16,16,0,0,0,0,0,0,1,1,-3,0,0.0,0,0,0,0,0,0,
Dawan Landry,25,BAL,SS,16,16,0,0,0,0,6,0,0,0,0,0,1.0,83,68,15,3,2,0,
LaRon Landry,23,WAS,SS,16,16,0,0,0,0,7,0,0,2,15,0,1.5,95,63,32,4,4,0,
Ty Law,33,KAN,LCB,16,16,2,2,0,2,13,0,0,0,0,0,0.0,47,39,8,2,0,0,
Paris Lenon,30,DET,MLB,16,16,1,61,1,61,3,2,0,0,0,0,2.0,118,88,30,7,5,0,
Matt Lepsis,33,DEN,LT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Michael Lewis,27,SFO,SS,16,16,2,18,0,18,0,1,0,1,0,0,1.5,8,8,0,0,0,0,
Sean Locklear,26,SEA,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Ken Lucas,28,CAR,RCB,16,16,2,1,0,1,13,0,0,2,43,1,0.0,62,58,4,2,0,0,
Nick Mangold,23,NYJ,C,16,16,0,0,0,0,0,0,1,0,-1,0,0.0,1,1,0,0,0,0,
Eli Manning,26,NYG,QB,16,16,0,0,0,0,0,0,13,4,-5,0,0.0,0,0,0,0,0,0,
Peyton Manning,31,IND,QB,16,16,0,0,0,0,0,0,6,3,0,0,0.0,0,0,0,0,0,0,PB
Brandon Marshall,23,DEN,WR,16,16,0,0,0,0,0,0,3,3,0,0,0.0,0,0,0,0,0,0,
Derrick Mason,33,BAL,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Todd McClure,30,ATL,C,16,16,0,0,0,0,0,0,1,1,-16,0,0.0,0,0,0,0,0,0,
Marlon McCree,30,SDG,FS,16,16,3,20,0,19,6,1,0,1,2,0,0.0,67,50,17,0,1,0,
Kareem McKenzie,28,NYG,RT,16,16,0,0,0,0,,0,0,1,0,0,0.0,,,,,,0,
Heath Miller,25,PIT,TE,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Zach Miller,22,OAK,TE,16,16,0,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0,0,0,
Lawyer Milloy,34,ATL,SS,16,16,2,24,0,19,6,0,0,0,0,0,0.0,91,77,14,3,4,0,
Kawika Mitchell,28,NYG,RLB,16,16,1,20,1,20,4,2,0,1,17,1,3.5,77,54,23,6,4,0,
Brandon Moore,27,NYJ,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Kirk Morrison,25,OAK,MLB,16,16,4,94,0,45,10,0,1,1,0,0,1.0,122,97,25,10,1,0,
Randy Moss,30,NWE,WR,16,16,0,0,0,0,1,0,0,2,0,0,0.0,1,0,1,0,0,0,"PB,AP-1,AP OPoY-2,AP CPoY-2"
Jamar Nesbit,31,NOR,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Haloti Ngata,23,BAL,RDE,16,16,0,0,0,0,1,1,0,0,0,0,3.0,63,44,19,6,10,0,
Antwan Odom,26,TEN,LDE,16,16,0,0,0,0,7,1,0,0,0,0,8.0,22,17,5,10,22,0,
Adewale Ogunleye,30,CHI,LDE,16,16,0,0,0,0,3,6,0,3,14,0,9.0,58,53,5,15,18,0,
Igor Olshansky,25,SDG,LDE,16,16,1,0,0,0,3,2,0,0,0,0,3.5,48,34,14,3,11,0,
Calvin Pace,27,ARI,LLB,16,16,1,14,0,14,6,1,0,2,4,0,6.5,99,80,19,11,11,0,
Jarrad Page,23,KAN,FS,16,16,3,37,0,37,7,1,0,1,0,0,0.0,59,43,16,0,0,0,
Carson Palmer,28,CIN,QB,16,16,0,0,0,0,0,0,5,2,-1,0,0.0,0,0,0,0,0,0,
Domata Peko,23,CIN,LDT,16,16,0,0,0,0,1,0,0,1,0,0,1.5,52,36,16,6,6,0,
Julian Peterson,29,SEA,RLB,16,16,2,3,0,3,3,4,0,2,8,0,9.5,74,63,11,10,12,0,PB
Antonio Pierce,29,NYG,MLB,16,16,1,28,0,28,8,1,0,2,0,0,1.0,102,76,26,8,3,0,
Chester Pitts,28,HOU,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Brodney Pool,23,CLE,FS,16,16,2,103,1,100,6,0,0,0,0,0,0.0,58,47,11,2,2,0,
Clinton Portis,26,WAS,RB,16,16,0,0,0,0,0,0,6,1,-11,0,0.0,0,0,0,0,0,0,
Cory Redding,27,DET,RDT,16,16,0,0,0,0,1,0,0,2,27,0,1.0,37,27,10,11,10,0,
Ed Reed,29,BAL,FS,16,16,7,130,0,32,13,0,2,1,6,0,0.0,39,29,10,3,0,0,"PB,AP-1"
Darrelle Revis,22,NYJ,LCB,16,16,3,20,0,19,17,0,0,1,0,0,0.0,88,76,12,0,2,0,
Kerry Rhodes,25,NYJ,SS,16,16,5,76,0,36,10,2,0,1,11,1,2.0,68,52,16,7,4,0,
Philip Rivers,26,SDG,QB,16,16,0,0,0,0,0,0,11,3,-4,0,0.0,,,,,,0,
Shaun Rogers,28,DET,LDT,16,16,1,66,1,66,3,0,1,4,10,0,7.0,39,26,13,7,21,0,
Mark Roman,30,SFO,FS,16,16,0,0,0,0,4,0,0,3,44,0,0.0,61,46,15,0,2,0,
Tony Romo,27,DAL,QB,16,16,0,0,0,0,0,0,10,5,-4,0,0.0,0,0,0,0,0,0,PB
Mike Rucker,32,CAR,RDE,16,16,0,0,0,0,3,1,0,2,3,0,3.0,47,33,14,7,7,0,
Jon Runyan,34,PHI,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Brian Russell,29,SEA,FS,16,16,1,0,0,0,6,0,0,1,0,0,1.0,68,60,8,2,1,0,
DeMeco Ryans,23,HOU,MLB,16,16,1,1,0,1,7,1,0,3,26,1,2.0,127,98,29,3,3,0,"PB,AP-2"
Warren Sapp,35,OAK,LDT,16,16,0,0,0,0,1,2,0,1,0,0,2.0,51,37,14,5,5,0,
Samson Satele,23,MIA,C,16,16,0,0,0,0,0,0,1,0,-2,0,0.0,0,0,0,0,0,0,
Aaron Schobel,30,BUF,RDE,16,16,0,0,0,0,5,5,0,1,0,0,6.5,57,45,12,7,15,0,PB
Bart Scott,27,BAL,RILB,16,16,0,0,0,0,5,0,0,0,0,0,1.0,93,62,31,8,7,0,
Rich Seubert,28,NYG,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Darren Sharper,32,MIN,SS,16,16,4,61,1,41,8,1,0,0,0,0,0.0,63,49,14,1,0,0,"PB,AP-2"
L.J. Shelton,31,MIA,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Kendall Simmons,28,PIT,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Mark Simoneau,30,NOR,MLB,16,16,0,0,0,0,1,0,0,0,0,0,2.0,70,50,20,3,1,0,
Barry Sims,33,OAK,LT,16,16,0,0,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,
Ernie Sims,23,DET,RLB,16,16,1,5,0,5,2,3,0,0,0,0,1.0,134,97,37,8,6,0,
Justin Smith,28,CIN,RDE,16,16,0,0,0,0,3,0,0,0,0,0,2.0,78,49,29,3,9,0,
Robaire Smith,30,CLE,RDE,16,16,0,0,0,0,2,0,0,0,0,0,4.0,56,42,14,7,8,0,
Will Smith,26,NOR,RDE,16,16,0,0,0,0,3,2,0,3,0,0,7.0,66,47,19,12,19,1,
Chris Snee,25,NYG,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Marcus Spears,24,DAL,LDE,16,16,0,0,0,0,3,2,0,0,0,0,2.0,30,19,11,5,3,0,
Chris Spencer,25,SEA,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Joe Staley,23,SFO,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
David Stewart,25,TEN,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Jon Stinchcomb,28,NOR,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Terrell Suggs,25,BAL,ROLB,16,16,0,0,0,0,6,1,0,0,0,0,5.0,78,51,27,13,15,0,
Patrick Surtain,31,KAN,RCB,16,16,2,25,0,23,7,0,0,1,0,0,0.0,58,50,8,4,0,0,
Darryl Tapp,23,SEA,RDE,16,16,1,-4,0,-4,8,3,0,2,9,0,7.0,49,41,8,7,17,0,
Lofa Tatupu,25,SEA,MLB,16,16,4,116,0,49,10,3,0,0,0,0,1.0,109,83,26,10,5,0,"PB,AP-1"
Mark Tauscher,30,GNB,RT,16,16,0,0,0,0,0,0,0,1,-5,0,0.0,0,0,0,0,0,0,
Ike Taylor,27,PIT,LCB,16,16,3,56,1,51,16,1,0,1,0,0,1.0,80,69,11,1,1,0,
Jason Taylor,33,MIA,RDE,16,16,1,36,1,36,4,3,0,3,0,0,11.0,56,47,9,16,16,0,PB
Joe Thomas,23,CLE,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP ORoY-2"
David Thornton,29,TEN,LLB,16,16,2,16,0,11,6,1,0,1,0,0,1.0,122,93,29,10,1,0,
Deshea Townsend,32,PIT,RCB,16,16,2,44,0,23,16,0,0,0,0,0,0.0,52,45,7,3,1,0,
Larry Tripplett,28,BUF,LDT,16,16,1,0,0,0,5,1,0,1,0,0,1.0,35,18,17,3,7,0,
Marcus Trufant,27,SEA,LCB,16,16,7,150,1,84,15,0,0,0,0,0,0.0,85,78,7,2,0,0,PB
Osi Umenyiora,26,NYG,RDE,16,16,0,0,0,0,0,5,0,2,75,1,13.0,52,40,12,11,21,0,PB
Brian Urlacher,29,CHI,MLB,16,16,5,101,1,85,12,0,0,2,0,0,5.0,123,93,30,7,7,0,
Kyle Vanden Bosch,29,TEN,RDE,16,16,0,0,0,0,3,4,0,0,0,0,12.0,60,48,12,13,31,0,PB
DeMarcus Ware,25,DAL,ROLB,16,16,0,0,0,0,3,4,0,0,0,0,14.0,84,60,24,17,26,0,"PB,AP-1,AP DPoY-5"
Ty Warren,26,NWE,LDE,16,16,0,0,0,0,0,0,0,3,0,0,4.0,53,34,19,4,19,0,
Gabe Watson,24,ARI,LDT,16,16,0,0,0,0,2,0,0,0,0,0,0.0,34,25,9,1,1,0,
Reggie Wayne,29,IND,WR,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
Reggie Wells,27,ARI,LG,16,16,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,
LenDale White,23,TEN,RB,16,16,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,
Andrew Whitworth,26,CIN,LG,16,16,0,0,0,0,,0,0,1,0,0,0.0,0,0,0,0,0,0,
Casey Wiegmann,34,KAN,C,16,16,0,0,0,0,0,0,1,0,-9,0,0.0,0,0,0,0,0,0,
Vince Wilfork,26,NWE,NT,16,16,0,0,0,0,2,0,0,1,0,0,2.0,48,36,12,4,7,0,"PB,AP-2"
Bobbie Williams,31,CIN,RG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,1,1,0,0,0,0,
D.J. Williams,25,DEN,MLB,16,16,1,0,0,0,4,2,0,2,1,0,1.0,141,106,35,13,1,0,
Demorrio Williams,27,ATL,RLB,16,16,2,3,0,8,2,0,0,0,0,0,0.0,78,63,15,6,0,0,
Kevin Williams,27,MIN,RDT,16,16,2,72,2,54,8,1,0,1,15,0,3.0,38,30,8,7,9,0,"PB,AP-1"
Kyle Williams,24,BUF,RDT,16,16,0,0,0,0,0,0,0,1,0,0,2.0,41,28,13,8,6,0,
Mario Williams,22,HOU,RDE,16,16,0,0,0,0,1,2,0,1,38,1,14.0,59,43,16,14,17,0,"AP-2,AP DPoY-7,AP CPoY-9"
Pat Williams,35,MIN,LDT,16,16,0,0,0,0,3,0,0,2,1,0,2.0,64,44,20,12,3,0,"PB,AP-2"
Patrick Willis,22,SFO,RILB,16,16,0,0,0,0,5,2,0,1,0,0,4.0,174,136,38,8,7,0,"PB,AP-1,AP DPoY-7,AP DRoY-1"
Kamerion Wimbley,24,CLE,ROLB,16,16,0,0,0,0,1,3,0,0,0,0,5.0,51,39,12,5,20,0,
Will Witherspoon,27,STL,MLB,16,16,0,0,0,0,7,2,0,1,0,0,7.0,110,92,18,14,13,0,
Jason Witten,25,DAL,TE,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Bryant Young,35,SFO,LDE,16,16,0,0,0,0,2,1,0,0,0,0,6.5,38,33,5,7,12,0,
Derek Anderson,24,CLE,QB,16,15,0,0,0,0,0,0,5,1,-3,0,0.0,0,0,0,0,0,0,"PB,AP CPoY-7"
Eric Barton,30,NYJ,RILB,16,15,1,1,0,1,2,0,0,0,0,0,2.0,73,47,26,4,4,0,
Arnaz Battle,27,SFO,WR,16,15,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,
Bernard Berrian,27,CHI,WR,16,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Barry Cofield,23,NYG,LDT,16,15,0,0,0,0,1,0,0,0,0,0,1.0,34,29,5,3,2,0,
Deke Cooper,30,CAR,FS,16,15,3,19,0,19,4,1,0,0,0,0,0.0,59,46,13,0,1,0,
Warrick Dunn,32,ATL,RB,16,15,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,
Ron Edwards,28,KAN,LDT,16,15,0,0,0,0,1,0,0,1,0,0,3.0,26,23,3,5,5,0,
