Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Sfty,Awards
James Brooks,25,SDG,RB,15,6,0,0,0,0,,8,3,0,0,0.0,,0,
Harold Jackson,37,SEA,WR,15,6,0,0,0,0,,1,0,0,0,0.0,,0,
Junior Miller,26,ATL,TE,15,6,0,0,0,0,,1,0,0,0,0.0,,0,
Cliff Odom,25,BAL,LILB,15,5,0,0,0,0,,0,0,0,0,1.0,,0,
Dan Rains,27,CHI,RLB,15,5,0,0,0,0,,0,1,0,0,0.0,,0,
Quinton Ballard,23,BAL,DT,15,4,0,0,0,0,,0,0,0,0,2.0,,0,
Calvin Muhammad,25,RAI,WR,15,4,0,0,0,0,,2,0,0,0,0.0,,0,
Robert Weathers,23,NWE,RB,15,4,0,0,0,0,,4,0,0,0,0.0,,0,
Dexter Bussey,31,DET,RB,15,3,0,0,0,0,,1,0,0,0,0.0,,0,
Gregg Garrity,23,PIT,WR,15,3,0,0,0,0,,1,1,0,0,0.0,,0,
Durwood Roquemore,23,KAN,DB,15,3,4,117,1,42,,0,0,0,0,0.0,,0,
Stephen Starring,22,NWE,WR,15,3,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Wilson,25,SFO,WR,15,3,0,0,0,0,,1,0,0,0,0.0,,0,
Donnie Craft,24,HOU,RB,15,2,0,0,0,0,,0,1,0,0,0.0,,0,
Don Strock,33,MIA,QB,15,2,0,0,0,0,,0,1,0,0,0.0,,0,
Perry Harrington,25,PHI,RB,15,1,0,0,0,0,,1,0,0,0,0.0,,0,
Jim Laughlin,25,GNB,LB,15,1,1,22,0,22,,0,0,0,0,0.0,,0,
Jim Leonard,26,TAM,C,15,1,0,0,0,0,,0,1,0,0,0.0,,0,
Mardye McDole,24,MIN,WR,15,1,0,0,0,0,,1,0,0,0,0.0,,0,
Stump Mitchell,24,STL,RB,15,1,0,0,0,0,,5,1,0,0,0.0,,0,
Pete Shaw,29,NYG,DB,15,1,0,0,0,0,,4,0,0,0,1.0,,0,
Mike Tice,24,SEA,TE,15,1,0,0,0,0,,0,1,0,0,0.0,,0,
Joe Washington,30,WAS,RB,15,1,0,0,0,0,,2,0,0,0,0.0,,0,
Lester Williams,24,NWE,NT,15,1,0,0,0,0,,0,0,0,0,1.0,,0,
Robert Alexander,25,RAM,RB,15,0,0,0,0,0,,2,2,0,0,0.0,,0,
Brian Carpenter,23,WAS,DB,15,0,1,2,0,2,,0,0,0,0,0.0,,0,
Dennis Gentry,24,CHI,RB,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Dave Huffman,26,MIN,C,15,0,0,0,0,0,,0,2,0,0,0.0,,0,
John Janata,22,CHI,T,15,0,0,0,0,0,,0,1,0,0,0.0,,0,
Jim Jodat,29,SDG,RB,15,0,0,0,0,0,,0,1,0,0,0.0,,0,
Keith Lee,26,NWE,DB,15,0,0,0,0,0,,1,2,0,0,0.0,,0,
Joe Morris,23,NYG,RB,15,0,0,0,0,0,,2,1,0,0,0.0,,0,
Martin Moss,25,DET,DE,15,0,0,0,0,0,,0,0,0,0,0.5,,0,
Barry Redden,23,RAM,RB,15,0,0,0,0,0,,2,0,0,0,0.0,,0,
Freddie Scott,31,DET,WR,15,0,0,0,0,0,,1,0,0,0,0.0,,0,
Ron Simpkins,25,CIN,LB,15,0,0,0,0,0,,0,1,0,0,0.0,,0,
Paul Skansi,22,PIT,WR,15,0,0,0,0,0,,5,2,0,0,0.0,,0,
Don Smerek,26,DAL,DT,15,0,0,0,0,0,,0,0,0,0,6.0,,0,
Fulton Walker,25,MIA,DB,15,0,1,7,0,7,,1,1,0,0,0.0,,0,
Charles Alexander,26,CIN,RB/FB,14,14,0,0,0,0,,1,0,0,0,0.0,,0,
Steve Bartkowski,31,ATL,QB,14,14,0,0,0,0,,7,1,0,0,0.0,,0,
Joe Bostic,26,STL,RG,14,14,0,0,0,0,,0,1,0,0,0.0,,0,
Earl Campbell,28,HOU,RB,14,14,0,0,0,0,,4,0,0,0,0.0,,0,PB
Cris Collinsworth,24,CIN,WR,14,14,0,0,0,0,,2,1,0,0,0.0,,0,"PB,AP-2"
Bob Cryder,27,NWE,RT,14,14,0,0,0,0,,0,3,0,0,0.0,,0,
Homer Elias,28,DET,LG,14,14,0,0,0,0,,0,1,0,0,0.0,,0,
Russell Gary,24,NOR,SS,14,14,3,70,0,26,,1,0,0,0,0.0,,0,
William Graham,24,DET,FS,14,14,0,0,0,0,,0,3,0,0,0.0,,0,
Wes Hopkins,22,PHI,FS,14,14,0,0,0,0,,0,0,0,0,1.0,,0,AP DRoY-8
James Jones,22,DET,FB,14,14,0,0,0,0,,4,1,0,0,0.0,,0,
Fulton Kuykendall,30,ATL,MLB,14,14,0,0,0,0,,0,1,0,0,1.0,,0,
Jim LeClair,33,CIN,LILB,14,14,0,0,0,0,,0,0,0,0,1.0,,0,
Fred Quillan,27,SFO,C,14,14,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Riley,36,CIN,RCB,14,14,8,89,2,42,,0,1,0,0,0.0,,0,AP-1
Doug Smith,27,RAM,C,14,14,0,0,0,0,,1,0,0,0,0.0,,0,
Ken Stabler,38,NOR,QB,14,14,0,0,0,0,,4,0,0,0,0.0,,0,
Wendell Tyler,28,SFO,RB,14,14,0,0,0,0,,7,0,0,0,0.0,,0,
Craig Wolfley,25,PIT,LG,14,14,0,0,0,0,,0,1,0,0,0.0,,0,
Robert Abraham,23,HOU,RILB,14,13,1,0,0,0,,0,0,0,0,1.0,,0,
Louis Breeden,30,CIN,LCB,14,13,2,47,0,39,,0,1,0,0,1.0,,0,
Randy Clark,26,STL,C,14,13,0,0,0,0,,1,0,0,0,0.0,,0,
Steve Foley,30,DEN,FS,14,13,5,28,0,16,,1,1,0,0,0.0,,0,
Jim McMahon,24,CHI,QB,14,13,0,0,0,0,,4,3,0,0,0.0,,0,
Drew Pearson,32,DAL,WR,14,13,0,0,0,0,,1,0,0,0,0.0,,0,
Jim Plunkett,36,RAI,QB,14,13,0,0,0,0,,7,3,0,0,0.0,,0,
Lee Roy Selmon,29,TAM,RDE,14,13,0,0,0,0,,0,1,4,0,11.0,,0,"PB,AP DPoY-13"
Dennis Smith,24,DEN,SS,14,13,4,39,0,23,,0,0,0,0,5.0,114,0,
Don Smith,26,ATL,RDT,14,13,0,0,0,0,,0,0,0,0,6.0,,0,
Donnell Thompson,25,BAL,LDE,14,13,0,0,0,0,,0,0,0,0,4.0,,1,
Jack Thompson,27,TAM,QB,14,13,0,0,0,0,,10,5,0,0,0.0,,0,
Sammy Winder,24,DEN,RB,14,13,0,0,0,0,,7,0,0,0,0.0,,0,
Stacey Bailey,23,ATL,WR,14,12,0,0,0,0,,1,1,0,0,0.0,,0,
Gill Byrd,22,SDG,LCB,14,12,1,0,0,0,,0,0,0,0,0.0,,0,AP DRoY-5
John Cannon,23,TAM,LDE,14,11,0,0,0,0,,0,1,0,0,5.0,,0,
Bob Crable,24,NYJ,MLB,14,11,1,0,0,0,,0,0,0,0,2.0,,0,
John Goodman,25,PIT,LDE,14,11,0,0,0,0,,0,0,0,0,1.0,,0,
John Woodring,24,NYJ,LLB,14,10,0,0,0,0,,0,4,0,0,1.0,,0,
Michael Haddix,22,PHI,RB,14,8,0,0,0,0,,4,0,0,0,0.0,,0,
Jeff Hart,30,BAL,RT,14,8,0,0,0,0,,0,1,0,0,0.0,,0,
Wayne Wilson,26,NOR,FB,14,8,0,0,0,0,,6,0,0,0,0.0,,0,
Charles Johnson,26,GNB,NT,14,7,0,0,0,0,,0,0,0,0,3.5,,0,
John Swain,24,MIN,LCB,14,7,6,12,0,11,,0,0,0,0,0.0,,0,
Rufus Bess,27,MIN,LCB,14,6,3,38,0,19,,2,0,0,0,0.0,,0,
Mark Duda,22,STL,LDT,14,6,0,0,0,0,,0,2,0,0,1.0,,0,
Lam Jones,25,NYJ,WR,14,6,0,0,0,0,,2,0,0,0,0.0,,0,
Leonard Marshall,22,NYG,RDE,14,6,0,0,0,0,,0,0,0,0,0.5,39,1,
Keith Simpson,27,SEA,LCB,14,6,4,39,0,14,,1,2,0,0,1.0,,0,
Marion Barber Jr.,24,NYJ,FB,14,5,0,0,0,0,,0,2,0,0,0.0,,0,
Mike Fanning,30,DET,LDT,14,5,0,0,0,0,,0,0,0,0,1.0,,1,
Reuben Henderson,25,SDG,DB,14,4,0,0,0,0,,0,0,0,0,1.0,,0,
Tyrone Keys,23,CHI,DE,14,4,0,0,0,0,,0,0,0,0,1.0,,0,
Keith Willis,24,PIT,DE,14,4,0,0,0,0,,0,1,0,0,14.0,,0,
Walt Bowyer,23,DEN,DE,14,3,0,0,0,0,,0,1,0,0,2.0,,0,
George Martin,30,NYG,DE,14,3,0,0,0,0,,0,0,0,0,9.0,,0,
Dave Preston,28,DEN,RB,14,3,0,0,0,0,,0,1,0,0,0.0,,0,
Demetrious Johnson,22,DET,DB,14,2,0,0,0,0,,0,1,0,0,0.0,,0,
Mark Brown,22,MIA,LB,14,1,1,0,0,0,,0,1,0,0,2.0,,0,
Kenny Duckett,24,NOR,WR,14,1,0,0,0,0,,1,0,0,0,0.0,,0,
Larry Bethea,27,DAL,DE,14,0,0,0,0,0,,0,1,0,0,3.0,,0,
Steve Bird,23,STL,WR,14,0,0,0,0,0,,1,1,0,0,0.0,,0,
Gary Burley,31,CIN,DE,14,0,0,0,0,0,,0,0,0,0,2.0,,0,
Darryl Caldwell,23,BUF,T,14,0,0,0,0,0,,0,1,0,0,0.0,,0,
Harvey Clayton,22,PIT,DB,14,0,1,70,1,70,,0,0,0,0,2.0,,0,
Mark Clayton,22,MIA,WR,14,0,0,0,0,0,,3,1,0,0,0.0,,0,
Don Dufek,29,SEA,DB,14,0,0,0,0,0,,0,1,0,0,2.0,,0,
Larry Flowers,25,NYG,DB,14,0,1,19,0,19,,0,1,0,0,1.0,,0,
Willard Harrell,31,STL,RB,14,0,0,0,0,0,,1,0,0,0,0.0,,0,
Tim Harris,22,PIT,RB,14,0,0,0,0,0,,2,1,0,0,0.0,,0,
Rod Hill,24,DAL,DB,14,0,2,12,0,12,,2,2,0,0,0.0,,0,
Bill Hurley,26,2TM,DB,14,0,0,0,0,0,,1,2,0,0,0.0,,0,
Bill Hurley,26,NOR,DB,4,0,0,0,0,0,,0,1,0,0,0.0,,0,
Bill Hurley,26,BUF,DB,10,0,0,0,0,0,,1,1,0,0,0.0,,0,
Bruce Laird,33,SDG,DB,14,0,0,0,0,0,,1,0,0,0,0.0,,0,
Joey Lumpkin,23,BUF,LB,14,0,0,0,0,0,,0,1,0,0,0.0,,0,
Cleo Montgomery,27,RAI,WR,14,0,0,0,0,0,,1,0,0,0,0.0,,0,
David Overstreet,25,MIA,RB,14,0,0,0,0,0,,2,1,0,0,0.0,,0,
Ricky Porter,23,BAL,RB,14,0,0,0,0,0,,6,4,0,0,0.0,,0,
Gerald Riggs,23,ATL,RB,14,0,0,0,0,0,,7,1,0,0,0.0,,0,
Ken Thomas,23,KAN,RB,14,0,0,0,0,0,,2,1,0,0,0.0,,0,
Andre Tyler,24,TAM,WR,14,0,0,0,0,0,,1,0,0,0,0.0,,0,
Richard Williams,23,ATL,RB,14,0,0,0,0,0,,1,1,0,0,0.0,,0,
Ken Anderson,34,CIN,QB,13,13,0,0,0,0,,4,1,0,0,0.0,,0,
Doug France,30,HOU,LT,13,13,0,0,0,0,,0,1,0,0,0.0,,0,
Neil Lomax,24,STL,QB,13,13,0,0,0,0,,9,3,0,0,0.0,,0,
Ted Petersen,28,PIT,LT,13,13,0,0,0,0,,0,2,0,0,0.0,,0,
Jack Reynolds,36,SFO,RILB,13,13,0,0,0,0,,0,2,0,0,1.0,,0,
Gary Dunn,30,PIT,NT,13,12,0,0,0,0,,0,0,0,0,6.0,,0,
Steve Mott,22,DET,C,13,12,0,0,0,0,,1,0,0,0,0.0,,0,
George Rogers,25,NOR,RB,13,12,0,0,0,0,,8,2,0,0,0.0,,0,
Billy Sims,28,DET,RB,13,12,0,0,0,0,,6,4,0,0,0.0,,0,
Leonard Thompson,31,DET,WR,13,12,0,0,0,0,,2,1,0,0,0.0,,0,
Al Harris,26,CHI,RLB,13,11,0,0,0,0,,0,2,0,0,6.0,,0,
Tootie Robbins,25,STL,RT,13,11,0,0,0,0,,0,1,0,0,0.0,,0,
Freddie Solomon,30,SFO,WR,13,11,0,0,0,0,,1,1,0,0,0.0,,0,
Tony Galbreath,29,MIN,FB,13,7,0,0,0,0,,4,2,0,0,0.0,,0,
Ken Coffey,23,WAS,DB,13,5,4,62,0,29,,0,1,0,0,1.0,,0,
Tony Hunter,23,BUF,TE,13,3,0,0,0,0,,1,1,0,0,0.0,,0,
Terry Schmidt,31,CHI,DB,13,3,5,31,1,32,,0,0,0,0,0.0,,0,
Boyce Green,23,CLE,RB,13,2,0,0,0,0,,4,0,0,0,0.0,,0,
Sherman Smith,29,SDG,RB,13,2,0,0,0,0,,2,1,0,0,0.0,,0,
Ron Spears,24,GNB,DE,13,1,0,0,0,0,,0,0,0,0,0.5,,0,
Barry Bennett,28,NYJ,DT,13,0,0,0,0,0,,0,0,0,0,1.0,,0,
Greg Best,23,PIT,DB,13,0,0,0,0,0,,0,1,94,1,0.0,,0,
Zachary Dixon,27,SEA,RB,13,0,0,0,0,0,,1,1,0,0,0.0,,0,
Dave Lewis,29,RAM,LB,13,0,0,0,0,0,,0,1,0,0,0.0,,0,
Dave Simmons,26,CHI,LB,13,0,0,0,0,0,,0,1,0,0,0.0,,0,
Chester Willis,25,RAI,RB,13,0,0,0,0,0,,1,0,0,0,0.0,,0,
Lloyd Burruss,26,KAN,SS,12,12,4,46,0,27,,0,2,26,0,0.5,,0,
Mark Cotney,31,TAM,SS,12,12,2,1,0,1,,0,1,0,0,1.0,,0,
Don Greco,24,DET,RG,12,12,0,0,0,0,,0,1,0,0,0.0,,0,
Steve Grogan,30,NWE,QB,12,12,0,0,0,0,,4,1,0,0,0.0,,0,
Terry Jackson,28,NYG,RCB,12,12,6,20,0,17,,0,1,35,1,0.0,,0,
Rulon Jones,25,DEN,RDE,12,12,0,0,0,0,,0,2,4,0,4.0,,1,
Earnest Rhone,30,MIA,RILB,12,12,1,15,0,15,,0,2,9,0,3.0,,0,
Clinton Burrell,27,CLE,SS,12,11,2,0,0,0,,0,1,0,0,0.0,,0,
E.J. Junior,24,STL,MLB/LLB,12,11,3,27,0,19,,0,1,1,0,7.5,,0,
Dave Rimington,23,CIN,C,12,11,0,0,0,0,,1,1,0,0,0.0,,0,
Brian Sochia,22,HOU,NT,12,10,0,0,0,0,,0,0,0,0,2.5,,0,
Stan Walters,35,PHI,LT,12,10,0,0,0,0,,0,2,0,0,0.0,,0,
Ross Browner,29,CIN,RDE,12,9,0,0,0,0,,0,0,0,0,3.0,,0,
Tony Hill,27,DAL,WR,12,9,0,0,0,0,,1,0,0,0,0.0,,0,
Bo Robinson,27,ATL,TE,12,9,0,0,0,0,,1,0,0,0,0.0,,0,
Tim Fox,30,SDG,FS,12,8,2,14,0,14,,0,0,0,0,0.0,,0,
Rodney Tate,24,CIN,RB,12,8,0,0,0,0,,3,0,0,0,0.0,,0,
Ron Johnson,27,PIT,FS,12,7,3,84,1,34,,0,1,5,0,0.0,,0,
Mike Kennedy,24,BUF,SS,12,7,1,22,1,22,,0,1,0,0,0.0,,0,
Gene Sanders,27,TAM,LT,12,7,0,0,0,0,,0,1,0,0,0.0,,0,
Ernie Hughes,28,NYG,C,12,6,0,0,0,0,,1,0,0,0,0.0,,0,
James Owens,28,TAM,RB,12,5,0,0,0,0,,0,1,0,0,0.0,,0,
Don Latimer,28,DEN,NT,12,3,0,0,0,0,,0,0,0,0,0.5,,0,
Greg Boyd,31,GNB,DE,12,1,0,0,0,0,,0,0,0,0,2.0,,1,
Dave Browning,27,NWE,DE,12,0,0,0,0,0,,0,0,0,0,2.0,,0,
Henry Ellard,22,RAM,WR,12,0,0,0,0,0,,2,2,0,0,0.0,,0,
Tony Elliott,24,NOR,NT,12,0,0,0,0,0,,0,0,0,0,5.5,,0,
Earnest Jackson,24,SDG,RB,12,0,0,0,0,0,,1,1,0,0,0.0,,0,
Ken Jenkins,24,DET,RB,12,0,0,0,0,0,,2,1,0,0,0.0,,0,
Mike Jolly,25,GNB,DB,12,0,1,0,0,0,,0,0,0,0,0.0,,0,
Leroy Jones,33,SDG,DE,12,0,0,0,0,0,,0,1,15,0,0.0,,0,
Reggie Lewis,29,NOR,DE,12,0,1,27,1,27,,0,0,0,0,6.5,,0,
Milt McColl,24,SFO,LB,12,0,0,0,0,0,,0,0,0,0,1.0,,0,
Tom Morris,23,TAM,DB,12,0,0,0,0,0,,0,1,0,0,0.0,,0,
Chuck Nelson,23,RAM,K,12,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ed Reynolds,22,NWE,LB,12,0,0,0,0,0,,0,2,0,0,0.0,,0,
Lawrence Ricks,22,KAN,RB,12,0,0,0,0,0,,1,0,0,0,0.0,,0,
Dave Stalls,28,2TM,NT,12,0,0,0,0,0,,0,2,0,0,1.0,,0,
Dave Stalls,28,TAM,NT,6,0,0,0,0,0,,0,1,0,0,0.5,,0,
Dave Stalls,28,RAI,NT,6,0,0,0,0,0,,0,1,0,0,0.5,,0,
Matt Bouza,24,BAL,WR,11,11,0,0,0,0,,1,0,0,0,0.0,,0,
Elois Grooms,30,STL,LDT,11,11,1,10,0,10,,0,1,40,1,1.0,,0,
Dan Hampton,26,CHI,RDE,11,11,0,0,0,0,,0,0,0,0,5.0,,0,
Don Macek,29,SDG,C,11,11,0,0,0,0,,0,1,0,0,0.0,,0,
John Elway,23,DEN,QB,11,10,0,0,0,0,,6,3,0,0,0.0,,0,
Tunch Ilkin,26,PIT,RT,11,10,0,0,0,0,,0,1,0,0,0.0,,0,
Ed Judie,24,TAM,LOLB,11,10,0,0,0,0,,0,2,0,0,1.0,,0,
Terry LeCount,27,MIN,WR,11,10,0,0,0,0,,1,1,0,0,0.0,,0,
Jimmie Giles,29,TAM,TE,11,9,0,0,0,0,,1,0,0,0,0.0,,0,
Michael Jackson,26,SEA,ROLB,11,9,0,0,0,0,,0,1,0,0,3.0,,0,
Paul Johns,25,SEA,WR,11,9,0,0,0,0,,1,2,0,0,0.0,,0,
Dan Marino,22,MIA,QB,11,9,0,0,0,0,,5,2,0,0,0.0,,0,"PB,AP-2,AP MVP-3,AP OPoY-3,AP ORoY-2"
Dwayne Crutchfield,24,NYJ,FB,11,8,0,0,0,0,,2,0,0,0,0.0,,0,
Pete Johnson,29,CIN,FB,11,8,0,0,0,0,,2,1,0,0,0.0,,0,
Sam McCullum,31,MIN,WR,11,6,0,0,0,0,,0,1,0,0,0.0,,0,
Adger Armstrong,26,TAM,FB,11,5,0,0,0,0,,0,1,0,0,0.0,,0,
Jeff Delaney,27,BAL,SS,11,5,2,16,0,11,,0,1,0,0,0.0,,0,
Bill Elko,24,SDG,NT,11,3,0,0,0,0,,0,1,0,0,0.5,,0,
Dennis Fowlkes,22,MIN,LB,11,0,0,0,0,0,,0,2,5,0,0.0,,0,
Leon Gray,32,NOR,T,11,0,0,0,0,0,,0,2,0,0,0.0,,0,
Melvin Hoover,24,PHI,WR,11,0,0,0,0,0,,3,0,0,0,0.0,,0,
Miles McPherson,23,SDG,DB,11,0,1,0,0,0,,1,0,0,0,1.0,,0,
Davlin Mullen,23,NYJ,DB,11,0,0,0,0,0,,1,0,0,0,0.0,,0,
Greg Stemrick,32,NOR,DB,11,0,1,26,0,26,,0,0,0,0,0.0,,0,
Henry Waechter,24,BAL,DE,11,0,0,0,0,0,,0,0,0,0,1.5,,0,
Eric Williams,28,RAM,LB,11,0,0,0,0,0,,0,1,0,0,0.0,,0,
Rob Carpenter,28,NYG,FB,10,10,0,0,0,0,,2,0,0,0,0.0,,0,
Harry Carson,30,NYG,RILB,10,10,0,0,0,0,,0,0,0,0,1.0,,0,PB
Dan Fouts,32,SDG,QB,10,10,0,0,0,0,,5,2,0,0,0.0,,0,PB
Rich Umphrey,25,NYG,C,10,10,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Washington,30,TAM,RCB,10,10,2,41,0,25,,0,0,0,0,0.0,,0,
James Wilder,25,TAM,FB,10,10,0,0,0,0,,1,0,0,0,0.0,,0,
Sean Farrell,23,TAM,RG,10,9,0,0,0,0,,0,1,0,0,0.0,,0,
Gary Spani,27,KAN,RILB,10,9,0,0,0,0,,0,1,5,0,3.0,,0,
Ted Brown,26,MIN,FB,10,8,0,0,0,0,,2,1,0,0,0.0,,0,
Dave Casper,31,MIN,TE,10,8,0,0,0,0,,0,1,0,0,0.0,,0,
Tate Randle,24,BAL,RCB,10,6,1,41,0,41,,0,0,0,0,0.0,,0,
Steve DeBerg,29,DEN,QB,10,5,0,0,0,0,,5,0,0,0,0.0,,0,
Guy Frazier,24,CIN,LOLB,10,5,0,0,0,0,,0,0,0,0,1.0,,0,
Tim Collier,29,SFO,DB,10,4,3,32,1,32,,0,0,0,0,0.0,,0,
Greg Hawthorne,27,PIT,WR,10,4,0,0,0,0,,0,1,0,0,0.0,,0,
Marc Wilson,26,RAI,QB,10,3,0,0,0,0,,4,1,0,0,0.0,,0,
Vince Thompson,26,DET,RB,10,2,0,0,0,0,,1,0,0,0,0.0,,0,
Stanley Wilson,22,CIN,RB,10,2,0,0,0,0,,4,2,0,0,0.0,,0,
Johnny Hector,23,NYJ,RB,10,1,0,0,0,0,,2,0,0,0,0.0,,0,
Mark Hicks,23,SEA,LB,10,1,0,0,0,0,,0,0,0,0,2.5,,0,
Jewerl Thomas,26,KAN,RB,10,1,0,0,0,0,,4,1,0,0,0.0,,0,
Robert Thompson,23,TAM,LB,10,1,0,0,0,0,,0,2,0,0,0.0,,0,
Monte Coleman,26,WAS,LB,10,0,0,0,0,0,,0,2,0,0,2.0,29,0,
Gary Danielson,32,DET,QB,10,0,0,0,0,0,,2,1,0,0,0.0,,0,
Mike Martin,23,CIN,WR,10,0,0,0,0,0,,2,0,0,0,0.0,,0,
Robbie Martin,25,DET,WR,10,0,0,0,0,0,,3,1,0,0,0.0,,0,
Casey Merrill,26,NYG,DE,10,0,0,0,0,0,,0,0,0,0,3.0,,0,
Archie Reese,27,RAI,NT,10,0,0,0,0,0,,0,0,0,0,4.0,,0,
Doug Rogers,23,NWE,DE,10,0,0,0,0,0,,0,0,0,0,0.5,,0,
John Sciarra,29,PHI,FS,10,0,0,0,0,0,,2,0,0,0,0.0,,0,
Jerry Butler,26,BUF,WR,9,9,0,0,0,0,,1,0,0,0,0.0,,0,
Freeman McNeil,24,NYJ,RB,9,9,0,0,0,0,,4,1,0,0,0.0,,0,
Greg Buttle,29,NYJ,LLB,9,8,1,17,0,17,,0,0,0,0,1.5,,0,
Dave Krieg,25,SEA,QB,9,8,0,0,0,0,,10,2,0,0,0.0,,0,
Carlton Williamson,25,SFO,SS,9,8,4,51,0,26,,0,0,0,0,0.0,,0,
Mike Renfro,28,HOU,WR,9,7,0,0,0,0,,1,0,0,0,0.0,,0,
Larry Anderson,27,BAL,SS,9,6,1,0,0,0,,1,3,41,1,0.0,,0,
Ricky Feacher,29,CLE,WR,9,5,0,0,0,0,,1,0,0,0,0.0,,0,
Vince Evans,28,CHI,QB,9,3,0,0,0,0,,4,0,0,0,0.0,,0,
Turk Schonert,26,CIN,QB,9,3,0,0,0,0,,6,4,0,0,0.0,,0,
Perry Tuttle,24,BUF,WR,9,3,0,0,0,0,,1,0,0,0,0.0,,0,
Bruce Harper,28,NYJ,RB,9,2,0,0,0,0,,1,0,0,0,0.0,,0,
Dan Bunz,28,SFO,LB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Harmon,22,NYJ,WR,9,0,0,0,0,0,,3,2,0,0,0.0,,0,
Bob Kohrs,25,PIT,LB,9,0,0,0,0,0,,0,1,0,0,1.5,,1,
Bob Harris,23,STL,LLB,8,8,3,10,0,10,,0,0,0,0,1.0,,0,
Eddie Lee Ivery,26,GNB,RB,8,8,0,0,0,0,,1,0,0,0,0.0,,0,
Al Latimer,26,DET,RCB,8,8,1,0,0,0,,0,0,0,0,0.0,,0,
Sherman White,35,BUF,RDE,8,8,0,0,0,0,,0,0,0,0,3.0,,0,
Cedric Brown,29,TAM,FS,8,7,4,78,0,36,,0,0,0,0,0.0,,0,
Steve Nelson,32,NWE,LILB,8,7,1,6,0,6,,0,1,0,0,1.0,,0,
Dave Wilson,24,NOR,QB,8,2,0,0,0,0,,5,0,0,0,0.0,,0,
Jim Eliopulos,24,NYJ,LB,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Whittington,25,NYG,LB,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Gary Fencik,29,CHI,FS,7,7,2,34,0,20,,0,1,0,0,0.0,,0,
Gifford Nielsen,29,HOU,QB,7,7,0,0,0,0,,6,1,0,0,0.0,,0,
Jim Burt,24,NYG,NT,7,6,0,0,0,0,,0,1,0,0,0.0,,0,
Derrick Hatchett,25,BAL,RCB,7,6,4,36,0,25,,0,0,0,0,0.0,,0,
Oliver Luck,23,HOU,QB,7,6,0,0,0,0,,5,1,0,0,0.0,,0,
Mark Mullaney,30,MIN,DE,7,4,0,0,0,0,,0,1,0,0,2.5,,0,
John Sawyer,30,DEN,TE,7,4,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Mosley,25,BUF,WR,7,2,0,0,0,0,,1,0,0,0,0.0,,0,
Leon Bright,28,NYG,RB,7,0,0,0,0,0,,2,0,0,0,0.0,,0,
Dick Ambrose,30,CLE,LILB,6,6,0,0,0,0,,0,1,0,0,0.0,,0,
James Wright,27,DEN,TE,6,6,0,0,0,0,,2,0,0,0,0.0,,0,
Andy Hawkins,25,TAM,LOLB,6,5,0,0,0,0,,0,0,0,0,3.0,,0,
Rick Parros,25,DEN,FB,6,5,0,0,0,0,,3,1,0,0,0.0,,0,
Randy Scott,24,GNB,LILB,6,5,1,12,0,12,,0,0,0,0,0.0,,0,
Richard Turner,24,GNB,NT,6,5,0,0,0,0,,0,0,0,0,1.0,,0,
Gary Campbell,31,CHI,LB,6,4,0,0,0,0,,0,0,0,0,1.0,,0,
Marshall Harris,28,NWE,DE,6,2,0,0,0,0,,0,0,0,0,0.5,,0,
Rush Brown,29,STL,DT,6,1,0,0,0,0,,0,1,8,0,1.0,,0,
Tony Woodruff,25,PHI,WR,6,1,0,0,0,0,,1,1,0,0,0.0,,0,
Mike Mayock,25,NYG,DB,6,0,0,0,0,0,,1,0,0,0,0.0,,0,
Gabe Rivera,22,PIT,NT,6,0,0,0,0,0,,0,0,0,0,2.0,,0,
Rick Gervais,24,SFO,SS,5,5,0,0,0,0,,0,1,0,0,1.0,,0,
Al Richardson,26,ATL,LLB,5,5,1,38,0,38,,0,0,0,0,0.0,,0,
David Woodley,25,MIA,QB,5,5,0,0,0,0,,4,0,0,0,0.0,,0,
Mike Zele,27,ATL,DT,5,4,0,0,0,0,,0,0,0,0,1.0,,0,
Neal Colzie,29,TAM,DB,5,3,0,0,0,0,,0,1,0,0,0.0,,0,
Jerry Golsteyn,29,TAM,QB,5,3,0,0,0,0,,3,3,0,0,0.0,,0,
Jim Hart,39,STL,QB,5,3,0,0,0,0,,5,2,0,0,0.0,,0,
Mike Haynes,30,RAI,DB,5,3,1,0,0,0,,0,0,0,0,0.0,,0,
Wilbert Montgomery,29,PHI,RB,5,1,0,0,0,0,,1,0,0,0,0.0,,0,
Louis Haynes,23,KAN,LB,5,0,0,0,0,0,,0,1,0,0,0.0,,0,
Bob Holly,23,WAS,QB,5,0,0,0,0,0,,2,0,0,0,0.0,,0,
Joe Pisarcik,31,PHI,QB,5,0,0,0,0,0,,1,1,0,0,0.0,,0,
