Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
James Brooks,SDG,24,RB,9,0,6,,,,,,,6,,,,,,,,,36,4.0
Dave Casper,HOU,30,TE,9,9,,6,,,,,,6,,,,,,,,,36,4.0
Wesley Walker*,NYJ,27,WR,9,9,,6,,,,,,6,,,,,,,,,36,4.0
Kellen Winslow*+,SDG,25,TE,9,9,,6,,,,,,6,,,,,,,,,36,4.0
Efren Herrera,BUF,31,K,7,0,,,,,,,,,,,,11,12,8,14,,35,5.0
Dwight Clark*+,SFO,25,WR,9,8,,5,,,,,,5,,,,,,,,,30,3.3
Tony Dorsett*,DAL,28,RB,9,9,5,,,,,,,5,,,,,,,,,30,3.3
Roosevelt Leaks,BUF,29,FB,9,9,5,,,,,,,5,,,,,,,,,30,3.3
James Lofton*,GNB,26,WR,9,9,1,4,,,,,,5,,,,,,,,,30,3.3
Emery Moorehead,CHI,28,TE,9,9,,5,,,,,,5,,,,,,,,,30,3.3
Gerald Riggs,ATL,22,RB,9,0,5,,,,,,,5,,,,,,,,,30,3.3
Rick Upchurch*+,DEN,30,WR,9,8,,3,2,,,,,5,,,,,,,,,30,3.3
Sammy White,MIN,28,WR,7,6,,5,,,,,,5,,,,,,,,,30,4.3
Wayne Wilson,NOR,25,FB,8,7,3,2,,,,,,5,,,,,,,,,30,3.8
Florian Kempf,HOU,26,K,9,0,,,,,,,,,,,,16,18,4,6,,28,3.1
Dan Miller,2TM,22,K,5,0,,,,,,,,,,,0,9,10,6,11,,27,5.4
Ken Anderson*,CIN,33,QB,9,9,4,,,,,,,4,,,,,,,,,24,2.7
Mike Augustyniak,NYJ,26,FB,9,7,4,,,,,,,4,,,,,,,,,24,2.7
Cliff Branch,RAI,34,WR,9,9,,4,,,,,,4,,,,,,,,,24,2.7
Jerry Butler,BUF,25,WR,7,7,,4,,,,,,4,,,,,,,,,24,3.4
Harold Carmichael,PHI,33,WR,9,8,,4,,,,,,4,,,,,,,,,24,2.7
Todd Christensen,RAI,26,TE,9,9,,4,,,,,,4,,,,,,,,,24,2.7
Doug Cosbie,DAL,26,TE,9,9,,4,,,,,,4,,,,,,,,,24,2.7
Donnie Craft,HOU,23,RB,9,2,3,1,,,,,,4,,,,,,,,,24,2.7
Earnest Gray,NYG,25,WR,9,9,,4,,,,,,4,,,,,,,,,24,2.7
David Hill,DET,28,TE,9,8,,4,,,,,,4,,,,,,,,,24,2.7
Wayne Morris,STL,28,FB,9,7,4,,,,,,,4,,,,,,,,,24,2.7
Billy Sims*,DET,27,RB,9,8,4,,,,,,,4,,,,,,,,,24,2.7
Jim Smith,PIT,27,WR,8,0,,4,,,,,,4,,,,,,,,,24,3.0
Ron Springs,DAL,26,FB,9,9,2,2,,,,,,4,,,,,,,,,24,2.7
Leonard Thompson,DET,30,WR,9,6,,4,,,,,,4,,,,,,,,,24,2.7
James Wilder,TAM,24,FB,9,9,3,1,,,,,,4,,,,,,,,,24,2.7
Mike Wood,BAL,28,K,6,0,,,,,,,,,,,,6,6,6,10,,24,4.0
Butch Woolfolk,NYG,22,RB,9,8,2,2,,,,,,4,,,,,,,,,24,2.7
John Roveto,CHI,24,K,7,0,,,,,,,,,,,,10,10,4,13,,22,3.1
John Smith,NWE,33,K,4,0,,,,,,,,,,,,6,7,5,8,,21,5.3
Toni Fritsch,NOR,37,K,5,0,,,,,,,,,,,,8,9,4,7,,20,4.0
Ottis Anderson,STL,25,RB,8,8,3,,,,,,,3,,,,,,,,,18,2.3
Ted Brown,MIN,25,FB,8,8,1,2,,,,,,3,,,,,,,,,18,2.3
Tony Collins,NWE,23,RB,9,9,1,2,,,,,,3,,,,,,,,,18,2.0
Joe Cribbs,BUF,24,RB,7,6,3,,,,,,,3,,,,,,,,,18,2.6
Billy Joe DuPree,DAL,32,TE,9,1,1,2,,,,,,3,,,,,,,,,18,2.0
Ricky Feacher,CLE,28,WR,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Jimmie Giles*,TAM,28,TE,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Roy Green,STL,25,WR,9,9,,3,,,,,,3,,,,,,,,,18,2.0
M.L. Harris,CIN,28,TE,9,0,,3,,,,,,3,,,,,,,,,18,2.0
Frank Hawkins,RAI,23,RB,9,0,2,1,,,,,,3,,,,,,,,,18,2.0
Greg Hawthorne,PIT,26,WR,9,1,,3,,,,,,3,,,,,,,,,18,2.0
Billy Jackson,KAN,23,FB,9,7,3,,,,,,,3,,,,,,,,,18,2.0
Butch Johnson,DAL,28,WR,9,1,,3,,,,,,3,,,,,,,,,18,2.0
Tommy Kramer,MIN,27,QB,9,9,3,,,,,,,3,,,,,,,,,18,2.0
Steve Largent,SEA,28,WR,8,8,,3,,,,,,3,,,,,,,,,18,2.3
Leo Lewis,MIN,26,WR,9,0,,3,,,,,,3,,,,,,,,,18,2.0
Ken Margerum,CHI,24,WR,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Henry Marshall,KAN,28,WR,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Stanley Morgan,NWE,27,WR,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Ozzie Newsome,CLE,26,TE,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Rick Parros,DEN,24,FB,9,9,1,2,,,,,,3,,,,,,,,,18,2.0
Drew Pearson,DAL,31,WR,9,8,,3,,,,,,3,,,,,,,,,18,2.0
Mike Pruitt,CLE,28,FB,9,9,3,,,,,,,3,,,,,,,,,18,2.0
Mike Renfro,HOU,27,WR,9,4,,3,,,,,,3,,,,,,,,,18,2.0
John Riggins,WAS,33,RB,8,8,3,,,,,,,3,,,,,,,,,18,2.3
Del Rodgers,GNB,22,RB,9,0,1,,,,2,,,3,,,,,,,,,18,2.0
George Rogers*,NOR,24,RB,6,5,3,,,,,,,3,,,,,,,,,18,3.0
Dan Ross*,CIN,25,TE,9,9,,3,,,,,,3,,,,,,,,,18,2.0
Mickey Shuler,NYJ,26,TE,9,3,,3,,,,,,3,,,,,,,,,18,2.0
Freddie Solomon,SFO,29,WR,9,7,,3,,,,,,3,,,,,,,,,18,2.0
Matt Suhey,CHI,24,FB,9,8,3,,,,,,,3,,,,,,,,,18,2.0
Charles White,CLE,24,RB,9,9,3,,,,,,,3,,,,,,,,,18,2.0
David Woodley,MIA,24,QB,9,9,2,1,,,,,,3,,,,,,,,,18,2.0
Walter Abercrombie,PIT,23,RB,6,0,2,,,,,,,2,,,,,,,,,12,2.0
Charles Alexander,CIN,25,RB,9,9,1,1,,,,,,2,,,,,,,,,12,1.3
Morten Andersen,NOR,22,K,8,0,,,,,,,,,,,,6,6,2,5,,12,1.5
Brian Baschnagel,CHI,28,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Matt Bouza,BAL,23,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Mark Brammer,BUF,24,TE,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Theotis Brown,SEA,25,RB,9,0,2,,,,,,,2,,,,,,,,,12,1.3
Bob Bruer,MIN,29,TE,8,2,,2,,,,,,2,,,,,,,,,12,1.5
Ray Butler,BAL,26,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Lynn Cain,ATL,27,RB,9,9,1,1,,,,,,2,,,,,,,,,12,1.3
Earl Campbell,HOU,27,RB,9,9,2,,,,,,,2,,,,,,,,,12,1.3
Roger Carr,SEA,30,WR,9,0,,2,,,,,,2,,,,,,,,,12,1.3
Carlos Carson,KAN,24,WR,9,7,,2,,,,,,2,,,,,,,,,12,1.3
Mel Carver,TAM,23,RB,9,1,1,1,,,,,,2,,,,,,,,,12,1.3
Cliff Chatman,NYG,23,RB,6,3,2,,,,,,,2,,,,,,,,,12,2.0
Paul Coffman*,GNB,26,TE,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Bennie Cunningham,PIT,28,TE,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Preston Dennard,RAM,27,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Scott Dierking,NYJ,27,RB,9,0,1,1,,,,,,2,,,,,,,,,12,1.3
Al Dixon,KAN,28,TE,8,6,,2,,,,,,2,,,,,,,,,12,1.5
Kenny Duckett,NOR,23,WR,7,0,,2,,,,,,2,,,,,,,,,12,1.7
Phil Epps,GNB,24,WR,9,1,,2,,,,,,2,,,,,,,,,12,1.3
George Farmer,RAM,24,WR,8,0,,2,,,,,,2,,,,,,,,,12,1.5
Joe Ferguson,BUF,32,QB,9,9,1,,,,1,,,2,,,,,,,,,12,1.3
Russ Francis,SFO,29,TE,9,4,,2,,,,,,2,,,,,,,,,12,1.3
Mike Guman,RAM,24,FB,9,9,2,,,,,,,2,,,,,,,,,12,1.3
Bruce Hardy,MIA,26,TE,9,6,,2,,,,,,2,,,,,,,,,12,1.3
Franco Harris,PIT,32,FB,9,9,2,,,,,,,2,,,,,,,,,12,1.3
Leroy Harris,PHI,28,RB,7,1,2,,,,,,,2,,,,,,,,,12,1.7
Kevin House,TAM,25,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Bobby Jackson,NYJ,26,LCB,9,9,,,,,1,1,,2,,,,,,,,,12,1.3
Lam Jones,NYJ,24,WR,8,6,,2,,,,,,2,,,,,,,,,12,1.5
Kenny King,RAI,25,FB,9,9,2,,,,,,,2,,,,,,,,,12,1.3
Frank Lewis,BUF,35,WR,8,8,,2,,,,,,2,,,,,,,,,12,1.5
Dave Logan,CLE,28,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
John Mistler,NYG,24,WR,9,1,,2,,,,,,2,,,,,,,,,12,1.3
Timmy Newsome,DAL,24,RB,9,0,1,1,,,,,,2,,,,,,,,,12,1.3
Mark Nichols,DET,23,WR,7,3,,2,,,,,,2,,,,,,,,,12,1.7
Johnny Perkins,NYG,29,WR,8,7,,2,,,,,,2,,,,,,,,,12,1.5
Frank Pollard,PIT,25,RB,9,8,2,,,,,,,2,,,,,,,,,12,1.3
Bo Robinson,ATL,26,FB,9,0,,2,,,,,,2,,,,,,,,,12,1.3
Jimmy Rogers,NOR,27,RB,9,1,2,,,,,,,2,,,,,,,,,12,1.3
Joe Rose,MIA,25,TE,9,0,,2,,,,,,2,,,,,,,,,12,1.3
John Spagnola,PHI,25,TE,9,9,,2,,,,,,2,,,,,,,,,12,1.3
John Thompson,GNB,25,TE,9,0,,2,,,,,,2,,,,,,,,,12,1.3
Pat Tilley,STL,29,WR,9,8,,2,,,,,,2,,,,,,,,,12,1.3
Ken Toler,NWE,23,WR,9,0,,2,,,,,,2,,,,,,,,,12,1.3
Tommy Vigorito,MIA,23,RB,9,1,1,,1,,,,,2,,,,,,,,,12,1.3
Byron Walker,SEA,22,WR,9,1,,2,,,,,,2,,,,,,,,,12,1.3
Joe Washington,WAS,29,RB,7,1,1,1,,,,,,2,,,,,,,,,12,1.7
Steve Watson,DEN,25,WR,9,9,,2,,,,,,2,,,,,,,,,12,1.3
Gerald Willhite,DEN,23,RB,9,2,2,,,,,,,2,,,,,,,,,12,1.3
Doug Williams,TAM,27,QB,9,9,2,,,,,,,2,,,,,,,,,12,1.3
Rickey Young,MIN,29,RB,9,1,1,1,,,,,,2,,,,,,,,,12,1.3
Rex Robinson,NWE,23,K,3,0,,,,,,,,,,,,5,5,1,2,,8,2.7
Steve Kreider,CIN,24,WR,9,0,,1,,,,,,1,,,,1,1,,,,7,0.8
Nick Mike-Mayer,BUF,32,K,2,0,,,,,,,,,,,,4,5,1,4,,7,3.5
Gary Allen,HOU,22,RB,7,0,,1,,,,,,1,,,,,,,,,6,0.9
Stacey Bailey,ATL,22,WR,5,0,,1,,,,,,1,,,,,,,,,6,1.2
Gary Barbaro*,KAN,28,FS,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Mike Barber,RAM,29,TE,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Jerome Barkum,NYJ,32,TE,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Steve Bartkowski,ATL,30,QB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Ron Battle,RAM,23,TE,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Pat Beach,BAL,23,TE,9,1,,1,,,,,,1,,,,,,,,,6,0.7
Richard Blackmore,PHI,26,DB,9,0,,,,,,1,,1,,,,,,,,,6,0.7
Glenn Blackwood,MIA,25,SS,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Morris Bradshaw,NWE,30,WR,8,5,,1,,,,,,1,,,,,,,,,6,0.8
Greg Brown,PHI,25,DE,9,0,,,,,1,,,1,,,,,,,,,6,0.7
Preston Brown,NWE,24,WR,9,4,,1,,,,,,1,,,,,,,,,6,0.7
Scott Brunner,NYG,25,QB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Clinton Burrell,CLE,26,SS,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Jim Burroughs,BAL,24,LCB,8,5,,,,,,1,,1,,,,,,,,,6,0.8
Billy Campfield,PHI,26,RB,6,0,,1,,,,,,1,,,,,,,,,6,1.0
Rob Carpenter,NYG,27,FB,5,5,1,,,,,,,1,,,,,,,,,6,1.2
Jimmy Cefalo,MIA,26,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Cris Collinsworth*,CIN,23,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Earl Cooper,SFO,25,FB,9,5,,1,,,,,,1,,,,,,,,,6,0.7
Nolan Cromwell*+,RAM,27,FS,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Dwayne Crutchfield,NYJ,23,RB,6,0,1,,,,,,,1,,,,,,,,,6,1.0
Isaac Curtis,CIN,32,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
James Davis,RAI,25,DB,9,0,,,,,,1,,1,,,,,,,,,6,0.7
Johnny Davis,CLE,26,RB,2,0,1,,,,,,,1,,,,,,,,,6,3.0
Mike Davis,RAI,26,SS,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Lin Dawson,NWE,23,TE,8,4,,1,,,,,,1,,,,,,,,,6,0.8
Steve DeBerg,DEN,28,QB,9,5,1,,,,,,,1,,,,,,,,,6,0.7
Curtis Dickey,BAL,26,RB,8,6,1,,,,,,,1,,,,,,,,,6,0.8
Clint Didier,WAS,23,TE,8,0,,1,,,,,,1,,,,,,,,,6,0.8
Zachary Dixon,BAL,26,RB,9,3,1,,,,,,,1,,,,,,,,,6,0.7
Michael Downs,DAL,23,FS,9,9,,,,,1,,,1,,,,,,,,,6,0.7
Gerry Ellis,GNB,25,FB,9,8,1,,,,,,,1,,,,,,,,,6,0.7
Vince Ferragamo,RAM,28,QB,7,5,1,,,,,,,1,,,,,,,,,6,0.9
Scott Fitzkee,SDG,25,WR,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Dan Fouts*+,SDG,31,QB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Derrick Gaffney,NYJ,27,WR,9,2,,1,,,,,,1,,,,,,,,,6,0.7
Tony Galbreath,MIN,28,RB,8,3,1,,,,,,,1,,,,,,,,,6,0.8
Louie Giammona,PHI,29,RB,9,0,1,,,,,,,1,,,,,,,,,6,0.7
Bob Glazebrook,ATL,26,SS,9,9,,,,,1,,,1,,,,,,,,,6,0.7
Gary Green*,KAN,27,LCB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Archie Griffin,CIN,28,RB,9,0,1,,,,,,,1,,,,,,,,,6,0.7
Steve Grogan,NWE,29,QB,6,6,1,,,,,,,1,,,,,,,,,6,1.0
Jeff Groth,NOR,25,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Alvin Hall,DET,24,FS,9,9,,,,1,,,,1,,,,,,,,,6,0.7
Dino Hall,CLE,27,RB,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Anthony Hancock,KAN,22,WR,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Larry Hardy,NOR,26,TE,9,2,,1,,,,,,1,,,,,,,,,6,0.7
Clarence Harmon,WAS,27,RB,9,0,1,,,,,,,1,,,,,,,,,6,0.7
Bruce Harper,NYJ,27,RB,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Perry Harrington,PHI,24,FB,9,8,1,,,,,,,1,,,,,,,,,6,0.7
Bo Harris,CIN,29,LOLB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Duriel Harris,MIA,28,WR,9,8,,1,,,,,,1,,,,,,,,,6,0.7
Eric Harris,KAN,27,RCB,8,8,,,,,,1,,1,,,,,,,,,6,0.8
Maurice Harvey,GNB,26,FS,9,9,,,,,1,,,1,,,,,,,,,6,0.7
Don Hasselbeck,NWE,27,TE,9,5,,1,,,,,,1,,,,,,,,,6,0.7
Mark Herrmann,DEN,23,QB,2,1,1,,,,,,,1,,,,,,,,,6,3.0
Tony Hill,DAL,26,WR,9,8,,1,,,,,,1,,,,,,,,,6,0.7
Rodney Holman,CIN,22,TE,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Mike Holston,HOU,24,WR,9,5,,1,,,,,,1,,,,,,,,,6,0.7
David Hughes,SEA,23,FB,9,3,,1,,,,,,1,,,,,,,,,6,0.7
Bill Hurley,NOR,25,DB,9,0,,1,,,,,,1,,,,,,,,,6,0.7
LeRoy Irvin,RAM,25,DB,9,0,,,1,,,,,1,,,,,,,,,6,0.7
Horace Ivory,SEA,28,RB,6,0,1,,,,,,,1,,,,,,,,,6,1.0
Alfred Jackson,ATL,27,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Alfred Jenkins,ATL,30,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Jim Jensen,GNB,29,FB,8,0,,1,,,,,,1,,,,,,,,,6,0.8
Paul Johns,SEA,24,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Charlie Johnson,MIN,30,NT,9,6,,,,,1,,,1,,,,,,,,,6,0.7
Gordon Jones,TAM,25,WR,9,7,,1,,,,,,1,,,,,,,,,6,0.7
Curtis Jordan,WAS,28,DB,9,0,,,,,,,1,1,,,,,,,,,6,0.7
Vyto Kab,PHI,23,TE,9,2,,1,,,,,,1,,,,,,,,,6,0.7
Horace King,DET,29,RB,9,1,,1,,,,,,1,,,,,,,,,6,0.7
Dave Klug,KAN,24,LB,9,1,,,,,,,1,1,,,,,,,,,6,0.7
Barry Krauss,BAL,25,RILB,9,8,,1,,,,,,1,,,,,,,,,6,0.7
Greg LaFleur,STL,24,TE,9,4,,1,,,,,,1,,,,,,,,,6,0.7
Terry LeCount,MIN,26,WR,9,3,,1,,,,,,1,,,,,,,,,6,0.7
Neil Lomax,STL,23,QB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Ronnie Lott*,SFO,23,LCB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Rod Martin,RAI,28,ROLB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Dana McLemore,SFO,22,DB,8,0,,,1,,,,,1,,,,,,,,,6,0.8
Jim McMahon,CHI,23,QB,8,7,1,,,,,,,1,,,,,,,,,6,0.8
Randy McMillan,BAL,24,FB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Don McNeal,MIA,24,LCB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Junior Miller,ATL,25,TE,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Willie Miller,RAM,35,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Stump Mitchell,STL,23,RB,9,1,1,,,,,,,1,,,,,,,,,6,0.7
Art Monk,WAS,25,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Joe Montana,SFO,26,QB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Nat Moore,MIA,31,WR,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Joe Morris,NYG,22,RB,5,0,1,,,,,,,1,,,,,,,,,6,1.2
Calvin Muhammad,RAI,24,WR,8,0,,1,,,,,,1,,,,,,,,,6,0.8
Tony Nathan,MIA,26,RB,8,7,1,,,,,,,1,,,,,,,,,6,0.8
Renaldo Nehemiah,SFO,23,WR,8,3,,1,,,,,,1,,,,,,,,,6,0.8
Robert Newhouse,DAL,32,RB,9,0,1,,,,,,,1,,,,,,,,,6,0.7
Ray Oldham,DET,31,SS,5,5,,,,,,1,,1,,,,,,,,,6,1.2
James Owens,TAM,27,RB,8,6,,1,,,,,,1,,,,,,,,,6,0.8
Mike Pagel,BAL,22,QB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Walter Payton,CHI,29,RB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
Ray Pinney,PIT,28,LT,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Greg Pruitt,RAI,31,RB,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Mike Quick,PHI,23,WR,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Archie Reese,RAI,26,DE,9,1,,,,,1,,,1,,,,,,,,,6,0.7
Mike Reinfeldt,HOU,29,FS,9,9,,,,,1,,,1,,,,,,,,,6,0.7
Ken Riley,CIN,35,RCB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Bill Ring,SFO,26,RB,8,3,1,,,,,,,1,,,,,,,,,6,0.8
John Rodgers,PIT,22,TE,7,0,,,,,,,1,1,,,,,,,,,6,0.9
Rob Rubick,DET,22,TE,7,0,1,,,,,,,1,,,,,,,,,6,0.9
Rick Sanford,NWE,25,FS,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Dwight Scales,SDG,29,WR,9,2,,1,,,,,,1,,,,,,,,,6,0.7
Bruce Scholtz,SEA,24,LLB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Freddie Scott,DET,30,WR,9,7,,1,,,,,,1,,,,,,,,,6,0.7
Willie Scott,KAN,23,TE,9,4,,1,,,,,,1,,,,,,,,,6,0.7
Joe Senser,MIN,26,TE,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Tim Sherwin,BAL,24,TE,9,8,,,,,1,,,1,,,,,,,,,6,0.7
Eric Sievers,SDG,25,TE,9,2,,1,,,,,,1,,,,,,,,,6,0.7
J.T. Smith,KAN,27,WR,5,3,,1,,,,,,1,,,,,,,,,6,1.2
Ricky Smith,NWE,22,CB,9,0,,,,1,,,,1,,,,,,,,,6,0.7
Ron Smith,PHI,26,WR,9,9,,1,,,,,,1,,,,,,,,,6,0.7
Lawrence Taylor*+,NYG,23,ROLB,9,8,,,,,,1,,1,,,,,,,,,6,0.7
Aundra Thompson,NOR,29,WR,9,2,,1,,,,,,1,,,,,,,,,6,0.7
Sidney Thornton,PIT,28,RB,4,0,1,,,,,,,1,,,,,,,,,6,1.5
Dennis Thurman,DAL,26,RCB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Richard Todd,NYJ,29,QB,9,9,1,,,,,,,1,,,,,,,,,6,0.7
John Turner,MIN,26,FS,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Mark van Eeghen,NWE,30,FB,9,5,,1,,,,,,1,,,,,,,,,6,0.7
David Verser,CIN,24,WR,9,0,,1,,,,,,1,,,,,,,,,6,0.7
Rick Walker,WAS,27,TE,9,7,,1,,,,,,1,,,,,,,,,6,0.7
Robert Weathers,NWE,22,RB,6,2,1,,,,,,,1,,,,,,,,,6,1.0
Roger Wehrli,STL,35,DB,8,1,1,,,,,,,1,,,,,,,,,6,0.8
Mike Wilson,SFO,24,WR,6,1,,1,,,,,,1,,,,,,,,,6,1.0
Otis Wilson,CHI,25,LLB,9,9,,,,,,1,,1,,,,,,,,,6,0.7
Sammy Winder,DEN,23,RB,8,2,1,,,,,,,1,,,,,,,,,6,0.8
Otis Wonsley,WAS,25,RB,9,0,,1,,,,,,1,,,,,,,,,6,0.7
James Wright,DEN,26,TE,9,3,,1,,,,,,1,,,,,,,,,6,0.7
Jim Zorn,SEA,29,QB,9,7,1,,,,,,,1,,,,,,,,,6,0.7
Greg Boyd,DEN,30,DE,9,0,,,,,,,,,,,,,,,,1,2,0.2
Barney Chavous,DEN,31,LDE,9,9,,,,,,,,,,,,,,,,1,2,0.2
George Crump,NWE,23,DE,9,0,,,,,,,,,,,,,,,,1,2,0.2
