Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Reggie Nelson,26,JAX,FS,16,14,0,0,0,0,5,0,0,1,0,0,0.0,70,64,6,1,3,0,
Igor Olshansky,27,DAL,RDE,16,14,0,0,0,0,0,0,0,0,0,0,1.5,40,29,11,2,4,0,
Julius Peppers,29,CAR,RDE,16,14,2,13,1,13,5,5,0,1,11,0,10.5,42,36,6,10,18,0,"PB,AP-2"
Julian Peterson,31,DET,LLB,16,14,0,0,0,0,4,5,0,1,1,0,4.5,75,48,27,3,8,0,
Kenny Peterson,31,DEN,RDE,16,14,0,0,0,0,0,1,0,0,0,0,1.0,40,26,14,2,1,0,
Will Peterson,30,DET,LCB,16,14,2,41,1,38,14,0,0,0,0,0,0.0,69,54,15,,,0,
Sione Pouha,30,NYJ,NT,16,14,0,0,0,0,1,0,0,0,0,0,0.0,45,33,12,3,2,0,
Kerry Rhodes,27,NYJ,FS,16,14,3,17,0,11,13,0,0,1,44,0,0.0,63,55,8,2,2,0,
Sidney Rice,23,MIN,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Marcus Spears,26,DAL,LDE,16,14,0,0,0,0,1,0,0,0,0,0,2.5,25,17,8,4,6,0,
Bryan Thomas,30,NYJ,LOLB,16,14,0,0,0,0,1,1,0,2,7,0,2.0,53,41,12,6,7,0,
Gibril Wilson,28,MIA,SS,16,14,0,0,0,0,7,0,0,0,0,0,1.0,93,73,20,1,3,0,
Quincy Black,25,TAM,LLB,16,13,1,3,0,3,4,0,0,0,0,0,1.5,84,69,15,8,3,0,
Chris Chester,26,BAL,RG,16,13,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Laveranues Coles,32,CIN,WR,16,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Andra Davis,31,DEN,LILB,16,13,0,0,0,0,3,0,0,0,0,0,3.5,90,67,23,14,6,0,
Kendall Langford,23,MIA,LDE,16,13,0,0,0,0,1,1,0,0,0,0,2.5,43,33,10,3,5,0,
Ben Leber,31,MIN,RLB,16,13,0,0,0,0,5,1,0,1,0,0,2.5,46,38,8,5,4,0,
Clay Matthews,23,GNB,ROLB,16,13,0,0,0,0,7,1,0,3,46,1,10.0,51,37,14,17,21,0,"PB,AP DRoY-3"
Corey Mays,26,KAN,RILB,16,13,0,0,0,0,1,0,0,0,0,0,0.0,85,66,19,2,3,0,
Stephen Nicholas,26,ATL,LLB,16,13,0,0,0,0,3,1,0,1,0,0,3.0,80,65,15,4,4,0,
Hollis Thomas,35,2TM,LDT,16,13,0,0,0,0,0,0,0,1,0,0,0.0,35,26,9,4,1,1,
Hollis Thomas,35,STL,DT,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Hollis Thomas,35,CAR,LDT,13,13,0,0,0,0,0,0,0,1,0,0,0.0,33,24,9,4,1,1,
Stephen Tulloch,24,TEN,MLB,16,13,0,0,0,0,1,0,0,1,0,0,2.0,121,94,27,9,5,0,
Demorrio Williams,29,KAN,LILB,16,13,0,0,0,0,6,0,0,0,0,0,0.0,117,95,22,3,0,0,
Zackary Bowman,25,CHI,RCB,16,12,6,67,0,39,10,1,1,0,0,0,0.0,66,59,7,0,0,0,
Tyrone Carter,33,PIT,SS,16,12,2,53,1,48,4,1,0,1,6,0,1.0,61,49,12,5,1,0,
Josh Cribbs,26,CLE,WR,16,12,0,0,0,0,0,0,6,2,0,0,0.0,9,8,1,0,0,0,"PB,AP-1"
Zach Diles,24,HOU,RLB,16,12,0,0,0,0,1,2,0,1,0,0,0.0,62,45,17,7,1,1,
Marques Douglas,32,NYJ,RDE,16,12,0,0,0,0,0,1,0,2,1,1,1.5,64,36,28,6,2,0,
Ted Ginn Jr.,24,MIA,WR,16,12,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Michael Huff,26,OAK,FS,16,12,3,15,0,10,14,0,0,1,0,0,0.5,59,54,5,0,1,0,
Dustin Keller,25,NYJ,TE,16,12,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0,0,
Rashard Mendenhall,22,PIT,RB,16,12,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Nedu Ndukwe,24,CIN,SS,16,12,1,9,0,9,5,0,0,0,0,0,2.0,89,63,26,4,5,0,
Fred Robbins,32,NYG,RDT,16,12,0,0,0,0,5,0,0,1,11,0,2.0,25,21,4,5,7,0,
Donald Thomas,24,MIA,RG,16,12,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,
George Wilson,28,BUF,SS,16,12,4,23,0,27,6,1,0,0,0,0,2.0,103,70,33,4,2,0,
Danny Clark,32,NYG,LLB,16,11,0,0,0,0,3,0,0,0,0,0,2.0,53,34,19,6,2,0,
Daniel Coats,25,CIN,TE,16,11,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,
Joel Dreessen,27,HOU,TE,16,11,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,
David Hawthorne,24,SEA,MLB,16,11,3,9,0,5,5,1,0,1,36,0,4.0,117,94,23,10,5,0,
William Hayes,24,TEN,LDE,16,11,0,0,0,0,0,2,0,0,0,0,4.0,51,31,20,9,11,0,
Fred Jackson,28,BUF,RB,16,11,0,0,0,0,0,0,4,0,0,0,0.0,1,1,0,0,0,0,
Mohamed Massaquoi,23,CLE,WR,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Brandon McGowan,26,NWE,FS,16,11,0,0,0,0,3,3,0,2,0,0,0.0,78,58,20,3,3,0,
Juqua Parker,31,PHI,LDE,16,11,0,0,0,0,4,2,0,0,0,0,8.0,34,30,4,10,13,0,
Osi Umenyiora,28,NYG,RDE,16,11,0,0,0,0,1,4,0,4,61,1,7.0,29,19,10,4,17,0,
Tully Banta-Cain,29,NWE,LOLB,16,10,0,0,0,0,2,2,0,0,0,0,10.0,55,35,20,12,17,0,
Anthony Becht,32,ARI,TE,16,10,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Jonathan Fanene,27,CIN,RDE,16,10,1,45,1,45,2,0,0,0,0,0,6.0,36,18,18,7,11,0,
Lawrence Jackson,24,SEA,RDE,16,10,0,0,0,0,2,2,0,0,0,0,4.5,32,28,4,4,13,0,
Donald Lee,29,GNB,TE,16,10,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
DeAndre Levy,22,DET,RLB,16,10,1,5,0,5,5,1,1,2,0,0,0.0,85,61,24,7,3,0,
Brandon McDonald,24,CLE,RCB,16,10,1,39,0,39,10,1,0,0,0,0,1.0,55,49,6,2,1,0,
Chris Morris,26,OAK,LG,16,10,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Daniel Muir,26,IND,LDT,16,10,0,0,0,0,0,0,0,0,0,0,0.5,52,43,9,5,3,0,
Tony Richardson,38,NYJ,FB,16,10,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Jason Trusnik,25,2TM,RILB/ROLB,16,10,0,0,0,0,1,2,0,1,0,0,2.5,62,49,13,6,4,0,
Jason Trusnik,25,NYJ,DE,4,0,0,0,0,0,0,1,0,1,0,0,0.0,6,4,2,0,0,0,
Jason Trusnik,25,CLE,RILB/ROLB,12,10,0,0,0,0,1,1,0,0,0,0,2.5,56,45,11,6,4,0,
Tramon Williams,26,GNB,RCB,16,10,4,94,0,67,15,0,0,0,0,0,1.0,56,47,9,1,2,0,
Mike Adams,28,CLE,RCB/SS,16,9,0,0,0,0,8,0,0,1,1,0,1.0,69,58,11,4,2,0,
Deon Anderson,26,DAL,FB,16,9,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,0,0,0,
Miles Austin,25,DAL,WR,16,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Jason Avant,26,PHI,WR,16,9,0,0,0,0,0,1,1,0,0,0,0.0,3,3,0,0,0,0,
Vontae Davis,21,MIA,LCB,16,9,4,64,1,26,11,0,0,0,0,0,0.0,52,48,4,2,0,0,
Dwan Edwards,28,BAL,RDE,16,9,0,0,0,0,1,0,0,2,0,1,1.0,47,35,12,3,7,0,
Malcom Floyd,28,SDG,WR,16,9,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Marcus Harrison,25,CHI,RDT,16,9,0,0,0,0,0,0,0,0,0,0,1.0,24,16,8,3,3,0,
Jacob Lacey,22,IND,LCB,16,9,3,53,1,35,13,0,0,0,0,0,0.0,85,69,16,0,0,0,
Knowshon Moreno,22,DEN,RB,16,9,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,AP ORoY-3
Lousaka Polite,28,MIA,FB,16,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Lawrence Vickers,26,CLE,FB,16,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Mike Wright,27,NWE,DT/DE,16,9,0,0,0,0,1,1,0,1,0,0,5.0,35,25,10,6,8,0,
Anthony Adams,29,CHI,RDT,16,8,0,0,0,0,1,0,0,2,3,0,2.0,44,36,8,3,6,0,
Raheem Brock,31,IND,LDE,16,8,0,0,0,0,1,0,0,2,9,0,3.5,32,25,7,3,5,0,
Reggie Corner,26,BUF,LCB,16,8,1,0,0,0,9,0,0,0,0,0,0.0,67,52,15,3,0,0,
Nate Garner,24,MIA,LG/RG,16,8,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Brent Grimes,26,ATL,RCB,16,8,6,17,0,11,13,0,0,1,0,0,0.0,66,62,4,1,0,0,
Joey Haynos,25,MIA,TE,16,8,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,,,0,
Jeremi Johnson,29,CIN,FB,16,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Aaron Rouse,25,2TM,DB,16,9,0,0,0,0,4,0,0,0,0,0,1.0,64,48,16,3,3,0,
Aaron Rouse,25,GNB,DB,2,1,0,0,0,0,0,0,0,0,0,0,0.0,12,10,2,0,0,0,
Aaron Rouse,25,NYG,FS,14,8,0,0,0,0,4,0,0,0,0,0,1.0,52,38,14,3,3,0,
Pat Sims,24,CIN,LDT,16,8,0,0,0,0,0,0,0,1,0,0,0.5,34,19,15,2,7,0,
Matt Spaeth,26,PIT,TE,16,8,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Jerramy Stevens,30,TAM,TE,16,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Delanie Walker,25,SFO,FB,16,8,0,0,0,0,0,0,2,1,0,0,0.0,13,10,3,0,0,0,
Leonard Weaver,27,PHI,FB,16,8,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,"PB,AP-1"
James Anderson,26,CAR,RLB,16,7,0,0,0,0,1,1,0,1,3,0,1.0,65,47,18,3,1,0,
Chase Blackburn,26,NYG,RLB,16,7,1,24,0,24,1,0,0,0,0,0,0.5,60,37,23,4,1,0,
C.C. Brown,26,NYG,FS,16,7,0,0,0,0,3,3,0,0,0,0,0.0,69,59,10,3,1,0,
Michael Bush,25,OAK,RB,16,7,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,
Quentin Groves,25,JAX,LDE,16,7,1,37,0,37,1,1,0,0,0,0,0.0,30,24,6,4,3,0,
Ahmard Hall,30,TEN,FB,16,7,0,0,0,0,0,0,2,0,0,0,0.0,3,2,1,0,0,0,
Kelly Jennings,27,SEA,RCB,16,7,0,0,0,0,5,0,0,0,0,0,0.0,30,27,3,0,0,0,
Robert Meachem,25,NOR,WR,16,7,0,0,0,0,0,1,2,1,44,1,0.0,0,0,0,0,0,0,
Moran Norris,31,SFO,RB,16,7,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,
Trevor Pryce,34,BAL,RDE,16,7,0,0,0,0,0,1,0,0,0,0,6.5,31,19,12,8,9,0,
Benny Sapp,28,MIN,LCB,16,7,0,0,0,0,6,2,0,0,0,0,0.0,44,40,4,1,1,0,
Brandon Siler,24,SDG,RILB,16,7,1,5,0,5,2,0,0,1,0,0,2.0,67,52,15,6,2,0,
Ben Watson,29,NWE,TE,16,7,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Philip Wheeler,25,IND,LLB,16,7,0,0,0,0,1,1,0,0,0,0,1.0,61,42,19,3,2,0,
Ricky Williams,32,MIA,RB,16,7,0,0,0,0,0,0,5,2,0,0,0.0,0,0,0,0,0,0,
Dre' Bly,32,SFO,LCB,16,6,3,66,0,31,13,2,1,3,3,0,1.0,29,26,3,2,1,0,
Kenny Britt,21,TEN,WR,16,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Derrick Burgess,31,NWE,RDT,16,6,0,0,0,0,0,1,0,1,0,0,5.0,34,27,7,4,12,0,
Patrick Crayton,30,DAL,WR,16,6,0,0,0,0,0,0,4,2,0,0,0.0,0,0,0,,,0,
Steve Gregory,26,SDG,SS,16,6,1,13,0,13,6,0,0,2,3,0,2.0,71,58,13,4,3,0,
Anthony Hargrove,26,NOR,RDT,16,6,0,0,0,0,3,1,0,3,1,1,5.0,40,30,10,,,0,AP CPoY-6
Will Herring,26,SEA,LLB,16,6,0,0,0,0,1,1,0,1,0,0,0.0,46,38,8,5,0,0,
Mathias Kiwanuka,26,NYG,RDE,16,6,0,0,0,0,1,2,0,0,0,0,3.0,61,46,15,10,18,0,
Ken Lucas,30,SEA,RCB,16,6,1,0,0,0,2,0,0,0,0,0,0.0,34,28,6,0,0,0,
Chris Owens,23,ATL,LCB,16,6,2,13,0,13,2,0,0,1,0,0,0.0,29,24,5,0,1,0,
Trevor Scott,25,OAK,LLB,16,6,0,0,0,0,0,0,0,0,0,0,7.0,43,38,5,11,12,0,
Russell Allen,23,JAX,RLB,16,5,0,0,0,0,0,0,0,0,0,0,0.0,47,37,10,3,0,0,
Billy Bajema,27,STL,TE,16,5,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Tyron Brackenridge,25,JAX,RCB,16,5,0,0,0,0,4,2,0,1,12,0,0.0,33,30,3,1,0,0,
Austin Collie,24,IND,WR,16,5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Eric Foster,24,IND,DT,16,5,0,0,0,0,2,1,0,1,0,0,2.5,38,30,8,5,7,0,
Kedric Golston,26,WAS,RDT,16,5,0,0,0,0,2,1,0,0,0,0,2.0,33,21,12,4,6,0,
Bruce Johnson,22,NYG,DB,16,5,2,83,1,49,8,0,0,0,0,0,1.0,46,36,10,0,0,0,
Nate Jones,27,MIA,SS,16,5,2,0,0,0,10,2,0,0,0,0,1.0,54,45,9,0,1,0,
Sherrod Martin,25,CAR,FS,16,5,3,35,0,23,4,1,0,0,0,0,0.0,22,17,5,0,0,0,
Gerald McRath,23,TEN,LLB,16,5,1,1,0,1,1,0,0,0,0,0,0.0,47,32,15,2,1,0,
Ahtyba Rubin,23,CLE,NT,16,5,0,0,0,0,0,1,0,0,0,0,0.0,38,23,15,0,1,0,
Darryl Tapp,25,SEA,RDE,16,5,0,0,0,0,3,0,0,1,0,0,2.5,49,40,9,9,16,0,
Pierre Woods,27,NWE,LB,16,5,0,0,0,0,0,1,0,0,0,0,0.0,36,25,11,3,0,0,
Jeremy Bridges,29,ARI,T,16,4,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Jasper Brinkley,24,MIN,LB,16,4,0,0,0,0,0,1,0,0,0,0,0.0,31,30,1,2,0,0,
Tarell Brown,24,SFO,DB,16,4,2,52,0,51,8,0,0,0,0,0,0.0,40,34,6,0,1,0,
John Busing,26,HOU,DB,16,4,1,14,0,14,3,0,1,0,0,0,0.0,32,26,6,0,1,0,
Chris Carr,26,BAL,DB,16,4,2,24,0,13,4,2,2,0,4,0,1.5,44,38,6,3,3,0,
Chauncey Davis,26,ATL,DE,16,4,0,0,0,0,1,1,0,0,0,0,1.0,22,16,6,4,2,0,
Moise Fokou,24,PHI,LB,16,4,0,0,0,0,1,0,0,2,0,0,0.0,39,27,12,0,0,0,
Mike Furrey,32,CLE,WR,16,4,0,0,0,0,2,0,0,0,0,0,0.0,14,14,0,0,0,0,
Jonathan Goff,24,NYG,LB,16,4,1,5,0,5,2,0,0,0,0,0,1.0,25,15,10,1,2,0,
Vonta Leach,28,HOU,RB,16,4,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Chris Long,24,STL,DE,16,4,0,0,0,0,1,1,0,0,0,0,5.0,43,33,10,7,12,0,
LeSean McCoy,21,PHI,RB,16,4,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
John Phillips,22,DAL,TE,16,4,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Orlando Scandrick,22,DAL,DB,16,4,1,0,0,0,9,1,0,1,15,0,1.0,51,48,3,1,1,0,
Eric Smith,26,NYJ,DB,16,4,1,0,0,0,6,0,0,0,0,0,0.0,48,38,10,4,2,0,
Mike Wallace,23,PIT,WR,16,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,AP ORoY-3
Alan Ball,24,DAL,DB,16,3,0,0,0,0,3,0,0,0,0,0,0.0,31,26,5,0,0,0,
Gary Barnidge,24,CAR,TE,16,3,0,0,0,0,0,0,1,0,0,0,0.0,11,8,3,0,0,0,
Jovan Belcher,22,KAN,LB,16,3,0,0,0,0,1,0,0,0,0,0,0.0,48,46,2,2,2,0,
Jarrett Bush,25,GNB,DB,16,3,1,3,0,3,7,0,0,0,0,0,0.0,28,25,3,0,0,0,
Andre Caldwell,24,CIN,WR,16,3,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,
Keyaron Fox,27,PIT,LB,16,3,1,82,1,82,1,0,0,1,5,0,0.0,44,31,13,1,0,0,
Vonnie Holliday,34,DEN,DE,16,3,0,0,0,0,0,2,0,1,0,0,5.0,33,24,9,5,10,0,
Brandon Johnson,26,CIN,LB,16,3,0,0,0,0,4,0,0,1,0,0,1.5,58,40,18,2,4,0,
Spencer Johnson,28,BUF,DT,16,3,0,0,0,0,1,0,0,1,0,0,2.0,43,33,10,5,4,0,
Kaluka Maiava,22,CLE,LB,16,3,0,0,0,0,2,2,0,0,0,0,2.5,45,34,11,1,5,0,
Paul Oliver,25,SDG,DB,16,3,1,34,0,34,3,0,0,1,40,1,1.0,49,38,11,2,1,0,
Antwaan Randle El,30,WAS,WR,16,3,0,0,0,0,0,0,4,0,0,0,0.0,3,3,0,0,0,0,
Jonathan Stewart,22,CAR,RB,16,3,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Quinton Teal,25,CAR,DB,16,3,0,0,0,0,0,0,0,1,0,0,0.0,20,17,3,0,0,0,
Mike Tolbert,24,SDG,RB,16,3,0,0,0,0,0,1,1,0,0,0,0.0,22,16,6,0,0,0,
Steve Vallos,26,SEA,G,16,3,0,0,0,0,0,0,2,0,-18,0,0.0,0,0,0,,,0,
Mark Anderson,26,CHI,DE,16,2,0,0,0,0,0,0,0,0,0,0,3.5,28,22,6,6,8,0,
Justin Bannan,30,BAL,DT,16,2,0,0,0,0,0,0,0,0,0,0,0.0,35,29,6,2,2,0,
Davone Bess,24,MIA,WR,16,2,0,0,0,0,0,0,6,2,0,0,0.0,0,0,0,0,0,0,
Kroy Biermann,24,ATL,LB,16,2,0,0,0,0,0,1,0,2,4,1,5.0,49,38,11,8,8,0,
Stephen Bowen,25,DAL,DE,16,2,0,0,0,0,2,1,0,0,0,0,3.0,18,12,6,4,5,0,
Bobby Carpenter,26,DAL,LB,16,2,0,0,0,0,1,0,0,0,0,0,2.0,46,37,9,3,5,0,
Rock Cartwright,30,WAS,FB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,9,4,5,0,0,0,
Tyrone Culver,26,MIA,DB,16,2,1,23,0,23,4,0,0,1,0,0,0.0,32,25,7,0,0,0,
Kellen Davis,24,CHI,TE,16,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Larry English,23,SDG,DE,16,2,0,0,0,0,1,1,0,1,0,0,2.0,36,26,10,2,7,0,
Troy Evans,32,NOR,LB,16,2,0,0,0,0,1,0,0,0,0,0,0.0,29,25,4,1,1,0,
Justin Forsett,24,SEA,RB,16,2,0,0,0,0,0,0,4,0,0,0,0.0,2,2,0,0,0,0,
Brian Hartline,23,MIA,WR,16,2,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,
Ramon Humber,22,IND,LB,16,2,0,0,0,0,0,1,0,0,0,0,0.0,33,28,5,1,0,0,
Freddy Keiaho,27,IND,LB,16,2,0,0,0,0,1,0,0,2,0,0,1.0,38,27,11,2,3,0,
Phillip Merling,24,MIA,DE,16,2,0,0,0,0,3,0,0,1,1,0,2.5,33,24,9,3,6,0,
Dennis Northcutt,32,DET,WR,16,2,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Hank Poteat,32,CLE,DB,16,2,0,0,0,0,4,0,0,0,0,0,1.0,34,26,8,2,1,0,
Matt Shaughnessy,23,OAK,DE,16,2,0,0,0,0,0,0,0,1,0,0,4.0,29,26,3,10,5,0,
Darren Sproles,26,SDG,RB,16,2,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
LaRod Stephens-Howling,22,ARI,RB,16,2,0,0,0,0,0,0,1,1,0,0,0.0,21,17,4,0,0,0,
Andy Studebaker,24,KAN,LB,16,2,2,96,0,94,3,1,0,1,0,1,0.0,28,24,4,0,0,0,
Reggie Torbor,28,MIA,LB,16,2,1,0,0,0,4,0,0,0,0,0,1.0,37,28,9,6,7,0,
Deshea Townsend,34,PIT,DB,16,2,1,-1,0,-1,3,0,0,0,0,0,0.0,27,24,3,1,2,0,
Corey Williams,29,CLE,DT,16,2,0,0,0,0,4,1,0,0,0,0,4.0,31,27,4,5,12,0,
Jamar Williams,25,CHI,LB,16,2,0,0,0,0,2,1,0,0,0,0,0.0,43,35,8,0,1,0,
Sam Williams,29,OAK,DE,16,2,0,0,0,0,0,0,1,0,0,0,0.0,19,16,3,2,0,0,
Jeff Zgonina,39,HOU,DT,16,2,0,0,0,0,0,0,0,1,0,0,2.5,28,23,5,3,3,0,
Michael Adams,24,ARI,DB,16,1,1,17,0,17,4,0,0,0,0,0,0.0,40,37,3,0,0,0,
Jason Allen,26,MIA,DB,16,1,0,0,0,0,2,0,0,0,0,0,0.0,22,20,2,0,0,0,
Charlie Anderson,28,MIA,LB,16,1,0,0,0,0,0,2,0,0,0,0,2.0,17,15,2,7,7,0,
H.B. Blades,25,WAS,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,41,32,9,0,0,0,
Ralph Brown,31,ARI,DB,16,1,1,85,0,80,3,0,0,0,0,0,0.0,17,16,1,0,0,0,
Victor Butler,22,DAL,LB,16,1,0,0,0,0,0,1,0,1,0,0,3.0,17,13,4,2,2,0,
Antoine Cason,23,SDG,DB,16,1,2,22,0,22,3,0,0,0,0,0,0.0,41,38,3,1,0,0,
Patrick Chung,22,NWE,DB,16,1,1,2,0,2,1,1,0,0,0,0,2.0,37,25,12,2,2,0,
Jon Corto,25,BUF,DB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,22,15,7,0,0,0,
Kenneth Darby,27,STL,RB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,9,9,0,1,0,0,
Corey Graham,24,CHI,DB,16,1,0,0,0,0,1,0,0,0,0,0,0.0,35,31,4,0,1,0,
Spencer Havner,26,GNB,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,19,16,3,1,0,0,
Sam Hurd,24,DAL,WR,16,1,0,0,0,0,0,0,0,0,0,0,0.0,16,11,5,0,0,0,
Stefan Logan,28,PIT,RB,16,1,0,0,0,0,0,0,3,0,0,0,0.0,11,6,5,0,0,0,
Brice McCain,23,HOU,DB,16,1,1,0,0,0,3,0,0,0,0,0,0.0,15,14,1,0,0,0,
Jameel McClain,24,BAL,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,30,21,9,0,0,0,
Willis McGahee,28,BAL,RB,16,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Lawyer Milloy,36,SEA,DB,16,1,0,0,0,0,2,0,0,0,0,0,0.0,34,27,7,0,2,0,
Kareem Moore,25,WAS,DB,16,1,1,14,0,14,3,2,1,0,0,0,0.0,34,26,8,0,0,0,
Donnie Nickey,29,TEN,DB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,12,9,3,0,0,0,
Pierson Prioleau,32,NOR,DB,16,1,0,0,0,0,1,0,0,1,0,0,0.0,29,26,3,0,0,0,
Mark Roman,32,SFO,DB,16,1,1,27,0,27,2,1,0,3,25,0,1.0,53,46,7,3,1,0,
Stanford Routt,26,OAK,DB,16,1,0,0,0,0,7,0,0,0,0,0,1.0,29,23,6,2,2,0,
Jacob Tamme,24,IND,TE,16,1,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,0,
Coy Wire,31,ATL,DB,16,1,0,0,0,0,1,1,0,2,0,0,0.0,17,15,2,0,3,0,
Todd Yoder,31,WAS,TE,16,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Xavier Adibi,25,HOU,LB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,11,9,2,0,1,0,
David Akers,35,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,"PB,AP-2"
Ethan Albright,38,WAS,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Lorenzo Alexander,26,WAS,LB,16,0,0,0,0,0,1,1,0,1,0,0,2.0,23,18,5,2,3,0,
Ken Amato,32,TEN,LS,16,0,0,0,0,0,0,0,0,1,0,0,0.0,3,3,0,0,0,0,
Patrick Bailey,24,PIT,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,13,13,0,0,0,0,
Jason Baker,31,CAR,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,
Connor Barwin,23,HOU,DE,16,0,0,0,0,0,3,0,0,1,0,0,4.5,18,13,5,5,8,0,
Kevin Bentley,30,HOU,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,21,10,11,0,0,0,
David Binn,37,SDG,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,
Rob Bironas,31,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Desmond Bishop,25,GNB,LB,16,0,0,0,0,0,0,0,0,1,2,0,0.0,31,20,11,1,0,0,
Alan Branch,25,ARI,DT,16,0,0,0,0,0,2,0,0,0,0,0,2.0,18,14,4,3,3,0,
Josh Brown,30,STL,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Kris Brown,33,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Desmond Bryant,24,OAK,DT,16,0,0,0,0,0,0,1,0,1,0,0,0.0,32,24,8,0,0,0,
Eldra Buckley,24,PHI,RB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,13,12,1,0,0,0,
David Buehler,22,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,
Deon Butler,23,SEA,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,
Jeremy Cain,29,JAX,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,
