Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Daniel Carlson,LVR,25,K,16,0,,,,,,,,,,,,45.0,47.0,33.0,35.0,,144,9.0
Younghoe Koo*,ATL,26,K,15,0,,,,,,,,,,,,33.0,36.0,37.0,39.0,,144,9.6
Jason Sanders+,MIA,25,K,16,0,,,,,,,,,,,,36.0,36.0,36.0,39.0,,144,9.0
Tyler Bass,BUF,23,K,16,0,,,,,,,,,,,,57.0,59.0,28.0,34.0,,141,8.8
Rodrigo Blankenship,IND,23,K,16,0,,,,,,,,,,,,43.0,45.0,32.0,37.0,,139,8.7
Ryan Succop,TAM,34,K,16,0,,,,,,,,,,,,52.0,57.0,28.0,31.0,,136,8.5
Greg Zuerlein,DAL,33,K,16,0,,,,,,,,,,,,33.0,36.0,34.0,41.0,,135,8.4
Justin Tucker*,BAL,31,K,16,0,,,,,,,,,,,,52.0,53.0,26.0,29.0,,130,8.1
Alvin Kamara*,NOR,25,RB,15,10,16.0,5.0,,,,,,21.0,,,,,,,,,126,8.4
Wil Lutz,NOR,26,K,16,0,,,,,,,,,,,,57.0,58.0,23.0,28.0,,126,7.9
Cairo Santos,CHI,29,K,16,0,,,,,,,,,,,,36.0,37.0,30.0,32.0,,126,7.9
Harrison Butker,KAN,25,K,16,0,,,,,,,,,,,,48.0,54.0,25.0,27.0,,123,7.7
Jason Myers,SEA,29,K,16,0,,,,,,,,,,,,49.0,53.0,24.0,24.0,,121,7.6
Joey Slye,CAR,24,K,16,0,,,,,,,,,,,,33.0,36.0,29.0,36.0,,120,7.5
Ka'imi Fairbairn,HOU,26,K,16,0,,,,,,,,,,,,37.0,40.0,27.0,31.0,,118,7.4
Graham Gano,NYG,33,K,16,0,,,,,,,,,,,,21.0,23.0,31.0,32.0,,114,7.1
Dustin Hopkins,WAS,30,K,16,0,,,,,,,,,,,,30.0,32.0,27.0,34.0,,111,6.9
Davante Adams*+,GNB,28,WR,14,14,,18.0,,,,,,18.0,,,,,,,,,108,7.7
Michael Badgley,LAC,25,K,16,0,,,,,,,,,,,,36.0,39.0,24.0,33.0,,108,6.8
Dalvin Cook*,MIN,25,RB,14,14,16.0,1.0,,,,,,17.0,3.0,,,,,,,,108,7.7
Nick Folk,NWE,36,K,16,0,,,,,,,,,,,,30.0,33.0,26.0,28.0,,108,6.8
Brandon McManus,DEN,29,K,15,0,,,,,,,,,,,,24.0,27.0,28.0,34.0,,108,7.2
Mason Crosby,GNB,36,K,16,0,,,,,,,,,,,,59.0,63.0,16.0,16.0,,107,6.7
Derrick Henry*+,TEN,26,RB,16,16,17.0,,,,,,,17.0,1.0,,,,,,,,104,6.5
Tyreek Hill*+,KAN,26,WR,15,15,2.0,15.0,,,,,,17.0,,,,,,,,,102,6.8
Matt Prater,DET,36,K,16,0,,,,,,,,,,,,38.0,41.0,21.0,28.0,,101,6.3
Stephen Gostkowski,TEN,36,K,15,0,,,,,,,,,,,,46.0,48.0,18.0,26.0,,100,6.7
Cody Parkey,CLE,28,K,15,0,,,,,,,,,,,,43.0,47.0,19.0,22.0,,100,6.7
Robbie Gould,SFO,38,K,15,0,,,,,,,,,,,,36.0,38.0,19.0,23.0,,93,6.2
Chris Boswell,PIT,29,K,13,0,,,,,,,,,,,,34.0,38.0,19.0,20.0,,91,7.0
Randy Bullock,CIN,31,K,12,0,,,,,,,,,,,,24.0,25.0,21.0,26.0,,87,7.3
Zane Gonzalez,ARI,25,K,12,0,,,,,,,,,,,,38.0,39.0,16.0,22.0,,86,7.2
Adam Thielen,MIN,30,WR,15,15,,14.0,,,,,,14.0,1.0,,,,,,,,86,5.7
Dan Bailey,MIN,32,K,16,0,,,,,,,,,,,,37.0,43.0,15.0,22.0,,82,5.1
Mike Evans,TAM,27,WR,16,16,,13.0,,,,,,13.0,,,,,,,,,78,4.9
Cam Newton,NWE,31,QB,15,15,12.0,1.0,,,,,,13.0,,,,,,,,,78,5.2
A.J. Brown*,TEN,23,WR,14,12,,11.0,,1.0,,,,12.0,,,,,,,,,72,5.1
Nick Chubb*,CLE,25,RB,12,12,12.0,,,,,,,12.0,,,,,,,,,72,6.0
Josh Jacobs*,LVR,22,RB,15,15,12.0,,,,,,,12.0,,,,,,,,,72,4.8
Jonathan Taylor,IND,21,RB,15,13,11.0,1.0,,,,,,12.0,,,,,,,,,72,4.8
Travis Kelce*+,KAN,31,TE,15,15,,11.0,,,,,,11.0,1.0,,,,,,,,68,4.5
Chase Claypool,PIT,22,WR,16,6,2.0,9.0,,,,,,11.0,,,,,,,,,66,4.1
Jake Elliott,PHI,25,K,16,0,,,,,,,,,,,,24.0,26.0,14.0,19.0,,66,4.1
